,unnamed: 0,unnamed: 0,mth_day,erotic,erotic_norm,erotic_ravg
0,0,0,01-01,,,
1,1,1,01-02,0.9072408444046556,0.053808496214298535,
2,2,2,01-03,0.8693302420665135,-0.11993492960940533,
3,3,3,01-04,1.0976579987271111,0.9264859713041236,
4,4,4,01-05,0.5954237798632779,-1.375241998433287,-0.4900620706462984
5,5,5,01-06,0.5289203053618202,-1.6800259052148865,-0.8957710297878867
6,6,6,01-07,0.7328405537219383,-0.7454640581386331,-1.0475492060789808
7,7,7,01-08,0.37608966183346704,-2.3804452586352323,-1.4089014580036832
8,8,8,01-09,0.6706233710225877,-1.03060398735597,-1.3134585890369799
9,9,9,01-10,0.6245782907002911,-1.2416275402440902,-0.987619535877808
10,10,10,01-11,0.7203768812858166,-0.8025847846330671,-0.2741589064847472
11,11,11,01-12,0.9555063950048908,0.2750084137401441,0.2655484077350261
12,12,12,01-13,1.6668979573886322,3.5352997182197323,0.336021615536241
13,13,13,01-14,1.082670504407636,0.8577986266834078,1.0087301079360578
14,14,14,01-15,0.7628863758682288,-0.6077647405486809,1.2078271892856645
15,15,15,01-16,1.5052832966233831,2.7946234141548114,1.033612431936263
16,16,16,01-17,0.9810333144813422,0.3919977034645725,0.27449900287708523
17,17,17,01-18,0.7274257172124299,-0.7702801303562652,-0.0831172586042236
18,18,18,01-19,0.6730722444845745,-1.0193808561353337,-0.062039701257606786
19,19,19,01-20,0.6144819275657959,-1.2878989422044451,-0.4003104789165221
20,20,20,01-21,0.7904809587782416,-0.48129939646898,-0.4097384815516474
21,21,21,01-22,1.0624216847847738,0.7649987482013203,-0.2758333171829537
22,22,22,01-23,0.9686902428382448,0.3354296876538204,-0.3274689870028356
23,23,23,01-24,0.9027333726245932,0.03315085585589672,-0.4971813262018541
24,24,24,01-25,0.6054712056864291,-1.329194875054625,-0.5022677718072127
25,25,25,01-26,0.3922957824700392,-2.3061729773985564,-0.5147680270142343
26,26,26,01-27,0.7838218216369605,-0.511818070101132,-0.6241044468358189
27,27,27,01-28,1.0460564426917738,0.6899972169591909,-0.6294452805437951
28,28,28,01-29,0.8255478069176535,-0.3205888312756872,-0.5000929985736111
29,29,29,01-30,0.8957411924521125,0.0011058536080397778,0.1856302189705124
30,30,30,01-31,0.7748182609797472,-0.5530811832335207,0.6647074598086135
31,31,31,02-01,1.2900395707406145,1.8081663278661848,0.5815938568030806
32,32,32,02-02,1.4110262184846394,2.362645374927475,0.676583431634394
33,33,33,02-03,0.9372447255003508,0.19131559892599329,0.7623983770916726
34,34,34,02-04,0.949907458995188,0.2493486177121935,0.9801132599678328
