,unnamed: 0,unnamed: 0,mth_day,christmas,christmas_norm,christmas_ravg
0,0,0,01-01,,,
1,1,1,01-02,0.8588151396033925,-0.4699973631756717,
2,2,2,01-03,1.108067663178084,0.3474622660921483,
3,3,3,01-04,1.2067992433193797,0.6712667345156912,
4,4,4,01-05,0.8735315527557833,-0.4217327620106588,-0.3569634515070384
5,5,5,01-06,0.6093356639384148,-1.2882013145828477,-0.2327587386763722
6,6,6,01-07,0.7031333481988221,-0.9805782698808918,-0.3754634763069804
7,7,7,01-08,1.086043521320362,0.27523091380832565,-0.5541149296642208
8,8,8,01-09,0.8469941027942974,-0.5087661596915009,-0.4320247500207495
9,9,9,01-10,0.8799623648098264,-0.4006419856277518,-0.11886009886516002
10,10,10,01-11,1.0968914664954692,0.3108083158501692,0.04288931085570916
11,11,11,01-12,1.1822599537764282,0.5907865923506894,0.001977970861309001
12,12,12,01-13,0.99904850131106,-0.010081811555676673,0.09526240463256423
13,13,13,01-14,1.011197588594168,0.02976287384192468,0.20648066293402087
14,14,14,01-15,1.01765486471019,0.05094044293603055,0.15445307827616125
15,15,15,01-16,1.083432460873526,0.26666756418098786,0.017877784393666038
16,16,16,01-17,1.0017087347213076,-0.0013571920969886516,0.08430756266376789
17,17,17,01-18,0.9324000064027032,-0.2286651709442817,0.2583566707087519
18,18,18,01-19,1.1205795661967513,0.3884968580649345,0.2080895804860858
19,19,19,01-20,1.3296146297757083,1.0740575221118287,0.1620436567353123
20,20,20,01-21,0.9256928988185288,-0.2506620983999661,-0.009587448296270774
21,21,21,01-22,0.999192978328159,-0.009607978323653048,-0.17634206926328244
22,22,22,01-23,0.6877153494478236,-1.031143822286487,-0.3630275395165665
23,23,23,01-24,0.6273279861660825,-1.2291928967463517,-0.7428364335558465
24,24,24,01-25,0.7790447215925974,-0.7316159634547694,-0.5808178455362168
25,25,25,01-26,0.6347669191906947,-1.2047958421238525,-0.5628842284143466
26,26,26,01-27,1.222100504655198,0.7214494297178123,-0.29973824639460706
27,27,27,01-28,1.0320019330293382,0.09799372440756804,-0.19884370009949084
28,28,28,01-29,1.1691321514913038,0.5477320698319504,-0.13431031227688928
29,29,29,01-30,0.8119111952586656,-0.6238256189756546,-0.08903511070423037
30,30,30,01-31,0.8971064033714133,-0.34441563651916,-0.3975353353159621
31,31,31,02-01,0.7175963912034894,-0.9331446326878988,-0.5948745036356223
32,32,32,02-02,0.6577096276889124,-1.1295519179525786,-0.9076962767342978
33,33,33,02-03,0.6709765029574309,-1.086041285510393,-0.9881462417528372
34,34,34,02-04,0.596835145628457,-1.329198568760102,-0.9066475066013848
35,35,35,02-05,0.6647306660844453,-1.1065254090868917,-0.8085178565768695
36,36,36,02-06,1.046205622542686,0.14457677438955588,-0.4036614191830316
37,37,37,02-07,0.8971213147377741,-0.3443667325408077,-0.15324379263874718
38,38,38,02-08,1.3983809838726344,1.2995867064104485,0.08966262917252044
39,39,39,02-09,1.1291072029626643,0.4164644737553135,0.2270627847468209
40,40,40,02-10,1.0412243469632243,0.12823996210750369,0.222841011299246
41,41,41,02-11,0.9160996704262804,-0.2821244756410889,0.26141316164897993
42,42,42,02-12,1.0384820287546146,0.11924613370410653,0.004484815748421596
43,43,43,02-13,0.9676877779867408,-0.11293383044240406,-0.0022740367364302017
44,44,44,02-14,0.9283391398421622,-0.2419833689929013,-0.1618548143378271
45,45,45,02-15,1.1167421076502957,0.3759113588462027,-0.2679330914212889
46,46,46,02-16,0.7492766340214648,-0.8292447035008779,-0.4289983487785071
47,47,47,02-17,0.7220329986578641,-0.91859413814186,-0.5791971186552056
48,48,48,02-18,0.7438185095852224,-0.8471454104392021,-0.6305082588907368
49,49,49,02-19,0.6929041354248692,-1.0141264497025957,-0.7433546766402052
50,50,50,02-20,0.8344671192557296,-0.5498502104060892,-0.6270231978310042
51,51,51,02-21,0.9102933481517128,-0.3011671476506069,-0.2464012004231025
52,52,52,02-22,0.9621011965531221,-0.13125583064567253,-0.010531181755926636
53,53,53,02-23,1.4183682547506913,1.3651378463055508,0.16450059649658869
54,54,54,02-24,1.1753348459287878,0.5680747015638526,0.2908439987306986
55,55,55,02-25,1.0131189389934396,0.0360642198124963,0.10392496575472787
56,56,56,02-26,1.065608161942354,0.2082102029985705,-0.0721679187049847
57,57,57,02-27,0.5683312083322971,-1.4226813455064309,-0.2994631097169907
58,58,58,02-28,0.6399451345508237,-1.187813137403948,-0.29725219946621323
59,59,59,02-29,1.002539279757436,0.0013667002335146677,-0.3738867586454115
60,60,60,03-01,1.179379632531133,0.5813401630685172,-0.4941576373778673
61,61,61,03-02,0.872918567614431,-0.4237431352626929,-0.4608033495411916
62,62,62,03-03,0.8455765985723505,-0.5134150693961647,-0.3861221574405603
63,63,63,03-04,0.6293517660528618,-1.2225556184863766,-0.3503861190327206
64,64,64,03-05,0.7765718859757561,-0.7397259848001606,-0.4058912611748529
65,65,65,03-06,1.0679171707514723,0.21578293068055304,-0.5474384136470194
66,66,66,03-07,1.0778348252650671,0.24830931021572325,-0.4688497864447277
67,67,67,03-08,0.613962770689515,-1.2730260500956918,-0.2768817218778584
68,68,68,03-09,0.9893518722600804,-0.04188330618241425,-0.29304558166414313
69,69,69,03-10,0.9805509408566252,-0.07074723108516089,-0.2982413695014404
70,70,70,03-11,0.7470006433245622,-0.8367091435178693,-0.3987707350290177
71,71,71,03-12,1.058411650106508,0.18460820365676955,-0.4187940927805539
72,72,72,03-13,0.8939197022132699,-0.3548668829497409,-0.5994062987999883
73,73,73,03-14,0.5773307051685828,-1.3931661966049098,-0.7998611265567401
74,74,74,03-15,0.6589278621174067,-1.1255565422990204,-0.6737615968007983
75,75,75,03-16,0.6138255157061357,-1.2734761976256714,-0.8107590930587554
76,76,76,03-17,0.9776955294419506,-0.0801119649822186,-0.7511307284487905
77,77,77,03-18,0.8077792975611364,-0.6373767738909734,-0.6127248143419326
78,78,78,03-19,1.0030078075351994,0.0029033047100481928,-0.4976385094204246
79,79,79,03-20,0.8305397112184257,-0.5627307119637627,-0.4263705545660387
80,80,80,03-21,0.8694744205298285,-0.43503871276997264,-0.2902660107921003
81,81,81,03-22,0.7442078633704975,-0.8458684684993563,-0.1128504821090439
82,82,82,03-23,1.226694255184687,0.7365152976614117,-0.18667449082067736
83,83,83,03-24,1.1323550930792428,0.4271163982073651,-0.21850327407443795
84,84,84,03-25,0.8679492445459358,-0.4400407475597528,-0.14343364199866412
85,85,85,03-26,0.7723100132790855,-0.7537034114863259,0.16012499569971428
86,86,86,03-27,1.0068118099405043,0.015379079684670166,-0.028943258282003632
87,87,87,03-28,1.2995582718082992,0.9754833576909141,-0.2873298633361472
88,88,88,03-29,0.8808001871802771,-0.3978942262288958,-0.23453964768715604
89,89,89,03-30,0.659645412538856,-1.1232032321174965,-0.1725260509378228
90,90,90,03-31,0.9645271842958066,-0.1232994536658058,-0.2562337463045136
91,91,91,04-01,0.8857618212874574,-0.38162183099032654,-0.37645258237343215
92,92,92,04-02,0.8536713716919005,-0.4868670925154747,-0.3111895699608109
93,93,93,04-03,1.0796219187563771,0.2541703412774033,-0.17839324667838286
94,94,94,04-04,1.0001966928242478,-0.006316151753168449,-0.2042065905026821
95,95,95,04-05,0.9025918591730402,-0.32642529242292795,-0.2887677428860212
96,96,96,04-06,0.9173025322659276,-0.2781795166116018,-0.3328905298169186
97,97,97,04-07,0.7310600118771783,-0.8889887452903608,-0.59058200717229
98,98,98,04-08,0.7729502038500708,-0.7516038141008593,-0.7731201268181039
99,99,99,04-09,0.6081839511685734,-1.291978522854825,-0.7239540307012894
100,100,100,04-10,0.6662492879031043,-1.1015448696280523,-0.8917245021150572
101,101,101,04-11,0.9925395930500628,-0.03142871572203967,-0.9358715007232784
102,102,102,04-12,0.6103720475006896,-1.2848023450942094,-0.867530768027322
103,103,103,04-13,0.6502945495787891,-1.1538707369396888,-0.5970065162558511
104,104,104,04-14,0.8979772961555416,-0.34155941792511985,-0.4798775658720082
105,105,105,04-15,1.1030990517656911,0.3311669877739998,-0.6406276988819091
106,106,106,04-16,0.8805327980965801,-0.39877116732499535,-0.4720257087970188
107,107,107,04-17,0.6984525833693093,-0.9959295137814448,-0.249557889456002
108,108,108,04-18,0.9188237679557856,-0.27319040458486754,-0.25297446860693484
109,109,109,04-19,1.0572920090220612,0.180936179106412,-0.4114958937428768
110,110,110,04-20,0.8917267784917486,-0.3620588928307169,-0.49875905943716
111,111,111,04-21,0.8130893888456034,-0.619961563041652,-0.5347800182821414
112,112,112,04-22,0.7208877454064698,-0.9223501614906946,-0.40171546748727627
113,113,113,04-23,0.6325534399334428,-1.2120552668513331,-0.3928355098833932
114,114,114,04-24,1.1622609278825171,0.5251969001843232,-0.30853022719434603
115,115,115,04-25,1.0735375954419306,0.23421592472971045,-0.1829754001138096
116,116,116,04-26,1.0459604828258249,0.14377280330356615,-0.11974644619540445
117,117,117,04-27,1.0427877595761883,0.13336739944156698,0.3292304683518873
118,118,118,04-28,0.8365630088413102,-0.5429764379802642,0.3565013524576826
119,119,119,04-29,1.4539417382981592,1.4818062204324178,0.3280715342653558
120,120,120,04-30,1.2121521012697876,0.6888222048190947,0.5053740301777466
121,121,121,05-01,1.0215261907768165,0.06363701557574973,0.5144351955993612
122,122,122,05-02,1.3703294886579849,1.2075877787779108,0.6038983714249947
123,123,123,05-03,1.059364859657973,0.18773439197125485,0.4075650795004094
124,124,124,05-04,1.0002329067286329,-0.006197383026463676,0.2220861404871637
125,125,125,05-05,1.0947565255598064,0.3038064688849062,0.2522279464441229
126,126,126,05-06,0.8728245653491509,-0.4240514292603791,-0.0738678443577971
127,127,127,05-07,1.0766696199876258,0.2444878513175047,0.0018877748325377003
128,128,128,05-08,0.7737481099009884,-0.7489869660336093,-0.1064181587530178
129,129,129,05-09,1.1979572396271223,0.6422681071132637,-0.14494942623796922
130,130,130,05-10,0.8020908116493303,-0.6560329845397967,-0.10394469744034698
131,131,131,05-11,1.024264856149115,0.07261886397519783,-0.1492464680351737
132,132,132,05-12,0.9478413497776916,-0.17802305647464595,0.034938406529459384
133,133,133,05-13,0.9937915408344626,-0.027322772251455327,0.03186920279953357
134,134,134,05-14,1.110708198050971,0.3561222813541891,0.12881292446048945
135,135,135,05-15,1.1923422337161829,0.6238528847337088,0.10581987320698204
136,136,136,05-16,0.9794461187758124,-0.07437065457406143,0.21496811280009395
137,137,137,05-17,0.9821998353620788,-0.0653394435458467,0.050136665966208416
138,138,138,05-18,1.1475244156192588,0.4768663810840255,0.043296458947749104
139,139,139,05-19,0.6922379035647264,-1.0163114532547686,-0.06607913158667697
140,140,140,05-20,1.0981942673313485,0.3150810392434333,-0.04435945445433012
141,141,141,05-21,0.9922432369063032,-0.032400658472847656,-0.048237231773724236
142,142,142,05-22,1.0191815440565486,0.05594740822001972,-0.09355546716580784
143,143,143,05-23,0.9751055710232852,-0.08860610746221137,0.029995390504042707
144,144,144,05-24,1.0646162146683738,0.20495696873152391,-0.16321741039879853
145,145,145,05-25,0.9182700790614696,-0.2750063072356653,-0.18041278471011776
146,146,146,05-26,0.7447178888946373,-0.8441957661736141,-0.3610792595554731
147,147,147,05-27,0.9607848728174496,-0.13557290434076275,-0.1509414845541791
148,148,148,05-28,0.6886582509059223,-1.0280514408521124,-0.36979288748417577
149,149,149,05-29,1.359545625373295,1.1722205425455527,-0.17047008022827306
150,150,150,05-30,0.6642348684945807,-1.1081514488484556,-0.0827547670941456
151,151,151,05-31,1.2829245104419478,0.920930536299751,-0.2666872784881118
152,152,152,06-01,0.9051901302534524,-0.3179038873688496,-0.09037939282178968
153,153,153,06-02,0.6242864746755891,-1.23916797270456,-0.14908528268617768
154,154,154,06-03,1.0112076504485736,0.029795873145820325,0.10397897555358099
155,155,155,06-04,1.2521451568473858,0.8199852033592248,-0.02004804023011273
156,156,156,06-05,1.1272074929603084,0.4102341005900964,0.10660667236456922
157,157,157,06-06,1.0560212195488226,0.1767684415975886,0.4325034897431125
158,158,158,06-07,1.1369007048671056,0.44202438819924217,0.4053800308681306
159,159,159,06-08,1.2205038381873652,0.7162129315666999,0.3753377301981449
160,160,160,06-09,0.961586186606606,-0.13294488010407066,0.387220096667969
161,161,161,06-10,1.1971837692420515,0.6397313993393102,0.43611820118052297
162,162,162,06-11,1.148945886314087,0.4815282994090405,0.3860137980872756
163,163,163,06-12,1.1454786717194425,0.4701570686729126,0.3744602533347863
164,164,164,06-13,1.0452363696554845,0.14139796963975768,0.3928488694616243
165,165,165,06-14,1.199367013204066,0.6468916630517637,0.5022049066009165
166,166,166,06-15,0.9952275468198256,-0.022613183343042475,0.5687233981465963
167,167,167,06-16,1.3972469937673533,1.2958676221750638,0.8537132718305195
168,168,168,06-17,1.27063924918016,0.8806392486831189,0.8248366893951992
169,169,169,06-18,1.66685814538892,2.1800963107764515,0.75015677389124
170,170,170,06-19,0.9924076247008528,-0.03186152497216544,0.8425831091888614
171,171,171,06-20,1.0627425972701896,0.19881217002800994,0.5694573907603376
172,172,172,06-21,1.164318446183212,0.5319448284426853,0.5061084712042698
173,173,173,06-22,0.8975725966419412,-0.34288668839607844,0.2757091002065417
174,174,174,06-23,1.1547445126103115,0.5005457313467122,0.3431136063081348
175,175,175,06-24,1.2453501765906911,0.7977000847900823,0.20764699383958748
176,176,176,06-25,1.1157219216613703,0.3725655116373929,0.3640753026993009
177,177,177,06-26,0.8149109455850069,-0.6139875047832736,0.5939474178947385
178,178,178,06-27,1.4504988226506892,1.4705146816009658,0.5134525186239859
179,179,179,06-28,1.3181159685261323,1.0363460027765468,0.2786768902451984
180,180,180,06-29,1.0074817777195662,0.01757633572219684,0.1741616843133977
181,181,181,06-30,0.8158359907978565,-0.6109536854826421,0.25711948955899483
182,182,182,07-01,0.9245148364594046,-0.2545257239534116,-0.06372760537921518
183,183,183,07-02,0.9666794848549144,-0.11624067330969068,-0.19650269241793647
184,184,184,07-03,0.8635197580092719,-0.4545678880282944,-0.06529898049726375
185,185,185,07-04,1.0752083728918922,0.239695480544219,0.032950003369447534
186,186,186,07-05,1.2475145949576654,0.8047986072462331,0.08206985131395182
187,187,187,07-06,0.9955792316184044,-0.02145978228237421,0.09633743016511072
188,188,188,07-07,1.014377960846884,0.040193363713614066,0.15912942322579385
189,189,189,07-08,0.9927815447484714,-0.030635200202737325,0.3145182123381257
190,190,190,07-09,0.9783956161211502,-0.07781592966419554,0.2601717489092557
191,191,191,07-10,1.3594869826342821,1.1720282152182095,0.18024011936423512
192,192,192,07-11,1.1480895517725602,0.4787198266730136,0.10227349345339252
193,193,193,07-12,0.849346979914096,-0.5010495595524979,0.0070470019565997185
194,194,194,07-13,0.8717406177872336,-0.4276063917514416,-0.15586890598510802
195,195,195,07-14,0.8185678529628687,-0.6019941491834941,-0.4080420552337243
196,196,196,07-15,0.6803463933995068,-1.055311377314442,-0.4434026572953018
197,197,197,07-16,0.8981446123624254,-0.3410106802734878,-0.5864938706942359
198,198,198,07-17,1.0833985090587108,0.2665562143035481,-0.4898558586781943
199,199,199,07-18,0.5875663749954596,-1.3595968399461027,-0.5825464238027306
200,200,200,07-19,1.0485366393092808,0.15222168034480846,-0.5480490394034204
201,201,201,07-20,0.648993553939333,-1.1581375399307128,-0.2889999441198027
202,202,202,07-21,0.7434582081758948,-0.8483270709185808,-0.5771319855401146
203,203,203,07-22,1.3720662966932962,1.2132838914282185,-0.24798574878384216
204,204,204,07-23,0.5562705442607503,-1.4622360342183232,-0.2823252958171961
205,205,205,07-24,1.1897284429382808,0.6152805805915317,-0.2436567605924014
206,206,206,07-25,0.9857135827323472,-0.05381560185531476,-0.22864568550950004
207,207,207,07-26,0.7197363501042005,-0.9261263285819448,-0.4582870035642695
208,208,208,07-27,0.7709204696407225,-0.7582606204211729,-0.3152152002413395
209,209,209,07-28,0.9519451604842551,-0.16456401690039854,-0.564903365691006
210,210,210,07-29,0.8180156390923787,-0.6038052142807429,-0.3645177373403951
211,211,211,07-30,0.7329322676888148,-0.882848412106467,-0.3835477730693415
212,212,212,07-31,1.352312409876088,1.1484981682483504,-0.33390090429127084
213,213,213,08-01,0.6849215341108661,-1.040306542955623,-0.2646378621529146
214,214,214,08-02,0.8617477610747911,-0.46037940775274894,-0.33208656676649523
215,215,215,08-03,1.0786595871690945,0.2510142359297387,-0.2284528523932143
216,216,216,08-04,0.6946204824275526,-1.0084974419622263,-0.4526396639776031
217,217,217,08-05,0.9225266934692924,-0.2610461258667812,-0.430264137488176
218,218,218,08-06,0.942170111426763,-0.1966227012579829,-0.4702276906205876
219,219,219,08-07,0.7258568139274172,-0.9060533840190604,-0.4869476620207218
220,220,220,08-08,0.7886357728178051,-0.7001607265472186,-0.2414419222911729
221,221,221,08-09,1.0480709568585342,0.15069440752893307,-0.07558361519241279
222,222,222,08-10,1.1437650492446607,0.4645369964150677,0.2549750660655342
223,223,223,08-11,1.2259589373628772,0.7341037167257795,0.22493272471977044
224,224,224,08-12,1.5469161995010756,1.7867293862896991,0.3167216273283883
225,225,225,08-13,0.6708953519071029,-1.086307432093643,0.39291632620723504
226,226,226,08-14,0.9565605103256972,-0.14942731089551126,0.38730425068345103
227,227,227,08-15,1.187466618480944,0.6078626008020133,0.2287254917330317
228,228,228,08-16,1.1334979441543618,0.4308645432723638,-0.2238514260546664
229,229,229,08-17,0.9358443841404456,-0.21736883697673645,-0.2552185542381933
230,230,230,08-18,0.7189418152153798,-0.9287321204364896,-0.2522868425561297
231,231,231,08-19,0.6135102365293249,-1.2745102011948046,-0.3917861423071714
232,232,232,08-20,0.9619239791184172,-0.13183704080312944,-0.5742358794428829
233,233,233,08-21,0.9322572998434524,-0.2291331977042372,-0.6264686816876838
234,234,234,08-22,0.7997122320891894,-0.6638338795419054,-0.6529124272686154
235,235,235,08-23,0.8402862136319739,-0.5307656504455411,-0.6435456680024781
236,236,236,08-24,0.6705638641864008,-1.08739459392208,-0.8294674023628343
237,237,237,08-25,0.6306464103625877,-1.2183096455979814,-0.7839287470935113
238,238,238,08-26,0.6217863638709767,-1.2473674469652665,-0.7030405386169599
239,239,239,08-27,1.015568751611975,0.04409873391170133,-0.8877325159017703
