,unnamed: 0,unnamed: 0,mth_day,mel gibson,mel gibson_norm,mel gibson_ravg
35,35,35,02-05,0.19183477822537826,-1.5226731262722293,-0.8946652180455524
36,36,36,02-06,0.2159012876237001,-1.3511152416598073,-0.868127826018359
37,37,37,02-07,0.28714308355969465,-0.8432687731718845,-0.8923053827438547
38,38,38,02-08,0.3795597223113135,-0.18447763795541872,-0.6537477736484288
39,39,39,02-09,0.39846161461156576,-0.04973567747696035,-0.4582206405722156
40,40,40,02-10,0.4094764980101999,0.028783814645729405,-0.2703148830641074
41,41,41,02-11,0.35640858128093994,-0.3495103278149503,-0.0533823587646026
42,42,42,02-12,0.3740602328432964,-0.2236806966111576,0.0918868490703228
43,43,43,02-13,0.4697336528005209,0.458326372625144,-0.1273300667413105
44,44,44,02-14,0.5018317856517182,0.6871376090541338,-0.213492319789555
45,45,45,02-15,0.2139482892145783,-1.3650371723467605,-0.31926300949315545
46,46,46,02-16,0.3369543398785297,-0.4881897036437377,-0.3327005731646428
47,47,47,02-17,0.2673821408965956,-0.9841344660365527,-0.6002818214601294
48,48,48,02-18,0.3627499306748709,-0.3043060786400815,-0.8390472180751347
49,49,49,02-19,0.2445124113006112,-1.1471611171477762,-0.7489547140023055
50,50,50,02-20,0.3008646424180239,-0.7454547706358969,-0.8209157346049704
51,51,51,02-21,0.28977851179696,-0.8244821479097844,-0.7340444409286097
52,52,52,02-22,0.27638525851362256,-0.9199558272597268,-0.6578492374728375
53,53,53,02-23,0.3405010935030485,-0.4629067039783884,-0.5111045272592972
54,54,54,02-24,0.4268828937579071,0.15286514209455118,-0.4667578308053202
55,55,55,02-25,0.3680263945425956,-0.266692855866535,-0.3715945285640035
56,56,56,02-26,0.3381909427302002,-0.479374591912035,-0.3571155760674294
57,57,57,02-27,0.36987678928295376,-0.2535023344618837,-0.40984464038763896
58,58,58,02-28,0.28857209028030745,-0.8330821122802821,-0.5787147527760739
59,59,59,02-29,0.2961194135274323,-0.7792810898996458,-0.6045717634185716
60,60,60,03-01,0.2847461162122958,-0.8603555322360583,-0.5416891151131057
61,61,61,03-02,0.3462627318215485,-0.4218349197215213,-0.5498716264831521
62,62,62,03-03,0.39111882243169455,-0.10207870207923968,-0.5068966814922922
63,63,63,03-04,0.3629896274168356,-0.30259740268216195,-0.6496922766901898
64,64,64,03-05,0.32474379710164475,-0.5752324423351223,-0.6117959638961198
65,65,65,03-06,0.17592937242382514,-1.636054661087032,-0.7732967413109751
66,66,66,03-07,0.3166431742838845,-0.6329776554716384,-0.8053348755436702
67,67,67,03-08,0.21032867132861144,-1.3908395842106542,-0.6322040746772876
68,68,68,03-09,0.36415255176365374,-0.2943075074754098,-0.7702425038709185
69,69,69,03-10,0.5087125962772736,0.7361874025161341,-0.6117703491376933
70,70,70,03-11,0.2085578289303791,-1.4034630174969085,-0.7233275222422652
71,71,71,03-12,0.3093142626563773,-0.6852217326876804,-0.7105676906889061
72,72,72,03-13,0.2227462918047106,-1.302320694099069,-1.0144691364471388
73,73,73,03-14,0.2210685311733632,-1.3142805948905,-1.2763761608474868
74,74,74,03-15,0.10836085730342164,-2.1177161820248065,-0.8278475389515428
75,75,75,03-16,0.28826730884123153,-0.8352547438859542,-0.8629867413019259
76,76,76,03-17,0.586081193198771,1.2877087138787555,-0.5964827929326654
77,77,77,03-18,0.27973784491752884,-0.8960569467899798,-0.6555571429902102
78,78,78,03-19,0.4470607775868785,0.2967029961164947,-0.4690169475057434
79,79,79,03-20,0.17134606913421405,-1.668726695235768,-0.28646548117399645
80,80,80,03-21,0.26537041863954786,-0.998475009118006,-0.3746110879688052
81,81,81,03-22,0.4419195851003765,0.26005405410452753,-0.05090068008705819
82,82,82,03-23,0.5118896602660631,0.7588350731099027,-0.09174440464458992
83,83,83,03-24,0.5522026024967277,1.0462055005005024,0.11132632962157
84,84,84,03-25,0.4126829039095368,0.05164064877130437,0.035501926586823065
85,85,85,03-26,0.3422692678824957,-0.4503022896388084,-0.1897981390255666
86,86,86,03-27,0.2015495556446305,-1.4534214273264876,-0.24626083991617675
87,87,87,03-28,0.25228611560105146,-1.0917463395698106,-0.535834710981128
88,88,88,03-29,0.4643654048332665,0.4200588677662417,-0.5556360991911581
89,89,89,03-30,0.3084703261783086,-0.6912377258892048,-0.2683283507874217
90,90,90,03-31,0.396016215699906,-0.06716768048887695,0.2587131322876667
91,91,91,04-01,0.5840941648071755,1.2735442007836104,0.6581721336541531
92,92,92,04-02,0.64515663908661,1.7088274711240423,0.4484044645034848
93,93,93,04-03,0.5885079278138605,1.3050076686291077,0.4320986045913755
94,94,94,04-04,0.28780544342489195,-0.8385471471377683,0.2704869940700278
95,95,95,04-05,0.2947457993793551,-0.7890728853618603,-0.16481320827055976
96,96,96,04-06,0.259988867766229,-1.0368373436169631,-0.5878381315944137
97,97,97,04-07,0.21770506758596106,-1.3382570132599148,-0.7804170550208717
98,98,98,04-08,0.2890995572719968,-0.8293220688190809,-0.5139194619342026
99,99,99,04-09,0.4264156119392937,0.14953412807035998,-0.3851877981675325
100,100,100,04-10,0.5121145800107151,0.7604384113822462,-0.2935638485278965
101,101,101,04-11,0.4030983290075211,-0.01668290276183989,-0.3097083421554125
102,102,102,04-12,0.3371080972354641,-0.4870936457791471,-0.11190825545389499
103,103,103,04-13,0.20411636164584496,-1.435123975025011,-0.026145981601561924
104,104,104,04-14,0.4555864892953905,0.3574784513900243,-0.3856373678129373
105,105,105,04-15,0.4986011104146871,0.6641077711843584,-0.5274234358614199
106,106,106,04-16,0.20953322639642624,-1.3965099058860058,-0.5237789981027131
107,107,107,04-17,0.2837579997554261,-0.8673993110527362,-0.28848094306584465
108,108,108,04-18,0.34017559468460795,-0.4652270192269056,-0.48975430770393497
109,109,109,04-19,0.4021650680312671,-0.023335644803800803,-0.4111337598351163
110,110,110,04-20,0.28617612383287433,-0.8501617364385171,-0.16834292431304065
111,111,111,04-21,0.564775468712264,1.1358310583972706,-0.318843302843398
112,112,112,04-22,0.41388855304733546,0.060235107246447775,-0.2519100714548205
113,113,113,04-23,0.15708289709134626,-1.7704015822348804,-0.3284221742943365
114,114,114,04-24,0.3965128214782031,-0.06362763089544098,0.18244793190777667
115,115,115,04-25,0.3377653729814282,-0.4824082618408967,0.15505834086922596
116,116,116,04-26,0.7161718738974401,2.215058900774162,0.1805837995016049
117,117,117,04-27,0.5417218439266245,0.971493512165966,0.7729588746042987
118,118,118,04-28,0.4353731507897399,0.21338785904072166,0.8855542653254765
119,119,119,04-29,0.6556808022065127,1.7838488683812814,0.7711102119036483
120,120,120,04-30,0.4912835643719188,0.6119447134316257,0.12009243945742025
121,121,121,05-01,0.2414386237860479,-1.169072582371866,0.18421821497620205
122,122,122,05-02,0.1682148257752521,-1.6910477339032064,0.13970879214392173
123,123,123,05-03,0.5956960549989037,1.3562481652786569,-0.2627702234481147
124,124,124,05-04,0.3979098848374834,-0.053668677952960375,-0.2300331313229059
125,125,125,05-05,0.31691706540983045,-0.6310252251709373,-0.14324827400189566
126,126,126,05-06,0.5188381429475984,0.8083672661828785,0.033088835970709475
127,127,127,05-07,0.3144848235244028,-0.6483634384458042,-0.2382992293274485
128,128,128,05-08,0.3166365223011595,-0.6330250740675759,-0.10903618829816854
129,129,129,05-09,0.3672706425902844,-0.2720802265102915,0.10730895891253647
130,130,130,05-10,0.506709670944017,0.7219095682227197,0.002191526055362325
131,131,131,05-11,0.4990132435152136,0.6670456580932929,0.033277144933121734
132,132,132,05-12,0.4303615442240866,0.17766266903983347,0.16655058238108209
133,133,133,05-13,0.3406493687645488,-0.4618497251792478,0.15430020992973414
134,134,134,05-14,0.4288118306689711,0.1666155506201862,-0.15973446941448535
135,135,135,05-15,0.3569595908633634,-0.3455824612183789,-0.16002464760519794
136,136,136,05-16,0.24238890554483666,-1.1622985078425976,0.052223969419979206
137,137,137,05-17,0.498769002587328,0.6653045889490175,0.29456510167474503
138,138,138,05-18,0.6090097018866935,1.4511543711908963,0.5042499867602079
139,139,139,05-19,0.5446261833604644,0.9921970683493472,0.754978525352694
140,140,140,05-20,0.6053021133159947,1.424724861132964,1.0658921524070133
141,141,141,05-21,0.5679960259684842,1.1587887703365372,1.1164053970656105
142,142,142,05-22,0.5040827033369999,0.7031832544833191,0.9719377866733444
143,143,143,05-23,0.5412856428476902,0.9683840569005988,0.7874425539690639
144,144,144,05-24,0.487412337436323,0.5843487088373008,0.6453116166962488
145,145,145,05-25,0.38933785271261895,-0.1147743278763354,0.15354693572581282
146,146,146,05-26,0.485671510080375,0.5719392374960726,-0.11546714607331185
147,147,147,05-27,0.15408117700394744,-1.7917993154860787,-0.22064705834886825
148,148,148,05-28,0.2776554560253689,-0.9109012363114292,-0.3375999059606945
149,149,149,05-29,0.4527564556402474,0.33730458324726065,-0.2600809621696659
150,150,150,05-30,0.38897395394018935,-0.11736837683365706,-0.19958834297302053
151,151,151,05-31,0.4545849986602211,0.3503393348698364,0.1789726505917426
152,152,152,06-01,0.536587719208769,0.9348949526759448,0.581787000182075
153,153,153,06-02,0.4727132840637954,0.4795666459025001,0.3316327434397939
154,154,154,06-03,0.6167014410733558,1.5059848612305646,0.5368619376029277
155,155,155,06-04,0.24220338950099365,-1.1636209572064256,0.7265402812433397
156,156,156,06-05,0.561713913096089,1.1140067881451459,0.7200710430154532
157,157,157,06-06,0.6142359170727303,1.488409396712309,0.7643250936459918
158,158,158,06-07,0.5311426072118539,0.8960795233086258,0.3404154159172739
159,159,159,06-08,0.5099616050425636,0.7450909496857319,0.38690976886613737
160,160,160,06-09,0.2598996677425945,-1.037473205141742,0.2077283407286248
161,161,161,06-10,0.28133735707376784,-0.8846548395132449,0.2113262987929323
162,162,162,06-11,0.4108981741161535,0.03891821932007022,0.1498188667691154
163,163,163,06-12,0.6172642928922986,1.509997145098154,0.3096590930259865
164,164,164,06-13,0.4793722373144167,0.5270349311657245,0.7867580380821182
165,165,165,06-14,0.6444979913869656,1.7041323072269583,0.5988580404949058
166,166,166,06-15,0.6614704706606686,1.8251204651950481,0.6330091389761435
167,167,167,06-16,0.12318325993879382,-2.01205482503652,0.2708517906568278
168,168,168,06-17,0.4396429118267585,0.2438248102074968,0.1553357219361844
169,169,169,06-18,0.31243901785389344,-0.6629469448177404,0.01557180991057098
170,170,170,06-19,0.3821431804347572,-0.16606148115813582,-0.5431300071087358
171,171,171,06-20,0.5268596965370506,0.8655488350732782,-0.03379752020670964
172,172,172,06-21,0.1912151083776232,-1.5270904369207934,-0.12747958312314278
173,173,173,06-22,0.5518848067289306,1.0439400963756376,0.43184331321806174
174,174,174,06-23,0.360791382989386,-0.3182675672911021,0.8820156941715029
175,175,175,06-24,0.7832171382032787,2.692990433229487,0.9425898851869844
176,176,176,06-25,0.7610500850596372,2.5349728045625124,1.5630820587267251
177,177,177,06-26,0.5778445640876124,1.2289939811661668,1.74158291543263
178,178,178,06-27,0.713478976103047,2.1958626043176532,1.89599218585354
179,179,179,06-28,0.7021277135551462,2.1149452366110646,1.6071410912899762
180,180,180,06-29,0.4907565722723422,0.6081880552343584,0.9943134542478388
181,181,181,06-30,0.5400932177468881,0.9598838658481056,1.0295808962336228
182,182,182,07-01,0.24523740341884304,-1.141993017690312,1.0410309933614588
183,183,183,07-02,0.6075289202192985,1.4405986330808715,0.7186230752806334
184,184,184,07-03,0.7231164417582563,2.2645631870846694,0.4945470536683831
185,185,185,07-04,0.4307592524162743,0.18049772812611345,0.5595366630756203
186,186,186,07-05,0.3021533719384313,-0.7362680744391441,0.7298855530785079
187,187,187,07-06,0.5947945116848277,1.3498215222915295,0.5920209181228505
188,188,188,07-07,0.38861885760884135,-0.11989967767298622,0.09358533637043336
189,189,189,07-08,0.4914892334272076,0.6134108233469278,0.12069919990412528
190,190,190,07-09,0.3035867428533328,-0.7260503034298337,0.08318522377188031
191,191,191,07-10,0.4535807993139618,0.3431809093282648,-0.283108782551093
192,192,192,07-11,0.2705781239271353,-0.9613519312326141,-0.2996920980067425
193,193,193,07-12,0.28648744090333866,-0.8479425156463103,-0.4789720734928113
194,194,194,07-13,0.3746607984440168,-0.2193995704068827,-0.26119149485743365
195,195,195,07-14,0.340590547841971,-0.4622690295694849,-0.4635358826503656
196,196,196,07-15,0.48689111342217206,0.5806331683824322,-0.3275422597298816
197,197,197,07-16,0.28326896124772183,-0.8708854174293268,-0.09745332555189586
198,198,198,07-17,0.3850429931409866,-0.14539019370971,-0.16611140876217445
199,199,199,07-18,0.4801516671563373,0.5325910894216042,-0.11589058400747775
200,200,200,07-19,0.31687177608865674,-0.6313480696685542,-0.06262944520978914
201,201,201,07-20,0.3828610603403349,-0.16094408104130484,-0.07267411118215712
202,202,202,07-21,0.5317206367169729,0.9002000011685639,-0.3208648692985939
203,203,203,07-22,0.27481443704186115,-0.9311534132635346,-0.2720837700424141
204,204,204,07-23,0.17614258988828796,-1.6345347424083303,0.3141272617046924
205,205,205,07-24,0.521210372899704,0.8252776849586827,0.20205768472815624
206,206,206,07-25,0.8102814495693271,2.885918120814085,0.10665411027898736
207,207,207,07-26,0.2885328911513174,-0.8333615429005219,0.3220688815781898
208,208,208,07-27,0.4514201238153994,0.3277785544735509,0.4799055982891248
209,209,209,07-28,0.4561275243320807,0.3613352145316801,0.3593840753439961
210,210,210,07-29,0.30899263643807795,-0.6875144421427202,-0.13255292519774656
211,211,211,07-30,0.41976826065128897,0.10214854728790966,0.10316299014909144
212,212,212,07-31,0.3962215604421048,-0.06570388243637018,0.1586634582882371
213,213,213,08-01,0.4869333076000731,0.5809339491805059,0.29841748596830303
214,214,214,08-02,0.498134474756468,0.6607813633084251,0.5029672192088612
215,215,215,08-03,0.573757499598356,1.1998593806120754,0.9193399771180863
216,216,216,08-04,0.48116069814784496,0.5397839573006294,0.9156506424701004
217,217,217,08-05,0.7702262619515197,2.600385094743261,0.7817538423738246
218,218,218,08-06,0.3931162735992448,-0.08783989032428544,0.7251938774468009
219,219,219,08-07,0.3742333193062479,-0.22244685139714965,0.7556464690525445
220,220,220,08-08,0.4505283528731114,0.32142157374628216,0.4945746360895396
221,221,221,08-09,0.5993892302671714,1.3825749302465382,0.2409263514725893
222,222,222,08-10,0.26141838542922696,-1.0266470404774006,0.23348898274844465
223,223,223,08-11,0.5567322972972127,1.0784953870415597,0.19968444032927554
224,224,224,08-12,0.3868562930205807,-0.13246410266915348,0.16455403765848295
225,225,225,08-13,0.3457802753785429,-0.4252741059121641,-0.16598269264030965
226,226,226,08-14,0.4209593417622491,0.1106391577215266,0.11135059363263244
227,227,227,08-15,0.3211788054581527,-0.6006454515462174,-0.034709841845749184
228,228,228,08-16,0.4948478482242677,0.6373526771602517,-0.3531318736654459
229,229,229,08-17,0.4337942632533174,0.20213277417127,-0.30712394662302583
230,230,230,08-18,0.11884272411697284,-2.0429962935873336,-0.5300215131817911
231,231,231,08-19,0.3845048217110592,-0.1492265436576433,-0.3557715356867992
232,232,232,08-20,0.2333480387002452,-1.2267462416310655,-0.7279504468616111
233,233,233,08-21,0.4678437773601294,0.4448544134237344,-0.7084443581271851
234,234,234,08-22,0.18158749470984106,-1.59572078988862,-0.4633074285792193
235,235,235,08-23,0.4502123999858418,0.3191693065778269,-0.3480706081065719
236,236,236,08-24,0.3251727414928577,-0.5721747162995391,-0.08086648123785034
237,237,237,08-25,0.4814988373182044,0.5421943791782406,-0.30389014362143224
238,238,238,08-26,0.4582518597662743,0.3764785195812641,-0.11443213380251438
239,239,239,08-27,0.28012634033547285,-0.8932875608777571,-0.3006027863730645
240,240,240,08-28,0.3410529597053508,-0.4589727309751129,-0.07270955115370605
241,241,241,08-29,0.2935138803030077,-0.7978546088454738,-0.10869478355738152
242,242,242,08-30,0.5169888634837968,0.7951846950166117,-0.2894320782267416
243,243,243,08-31,0.4512103220756538,0.32628298475618783,-0.29824831092889736
244,244,244,09-01,0.3061265589461761,-0.7079452484348965,0.024948300833882497
245,245,245,09-02,0.272705779712559,-0.9461849570906916,0.2530479085454351
246,246,246,09-03,0.6130852587302648,1.4802069396015662,-0.18901274660312514
247,247,247,09-04,0.4855037045589578,0.5707430374238416,-0.4228931969859019
248,248,248,09-05,0.14490954101618633,-1.8571792358747488,-0.34840095065699045
249,249,249,09-06,0.25435480348715084,-1.076999717540473,-0.2681682705087968
250,250,250,09-07,0.3688261550770217,-0.2609917704614277,-0.6790796477408545
251,251,251,09-08,0.34023705833148044,-0.4647888762015301,-0.9091405117931421
252,252,252,09-09,0.2672240628648342,-0.98526132379078,-0.5496704221520804
253,253,253,09-10,0.2918631047319478,-0.8096221468898834,-0.26241032090111194
254,254,254,09-11,0.4474729694580785,0.2996413019716193,-0.016910720297201018
255,255,255,09-12,0.4961395961408149,0.6465608899653377,0.2987566367784719
256,256,256,09-13,0.5754614301120152,1.2120058331620378,0.4224028857598108
257,257,257,09-14,0.6059320370135031,1.4292152662525075,0.4825444264122521
258,258,258,09-15,0.3712962348865154,-0.2433838299027463,0.3528002870025821
259,259,259,09-16,0.3424838135362597,-0.44877290297523603,0.2817921297245329
260,260,260,09-17,0.338268246252233,-0.4788235344864008,0.13763884659113412
261,261,261,09-18,0.4363725330874177,0.22051194629704213,-0.2037082921434603
262,262,262,09-19,0.4541286326891561,0.34708613436164515,-0.21856265574808345
263,263,263,09-20,0.31862256799065464,-0.618867566155059,0.11589905940398047
264,264,264,09-21,0.3587934222490997,-0.33251001153048515,0.49565553412207203
265,265,265,09-22,0.6239978702968938,1.5579973879371476,0.3973345335036682
266,266,266,09-23,0.6579065813316357,1.7997153138221489,0.2761774841495531
267,267,267,09-24,0.35361644324237385,-0.36941405741338057,0.2844483695004514
268,268,268,09-25,0.3521516023635229,-0.3798561617630453,0.4439193110040873
269,269,269,09-26,0.32558411361053186,-0.5692422540496694,0.36063476516531656
270,270,270,09-27,0.4930189842322266,0.62431563749133,0.08414022259153604
271,271,271,09-28,0.5538978579415794,1.0582901129045237,0.4610146771808089
272,272,272,09-29,0.4251830831676322,0.1407480583794657,0.2672884973035499
273,273,273,09-30,0.6708290023917551,1.8918326701222568,0.521103764128643
274,274,274,10-01,0.1890936488599589,-1.5422132410265992,0.2953436240212673
275,275,275,10-02,0.5392186260067523,0.9536493469008892,0.04257086307686553
276,276,276,10-03,0.3029982732890289,-0.7302452031529241,0.02701567706734756
277,277,277,10-04,0.3411408153614089,-0.4583464527618873,-0.008327838903043486
278,278,278,10-05,0.4120903932757122,0.04741694232235789,0.3810701642579352
279,279,279,10-06,0.6410806153260326,1.6797715742999104,0.2044789151523805
280,280,280,10-07,0.5168471901419495,0.7941747779392728,0.19982061126958506
281,281,281,10-08,0.3905830223726255,-0.10589814773243893,0.1578028782189528
282,282,282,10-09,0.2990774119041217,-0.7581950264496969,-0.07954469664002144
283,283,283,10-10,0.3057747870505424,-0.7104528510656808,-0.5607995952433895
284,284,284,10-11,0.21231662057210168,-1.3766685068314877,-0.9300723875477624
285,285,285,10-12,0.23601177574250826,-1.2077578173202983,-0.7263399011451712
286,286,286,10-13,0.2060328962976828,-1.4214619758869635,-0.2227109374562617
287,287,287,10-14,0.5620632132071676,1.1164967706831082,-0.3744896265333821
288,288,288,10-15,0.7229783436019663,2.2635787556837603,-0.07668012714000752
289,289,289,10-16,0.1780237394531073,-1.6211249855284031,-0.062495890322614864
290,290,290,10-17,0.4629807669242948,0.4101884895287597,0.14798060524175902
291,291,291,10-18,0.2479505474094008,-1.1226523964159425,-0.18078180378278064
292,292,292,10-19,0.3831894718780877,-0.15860300250072035,-0.6773249982362972
293,293,293,10-20,0.28534622204775073,-0.8560776834641296,-0.4673516362363253
294,294,294,10-21,0.3050414536833677,-0.7156804110373389,-0.4842757846720389
295,295,295,10-22,0.3547568310758855,-0.3612848135285716,-0.4302178958339555
296,296,296,10-23,0.4487358310541587,0.3086435989144781,-0.3262147890153937
297,297,297,10-24,0.29345068957008225,-0.7983050633874421,-0.2946319379222513
298,298,298,10-25,0.470728150267306,0.4654156384106497,-0.08335556496682807
299,299,299,10-26,0.3119292841218516,-0.6665805769052748,-0.0816589885147153
300,300,300,10-27,0.4828712803985492,0.5519778266952005,0.012143772887016116
301,301,301,10-28,0.3561848274593331,-0.35110535481589505,0.5515711641644914
302,302,302,10-29,0.5276889509517391,0.8714601673248665,0.779447291286624
303,303,303,10-30,0.747482904220677,2.4382592842774096,0.977897909695774
304,304,304,10-31,0.6625298724939813,1.8326724011434463,0.8558708525873758
305,305,305,11-01,0.4789637640760565,0.5241231335496254,0.9790336543729756
306,306,306,11-02,0.38016197070811614,-0.18018451595518825,0.8593878306373459
307,307,307,11-03,0.4598500854004589,0.3878714558977033,0.2752656354180751
308,308,308,11-04,0.4269839085256686,0.15358522491108886,0.3930041788785938
309,309,309,11-05,0.2558313896509405,-1.0664738870382156,0.582919768251322
310,310,310,11-06,0.7616295706211328,2.5391036619065592,0.8925604608459133
311,311,311,11-07,0.6388143705411223,1.663616669785995,1.1412542090790918
312,312,312,11-08,0.6407843485813043,1.6776596396123593,1.1150614838005526
313,313,313,11-09,0.6691738518719047,1.8800339452967745,1.1781929476762232
314,314,314,11-10,0.4049376771732223,-0.003571126760146426,0.7254354778494689
315,315,315,11-11,0.3089686956555969,-0.6876851037841922,0.20846910809544106
316,316,316,11-12,0.3805468150009235,-0.17744115705396749,0.2374671961153605
317,317,317,11-13,0.20368743862274927,-1.4381815487381724,0.018407135508621133
318,318,318,11-14,0.6651918338837043,1.8516481677318768,-0.06627082533886433
319,319,319,11-15,0.4847925503899224,0.5656735816563374,-0.002592026029605473
320,320,320,11-16,0.3336648372741751,-0.5116388918450593,0.14443548684092528
321,321,321,11-17,0.3625666900181068,-0.30561230792863897,0.5006839502062024
322,322,322,11-18,0.5042988312362982,0.704723920169217,0.25920810056575905
323,323,323,11-19,0.5035392470460383,0.6993092314534902,0.2562161740194711
324,324,324,11-20,0.4619433215357504,0.4027930698892165,0.4849479949741844
325,325,325,11-21,0.4822742670067482,0.5477220223786097,0.5934910540279155
326,326,326,11-22,0.5261867909391341,0.8607520338832206,0.4809804909049766
327,327,327,11-23,0.4539266140486714,0.3456460463937474,0.39111927753233583
328,328,328,11-24,0.40959948713121397,0.029660541431583236,0.4684823360830734
329,329,329,11-25,0.427903700207849,0.16014195121764574,0.6477826881624762
330,330,330,11-26,0.5270592599806836,0.8669714211936418,0.5535303408530412
331,331,331,11-27,0.6331901034262734,1.6235241348550264,0.35550468275374353
332,332,332,11-28,0.4468552577673096,0.29523795002661035,0.4069074822224028
333,333,333,11-29,0.2872498201774145,-0.8425079022020386,0.15304195260038464
334,334,334,11-30,0.4528648593747802,0.338077338243539,0.011831842303490731
335,335,335,12-01,0.21422688197145168,-1.3630512265144632,-0.1993909121238043
336,336,336,12-02,0.4082037102887807,0.019710759412278324,-0.4310052150216868
337,337,337,12-03,0.4554054070464549,0.3561876082912562,-0.10078830009411104
338,338,338,12-04,0.25190713946646115,-1.094447867360685,-0.11691987783378238
339,339,339,12-05,0.5651910586536276,1.1387935873634158,0.5045827806795681
340,340,340,12-06,0.439287024645984,0.24128787180551106,0.7333142404174691
341,341,341,12-07,0.7373412677422283,2.36596472456564,0.799817828076732
342,342,342,12-08,0.6007253599201071,1.3920995178396842,1.0957397321884923
343,343,343,12-09,0.5113810057561118,0.7552091342468328,0.9298040839659879
344,344,344,12-10,0.5009825102393394,0.6810835573098786,1.2042954220338322
345,345,345,12-11,0.4255241988126308,0.14317969802838942,0.8848509693260587
346,346,346,12-12,0.6703244397653828,1.8882359002125764,0.6800345021788341
347,347,347,12-13,0.4684671344185986,0.4492980083189982,0.6953715742668886
348,348,348,12-14,0.4283327901702879,0.16320071495633628,0.4183926775560292
349,349,349,12-15,0.5242901107051656,0.8472315667751604,0.3191029765071384
350,350,350,12-16,0.2678513346286784,-0.9807898229552778,-0.1854603993040264
351,351,351,12-17,0.34195276067623404,-0.4525585082649557,-0.5461298545598937
352,352,352,12-18,0.2456370200023712,-1.1391443546544122,-0.7001913703504247
353,353,353,12-19,0.1648942084334384,-1.7147187232162062,-0.8211997131978128
354,354,354,12-20,0.29866030349668965,-0.7611683797868487,-0.4913114847326059
355,355,355,12-21,0.4224382455930051,0.12118150969083208,-0.2889573030147785
356,356,356,12-22,0.5455159200374943,0.9985395478359638,-0.06542085105840294
357,357,357,12-23,0.5122728422196914,0.7615665820420087,0.24194984775083395
358,358,358,12-24,0.43378606837852746,0.2020743570838413,0.6171833153522862
359,359,359,12-25,0.4236059486151168,0.12950546963921533,0.5161949770989681
360,360,360,12-26,0.614491655520996,1.4902324258218649,0.09820865368310198
361,361,361,12-27,0.3374370765525333,-0.4847485198290761,-0.12109522770990498
362,362,362,12-28,0.1936997920786803,-1.5093783926592332,-0.18070850870764324
363,363,363,12-29,0.3276863185088105,-0.5542567063160333,
364,364,364,12-30,0.3836099919840889,-0.15560532890258832,
365,365,365,12-31,,,
