,unnamed: 0,unnamed: 0,mth_day,assassin,assassin_norm,assassin_ravg
0,0,0,01-01,,,
1,1,1,01-02,3.2777607849517776,-1.7373738455519625,
2,2,2,01-03,4.086145586988748,-0.4725362160765533,
3,3,3,01-04,3.496974755466649,-1.394381154304852,
4,4,4,01-05,3.465908198838851,-1.4429893786827162,-1.2647933770260609
5,5,5,01-06,3.7263385120128447,-1.0355076210735858,-1.2243580972502015
6,6,6,01-07,3.4256546277544504,-1.5059720464666968,-1.4856037102368382
7,7,7,01-08,3.4328191017278598,-1.4947621668968043,-1.2681412057082728
8,8,8,01-09,3.0843396086601986,-2.0400098939963742,-1.2319144899411916
9,9,9,01-10,4.330884403205538,-0.0896061271334586,-1.172103706161408
10,10,10,01-11,3.6048278155771705,-1.2256290840802293,-0.962719644711488
11,11,11,01-12,3.955696624763884,-0.6766429183948844,-0.5262473866093108
12,12,12,01-13,4.228585640180568,-0.24966767776717624,-0.18916456257327527
13,13,13,01-14,5.106571677101017,1.1240713817162586,-0.22427370241691053
14,14,14,01-15,4.3769606959603085,-0.01751294978016096,-0.2490895107871499
15,15,15,01-16,4.196250386629243,-0.3002609661952699,-0.15335235367412609
16,16,16,01-17,3.50966592980176,-1.3745239343016655,-0.04753100179254298
17,17,17,01-18,4.322822622584612,-0.10221997571674148,-0.4197237507651466
18,18,18,01-19,4.634381786335188,0.3852604335223223,-0.566060773572896
19,19,19,01-20,3.6793135626064246,-1.1090851121193632,-0.6512974750188741
20,20,20,01-21,3.815797954800314,-0.8955350866266573,-0.7584161924864145
21,21,21,01-22,3.869390784642532,-0.8116811748711389,-0.9343457365617216
22,22,22,01-23,3.0988947389555515,-2.017236239106908,-1.1643018875743805
23,23,23,01-24,3.64818059891827,-1.1577972401685848,-1.2891980879004328
24,24,24,01-25,3.752562397277399,-0.99447647255363,-1.3976598550923578
25,25,25,01-26,3.200370552897169,-1.8584623140756773,-1.536972701558225
26,26,26,01-27,3.3998765329982663,-1.5463056897782066,-1.282717435172832
27,27,27,01-28,3.3351638521710885,-1.6475582536663418,-1.2907754149168185
28,28,28,01-29,4.0738946364636215,-0.4917046407945505,-1.2560634385438665
29,29,29,01-30,3.6172804349366117,-1.2061451186325032,-0.9058464889107416
30,30,30,01-31,3.8856733998028328,-0.7862046143159178,-0.8310353421191231
31,31,31,02-01,4.543357444977148,0.2428393837230705,-0.4634843440362441
32,32,32,02-02,3.686756964193456,-1.0974388090284946,-0.5650764888099254
33,33,33,02-03,4.744622112581715,0.5577477348309321,-0.4279842572343484
34,34,34,02-04,3.684316351025775,-1.1012575094366388,-0.3449358814555035
35,35,35,02-05,4.142991912364713,-0.3835917291790413,-0.5519629607342321
36,36,36,02-06,4.2041413671481,-0.2879143596428483,-0.050639323103633095
37,37,37,02-07,3.7494648190828417,-0.9993230919493012,-0.22103096552164447
38,38,38,02-08,5.609196968119719,1.9105030167551003,-0.007789127543901559
39,39,39,02-09,4.091216437821865,-0.4646021196771362,-0.1028195184297662
40,40,40,02-10,4.502040888764895,0.17819351842981868,-0.1560011790613968
41,41,41,02-11,3.77857617108592,-0.9537740744942288,-0.15719742025463102
42,42,42,02-12,4.000204141373776,-0.6070043234326318,-0.3483452089047445
43,43,43,02-13,3.7448775589746073,-1.0065005391087067,-0.4405510918876956
44,44,44,02-14,4.8761971093861645,0.7636162848544189,-0.6031452618128309
45,45,45,02-15,3.737631917288278,-1.017837417574843,-0.7102880504407287
46,46,46,02-16,3.87853640342565,-0.7973715011209933,-0.8711801682426664
47,47,47,02-17,3.367712673876837,-1.5966308062616161,-1.0096187610672451
48,48,48,02-18,3.3832265636941576,-1.5723570302442578,-1.2610278189272226
49,49,49,02-19,3.2140031517930843,-1.8371320960561783,-1.190988719282885
50,50,50,02-20,3.9121116486172727,-0.7448380623054459,-0.7468172904695797
51,51,51,02-21,4.00621284363683,-0.5976028197088178,-0.4355251693386622
52,52,52,02-22,5.5818132075826,1.8676570717588368,-0.1929530725893265
53,53,53,02-23,4.561433419616134,0.2711219205238887,0.26915179830190683
54,54,54,02-24,4.313424678491232,-0.11692444974824348,0.39963365101730464
55,55,55,02-25,4.9860498360650976,0.9354971292912216,0.5074827492382854
56,56,56,02-26,4.412474118322581,0.03805305398694101,0.07827193971089745
57,57,57,02-27,4.419784846320175,0.04949176961706686,0.009603364129971722
58,58,58,02-28,3.9359063154742624,-0.7076077854054906,0.04606912375160704
59,59,59,02-29,4.298108080852279,-0.14088953296166568,-0.15490550467011455
60,60,60,03-01,4.453260963493708,0.10187010798156844,-0.3846256398433623
61,61,61,03-02,4.215366715520072,-0.2703506412391083,-0.3756954126605632
62,62,62,03-03,3.5315597859132035,-1.3402677570525454,-0.35838049893855256
63,63,63,03-04,4.4540298423500895,0.10307313271386144,-0.2792519143187095
64,64,64,03-05,4.002304307320505,-0.6037183030734268,-0.47162710033943495
65,65,65,03-06,4.6015447136155245,0.3338819747573925,-0.5535010766936773
66,66,66,03-07,3.715554369172879,-1.0523810081427838,-0.5475259722808935
67,67,67,03-08,3.90140225103199,-0.7615944993645624,-0.7678174585609248
68,68,68,03-09,3.5544726886541587,-1.3044171305758423,-0.6963486943997227
69,69,69,03-10,3.6092718178717793,-1.2186757849663263,-0.7389819738466611
70,70,70,03-11,4.2763676088317455,-0.17490571810621425,-0.6307046108503128
71,71,71,03-12,4.438057665020074,0.07808229807576225,-0.7203543475462789
72,72,72,03-13,4.130768650964247,-0.4027168301646941,-0.4731272606886277
73,73,73,03-14,3.557619857326518,-1.299492919540359,-0.4497959732572649
74,74,74,03-15,4.502521426343066,0.17894539057006456,-0.2661830593727863
75,75,75,03-16,3.6987409690036563,-1.0786880603781492,-0.5822633166679749
76,76,76,03-17,4.980473269113988,0.9267717652006572,-0.582992839950615
77,77,77,03-18,3.225975717423339,-1.8183992456953693,-0.3377187139667708
78,78,78,03-19,4.127971127294764,-0.4070939698605348,-0.3565748850324729
79,79,79,03-20,4.498179520437469,0.1721518363627063,-0.0925349460960719
80,80,80,03-21,4.4302131311489505,0.06580836417585184,-0.015013222158013059
81,81,81,03-22,4.711262428483711,0.5055515732402567,0.23581355488604205
82,82,82,03-23,5.2777480275439235,1.3919021088290102,0.5412627607973798
83,83,83,03-24,4.187828289395408,-0.31343858343103875,0.4955305313965666
84,84,84,03-25,5.299285879949915,1.4256012656074917,0.5317554713102344
85,85,85,03-26,4.322808840362659,-0.10224154004217308,0.5671614951330696
86,86,86,03-27,4.569125937971704,0.2831580036578585,0.30772904973536896
87,87,87,03-28,4.847034914494314,0.7179877161772675,0.11609585943315115
88,88,88,03-29,4.282895054510055,-0.16469256355719286,-0.2773224728450037
89,89,89,03-30,3.4529670471484257,-1.4632377252443458,-0.5456912082012823
90,90,90,03-31,3.790633417791773,-0.9349087280614372,-0.7302272336872719
91,91,91,04-01,3.293687622200253,-1.7124539521798443,-1.1363660516555243
92,92,92,04-02,3.8614803953906294,-0.8240581492580802,-1.4394932834069918
93,93,93,04-03,3.2896028442658354,-1.7188451916322482,-1.4176175172878198
94,94,94,04-04,3.1204844421705604,-1.9834559540659957,-1.3539888538618594
95,95,95,04-05,3.5368546693295664,-1.3319831285293149,-1.1432242497037457
96,96,96,04-06,4.034632062149652,-0.5531367475056728,-1.1406243206692952
97,97,97,04-07,4.101912640993004,-0.4478663272311621,-0.9054170054204488
98,98,98,04-08,3.871450417165027,-0.8084585750513766,-0.689162253643746
99,99,99,04-09,4.191559022090551,-0.30760130013917025,-0.455000575188399
100,100,100,04-10,3.949762686100112,-0.6859274434057769,-0.4261197831543291
101,101,101,04-11,4.434801114018813,0.07298694220276647,-0.4013212359502537
102,102,102,04-12,4.1453820563326165,-0.3798519953012529,-0.23402866033595185
103,103,103,04-13,4.197008334883857,-0.29907504400670964,-0.4243507462535887
104,104,104,04-14,4.512972012358134,0.19529687863443426,-0.4165597122740779
105,105,105,04-15,3.46172550909678,-1.4495338156449915,-0.5361006220292008
106,106,106,04-16,3.979639185570494,-0.6391812395287121,-0.5504347867515119
107,107,107,04-17,3.97639418929223,-0.6442585163279709,-0.4812975588872872
108,108,108,04-18,4.090414427406759,-0.4658569836351194,-0.4149323668358871
109,109,109,04-19,4.462130827880462,0.1157483231786389,-0.26056837055358234
110,110,110,04-20,4.7674645008249765,0.5934880309428355,-0.34205628041144376
111,111,111,04-21,4.053669513615657,-0.5233498379511637,-0.39797729624201855
112,112,112,04-22,3.6671551812504704,-1.1281086986758804,-0.4303729128598342
113,113,113,04-23,3.7619522802671743,-0.9797846113114198,-0.4274960549568272
114,114,114,04-24,3.9661860354795517,-0.6602306833420134,-0.5425397754670334
115,115,115,04-25,4.473162796659137,0.13300947059668108,-0.6078288952841244
116,116,116,04-26,4.32630307553368,-0.09677429211840144,-0.17297978058637775
117,117,117,04-27,3.803303469934317,-0.9150845568537096,-0.04001320207447817
118,118,118,04-28,5.334683442470928,1.4809859895105997,0.0120057544519959
119,119,119,04-29,4.271842998615532,-0.1819851402400224,0.013879089990803369
120,120,120,04-30,4.165664606770624,-0.3481169441831689,-0.1852035010216432
121,121,121,05-01,4.480346529701532,0.14424948382952588,0.13205121484861454
122,122,122,05-02,3.5628754046253532,-1.2912698381930807,-0.14330317890721894
123,123,123,05-03,5.019889147214213,0.9884437383678368,-0.13067653533606008
124,124,124,05-04,4.278774121468331,-0.17114037302440122,-0.331737228860377
125,125,125,05-05,4.320262747644802,-0.10622527881306924,-0.5494803484515113
126,126,126,05-06,3.3946514499301763,-1.5544811053290704,-0.4779521180763699
127,127,127,05-07,3.6453607994054034,-1.1622092337172798,-0.811212759329864
128,128,128,05-08,3.837166742917582,-0.8621004559422326,-0.5852262649093389
129,129,129,05-09,3.74192509288028,-1.011120109153128,-0.2515396268219501
130,130,130,05-10,5.145370955550186,1.1847785934987494,0.04846567022286119
131,131,131,05-11,5.599860384147124,1.895894549711264,0.30954944881096896
132,132,132,05-12,4.5450902905054535,0.24555067693979754,0.4060587274203505
133,133,133,05-13,4.646546186765582,0.40429343781136695,0.7100739668216324
134,134,134,05-14,4.207253616988839,-0.28304478428594354,0.6140916830272625
135,135,135,05-15,4.907740973397163,0.8129713272545627,0.5013383573998351
136,136,136,05-16,4.777304963476492,0.6088848907325304,0.7459780170187184
137,137,137,05-17,5.167482001219941,1.2193745959466988,0.8420216729043167
138,138,138,05-18,5.483216947411246,1.7133886346530969,1.0829150517665382
139,139,139,05-19,5.014847524142084,0.9805553731249572,1.4066874118731352
140,140,140,05-20,5.131014304584698,1.1623154888873848,1.4845730485471778
141,141,141,05-21,6.149320046301724,2.755605487894143,1.2737209875534121
142,142,142,05-22,5.075975228419744,1.076198710776787,1.0709846561282657
143,143,143,05-23,4.358921609213455,-0.04573777001589409,1.0469687081998955
144,144,144,05-24,4.705778174280543,0.4969706461022173,0.9257252133283868
145,145,145,05-25,4.922752885940068,0.8364596855547369,0.7106285936724012
146,146,146,05-26,4.666078428314359,0.4348545196583332,0.5234171261904403
147,147,147,05-27,5.324482924536731,1.4650257699582283,0.762291903490595
148,148,148,05-28,4.358070092364187,-0.04707009411497767,0.6126374591122671
149,149,149,05-29,5.2749415080181725,1.387510893785033,0.8648324094199835
150,150,150,05-30,4.131894022322304,-0.4009560201677497,0.9438514771511701
151,151,151,05-31,5.889852030818206,2.3496293874010354,0.7204664786820089
152,152,152,06-01,4.9690950935515295,0.9089689260454524,0.7399325890697965
153,153,153,06-02,4.467862120930104,0.12471577914326085,0.4674980792130466
154,154,154,06-03,4.432717339214936,0.06972656821174766,0.663641496839427
155,155,155,06-04,4.230229148804467,-0.24709616535546736,0.2316861297684401
156,156,156,06-05,4.88405076149768,0.775904485590533,0.1939626673366716
157,157,157,06-06,4.233420505880207,-0.24210281502488595,0.2122639926421024
158,158,158,06-07,4.824435859831378,0.6826281514548411,0.2322991522344068
159,159,159,06-08,4.5380427333151765,0.2345237309758461,0.4185738041773095
160,160,160,06-09,4.50954673522613,0.18993752576557416,0.3553739471339023
161,161,161,06-10,4.944541851682333,0.8705517463019485,0.4155458566426366
162,162,162,06-11,4.641696473164297,0.3967053433300901,0.5477250481022597
163,163,163,06-12,4.46416343772947,0.11892864202751985,0.7351866023824294
164,164,164,06-13,5.331307162667983,1.4757033002125803,0.7857884685083699
165,165,165,06-14,5.256906884324832,1.3592930566568644,0.9147368798303964
166,166,166,06-15,4.703591149675842,0.4935487225212166,1.0395862107294815
167,167,167,06-16,5.439023990086636,1.6442422142341078,1.2236813685099064
168,168,168,06-17,5.120459751349643,1.1458013287246005,1.1035232423447234
169,169,169,06-18,5.170118372387839,1.2234995887100686,0.9151121447325388
170,170,170,06-19,4.870533380628652,0.7547545432214829,0.9595719430468596
171,171,171,06-20,4.534401492508031,0.2288264709837553,1.1016963840189051
172,172,172,06-21,4.874082402092955,0.7603075124071418,1.1250633463794328
173,173,173,06-22,5.9840326239337465,2.4969888600663817,0.7741365836204376
174,174,174,06-23,5.210065706146488,1.2860031028877672,0.6920429670736302
175,175,175,06-24,3.824409539736825,-0.8820609878439032,0.906670549511677
176,176,176,06-25,4.555726655650616,0.2621928439406392,0.8550677416461278
177,177,177,06-26,5.357439983920467,1.5165919656120368,0.5132073632807376
178,178,178,06-27,4.676199647901439,0.4506906652138465,0.6885630234381018
179,179,179,06-28,4.673090913239352,0.44582658987404056,1.1091889961008083
180,180,180,06-29,5.88250704083938,2.3381370638319514,0.9522165092593218
181,181,181,06-30,5.437395913886252,1.6416948481323357,0.8359009649507355
182,182,182,07-01,3.9537797982350815,-0.6796420771082803,0.7277574847036302
183,183,183,07-02,4.91140145975646,0.8186986997605198,0.7851210841705784
184,184,184,07-03,4.2614987700943665,-0.19817021626878564,0.5084074402203724
185,185,185,07-04,4.893064738741916,0.7900081866757293,0.19456895190537046
186,186,186,07-05,4.821385364478164,0.6778552001307153,0.3649056912961601
187,187,187,07-06,4.233910541522715,-0.24133608175767554,0.3215792834847017
188,188,188,07-07,4.606974934795762,0.3423783592364569,0.7918012713952747
189,189,189,07-08,4.7452564521186105,0.5587402528917694,1.010079778156223
190,190,190,07-09,6.0646723937388805,2.6231617111946526,0.8565209783328881
191,191,191,07-10,5.730103533437129,2.099679227241419,0.9856418121667208
192,192,192,07-11,4.2325290697091384,-0.2434975988092936,0.969494792854896
193,193,193,07-12,4.72905387343435,0.5333889212453213,0.8180496544569351
194,194,194,07-13,4.545055500843008,0.2454962433655067,0.3353342944981785
195,195,195,07-14,4.164505474900737,-0.34993057749599576,-0.05475532654921211
196,196,196,07-15,4.213590081162645,-0.2731304485578873,0.1736493757387151
197,197,197,07-16,4.234215774858065,-0.2408584990429249,0.16544874384583505
198,198,198,07-17,5.108399074240476,1.1269306149182698,0.041859753424949714
199,199,199,07-18,4.697606677202277,0.4841851298880408,0.19252865203110325
200,200,200,07-19,4.0711252861160485,-0.4960376991598053,0.1181548167094836
201,201,201,07-20,4.742279783323452,0.5540828141409255,0.2384010127978481
202,202,202,07-21,3.9283866206925446,-0.7193734604876052,0.28649483807819376
203,203,203,07-22,4.6953272811353095,0.4806186774872624,0.0838735377708002
204,204,204,07-23,5.292825833165624,1.4154935666003436,0.3082740385441788
205,205,205,07-24,3.9206090171687125,-0.7315426719563206,0.03435324540706427
206,206,206,07-25,4.9316402652754885,0.8503653054804662,0.2273141118527165
207,207,207,07-26,3.691867931365212,-1.0894419446817616,0.010454408183412313
208,208,208,07-27,4.668339140387483,0.43839173818630817,-0.276819925442128
209,209,209,07-28,3.8637292109867434,-0.8205395445285628,-0.07040983319153707
210,210,210,07-29,4.191206779906585,-0.3081524351528986,-0.577813544391404
211,211,211,07-30,4.712135665367649,0.5069178815472253,-0.5333925726112897
212,212,212,07-31,2.9858848304000314,-2.1940569617187355,-0.8238420016013066
213,213,213,08-01,3.862210294567913,-0.8229161140010756,-0.7795339445728231
214,214,214,08-02,3.554544458678529,-1.3043048357537934,-0.7745525834519039
215,215,215,08-03,4.0336385767816365,-0.5546912023576613,-0.6235414617760191
216,216,216,08-04,4.210308946997925,-0.2782642684273831,-0.10650321576420134
217,217,217,08-05,5.291222306323951,1.4129846116025342,0.17793618241004613
218,218,218,08-06,4.968586089791671,0.9081725143521712,0.3173632372457568
219,219,219,08-07,4.952958140265562,0.8837202750444091,0.3739494091754143
220,220,220,08-08,4.089209349232316,-0.4677425067395294,0.39272370494791503
221,221,221,08-09,4.250631178807675,-0.21517417077971668,0.015886323113469675
222,222,222,08-10,4.2823032726778045,-0.16561849379237814,-0.1998147318032152
223,223,223,08-11,3.846153286164993,-0.8480396794041378,-0.2595293649525147
224,224,224,08-12,4.1414311229507055,-0.3860338151479377,-0.151645129680673
225,225,225,08-13,4.7239687390704335,0.5254324761486119,-0.12556025570525106
226,226,226,08-14,4.5029160929634084,0.1795629048915208,0.08165369673713324
227,227,227,08-15,4.350659586533936,-0.05866492692718505,0.19038441594086186
228,228,228,08-16,5.076912506404868,1.0776652208619275,0.0019180755646744192
229,229,229,08-17,4.263106065891977,-0.1956553641817662,-0.04718114592624883
230,230,230,08-18,3.418713890136444,-1.5168318574050623,-0.10911612634312584
231,231,231,08-19,4.5356865587170345,0.2308371472030724,0.015383758731062624
232,232,232,08-20,4.265412262985361,-0.19204697760974132,-0.3891432829837165
233,233,233,08-21,4.82808283488115,0.6883343835179458,-0.4714045818077695
234,234,234,08-22,3.5256611603921875,-1.3494970294267474,-0.036550882712355286
235,235,235,08-23,3.9476563249188232,-0.689223157126084,-0.041196625327644384
236,236,236,08-24,5.086259731276955,1.0922903371674229,0.4257141788580325
237,237,237,08-25,4.517871397449577,0.2029626915113378,0.43301558793950345
238,238,238,08-26,6.0558883962757895,2.6094178475043197,0.604854360417459
239,239,239,08-27,4.8560817558368665,0.7321428380067719,0.7264084879630409
240,240,240,08-28,4.184616185929252,-0.3184643945590143,0.8323380206048508
241,241,241,08-29,4.4137833931345245,0.04010160814740778,0.901835394753558
242,242,242,08-30,5.492470721267981,1.727867533018283,0.4675044455488666
243,243,243,08-31,4.78437495364086,0.619946936403579,0.5283940544557617
244,244,244,09-01,4.390347159001005,0.003432152276172387,0.5184066305039825
245,245,245,09-02,5.08957686996969,1.0974804914481424,0.6880805805065396
246,246,246,09-03,4.146317127397286,-0.3783889382696896,0.4125762639710179
247,247,247,09-04,5.0644369123875945,1.058145308162751,0.3645714509487832
248,248,248,09-05,4.435986487120385,0.07484163380515241,0.3603135023076341
249,249,249,09-06,4.600289532552167,0.33191805827017096,0.6452344407293897
250,250,250,09-07,4.374019082309674,-0.0221155395707227,0.7042518581960407
251,251,251,09-08,6.182171291742796,2.807006121978676,0.4196403729385255
252,252,252,09-09,4.372632895795001,-0.024284433469783043,0.6119997831580822
253,253,253,09-10,3.973029159459968,-0.6495236033823406,0.7873897255360429
254,254,254,09-11,5.173632585528027,1.2289980951224933,0.8074655308175398
