,unnamed: 0,unnamed: 0,mth_day,duringcreditsstinger,duringcreditsstinger_norm,duringcreditsstinger_ravg
0,0,0,01-01,,,
1,1,1,01-02,0.8696435990278498,0.2951407750180299,
2,2,2,01-03,0.6987894152237762,-0.5383389933296038,
3,3,3,01-04,0.4324910056987149,-1.8374253354985304,
4,4,4,01-05,0.4581341825733074,-1.7123299550679152,-1.0465299303848177
5,5,5,01-06,0.5949951174389733,-1.0446798118411855,-1.2776140331122687
6,6,6,01-07,0.5136418609760982,-1.4415462615896997,-1.31743986560035
7,7,7,01-08,0.5854254049387422,-1.0913638413466773,-0.965351598605534
8,8,8,01-09,0.6498062698915847,-0.7772939882580923,-0.4795043945199367
9,9,9,01-10,0.8655363351875034,0.2751042664703654,-0.26134413536405665
10,10,10,01-11,1.055694176180115,1.2027532694456688,0.01700420863216693
11,11,11,01-12,0.863317836948705,0.2642817430940943,0.22315203026534924
12,12,12,01-13,0.8559919522396564,0.2285438023876419,0.2112727830634841
13,13,13,01-14,0.8389736191535937,0.1455230884524165,0.17063483714212388
14,14,14,01-15,0.6351955799003554,-0.8485694714692831,0.11012140194775448
15,15,15,01-16,0.8155543439343779,0.03127659094220396,0.248343948797096
16,16,16,01-17,0.9812666449649668,0.8396726582794527,0.22215353365624915
17,17,17,01-18,1.0333224464577004,1.0936170241901435,0.3361964151110675
18,18,18,01-19,0.8237794702648362,0.07140131154256071,0.3694469300661834
19,19,19,01-20,0.9792388361600434,0.8297803771813265,0.2040298582078149
20,20,20,01-21,0.6760915186582978,-0.6490663817385876,0.5444615059245771
21,21,21,01-22,0.6121022635870583,-0.961225840208007,0.3432661732416107
22,22,22,01-23,1.3999751021146822,2.882262544580025,0.15358857652136426
23,23,23,01-24,0.785865466772023,-0.11355497190765433,-0.2815254795481003
24,24,24,01-25,0.5904885456070996,-1.0666642687789178,-0.3619961323507248
25,25,25,01-26,0.44407726606836295,-1.780903959235461,-0.2704624885106333
26,26,26,01-27,0.577117927023097,-1.1318902985543344,-0.9454351875580912
27,27,27,01-28,0.7246826040067107,-0.4120239771674581,-1.0482428037687102
28,28,28,01-29,0.5698032325725282,-1.1675736497047235,-0.7966727291990644
29,29,29,01-30,0.659418884453675,-0.7304006691713689,-0.6888751588597751
30,30,30,01-31,0.89990313292459,0.44275617863895694,-0.6507760226858492
31,31,31,02-01,0.5766611626125661,-1.134118537199725,-0.8384152718540815
32,32,32,02-02,0.6239773498561758,-0.9032954815107784,-0.6429064545912108
33,33,33,02-03,0.4938987123007072,-1.537859472176852,-0.5671452145312765
34,34,34,02-04,0.8102661736190975,0.005479253872500618,-0.6714115921821365
35,35,35,02-05,0.7526002092511765,-0.2758332288117641,-0.5714817124332329
36,36,36,02-06,0.7716623703175136,-0.1828420872662031,-0.5354752300198252
37,37,37,02-07,0.6995683190225127,-0.5345392587063039,-0.19758116233389614
38,38,38,02-08,0.6682629466854392,-0.6872565870303315,-0.261231251911318
39,39,39,02-09,0.9094861135006299,0.4895049339387224,-0.2299095599849639
40,40,40,02-10,0.7319807645416875,-0.3764212835920301,-0.3440325679680073
41,41,41,02-11,0.7911238229920288,-0.0879030772536395,-0.402723378455408
42,42,42,02-12,0.6312986029699458,-0.8675801351644639,-0.2099758520488171
43,43,43,02-13,0.6273824958980668,-0.8866841216307079,-0.4069876656945192
44,44,44,02-14,0.9053296822325232,0.4692285714092137,-0.2411602648291953
45,45,45,02-15,0.6671745861055891,-0.6925659479354902,-0.20612966473186325
46,46,46,02-16,0.9359375224845784,0.6185431215999132,-0.11803227215494907
47,47,47,02-17,0.8342091489837709,0.12228052333035318,0.320236471619384
48,48,48,02-18,0.7396525811391037,-0.338995779702979,0.0059745625131898865
49,49,49,02-19,1.1664241236475876,1.7429283410152905,-0.03760690336441287
50,50,50,02-20,0.5188082762901,-1.4163428832279508,-0.2562313691809461
51,51,51,02-21,0.6135722595877084,-0.9540547432011066,0.015205699775245041
52,52,52,02-22,0.6670438594213187,-0.6932036732992862,0.4004667419618775
53,53,53,02-23,1.1680588281136224,1.7509029370675,-0.010898303266684877
54,54,54,02-24,1.2134982346080412,1.972570473416816,0.2934974290057633
55,55,55,02-25,0.660472269382032,-0.7252619303560839,0.5162244487769921
56,56,56,02-26,0.8931949359252085,0.4100315104067384,0.6395515371092598
57,57,57,02-27,0.887511793233991,0.3823073754262663,0.3198517484974377
58,58,58,02-28,0.8187280381006558,0.04675885669431988,-0.025297939624550736
59,59,59,02-29,0.7748491892961465,-0.16729579460343316,-0.007918060696463447
60,60,60,03-01,0.7889868991651598,-0.09832765531511498,-0.223631416289374
61,61,61,03-02,0.6818483733378039,-0.6209826567875601,-0.3521397782908615
62,62,62,03-03,0.6278817462947244,-0.8842486231507247,-0.10675121514404401
63,63,63,03-04,0.7294549899216044,-0.3887427965826589,-0.07515984254500395
64,64,64,03-05,1.1205397743669443,1.5190902355752252,-0.0835787872639327
65,65,65,03-06,0.8137044924646438,0.022252440990807226,-0.09775890855095884
66,66,66,03-07,0.7786321528372736,-0.14884132362868754,-0.008261686234648033
67,67,67,03-08,0.6644077600866342,-0.7060633845097171,-0.1986068578151493
68,68,68,03-09,0.7379574226502469,-0.34726528925285993,-0.5112959054028638
69,69,69,03-10,0.4953429922477603,-1.5308138260656663,-0.5372945552254507
70,70,70,03-11,0.735952884278525,-0.3570440499510621,-0.6407301490145203
71,71,71,03-12,0.7817278691741792,-0.1337394579447137,-0.34653514130923463
72,72,72,03-13,0.6514131995458944,-0.7694548863631054,-0.4853583378827262
73,73,73,03-14,1.026248201783511,1.0591066617219973,-0.18315254845146914
74,74,74,03-15,0.5672140536252869,-1.1802044686938091,0.12882793520994806
75,75,75,03-16,0.8670361667312059,0.2824209105218756,-0.043002161581415836
76,76,76,03-17,1.1196682875050097,1.5148388520174407,0.17645347394663888
77,77,77,03-18,0.5703881914387602,-1.1647200386928969,0.1477025859209747
78,78,78,03-19,0.9213291464945532,0.5472789268052228,0.2599580790937643
79,79,79,03-20,0.9908865071594972,0.8866013335680123,0.10044205956095813
80,80,80,03-21,0.7052809010179972,-0.5066715096570719,-0.2255345388950389
81,81,81,03-22,0.6708419912566193,-0.6746752066749613,0.2277113172463919
82,82,82,03-23,0.7187385868680664,-0.4410207387185413,-0.02159994741349908
83,83,83,03-24,1.127850678864062,1.5547550981556884,-0.13602791708013462
84,84,84,03-25,0.6146927462776193,-0.948588661154123,0.04790163481736707
85,85,85,03-26,0.8501476570695254,0.20003351556819896,0.4987080809292904
86,86,86,03-27,0.9315021099324982,0.5969058017279383,0.8429140754358834
87,87,87,03-28,1.2253041653542354,2.0301634699965785,0.5962550140939779
88,88,88,03-29,1.1420892414507091,1.6242152283210167,0.7117062419483045
89,89,89,03-30,0.8244763136746267,0.0748007301042553,0.8383611572896442
90,90,90,03-31,0.7566901364002447,-0.25588129402816423,0.6918969607743051
91,91,91,04-01,1.0059248433231436,0.9599630076162374,0.31425555617416795
92,92,92,04-02,0.7513608153086999,-0.2818793773640962,0.12155230745270358
93,93,93,04-03,0.7608301631970346,-0.235684957604244,0.11638141345530915
94,94,94,04-04,0.9050769645338668,0.467995735992231,0.3685063511537483
95,95,95,04-05,0.8181164553528321,0.04377536611988867,0.2254345303829225
96,96,96,04-06,1.066787168743468,1.256868332162471,0.25885602390993545
97,97,97,04-07,0.829955946957803,0.10153208299128262,0.17460924189434615
98,98,98,04-08,0.7924670464249609,-0.08135041620201827,0.08675067796144642
99,99,99,04-09,0.6572121818660971,-0.7411656496977798,0.0019605952629806783
100,100,100,04-10,0.7970167298334173,-0.059155647605167484,-0.4198961383172308
101,101,101,04-11,0.7138302500414822,-0.4649651300709058,-0.6548832304056696
102,102,102,04-12,0.5479312302892722,-1.2742720693187974,-1.0376311506866782
103,103,103,04-13,0.5409373335640525,-1.308390469539351,-0.9600568315873156
104,104,104,04-14,0.32171236702612066,-2.3778379378880694,-0.855675949974318
105,105,105,04-15,0.7526234742132699,-0.275719735101604,-0.8141879505938036
106,106,106,04-16,0.9253983247563072,0.5671296420728187,-0.5364496095052713
107,107,107,04-17,0.7648577509432094,-0.21603713378781875,-0.5027610169505929
108,108,108,04-18,0.8895310582384488,0.3921579772123951,-0.0920354177576376
109,109,109,04-19,0.5823720788549798,-1.1062589142112809,0.054515523416840135
110,110,110,04-20,0.8268777448732963,0.08651565726966333,-0.02540348391265669
111,111,111,04-21,0.932871459042393,0.6035859119452625,-0.17105793998071572
112,112,112,04-22,0.8271032206427459,0.0876155980958377,-0.10674988679899904
113,113,113,04-23,0.5857123836241911,-1.0899638701961731,0.2164415647546329
114,114,114,04-24,0.9686257191215082,0.7780062963026952,0.047415370194434286
115,115,115,04-25,0.9798762326303256,0.8328897951105109,0.08799005188302796
116,116,116,04-26,0.6189866818159891,-0.9276415100915286,0.28216447391810345
117,117,117,04-27,0.9827756394648508,0.8470340020768244,0.4196739378085939
118,118,118,04-28,1.0659249436333402,1.2526621303062908,0.2916366530846053
119,119,119,04-29,0.754839948159481,-0.2649070868532302,0.2239776490967548
120,120,120,04-30,0.8111483097678877,0.009782587958763616,0.4885621299308276
121,121,121,05-01,0.8966601234288415,0.42693577118340825,0.3485608672214307
122,122,122,05-02,0.9444081298476502,0.6598653749129082,0.2118825617457656
123,123,123,05-03,0.8105833268487366,0.007026425820443274,0.2404096394807896
124,124,124,05-04,0.8978196490892589,0.4325922974523004,0.015933826377009432
125,125,125,05-05,0.7899263708981791,-0.0937446204430866,0.021749793265650675
126,126,126,05-06,0.5350578757483371,-1.3370722906639172,-0.2814483085462761
127,127,127,05-07,0.9038133788300634,0.4618315725152557,-0.3699079005174857
128,128,128,05-08,0.5714944766316676,-1.1593232359586525,-0.7185533040585873
129,129,129,05-09,0.7017838673308756,-0.523731126006815,-0.7184136806841414
130,130,130,05-10,0.4690088144089005,-1.6592801237943084,-0.4429463694555316
131,131,131,05-11,0.7900980984331731,-0.09290688019640997,-0.5691262779145474
132,132,132,05-12,0.8738644868648056,0.31573157670774143,-0.3862181723665101
133,133,133,05-13,0.74862041968978,-0.29524787823883913,-0.040867799746811005
134,134,134,05-14,0.7964593739549465,-0.06187460267042815,0.47751143142330105
135,135,135,05-15,1.126542031460143,1.5483711097113793,0.4757990606618918
136,136,136,05-16,1.106581054115233,1.4509952632263632,0.8142211477808896
137,137,137,05-17,0.7879919954184075,-0.10318110476486493,0.7782290509482039
138,138,138,05-18,1.290101317116487,2.3462640994217283,0.6227572192897146
139,139,139,05-19,0.7043525161753121,-0.5112004592349526,0.302267214280666
140,140,140,05-20,0.6052392826368587,-0.9947055926213644,0.2249450771388876
141,141,141,05-21,0.7323604786308058,-0.3745689203429125,0.2495012973546779
142,142,142,05-22,1.0114799289310992,0.9870624403756928,-0.0373169254467031
143,143,143,05-23,0.8181945254973287,0.04415621652987727,-0.005878909077693469
144,144,144,05-24,0.9373338339607884,0.6253547626134421,0.2210443141641213
145,145,145,05-25,0.7430192013028576,-0.3225723610208948,0.2655527395194713
146,146,146,05-26,0.8843398695895516,0.3668337468295241,0.4426929929060096
147,147,147,05-27,0.7871029041241224,-0.10751836821081244,0.9458720389476653
148,148,148,05-28,1.22935074879182,2.0499039606949223,1.0535717548201318
149,149,149,05-29,1.4370715407549013,3.0632304927798097,1.1991894018526097
150,150,150,05-30,1.0697973759694974,1.2715530578482437,1.1126022567229734
151,151,151,05-31,0.9221192959376212,0.5511335211739725,0.9918096661847188
152,152,152,06-01,0.7778433960995417,-0.1526891239482942,0.6706604431959097
153,153,153,06-02,0.6385359904467265,-0.8322739114403397,0.10146302953227596
154,154,154,06-03,0.834358401357803,0.12300862276206702,0.026316000230429532
155,155,155,06-04,0.7369962907387917,-0.3519539892019922,0.17744881828052947
156,156,156,06-05,0.9773714898646336,0.8206708820371648,0.3855423134997551
157,157,157,06-06,1.1080026869057114,1.4579304294745716,0.5331892442858605
158,158,158,06-07,1.0337846604047507,1.0958718473670594,0.5831146163898887
159,159,159,06-08,0.8201319701594464,0.05360767327629192,0.9921945530855626
160,160,160,06-09,0.8957633138167508,0.4225608553862367,0.7073618014910482
161,161,161,06-10,1.2401376123331267,2.10252563097205,0.4382150857540546
162,162,162,06-11,0.6270460052461393,-0.8883256275299215,0.2434259081423624
163,163,163,06-12,0.7769699910650749,-0.15694986494738966,0.3266708315819929
164,164,164,06-13,0.7942068286306877,-0.07286321830309367,0.43886676151599
165,165,165,06-14,0.92251773156772,0.5530772139140748,0.3893877611485749
166,166,166,06-15,1.0337569023571045,1.0957364349902197,0.6341935869408467
167,167,167,06-16,1.1792817076482975,1.8056516287675592,0.4700933073045026
168,168,168,06-17,0.9281410130288048,0.5805093272237091,0.21288347712360536
169,169,169,06-18,0.575137478238485,-1.1415515427654548,0.08097067657413616
170,170,170,06-19,0.4778557141526754,-1.616122199388477,-0.062158906047934386
171,171,171,06-20,0.7602736935447919,-0.2383995893827404,-0.14767969609429854
172,172,172,06-21,0.8577169627271937,0.2369589392577963,-0.2360926033235189
173,173,173,06-22,1.0740967805279782,1.2925268884893744,-0.009934349968888978
174,174,174,06-23,0.8193989726622533,0.050031883848387006,0.35554230291940964
175,175,175,06-24,0.8532972027203196,0.21539797736232474,0.3039879543768596
176,176,176,06-25,0.9273678746155608,0.5767377179413152,0.08988915925799777
177,177,177,06-26,0.6968652475839467,-0.5477256806380411,-0.18398582748800585
178,178,178,06-27,0.5943895759138034,-1.0476338314553746,0.17735309146187886
179,179,179,06-28,0.7372486234267733,-0.3507230319866474,0.4096750836644312
180,180,180,06-29,1.2638219934841295,2.2180653975476954,0.5663589676444427
181,181,181,06-30,1.1390379191592668,1.6093299305776387,0.8699704953026256
182,182,182,07-01,1.120078710289918,1.5168410218213841,1.1282437924662332
183,183,183,07-02,1.0702873873034395,1.2739434853110565,1.1215499669145763
184,184,184,07-03,0.9120486845884386,0.5020059515262707,0.8007818961876665
185,185,185,07-04,0.7290156598114301,-0.39088598529658697,0.6069952075562135
186,186,186,07-05,0.8692984381750203,0.2934569731862355,0.2294556120676953
187,187,187,07-06,0.900693082663524,0.4466097987889205,-0.0046135912039376725
188,188,188,07-07,0.655729926620292,-0.7483965511097251,-0.05036650897587594
189,189,189,07-08,0.7823977165708589,-0.1304717343187413,0.06572952282744575
190,190,190,07-09,0.8557756155630678,0.2274884448946411,-0.09216929963069594
191,191,191,07-10,0.8718061162322642,0.30569020552334314,0.1348667367504759
192,192,192,07-11,0.675093308362261,-0.6539359615626146,0.2548561685680097
193,193,193,07-12,1.17993242233161,1.808826017075952,0.4470541280545479
194,194,194,07-13,0.8033090080821617,-0.02845996020452188,0.26472210689335657
195,195,195,07-14,1.0187885210793948,1.0227160226004874,0.03534263269976292
196,196,196,07-15,0.6315192640122579,-0.8665036820725065,0.20879388426207987
197,197,197,07-16,0.5896845027290447,-1.0705866396382189,-0.07407068923752731
198,198,198,07-17,0.8884268994647223,0.3867715478112872,-0.2074321487575969
199,199,199,07-18,0.8320276668640084,0.11163857607830847,-0.4887933573279863
200,200,200,07-19,0.6392832151413688,-0.8286287173249397,-0.41297365473540254
201,201,201,07-20,0.6727328052479952,-0.6654512288218484,-0.14838254551712368
202,202,202,07-21,0.7247724938662105,-0.4115854665170044,-0.3661464410495818
203,203,203,07-22,0.9151141032357852,0.5169600156714542,-0.3950276037549322
204,204,204,07-23,0.6205916810505742,-0.9198118253834616,-0.09059972852602732
205,205,205,07-24,0.7965057429825121,-0.061648400153794386,0.5634366706315482
206,206,206,07-25,1.0137094084913845,0.9979385340484896,0.6472228427378185
207,207,207,07-26,1.4771544077861545,3.258767166123605,0.440834501030704
208,208,208,07-27,0.8278239554103646,0.09113156612061714,0.5112156268467308
209,209,209,07-28,0.6612700652050663,-0.7213700345712323,0.5869372049222511
210,210,210,07-29,0.7071558204322534,-0.4975250704873013,0.3247359592413976
211,211,211,07-30,0.8896382861569982,0.39268106829932736,-0.154338439710512
212,212,212,07-31,0.6912191823972903,-0.5752689400366314,-0.03729337985646956
213,213,213,08-01,0.8879245174676916,0.3843207724121472,-0.16827053170658313
214,214,214,08-02,0.9717816536947979,0.7934019252448719,-0.27009799697870424
215,215,215,08-03,0.5001768133266371,-1.5072329456719136,-0.3361906294562047
216,216,216,08-04,0.5819147590752639,-1.108489862120028,-0.16720201685527444
217,217,217,08-05,0.808348710527879,-0.0038747265656756346,-0.5813517354244314
218,218,218,08-06,0.899064022125223,0.4386627355689502,-0.6457207740216119
219,219,219,08-07,0.3785476987902596,-2.1005775390027948,-0.1324067430197483
220,220,220,08-08,0.8926119847759444,0.4071876936617893,0.06374617258391592
221,221,221,08-09,1.1315191911449047,1.5726512403392676,-0.005049485727253182
222,222,222,08-10,0.8231698985685262,0.06842763150195727,0.009322501974354469
223,223,223,08-11,0.7237345915314145,-0.4166486764326903,0.3683724190468993
224,224,224,08-12,0.9167406184025512,0.5248946617785961,0.05045449933492111
225,225,225,08-13,0.820155398384213,0.0537219634324738,-0.4186993935584973
226,226,226,08-14,0.501593927096417,-1.5003198246100795,-0.07072473988445876
227,227,227,08-15,0.5544908684942965,-1.2422721170212427,-0.007094283382779436
228,228,228,08-16,1.2511557551839634,2.1562755535461884,-0.01927781287130621
229,229,229,08-17,0.801995853221505,-0.034865937422614283,-0.1843084530371799
230,230,230,08-18,0.9017556812823002,0.4517934848474355,0.0470894087907144
231,231,231,08-19,0.6171786035129749,-0.9364618775627684,0.43001493330508
232,232,232,08-20,0.7861980241699984,-0.11193265364271374,-0.16118067339323985
233,233,233,08-21,1.025463989377737,1.0552810300649502,-0.25992038765331765
234,234,234,08-22,0.5240241796839835,-1.3908980866437302,-0.342200047872943
235,235,235,08-23,0.6805525218082097,-0.6273042229830814,-0.14741966352935987
236,236,236,08-24,0.8005571299242743,-0.0418844764703166,-0.2376909678939807
237,237,237,08-25,0.8567456201476467,0.23222042849873034,0.1303664478649582
238,238,238,08-26,0.6751702779868645,-0.6535604798304384,0.26584723198097243
239,239,239,08-27,1.4781503178331763,3.2636255246185835,0.2501944103894999
240,240,240,08-28,0.6906566019958086,-0.5780133819476451,0.2558902665715924
241,241,241,08-29,0.6613005843853468,-0.7212211525319167,0.361959803516212
242,242,242,08-30,0.8075626570841195,-0.007709339377761685,0.3879523225065624
243,243,243,08-31,0.9872041496719556,0.8686376501664477,-0.33989558848533125
244,244,244,09-01,0.7071393607583322,-0.4976053658883359,-0.4633958938520064
245,245,245,09-02,0.5829454275269289,-1.1034619413327786,-0.19402579381969345
246,246,246,09-03,0.5387593777970106,-1.3190152141476956,-0.13286503432161306
247,247,247,09-04,0.9926080281651714,0.8949994476619607,-0.07713606277134777
248,248,248,09-05,0.8827863544674257,0.3592552176107206,0.2580485043637266
249,249,249,09-06,1.0557471063942576,1.203011479468039,0.4756377766654604
250,250,250,09-07,1.1193942551161222,1.5135020369221104,0.3589753585559925
251,251,251,09-08,0.8505658708929597,0.202073692477624,0.12528245345688466
252,252,252,09-09,0.3952723036028648,-2.018989722804504,-0.09177252867653722
253,253,253,09-10,0.7051811793479531,-0.5071579829326864,-0.5072067962984123
254,254,254,09-11,0.6158230527436147,-0.9430746751898106,-0.8264236483633128
255,255,255,09-12,0.5447903771661937,-1.2895941262632111,-0.5347227896774548
256,256,256,09-13,0.7267785963760539,-0.4017990754672929,-0.4493937773443463
257,257,257,09-14,1.2093386739174916,1.952278844592772,-0.4138523347376382
