,unnamed: 0,unnamed: 0,mth_day,women,women_norm,women_ravg
103,103,103,04-13,0.3549236848763852,-0.2931380796957049,0.3125558598417438
104,104,104,04-14,0.4988450329662206,0.7075941225261658,0.1186859963660206
105,105,105,04-15,0.2332268984008195,-1.1393356365515452,-0.0908283617635776
106,106,106,04-16,0.3544308945818129,-0.29656461177913884,-0.1512483641552337
107,107,107,04-17,0.37330137559847065,-0.16535198574816007,-0.3169989612073268
108,108,108,04-18,0.4372503296891331,0.27930600631697744,-0.453571901108303
109,109,109,04-19,0.21189811227183653,-1.2876416620082636,-0.4055853475648532
110,110,110,04-20,0.380996752000544,-0.11184351687969084,-0.4937703897135861
111,111,111,04-21,0.2746343166541227,-0.8514163152908462,-0.14343569950912538
112,112,112,04-22,0.2783363502917867,-0.8256748646715366,0.060751401325259274
113,113,113,04-23,0.6756038744183227,1.9366561554786044,0.1947141899742072
114,114,114,04-24,0.6134426181918536,1.5044286113232854,0.11349300671647745
115,115,115,04-25,0.32749410344764,-0.4838649301145763,0.3586586491394411
116,116,116,04-26,0.3109112956000171,-0.5991706164260691,0.6942364966893523
117,117,117,04-27,0.4861868360063514,0.6195775392469354,0.7285848352772354
118,118,118,04-28,0.5679052245694669,1.1877922206279308,0.5227661501541646
119,119,119,04-29,0.7052429278028659,2.142746187005903,0.5276476752292448
120,120,120,04-30,0.43584244168575786,0.2695165005848606,0.5309409824683248
121,121,121,05-01,0.3317063532462176,-0.4545757796640952,0.4726921471557864
122,122,122,05-02,0.3137530781456576,-0.5794107729915888,0.9181570891916778
123,123,123,05-03,0.4359241330520717,0.27008452737170496,1.0311725120287791
124,124,124,05-04,0.9522952632364852,3.8605818728432792,1.071460689393747
125,125,125,05-05,0.8027635150701408,2.8208387240285093,1.1370578962952134
126,126,126,05-06,0.4706069598190302,0.5112455647746702,1.4309897361454549
127,127,127,05-07,0.3883099386643299,-0.06099253825529768,1.4299873701607784
128,128,128,05-08,0.5673857675535686,1.1841802661098628,0.6878076036036916
129,129,129,05-09,0.43505919517874,0.2640703314636449,0.20593998076985146
130,130,130,05-10,0.31187110805847457,-0.5924967264992422,0.08155830223892108
131,131,131,05-11,0.3869617387800544,-0.07036701297453192,0.3658467758538036
132,132,132,05-12,0.3632784728645601,-0.23504450641091199,0.13891414838068242
133,133,133,05-13,0.6336214032792215,1.6447383034339975,-0.03942087288301286
134,134,134,05-14,0.3715664488647977,-0.17741549872886414,0.14298788663460155
135,135,135,05-15,0.2811745698119424,-0.8059397961185268,-0.0265284401959402
136,136,136,05-16,0.4692709469857079,0.5019558306064444,0.02513451065593144
137,137,137,05-17,0.24068673198090465,-1.0874649739577826,-0.38973238222940426
138,138,138,05-18,0.4078582406569337,0.07493319870031791,-0.3317806797962635
139,139,139,05-19,0.2756343072149677,-0.8444630538780165,-0.22647516125481595
140,140,140,05-20,0.4215727569645712,0.17029471586998046,-0.4960949405998942
141,141,141,05-21,0.3720423093898328,-0.17410668486984165,-0.4445024554782737
142,142,142,05-22,0.2366170440002351,-1.1157628454640247,-0.5703254702601542
143,143,143,05-23,0.28520569515720195,-0.7779100632280594,-0.507644407361853
144,144,144,05-24,0.2992860300219809,-0.6800048899909646,-0.4653791137101109
145,145,145,05-25,0.329721562838389,-0.468376676488209,-0.5574448016048463
146,146,146,05-26,0.4580433213749059,0.4238864777804328,-0.2451315853476961
147,147,147,05-27,0.2925991703449836,-0.7265008122382544,-0.2445720330581837
148,148,148,05-28,0.5061109546201068,0.7581164520788771,-0.022073687454963315
149,149,149,05-29,0.2856885307429136,-0.7745527494909851,0.007682353961573028
150,150,150,05-30,0.4912790234074818,0.6549851836283576,0.02966902119057475
151,151,151,05-31,0.35539794010481424,-0.28984042798899096,0.11901781449944232
152,152,152,06-01,0.477015534603829,0.5558064811544431,0.016486973251467658
153,153,153,06-02,0.36969791117491824,-0.1904080523850488,0.07958099064189715
154,154,154,06-03,0.4176374737402232,0.14293140459102893,0.02340650770342356
155,155,155,06-04,0.3401321232589116,-0.3959886451484081,0.2580259292446478
156,156,156,06-05,0.44280627138768347,0.31793828599751595,0.29146626166891826
157,157,157,06-06,0.5578501647537257,1.1178761012583542,0.0423264588753953
158,158,158,06-07,0.5058710728530491,0.7564484757000657,0.10452355448658764
159,159,159,06-08,0.1547161036467748,-1.6852468691461864,0.02086281630054908
160,160,160,06-09,0.4713071157948749,0.516113978258183,0.08683824203753078
161,161,161,06-10,0.2679415840006019,-0.8979530742646394,-0.21137976231323127
162,162,162,06-11,0.4997362204297073,0.7137908404194061,-0.25627037373406664
163,163,163,06-12,0.3005189599686936,-0.671431924846218,0.2506214408091951
164,164,164,06-13,0.4671351315217766,0.4871048071750532,0.3506756297942553
165,165,165,06-14,0.5921111617220312,1.356104018113384,0.4640898241592313
166,166,166,06-15,0.5576435026651703,1.116439112168544,0.526177946367398
167,167,167,06-16,0.36580626973344543,-0.2174679080747832,0.6761223653709257
168,168,168,06-17,0.5533118297409263,1.086319573668406,0.7872083209247668
169,169,169,06-18,0.4299054404294293,0.2282345891749485,0.6419774885627306
170,170,170,06-19,0.5629907886595794,1.1536205404980997,0.5895906081605029
171,171,171,06-20,0.4667920176112732,0.4847190239411674,0.522787699495194
172,172,172,06-21,0.5124390587611777,0.8021178297551778,0.3119304516618647
173,173,173,06-22,0.3081622887557943,-0.6182853600666369,0.5119410966902194
174,174,174,06-23,0.3713638962459844,-0.17882391333156966,0.2962098690291893
175,175,175,06-24,0.6024938807787263,1.4282984593450765,0.4650386709376024
176,176,176,06-25,0.3768371161319098,-0.14076682546808084,0.2701186391255908
177,177,177,06-26,0.6124737617168565,1.4976918353916453,0.3008072551455954
178,178,178,06-27,0.3442432895884854,-0.36740236111689145,0.06387537977897761
179,179,179,06-28,0.3346433811727513,-0.4341536639466095,-0.12516370760761486
180,180,180,06-29,0.1669162638074132,-1.6004151655312764,0.057843720701395124
181,181,181,06-30,0.4393727566381526,0.2940639350255217,-0.2424417498807857
182,182,182,07-01,0.5347535441285804,0.957277744385979,-0.18388052955071724
183,183,183,07-02,0.35335854802417443,-0.3040209881014393,-0.2964954678958269
184,184,184,07-03,0.3947755484104357,-0.016035039136481053,0.019126473382619785
185,185,185,07-04,0.2374683704813985,-1.1098432940172678,-0.0111212384941022
186,186,186,07-05,0.4392652609197528,0.2933164821394039,-0.21409980801877668
187,187,187,07-06,0.4132721187636121,0.1125776637651898,-0.1985214746388144
188,188,188,07-07,0.35960409278998484,-0.26059367276206785,-0.1390664452053329
189,189,189,07-08,0.3668010338524058,-0.21055098782166592,-0.13670999016422078
190,190,190,07-09,0.4460790717773617,0.34069513746440805,-0.15021623090286104
191,191,191,07-10,0.2395017467561519,-1.095704563770595,0.1000426315386116
192,192,192,07-11,0.4276107761110387,0.2122790377075624,0.08751826998271403
193,193,193,07-12,0.6292195586923215,1.6141308384140256,0.073656394869543
194,194,194,07-13,0.3487968678695481,-0.3357398420974533,-0.1412305023991025
195,195,195,07-14,0.3548396734670135,-0.2937222385006921,-0.06499707898064984
196,196,196,07-15,0.2606539687992803,-0.9486262461474648,-0.2671099066871843
197,197,197,07-16,0.3052832837759095,-0.6383040232598792,-0.6203626582002674
198,198,198,07-17,0.2532083701615361,-1.0003979285316444,-0.6244334250701934
199,199,199,07-18,0.3243990756420433,-0.5053856706644727,-0.7061533001455352
200,200,200,07-19,0.3452842183052886,-0.36016444331700914,-0.5167679917060264
201,201,201,07-20,0.2843238977552098,-0.7840414889527434,-0.3126517854167697
202,202,202,07-21,0.4240738457963855,0.18768560448958824,0.4905834193071037
203,203,203,07-22,0.4814143976397944,0.586393214475661,0.5585718170746045
204,204,204,07-23,0.9463170354392704,3.8190132998115964,0.4204498515930317
205,205,205,07-24,0.3830660107488078,-0.09745528405946784,0.4124108764053502
206,206,206,07-25,0.2260992889378311,-1.1888962362064452,0.4178204239514604
207,207,207,07-26,0.27738709601922235,-0.8322753400788327,0.12416467675175985
208,208,208,07-27,0.42874172421778745,0.22014288976624985,-0.3434790980132407
209,209,209,07-28,0.2280199475513061,-1.1755412687225422,0.0041015268990747325
210,210,210,07-29,0.5427889646493007,1.013150651221592,0.6574353240465151
211,211,211,07-30,0.6829920368897977,1.988028465414425,1.0419476219745691
212,212,212,07-31,0.789858588155008,2.731106546678197,0.9729476993532048
213,213,213,08-01,0.6091813251969702,1.4747984474894913,1.2672477848709718
214,214,214,08-02,0.3692019480835961,-0.19385664596193625,0.9473142562266866
215,215,215,08-03,0.4819703947736302,0.5902592443840613,0.9542886768679156
216,216,216,08-04,0.26671951486408313,-0.9064505206441192,0.4068276723800661
217,217,217,08-05,0.6890102384742133,2.0298749892617978,0.1866761583873546
218,218,218,08-06,0.31745652723858697,-0.5536594802488999,0.46258969194943605
219,219,219,08-07,0.4192134040638123,0.15388936353322238,0.3631654655475944
220,220,220,08-08,0.6072867081322036,1.4616245554105518,0.4830349763143661
221,221,221,08-09,0.3961776002691347,-0.006286114026988057,0.3861869301588273
222,222,222,08-10,0.37015446906733335,-0.18723345604348893,0.3804173592440404
223,223,223,08-11,0.6054404203053275,1.4487867123285658,0.3097118659478749
224,224,224,08-12,0.3124779859938117,-0.5882769057376224,-0.003776399846038799
225,225,225,08-13,0.3582018973493426,-0.2703435962437704,-0.16965686482947448
226,226,226,08-14,0.3367788516453287,-0.41930503935293056,-0.4315621491756925
227,227,227,08-15,0.25303996511052235,-1.0015689039276021,-0.9833102559236404
228,228,228,08-16,0.1441573750719369,-1.7586651621207972,-0.6863356304589415
229,229,229,08-17,0.12933903482253956,-1.8617019281591205,-0.7049882839534445
230,230,230,08-18,0.5687362837709269,1.1935708470505701,-0.5538504616877963
231,231,231,08-19,0.3421065921492831,-0.3822595172107884,0.12550938382726448
232,232,232,08-20,0.4671951153342917,0.4875218942409586,0.8945522734162132
233,233,233,08-21,0.8392570444902809,3.0745901691627617,1.396319338695862
234,234,234,08-22,0.8077616190213379,2.855592175412895,1.4121793504869349
235,235,235,08-23,0.5623119658531941,1.1489004635187734,1.618086396153731
236,236,236,08-24,0.5824218288505632,1.2887309177970054,1.646982105004558
237,237,237,08-25,0.5197830146393254,0.8531827567899885,1.1713421987125323
238,238,238,08-26,0.4921291148353912,0.6608961473459201,0.4586468642055351
239,239,239,08-27,0.4288291415994676,0.22075073141060866,0.3718257175776575
240,240,240,08-28,0.1927794703994702,-1.4205798316290896,0.3493442373445815
241,241,241,08-29,0.4873943219261983,0.6279735837515078,0.06742858058302288
242,242,242,08-30,0.5630226433241123,1.153842036398549,-0.18835624971668805
243,243,243,08-31,0.27651904484598017,-0.8383111837793634,-0.2336934060368716
244,244,244,09-01,0.2714133378317302,-0.8738128344523456,0.01945884923122339
245,245,245,09-02,0.3897078783383873,-0.051272206510492614,-0.04145685896398893
246,246,246,09-03,0.41122360821740345,0.09833369997948037,-0.07752560705860613
247,247,247,09-04,0.4348303842983078,0.2624793345802339,0.4560114929344429
248,248,248,09-05,0.5318990549865058,0.937429547830846,0.3604731935457663
249,249,249,09-06,0.7369062204547242,2.3629114161789317,0.2940842648014014
250,250,250,09-07,0.188973695267814,-1.447042630784405,0.1687672779243118
251,251,251,09-08,0.3324211190920171,-0.4496057789766821,0.2596325723611061
252,252,252,09-09,0.3030880471760196,-0.6535682212830569,0.08851620210377198
253,253,253,09-10,0.5132377083010016,0.8076711012009995,-0.2719094680939911
254,254,254,09-11,0.3842433766761868,-0.08926867371315891,0.6330443505643621
255,255,255,09-12,0.4258962525979461,0.2003573949923524,1.368186216645543
256,256,256,09-13,0.9698549735030008,3.9826802811657136,1.3768923031984828
257,257,257,09-14,0.9667722961727968,3.961245417510404,1.4562667161316911
258,258,258,09-15,0.3106004968234112,-0.6013317019654193,1.371978040483126
259,259,259,09-16,0.5817295934696205,1.2839175788002484,1.196577605917695
260,260,260,09-17,0.3115109925211771,-0.5950007276045478,0.4816808842685352
261,261,261,09-18,0.2745438711587225,-0.8520452124002341,-0.2942187815254839
262,262,262,09-19,0.3529732561185956,-0.30670004872924483,-0.08644468166586393
263,263,263,09-20,0.2972513655845948,-0.6941525772537114,-0.29777173347194424
264,264,264,09-21,0.4898879934197412,0.6453128971923006,-0.2020022711613372
265,265,265,09-22,0.39937626787709546,0.015955267963766315,0.11605785259148856
266,266,266,09-23,0.3941501047091072,-0.020383953740905385,0.05920593151696221
267,267,267,09-24,0.5489967668434625,1.0563155301167202,0.3773467872605773
268,268,268,09-25,0.3039159452553521,-0.6478115751764029,0.14027114217569134
269,269,269,09-26,0.5717739246033772,1.214692557207979,0.18645193040887165
270,270,270,09-27,0.2853163026269667,-0.7771409733170153,0.09549114146217877
271,271,271,09-28,0.4392254979725029,0.29303999736284825,-0.12673793200844596
272,272,272,09-29,0.3156603788496373,-0.5661486874210626,-0.183263591944734
273,273,273,09-30,0.3572361273778623,-0.2770589107070281,-0.6960564981578422
274,274,274,10-01,0.2551401639126358,-0.9869655347941308,-0.7713513796162447
275,275,275,10-02,0.12928683651385492,-1.862064880070672,-0.8769108334480832
276,276,276,10-03,0.2203446299675008,-1.22891026206743,-1.0562304027914835
277,277,277,10-04,0.3481386385787046,-0.34031672562818305,-1.290124649050697
278,278,278,10-05,0.16092619061331773,-1.6420661034814659,-1.0288389010494938
279,279,279,10-06,0.15540965377777322,-1.6804243882623071,-0.8775458879423076
280,280,280,10-07,0.4806026623043298,0.5807489532130881,-0.9956294740552161
281,281,281,10-08,0.2598370138017355,-0.9543068014275532,-0.9380270203544526
282,282,282,10-09,0.1184507434936602,-1.9374117787448808,-0.6261045014258527
283,283,283,10-10,0.39784358124862107,0.00529799657639823,-0.3773855809021516
284,284,284,10-11,0.4300829699641332,0.22946901009013315,-0.4173483187399423
285,285,285,10-12,0.3700282835635075,-0.1881108651201001,-0.27707208172406034
286,286,286,10-13,0.4461189647264616,0.3409725261863435,-0.2595108934079869
287,287,287,10-14,0.3808808560492682,-0.11264937933226075,-0.36365099542563023
288,288,288,10-15,0.13360422745808492,-1.8320446488484403,-0.4546686956951464
289,289,289,10-16,0.3079814752467443,-0.6195426155294617,-0.6831871162180249
290,290,290,10-17,0.3515441355362524,-0.3166371915269637,-0.7819862908036229
291,291,291,10-18,0.17284058996081345,-1.5592213882573709,-0.8967970712114841
292,292,292,10-19,0.3608655251052406,-0.25182252132724536,-0.8058944027053075
293,293,293,10-20,0.2818110614237407,-0.8015140617794274,-0.7074785711084642
294,294,294,10-21,0.2120438014059918,-1.2866286378113811,-0.4506062002428846
295,295,295,10-22,0.3929041296313161,-0.02904762594840281,-0.12149539914272313
296,296,296,10-23,0.5731983472419927,1.2245970336665142,0.1264141363321879
297,297,297,10-24,0.4568290739534139,0.4154434183435976,0.2618456126590741
298,298,298,10-25,0.5747857395481668,1.2356346915222207,0.2101513855641165
299,299,299,10-26,0.3986743777244627,0.011074796181889966,-0.10104044099981296
300,300,300,10-27,0.16743704545999552,-1.596794000381127,-0.12306257124509053
301,301,301,10-28,0.12437786199939295,-1.89619858533198,-0.4039165115241985
302,302,302,10-29,0.5541955331084614,1.0924642521948489,-0.6153862707627517
303,303,303,10-30,0.2144812553567878,-1.2696802233310502,-0.6015353298450301
304,304,304,10-31,0.3923092722438932,-0.033183863909097895,-0.2715190363165331
305,305,305,11-01,0.4106263030333427,0.09418044168821907,-0.017967875830611546
306,306,306,11-02,0.4522068754951147,0.38330376078985545,-0.2711353308405094
307,307,307,11-03,0.3431662136434559,-0.3748916224164504,0.14267455429645184
308,308,308,11-04,0.3357382794899612,-0.4265404778645383,0.08705442642825477
309,309,309,11-05,0.5715562633734119,1.2131790874907171,-0.03181450114704732
310,310,310,11-06,0.3443148711486928,-0.3669046311182804,0.0738356060838283
311,311,311,11-07,0.30805474833780866,-0.6190331237635933,0.04068260164197971
312,312,312,11-08,0.5433719593691648,1.0172044041751092,0.05333867008991625
313,313,313,11-09,0.31455860963967497,-0.573809649067542,-0.02225928556340169
314,314,314,11-10,0.3466591537967945,-0.35060406717691905,0.1618760416443026
315,315,315,11-11,0.5063230691204171,0.7595913535708095,0.2620611946458055
316,316,316,11-12,0.5032045589024616,0.7379073321279453,0.027054303943146896
317,317,317,11-13,0.39450414356991664,-0.017922205754575773,0.19566717493931
318,318,318,11-14,0.3405853890245733,-0.3928369400408426,0.0020948162754735136
319,319,319,11-15,0.4600540277656429,0.4378675769094367,-0.1499939267508338
320,320,320,11-16,0.1796262867621918,-1.5120382191599382,-0.13616260076182693
321,321,321,11-17,0.3750862594502405,-0.15294110458703444,-0.21440071623190804
322,322,322,11-18,0.5151395585624396,0.8208952880619866,-0.2080455937776053
323,323,323,11-19,0.3269927652483516,-0.4873508985750624,-0.492984683805502
324,324,324,11-20,0.3460692005110139,-0.3547062053150264,0.0051292897630156676
325,325,325,11-21,0.21418114867217772,-1.2717669632579431,-0.032884324199957515
326,326,326,11-22,0.6094469785668406,1.4766456222511681,0.002089098681994602
327,327,327,11-23,0.34228445360145826,-0.3810227883648735,0.017441748923935442
328,328,328,11-24,0.5453179948552521,1.0307358253536991,0.1617900895273899
329,329,329,11-25,0.34024050993768645,-0.39523499712341736,0.4033354985610937
330,330,330,11-26,0.4706268457714826,0.5113838383057004,0.12536745137030436
331,331,331,11-27,0.4226097821219125,0.17750549094427928,0.1722408249785898
332,332,332,11-28,0.3695893863632004,-0.19116266089356787,-0.03070517902908213
333,333,333,11-29,0.38273131303644997,-0.09978254671516093,-0.04835080373114856
334,334,334,11-30,0.3701966441799379,-0.18694019869233225,-0.20495959731907387
335,335,335,12-01,0.3250141661304009,-0.5011087453358161,-0.0893589790403576
336,336,336,12-02,0.3354897013135301,-0.4282689232218514,-0.07706873618626599
337,337,337,12-03,0.5223611249032413,0.8711092006165769,0.21075779978704406
338,338,338,12-04,0.3801945911281821,-0.1174212037690182,0.4028857708352513
339,339,339,12-05,0.6310957584775021,1.6271766691246998,0.44150486583283904
340,340,340,12-06,0.5359831545228456,0.9658276275969104,0.3610409785455865
341,341,341,12-07,0.3583384393079116,-0.2693941753502895,0.07880815398542328
342,342,342,12-08,0.2660577127842205,-0.9110522469453666,0.014090404294801274
343,343,343,12-09,0.2788234721982569,-0.8222877467444024,-0.3314068183086879
344,344,344,12-10,0.3243498860604233,-0.5057277019127502,-0.5845925178594068
345,345,345,12-11,0.33296749242597884,-0.4458066664962352,-0.6170212676530632
346,346,346,12-12,0.31751015775805064,-0.5532865697074028,-0.5384269158567105
347,347,347,12-13,0.3303557919414611,-0.4639666741122282,-0.7032711343952852
348,348,348,12-14,0.333876486104378,-0.4394861361672509,-0.8418424438724993
349,349,349,12-15,0.13658001023582972,-1.8113530579758503,-0.9388773955455322
350,350,350,12-16,0.20477721943339602,-1.3371555587760346,-0.9249527042091056
351,351,351,12-17,0.2492363941824629,-1.0280163765344328,-0.9188263753581324
352,352,352,12-18,0.3295257220284351,-0.4697384216888427,-0.6680842066347085
353,353,353,12-19,0.3356421782800806,-0.4272087010063889,-0.3117208126841022
354,354,354,12-20,0.5502409692229694,1.0649668761732924,-0.22496619353567107
355,355,355,12-21,0.4440846550550996,0.3268273057277873,-0.3196729355192993
356,356,356,12-22,0.2796374570462608,-0.8166278438854482,-0.20789249127123025
357,357,357,12-23,0.16751429940495502,-1.5962568284362018,-0.3034389876396251
358,358,358,12-24,0.4259806508728016,0.20094424379957151,-0.6420276569206852
359,359,359,12-25,0.25319546257290765,-1.0004876792167579,-0.6781494679128808
360,360,360,12-26,0.258074068091893,-0.9665651395130684,-0.5546585335665289
361,361,361,12-27,0.4129152789408865,0.11009643977461413,-0.3871165761576072
362,362,362,12-28,0.3861973241627977,-0.07568223780733731,-0.6131680787522642
363,363,363,12-29,0.3120856301867486,-0.5910050839826712,
364,364,364,12-30,0.23092165155855954,-1.1553647717683708,
365,365,365,12-31,,,
