,unnamed: 0,unnamed: 0,mth_day,ghost,ghost_norm,ghost_ravg
68,68,68,03-09,0.3574560777766541,-0.5681119688383847,0.4924019937051914
69,69,69,03-10,0.47711215822069303,0.19529990559791155,0.03033824313060822
70,70,70,03-11,0.3663437880284936,-0.5114079257373182,-0.2563601054429116
71,71,71,03-12,0.38917709890922797,-0.3657302418756909,-0.4250865017701736
72,72,72,03-13,0.36499684985886666,-0.5200014597141023,-0.25732199331855393
73,73,73,03-14,0.3241561312510274,-0.7805673200534557,-0.5291057536276075
74,74,74,03-15,0.5152270859923516,0.4384750818713331,-0.38182094060178695
75,75,75,03-16,0.2215181814232789,-1.43540265625641,-0.29286399346106035
76,76,76,03-17,0.5048550480107885,0.3723009524176053,-0.4165016017979944
77,77,77,03-18,0.4728350034786581,0.16801144096866874,-0.2614703261199021
78,78,78,03-19,0.2487241632177533,-1.261827109735706,-0.3618129410899784
79,79,79,03-20,0.4699524077963256,0.1496203340150976,-0.10604909554761964
80,80,80,03-21,0.4208617421127556,-0.16358060794912455,0.1561409146258509
81,81,81,03-22,0.4620465276674949,0.09918041699774267,0.2469611971828523
82,82,82,03-23,0.7514267611278193,1.9454410134584288,0.7372039201436816
83,83,83,03-24,0.5582452471452131,0.7129331363106771,0.6833920130161872
84,84,84,03-25,0.7097638037579583,1.67962922802927,0.6934051500912172
85,85,85,03-26,0.4193460017103649,-0.17325110874986818,0.8777458471820792
86,86,86,03-27,0.4302784104314008,-0.1035017854989451,0.3544333802852437
87,87,87,03-28,0.6354063038420664,1.2052245995429145,0.09891442588530144
88,88,88,03-29,0.2592872956581759,-1.194433787922584,-0.1985365012283907
89,89,89,03-30,0.31794720421603506,-0.8201805900889763,-0.27979368890417394
90,90,90,03-31,0.4300316178590873,-0.10507633465288274,0.07017506537982225
91,91,91,04-01,0.34292919256102355,-0.6607942348045677,-0.25540659171485425
92,92,92,04-02,0.7594000090161265,1.996310740205032,0.04180236613073407
93,93,93,04-03,0.3292190967238334,-0.7482653430251445,0.2329532038916798
94,94,94,04-04,0.538791926064301,0.5888199591509458,0.350214180211752
95,95,95,04-05,0.4977114503796787,0.3267244364766982,0.21553922092015554
96,96,96,04-06,0.5403075196521655,0.5984895232675504,-0.16771047784233528
97,97,97,04-07,0.21627663472891992,-1.4688439905541464,-0.17782435208716652
98,98,98,04-08,0.3989799658843112,-0.3031874523699129,0.12324046568373115
99,99,99,04-09,0.31970769200956417,-0.8089485884941319,0.10984128967511132
100,100,100,04-10,0.8219227281414743,2.395208865776332,-0.16355905707793106
101,101,101,04-11,0.4851104447936303,0.24632938042497915,-0.05453756932643369
102,102,102,04-12,0.2831932542341729,-1.0419125572507038,-0.15413550440170268
103,103,103,04-13,0.3188038629160985,-0.8147150640451621,-0.2513846614857614
104,104,104,04-14,0.3053149423459248,-0.9007750628215272,-0.6459933042524159
105,105,105,04-15,0.22825153299901066,-1.3924435309984842,-0.7421893126795625
106,106,106,04-16,0.4508203776232945,0.02755700917640504,-0.2369237780028178
107,107,107,04-17,0.3946446998279515,-0.3308466701379013,0.03555912326679803
108,108,108,04-18,0.7583608183294253,1.9896806508097642,0.12030977868459584
109,109,109,04-19,0.5750553338119417,0.8201823435725328,0.6811751239932411
110,110,110,04-20,0.3850171181852392,-0.3922711303147404,0.5847863350576138
111,111,111,04-21,0.755706903740366,1.9727485408533871,0.3681919666914499
112,112,112,04-22,0.3601733358179681,-0.5507757244373589,0.06080290491274106
113,113,113,04-23,0.19095255906251332,-1.6304128803348843,0.14204385815122458
114,114,114,04-24,0.469282498731869,0.145346280137511,0.2916072866535692
115,115,115,04-25,0.6514568755870079,1.307628063003434,-0.10430824292201107
116,116,116,04-26,0.525671259664849,0.5051094406993275,0.08314478410739352
117,117,117,04-27,0.3833755158568278,-0.4027446366000948,0.31653490637343723
118,118,118,04-28,0.5364600447319836,0.5739424377390688,0.12881432347837005
119,119,119,04-29,0.4104399538479099,-0.23007214673862197,0.040902335123661065
120,120,120,04-30,0.2927441718858534,-0.9809772172328924,-0.030277382605871875
121,121,121,05-01,0.5687816830508647,0.7801561328751802,0.3090529986729455
122,122,122,05-02,0.4587316194850207,0.07803113432212984,0.4638193731755808
123,123,123,05-03,0.7024924546342275,1.6332376510728093,0.4958673224604528
124,124,124,05-04,0.6820071998992555,1.5025406847548803,0.44867572995734223
125,125,125,05-05,0.4405788510233988,-0.03778445102938978,0.15171897764543665
126,126,126,05-06,0.2483637174188273,-1.264126772251556,0.029350416518462225
127,127,127,05-07,0.2895142346428508,-1.0015843809962532,-0.16645996027701096
128,128,128,05-08,0.3436523846629872,-0.6561802324397167,0.3963749092118986
129,129,129,05-09,0.5183462317456927,0.4583753902999702,0.4974828302358251
130,130,130,05-10,1.2113147729836058,4.879549901688336,0.6875621971138347
131,131,131,05-11,0.5356639127314194,0.5688630751141694,0.8529630038324894
132,132,132,05-12,0.4271203187412896,-0.12365057098349892,1.0826167765880153
133,133,133,05-13,0.4450623435756609,-0.009179540684325072,1.0904780691240137
134,134,134,05-14,0.5596259991216551,0.7217424040934398,0.2484904013526378
135,135,135,05-15,0.525739237934726,0.5055431455159585,0.1867946860167541
136,136,136,05-16,0.4194831485504632,-0.1723761049399158,0.4007070807192327
137,137,137,05-17,0.4776433260115645,0.1986887830988676,0.4147195283810727
138,138,138,05-18,0.6282902473127845,1.1598237972313723,0.5137070754069588
139,139,139,05-19,0.4582400890689262,0.07489514528671515,0.7173717597578375
140,140,140,05-20,0.6527169945843609,1.3156676862487562,0.8979261807980256
141,141,141,05-21,0.7172718981173555,1.7275312516212311,0.7235224347763282
142,142,142,05-22,0.5892821919132429,0.9109504213012122,0.7460363275862609
143,143,143,05-23,0.31362857044499753,-0.8477336930313173,0.8807656662581641
144,144,144,05-24,0.6494630185995527,1.2949071540909691,0.6109843217222264
145,145,145,05-25,0.5849437869767008,0.8832711773181339,0.5249152907008711
146,146,146,05-26,0.3990061524160011,-0.30302038096687023,0.25926729921904323
147,147,147,05-27,0.6363298804896914,1.2111170654930985,0.37669358848554135
148,148,148,05-28,0.3394584846620187,-0.6829375275897538,0.2529881501760327
149,149,149,05-29,0.4240599377204321,-0.14317595743232867,-0.014376321221866772
150,150,150,05-30,0.5331265425237184,0.5526745242339172,-0.16055179472891476
151,151,151,05-31,0.3335058481490835,-0.7209156510692629,-0.5842177222764944
152,152,152,06-01,0.26153815012834986,-1.180073222009158,-0.4750589493849467
153,153,153,06-02,0.23790114754289884,-1.330878499792379,-0.42862569602973183
154,154,154,06-03,0.4421148201029226,-0.027984890240468137,-0.12834281080066298
155,155,155,06-04,0.4677272262560153,0.1354235626989607,0.02638693119585901
156,156,156,06-05,0.8155219907014309,2.35437183560833,0.19153807746125928
157,157,157,06-06,0.4790185529580746,0.207462800909869,0.6537203701377896
158,158,158,06-07,0.4168514705365484,-0.1891663444167564,0.6729307861424402
159,159,159,06-08,0.6725518789045166,1.4422152562668031,0.7351470795244239
160,160,160,06-09,0.4601808981385564,0.08727760578743593,0.09386897665637102
161,161,161,06-10,0.5262373809062162,0.5087213229908629,-0.010141074143035366
162,162,162,06-11,0.21244393939047904,-1.4932967815999874,0.17001649420112533
163,163,163,06-12,0.3812042373400573,-0.41659750388656935,-0.10518462055964048
164,164,164,06-13,0.5862773011707051,0.8917790656482077,-0.09301014704937796
165,165,165,06-14,0.4137441147437728,-0.2089914322977917,-0.13088201622155382
166,166,166,06-15,0.4716301550638574,0.16032444684901098,0.01663253271011729
167,167,167,06-16,0.4906214867134925,0.28149010795780777,0.20129216799978025
168,168,168,06-17,0.35117125022777257,-0.6082094880099607,0.09922042148591624
169,169,169,06-18,0.5548639530050953,0.6913603078514086,0.0259554748226956
170,170,170,06-19,0.4902858277270027,0.27934858656502365,0.14344610589969575
171,171,171,06-20,0.3448434598400029,-0.6485811122771156,-0.08972677705039678
172,172,172,06-21,0.5821220313969407,0.8652682333110121,-0.0273264963998778
173,173,173,06-22,0.2713383905978089,-1.1175471897427474,-0.09948260822910868
174,174,174,06-23,0.4098544322788437,-0.2338078041068468,-0.07766684936774662
175,175,175,06-24,0.4870060811745623,0.2584236368760232,-0.027018610479450884
176,176,176,06-25,0.5108020519410188,0.41024313973319604,-0.22174620834801453
177,177,177,06-26,0.3924746530375816,-0.3446916789473411,-0.1477839832137231
178,178,178,06-27,0.3989940877889875,-0.30309735390037,-0.19965087013715035
179,179,179,06-28,0.34089478805644496,-0.6737738389369989,0.00449494168584839
180,180,180,06-29,0.3610771842277248,-0.5450091256474102,0.04176219041927561
181,181,181,06-30,0.6789912087298037,1.4832985078140155,-0.11152433023774733
182,182,182,07-01,0.5458493421000907,0.6338466321337594,-0.2342596657700937
183,183,183,07-02,0.2483191988646917,-1.2644108028894787,-0.2489596445650271
184,184,184,07-03,0.2835699268067231,-1.0395093670944475,-0.20653010288059845
185,185,185,07-04,0.3270704667108199,-0.7619737117065996,-0.5145512427326348
186,186,186,07-05,0.4009792566712104,-0.2904318755408381,-0.6046786031270509
187,187,187,07-06,0.3893184630774144,-0.3648283312982021,-0.1813287896478546
188,188,188,07-07,0.4610907441792008,0.09308246976726224,-0.038223743817783186
189,189,189,07-08,0.6464506482218841,1.2756880779856987,0.12786568354310374
190,190,190,07-09,0.4181504025566045,-0.1808790921140193,0.8001668546552301
191,191,191,07-10,0.4832661761045728,0.2345628524587221,0.7786233783110221
192,192,192,07-11,1.03323237486601,3.7433751511319193,0.8422809205681002
193,193,193,07-12,0.369058301886784,-0.4940891893634487,0.6388387700658774
194,194,194,07-13,0.5209562944980808,0.4750277233097315,0.8777121876498207
195,195,195,07-14,0.455127265853666,0.055035174972360906,0.7637536811380441
196,196,196,07-15,0.6427944603253335,1.2523614133896408,0.3753585070758738
197,197,197,07-16,0.3760960205510634,-0.4491881866119376,0.7003308273096386
198,198,198,07-17,0.6679733652968238,1.4130041067588972,0.3888375555372767
199,199,199,07-18,0.6746724694999613,1.4557447320391397,0.16103893416839396
200,200,200,07-19,0.22801824703195495,-1.3939319073244398,-0.17605121319900696
201,201,201,07-20,0.2408982939738417,-1.3117565532409352,0.11256184694028666
202,202,202,07-21,0.32578430781700385,-0.7701794708147648,-0.3081866891978195
203,203,203,07-22,0.6475167990140214,1.2824901742238242,-0.8164702649446527
204,204,204,07-23,0.2722882387795472,-1.1114871100697399,-0.6388671957245683
205,205,205,07-24,0.1966666448759538,-1.5939567224418592,-0.4091176222873458
206,206,206,07-25,0.3950417465293811,-0.3283134920039336,0.0983072909255932
207,207,207,07-26,0.4569620023998123,0.06674088738239915,0.07411397085387135
208,208,208,07-27,0.8029826192492173,2.2743700084628693,0.4060370534332016
209,209,209,07-28,0.6247646416296638,1.1373302537934928,0.5061541978864186
210,210,210,07-29,0.5844391214181425,0.8800513854062415,0.8665906240806164
211,211,211,07-30,0.29081994920620696,-0.9932538557225568,0.7876614136029013
212,212,212,07-31,0.7340074722550981,1.8343050651612527,0.3517738621152828
213,213,213,08-01,0.3827344960597019,-0.4068343754838911,0.02511385185251044
214,214,214,08-02,0.39306028763337664,-0.34095530046284184,-0.1460441083200912
215,215,215,08-03,0.3175633173533185,-0.8226298077831409,0.10921439645555853
216,216,216,08-04,0.4234768047171641,-0.1468963756293684,-0.2796003956805042
217,217,217,08-05,0.5308730571357638,0.5382971729313416,-0.2375461669003029
218,218,218,08-06,0.3683538406815646,-0.4985836876551231,-0.21285564093170573
219,219,219,08-07,0.42228361247069396,-0.1545090028026831,0.12649111292080192
220,220,220,08-08,0.41628003304552863,-0.1928121446512591,0.3642781090207856
221,221,221,08-09,0.6366956534127897,1.2134507153319052,0.10305556432565953
222,222,222,08-10,0.6470991576303577,1.2798256009705329,0.14247822035775895
223,223,223,08-11,0.28521117891373604,-1.0290380952394145,0.5848501063179429
224,224,224,08-12,0.40542814350121403,-0.2620477514625264,0.7728600128028368
225,225,225,08-13,0.8383040157036281,2.4997223129584207,0.7597334613738841
226,226,226,08-14,0.5930904488744217,0.9352472942581044,0.5835246710478027
227,227,227,08-15,0.624351032536448,1.1346914067581892,0.9585074877302644
228,228,228,08-16,0.4813868817574695,0.22257285901404555,0.9853898179848921
229,229,229,08-17,0.6378567867218691,1.2208588048553566,0.6125327792178014
230,230,230,08-18,0.4307091304429963,-0.10075376993476184,0.4213253338640143
231,231,231,08-19,0.4876575561542432,0.2625800803558777,0.2184600989356265
232,232,232,08-20,0.413272967154118,-0.21199737786461745,-0.02158570079814668
233,233,233,08-21,0.4335701996775354,-0.08250000281213729,-0.4971464609573681
234,234,234,08-22,0.2556402790255661,-1.217701939388594,-0.3949287577265636
235,235,235,08-23,0.19062452472182195,-1.6325057560999718,-0.5900474409171179
236,236,236,08-24,0.5268378661634465,0.512552449450065,-0.7790492328764449
237,237,237,08-25,0.3041618236371916,-0.9081320187874492,-0.6665065380281925
238,238,238,08-26,0.2355297510995984,-1.3460081296205784,-0.4952273247996208
239,239,239,08-27,0.5394088815143488,0.5927561662773773,-0.30725012761063897
240,240,240,08-28,0.4167166259053123,-0.19002666001716384,-0.20437983815946006
241,241,241,08-29,0.3674041797024181,-0.5046425729660814,-0.34798264344379404
242,242,242,08-30,0.6235803144437606,1.1297741861571384,-0.1685557177052506
243,243,243,08-31,0.16911323927677804,-1.7697488504934529,-0.4718466091284728
244,244,244,09-01,0.4042684624997913,-0.2694465751893183,-0.41108115972688425
245,245,245,09-02,0.254184609920106,-1.226989182261956,-0.21618031962457532
246,246,246,09-03,0.4738623613487138,0.17456603639236684,-0.5654523505686501
247,247,247,09-04,0.5506950457433448,0.6647624676477722,-0.3110377278389706
248,248,248,09-05,0.2951139363511482,-0.9658579995073101,-0.5635025105396608
249,249,249,09-06,0.4083727340491977,-0.2432611141153759,-0.5399908671628493
250,250,250,09-07,0.1668426584768168,-1.78423527139346,-0.5910063576910533
251,251,251,09-08,0.2762956971494841,-1.0859193220010859,-0.9160118829466021
252,252,252,09-09,0.42588579318457065,-0.13152690677685694,-0.7270045777957265
253,253,253,09-10,0.2450496510857049,-1.2852706838855197,-0.4000892012626177
254,254,254,09-11,0.4728623371840047,0.1681858313979431,-0.31764057984127675
255,255,255,09-12,0.7158142127795878,1.7182311450832772,-0.08473718780509443
256,256,256,09-13,0.2443799293077959,-1.2895435428654145,-0.07964237427874933
257,257,257,09-14,0.4953253555530736,0.31150103021600817,-0.01838075170564453
258,258,258,09-15,0.4306771157005261,-0.10095802561878632,0.0571163718832389
259,259,259,09-16,0.3026620033495664,-0.9177009484468908,-0.21409556942343
260,260,260,09-17,0.5438622013146128,0.6211685729312437,-0.1191440447389244
261,261,261,09-18,0.4607579925157562,0.09095949724326388,-0.2348725508807955
262,262,262,09-19,0.33367532270986505,-0.7198343947583812,-0.3398547837320125
263,263,263,09-20,0.3864906368046501,-0.3828700066352181,0.06559766157292418
264,264,264,09-21,0.3319485295738117,-0.7308514227260888,0.2781636338814429
265,265,265,09-22,0.6839622060544028,1.5150137233827292,0.3843363929529388
266,266,266,09-23,0.7437659120159525,1.896564406782356,0.5298331440515078
267,267,267,09-24,0.5606061868588579,0.7279960516722388,0.9015527935893694
268,268,268,09-25,0.4705050331462027,0.15314611183303306,1.0348587862559109
269,269,269,09-26,0.7360674598314751,1.8474478905919505,0.8913756749020201
270,270,270,09-27,0.4573136682333979,0.06898453327316002,0.5865411565208367
271,271,271,09-28,0.5490261856221861,0.6541150552593844,0.2278535231423905
272,272,272,09-29,0.4570899651912678,0.06755729649525546,0.10221548142027076
273,273,273,09-30,0.22328508077437487,-1.424129748598438,-0.3238326866841699
274,274,274,10-01,0.35235107617585193,-0.6006821384996858,-0.2297787362411194
275,275,275,10-02,0.335398393110053,-0.7088411180346934,-0.38395611268212393
276,276,276,10-03,0.5457649546528293,0.6333082359314627,-0.6059774521511566
277,277,277,10-04,0.40403294271489226,-0.2709492033866435,-0.4981252770078301
278,278,278,10-05,0.2482941305017719,-1.2645707403189403,-0.6132633335618782
279,279,279,10-06,0.324712650691678,-0.7770166977384785,-0.5826345561038511
280,280,280,10-07,0.2440716347481869,-1.2915104778239748,-0.6549113611560443
281,281,281,10-08,0.3642026565658168,-0.5250684532865311,-0.827838114548769
282,282,282,10-09,0.4777935791280565,0.19964740561830294,-0.6490050345968584
283,283,283,10-10,0.2414071973647943,-1.3085097237429912,-0.2295359811794693
284,284,284,10-11,0.41647437068927257,-0.19157226060747684,0.14588827100417556
285,285,285,10-12,0.7191945115080909,1.7397976227658558,0.1801898638123891
286,286,286,10-13,0.5971323823539245,0.9610350352778944,0.4088162431643436
287,287,287,10-14,0.3964609508302251,-0.31925889643724986,0.7148513155817279
288,288,288,10-15,0.6928010005902934,1.57140568173003,0.7854863836452676
289,289,289,10-16,0.5292121828786334,0.5277007107613146,0.3554092064040151
290,290,290,10-17,0.4829018052320373,0.2322381477737609,0.2294918832545931
291,291,291,10-18,0.3147364381636835,-0.8406654406816586,0.32997788966638986
292,292,292,10-19,0.4787157803654584,0.2055310963813624,0.04847761797859063
293,293,293,10-20,0.4909611445212535,0.2836571420335307,0.14969415888881893
294,294,294,10-21,0.4280693115871651,-0.11759594839676556,0.23611027631092765
295,295,295,10-22,0.6243993941362356,1.1349999562226845,0.530495437589709
296,296,296,10-23,0.5641702338025772,0.7507348523064133,0.5006123515118877
297,297,297,10-24,0.5915854816673523,0.9256455269910294,0.6618204531338957
298,298,298,10-25,0.4506127884835136,0.026232579914434645,0.4889444077456789
299,299,299,10-26,0.6425663020136532,1.2509057517655786,0.3685933348624135
300,300,300,10-27,0.26549125363572884,-1.1548522207260659,0.2044096163385496
301,301,301,10-28,0.5112174685675778,0.4128935189230919,0.0946232529547491
302,302,302,10-29,0.4097667128005031,-0.2343674588367701,0.14963803037660742
303,303,303,10-30,0.4883389404336786,0.26692734668822643,-0.16922622121996814
304,304,304,10-31,0.5023504115404896,0.3563212444455845,0.013281484847970535
305,305,305,11-01,0.3426963538187203,-0.6622797578138749,-0.10650232616362544
306,306,306,11-02,0.4371272275328936,-0.059805984318433786,-0.14888402403582876
307,307,307,11-03,0.3985690138637747,-0.30580934714648383,-0.20334979770485773
308,308,308,11-04,0.3699096341793781,-0.4886576460699901,-0.3156441846049724
309,309,309,11-05,0.4371176177336583,-0.05986729532594767,-0.2566390393753548
310,310,310,11-06,0.3967452462900343,-0.3174450769551033,-0.4384440328770205
311,311,311,11-07,0.39818664398027176,-0.308248886436169,-0.4263733518644603
312,312,312,11-08,0.26615210658424565,-1.150635945328428,-0.28116222852346745
313,313,313,11-09,0.4099206610672169,-0.23338526107112306,-0.06306137341413423
314,314,314,11-10,0.5064707313094622,0.3826090939759671,-0.05896910996506807
315,315,315,11-11,0.6422265059060842,1.2487378353300516,-0.1193904564255008
316,316,316,11-12,0.4005937392531905,-0.29289149626070626,0.23380300428564105
317,317,317,11-13,0.34136451374071924,-0.6707769651987654,0.274012976383595
318,318,318,11-14,0.5983063202846836,0.9685248189384228,0.4087662293085607
319,319,319,11-15,0.4477353806212563,0.007874571516600759,0.2682256364650901
320,320,320,11-16,0.6331969189312486,1.191128611525761,0.6212355970223992
321,321,321,11-17,0.5100577222176048,0.4054942782692283,0.9359348433124556
322,322,322,11-18,0.7325753836507101,1.8251682670831482,0.7799379823732311
323,323,323,11-19,0.6373175602471,1.2174185125415724,0.8392897399340918
324,324,324,11-20,0.4516019770596502,0.032543653303075674,0.8991001106878761
325,325,325,11-21,0.50355163589584,0.3639851168817654,0.8105250392448179
326,326,326,11-22,0.6894444684437874,1.5499908360484664,0.4628129434845646
327,327,327,11-23,0.4267589455375615,-0.12595615038911995,0.2516976465888202
328,328,328,11-24,0.4055760175558923,-0.261104307478372,-0.05685382490760797
329,329,329,11-25,0.4387781102262791,-0.049273268832894256,-0.12239057210486427
330,330,330,11-26,0.16143049088701242,-1.8187651756754928,-0.3426972426264889
331,331,331,11-27,0.4419188222815693,-0.02923536630177242,-0.37594996452366797
332,332,332,11-28,0.4822611622389245,0.2281508129187183,-0.4602813614966482
333,333,333,11-29,0.3954870423915687,-0.325472481772194,-0.49953584738887
334,334,334,11-30,0.32626812551445816,-0.7670926893162534,-0.07778995585655257
335,335,335,12-01,0.4018619598833672,-0.2848001841862253,0.08702807685463343
336,336,336,12-02,0.5580535617141218,0.7117101735184113,0.19740617294406174
337,337,337,12-03,0.5969188722502465,0.9596728299653436,0.3062462214114381
338,338,338,12-04,0.5860641874776047,0.8904193894552883,0.17839231529679425
339,339,339,12-05,0.4978436393823762,0.3275678090320642,-0.006370853331035375
340,340,340,12-06,0.2060303001353218,-1.5342161260041165,-0.05505597519562958
341,341,341,12-07,0.2281048782182303,-1.3933791959532031,-0.36821483912315295
342,342,342,12-08,0.5122685453684492,0.4195994423308461,-0.5317267152725353
343,343,343,12-09,0.3024144496549511,-0.9192803535997972,-0.4933463002239253
344,344,344,12-10,0.4322924881269769,-0.09065186744100588,-0.11790408877242675
345,345,345,12-11,0.5339377860755213,0.5578502993237245,0.5666641167137549
346,346,346,12-12,0.5591079372001128,0.7184371427048747,0.7452260187783409
347,347,347,12-13,0.8718943004792115,2.714030036963889,0.86103891692191
348,348,348,12-14,0.6801937613611193,1.4909708547183609,0.8860384319846917
349,349,349,12-15,0.4113285332900013,-0.22440296473838275,0.6951013173597929
350,350,350,12-16,0.4558028165794101,0.059345222935684415,0.6171633255610977
351,351,351,12-17,0.3543745318556705,-0.5877723884256686,0.1317155178429831
352,352,352,12-18,0.4858126040102984,0.2508091919127039,-0.19282561278534732
353,353,353,12-19,0.4153639486981963,-0.1986568093447996,-0.18351024606955268
354,354,354,12-20,0.3749850979836673,-0.4562759290516217,0.08922876777859684
355,355,355,12-21,0.4200889964667149,-0.16851076444361462,-0.07118238377111727
356,356,356,12-22,0.7122951437809458,1.6957793060245816,0.036942584302399696
357,357,357,12-23,0.2035188512196324,-1.5502392977239532,0.010042860871640608
358,358,358,12-24,0.5874967169594231,0.8995590003538058,-0.14139684254639548
359,359,359,12-25,0.39006660466778015,-0.3600551499293541,-0.3859871586001715
360,360,360,12-26,0.2325664486956384,-1.3649141495598385,-0.6885485658333329
361,361,361,12-27,0.19006858798008427,-1.6360526607662706,-0.6363001677658585
362,362,362,12-28,0.4277569020103263,-0.11958913737438635,-1.0577148402711751
363,363,363,12-29,0.25265488432247274,-1.2367489093191075,
364,364,364,12-30,0.19118513489899264,-1.6289290346780958,
365,365,365,12-31,,,
