,unnamed: 0,unnamed: 0,mth_day,dialogue,dialogue_norm,dialogue_ravg
0,0,0,01-01,,,
1,1,1,01-02,11.88227262137741,-0.8294462760632341,
2,2,2,01-03,12.61556502740422,-0.2919830421239426,
3,3,3,01-04,12.158744144597035,-0.6268077682313257,
4,4,4,01-05,9.806188877139293,-2.3511021311304385,-1.413986521588999
5,5,5,01-06,10.995308751007128,-1.4795422899296231,-1.7562393018336884
6,6,6,01-07,9.050422411130363,-2.9050376220554286,-2.1732834717098104
7,7,7,01-08,9.080540162148306,-2.8829629575313684,-2.2581545796564506
8,8,8,01-09,9.20157906405041,-2.79424806138067,-2.0568074040591364
9,9,9,01-10,11.463976558443791,-1.1360344159111688,-1.9670277590636127
10,10,10,01-11,11.454446977604642,-1.1430190775465552,-1.5436086461397829
11,11,11,01-12,11.730258355747194,-0.9408644199564836,-0.9673427284964332
12,12,12,01-13,12.516594611948,-0.3645229445124469,-0.5681434135206049
13,13,13,01-14,13.797939171893447,0.5746325483287297,-0.3338599504174893
14,14,14,01-15,12.46948437564548,-0.3990521715257011,-0.4095742958528689
15,15,15,01-16,13.381856035616536,0.2696663627075245,-0.2939592299935379
16,16,16,01-17,10.834638019196978,-1.5973051501588322,-0.06068350014014583
17,17,17,01-18,12.67670058059169,-0.24717402480049785,-0.11464761300543758
18,18,18,01-19,14.426224633984173,1.0351314346079057,-0.18288858456512544
19,19,19,01-20,13.356180871084035,0.25084787113697915,-0.4344914599934817
20,20,20,01-21,11.910853573781967,-0.8084980008838283,-0.010321841794128872
21,21,21,01-22,11.322197258209306,-1.2399508898626128,-0.30614462256796204
22,22,22,01-23,14.30695396847372,0.9477125590372844,0.0325816164456216
23,23,23,01-24,10.25505104284093,-2.022110709443497,-0.16297113468061136
24,24,24,01-25,17.19908829913384,3.0674888686894075,-0.4067362754519555
25,25,25,01-26,11.75535679617013,-0.9224686356204186,-0.3648007320459805
26,26,26,01-27,9.915355664782222,-2.271088845511893,-0.5056698023162146
27,27,27,01-28,11.66548788998133,-0.9883376294267626,-0.2489436717020635
28,28,28,01-29,13.153778685586696,0.10249813741587983,-0.9449934105459732
29,29,29,01-30,12.356649553625035,-0.4817539257585903,-0.9971120379505636
30,30,30,01-31,11.5011210096857,-1.1088095643740512,-0.8148630986521961
31,31,31,02-01,11.328705915421956,-1.235180400047961,-0.4702885357331405
32,32,32,02-02,11.407272745856785,-1.1775952097216884,-0.5254289472445683
33,33,33,02-03,14.486226809515586,1.0791097480875709,-0.42749570984953095
34,34,34,02-04,12.702391028088725,-0.22834433165268736,-0.2793957579601217
35,35,35,02-05,13.158345685504225,0.10584549861163428,-0.002830587521289877
36,36,36,02-06,12.713489371228805,-0.2202098530375952,0.20751335287918013
37,37,37,02-07,13.592709774080827,0.4242106225850297,0.012379809465300892
38,38,38,02-08,13.129179708893918,0.08446843268113165,-0.2333161561974249
39,39,39,02-09,12.888834431647412,-0.09169151239570457,-0.2747153867619342
40,40,40,02-10,10.691087097681637,-1.702520125629042,-0.3607143416812164
41,41,41,02-11,12.819445390883475,-0.14254988477542155,-0.5691476596341034
42,42,42,02-12,12.009489061034474,-0.7362035825532888,-0.3761627805569276
43,43,43,02-13,11.886443452223869,-0.8263892851322924,-0.5752114704343306
44,44,44,02-14,14.708982799067115,1.2423777071441866,-0.4264684267026548
45,45,45,02-15,11.259392079132875,-1.2859836516601226,-0.5080584725241483
46,46,46,02-16,11.90871990525044,-0.8100618632389873,-0.5937494380173834
47,47,47,02-17,12.151537070125242,-0.6320901597043824,-0.5384665478073749
48,48,48,02-18,11.3080099983562,-1.2503493755126995,-0.7436140389222721
49,49,49,02-19,12.338997461662874,-0.4946919438722413,-0.6758798843509751
50,50,50,02-20,13.029614747257286,0.011492760454803573,-0.3712824505157369
51,51,51,02-21,11.813874001310888,-0.8795787242323402,-0.2566137843477629
52,52,52,02-22,14.402200065627651,1.0175227397724422,-0.05395770832966629
53,53,53,02-23,13.090231925517301,0.05592183730346146,0.14371726043303432
54,54,54,02-24,12.966982953474258,-0.034412919404119516,0.3438570221184901
55,55,55,02-25,13.957194327627267,0.6913578687039624,0.3670856150649115
56,56,56,02-26,14.667988776814113,1.2123313305675385,0.2605902217760288
57,57,57,02-27,12.00402673810876,-0.740207166553812,0.17286183822671086
58,58,58,02-28,13.530412844724689,0.3785503800391459,0.07242284975164777
59,59,59,02-29,12.372074253839367,-0.4704484639924461,-0.14560783416453651
60,60,60,03-01,12.14477436839998,-0.6370468502544981,-0.5769931696177576
61,61,61,03-02,12.172362532253208,-0.6168262347931431,-0.6161262629715746
62,62,62,03-03,11.13660388664424,-1.3759806821517886,-0.7445565261610234
63,63,63,03-04,11.683677381703108,-0.9750057266767141,-0.8098243083992399
64,64,64,03-05,12.479063497414892,-0.39203119909754736,-0.8022665852848361
65,65,65,03-06,11.837782424542985,-0.862055157421746,-0.8313339180021077
66,66,66,03-07,12.20664302043066,-0.5917005115680743,-0.6889144879734374
67,67,67,03-08,11.934412998230519,-0.7912302310967728,-0.5974666908768852
68,68,68,03-09,12.302470646443705,-0.5214641019797667,-0.6289551141124904
69,69,69,03-10,12.432282729093512,-0.4263189440974011,-0.5113769205191215
70,70,70,03-11,12.221294554220144,-0.5809617385111785,-0.6927353215671763
71,71,71,03-12,12.800295106697234,-0.15658599586153302,-0.7609761656790027
72,72,72,03-13,10.722016018695417,-1.679850917856403,-0.6582847053820856
73,73,73,03-14,11.375783239674265,-1.2006752957677302,-0.7253556942288716
74,74,74,03-15,13.143118302815733,0.09468465980173553,-0.7227732245518341
75,75,75,03-16,11.883229580744253,-0.8287448771781174,-1.193907583033518
76,76,76,03-17,12.242435037327276,-0.565466920448954,-0.6931493797775655
77,77,77,03-18,8.943518767663546,-2.9833921467516364,-0.48823609775964
78,78,78,03-19,14.821297582703155,1.3246983016793104,-0.5560262006622682
79,79,79,03-20,13.0532340207792,0.0288043963398228,-0.2667212217945064
80,80,80,03-21,12.588178379227715,-0.3120559576140336,-0.08554193701546142
