,unnamed: 0,unnamed: 0,mth_day,confusing,confusing_norm,confusing_ravg
65,65,65,03-06,1.9068884384240945,0.6966619654708016,-0.27317728557614984
66,66,66,03-07,1.8000405611611654,0.3569058377485137,-0.2680434464723092
67,67,67,03-08,1.3624510866445907,-1.0345462828016114,-0.2194957008305305
68,68,68,03-09,1.3874916897371106,-0.9549218807031988,-0.18390269024339576
69,69,69,03-10,1.6017442901265533,-0.27363896027962603,0.01895531413991789
70,70,70,03-11,1.7211734192789072,0.10612317910474624,-0.07330372866311702
71,71,71,03-12,2.289662058422516,1.9138099917706841,-0.005786785276762167
72,72,72,03-13,1.6259565860246543,-0.1966484190696957,0.12070222958402235
73,73,73,03-14,1.4898490905330155,-0.6294446224834823,-0.009992020917195005
74,74,74,03-15,1.6261643428349402,-0.1959877915384919,-0.2875648072647388
75,75,75,03-16,1.3551367602466702,-1.0578044632869301,-0.7786305566658952
76,76,76,03-17,1.197420163565438,-1.5593135389805162,-0.775738091901975
77,77,77,03-18,1.3630680345537702,-1.0325845046362547,-0.882847959874031
78,78,78,03-19,1.6314143899292597,-0.17929363048617455,-0.8231919311629471
79,79,79,03-20,1.2877430310464657,-1.2721038303158183,-0.377432625264076
80,80,80,03-21,1.7387295538252032,0.16194838072801174,-0.2052420878693156
81,81,81,03-22,2.1962418656902174,1.6167513721062965,-0.04605437877464943
82,82,82,03-23,1.522327211371768,-0.5261703146119536,-0.01666387250775135
83,83,83,03-24,1.6634399910592887,-0.07745825006825767,0.15050471085743092
84,84,84,03-25,1.6868714595754215,-0.0029505928847860805,0.16681548237768576
85,85,85,03-26,1.6031741327139633,-0.2690923301247247,-0.14812891791598712
86,86,86,03-27,1.7695064170737338,0.2598130098495408,-0.11577701788911572
87,87,87,03-28,1.6019719547487232,-0.27291502965574105,0.02903589206297932
88,88,88,03-29,1.5833721473345277,-0.3320589144507253,0.09993893825611508
89,89,89,03-30,1.936688078722269,0.7914192096443126,0.06720063137769054
90,90,90,03-31,1.8206587150636464,0.4224676842740285,-0.2338401517052813
91,91,91,04-01,1.541400084041006,-0.465522171395272,-0.2968617630244296
92,92,92,04-02,1.2014712998096742,-1.5464316886482905,-0.1929029421728731
93,93,93,04-03,1.483056211807755,-0.6510446975706307,-0.6020798071276128
94,94,94,04-04,1.7795324827824044,0.2916940106586135,-0.5254649651263781
95,95,95,04-05,1.1646105346566025,-1.6636419800841256,-0.699879077014755
96,96,96,04-06,1.9652235820383115,0.8821567362814369,-0.6170250744279507
97,97,97,04-07,1.2122973641888763,-1.5120068427255338,-0.6527393425998201
98,98,98,04-08,1.3578088650830824,-1.0493076731274649,-1.054087424866639
99,99,99,04-09,1.4156668092781433,-0.8653303066018474,-0.7518826318543365
100,100,100,04-10,1.0222271016330906,-2.1163944829423,-0.8531692873796674
101,101,101,04-11,1.734842027142426,0.14958677798968867,-0.713944793818832
102,102,102,04-12,1.7741053665613131,0.2744368031294516,-0.7849465107426464
103,103,103,04-13,1.4750006455049542,-0.6766598813605226,-0.4289061711593208
104,104,104,04-14,1.2238354273789542,-1.4753179746703513,-0.1089034372921845
105,105,105,04-15,2.087480820571784,1.2709117308981066,-0.12068812063824448
106,106,106,04-16,1.6260416034274832,-0.19637807973948165,-0.2524903390423316
107,107,107,04-17,1.7126054586687318,0.07887867791332892,0.031215206054243237
108,108,108,04-18,1.52540720739464,-0.5163765072950711,0.2615278177977784
109,109,109,04-19,2.0103258294451645,1.0255733892189265,0.17474194153040964
110,110,110,04-20,1.6584132612502975,-0.0934423042091404,0.17487417858603704
111,111,111,04-21,1.9237241863458765,0.7501964732938944,0.1925208109505995
112,112,112,04-22,1.6262911220828318,-0.1955846574057173,0.22117474352830754
113,113,113,04-23,1.7459029633518672,0.1847584721007039,0.007074913969302747
114,114,114,04-24,1.5794744330547883,-0.34445291182882304,0.010949730581774307
115,115,115,04-25,1.6063399623334482,-0.2590255881351024,-0.2350640974252736
116,116,116,04-26,1.6657246689815064,-0.07019340453431101,-0.1988246502677008
117,117,117,04-27,1.4595196615986503,-0.7258864947483927,-0.2879548712256294
118,118,118,04-28,1.6946714870450863,0.021852025539719745,-0.2446208251082709
119,119,119,04-29,1.5777227752885965,-0.3500228536468682,-0.2329524690104633
120,120,120,04-30,1.6612416265749288,-0.0844486351246717,-0.30674276833828545
121,121,121,05-01,1.6283570324341134,-0.1890154515482568,-0.4199238503198701
122,122,122,05-02,1.5264894434337541,-0.5129352005012442,-0.19580791785927806
123,123,123,05-03,1.24595780291267,-1.4049729866379,-0.1523178061824824
124,124,124,05-04,2.1175567807659337,1.3665476203032711,-0.3128717058765389
125,125,125,05-05,1.6597844495679477,-0.08908218358609375,-0.3210558394711708
126,126,126,05-06,1.3582917992926262,-1.0477720332890106,-0.22451170254344247
127,127,127,05-07,1.6129143564002482,-0.2381202531160481,0.16164141849918606
128,128,128,05-08,1.7086589806614878,0.06632962106512512,0.06543434109488881
129,129,129,05-09,1.974591747944882,0.9119457396178716,0.2452374819448881
130,130,130,05-10,1.9360232425678208,0.7893051558774878,0.3623520191277742
131,131,131,05-11,1.9990557507890367,0.9897366615139024,0.4595840188778553
132,132,132,05-12,1.5792757111092233,-0.345084810191694,0.2661128877073882
133,133,133,05-13,1.7963818248748893,0.3452717453844387,0.2917892190946531
134,134,134,05-14,1.3435974911312247,-1.0944971659576772,0.2996856526948099
135,135,135,05-15,2.0230405254198462,1.0660037279414611,0.6990076520067019
136,136,136,05-16,1.9509230562744464,0.8366837574784285,0.8513780100738659
137,137,137,05-17,2.752538107505905,3.3856686573852537,0.9033705258030568
138,138,138,05-18,1.8667839793440733,0.5691373382112904,1.113910733801634
139,139,139,05-19,1.8944867210508485,0.6572268397595846,0.9470067534054888
140,140,140,05-20,1.7408666933785135,0.16874408203378624,0.6351204918009169
141,141,141,05-21,1.7081087042053356,0.0645798455645884,0.054421032968027104
142,142,142,05-22,1.3624235600624224,-1.0346338121490024,0.20027066007825772
143,143,143,05-23,1.656813861059197,-0.09852809561208448,0.08861820783805377
144,144,144,05-24,2.1419882529645182,1.4442351008726746,-0.010957111802479227
145,145,145,05-25,1.6838092402405365,-0.012687873681639416,-0.14016975929017952
146,146,146,05-26,1.5529776047661348,-0.4287078358094118,-0.03928062655684946
147,147,147,05-27,1.4642968172709134,-0.7106960393616133,0.03668995262325202
148,148,148,05-28,1.5527916881145316,-0.4292990157490221,-0.17150509896808167
149,149,149,05-29,1.8001630658122736,0.3572953794685244,-0.18651501607038645
150,150,150,05-30,1.7491441361862106,0.1950647913246725,0.12527997239585706
151,151,151,05-31,1.6554869646537709,-0.10274737629546817,0.17475406222482026
152,152,152,06-01,2.141304877310314,1.4420620949880492,0.5661261364933272
153,153,153,06-02,1.5576496850442545,-0.4138515003878343,0.3395586993086324
154,154,154,06-03,2.291273297896009,1.91893342986202,0.349521131201678
155,155,155,06-04,1.3726520175369499,-1.002109243639645,0.5012270679819563
156,156,156,06-05,1.7679422907440323,0.2548393826829464,0.1976984273638281
157,157,157,06-06,1.941741533573386,0.8074882443862013,0.3678355302975795
158,158,158,06-07,1.5685754112200048,-0.3791097487207196,0.21029784453711667
159,159,159,06-08,1.878682098746501,0.6069711172146741,0.3967880906902274
160,160,160,06-09,1.9940147773460244,0.9737073152992428,0.21332076052100046
161,161,161,06-10,1.724541245824629,0.116832233279019,0.4000472720660019
162,162,162,06-11,1.4217570153154964,-0.8459645983324151,0.5962123843981003
163,163,163,06-12,2.2940765720207845,1.92784731365621,0.4173515503946719
164,164,164,06-13,1.9387201851125488,0.7978809252718703,0.564121406073102
165,165,165,06-14,1.5411888402696836,-0.4661938868058959,0.4424126662417504
166,166,166,06-15,2.270955434114605,1.854326449369824,0.5439088772802402
167,167,167,06-16,1.4948885137457728,-0.6134202057090913,0.21697572063672388
168,168,168,06-17,1.6132706419699157,-0.2369873321014763,0.2603083385505288
169,169,169,06-18,1.6771850263981292,-0.033751626204887815,0.4730846468217851
170,170,170,06-19,2.0204846837494084,1.0578766327546996,0.30422679077613
171,171,171,06-20,1.942677349507864,0.8104639628216421,0.5340443699664927
172,172,172,06-21,1.9523368367353424,0.8411793130958932,0.6109060249928473
173,173,173,06-22,1.92853226861456,0.7654852694330851,0.7367311012747367
174,174,174,06-23,1.7583012214777147,0.2241825980566514,0.492424384162056
175,175,175,06-24,1.9146048910044573,0.7211988314864487,0.2286839269138765
176,176,176,06-25,1.5595013137146234,-0.4079636699213849,0.1901025720057376
177,177,177,06-26,1.4450243736353054,-0.7719787806674345,-0.10994337458314064
178,178,178,06-27,1.8795375162080281,0.6096911836470592,-0.012314779076033322
179,179,179,06-28,1.3623743125071843,-1.0347904101001841,-0.01743064375013446
180,180,180,06-29,1.94251702815106,0.8099541710992952,-0.002856938745050571
181,181,181,06-30,1.9049517444762705,0.6905036434418419,0.04533605892235309
182,182,182,07-01,1.5870004988640751,-0.32052143989088155,-0.1992773239952942
183,183,183,07-02,1.5359599432314193,-0.4828207946630126,-0.06225131888763439
184,184,184,07-03,1.4179754971785752,-0.8579891138588248,-0.1157309919280215
185,185,185,07-04,1.6209292567324736,-0.21263437945422506,-0.3229661922540876
186,186,186,07-05,1.8416060086020336,0.4890761328569727,-0.1953519907656164
187,187,187,07-06,1.5139187750795189,-0.5529075585145549,-0.33381270007768954
188,188,188,07-07,1.8277962713328304,0.4451637690399456,-0.2299295072423561
189,189,189,07-08,1.2746978496204322,-1.3135850505354512,-0.20407665248978032
190,190,190,07-09,1.6139931298051802,-0.2346899568468245,-0.3161415411788613
191,191,191,07-10,1.6697111168864267,-0.05751725093877048,-0.1875747657474751
192,192,192,07-11,1.6301502997250703,-0.1833131992775137,-0.3448336793118267
193,193,193,07-12,1.7565119633197352,0.21849309407376288,-0.16339721165357668
194,194,194,07-13,1.5310637672098768,-0.4983897123461638,-0.30453632141550696
195,195,195,07-14,1.617051082052149,-0.2249662445859512,-0.3764414953496241
196,196,196,07-15,1.3476771511423613,-1.0815246154184055,-0.32631780477567524
197,197,197,07-16,1.5340329423571588,-0.4889482945434744,-0.2837192908629335
198,198,198,07-17,1.724728901870924,0.11742894416618033,-0.3373279414539057
199,199,199,07-18,1.836891278035475,0.4740841775502131,-0.19685471142683056
200,200,200,07-19,1.4299093793792488,-0.8200416158919971,-0.20433951014716692
201,201,201,07-20,1.8821106094481377,0.6178731355764996,-0.09631927188353333
202,202,202,07-21,1.3335540530183694,-1.1264334077404243,-0.14318728210955656
203,203,203,07-22,1.7378567833683056,0.15917313503832742,-0.3630865425765071
204,204,204,07-23,1.6362934566397886,-0.16377911718995905,-0.16279870251556053
205,205,205,07-24,1.4219624403995563,-0.8453113852514899,-0.5690865917292323
206,206,206,07-25,1.8078333455291369,0.3816854244736823,0.009620423422451766
207,207,207,07-26,1.115484285835211,-1.8198541997055304,0.12151620004115088
208,208,208,07-27,2.425518749119424,2.3458086831696803,0.5289793898554684
209,209,209,07-28,1.948993393969792,0.8305477947505222,0.7744480391030488
210,210,210,07-29,2.4051374598895783,2.281000021695946,0.7125144477096969
211,211,211,07-30,1.8851382650570718,0.6275005102339927,0.7153135192237209
212,212,212,07-31,1.6909705919532845,0.010083876113569734,0.3010804397712943
213,213,213,08-01,1.1207658656245545,-1.8030597706213856,0.10569144155292294
214,214,214,08-02,1.643900612693837,-0.1395897935448807,-0.1908699861154904
215,215,215,08-03,1.580313073056297,-0.3417861945597058,-0.13632141701849507
216,216,216,08-04,1.8455544571600293,0.5016314556854664,-0.0935731905561605
217,217,217,08-05,1.9880661890621665,0.9547919248159644,0.4084371647381659
218,218,218,08-06,1.7716323999072925,0.2665732348875771,0.5618555817809859
219,219,219,08-07,2.0680113122947827,1.2090023611445728,0.31357672994430885
220,220,220,08-08,1.9333864678092398,0.7809207087120389,0.4861851077967125
221,221,221,08-09,1.1118346653371596,-1.831459305579768,0.2714580115330006
222,222,222,08-10,2.171249929879836,1.5372817227998885,0.3037881924192392
223,223,223,08-11,1.5828967297722902,-0.3335706527663073,0.33266543200619586
224,224,224,08-12,1.8326363539324224,0.4605543202050086,0.3952917858360659
225,225,225,08-13,2.122499896888048,1.3822657986663127,0.9312631153650772
226,226,226,08-14,2.0515563977345352,1.156678831691259,0.6527518957912383
227,227,227,08-15,2.123161216847206,1.3843686715942995,0.6087602531398558
228,228,228,08-16,1.6457259405724534,-0.1337855946431452,0.4552238073559092
229,229,229,08-17,1.4998887145917383,-0.5975205086746012,0.349988027459678
230,230,230,08-18,1.5429277898899438,-0.4606643544986711,0.07968646342305863
231,231,231,08-19,1.9239300620585431,0.7508511192889255,-0.015506767579635206
232,232,232,08-20,1.5415232419216185,-0.46513055252845703,-0.15487927352772904
233,233,233,08-21,1.9435407096800543,0.8132092855781365,-0.12908723598827973
234,234,234,08-22,1.3827433740615525,-0.9700206303317084,0.035694089346832075
235,235,235,08-23,1.5485558184909536,-0.4427682834379053,0.13068508644098678
236,236,236,08-24,1.8538543643596204,0.5280235975119997,0.2345402842080005
237,237,237,08-25,2.1031689732147645,1.3207971018538536,0.09332433219678167
238,238,238,08-26,1.7374880505362975,0.15800063407362538,-0.03683568824227438
239,239,239,08-27,1.6770797370544956,-0.03408642648917649,0.24162146959104755
240,240,240,08-28,1.137143885128474,-1.7509807529660446,0.2813025967541233
241,241,241,08-29,2.0739777984732224,1.227974663562026,-0.04398087697004517
242,242,242,08-30,1.9287288497712376,0.7661103604904542,0.03982992225417907
243,243,243,08-31,1.4893902212174237,-0.6309037404911574,0.043240177864189065
244,244,244,09-01,1.895630999401154,0.6608654294189708,0.13175688435229246
245,245,245,09-02,1.6835145626800938,-0.013624892829116518,0.139671011366452
246,246,246,09-03,1.3041664301633111,-1.2198805140374245,0.36852960704416665
247,247,247,09-04,2.0889109979570004,1.2754594256469831,0.9790360057258576
248,248,248,09-05,2.360563094624529,2.1392619345567425,1.0707252084817442
249,249,249,09-06,2.641357307584032,3.0321346515989887,1.469497218504617
250,250,250,09-07,2.0686397409607102,1.2110006459542904,1.7595949669360655
251,251,251,09-08,2.4359591422988482,2.3790071673081186,1.6761235264022492
252,252,252,09-09,1.851553089408347,0.5207059765512675,1.486047283748252
253,253,253,09-10,1.9314083864295843,0.7746307824440841,0.7035821096056228
254,254,254,09-11,2.001907434486558,0.9988044786327605,0.2658684068051966
255,255,255,09-12,1.1649204859768791,-1.6626563932567855,-0.4589859275236836
256,256,256,09-13,1.2427159177762694,-1.4152815708482676,-0.665731746898201
257,257,257,09-14,1.068228456166583,-1.9701188386651625,-1.0976615001287666
258,258,258,09-15,1.461443534983324,-0.7197689396958378,-1.1061455139431418
259,259,259,09-16,1.1163983219675284,-1.8169477369393097,-0.8803607551379687
260,260,260,09-17,1.9858989132072664,0.9479003957465112,-0.3752224554545173
261,261,261,09-18,1.5909546951324705,-0.3079478404257478,0.4814099650652269
262,262,262,09-19,2.1958634958443635,1.6155482272524415,0.7227440943615431
263,263,263,09-20,2.684611766291092,3.169675684453303,1.2107260310890449
264,264,264,09-21,1.9168179165895185,0.7282358360820598,1.0810587809211558
265,265,265,09-22,2.03717348675758,1.1109438834257033,1.2726512279127675
266,266,266,09-23,1.7412292345673317,0.16989689473917666,0.9049976815896458
267,267,267,09-24,1.952471287599586,0.8416068415239202,0.193777001327908
268,268,268,09-25,1.5021364760051876,-0.5903730506862891,0.4370714772553976
269,269,269,09-26,1.3426064792474688,-1.097648397117124,0.14655178500726376
270,270,270,09-27,2.3758912844829285,2.188002691646998,0.0006119485172486293
271,271,271,09-28,1.4889906599536666,-0.6321742700631,-0.3943893643712405
272,272,272,09-29,1.4658547444895036,-0.7057421242009142,-0.4821609299750995
273,273,273,09-30,1.2071416522317793,-1.5284010358070144,-0.4850207006753713
274,274,274,10-01,1.3365199404326746,-1.1170024443094433,-0.9413799000075748
275,275,275,10-02,1.3372103659088006,-1.1148070213187542,-0.8634277787718437
276,276,276,10-03,1.5147851956253502,-0.5501525043462228,-0.9770243589314206
277,277,277,10-04,1.6360788447293368,-0.16446154264871438,-0.816508174409952
278,278,278,10-05,1.2515088805473522,-1.3873216051583754,-0.6301476933463641
279,279,279,10-06,1.5100203145966105,-0.5653039286782032,-0.4511364181056219
280,280,280,10-07,1.6881643144282243,0.0011604420720839578,-0.3837816762513556
281,281,281,10-08,1.6749874925878054,-0.040739369874301455,-0.4333023980134206
282,282,282,10-09,1.6418771407620116,-0.1460240532206246,-0.07068412414544617
283,283,283,10-10,1.5426379869656812,-0.4615858732211046,-0.10073170204336064
284,284,284,10-11,1.935734823654583,0.7883880380494709,-0.03739698977277025
285,285,285,10-12,1.4533234137317248,-0.7455893960656899,-0.18465428285257776
286,286,286,10-13,1.8076708488687576,0.3811687156956262,-0.09023592112146901
287,287,287,10-14,1.3971270881404725,-0.9242831283531464,0.10076337501088818
288,288,288,10-15,1.820035543847977,0.4204861171660278,0.22934200435151603
289,289,289,10-16,1.9030353605866288,0.6844099035730387,0.5586135758289191
290,290,290,10-17,2.1783503790859062,1.5598598140932376,0.5938364830368572
291,291,291,10-18,2.0746273241202955,1.2300400327987289,0.8370732891641829
292,292,292,10-19,1.8741331003329644,0.5925061589432549,1.0061487130190534
293,293,293,10-20,1.856091638645876,0.5351377084108074,1.0175931603114627
294,294,294,10-21,2.1390646708397223,1.43493866029525,1.0916690675036158
295,295,295,10-22,1.9246299362224968,0.7530765873274955,0.6704365809606636
296,296,296,10-23,2.3181245193117466,2.004315257246156,0.4529612017183513
297,297,297,10-24,1.2798019770745128,-1.2973548864589843,0.30216027254149164
298,298,298,10-25,1.4637778943544282,-0.7123461165106196,0.1767241770593423
299,299,299,10-26,1.5715447323720595,-0.3696678666503498,0.2593489768587063
300,300,300,10-27,1.9023787757372297,0.6823220874023539,0.1382308886835968
301,301,301,10-28,2.08053501779417,1.2488253861236789,0.3938099980341987
302,302,302,10-29,2.0895862903224045,1.2776067281954984,0.7491207118965627
303,303,303,10-30,1.7620552713406243,0.23611976964462714,0.5902370940028884
304,304,304,10-31,2.1342151718124702,1.419518166663564,0.24506995237929474
305,305,305,11-01,1.2717465668301615,-1.3229695740123963,0.02280505340745102
306,306,306,11-02,1.2510814473157217,-1.3886807623392077,0.07027435388001613
307,307,307,11-03,1.6611424469332383,-0.08476400770738311,0.2599860906560537
308,308,308,11-04,2.179156312643748,1.5624225310308892,0.35279793903334183
309,309,309,11-05,2.1200231438074044,1.3743901903008522,0.5057945128831896
310,310,310,11-06,2.3093422381075257,1.9763892569272927,0.5346607884103479
311,311,311,11-07,1.5604364442539935,-0.40499013091331,0.5868787438267972
312,312,312,11-08,1.3055493437785302,-1.2154831091762572,0.4562395547383075
313,313,313,11-09,1.7596727262014031,0.2285437247913123,0.1881295032676032
314,314,314,11-10,1.9326526783746687,0.7785873964999509,-0.11126489145095926
315,315,315,11-11,1.6141251622543233,-0.23427011852337365,0.12343100301975407
316,316,316,11-12,1.7444136979592375,0.18002288861591867,0.2644099999691396
317,317,317,11-13,2.0032851127027502,1.00318523591097,0.2979160011394993
318,318,318,11-14,1.5715632049032604,-0.369609127479944,0.3315707322385812
319,319,319,11-15,1.8228953404563268,0.4295797318134708,0.18898235193828208
320,320,320,11-16,1.996155931756416,0.9805157830944422,0.17962481277473746
321,321,321,11-17,1.3450745489291205,-1.0898004003251682,0.13620212294358572
322,322,322,11-18,1.7267569180318412,0.123877653634651,0.6734851875004919
323,323,323,11-19,1.921350656986958,0.7426490969240598,0.6294900028548195
324,324,324,11-20,2.5853648747436506,2.8540892598614938,0.5428730487626874
325,325,325,11-21,1.7398806418718809,0.16560862393943626,0.958324633705792
326,326,326,11-22,1.832718037492039,0.46081405854165003,1.0659004801307514
327,327,327,11-23,2.128991888479931,1.4029091093334605,0.8258185190868524
328,328,328,11-24,1.9297422342171904,0.7693327321844061,0.3326039790411965
329,329,329,11-25,1.4683389969124183,-0.6978426693393335,0.2891021814490725
330,330,330,11-26,1.6547162887879208,-0.1051979804124416,0.07272863388798728
331,331,331,11-27,1.6577969173898432,-0.0954021616133081,-0.1329522855250849
332,332,332,11-28,1.4244418823379177,-0.8374272268248613,-0.3402209960275866
333,333,333,11-29,1.74089169826224,0.16882359285502746,-0.2479343711902778
334,334,334,11-30,1.5386460343278583,-0.4742795308306038,-0.3272156481208823
335,335,335,12-01,1.6424750167051805,-0.14412292031548046,-0.3810381800970328
336,336,336,12-02,1.5051201145522592,-0.5808856419960685,-0.2246120895820594
337,337,337,12-03,1.5562389558757224,-0.41833735347021134,-0.44736615616940384
338,338,338,12-04,1.7196029291530972,0.10112931626497952,-0.4925551412873497
339,339,339,12-05,1.3205761149742643,-1.1677008066690393,-0.5098752337323231
340,340,340,12-06,1.4533787486211196,-0.7454134415382784,-0.4411705337477614
341,341,341,12-07,1.609793661567019,-0.2480434749853211,-0.5133556636735973
342,342,342,12-08,1.6347593013516308,-0.16865744208869818,-0.5720223339444578
343,343,343,12-09,1.4200325312105224,-0.851448133025227,-0.09371934007080422
344,344,344,12-10,1.6089045427566755,-0.250870705360183,-0.10420137572883738
345,345,345,12-11,2.223088041864544,1.7021171565728819,0.033933795511626695
346,346,346,12-12,1.4336001515380266,-0.8083056554864773,0.06661017879142057
347,347,347,12-13,1.8704414960241915,0.5807675524574634,0.03911710258094525
348,348,348,12-14,1.696416506126398,0.0274008575900651,-0.2224385667528737
349,349,349,12-15,1.3681557303025778,-1.016406590288079,-0.3389464664942703
350,350,350,12-16,1.115374052370706,-1.8202047213630967,-0.11153159974534224
351,351,351,12-17,2.0032487967827466,1.0030697581245025,-0.07853840091138388
352,352,352,12-18,1.8627102182153168,0.5561835450070911,0.06724538449563579
353,353,353,12-19,1.9326965013979933,0.7787267454612136,0.3981764338399934
354,354,354,12-20,1.9714965427606737,0.9021035700321828,0.6663939557083444
355,355,355,12-21,1.9925909164442173,0.969179705778067,0.5213147825921836
356,356,356,12-22,1.6214748202682303,-0.2108995901529913,0.18058496906491708
357,357,357,12-23,1.7294982960378105,0.13259471942753714,-0.06368687118623463
358,358,358,12-24,1.219785702805133,-1.4881953361565077,-0.3669499381805362
359,359,359,12-25,1.4717789406596284,-0.6869042960456967,-0.6566851984689638
360,360,360,12-26,1.3992681886559488,-0.9174748319336266,-0.7403920581413592
361,361,361,12-27,1.445888237597847,-0.7692318559524989,-1.0005352081758865
362,362,362,12-28,1.4635279953800222,-0.7131407481873633,-0.818781966096369
363,363,363,12-29,1.2386330942469408,-1.4282641807796248,
364,364,364,12-30,1.5627366582220483,-0.3976758836794048,
365,365,365,12-31,,,
