,unnamed: 0,unnamed: 0,mth_day,hospital,hospital_norm,hospital_ravg
43,43,43,02-13,0.5715984667517263,-1.5537381604203695,0.2950297390440525
44,44,44,02-14,1.0312354318422308,0.36063150963707824,-0.08442125112268488
45,45,45,02-15,1.0248793338267013,0.3341586143196921,-0.2925109782146815
46,46,46,02-16,0.6510433977260176,-1.222853184128169,-0.6918724963860079
47,47,47,02-17,0.7998035095064845,-0.6032732379182143,-0.17143639999151375
48,48,48,02-18,0.5926257122055981,-1.4661605198060657,-0.10473475030643853
49,49,49,02-19,1.3213334994733932,1.5688784179465955,-0.01841929027412152
50,50,50,02-20,1.1273251609284358,0.7608414077475297,0.1629051774362215
51,51,51,02-21,1.1492245218335329,0.852051374513594,0.2435174226152161
52,52,52,02-22,0.9122576114860972,-0.1349063778661106,0.3423630719541501
53,53,53,02-23,0.9159327032648442,-0.11959976684424628,0.09137883055284242
54,54,54,02-24,0.7350217655441921,-0.8730866237724623,-0.2727231908081644
55,55,55,02-25,0.9597681127846946,0.0629729695387501,-0.7336678281139378
56,56,56,02-26,0.6028034323429561,-1.4237707204185108,-0.7815312118383132
57,57,57,02-27,0.4851922897737411,-1.9136164493210464,-0.6759995691475124
58,58,58,02-28,0.8433060998377521,-0.422086680212363,-0.538946536454313
59,59,59,02-29,1.0679605317227394,0.5135900893005584,-0.43299930993434255
60,60,60,03-01,0.9324589930207268,-0.050768427613266665,-0.07811922719000175
61,61,61,03-02,1.1123946271483518,0.6986563286585731,0.2704437556179217
62,62,62,03-03,1.1140401284366035,0.7055097760475341,0.34936392926566257
63,63,63,03-04,0.9873286349110516,0.17776144752649392,0.3636318170972042
64,64,64,03-05,0.9569977122799028,0.05143436167408235,0.3533918334985824
65,65,65,03-06,1.0885147081612263,0.599197416289808,0.020694495681881253
66,66,66,03-07,0.9177073751149566,-0.11220832920499783,-0.2248204006221217
67,67,67,03-08,0.6331141714258062,-1.2975276982416335,-0.4396117730569675
68,68,68,03-09,0.7603538255660757,-0.7675796017764835,-0.42726619266800864
69,69,69,03-10,0.6779023330914636,-1.1109867870825811,-0.4990969211598217
70,70,70,03-11,0.9747826318521764,0.1255078440078355,-0.6576360291888628
71,71,71,03-12,0.9850360794701664,0.1682130453389299,-0.5217044210733346
72,72,72,03-13,0.6893175225100393,-1.0634429773792449,-0.5198223604947709
73,73,73,03-14,0.8289358858772837,-0.4819380495484648,-0.3206661517859893
74,74,74,03-15,0.7630651032027137,-0.7562872383051016,-0.4493837425300737
75,75,75,03-16,0.9648047745005623,0.08395046517010839,-0.6128249280694694
76,76,76,03-17,0.7893533586389297,-0.6467977004566704,-0.4786181939183661
77,77,77,03-18,0.7495843430564753,-0.8124340678974442,-0.29818653471457424
78,78,78,03-19,0.8826544007883194,-0.2582025724726245,-0.12848176899698915
79,79,79,03-20,1.0888639286367148,0.6006519056742858,-0.2253061589152261
80,80,80,03-21,1.0075400905445842,0.2619413560004088,0.09614011594357576
81,81,81,03-22,0.8253205272576903,-0.4969958743393137,0.1734426578755374
82,82,82,03-23,1.2524256456480969,1.2818799486961412,0.13945302579370242
83,83,83,03-24,0.8609456114357076,-0.34861881630567426,-0.011848649171896172
84,84,84,03-25,0.8336892769285102,-0.4621403649636343,0.054703735303579804
85,85,85,03-26,0.8709002496816127,-0.3071581441193058,0.3725059398940937
86,86,86,03-27,1.103414789663463,0.6612556628532646,0.04419760929069505
87,87,87,03-28,1.2831432031027543,1.4098173532037694,0.1368477996749591
88,88,88,03-29,0.7794679497984304,-0.6879700349242507,0.15444136117930785
89,89,89,03-30,0.9944165485990696,0.20728232599991012,0.17777249152372487
90,90,90,03-31,0.8590343855816869,-0.3565789959375419,0.1935324427447931
91,91,91,04-01,0.9045108425928042,-0.16717136205280372,0.09104577316071442
92,92,92,04-02,1.1261184176905683,0.7558153701796739,0.3355525244510981
93,93,93,04-03,1.1355019324328766,0.7948973356992973,0.16787390703093988
94,94,94,04-04,1.1317019290503425,0.7790704728180516,0.3699640630385303
95,95,95,04-05,0.7528604102198174,-0.7987893785210393,0.5443133175330284
96,96,96,04-06,1.1501634421109037,0.8559619401080003,0.5877175942668735
97,97,97,04-07,1.1556766339916151,0.8789241649141848,0.3831137009673504
98,98,98,04-08,1.1886461844284135,1.0162410305827447,0.08358390778481874
99,99,99,04-09,0.8407516111146159,-0.4327260240978411,0.1844653352827782
100,100,100,04-10,0.7002023062367175,-1.0181082862771385,0.06891853145690081
101,101,101,04-11,0.8981891852032877,-0.1935008135332825,-0.1741578625022174
102,102,102,04-12,0.9837078727385352,0.16268111715273595,-0.24336861984620944
103,103,103,04-13,0.805503213198252,-0.5795341988405245,-0.2419241681300313
104,104,104,04-14,1.0889418599561609,0.6009764865187927,-0.11375840454448785
105,105,105,04-15,0.8428324738030348,-0.4240593138007728,-0.21605203274333176
106,106,106,04-16,0.8848366227672291,-0.2491137047638776,-0.16756799536423492
107,107,107,04-17,0.7508260080213108,-0.8072625827263459,-0.05233700250893368
108,108,108,04-18,1.0535534918313008,0.4535853414273172,-0.31062815279165706
109,109,109,04-19,0.9715038284465708,0.11185175829128292,-0.3213365995991055
110,110,110,04-20,0.7168502134494849,-0.9487704151775479,-0.3005051058143119
111,111,111,04-21,0.8274059924863068,-0.4883099946454632,-0.24874412631673035
112,112,112,04-22,0.9148462642632424,-0.12412474205511599,-0.4381058048054727
113,113,113,04-23,0.8253923571392414,-0.4966967057408566,-0.3638097269309479
114,114,114,04-24,0.7807609526482155,-0.6825847295051376,-0.034660310617583734
115,115,115,04-25,1.0785340147888451,0.557628225538432,0.021163939980281
116,116,116,04-26,1.1910195689566028,1.0261260827026368,-0.09398379727121392
117,117,117,04-27,0.9078258492921796,-0.15336449105827474,0.04823526747950215
118,118,118,04-28,0.7489655862046697,-0.8150111655640855,0.2587263262127916
119,119,119,04-29,1.0302717187039303,0.35661768276343986,0.3270015161182895
120,120,120,04-30,1.0839922655804342,0.5803616228945989,0.2118585429756854
121,121,121,05-01,1.1768905701709589,0.9672793649714196,0.1339913908363786
122,122,122,05-02,1.0251457540256261,0.33526824384701265,0.2623096602134227
123,123,123,05-03,0.7956512090980183,-0.6205674038941156,0.08265429036272233
124,124,124,05-04,0.9338196010523676,-0.04510154930182072,-0.07852098582498226
125,125,125,05-05,0.7714619906186229,-0.7213145363407625,-0.05072873669572301
126,126,126,05-06,0.851804775504965,-0.3866900342316287,-0.1818190640383427
127,127,127,05-07,1.2169278061634057,1.134032859746975,-0.21091541164391714
128,128,128,05-08,0.8362983402113203,-0.4512737202087055,-0.04324526479884384
129,129,129,05-09,0.7537353018900549,-0.7951454895275623,0.18979537066323132
130,130,130,05-10,1.1753635368059132,0.9609193317686192,0.4406865594117854
131,131,131,05-11,1.1071779981439709,0.6769292764316889,0.06790365639853313
132,132,132,05-12,1.2132361114732382,1.1186570982596953,0.22233474934601968
133,133,133,05-13,0.6799004863349507,-1.1026645583325383,0.3112457798790247
134,134,134,05-14,1.0587702273966064,0.4753128374762137,0.3319515434610977
135,135,135,05-15,0.8818196427875993,-0.26167930632953185,0.5225745747893987
136,136,136,05-16,1.2051920526300068,1.0851539132610577,0.40868344755958624
137,137,137,05-17,1.3817876296059963,1.8206674644014949,0.7720208521989269
138,138,138,05-18,1.049165693237632,0.4353103348808205,0.6062168807360818
139,139,139,05-19,1.2033207157223362,1.077359869503506,2.0401063790359486
140,140,140,05-20,0.8199146852248129,-0.5195109913008581,2.9106456543136985
141,141,141,05-21,2.9474665058219025,8.34165768346967,2.633421435202297
142,142,142,05-22,2.4592822215431336,6.3083895649275545,2.625918529895705
143,143,143,05-23,0.9824211935984968,0.1573221497330895,2.4896579430095294
144,144,144,05-24,1.038357082930783,0.39029290304126657,2.6257922386149777
145,145,145,05-25,1.0070250777457903,0.2597963481864533,1.5242818807537202
146,146,146,05-26,1.016028389246077,0.29729478233183193,0.5379198448102662
147,147,147,05-27,1.3606417065513077,1.7325955363021228,0.6040949905119599
148,148,148,05-28,1.0383389425955458,0.3902173492668296,0.4919975723376049
149,149,149,05-29,1.0777524463147052,0.5543730239432525,0.6334293480971357
150,150,150,05-30,0.8768706640117176,-0.2822916060048644,0.6710757576123445
151,151,151,05-31,1.210770278667786,1.108387002743638,0.36115790688942057
152,152,152,06-01,1.070261430084858,0.523173239423085,0.2968924606649144
153,153,153,06-02,0.9141771519931006,-0.1269115680354213,0.6950503675661507
154,154,154,06-03,0.9457587838367646,0.00462467191979265,0.8089731465744544
155,155,155,06-04,1.651334742829192,2.9433204653506704,0.6468012017888047
156,156,156,06-05,1.040986679482695,0.4012450680449583,0.5739876817395695
157,157,157,06-06,0.9771469977832826,0.1353553340297398,0.7449923180057539
158,158,158,06-07,0.96536700171048,0.08629211912767328,0.8846458235690947
159,159,159,06-08,1.1605247198401276,0.8991162495616857,0.5060453188613538
160,160,160,06-09,1.1469422265083908,0.8425457052998374,0.8006116740409229
161,161,161,06-10,1.105926644213493,0.6717174371042246,0.8841413452582826
162,162,162,06-11,1.4653360231758987,2.168643199122374,0.9575974141643048
163,163,163,06-12,1.0974790062992847,0.6365333613338974,0.6583924390269538
164,164,164,06-13,1.0711870795382794,0.5270285325638056,0.4304071801693565
165,165,165,06-14,0.7294930266520983,-0.8961136012624198,0.18157359218988875
166,166,166,06-15,0.8185089439328234,-0.5253658478457457,-0.2500198108584673
167,167,167,06-16,0.7474594673237815,-0.8212840907725821,-0.11130920236235392
168,168,168,06-17,0.8435868854841919,-0.4209172191677621,-0.12251415206908255
169,169,169,06-18,1.2973041208909637,1.4687970123105776,0.24893223612242776
170,170,170,06-19,1.0550453411131049,0.4597988343234337,0.2918093198181917
171,171,171,06-20,1.2645949766021884,1.3325647278866422,0.21411766067222893
172,172,172,06-21,0.8802772416553665,-0.2681033456711617,0.4447381671646592
173,173,173,06-22,0.6355376405797609,-1.2874340456483588,0.24512897116732224
174,174,174,06-23,1.1758164794328925,0.9628058197868196,0.11846217769238428
175,175,175,06-24,1.0097491105267895,0.27114183632655603,0.005881625279206586
176,176,176,06-25,0.872570425924486,-0.3002019265261941,0.254867522584071
177,177,177,06-26,1.1024125593331582,0.6570814134075759,0.3773794677248385
178,178,178,06-27,1.238963833835161,1.2258120381580249,0.07536327632523791
179,179,179,06-28,0.8120271228336672,-0.5523623748037542,-0.05018481513068227
180,180,180,06-29,0.7407349762279042,-0.8492913286107838,-0.07313456214798172
181,181,181,06-30,0.8288857862724751,-0.4821467124089651,-0.07101209513409533
182,182,182,07-01,0.8395092500180275,-0.4379004086299908,-0.15077943406415428
183,183,183,07-02,1.1054701640748952,0.6698162154908943,-0.20011887696870687
184,184,184,07-03,1.1240518035644629,0.7472080045776712,-0.1637164253932609
185,185,185,07-04,0.7409492151005459,-0.8483990322310703,-0.24316528205094
186,186,186,07-05,0.7931759837063291,-0.6308766191581078,-0.1373156698784733
187,187,187,07-06,0.7144325583764745,-0.9588398523550392,-0.4459233040025065
188,188,188,07-07,0.9919951421294486,0.19719726440480911,-0.7704849674109046
189,189,189,07-08,0.6608930944383662,-1.1818295892533048,-0.2669708263738008
190,190,190,07-09,0.6564915189848857,-1.2001619758727171,-0.2483173519310431
191,191,191,07-10,1.4663066482639169,2.1726858139915524,-0.0883660190550991
192,192,192,07-11,0.820047992332558,-0.5189557725015612,-0.008651078448154603
193,193,193,07-12,0.9448568479644108,0.00086814490062466,0.12235117806054513
194,194,194,07-13,1.1068316879001918,0.675486908046476,0.2781102138541974
195,195,195,07-14,0.8496136342906078,-0.3958160502011067,-0.010923044281153352
196,196,196,07-15,0.8808764273462969,-0.2656077611108038,0.18217470403414274
197,197,197,07-16,1.0499282288056742,0.4384862651794481,0.07317539635468992
198,198,198,07-17,1.0982226763227907,0.6396307173902154,0.09952162525687402
199,199,199,07-18,0.7878335360230562,-0.6531277011760922,-0.03047466582921418
200,200,200,07-19,1.1447858016231165,0.8335642814595805,0.08701644991607631
201,201,201,07-20,0.6623422781599865,-1.175793796717636,-0.22966091071715444
202,202,202,07-21,1.0501329530140129,0.43933893336093904,-0.3901891976396972
203,203,203,07-22,0.5937259919097206,-1.4615778986199364,-0.4648000030993939
204,204,204,07-23,0.8669672325086152,-0.3235390041450417,-0.7147811784904579
205,205,205,07-24,0.6803499562709054,-1.1007925339342723,-0.7645201033187007
206,206,206,07-25,0.7846654217915938,-0.6663227708868033,-0.7693048863470957
207,207,207,07-26,0.5906888807650137,-1.4742273456870916,-0.5742012776361044
208,208,208,07-27,1.0432400424622421,0.4106302351905684,-0.5858693028760403
209,209,209,07-28,0.8747902983143481,-0.2909562463539887,-0.2984799508960926
210,210,210,07-29,0.850158392104068,-0.3935471555846573,-0.4869243336364771
211,211,211,07-30,1.094360180971423,0.6235435779454139,-0.029622998418579887
212,212,212,07-31,0.5131943296846723,-1.7969890673291098,-0.025940383213168
213,213,213,08-01,1.2494726082937162,1.2695806656202904,0.1311010379375952
214,214,214,08-02,1.0485451810770663,0.4327259264230397,0.11211538907935724
215,215,215,08-03,1.1010225981890231,0.6512922805505905,0.00905318722256454
216,216,216,08-04,0.8228078563388018,-0.507461048734085,0.3574483051947422
217,217,217,08-05,0.945889804268538,0.005170366804657697,0.18832832908520367
218,218,218,08-06,1.015088850419347,0.2933816405039561,-0.09532647498042776
219,219,219,08-07,1.0058400630095,0.25486080896305946,0.043371967704084136
220,220,220,08-08,0.6399149087321558,-1.2692028979707493,-0.04565676457071383
221,221,221,08-09,1.3008301868342462,1.4834829366576618,-0.22293089314406053
222,222,222,08-10,0.6945539554898131,-1.0416334423828728,-0.19232269245427613
223,223,223,08-11,0.6905104685394932,-1.0584744046354224,-0.4858621411282025
224,224,224,08-12,1.059182718052064,0.4770308446426626,-0.09135383801522796
225,225,225,08-13,0.5829700705525844,-1.5063758830804992,-0.1275520695549612
226,226,226,08-14,1.2082396225490362,1.0978469207070982,-0.03946615805616517
227,227,227,08-15,1.2486833766957413,1.2662935474192625,0.16201584683872608
228,228,228,08-16,0.8214496381632304,-0.5131179733900966,0.10301986384759744
229,229,229,08-17,0.98076342866122,0.15041762473392492,0.3403644087927287
230,230,230,08-18,0.9741936952983982,0.12305494669589065,-0.0029458281454568525
231,231,231,08-19,0.9248862470121496,-0.08230861340971186,-0.23321263458668795
232,232,232,08-20,0.7136703305500642,-0.9620145009220148,-0.4586814843987438
233,233,233,08-21,0.9169633195014985,-0.11530729122812408,-0.5776668576692144
234,234,234,08-22,0.4966414692782201,-1.865931072262432,-0.6542511903403997
235,235,235,08-23,0.8093542905550191,-0.5634946148888983,-0.8637642377047516
236,236,236,08-24,0.8638670719934787,-0.3364510493312212,-0.7058824590223001
237,237,237,08-25,0.623063847471551,-1.339386897595823,-0.6412489788204
238,238,238,08-26,0.9411132410758511,-0.014723828827305227,-0.4701866591465718
239,239,239,08-27,1.010073664325381,0.27249358998327633,-0.1627185476136855
240,240,240,08-28,0.7430721352650896,-0.8395571542194629,0.08421112784942984
241,241,241,08-29,1.2522897753493754,1.2813140543084196,0.2311733623480403
242,242,242,08-30,1.219591491563635,1.145127003447471,-0.006809519441802089
243,243,243,08-31,0.8347761719125246,-0.4576134906041602,-0.1631109848374779
244,244,244,09-01,0.5982774829453135,-1.4426211195663596,-0.14451644458549853
245,245,245,09-02,0.7849073373071168,-0.6653152023907787,-0.3733437212251447
246,246,246,09-03,0.7698592438858083,-0.7279899127075865,-0.6654353127118432
247,247,247,09-04,0.9226434903826396,-0.09164960552945713,-0.7258855888939941
248,248,248,09-05,0.7988072676826559,-0.6074225454727202,-0.5251052189709525
249,249,249,09-06,0.7476921089402583,-0.8203151476970648,-0.2228518054393431
250,250,250,09-07,0.8875196747475046,-0.2379389000281104,-0.2408977394185144
251,251,251,09-08,1.2203305803417137,1.148205278798878,-0.15481749241683718
252,252,252,09-09,0.7438624519720679,-0.8362655165826139,0.10956367603406816
253,253,253,09-10,1.0466498328511908,0.4248318764806059,0.6844926017426317
254,254,254,09-11,1.179672133422643,0.9788644652327118,0.6120510630337267
255,255,255,09-12,1.5759289662892304,2.629258406554316,0.4109087887659668
256,256,256,09-13,0.7831611189697747,-0.6725881322815408,0.6563144262510838
257,257,257,09-14,0.9305670327619175,-0.058648366807680735,0.8264306383450196
258,258,258,09-15,1.0973913576814072,0.6361683083280882,0.7096026598142974
259,259,259,09-16,1.2917175457256935,1.44552914904422,0.3596310743783123
260,260,260,09-17,1.0113709165905511,0.2778965940483783,0.5994713421831821
261,261,261,09-18,1.0717634023011178,0.5294288939384053,0.4361718268339387
262,262,262,09-19,1.1286726088076262,0.766453474547678,0.385736215596481
263,263,263,09-20,0.6953193850065367,-1.0384454589031418,0.19027091098185409
264,264,264,09-21,1.0247343208167126,0.3335546409033428,0.12105436313969918
265,265,265,09-22,1.0101321838215989,0.2727373213564582,0.21744628418831832
266,266,266,09-23,0.9116582503845876,-0.13740269300455096,-0.07549393989904146
267,267,267,09-24,1.2106246392179183,1.1077804202301202,0.09646927841694626
268,268,268,09-25,0.7066658532939774,-0.9911878699764808,-0.04958899250472714
269,269,269,09-26,0.943047876562458,-0.006666149007215488,-0.17354288259176984
270,270,270,09-27,0.8143242372591621,-0.5427949846266976,-0.19392344275396772
271,271,271,09-28,0.8315654501069117,-0.4709860191657982,-0.6661142833365284
272,272,272,09-29,0.882298219353018,-0.2596860539777384,-0.5276079321107258
273,273,273,09-30,0.5303912392527297,-1.7253646232652442,-0.7470568276264163
274,274,274,10-01,0.9061967169059476,-0.16014976262166372,-0.8789315425631284
275,275,275,10-02,0.626911993598114,-1.323359522101359,-0.6972281604430997
276,276,276,10-03,0.6243468425257819,-1.3340432742469703,-0.9379410882567768
277,277,277,10-04,1.0933255241739774,0.6192342735543747,-0.7441800783682012
278,278,278,10-05,0.5355295842387513,-1.7039636208598032,-0.9781801078819624
279,279,279,10-06,0.8095214112285015,-0.5627985639337898,-0.7640850562785871
280,280,280,10-07,0.5690986159099176,-1.5641499397042309,-0.6610859020174562
281,281,281,10-08,0.9353351825956204,-0.03878921248110665,-0.6747475660980508
282,282,282,10-09,0.7727263934932422,-0.7160483486801852,-0.4576220420505476
283,283,283,10-10,1.0736446676049258,0.5372642890708068,-0.3490104462460892
284,284,284,10-11,0.8483184415148431,-0.40121047657478426,-0.22045917509635252
285,285,285,10-12,0.9659861893223786,0.08887101089296108,-0.3361894982518992
286,286,286,10-13,0.7542882907798241,-0.7928423128058114,-0.29183283059495285
287,287,287,10-14,0.7686152371133173,-0.7331711514143863,-0.4800569099686852
288,288,288,10-15,0.8366261650648065,-0.4499083427385072,-0.5068090922512051
289,289,289,10-16,0.8024909423235377,-0.5920801871715872,-0.4367871024742201
290,290,290,10-17,0.8097795154143798,-0.5617235702699036,0.09940720547518646
291,291,291,10-18,1.0668591671200027,0.5090029495548706,0.029524558699334937
292,292,292,10-19,1.5267244453829405,2.424323534890628,0.4231809852362076
293,293,293,10-20,0.66794299544879,-1.1524670320694954,0.3461545018822241
294,294,294,10-21,1.403723674010458,1.9120302164827283,0.40132219038117
295,295,295,10-22,0.6915273611693604,-1.0542390872954877,0.3028493849241018
296,296,296,10-23,0.8892535354304392,-0.2307174392762288,-0.047546366328556015
297,297,297,10-24,0.925000228946762,-0.08183388318753851,0.3337563090691706
298,298,298,10-25,1.0219478323637443,0.3219490273746813,0.19993248931392185
299,299,299,10-26,1.217243814121209,1.135349020316864,0.4051975079884656
300,300,300,10-27,1.210938418379213,1.1090872979512358,0.3230911706684733
301,301,301,10-28,0.987230093087324,0.177351024751775,0.49934214947461
302,302,302,10-29,0.7709719674843926,-0.7233554631961825,0.5206297261867376
303,303,303,10-30,1.1789056253593129,0.9756719896492808,0.30070946845577384
304,304,304,10-31,1.0526145023610811,0.4496744876474471,0.04594979338399127
305,305,305,11-01,0.9004288914662287,-0.18417252606891868,-0.040221655543932366
306,306,306,11-02,0.8439341797237083,-0.4194707524794596,-0.03533662859514567
307,307,307,11-03,0.8630923660364344,-0.33967766881576683,-0.12720028984323115
308,308,308,11-04,0.7780092884247883,-0.6940453015034623,-0.2665613442246042
309,309,309,11-05,1.0465677541991254,0.4244900221607682,-0.4785368541233663
310,310,310,11-06,0.8518523619357844,-0.3864918386407911,-0.289342472057123
311,311,311,11-07,0.5950590930391922,-1.4560255854614914,-0.5112743300041275
312,312,312,11-08,1.1164857133545931,0.7156955399179996,-0.4223977718161431
313,313,313,11-09,0.5433795522393051,-1.6712688164977938,-0.5106133646355463
314,314,314,11-10,0.9060439688070436,-0.1607859523755555,-0.3110038767531557
315,315,315,11-11,0.9194852539128976,-0.10480353475565132,-0.17591723647964067
316,316,316,11-12,1.139407792786646,0.8111650886535526,-0.4236116901582088
317,317,317,11-13,0.7896635552726371,-0.6455057438204013,-0.014535930480865954
318,318,318,11-14,0.7596595619400094,-0.7704711821534093,0.06611539298517473
319,319,319,11-15,1.1326899982135479,0.7831857415662634,0.06535361045641137
320,320,320,11-16,1.022229458354685,0.32312198842068857,0.09358185674954288
321,321,321,11-17,0.9183878376247387,-0.1093742299282314,0.18307631538516198
322,322,322,11-18,1.1800731219305611,0.9805345664123418,0.3767242221789178
323,323,323,11-19,0.9185883768567334,-0.1085389920066868,0.34691519799584064
324,324,324,11-20,1.03862679872915,0.3914162586091261,0.2533629463601144
325,325,325,11-21,1.0897474162594327,0.6043315964678002,0.20764592263149853
326,326,326,11-22,0.8874590207789433,-0.2381915213936688,0.20151361359945671
327,327,327,11-23,0.8525283507087316,-0.3836763722999266,0.4740376190584299
328,328,328,11-24,1.1712389789019568,0.9437407122200908,0.4058296960724739
329,329,329,11-25,1.3111837321092377,1.5266050407471523,0.2646907797002771
330,330,330,11-26,0.9403671473982212,-0.01783127930660964,0.2459965016643617
331,331,331,11-27,0.8864241056403327,-0.2425019017653811,0.3040930431065482
332,332,332,11-28,0.8605282309047128,-0.35035718960916096,0.09239821206284883
333,333,333,11-29,0.936221646967254,-0.03509712364680757,-0.12267915435379227
334,334,334,11-30,0.8662735236249105,-0.3264282740421052,-0.2468067650843983
335,335,335,12-01,1.0013454302212743,0.23614084224730555,-0.12505045299217954
336,336,336,12-02,0.7615501534627527,-0.7625969436902456,-0.057239596251729176
337,337,337,12-03,1.0618250304857424,0.4880359707879312,-0.03036562149796261
338,338,338,12-04,0.95821587257561,0.05650795083354146,-0.02581584722859434
339,339,339,12-05,0.9749360260830788,0.12614672487579184,0.0620881531381329
340,340,340,12-06,0.8728278829100423,-0.29912962842589563,-0.013417367177798364
341,341,341,12-07,1.1279790535381269,0.7635648444476691,-0.16446195996131155
342,342,342,12-08,0.6527776564416754,-1.2156300655858332,-0.004821598385386026
343,343,343,12-09,0.8442317015496595,-0.4182315859131479,0.013849596803020114
344,344,344,12-10,1.1881921800204742,1.0143501202890943,0.18609771340444045
345,345,345,12-11,1.0018335630381665,0.2381738960062287,-0.07985362699747282
346,346,346,12-12,1.120966796085123,0.7343590711826262,-0.0971182451233565
347,347,347,12-13,0.7448522137974452,-0.8321431979638105,0.29475800032658905
348,348,348,12-14,0.6279064203279433,-1.3192177743411353,0.059980604125439776
349,349,349,12-15,1.4087646994348677,1.9330258867865249,0.06001802799389825
350,350,350,12-16,0.8499742123533135,-0.3943142569178011,-0.08143662908674203
351,351,351,12-17,1.0018874754885856,0.2383984392169795,0.1240773357956108
352,352,352,12-18,0.9171886325608992,-0.11436887130121555,0.10675615735113636
353,353,353,12-19,1.040913575131298,0.4009405913303064,-0.35859386557579764
354,354,354,12-20,0.6029537039852203,-1.4231448450079818,-0.4831383058480565
355,355,355,12-21,0.7383861129317267,-0.8590742507750792,-0.6622709318132048
356,356,356,12-22,0.670556737951145,-1.141580898551354,-0.8544077518839911
357,357,357,12-23,0.7438308070139671,-0.8363973165739104,-1.0030821324144263
358,358,358,12-24,0.6403982521841779,-1.2671897917259334,-0.6704564692020694
359,359,359,12-25,0.8267347502494681,-0.4911056918523065,-0.6745313076408079
360,360,360,12-26,1.08213090598996,0.5726091342661609,-0.5116987318837941
361,361,361,12-27,0.7325159414517542,-0.8835232814075105,-0.6370417569356132
362,362,362,12-28,0.9051317172023912,-0.16458544400927091,-0.5417479010466535
363,363,363,12-29,0.5632628993694033,-1.5884554668848252,
364,364,364,12-30,0.7776776274197631,-0.6954266563921756,
365,365,365,12-31,,,
