,unnamed: 0,unnamed: 0,mth_day,less than 300 ratings,less than 300 ratings_norm,less than 300 ratings_ravg
60,60,60,03-01,0.36912052668976697,2.586833747393291,0.3552350258920283
61,61,61,03-02,0.0,-1.3464784730970596,0.3678356239200243
62,62,62,03-03,0.0070372976776917565,-1.2714897175187023,0.45391290586303
63,63,63,03-04,0.0876416899108715,-0.4125771995962668,-0.3119723320039963
64,64,64,03-05,0.07403008839683636,-0.5576210936753321,-0.6755716896170997
65,65,65,03-06,0.04466794177320995,-0.8705012555299043,-0.4759223845844772
66,66,66,03-07,0.16438927903486614,0.4052376017146708,-0.3958221824246551
67,67,67,03-08,0.11241618131860437,-0.14858264290132406,-0.323862737075519
68,68,68,03-09,0.05213917693634528,-0.7908885045597697,-0.27243092191822177
69,69,69,03-10,0.12815976762034748,0.019179472498549274,-0.27862359498400674
70,70,70,03-11,0.10298970965533727,-0.24903020273154874,-0.23357488809658605
71,71,71,03-12,0.04118104429517282,-0.907657293924614,-0.17636399028273478
72,72,72,03-13,0.18975477480154293,0.6755298430391953,0.008785585249888539
73,73,73,03-14,0.1446298204344087,0.19468274398178328,0.04670122167651219
74,74,74,03-15,0.15639102119263784,0.32000894863597035,0.11269677431718653
75,75,75,03-16,0.14950885800986394,0.24667329105829114,0.26673332912147624
76,76,76,03-17,0.14014970883822092,0.14694311311249725,0.2237596114482113
77,77,77,03-18,0.12791413496003998,0.016562034901124473,0.3763900101808855
78,78,78,03-19,0.16555763954428326,0.4176875369996055,0.4902879778340609
79,79,79,03-20,0.2305711492853133,1.1104651363778282,0.528062640260747
80,80,80,03-21,0.2205233485324587,1.0033967545550226,0.5398257469823909
81,81,81,03-22,0.1707785704183972,0.4733212656184077,0.4741910580588649
82,82,82,03-23,0.14677314054951268,0.2175217534423617,0.3386445277242033
83,83,83,03-24,0.09095732667256973,-0.3772460986400322,0.3557365599916382
84,84,84,03-25,0.08923569427771093,-0.3955916450083639,0.1187874947604729
85,85,85,03-26,0.2401951296851721,1.2130173299824376,-0.1335662857135024
86,86,86,03-27,0.08710485716356546,-0.4182976368319693,0.03960115172004023
87,87,87,03-28,0.02868617326448641,-1.0408014172254445,-0.04976919532828733
88,88,88,03-29,0.2442782234839428,1.2565263780436176,0.03942236458875
89,89,89,03-30,0.04063572331587498,-0.9134681809299976,-0.02565892309681635
90,90,90,03-31,0.13945662828038374,0.13955771449386006,0.2396884875027659
91,91,91,04-01,0.20354992405466207,0.8225296038690395,0.6055546125204256
92,92,92,04-02,0.2365135546669737,1.1737868267655245,0.3598854346971308
93,93,93,04-03,0.23469376563551875,1.1543953328805143,0.33743454203316786
94,94,94,04-04,0.10594971372998532,-0.2174886888961516,0.1357241550385655
95,95,95,04-05,0.0279943388639522,-1.0481735369137757,0.006684168708877854
96,96,96,04-06,0.025879917184264942,-1.070704607473754,-0.3584440400618469
97,97,97,04-07,0.13089160702111122,0.04828968589091369,-0.7261435141588876
98,98,98,04-08,0.030921459492888007,-1.0169824258588245,-0.7011531566991188
99,99,99,04-09,0.027653872638675032,-1.05180151170173,-0.6523502752357409
100,100,100,04-10,0.12002099013615687,-0.06754654413753944,-0.6007399697087141
101,101,101,04-11,0.055473691073873545,-0.7553562481335074,-0.7710623503433665
102,102,102,04-12,0.05494004069978027,-0.7610427743115936,-0.5481601573935072
103,103,103,04-13,0.03498848518999429,-0.9736445979170008,-0.4853428289837686
104,104,104,04-14,0.15643060331320574,0.3204307318403314,-0.4049636363041043
105,105,105,04-15,0.06302431472113365,-0.6748975412432983,-0.28224208626746633
106,106,106,04-16,0.16527996009372178,0.4147286119404463,-0.19285727268952155
107,107,107,04-17,0.124574297351289,-0.019026947913679308,0.06223536084926903
108,108,108,04-18,0.10526978969973798,-0.22473389284392487,-0.02003500554146196
109,109,109,04-19,0.1786230434983803,0.5569112033157426,0.4692075384020276
110,110,110,04-20,0.11010677351666713,-0.1731914665040545,0.4117626219206336
111,111,111,04-21,0.3385012492375839,2.2605577224176394,0.4936956196625966
112,112,112,04-22,0.13293455250039568,0.07005911305208236,0.3845645656156199
113,113,113,04-23,0.17070816557904114,0.4725710385380983,0.18059721911829624
114,114,114,04-24,0.04382155997897464,-0.8795202171257852,-0.01495061531387126
115,115,115,04-25,0.06377551020408152,-0.6668928756681991,-0.43847527457494656
116,116,116,04-26,0.0,-1.3464784730970596,-0.414489361287392
117,117,117,04-27,0.10002796789751836,-0.280590233148813,-0.6553457550536387
118,118,118,04-28,0.14644025830180316,0.21397459277741007,0.7375125418140608
119,119,119,04-29,0.035089581637828215,-0.972567324059382,0.7738805293899927
120,120,120,04-30,0.8280958194171264,7.477629564080411,1.2134464949414747
121,121,121,05-01,0.08425316869059962,-0.4486849502126071,1.1598659071261992
122,122,122,05-02,0.24750563132112344,1.2909173202118327,1.1021368630521995
123,123,123,05-03,0.06985844101629425,-0.6020737600404664,1.1910169337522445
124,124,124,05-04,0.11393486748708415,-0.13239967166658767,0.005959974875410445
125,125,125,05-05,0.08513512595762428,-0.4392868998591137,-0.013401366118217704
126,126,126,05-06,0.1608278920872316,0.3672878108194086,0.013484591888655029
127,127,127,05-07,0.07335141263712683,-0.5648529961743759,-0.006245979177309828
128,128,128,05-08,0.2626442601770121,1.4522330682530693,0.03939668420744157
129,129,129,05-09,0.05874878323857902,-0.7204571864362556,0.30877923960771986
130,130,130,05-10,0.13963480128893654,0.1414563086419207,0.2290285961908695
131,131,131,05-11,0.2368158853121257,1.1770084325425558,0.4357660994636714
132,132,132,05-12,0.1159228382521627,-0.11121604968169367,0.34080309118356417
133,133,133,05-13,0.18975873321093675,0.6755720234624353,0.3057944772219865
134,134,134,05-14,0.2091736069451749,0.8824550185724256,0.19416286689402928
135,135,135,05-15,0.03903654485049814,-0.9305088702057212,0.3418460159407897
136,136,136,05-16,0.07677858776259898,-0.5283333533258227,0.4703734758307233
137,137,137,05-17,0.3199715750262989,2.0631073268231197,0.4360162895523553
138,138,138,05-18,0.18829256792913565,0.6599487096579073,0.1608100066614069
139,139,139,05-19,0.17041329305708816,0.4694289057922286,0.18544913076227296
140,140,140,05-20,0.05421369164553085,-0.7687826787732657,0.14312547727728686
141,141,141,05-21,0.052910052910052685,-0.782674125600525,-0.3281524783082536
142,142,142,05-22,0.05294748299889069,-0.7822752742357395,-0.3949909008228172
143,143,143,05-23,0.05460992952541177,-0.7645604066901238,-0.5180426702606226
144,144,144,05-24,0.15065797549607446,0.2589181745705261,-0.3611535141661267
145,145,145,05-25,0.10112675072509696,-0.26888171083460377,-0.10804546352506246
146,146,146,05-26,0.14255299147710207,0.17255225779370953,-0.1393938419722531
147,147,147,05-27,0.1954271556338267,0.7359741782458603,-0.08104633553252673
148,148,148,05-28,0.035296206952686635,-0.9703655449188834,-0.25065415916305445
149,149,149,05-29,0.08746355685131177,-0.4144753680517656,-0.27868328690275945
150,150,150,05-30,0.05515719801434075,-0.7587287672126402,-0.4092822975513832
151,151,151,05-31,0.08534443930821455,-0.4370564772728337,-0.7184714343587281
152,152,152,06-01,0.06901683737575379,-0.6110418060980327,-0.4601552519426835
153,153,153,06-02,0.021332574841783213,-1.1191606425982088,0.04629048011815446
154,154,154,06-03,0.180745843229992,0.5795315495773833,0.13214432247484734
155,155,155,06-04,0.3726270600955716,2.6241990243132625,0.2882716628834523
156,156,156,06-05,0.10349876928949164,-0.24360571307248274,0.20538271555707585
157,157,157,06-06,0.17325478492798685,0.49970756517879605,0.32678147240313365
158,158,158,06-07,0.02234470430507961,-1.1083754900562914,0.17008577277684522
159,159,159,06-08,0.08968835829532269,-0.3907681015218619,-0.4015603816246709
160,160,160,06-09,0.09251547259005358,-0.3606426481803471,-0.29962602413093403
161,161,161,06-10,0.05075127028111013,-0.8056779020958338,-0.1129836462432222
162,162,162,06-11,0.16089476780167747,0.3680004318899377,0.1955624705726754
163,163,163,06-12,0.27834717876793585,1.619561832505067,0.4097521170799592
164,164,164,06-13,0.1960772209670316,0.7429012108390942,0.5980162522721783
165,165,165,06-14,0.2102917439890329,0.8943697775218407,0.8597407096872994
166,166,166,06-15,0.19852102644910946,0.7689421629729678,0.8747339654276028
167,167,167,06-16,0.19811999793825905,0.7646688423948932,0.5086466637336423
168,168,168,06-17,0.1693369938118444,0.4579599663317582,0.2726786440098178
169,169,169,06-18,0.07221504883669304,-0.5769619776586966,0.10821909080923896
170,170,170,06-19,0.0632111251580277,-0.6729069075038528,-0.09061688808102226
171,171,171,06-20,0.11768979403908435,-0.09238754168163216,-0.3960073827191608
172,172,172,06-21,0.08656280324398773,-0.4240737103685996,-0.4688423385206626
173,173,173,06-22,0.026164311878597468,-1.0676741254339381,-0.5558634588806323
174,174,174,06-23,0.128325943979358,0.020950231522747543,-0.561681051317627
175,175,175,06-24,0.023216220399318945,-1.0990886998185143,-0.7120233919573274
176,176,176,06-25,0.05993542366671481,-0.7078124621258212,-0.5280384574733592
177,177,177,06-26,0.03303679801460853,-0.994441585519836,-0.2510672439167238
178,178,178,06-27,0.1901588751234353,0.6798358965352101,-0.07388752731790248
179,179,179,06-28,0.1821180035687789,0.5941531559058745,-0.10184275868989234
180,180,180,06-29,0.22809021385196016,1.0840285311156754,0.004711227634987565
181,181,181,06-30,0.007475517679599262,-1.2668200880504537,0.10162085391217003
182,182,182,07-01,0.1199325884199832,-0.06848854417654171,-0.2086104551067033
183,183,183,07-02,0.08760353000154844,-0.4129838278567409,-0.4900139429082397
184,184,184,07-03,0.015477480266212587,-1.18155195757803,-0.8287809046031148
185,185,185,07-04,0.023668639053254267,-1.0942677709033442,-0.7497228561164953
186,186,186,07-05,0.03734129947722164,-0.9485732390535756,-0.655870872402026
187,187,187,07-06,0.05199059331141593,-0.7924717971307368,-0.6087094109548946
188,188,188,07-07,0.1727776590133045,0.4946233581102738,-0.5428493375090061
189,189,189,07-08,0.11415865074401635,-0.1300150591739523,-0.12393914604826012
190,190,190,07-09,0.052561195418338105,-0.7863915169026994,-0.06420282562434172
191,191,191,07-10,0.2595436601647359,1.4191933778611316,-0.04945450038103785
192,192,192,07-11,0.07097692383856956,-0.5901553165100649,0.010575447087407227
193,193,193,07-12,0.06029490673953475,-0.7039818456709135,-0.04386190709737494
194,194,194,07-13,0.20657861543564887,0.8548030429209442,0.15185215902659344
195,195,195,07-14,0.08350670593738849,-0.4566391842826453,-0.17898445389031492
196,196,196,07-15,0.16276156871990471,0.3878928798411109,-0.18046615798263896
197,197,197,07-16,0.07326007326007307,-0.5658262996403182,-0.07556654771106867
198,198,198,07-17,0.07014262333411249,-0.5990455410640094,-0.2419005565427391
199,199,199,07-18,0.11936054489245948,-0.07458418404149157,-0.11302551180286935
200,200,200,07-19,0.11292121906647015,-0.14320101006907834,-0.12925123656271373
201,201,201,07-20,0.15607214960148325,0.3166110841565731,-0.15935941203850987
202,202,202,07-21,0.15362537855720726,0.2905385312820445,0.33777821404193425
203,203,203,07-22,0.056307116109000535,-0.7464753524950951,0.299392742766
204,204,204,07-23,0.350065027795415,2.3837802154186547,0.19254464263802865
205,205,205,07-24,0.09774690542474176,-0.3048970116970973,0.05189327183997305
206,206,206,07-25,0.05275844817392055,-0.7842896108369065,-0.007836272717645745
207,207,207,07-26,0.0768758308376344,-0.5272971406317604,-0.032951426258414435
208,208,208,07-27,0.11999356947092076,-0.06783873606366818,-0.3137218160222788
209,209,209,07-28,0.042165570994068584,-0.8971662737397073,-0.12693913094805753
210,210,210,07-29,0.19197214067300608,0.6991578768354693,0.17572641697513086
211,211,211,07-30,0.20291830178421552,0.8157990987482302,0.34136305049151106
212,212,212,07-31,0.2231798033029469,1.0317036767022238,0.3792307172528291
213,213,213,08-01,0.17014055732059452,0.466522660466521,0.7222507260526873
214,214,214,08-02,0.14131564966577667,0.1593672645042405,0.3927915134186884
215,215,215,08-03,0.2353092410852481,1.1609537790594415,0.16202213444527236
216,216,216,08-04,0.006464124111182878,-1.277597398968524,0.08354177192310301
217,217,217,08-05,0.07297939543431202,-0.5688171750922659,-0.2092082902636289
218,218,218,08-06,0.17899000428611386,0.5608215015692077,-0.2534701725653948
219,219,219,08-07,0.005302297220270568,-1.2899777126538707,-0.4342905168494461
220,220,220,08-08,0.11639318982788745,-0.10620402930635456,-0.0995662396460636
221,221,221,08-09,0.13349504941647702,0.07603171335513405,0.3317888771683803
222,222,222,08-10,0.19493673127445726,0.7307482642517708,0.5231060782992728
223,223,223,08-11,0.31586175866916943,2.0193135257943973,1.40227696726583
224,224,224,08-12,0.28671464258717905,1.7087247083545625,1.3448723243075802
225,225,225,08-13,0.5003354957979156,3.9850476211454726,1.3115666898110154
226,226,226,08-14,0.08407045897605753,-0.4506318870558532,1.0478254913457252
227,227,227,08-15,0.11474170466586453,-0.12380209362425346,0.486860158197149
228,228,228,08-16,0.04643244079863781,-0.8516989265399704,0.4995870824440504
229,229,229,08-17,0.0,-1.3464784730970596,0.04251114229467904
230,230,230,08-18,0.2938807693289377,1.7850862538359713,0.010440634415624973
231,231,231,08-19,0.242970554027608,1.2425919802492442,0.3211696102143064
232,232,232,08-20,0.06601257478696718,-0.6430549343301776,0.6076273482487616
233,233,233,08-21,0.2897033198772027,1.7405717611678353,0.6928021320206955
234,234,234,08-22,0.20772769305978,0.867047501666761,0.4587505812189414
235,235,235,08-23,0.047959214958018886,-0.8354297704654569,0.11941170090154375
236,236,236,08-24,0.16209377628866,0.3807769490254471,0.03420841677186661
237,237,237,08-25,0.05189961044491168,-0.7934413016551415,-0.4609000506986396
238,238,238,08-26,0.01803731218288613,-1.1542746391082404,-0.7688325954413021
239,239,239,08-27,0.010923470168002705,-1.230079043655202,-0.4136922918927835
240,240,240,08-28,0.03434065934065906,-0.9805477667892136,-0.4065578651737933
241,241,241,08-29,0.2479274379915575,1.2954120508256546,-0.22277225598922892
242,242,242,08-30,0.16611094533172402,0.42358350933938815,0.03658686343982972
243,243,243,08-31,0.15538344858031736,0.30927235345224496,0.5903164270436129
244,244,244,09-01,0.16407419316079147,0.4018800774661118,1.2971629991619331
245,245,245,09-02,0.3227109968682997,2.0922983379674966,1.2075544333756183
246,246,246,09-03,0.4323435094016855,3.2605316659207064,0.9125441029695436
247,247,247,09-04,0.1974717012310991,0.7577606561077652,0.6788810282727072
248,248,248,09-05,0.0,-1.3464784730970596,0.5057685688541088
249,249,249,09-06,0.023815194093831392,-1.0927060947287732,0.2374168117986298
250,250,250,09-07,0.0666000666000662,-0.6367946790454787,-0.3768091957557937
251,251,251,09-08,0.17161064731594086,0.4821877956346234,-0.6399425568060024
252,252,252,09-09,0.08649235692931424,-0.4248243794058341,-0.3575436287369676
253,253,253,09-10,0.04930966469427959,-0.8210395101934874,-0.004596660246441194
254,254,254,09-11,0.15900986530757427,0.3479150953171494,0.1723346150887732
255,255,255,09-12,0.2225484198328319,1.024975716214385,0.14900870712159098
256,256,256,09-13,0.1662244470894717,0.4247929729658077,0.176582844313903
257,257,257,09-14,0.15847656954376246,0.34223234783153017,0.20657420838160853
258,258,258,09-15,0.10201847762283993,-0.259379556251962,-0.013670884221125659
259,259,259,09-16,0.06619684905225445,-0.6410913257872544,-0.2731465623926993
260,260,260,09-17,0.03499685028347415,-0.9735554602992555,-0.47344377258279
261,261,261,09-18,0.07644590832978802,-0.531878352815057,-0.2440646879286621
262,262,262,09-19,0.05344345095897863,-0.7769902881747364,-0.3325428217858259
263,263,263,09-20,0.2876326453285519,1.7185068557562977,-0.11839541984203715
264,264,264,09-21,0.05219925117076967,-0.7902483593949446,0.32756594265020195
265,265,265,09-22,0.1867764481742618,0.6437930858754778,0.4522052711641975
266,266,266,09-23,0.2861035264566151,1.702212714654179,0.6772947540921027
267,267,267,09-24,0.1466263547449105,0.2159576182689161,0.3165892839223267
268,268,268,09-25,0.1801841882813534,0.5735466093926953,0.31330166109517915
269,269,269,09-26,0.08453085376162275,-0.44572596526235797,0.1653463051799052
270,270,270,09-27,0.05034809519613,-0.8099740963578299,-0.10347370075698954
271,271,271,09-28,0.10346748741974114,-0.24393904961616605,-0.12987665905621354
272,272,272,09-29,0.13473952083419444,0.08929267903281049,-0.18468352331693108
273,273,273,09-30,0.13175968768073953,0.05753986847357211,-0.2066954776736639
274,274,274,10-01,0.14932418408935172,0.2447054238283901,-0.29611287379686885
275,275,275,10-02,0.07213662152655946,-0.5777976914027546,-0.446790962450885
276,276,276,10-03,0.0,-1.3464784730970596,-0.6419815119043529
277,277,277,10-04,0.01862544235425569,-1.1480075815402628,-0.7377829878859056
278,278,278,10-05,0.024833923139007584,-1.0818506176879972,-0.665692703004538
279,279,279,10-06,0.07781691992218223,-0.5172689874157429,-0.35538362019043856
280,280,280,10-07,0.18991593338299165,0.6772471331165957,0.04183419526140275
281,281,281,10-08,0.2468618083372004,1.2840568054818422,0.13111025290569506
282,282,282,10-09,0.2236607332918976,1.0368284196139883,0.2995676584139891
283,283,283,10-10,0.06889395434287016,-0.6123512356745091,0.2640503578044901
284,284,284,10-11,0.11968693672193835,-0.07110618463823301,0.4384063845734949
285,285,285,10-12,0.0578182562423242,-0.7303727910727363,0.09927731634650794
286,286,286,10-13,0.2880902732137923,1.7233832937306242,-0.20235626003076976
287,287,287,10-14,0.05590900327742355,-0.7507176038800795,-0.11271423957067835
288,288,288,10-15,0.05382044855729002,-0.7729730386496781,0.2109789954847591
289,289,289,10-16,0.1193685283673631,-0.07449911291396044,0.1726341799927075
290,290,290,10-17,0.3019483144795611,1.8710532256943917,-0.3342260398863138
291,291,291,10-18,0.03622750875498107,-0.9604416840250458,-0.2936261955562125
292,292,292,10-19,0.00269338504632615,-1.3177780255435037,-0.3303185328503089
293,293,293,10-20,0.07876948586700236,-0.5071185378994716,-0.2168029086611283
294,294,294,10-21,0.0331601590482304,-0.9931270624142567,-0.4901817243496003
295,295,295,10-22,0.18328557024867764,0.6065946322211233,-0.2574812287575557
296,296,296,10-23,0.1480173879076957,0.2307803315635599,0.00284497264600847
297,297,297,10-24,0.1672537655262228,0.4357612895272216,0.2657506657491078
298,298,298,10-25,0.14927479916236688,0.2441791828778815,0.3790511733349047
299,299,299,10-26,0.22680332981523005,1.0703156207191242,0.14526305969594122
300,300,300,10-27,0.0969560756038812,-0.3133240168994748,0.11583520871684075
301,301,301,10-28,0.051646910306045686,-0.7961340496126579,-0.07589031875408395
302,302,302,10-29,0.1314474998685519,0.05421322568895712,-0.09010412327063236
303,303,303,10-30,0.059299211634563774,-0.7145918752983267,-0.3302384128979608
304,304,304,10-31,0.14127145737513444,0.158896355778591,-0.3148398504396005
305,305,305,11-01,0.0915913397752495,-0.3704901170448463,-0.2340021472842517
306,306,306,11-02,0.1056265169514332,-0.22093264214931355,-0.4170109123577686
307,307,307,11-03,0.09716405294676922,-0.3111078306805651,0.17440044442048172
308,308,308,11-04,0.028401077973736377,-1.0438393647521442,0.4854101709170446
309,309,309,11-05,0.392304159017687,2.833876265371176,0.5971301555409962
310,310,310,11-06,0.31639115438572163,2.0249547147579685,0.6820911368502164
311,311,311,11-07,0.15449731406023726,0.29982979069886306,0.6374168241751482
312,312,312,11-08,0.15346534653465274,0.2888332457060075,0.921434049701322
313,313,313,11-09,0.07200936666752636,-0.5791537067309739,0.4272088480196448
314,314,314,11-10,0.1883221551702748,0.6602639884048976,0.18255721308657216
315,315,315,11-11,0.11402164821509272,-0.13147494471888782,-0.03304344834000222
316,316,316,11-12,0.17863559070852605,0.557044905159533,-0.2558098336462371
317,317,317,11-13,0.03309943068979174,-0.9937741778605832,-0.2794116990164661
318,318,318,11-14,0.02803267168420016,-1.047765066131402,-0.5814765695659597
319,319,319,11-15,0.058719906048149764,-0.7207648989523475,-0.5615582714727009
320,320,320,11-16,0.01823902238839966,-1.1521252348920643,-0.7405697179133547
321,321,321,11-17,0.125237009118272,-0.011965156159335088,-0.7194624628183063
322,322,322,11-18,0.07783993195133697,-0.51702377348439,-0.32718783196100204
323,323,323,11-19,0.04498425551057074,-0.8671306472902932,-0.20240086835289994
324,324,324,11-20,0.2489100547631831,1.3058827190124231,-0.047305184692536834
325,325,325,11-21,0.12898348109477614,0.027956882696264968,-0.20597407088608802
326,326,326,11-22,0.10556847486632023,-0.22155113292988574,-0.16252979287495847
327,327,327,11-23,0.035895599805373574,-0.9639784733206422,0.09055386427118334
328,328,328,11-24,0.10230202478635576,-0.2563581054176126,0.21426756142880327
329,329,329,11-25,0.1874876230322726,0.6513712955865577,0.0978489047518734
330,330,330,11-26,0.3185693075664596,2.048164901958143,0.3712456153876824
331,331,331,11-27,0.06343183384149051,-0.6705550573653146,0.4489413561846721
332,332,332,11-28,0.2595094775145547,1.4188291308849683,0.3498082286974564
333,333,333,11-29,0.07964360325417352,-0.4978040285387037,0.3835858598509583
334,334,334,11-30,0.04648330990296453,-0.8511568703409069,0.35157246779595197
335,335,335,12-01,0.20650673410628592,0.8540370825075695,0.4527897407806761
336,336,336,12-02,0.3005435834834676,1.8560845496281049,0.11736832229833948
337,337,337,12-03,0.1204240648465831,-0.06325141945696985,0.2469336576163309
338,338,338,12-04,0.07064433224348769,-0.5936993800090515,0.2657866192100667
339,339,339,12-05,0.1525977276140512,0.2795879833692449,0.07882589170873272
340,340,340,12-06,0.057098813666264785,-0.7380391007784923,-0.27216909963647584
341,341,341,12-07,0.10123508771205524,-0.2677272825004345,-0.3016942956743646
342,342,342,12-08,0.1029094540656988,-0.2498853984431461,-0.1386553481584427
343,343,343,12-09,0.10379936489723794,-0.24040259568430225,-0.2800414089202325
344,344,344,12-10,0.16244638426139718,0.38453430508648,-0.1465598528097624
345,345,345,12-11,0.07298772827083534,-0.5687283812014944,0.01923335630668015
346,346,346,12-12,0.13225803754611845,0.06285023588432861,0.010047668855655141
347,347,347,12-13,0.1945879769414061,0.7270319721982208,0.06699330114635504
348,348,348,12-14,0.09773728526770713,-0.3049995231492961,0.13882084742706788
349,349,349,12-15,0.13586364142375965,0.10127119805989723,0.25421619101515
350,350,350,12-16,0.20289019379553844,0.8154995827707568,0.33882959686742625
351,351,351,12-17,0.1379631804318174,0.1236436803269982,0.4367209138004132
352,352,352,12-18,0.1799011584311118,0.5705306709979862,0.3971808700377212
353,353,353,12-19,0.2497074677508406,1.3143798737961423,0.21136563347854329
354,354,354,12-20,0.07547354271049644,-0.5422397857254481,0.04283525735662928
355,355,355,12-21,0.03123698458975405,-1.0136202212951706,0.03740331097623648
356,356,356,12-22,0.10799609277816713,-0.1956826739607269,-0.04958100675362745
357,357,357,12-23,0.13490462398399308,0.09105200204464144,-0.4067198718502025
358,358,358,12-24,0.13092305238562527,0.048624764618802566,-0.3111954645464388
359,359,359,12-25,0.04861391819875488,-0.8284533167833079,-0.16564985160307524
360,360,360,12-26,0.12926030189835067,0.03090665809713462,-0.19662216517836686
361,361,361,12-27,0.11318909562813242,-0.14034654363498947,-0.31435772529771244
362,362,362,12-28,0.090556566914715,-0.381516555412477,-0.14448594424496855
363,363,363,12-29,0.06861147023692077,-0.6153613586714316,
364,364,364,12-30,0.2265724559065601,1.067855450935266,
365,365,365,12-31,,,
