,unnamed: 0,unnamed: 0,mth_day,depressing,depressing_norm,depressing_ravg
0,0,0,01-01,,,
1,1,1,01-02,3.714477115088816,0.2996491152371039,
2,2,2,01-03,3.5885451513069087,0.06892453828731543,
3,3,3,01-04,2.4513069409487738,-2.014651363303714,
4,4,4,01-05,2.1791720592308144,-2.5132396769616814,-1.2849469170130976
5,5,5,01-06,2.7497772468984705,-1.467812951480172,-1.5314626726004568
6,6,6,01-07,2.4142464971192856,-2.082551163857437,-1.8422130681001403
7,7,7,01-08,2.9071713582065906,-1.1794454182870515,-1.6399187653490201
8,8,8,01-09,2.5708796368143867,-1.795577834710785,-1.3362966310787254
9,9,9,01-10,3.1137934209968257,-0.8008855467969908,-1.0459088999030512
10,10,10,01-11,3.1734934823352035,-0.6915068713399138,-0.7940397349536226
11,11,11,01-12,3.700757789896717,0.2745134355738736,-0.489496036143177
12,12,12,01-13,3.2390839455830425,-0.5713361741608655,-0.11538764859058265
13,13,13,01-14,3.9045107805330974,0.6478167745756219,0.1252755054885557
14,14,14,01-15,3.796034005749266,0.4490724906047808,0.1373002595303489
15,15,15,01-16,3.9019326995374666,0.6430933776778395,0.3103639532998917
16,16,16,01-17,3.2128729254052923,-0.6193583470891546,0.5059055397068263
17,17,17,01-18,4.267517979137208,1.3128955981911306,0.1981297666265948
18,18,18,01-19,3.8794561929474063,0.6019133442807421,0.17089367102493258
19,19,19,01-20,2.8965867521295787,-1.1988378639057666,0.06829456524769037
20,20,20,01-21,3.706839476491583,0.2856559169948075,0.7957144638285132
21,21,21,01-22,3.565934505233073,0.0274987430143862,0.6421209451415
22,22,22,01-23,5.595074705554291,3.7451610443957817,0.5935932164760752
23,23,23,01-24,3.7645199798394238,0.39133448606905136,0.5450867312333209
24,24,24,01-25,3.7205344452210913,0.3107469722881933,0.37982037502114746
25,25,25,01-26,2.737734573739216,-1.4898767753622928,0.30351445005205835
26,26,26,01-27,3.1656145131169597,-0.7059422202782328,-0.4944749743237833
27,27,27,01-28,3.3160429217722407,-0.4303368068001481,-0.7341787141604182
28,28,28,01-29,2.9817672733587317,-1.042775501859268,-0.9961154260306884
29,29,29,01-30,2.9795226531767165,-1.0468879529507582,-0.8470093586702214
30,30,30,01-31,2.8627271422849008,-1.2608732989334284,-0.9618450808589806
31,31,31,02-01,3.2260367768960294,-0.5952403711994899,-0.8488289583785223
32,32,32,02-02,2.7895430551372287,-1.3949565534107884,-0.6437720784705677
33,33,33,02-03,3.6861554368185567,0.2477599280826009,-0.4338479193829123
34,34,34,02-04,3.6533008199410473,0.1875657775884596,0.026695034616127145
35,35,35,02-05,3.6669958807451946,0.2126570015751747,0.4269301763518701
36,36,36,02-06,4.370943025562244,1.502384425060808,1.0495327044025418
37,37,37,02-07,4.536752731987733,1.806170479214968,1.1356967711701562
38,38,38,02-08,4.8284821239490565,2.340658614893242,1.1959876524377469
39,39,39,02-09,3.9683311012994777,0.7647443286882881,1.216652652641727
40,40,40,02-10,3.8507453014057615,0.5493110651940032,0.8636901176419425
41,41,41,02-11,3.7346709613537183,0.3366470027990551,0.5395963620669931
42,42,42,02-12,3.2150384636402722,-0.6153907849378994,0.2421198456002117
43,43,43,02-13,3.4753895180145093,-0.13839205423472833,0.14169119817341275
44,44,44,02-14,3.854286767921203,0.5557995160925542,-0.10337949432698294
45,45,45,02-15,3.6394408645258767,0.16217244412749424,-0.3703748128886781
46,46,46,02-16,3.0481719306802924,-0.9211130898083713,-0.3130962611814795
47,47,47,02-17,2.8602974057086086,-1.2653249085711158,-0.2719854156129457
48,48,48,02-18,3.4026179732295114,-0.2717194746947081,-0.36090502375180017
49,49,49,02-19,3.6100219767743797,0.10827301917647432,-0.19000254999463004
50,50,50,02-20,3.563087078152208,0.02228186725942771,0.5862976025436011
51,51,51,02-21,4.19912335054322,1.1875872866705153,0.7595318902849106
52,52,52,02-22,5.5904499312057885,3.7366878254210163,0.6416279769861589
53,53,53,02-23,3.427616267132825,-0.2259191821232584,0.6233868248763539
54,54,54,02-24,3.0164986043549566,-0.9791429544872188,0.7142008027154524
55,55,55,02-25,3.5502846708349574,-0.0011738934823558832,0.4293904464389738
56,56,56,02-26,3.8604905724651615,0.5671657342940186,-0.227199814189754
57,57,57,02-27,3.2664079559679733,-0.521274850988356,-0.16154000741288665
58,58,58,02-28,3.4402056352361186,-0.2028537383513512,-0.09882911140014522
59,59,59,02-29,3.6426432534625284,0.16803965853794567,-0.2796073801800189
60,60,60,03-01,3.221868306789201,-0.60287757841077,-0.29290288281914195
61,61,61,03-02,2.9582602918760412,-1.0858435061615983,-0.20419353932573225
62,62,62,03-03,3.8169495996148366,0.4873927184592802,-0.19034364255942496
63,63,63,03-04,3.5569190574626357,0.010981209972102758,-0.4149372835742276
64,64,64,03-05,3.485562173867995,-0.11975435775350765,-0.4091116628661053
65,65,65,03-06,2.907129456714004,-1.1795221875508701,-0.5576554394996962
66,66,66,03-07,3.2409464266597694,-0.5679238541620365,-0.84699703155426
67,67,67,03-08,2.47179951479671,-1.977106165963144,-1.095034774554674
68,68,68,03-09,2.8693950207419245,-1.248656833868102,-1.1214602684102892
69,69,69,03-10,2.7446289976601608,-1.4772452480303817,-0.9498052729078259
70,70,70,03-11,3.399022255690092,-0.27830732088719823,-1.117401706196157
71,71,71,03-12,3.4692763496643084,-0.1495922145360925,-0.8838452668440905
72,72,72,03-13,2.6920907760169857,-1.5735024538920224,-0.5548768762918131
73,73,73,03-14,3.236665263830018,-0.5757675298507445,-0.3612397481491049
74,74,74,03-15,3.9467220049436276,0.7251535094455616,-0.3529724335279593
75,75,75,03-16,3.3787644017980587,-0.3154224791741326,-0.6167071985837743
76,76,76,03-17,3.4260965928727414,-0.2287034331603235,-0.2958346168518661
77,77,77,03-18,2.605580665742439,-1.7320008048709827,-0.17801587134707442
78,78,78,03-19,3.7429050813364415,0.3517330364994266,-0.5135693721441638
79,79,79,03-20,3.622505719698785,0.13114494317800585,-0.2714126471408577
80,80,80,03-21,2.8478296753640038,-1.2881674953369746,-0.0965283620463171
81,81,81,03-22,4.171794923101337,1.137517870845704,0.3380323252781732
82,82,82,03-23,3.9988189724572067,0.8206022774069202,0.09945570647969997
83,83,83,03-24,4.028708139910857,0.8753633190759588,0.13395853487783546
84,84,84,03-25,2.9615989236241447,-1.0797266762914126,0.26719122206596313
85,85,85,03-26,3.7354978159977312,0.3381619135668188,0.44007882701874895
86,86,86,03-27,3.2841487054218916,-0.4887713722082086,0.20026888485185665
87,87,87,03-28,4.737978445283969,2.1748435005624187,0.10633684849291326
88,88,88,03-29,3.2134738475273785,-0.6182573755944337,0.2898657312301372
89,89,89,03-30,3.7210934256806647,0.3117711009222986,0.026864882175168248
90,90,90,03-31,3.562631191257108,0.02144662013193125,0.11084570523190666
91,91,91,04-01,2.8742056077122946,-1.2398431807629953,-0.26553779147384177
92,92,92,04-02,3.5591745420458976,0.015113566132221931,-0.25803119089362303
93,93,93,04-03,3.50537340159404,-0.08345747967207202,-0.4205097274541271
94,94,94,04-04,3.2380569491169178,-0.573217772113121,-0.3242499822267854
95,95,95,04-05,3.1889981945967003,-0.6631001184407256,-0.19953337955776707
96,96,96,04-06,3.877868837195362,0.5990050914959816,0.018919321664325413
97,97,97,04-07,3.282635612819256,-0.4915435647488848,-0.05772977876413232
98,98,98,04-08,4.274577591570538,1.3258297734647768,0.11870883482971248
99,99,99,04-09,3.2543579649202194,-0.5433520822428185,0.11471409506537028
100,100,100,04-10,3.8158695443047823,0.485413909449948,-0.0903632629707416
101,101,101,04-11,3.1759159621798885,-0.6870685570267788,-0.09524018859577747
102,102,102,04-12,3.2062682275131147,-0.6314590567206897,-0.08965084079652967
103,103,103,04-13,3.2666643410293577,-0.5208051184991002,0.6321998080425187
104,104,104,04-14,4.2928819496218065,1.3593658602602636,0.5900444933562371
105,105,105,04-15,5.618321205437797,3.7877518107914714,0.7151990522046249
106,106,106,04-16,3.6778165904547118,0.2324820213322581,0.9179947808951338
107,107,107,04-17,3.585780214538206,0.06385879606354825,1.0179569976333869
108,108,108,04-18,3.8703968096919357,0.5853153154223636,0.7618747340723576
109,109,109,04-19,3.5940270803853918,0.07896818193041705,0.13516252838474271
110,110,110,04-20,3.4542471730507502,-0.17712772110591124,-0.041310965663198924
111,111,111,04-21,3.5659234982223964,0.0274785766657834,-0.0769013701686181
112,112,112,04-22,3.099889766497461,-0.8263589429553916,-0.3852617902362221
113,113,113,04-23,3.4692264535887967,-0.14968363096896686,-0.4494381072891646
114,114,114,04-24,2.8605581414816226,-1.2648472049832602,-0.1782215162420665
115,115,115,04-25,3.3838583222510685,-0.3060897203872381,-0.1668039945014684
116,116,116,04-26,4.342444825134299,1.4501718251766773,-0.2316670104491466
117,117,117,04-27,3.603314337637715,0.09598370710937214,-0.18748765189083708
118,118,118,04-28,2.887472162362834,-1.2155370386414606,0.0422500470292532
119,119,119,04-29,3.6139078773562447,0.1153925203808902,0.010810428834957328
120,120,120,04-30,3.612918032106701,0.1135789885372816,-0.457691625611063
121,121,121,05-01,3.2808978250529908,-0.4947274295530134,-0.3995443175756037
122,122,122,05-02,2.8081639644069685,-1.3608405014994445,-0.20087289059006488
123,123,123,05-03,3.793738906697744,0.4448675553221276,-0.22470609954357354
124,124,124,05-04,3.5380942142932814,-0.023508476728227343,-0.0480762061520664
125,125,125,05-05,3.5358573416113765,-0.02760673334016221,0.17424330945926356
126,126,126,05-06,4.191357042760223,1.1733583488863244,0.162767738346102
127,127,127,05-07,4.008964168693615,0.8391896641149661,0.03565851416683883
128,128,128,05-08,2.7705830211480142,-1.4296939281784138,0.22201336751016346
129,129,129,05-09,3.3774733897604787,-0.3177877897534513,0.20220990361011848
130,130,130,05-10,4.1483811534325294,1.0946206433317205,0.2782153244907721
131,131,131,05-11,3.4710036758705263,-0.14642751674043206,-0.06596142715709981
132,132,132,05-12,4.440264515976327,1.629390874170246,0.11982315376241764
133,133,133,05-13,2.8818318589216934,-1.2258708457722651,0.25924757677922705
134,134,134,05-14,3.379002395231903,-0.3149864426613092,0.3458340773531408
135,135,135,05-15,3.834069517189604,0.5187587483474052,0.4873448925231992
136,136,136,05-16,4.431940231492493,1.6141396467752027,0.1636402501557235
137,137,137,05-17,3.9344324554050667,0.7026373742799188,0.5727231204603135
138,138,138,05-18,3.380175595127791,-0.3128369800346082,0.7513829757707523
139,139,139,05-19,4.22152292837046,1.2286263760552742,0.7442282648408266
140,140,140,05-20,3.964089256605962,0.7569726892013233,0.6787750994753452
141,141,141,05-21,3.810638806609686,0.4758304827678511,0.7286391339244958
142,142,142,05-22,4.217589967835647,1.221420654582315,0.7474143538848139
143,143,143,05-23,4.097730423830078,1.0018215809748212,0.45942757987922295
