,unnamed: 0,unnamed: 0,mth_day,friends,friends_norm,friends_ravg
134,134,134,05-14,3.0360563409758936,-0.33833170864395873,0.1058627941859739
135,135,135,05-15,3.4873852334629087,0.5765590324853412,0.032990869532207784
136,136,136,05-16,3.5369083683668228,0.676947592467885,0.1920113484806039
137,137,137,05-17,2.819947918474423,-0.7764060223382521,0.11503574750536807
138,138,138,05-18,3.6889043527651566,0.9850593068511382,0.3737780946673439
139,139,139,05-19,2.9890523427650697,-0.4336137157899528,0.6125155493701505
140,140,140,05-20,3.801904491367885,1.2141223743278955,0.5302070408962835
141,141,141,05-21,4.19402115958357,2.008983760702182,0.6586210628975594
142,142,142,05-22,3.2932844712056317,0.18309654162468245,0.5103322414649316
143,143,143,05-23,3.2000389330021237,-0.005921890330595639,0.9595816799900176
144,144,144,05-24,3.2499861746484067,0.09532637825537073,0.9280405311021284
145,145,145,05-25,4.318779986240815,2.2618829153605637,0.6827365762589274
146,146,146,05-26,3.708546249850865,1.0248754810005605,0.673433803432438
147,147,147,05-27,3.4679491340295163,0.5371600316429763,0.38768546966864137
148,148,148,05-28,3.2657493133900317,0.12727990466574612,0.4389596938023368
149,149,149,05-29,2.354256109699525,-1.7204118929133752,0.2069677674069476
150,150,150,05-30,3.4017520921578126,0.4029717230575428,-0.04484244060198276
151,151,151,05-31,3.6321100627259,0.8699313569882279,-0.1150788430818672
152,152,152,06-01,2.9632164491099897,-0.4859857670530214,0.024431520824232056
153,153,153,06-02,3.260057308360433,0.11574161676366965,0.6359127061076143
154,154,154,06-03,3.678684247813866,0.9643420881023416,0.7322431412753726
155,155,155,06-04,4.164171416897453,1.9484752187869183,0.7214331680109098
156,156,156,06-05,3.686879310059642,0.9809543340640928,0.9108804878612746
157,157,157,06-06,3.6001137616905963,0.8050715174014517,1.2582750888154497
158,158,158,06-07,3.5239591381035886,0.6506981520491673,1.1300580231965245
159,159,159,06-08,4.2883061262099815,2.20010922248872,0.8506913409898239
160,160,160,06-09,3.299176201952817,0.19503969438878851,0.8328644151219438
161,161,161,06-10,3.337277562080516,0.2722751255467159,0.7332547426743327
162,162,162,06-11,3.634113621130708,0.8739927788568109,0.6236898018531241
163,163,163,06-12,3.305280371478676,0.20741348271578453,0.4582830393883552
164,164,164,06-13,3.1996592768860443,-0.006691492878085366,0.4828756553213992
165,165,165,06-14,3.798720774274259,1.2076686477001082,0.7113851941890131
166,166,166,06-15,3.3719675700153164,0.3425953899870524,0.7935994179020841
167,167,167,06-16,4.0136400114755295,1.6433323587523996,1.012243911851521
168,168,168,06-17,3.8774584460392982,1.3672781211352374,1.2232425732118604
169,169,169,06-18,3.9524434011150418,1.519280446412405,1.2870404300200329
170,170,170,06-19,3.8241915048357376,1.2593004752839514,1.5489181459576395
171,171,171,06-20,3.987555231298512,1.5904557885491473,1.5268791408951374
172,172,172,06-21,4.147096058179423,1.9138616856126884,1.6295104777879186
173,173,173,06-22,3.9484070434332654,1.5110983283773856,1.4169538939636712
174,174,174,06-23,4.181235622035886,1.9830661424919245,0.9423151534765348
175,175,175,06-24,3.3232998984724933,0.2439409434669209,0.6932967857589297
176,176,176,06-25,2.4193143925519056,-1.5885319676388667,0.4072572237677215
177,177,177,06-26,3.2504889627809215,0.09634558224351676,0.3804661044056165
178,178,178,06-27,3.3004512321866906,0.1976243136654386,0.16393221369214894
179,179,179,06-28,3.8691083533059993,1.350351612204755,0.13066811374866832
180,180,180,06-29,3.5403197398116366,0.6838627982111187,0.6001722187606605
181,181,181,06-30,3.2248419162535216,0.044356343806037334,0.6604506854331914
182,182,182,07-01,3.8089935632358864,1.2284926624330863,0.6708601984129796
183,183,183,07-02,3.428906422141463,0.4580163822787017,0.4660192927567721
184,184,184,07-03,3.331262215968412,0.26008139154416793,0.3650599571038822
185,185,185,07-04,3.262802387382223,0.12130617826750956,0.4523144887862447
186,186,186,07-05,3.2414914988118486,0.07810678429377976,0.3151301997304486
187,187,187,07-06,3.4831054839888185,0.5678835339002122,0.2280421645137189
188,188,188,07-07,3.4029435478881807,0.4053869280983097,0.19154407713235544
189,189,189,07-08,3.1711356651565143,-0.06451182902167599,-0.04077244269645231
190,190,190,07-09,3.2232319958654614,0.04109286725598703,0.06260164372469343
191,191,191,07-10,2.575171703932416,-1.272592940705337,0.1944927841644104
192,192,192,07-11,3.5474671295984685,0.6983513028206542,0.2595354410025245
193,193,193,07-12,3.873488376726569,1.3592303765385143,0.4866303075082504
194,194,194,07-13,3.5954624725343547,0.7956428691269941,0.28259378749310404
195,195,195,07-14,3.8433108439959103,1.298057370012679,0.20684424589350395
196,196,196,07-15,2.6193069206701085,-1.1831262528348911,-0.1685007696302602
197,197,197,07-16,2.350961608586956,-1.7270901903029374,-0.2878417703447847
198,198,198,07-17,2.4364882386256044,-1.5537187903219307,-0.5345958977904002
199,199,199,07-18,3.520252481382649,0.6431843722513673,-0.8497895564910286
200,200,200,07-19,2.865098099718672,-0.684881895546699,-0.2005511225521868
201,201,201,07-20,2.910373181572808,-0.5931045821910911,-0.08226759017558145
202,202,202,07-21,4.5409794232550444,2.7123043507981595,0.38256711358926987
203,203,203,07-22,2.7010675169783083,-1.0173889960433051,0.0850283240516528
204,204,204,07-23,3.8123465085262964,1.235289432267177,0.018467025013200872
205,205,205,07-24,2.639571239457428,-1.1420483649743352,-0.1262013216206418
206,206,206,07-25,2.668084165527316,-1.0842496897774103,-0.8509576443053785
207,207,207,07-26,2.4821712003159964,-1.4611146619941469,-0.8179811339748092
208,208,208,07-27,2.3957824916312616,-1.63623358531026,-1.1256541023897364
209,209,209,07-28,2.798674266395476,-0.8195299340598903,-1.1046203592688832
210,210,210,07-29,2.9016692406932205,-0.610748378222386,-1.0032371483424718
211,211,211,07-30,2.7018287455889665,-1.0158459062492171,-1.0192851608123703
212,212,212,07-31,2.9681670295054605,-0.4759504242189422,-0.5946213159467398
213,213,213,08-01,2.434670894307542,-1.5574027368135397,-0.34120150168945473
214,214,214,08-02,3.6527395521819184,0.9117494838835246,-0.4509901350622091
215,215,215,08-03,3.5487683199990268,0.7009889514838203,-0.34092635607051586
216,216,216,08-04,2.576707274765192,-1.269480178458912,-0.34339020523403635
217,217,217,08-05,3.0276051115008564,-0.3554632322990578,-0.002486672685745909
218,218,218,08-06,2.960874314009045,-0.4907335192000655,-0.06803498492804687
219,219,219,08-07,3.443706882145917,0.48801845847620295,-0.013415086955357572
220,220,220,08-08,3.458723944598916,0.5184596104297189,0.10257646465685928
221,221,221,08-09,3.7104370545366976,1.028708339319956,0.12417176979704647
222,222,222,08-10,2.9200291787274506,-0.5735308687856109,0.14145771908340532
223,223,223,08-11,3.0915247778414017,-0.2258914014579345,0.014787423481568527
224,224,224,08-12,3.0120387733019816,-0.38701782348191255,-0.020524439089051032
225,225,225,08-13,3.068777100993612,-0.2720033151348177,-0.39328519642651855
226,226,226,08-14,3.3542048160788536,0.3065884350060015,-0.5220264163750119
227,227,227,08-15,2.607107276180376,-1.2078562047048491,-0.7762592829675672
228,228,228,08-16,2.538969695197916,-1.3459781884765707,-0.7674081131306459
229,229,229,08-17,2.3390241810725425,-1.7512886010132658,-0.8613657648474701
230,230,230,08-18,3.0382372372285986,-0.3339108044603853,-0.7640172912536709
231,231,231,08-19,2.7906730543550515,-0.8357492254357625,-0.4241355029159119
232,232,232,08-20,3.64234531284347,0.8906792765687958,-0.35206278632417193
233,233,233,08-21,3.6131190164520417,0.8314345253217055,-0.07124540172389655
234,234,234,08-22,2.7522968034232904,-0.9135418889261316,0.09886647456870704
235,235,235,08-23,3.1702119512731617,-0.06638429341161364,0.10960099282179893
236,236,236,08-24,3.5417491951565565,0.6867604532952364,0.12646607368637888
237,237,237,08-25,2.822446017071252,-0.7713421159172112,0.11752029248266227
238,238,238,08-26,3.692264049099906,0.9918697617562756,0.26002507766343746
239,239,239,08-27,3.58664051355592,0.7777598380994059,0.11675912289814155
240,240,240,08-28,3.174094886921325,-0.05851317784148043,0.0659279004084977
241,241,241,08-29,2.7461608916974423,-0.9259800220033892,0.25168677003802226
242,242,242,08-30,3.3912945125240017,0.3817731183573733,0.194359388146534
243,243,243,08-31,3.3722713096261647,0.3432111018599361,0.16828001128393946
244,244,244,09-01,3.5225814676826204,0.647905470407346,-0.031957408474570334
245,245,245,09-02,3.5094485009121974,0.6212835769238385,-0.002285146502014982
246,246,246,09-03,2.5814147197845574,-1.2599376963925393,0.017782305965189704
247,247,247,09-04,2.8339874388354813,-0.7479464501680569,0.09929420159961493
248,248,248,09-05,3.450691907359672,0.5021778331606014,-0.2370044726548165
249,249,249,09-06,3.6135373226746212,0.8322824756664874,-0.3371513520293861
250,250,250,09-07,2.5271753407690265,-1.3698865751192424,-0.4993386543247597
251,251,251,09-08,3.2130250388164066,0.020402300676421185,-0.5233833346551603
252,252,252,09-09,2.101358606657389,-2.233061510164781,-0.5052729455335357
253,253,253,09-10,2.7628178983262264,-0.8922145321504602,-0.30944548864615085
254,254,254,09-11,3.5042966155329047,0.6108401678903487,-0.3733196986420723
255,255,255,09-12,4.193164497345358,2.0072472169907964,-0.5230064658781018
256,256,256,09-13,2.3381148869249446,-1.7531318350947709,-0.13474842473913662
257,257,257,09-14,2.769969098869687,-0.8777183027397562,-0.0551616984692472
258,258,258,09-15,3.2505585963094554,0.09648673666901082,-0.08371966137776955
259,259,259,09-16,2.9983856272971328,-0.4146941745311236,-0.6749239914914575
260,260,260,09-17,3.4197682678837924,0.4394923904392145,-0.2510369058184673
261,261,261,09-18,2.443266393352885,-1.5399787636913311,0.026350862130001262
262,262,262,09-19,3.5927728279170568,0.7901906789431704,0.1355880256176725
263,263,263,09-20,3.5910055907884577,0.7866083049510553,0.10679692969516404
264,264,264,09-21,3.573888273607037,0.7519097175950382,0.13350069982996293
265,265,265,09-22,2.913167232234,-0.5874407500661742,0.18734351675481284
266,266,266,09-23,3.4988084141549627,0.5997150112480079,-0.05977910017559882
267,267,267,09-24,2.602635055676942,-1.2169218621422315,-0.4821548392780084
268,268,268,09-25,2.8613177678077584,-0.6925450226392995,-0.5455035539497554
269,269,269,09-26,2.3408210651007058,-1.7476461296634018,-0.6672743063088205
270,270,270,09-27,3.3863832266241563,0.37181742956455627,-0.8311770048509843
271,271,271,09-28,2.552739546202186,-1.3180652642205657,-0.6881296266728033
272,272,272,09-29,3.013674921707388,-0.3837011800049753,-0.6982713658643701
273,273,273,09-30,3.0260391532195925,-0.35863759307314524,-0.5417705649604739
274,274,274,10-01,2.831299364222831,-0.7533954577887008,-0.5833350793633648
275,275,275,10-02,2.804045775789764,-0.808641324240025,-0.24035855360368266
276,276,276,10-03,3.263356954247226,0.12243034314721098,-0.2916767207498497
277,277,277,10-04,3.5679113600239503,0.7397938903375268,-0.3435973999398147
278,278,278,10-05,2.8617789378397163,-0.6916101828819774,-0.23814115247673426
279,279,279,10-06,2.8723598016914167,-0.670161668212935,-0.07039052959458432
280,280,280,10-07,3.143437956736724,-0.120657973010218,-0.2285578995051047
281,281,281,10-08,3.3005686900731925,0.19786241305287444,-0.3378598060661573
282,282,282,10-09,2.795199387358851,-0.8265738763159114,-0.4809947590825678
283,283,283,10-10,3.244390050534948,0.08398245097121101,-0.41427146192137815
284,284,284,10-11,2.4381156286580956,-1.5504199009804398,-0.386893078746069
285,285,285,10-12,3.069853232045757,-0.2698218852457974,-0.5935128923433868
286,286,286,10-13,3.22447488148259,0.043612326041636895,-0.509661205728135
287,287,287,10-14,2.688997357380659,-1.0418564685310323,-0.4928069182592761
288,288,288,10-15,3.04339091768202,-0.3234637566244011,-0.2709270784798086
289,289,289,10-16,3.2942768395580067,0.18510817578436456,-0.2763997461044255
290,290,290,10-17,3.0948549168659145,-0.2191408623036352,-0.12893598959431993
291,291,291,10-18,3.053654753427956,-0.3026578909934985,-0.2277215661004917
292,292,292,10-19,3.6609509605312995,0.9283948651022704,-0.24977093177139945
293,293,293,10-20,2.3966031981621163,-1.6345699275680634,-0.37065909776614464
294,294,294,10-21,2.9781272834079973,-0.4557599506498475,-0.1631136970338349
295,295,295,10-22,2.9364615095710755,-0.5402208201841068,-0.19000327813541174
296,296,296,10-23,3.7091658830321927,1.0261315420902233,-0.18144228900099288
297,297,297,10-24,2.9740646276625498,-0.4639953776029594,0.03258114746385802
298,298,298,10-25,3.6862905223233096,0.9797607999087834,0.0518199271665824
299,299,299,10-26,3.0300884190971127,-0.35042930877895817,0.22342207310887693
300,300,300,10-27,3.035071900370549,-0.3403272724335013,-0.03917278763651261
301,301,301,10-28,3.444384497495937,0.4893920554696605,0.08446662895824815
302,302,302,10-29,2.931914727161665,-0.5494376223821139,-0.06653561386272977
303,303,303,10-30,3.3400233489667435,0.2778411219656052,0.11612977092072008
304,304,304,10-31,3.2393409230870733,0.07374734298291588,0.2285731125456613
305,305,305,11-01,3.570757345585095,0.7455629999217409,0.06768322895085699
306,306,306,11-02,3.367891503160375,0.3343327773161454,-0.0852515091129754
307,307,307,11-03,2.9681685973181127,-0.4759472460991649,-0.07936656094937476
308,308,308,11-04,2.4792451600747283,-1.4670460507651082,0.036022054901644354
309,309,309,11-05,3.357442131457052,0.313150810947209,0.07508980584568269
310,310,310,11-06,3.5808782052331387,0.7660790380890306,0.2082288276435912
311,311,311,11-07,3.686393479865567,0.9799695055859708,0.28282488521200017
312,312,312,11-08,3.761967983903963,1.1331669081035964,0.3814454571046211
313,313,313,11-09,3.1889645100936,-0.02837090068871071,0.2402198823077134
314,314,314,11-10,2.7711509242567405,-0.8753226194093829,0.16907906743685974
315,315,315,11-11,2.9394303663456,-0.5342026378342369,0.034391932251523004
316,316,316,11-12,3.3703094209432014,0.33923414886390885,-0.1281992673129239
317,317,317,11-13,3.2877347581886203,0.17184669447395035,-0.26411787734008496
318,318,318,11-14,3.2807163804372315,0.15761971071691505,-0.2010609991712784
319,319,319,11-15,2.7866607618479056,-0.8438825608516775,-0.2841933925096629
320,320,320,11-16,2.957792168122563,-0.4969813503965434,-0.2376372184159244
321,321,321,11-17,2.6933678629549003,-1.0329969978645441,0.10358085837649364
322,322,322,11-18,3.5081104427322503,0.6185711934263401,0.024272487747653605
323,323,323,11-19,4.297701761495564,2.2191551552284583,0.15941661216207229
324,324,324,11-20,3.0459725527534047,-0.3182305130561251,0.4251500081195289
325,325,325,11-21,3.186672120074997,-0.03301781436516537,0.692822740177068
326,326,326,11-22,3.74433303405975,1.0974190253481966,0.5697899548335649
327,327,327,11-23,3.4856489449082413,0.5730393944806901,0.07469636642257615
328,328,328,11-24,3.1439472814778187,-0.1196255186346788,0.22734692608165075
329,329,329,11-25,2.8322806075391664,-0.7514063752374743,0.27154745097262445
330,330,330,11-26,3.497800983829741,0.5976728448983224,0.2698446688642819
331,331,331,11-27,3.3175006860418828,0.2321853349806768,0.2537682930810254
332,332,332,11-28,3.7392929911657338,1.087202332698141,0.7762459260579141
333,333,333,11-29,3.438064686692844,0.4765811397811508,0.943847495755279
334,334,334,11-30,4.690422117257383,3.0152402792266537,0.7771207843588449
335,335,335,12-01,3.328362341215209,0.2542030429467163,1.0163273097254069
336,336,336,12-02,3.004308732003006,-0.4026874234802834,0.7457511534750753
337,337,337,12-03,4.025525008396018,1.6674244871800492,0.6449321642506042
338,338,338,12-04,2.938418101232203,-0.5362546048038489,0.3863678962979972
339,339,339,12-05,3.139651855284092,-0.1283327955656758,0.18806063391352207
340,340,340,12-06,3.92510106123017,1.463854671511012,0.25425290766341435
341,341,341,12-07,2.7413952221012474,-0.935640531360134,-0.0099211427330879
342,342,342,12-08,3.200230392982068,-0.005533780980930225,-0.1310454707659176
343,343,343,12-09,3.243599629358358,0.08238018480103572,-0.06010164506431714
344,344,344,12-10,2.579903758261724,-1.2630005730008271,-0.3500853804878063
345,345,345,12-11,3.3496375738618482,0.2973301586439269,-0.15666291664116572
346,346,346,12-12,3.066781926949408,-0.27604774102992297,-0.05831475435200864
347,347,347,12-13,3.3139038887574976,0.2248942517197096,-0.3079159479580881
348,348,348,12-14,3.491329855477286,0.5845551927540122,-0.22274205234601066
349,349,349,12-15,2.5048082619785808,-1.415226976835441,-0.3528883975695219
350,350,350,12-16,2.8320088780137493,-0.7519571993283621,-0.4716975779939507
351,351,351,12-17,2.964419078076511,-0.4835479126971409,-0.4767683092990905
352,352,352,12-18,2.7151201596520878,-0.9889028235764956,-0.6778181258704171
353,353,353,12-19,3.2988950962897343,0.1944698638888709,-0.4550608361494026
354,354,354,12-20,2.8962450854477004,-0.6217437066739476,-0.4548892742947435
355,355,355,12-21,3.164144702999483,-0.0786832385093533,-0.2571883602795769
356,356,356,12-22,2.8325166817440217,-0.7509278282004083,-0.10879477334091472
357,357,357,12-23,3.54959147443936,0.7026575713938594,-0.0968793228669607
358,358,358,12-24,3.154348431844668,-0.09854130194452301,-0.0402814764610532
359,359,359,12-25,3.3341634851200035,0.265962566732595,-0.11169651240876834
360,360,360,12-26,3.0637683241504843,-0.28215662823850257,-0.20140471902374069
361,361,361,12-27,2.9527642552659046,-0.5071734541956442,-0.3315359309959772
362,362,362,12-28,2.566990513087717,-1.289177067890242,-0.6124465552589179
363,363,363,12-29,3.1644177713701183,-0.07812970043955926,
364,364,364,12-30,2.322884682763983,-1.7840050475221674,
365,365,365,12-31,,,
