,unnamed: 0,unnamed: 0,mth_day,isolation,isolation_norm,isolation_ravg
0,0,0,01-01,,,
1,1,1,01-02,1.5081557417358995,0.6654918302728721,
2,2,2,01-03,1.191999531266455,-0.4798933748251194,
3,3,3,01-04,0.8643744833205204,-1.666828409818086,
4,4,4,01-05,0.9436374646203616,-1.3796708494526186,-0.7666241359167771
5,5,5,01-06,1.1266922098893497,-0.716491730994833,-1.0767421252055704
6,6,6,01-07,1.0422667153997465,-1.022352280682877,-1.3333261119662203
7,7,7,01-08,0.9945517881198204,-1.1952161054598884,-1.4217708394210269
8,8,8,01-09,0.7670562690678709,-2.0193972953890182,-1.3958438512536007
9,9,9,01-10,0.7178961645313987,-2.1974967745469263,-1.2483012043110495
10,10,10,01-11,0.9865766170980546,-1.2241089204480655,-1.0289567058176754
11,11,11,01-12,1.3710459378703086,0.16876415066047662,-0.9373473796386708
12,12,12,01-13,1.4055355534587457,0.29371471027736845,-0.8319152416823465
13,13,13,01-14,1.1462711779609116,-0.6455601483858602,-0.3382516237478295
14,14,14,01-15,0.9416683998144596,-1.3868044676510731,-0.2548726193575541
15,15,15,01-16,1.5354804217654174,0.7644849330601765,-0.29134196951750185
16,16,16,01-17,1.1246653052184292,-0.7238348941064128,-0.4508468500972926
17,17,17,01-18,1.3106469830372964,-0.05005195029921024,-0.5312958145884638
18,18,18,01-19,1.1413704933320596,-0.6633145732013761,-0.39668487819379344
19,19,19,01-20,1.0130350947470892,-1.1282539353328866,-0.461598587076876
20,20,20,01-21,1.1646051900690957,-0.5791388492830516,-0.6215469711374504
21,21,21,01-22,1.427973154603347,0.3750026797616808,-0.5386308266246654
22,22,22,01-23,0.8597657338765268,-1.6835251984698594,-0.4922111978701696
23,23,23,01-24,1.4479691027183663,0.44744491677749937,-0.4338846921813544
24,24,24,01-25,1.2182486676952302,-0.3847968006744007,-0.6573411472946965
25,25,25,01-26,1.1096329218872922,-0.7782949011999949,-0.7566237889758313
26,26,26,01-27,0.7945263079299172,-1.919877579963104,-0.21489544248120326
27,27,27,01-28,1.2635455526773145,-0.22069317032512828,-0.2914924027991073
28,28,28,01-29,1.7569527083684853,1.5668448804979087,-0.4832257621070895
29,29,29,01-30,1.3211125416253753,-0.012136845129924759,-0.2124019585473801
30,30,30,01-31,0.9007081999316259,-1.5351969565222936,0.11744586923763195
31,31,31,02-01,1.5581595506088517,0.8466479201582617,0.17946748154405393
32,32,32,02-02,1.3408059637169791,0.05920938674696815,0.0629172753945431
33,33,33,02-03,1.3662630550165864,0.15143650351340368,0.1122063308530425
34,34,34,02-04,1.5639273156447715,0.8675436436008438,0.3437403203778209
35,35,35,02-05,1.4027429359522041,0.2835974876210717,0.3146762849570949
36,36,36,02-06,1.2841647439687742,-0.1459930193736232,0.30870877239956224
37,37,37,02-07,1.5100249566294557,0.6722637076339052,0.4515025921796394
38,38,38,02-08,1.3309228284308534,0.02340431140177231,0.093146750998114
39,39,39,02-09,1.602751981567355,1.0081994221938666,-0.029468441510990206
40,40,40,02-10,0.9704339254214452,-1.2825914034883086,-0.1820243911674254
41,41,41,02-11,1.1996729760621079,-0.4520936674335535,-0.4390370450367585
42,42,42,02-12,1.0315082016285777,-1.0613287173122343,-0.33176040292642345
43,43,43,02-13,1.0843717545711755,-0.8698122155820933,-0.24310224078526896
44,44,44,02-14,1.5085897468991536,0.6670641640637827,-0.2448047454539944
45,45,45,02-15,1.7495837816201674,1.5401483950407937,-0.22984928125364226
46,46,46,02-16,0.9676143110839716,-1.2928064315006609,0.008321451812627556
47,47,47,02-17,1.2244415667494142,-0.3623608822314411,-0.011559804262158413
48,48,48,02-18,1.4259562322604349,0.3676956810853846,-0.20197773023957905
49,49,49,02-19,1.051445281178641,-0.9890997520308092,-0.4873823366827335
50,50,50,02-20,1.193227842723054,-0.4754433918007411,-0.33388687114358184
51,51,51,02-21,1.276909060022705,-0.17227924361813324,-0.07680590641788357
52,52,52,02-22,1.2218268388507307,-0.3718336382657509,-0.2469209504322871
53,53,53,02-23,1.6502079022830678,1.1801249061227486,-0.18374035365746613
54,54,54,02-24,1.1442190799728675,-0.6529945830010365,0.3047402234196779
55,55,55,02-25,1.1560822432903517,-0.6100161713818837,0.2193500459157609
56,56,56,02-26,2.0022281726518383,2.455440070662123,0.2634432147099901
57,57,57,02-27,1.1354895542837151,-0.6846203086416353,0.1773144546309117
58,58,58,02-28,1.2948520312044969,-0.1072746255003755,0.3556716326064497
59,59,59,02-29,1.5075651881402543,0.6633523456482783,0.2620408904263242
60,60,60,03-01,1.4396064967883984,0.4171484848521917,0.11953572158390567
61,61,61,03-02,1.0010150720049802,-1.1718006244626369,-0.04139067298428443
62,62,62,03-03,1.7662172972555237,1.6004090576076118,0.09180029934250346
63,63,63,03-04,0.8689702443882981,-1.650178676050776,-0.04730130742935592
64,64,64,03-05,1.5154371386014898,0.6918712084603519,0.045733991445979366
65,65,65,03-06,1.2771911445182782,-0.17125729498287806,0.03444487767173898
66,66,66,03-07,1.5936875207167718,0.9753602781042032,-0.3024996315161271
67,67,67,03-08,0.9823185317605116,-1.2395353071080792,-0.22169983061115592
68,68,68,03-09,1.2081844257507328,-0.4212579975195843,-0.5276872020354598
69,69,69,03-10,1.0027873676430852,-1.165379870620949,-0.6426906856171047
70,70,70,03-11,1.0086741350088009,-1.144053020085472,-0.916933126346628
71,71,71,03-12,1.086727366578102,-0.8612781964727466,-0.7764222486258587
72,72,72,03-13,1.1394990934958025,-0.6700943662729373,-0.9890374628152389
73,73,73,03-14,1.2150265487606091,-0.396470040783464,-0.9543408524951944
74,74,74,03-15,0.856060336280696,-1.6969492826558643,-0.81234332669842
75,75,75,03-16,1.0602503876965796,-0.957200208700682,-0.7641267542176186
76,76,76,03-17,1.2438442740264666,-0.2920678653048265,-0.5037709653453067
77,77,77,03-18,1.1665815611469137,-0.5719787615879378,-0.5229813671762961
78,78,78,03-19,1.5706890506418476,0.8920403669609335,-0.33374565712918
79,79,79,03-20,1.1832111150491464,-0.5117324517693993,-0.2625253295074229
80,80,80,03-21,1.1694643057454783,-0.5615350223731685,-0.5262030464940795
81,81,81,03-22,1.1782024030835463,-0.5298782429701391,-0.6592824091779967
82,82,82,03-23,0.8071526837211563,-1.8741341672247656,-0.7454784300103116
83,83,83,03-24,0.94618129679618,-1.3704549376914417,-0.5748778361559551
84,84,84,03-25,1.4279349421588845,0.3748642419670447,-0.4832158034598392
85,85,85,03-26,1.465752413907022,0.511871111356739,-0.53547104289502
86,86,86,03-27,1.3212709858325558,-0.011562826196472444,-0.20495548156545465
87,87,87,03-28,1.091659543597666,-0.8434096795812241,0.31155726100901504
88,88,88,03-29,1.3545382108226531,0.10895920075262673,0.3792329193435503
89,89,89,03-30,1.8016072825241165,1.7286215177553763,0.2949907965159497
