,unnamed: 0,unnamed: 0,mth_day,slow paced,slow paced_norm,slow paced_ravg
67,67,67,03-08,4.3788887841201936,-1.0815050531657304,-0.8117806026756088
68,68,68,03-09,4.485756241004245,-0.920274987030546,-0.5681007306822702
69,69,69,03-10,4.3788705499124525,-1.0815325629671786,-0.4560304598739297
70,70,70,03-11,5.542748234690031,0.6744002678622598,-0.6071428223844374
71,71,71,03-12,5.040916347197847,-0.08270943389564528,-0.4977240101801958
72,72,72,03-13,4.332669862858617,-1.151235165109783,-0.2708495266351041
73,73,73,03-14,4.8140424924516125,-0.4249921799402802,-0.2214020078454456
74,74,74,03-15,5.388025885972979,0.44097191424000415,-0.16377242390354804
75,75,75,03-16,4.575521114249993,-0.7848474502292271,-0.4759852943092056
76,76,76,03-17,5.771938505144651,1.0201777715136449,-0.4082458462080476
77,77,77,03-18,3.7992597654007416,-1.95598665632959,-0.4978146870601785
78,78,78,03-19,4.602066609612916,-0.744798476502835,-0.3847417323915973
79,79,79,03-20,4.457831229848997,-0.9624052250530656,-0.26069010321703096
80,80,80,03-21,5.837711954984393,1.119409642251491,-0.3543032447126739
81,81,81,03-22,5.068868879340919,-0.04053767518182918,0.3166322595319589
82,82,82,03-23,5.399643240283392,0.4584989225397876,0.5647491934293022
83,83,83,03-24,6.467540172048613,2.0696263691382057,0.9293238939866404
84,84,84,03-25,5.588816526836609,0.7439031268812247,0.8450930251151748
85,85,85,03-26,5.907728461553654,1.2250429782909638,0.7946561840768941
86,86,86,03-27,5.502729567522733,0.614024429022698,0.6873822988487998
87,87,87,03-28,4.868283824795066,-0.3431587214115143,0.36734409184194544
88,88,88,03-29,4.973019810328862,-0.1851443888287784,0.2790828032695773
89,89,89,03-30,5.194762577581439,0.14939712709708095,-0.04396715936277055
90,90,90,03-31,5.237805341002455,0.21433539544701635,-0.02296028794065134
91,91,91,04-01,4.622973250051345,-0.7132567975031237,-0.04683835517946319
92,92,92,04-02,5.586272952939068,0.7400656575554133,-0.10454965777788096
93,93,93,04-03,4.773321822398616,-0.4864271248443854,-0.09580052904362724
94,94,94,04-04,4.74350454844262,-0.5314122044192849,0.10081104603673356
95,95,95,04-05,5.229557470129467,0.2018918995026032,0.3702497845729583
96,96,96,04-06,6.019720756401044,1.3940048459291812,0.35820994639593
97,97,97,04-07,5.69451902796861,0.903375633714225,0.33655473938845465
98,98,98,04-08,5.5383910565366055,0.6678266284932436,0.4576360733702132
99,99,99,04-09,4.68720003543937,-0.6163583668892378,0.7665498853840291
100,100,100,04-10,5.225039582779564,0.19507579947126624,0.4030916047833252
101,101,101,04-11,6.458093844676175,2.055374771585498,0.1988671000089212
102,102,102,04-12,4.574263476788701,-0.7867448376750422,0.0018098305354734558
103,103,103,04-13,4.8823273326425305,-0.3219713949321989,0.17779423185212292
104,104,104,04-14,4.754703134527615,-0.5145169883474429,-0.014727105086867984
105,105,105,04-15,5.3870821059783855,0.4395480410106589,-0.508661826748012
106,106,106,04-16,4.459390861008148,-0.9600522221626792,-0.28121074665798457
107,107,107,04-17,4.493737611277392,-0.9082335583813658,-0.12729816103240654
108,108,108,04-18,5.478826220354335,0.5779616428651222,-0.06536238807889777
109,109,109,04-19,5.494430782173951,0.6015041188212691,0.002394077502837229
110,110,110,04-20,5.001018925534232,-0.14290235062639,0.10983423283217014
111,111,111,04-21,5.656546530489647,0.8460868345010689,0.267936791476398
112,112,112,04-22,4.886675539697525,-0.3154112901866817,-0.1325017463476713
113,113,113,04-23,5.1225043955694805,0.04038179348400138,-0.189478618203934
114,114,114,04-24,3.8863001164546316,-1.8246695840792937,-0.0020050651593963575
115,115,115,04-25,5.267836318407548,0.2596428876836929,-0.06887371878441753
116,116,116,04-26,5.746592837167633,0.981938967640836,-0.13037467304326208
117,117,117,04-27,5.390612894308858,0.4448749127509419,0.004940254206482422
118,118,118,04-28,4.642089003136497,-0.6844170157397491,0.2847656604348374
119,119,119,04-29,5.660645791908268,0.8522713569824684,0.2801186578636047
120,120,120,04-30,4.999153205906223,-0.1457171467091636,-0.1165436605492534
121,121,121,05-01,5.2493553976155845,0.2317608722562965,-0.2168947781624833
122,122,122,05-02,4.169084588490069,-1.3980349428363126,-0.2134000739761168
123,123,123,05-03,4.991521000649038,-0.15723179292843728,-0.3170990880361513
124,124,124,05-04,4.65598728493634,-0.6634487906215505,-0.23704392925984005
125,125,125,05-05,5.248239464244016,0.2300772726222616,-0.35257855031859003
126,126,126,05-06,5.317528981614212,0.33461380594870377,-0.2263721916453756
127,127,127,05-07,4.789879391784559,-0.4614468540962032,-0.2968665157366161
128,128,128,05-08,4.671001616150192,-0.6407967907970261,-0.04286666757404182
129,129,129,05-09,4.711168235647711,-0.5801977374758807,-0.23085550285105305
130,130,130,05-10,5.666133288324196,0.8605502983538955,-0.2578267452242296
131,131,131,05-11,4.500616298284222,-0.8978557390398056,0.024103779273972985
132,132,132,05-12,5.21026556044779,0.17278635170964424,-0.03140131570727776
133,133,133,05-13,5.911104442173637,1.2301362928930124,-0.1196176810113552
134,134,134,05-14,4.450260343001529,-0.9738273606845306,-0.1003320949476409
135,135,135,05-15,4.3603357076365885,-1.1094959293003457,0.3694228858013828
136,136,136,05-16,5.742831199075639,0.9762638147361812,0.4972630089254035
137,137,137,05-17,6.368810786618898,1.920674145454336,0.2977472071429749
138,138,138,05-18,5.718679996048893,0.9398270904537692,0.5524837497631622
139,139,139,05-19,5.117639047445344,0.03304148219844048,0.765833539580543
140,140,140,05-20,5.463336147204067,0.5545918950365926,0.5361103898972805
141,141,141,05-21,5.208818252278603,0.17060280960394014,0.2094456404124428
142,142,142,05-22,4.82923253664774,-0.4020750833633931,0.2892964548720834
143,143,143,05-23,5.069679729939686,-0.039314351454690435,0.3007768733066242
144,144,144,05-24,6.036243103575019,1.4189319772116131,0.2275548720005122
145,145,145,05-25,5.163296156623806,0.10192399280568544,0.3441918561891142
146,146,146,05-26,5.17213553226477,0.11525988719992053,0.5723251399526803
147,147,147,05-27,5.672678306832327,0.8704247147355519,0.7856442499440061
148,148,148,05-28,5.736508373623887,0.9667246192180036,0.7289811300448971
149,149,149,05-29,5.918040262289575,1.2406003084932635,0.6526963090597582
150,150,150,05-30,5.810896417269379,1.0789532578169592,0.6000292005135196
151,151,151,05-31,4.8599148451988725,-0.3557849331051478,0.3058398806837946
152,152,152,06-01,4.962680803874833,-0.2007427640775105,0.013022804331774515
153,153,153,06-02,4.50270057725833,-0.8947112042427984,-0.15932261860182553
154,154,154,06-03,4.571987994810949,-0.7901778388941171,-0.21084957737871649
155,155,155,06-04,5.232630245559423,0.20652777089166355,0.043548117682370935
156,156,156,06-05,5.605976013372551,0.7697915051556136,0.017395208793769767
157,157,157,06-06,5.871643067857332,1.1706012372613763,0.13871021552526094
158,158,158,06-07,4.858671858271535,-0.3576602174091174,0.4723767806924084
159,159,159,06-08,4.9851649176399455,-0.16682116385385096,0.6268794381318182
160,160,160,06-09,5.898964958403523,1.211821552108767,0.6635227920948823
161,161,161,06-10,5.847080384227732,1.1335437155281232,0.4708237748538122
162,162,162,06-11,5.751704988504947,0.9896516289339984,0.7053995426362348
163,163,163,06-12,5.105287719494114,0.01440713381495636,0.7890455417575821
164,164,164,06-13,5.7915691652234145,1.0497943892854178,0.8385180292983768
165,165,165,06-14,5.317821304338773,0.3350548308742327,1.0284822944222671
166,166,166,06-15,6.095714822344397,1.5086564773535358,1.1943878978789002
167,167,167,06-16,6.602559746083832,2.2733293062714632,1.5250015282147789
168,168,168,06-17,6.411504132022951,1.9850852496738003,1.61400047255255
169,169,169,06-18,6.420123298197214,1.998088915830228,1.4414882595117462
170,170,170,06-19,6.145513974950213,1.5837880553120445,1.440584977571758
171,171,171,06-20,4.631747970833376,-0.7000184473705885,1.4902938238471926
172,172,172,06-21,6.092122510584322,1.5032367857136055,1.2024888643231977
173,173,173,06-22,6.80024959811088,2.5715823839240715,0.7142672090049159
174,174,174,06-23,5.2669167170246265,0.25825549252982954,0.4834598813148808
175,175,175,06-24,4.478487673393588,-0.931241016079462,0.6974847320507904
176,176,176,06-25,5.227603585218437,0.1989440891718332,0.5546685036538693
177,177,177,06-26,5.482915202469608,0.584130657044869,0.4470178216106242
178,178,178,06-27,5.524148776042012,0.6463394153320795,0.7375737357229452
179,179,179,06-28,6.372127664123111,1.9256782916646,1.1766803285097365
180,180,180,06-29,6.422444555031077,2.0015909772037546,1.1833275620208534
181,181,181,06-30,6.224794897486618,1.7033985406412844,0.8981301209805023
182,182,182,07-01,5.254039334741182,0.2388274902385369,0.8932414328180389
183,183,183,07-02,4.34869777152469,-1.1270539891972366,0.8029399407134101
184,184,184,07-03,5.504706682494142,0.6170072863572993,0.3629416225456392
185,185,185,07-04,6.013002680351205,1.3838693390368255,0.12822680072071924
186,186,186,07-05,4.6725909790948,-0.6383989318028696,-0.0987130553778945
187,187,187,07-06,5.29134457884477,0.29510960969176475,-0.08308792526244346
188,188,188,07-07,4.351509706059272,-1.1228116463531457,-0.2677967118584447
189,189,189,07-08,4.410838213153756,-1.0333032085045304,-0.31724191163410936
190,190,190,07-09,4.770128123017415,-0.4912454332187082,-0.10570529707396707
191,191,191,07-10,5.816361338628304,1.0871981403828377,-0.2256929900497895
192,192,192,07-11,5.513862607065837,0.6308207555579842,0.17867714740006613
193,193,193,07-12,4.814158905734926,-0.4248165481631699,0.3692571787207941
194,194,194,07-13,5.959671605325147,1.303409178345988,0.36383850456970096
195,195,195,07-14,5.1687664495554815,0.11017697941983746,0.0486600829558634
196,196,196,07-15,4.748578298964432,-0.5237574781252667,0.17986678082373314
197,197,197,07-16,4.562910892691297,-0.8038723893001883,0.3621167852631418
198,198,198,07-17,6.035665759420931,1.4180609427652031,0.10497220262321533
199,199,199,07-18,5.538958998859603,0.6686834784732821,0.09411709318285587
200,200,200,07-19,4.937019133972869,-0.2394583174935709,0.030360095686616836
201,201,201,07-20,5.1255961661996485,0.0450463227776808,0.2316457403164241
202,202,202,07-21,4.495019579639477,-0.9062994631027008,0.015709278034914467
203,203,203,07-22,5.3634148730401625,0.4038414784786557,-0.4157924795189476
204,204,204,07-23,5.17689613441011,0.1224421690761444,-0.5294959192327352
205,205,205,07-24,3.8228958633852796,-1.9203270668498904,-0.7296861500989295
206,206,206,07-25,4.484825654216063,-0.921678955776297,-0.8763452676497582
207,207,207,07-26,4.3294485972556505,-1.156095062419484,-0.9817694439088559
208,208,208,07-27,3.911762847298689,-1.7862541684076734,-1.1094677951430996
209,209,209,07-28,4.9441476526896135,-0.2287035790759308,-0.7911720786752939
210,210,210,07-29,4.6690455192557,-0.643747938329318,-0.8363913145763017
211,211,211,07-30,5.088743651135268,-0.010552768043056816,-0.7356447218696692
212,212,212,07-31,4.30499078127386,-1.192994371182343,-0.4790963775500313
213,213,213,08-01,4.730113277623533,-0.5516155061796895,-0.5938473493657861
214,214,214,08-02,4.932044105594492,-0.24696410248984496,-0.4067800289889136
215,215,215,08-03,4.487788184748651,-0.9172094099704596,0.0068269602647805785
216,216,216,08-04,5.4130038617907115,0.4786559839319165,0.169279480987249
217,217,217,08-05,6.733640095720879,2.4710891674791085,0.3959425090602911
218,218,218,08-06,4.951057169640558,-0.2182792468475323,0.29347983180643383
219,219,219,08-07,5.6315419736644206,0.8083626622585622,0.3018581794037768
220,220,220,08-08,4.524554633954507,-0.8617401660129878,0.21397597598548532
221,221,221,08-09,4.521108497345977,-0.8669393243864019,-0.3684009089062263
222,222,222,08-10,5.063500280611066,-0.048637236577831935,-0.3581557441886944
223,223,223,08-11,4.417553346085124,-1.0231721418711617,-0.5611482306827419
224,224,224,08-12,4.9918017301917965,-0.15680825854234073,-0.42292718417808056
225,225,225,08-13,4.824249959779119,-0.4095922567057225,-0.2861353030334587
226,226,226,08-14,5.074253536220794,-0.03241388698501969,-0.4264801234053444
227,227,227,08-15,5.0651236730783005,-0.046188037518670566,-0.2804333722767722
228,228,228,08-16,4.5053552249332895,-0.8907061588091459,-0.4661558786140356
229,229,229,08-17,4.998374724631308,-0.14689163509972816,-0.5927281499442181
230,230,230,08-18,4.2531916527728395,-1.2711432965659208,-0.7306405276140177
231,231,231,08-19,4.320877713894658,-1.1690258846868171,-0.5730397507810672
232,232,232,08-20,4.525782196065908,-0.8598881530038172,-0.17549250391751767
233,233,233,08-21,5.691894893613558,0.8994166234790322,-0.10671867564496686
234,234,234,08-22,6.086382794367213,1.494577322372151,0.2654593207284751
235,235,235,08-23,5.2718851549317804,0.2657513345355767,0.467179489551198
236,236,236,08-24,5.7333268509045325,0.9619246816747308,1.029100152970945
237,237,237,08-25,5.1231097774688665,0.041295128249520086,1.1185671626738058
238,238,238,08-26,6.760515470438576,2.5116358275146653,0.5829924259857683
239,239,239,08-27,6.047701178302996,1.4362186816961984,0.24783564020681784
240,240,240,08-28,3.9564260889023775,-1.7188710977560755,0.08562854586549813
241,241,241,08-29,3.9389816508075146,-1.7451893801381255,0.18448444481722484
242,242,242,08-30,5.088236512247458,-0.011317884373187629,-0.19374286335406665
243,243,243,08-31,5.5162552535775164,0.6344305219598806,-0.42894831705462416
244,244,244,09-01,5.256322430618985,0.24227197848691595,-0.4448592124532127
245,245,245,09-02,5.112299638698243,0.02498595949285248,-0.1274166612642905
246,246,246,09-03,3.8931491715598168,-1.8143364701476068,-0.36781457403618895
247,247,247,09-04,5.201436438510743,0.15946592699540765,-0.4381545296497532
248,248,248,09-05,4.132184795815383,-1.4537053610045785,-0.5551806762806719
249,249,249,09-06,5.23651640508796,0.21239078827849545,-0.4704334457812547
250,250,250,09-07,4.790914694487425,-0.4598849012985962,-0.1959461637790515
251,251,251,09-08,5.449335573193693,0.5334693424893555,-0.06781875066843356
252,252,252,09-09,4.98477278039698,-0.16741277813438726,0.7325399056934613
253,253,253,09-10,5.710993413502611,0.9282304056591152,1.0306230746615022
254,254,254,09-11,7.315175273366259,3.348446577166792,0.8741051668604366
255,255,255,09-12,6.421979798032696,2.000889802086741,0.7719963120621195
256,256,256,09-13,4.168449995521627,-1.3989923481049904,0.8278783256025072
257,257,257,09-14,5.043253237589255,-0.07918378630054647,0.6114709369703646
258,258,258,09-15,5.207013041749256,0.16787930310793786,0.10462662641581118
259,259,259,09-16,4.850350935517968,-0.3702139261337387,-0.4061843488754293
260,260,260,09-17,5.299478183977233,0.3073807138394707,-0.18782681997541603
261,261,261,09-18,4.390507460904234,-1.0639760496607014,0.28130619206002544
262,262,262,09-19,5.036848093881186,-0.08884717470491091,0.03942530815637681
263,263,263,09-20,6.908974184247419,2.735614285912102,0.22143492305036566
264,264,264,09-21,4.2450636156424935,-1.2834060003139538,0.1881355665731549
265,265,265,09-22,5.574195010202796,0.7218437632301943,0.3240509590083667
266,266,266,09-23,5.167048136856449,0.10758457497620638,0.2511746608794278
267,267,267,09-24,4.931036880352727,-0.2484836950494305,-0.4240730534503545
268,268,268,09-25,4.747022324971548,-0.5261049634785446,-0.2833605772973392
269,269,269,09-26,4.223544311508156,-1.3158720000665909,-0.4592975981128253
270,270,270,09-27,4.8046708218712135,-0.4391311433958625,-0.7137763711233579
271,271,271,09-28,4.874501369791731,-0.3337783616627221,-0.5686349056570007
272,272,272,09-29,4.154997470829667,-1.4192880630869895,-0.8177526316902967
273,273,273,09-30,5.508257978425415,0.6223650977487131,-0.8728684915712759
274,274,274,10-01,3.7562923023120964,-2.02081131967832,-0.8744023086860034
275,275,275,10-02,4.004351008894759,-1.646567159352467,-0.99285288982569
276,276,276,10-03,4.798570900002843,-0.4483340460842281,-0.8143892353425017
277,277,277,10-04,4.403428721509521,-1.0444818485008411,-1.0967196950046831
278,278,278,10-05,4.8647394200090925,-0.3485061361878609,-0.767432706282389
279,279,279,10-06,4.385442403827638,-1.0716176602243743,-0.6889892171656307
280,280,280,10-07,5.065851886822345,-0.04508938734455628,-0.6664981096571219
281,281,281,10-08,4.316317246655556,-1.175906224651916,-0.41276255226986897
282,282,282,10-09,4.888017025761727,-0.31338740103317503,-0.2703342475127253
283,283,283,10-10,5.412523652338262,0.4779314958226766,-0.042866757344449
284,284,284,10-11,5.431170399635699,0.5060636923550008,0.11678097234594782
285,285,285,10-12,5.290070409538418,0.29318728078528355,0.17569137590805964
286,286,286,10-13,5.700763747058886,0.9127969907978248,0.3665515495202662
287,287,287,10-14,4.550601279290664,-0.8224438032792449,0.5724930767998996
288,288,288,10-15,5.647059375491327,0.8317736406400639,0.6877136086718747
289,289,289,10-16,6.231543869153358,1.7135806595004768,0.6659064055172226
290,290,290,10-17,5.889397286858888,1.1973868835868522,0.6184141450926528
291,291,291,10-18,5.203344140719395,0.1623440618573712,0.6162782587113131
292,292,292,10-19,5.511889157539335,0.6278434282504058,0.6061111041783241
293,293,293,10-20,4.542106954953826,-0.8352591215672825,0.38236453198117415
294,294,294,10-21,5.6066250579449965,0.7707707134421298,0.29776058937609884
295,295,295,10-22,5.341713787317953,0.3711012263175766,0.2829913427829999
296,296,296,10-23,5.552931201892287,0.6897632279564001,0.2202895367240761
297,297,297,10-24,5.144607509469443,0.07372858229877767,0.3468165350009969
298,298,298,10-25,5.262526887231668,0.2516325918968629,0.2363710880768988
299,299,299,10-26,5.0452991519361134,-0.0760971319057576,0.4132217232969645
300,300,300,10-27,5.16738846938076,0.1080980318975413,0.35333115258157405
301,301,301,10-28,6.045040831237325,1.4322050376379707,0.6129139200922368
302,302,302,10-29,5.314749088452412,0.3304198036640576,0.9933015661824176
303,303,303,10-30,6.176956532691777,1.6312251873627546,0.9371059906611179
304,304,304,10-31,6.7753114940562,2.533958468437949,0.9597644291464852
305,305,305,11-01,4.82181186865007,-0.4132705850335561,0.8036323737432546
306,306,306,11-02,5.257500062929248,0.2440486628097463,0.9668284823225574
307,307,307,11-03,5.424110649950928,0.4954127052185864,0.7720396380025778
308,308,308,11-04,5.963772692373303,1.309596455139874,0.409636090087622
309,309,309,11-05,5.4022900357715695,0.4624921214428773,0.3750896000197659
310,310,310,11-06,5.334048839026737,0.35953718094821385,0.207537842221727
311,311,311,11-07,4.684422027177461,-0.6205495254406922,0.2704619465514459
312,312,312,11-08,4.591154237431082,-0.7612618839784875,0.2076901815524909
313,313,313,11-09,5.6743569905107165,0.8729573311968999,-0.0029441764608932053
314,314,314,11-10,5.714132198499026,0.9329658651461435,-0.038159728059901504
315,315,315,11-11,4.564606641617724,-0.8013140266374271,-0.06483513390906354
316,316,316,11-12,5.193998169854414,0.14824387135416406,0.12948527270969976
317,317,317,11-13,4.578335134597774,-0.7806019605356643,-0.01826369415870744
318,318,318,11-14,5.3639577786245765,0.4046605557340923,-0.18202358541425667
319,319,319,11-15,5.0867659763173565,-0.013536470013543307,-0.18004430074240474
320,320,320,11-16,5.0628664561622685,-0.04959348238715185,0.22702684779768464
321,321,321,11-17,4.572478167980048,-0.7894383186063157,0.6963336614560077
322,322,322,11-18,6.812901869076643,2.5906707625947005,0.8819390559000184
323,323,323,11-19,6.444747282514545,2.0352389214142743,0.8423153223036403
324,324,324,11-20,6.102102107296933,1.5182929223981572,0.6022513983683877
325,325,325,11-21,4.9291841650634085,-0.25127887159181195,0.8021919229475786
326,326,326,11-22,4.108142998353001,-1.4899770259986669,0.5544230804938016
327,327,327,11-23,5.367632666220809,0.4102048288688292,0.09767909298198722
328,328,328,11-24,5.827536295910933,1.1040577078720386,-0.17259803389897296
329,329,329,11-25,4.628296930697075,-0.7052250036566126,0.06661692750622554
330,330,330,11-26,5.027222096537216,-0.10336983888760408,0.12211569908749555
331,331,331,11-27,5.8805313369695,1.1840108968393792,0.007684679791660627
332,332,332,11-28,4.328859123623567,-1.1569843965110471,-0.04544870784921706
333,333,333,11-29,4.912545635100614,-0.2763812869061805,0.16224553140358786
334,334,334,11-30,5.616227196475814,0.7852573820267725,0.055541534990028285
335,335,335,12-01,5.454287604414397,0.5409404318602168,-0.19608342999785705
336,336,336,12-02,4.602865088836643,-0.7435938173689614,-0.1476824772651539
337,337,337,12-03,4.879830137445817,-0.3257388930879329,-0.2451180321199732
338,338,338,12-04,4.521347541694632,-0.8665786801148281,-0.2167210507335234
339,339,339,12-05,4.5250488037581125,-0.8609946160350965,-0.4199048701358519
340,340,340,12-06,5.729160717748793,0.9556392703454716,-0.4838891859725703
341,341,341,12-07,4.646234668134792,-0.678162484553754,-0.3894263695106253
342,342,342,12-08,4.348402334667602,-1.1274997123892718,-0.23326339867892265
343,343,343,12-09,5.255504521537255,0.24103800568373696,-0.19765213536678053
344,344,344,12-10,5.142400672253403,0.07039914487538794,-0.3259223550733037
345,345,345,12-11,4.666673200664556,-0.647327036162244,-0.1107174972607068
346,346,346,12-12,5.2190358073303695,0.18601795210633207,0.2324048037178729
347,347,347,12-13,5.502094734987688,0.6130666623218277,0.2350827247928685
348,348,348,12-14,5.712984335460418,0.9312340934822068,0.07436020941011008
349,349,349,12-15,5.26615449353867,0.2571055321337106,0.4301130845029902
350,350,350,12-16,4.503214437526121,-0.8939359474211629,0.20914536131115805
351,351,351,12-17,6.0814864281858565,1.4871902143950366,0.08072966023101402
352,352,352,12-18,4.340257083348312,-1.1397883870446608,-0.29003440801936264
353,353,353,12-19,4.991391251671707,-0.15742754415903654,-0.1887605851463696
354,354,354,12-20,4.238472266054683,-1.293350316020053,-0.06348015236722994
355,355,355,12-21,5.6689159446301085,0.8647484693716689,-0.1702864325871201
356,356,356,12-22,5.001449099436425,-0.14225335074632495,-0.17456478964548336
357,357,357,12-23,5.656722642375286,0.8463525330756957,-0.4028169149248889
358,358,358,12-24,4.323242249226027,-1.1654585293948403,-0.32008097629454485
359,359,359,12-25,4.083642787317512,-1.5269402958354699,-0.6510901810992021
360,360,360,12-26,4.567509383000092,-0.7969346842379887,-1.0271104141549978
361,361,361,12-27,4.352507184007533,-1.121306759456275,-1.5781683815119762
362,362,362,12-28,3.5060334983563566,-2.3983747490811003,-1.5095701477775627
363,363,363,12-29,3.4651898230154865,-2.459995271066173,
364,364,364,12-30,4.596054347924335,-0.7538691269883598,
365,365,365,12-31,,,
