,unnamed: 0,unnamed: 0,mth_day,powerful ending,powerful ending_norm,powerful ending_ravg
84,84,84,03-25,2.934382331169493,-1.0421335316842206,-0.0050727302650736
85,85,85,03-26,3.7704788453798086,0.6881285423057715,0.247892025437612
86,86,86,03-27,3.1097396022016777,-0.6792399777600737,0.10962448544212966
87,87,87,03-28,4.438058873872086,2.0696537430707966,0.19801869570753652
88,88,88,03-29,3.2325721238424867,-0.4250439010686386,0.31969368047274965
89,89,89,03-30,3.716657247855813,0.5767472993815854,0.288239975823363
90,90,90,03-31,3.2871567420222725,-0.31208362309294224,0.2117963584141627
91,91,91,04-01,3.6792845695125385,0.4994063144094518,-0.24860186664602715
92,92,92,04-02,2.8881052856079856,-1.1379016822152757,-0.14099533253009766
93,93,93,04-03,3.1032182497563165,-0.6927356072903419,-0.4835823818926488
94,94,94,04-04,3.5445576297367887,0.22059530362693808,-0.3172422300200441
95,95,95,04-05,2.7233886254033632,-1.4787749967937214,-0.5043959269000766
96,96,96,04-06,3.769429652853133,0.6859572881426859,-0.12878320324027784
97,97,97,04-07,3.1366665837106686,-0.6235158668707431,-0.20068060683969832
98,98,98,04-08,3.977125823014101,1.115774659743517,-0.1483663115571395
99,99,99,04-09,2.894764850353208,-1.124120028886865,0.1434551872927969
100,100,100,04-10,3.6962333807803933,0.5344810753222909,0.01732881207260824
101,101,101,04-11,3.5694717996039644,0.27215399630589704,0.015357499685976196
102,102,102,04-12,3.4037492478203686,-0.07080096317844611,-0.2004497069983481
103,103,103,04-13,3.1309511232391287,-0.6353437411905354,-0.14887964953304642
104,104,104,04-14,3.351432215221578,-0.17906858036242898,-0.19666005429793398
105,105,105,04-15,3.044282819680024,-0.8146996840950543,-0.2914767924747209
106,106,106,04-16,3.5577028177910863,0.2477986467329656,-0.2721679984186244
107,107,107,04-17,3.2945679727093733,-0.2967464327548243,-0.14849355235501166
108,108,108,04-18,3.459731572047168,0.045051801158132926,-0.16418479319257648
109,109,109,04-19,3.4895226071955285,0.10670293519114116,-0.2045638834557592
110,110,110,04-20,3.305938326295252,-0.2732160253878179,-0.2504992203036352
111,111,111,04-21,2.927211017239674,-1.0569742256741508,-0.33083995513978065
112,112,112,04-22,3.4245216924751256,-0.027813374354290286,-0.2144906745570666
113,113,113,04-23,3.061634675417491,-0.7787908417716972,-0.3159314541700771
114,114,114,04-24,3.7970650756421183,0.7431474846544172,-0.16277104442224175
115,115,115,04-25,3.195413581141576,-0.5019417424869218,0.145821157393339
116,116,116,04-26,3.7499989803320894,0.6457464330991942,0.13231587545460247
117,117,117,04-27,3.821917783789256,0.7945789852193337,0.3189474606556941
118,118,118,04-28,3.3853655924063086,-0.10884506598670958,0.3103516155444461
119,119,119,04-29,3.6027388936993305,0.3409986694348527,0.4296755382391264
120,120,120,04-30,3.772142991610192,0.6915724139869288,0.16258467666930426
121,121,121,05-01,3.541371516624245,0.21400179368115946,-0.057602341637814886
122,122,122,05-02,2.9756177752202118,-0.9567987363197384,0.1361564646787161
123,123,123,05-03,3.1835257115764657,-0.5265431246233812,-0.08396981951915584
124,124,124,05-04,3.947133887489705,1.0537077719124763,-0.23730615685008824
125,125,125,05-05,2.9645229089514347,-0.979759035752379,-0.2292138837582048
126,126,126,05-06,3.3275722676555333,-0.2284456099986655,-0.030942824167277155
127,127,127,05-07,3.5648335854953244,0.26255543223245986,-0.12370760510895215
128,128,128,05-08,3.550468525120145,0.2328276212258275,-0.2599950596636733
129,129,129,05-09,2.914571160172712,-1.0831318102734309,-0.0689726382128622
130,130,130,05-10,3.5519932874728606,0.2359830445841492,0.018635784757506987
131,131,131,05-11,3.5183575555471527,0.16637549295248766,-0.041270639533915014
132,132,132,05-12,3.5815769002326405,0.2972049278235496,-0.037937396316931736
133,133,133,05-13,3.3911458420657064,-0.09688311351607214,0.3339003838198729
134,134,134,05-14,3.5601326554618864,0.2528270805277271,0.3059735350580501
135,135,135,05-15,3.992646937816609,1.1478948705473968,0.4321582451593499
136,136,136,05-16,3.47102448654852,0.06842195201321229,0.6938835720869018
137,137,137,05-17,3.8842070919207257,0.9234837535602864,0.7613522613251358
138,138,138,05-18,4.340401716938229,1.86755688938886,0.8345597874580344
139,139,139,05-19,3.5867589924840497,0.3079290219133323,0.7941813521476724
140,140,140,05-20,3.772384516034186,0.6920722373251194,0.9526857434815326
141,141,141,05-21,3.8755770342924247,0.9056242586852244,1.0197320051382976
142,142,142,05-22,3.9305790398388143,1.0194483000163732,0.903491386865772
143,143,143,05-23,4.078595490665847,1.3257613235008765,1.1735190821760788
144,144,144,05-24,4.003383259879199,1.170113179753706,1.1479926912464793
145,145,145,05-25,4.36965501101112,1.928095193775173,1.3453437657782368
146,146,146,05-26,3.6983754044755237,0.5389138917475218,1.2966315602638046
147,147,147,05-27,4.447760455424096,2.0897307058757684,1.1457062443065449
148,148,148,05-28,3.78934689064354,0.7271750669297791,1.0009480664994108
149,149,149,05-29,3.6410150831372974,0.4202094277573215,0.7037394090425537
150,150,150,05-30,3.5836833438235387,0.301564112910899,0.8992715777853776
151,151,151,05-31,3.5079527536654163,0.14484324903403056,0.5496068367827996
152,152,152,06-01,4.265285240249236,1.7121069042044654,0.6735913082228003
153,153,153,06-02,3.4339713578441917,-0.008257740139699028,0.681016277304792
154,154,154,06-03,4.148817236594587,1.471081895569783,0.6044277628980607
155,155,155,06-04,3.6625424258244914,0.4647592422492712,0.512288019637948
156,156,156,06-05,3.3616289248313387,-0.1579669735294881,0.0927381051514075
157,157,157,06-06,3.240810384940784,-0.4079952105266456,0.5391829692722514
158,158,158,06-07,3.0488768372244075,-0.8051925827147778,0.2432222356684189
159,159,159,06-08,4.728356758609882,2.6704114445853646,0.14895422211741202
160,160,160,06-09,3.290733106696273,-0.3046825060532114,0.5886211315016867
161,161,161,06-10,3.389229525832035,-0.10084883905677054,0.9145714859100283
162,162,162,06-11,4.636362882914757,2.4800344827761602,1.084440915792322
163,163,163,06-12,4.185843946814975,1.547706915923404,0.7937444752437769
164,164,164,06-13,3.541382245499226,0.21402399657898344,1.0455244972407896
165,165,165,06-14,3.8855354856144815,0.9262328012940936,1.2414700712335405
166,166,166,06-15,4.02072332692016,1.2059976259288645,0.9742939128012608
167,167,167,06-16,3.957337954675373,1.0748246048997343,0.7220988530730613
168,168,168,06-17,3.861734375118115,0.8769775321824829,0.9580193744900294
169,169,169,06-18,3.4546504004400016,0.034536557554207044,1.214283427981378
170,170,170,06-19,4.225390738383344,1.6295471250807925,0.9372082306760942
171,171,171,06-20,4.6285263367545095,2.4638171222421867,1.1022416477981871
172,172,172,06-21,3.2173943626314014,-0.456453557902841,1.024209541668174
173,173,173,06-22,4.435822226595433,2.065025107632295,1.055511113449813
174,174,174,06-23,3.635494525400976,0.4087848954024029,0.6961163168115556
175,175,175,06-24,3.5454035948237235,0.22234598824404192,0.3448782434347402
176,176,176,06-25,3.183391120366021,-0.5268216547487516,0.7074748759899264
177,177,177,06-26,3.6101756491117984,0.3563886819812945,0.41063791055522336
178,178,178,06-27,4.26867711950772,1.719126237428276,0.5101397149740158
179,179,179,06-28,3.575197622428706,0.28400331502407633,0.475495414805154
180,180,180,06-29,3.9239818467707783,1.0057957219151572,0.4999565810036066
181,181,181,06-30,3.4449587695783355,0.01448018723087174,0.4563958277844629
182,182,182,07-01,3.2543118072359003,-0.3800546575580364,0.08533063229563469
183,183,183,07-02,3.4838791956309167,0.09502416266643228,0.09906855033132612
184,184,184,07-03,3.192841310042572,-0.5072649355046929,-0.12891958452032345
185,185,185,07-04,3.615028208401135,0.36643082323822496,-0.17311080857462932
186,186,186,07-05,3.2629718609556084,-0.3621330871947401,-0.1103139541096118
187,187,187,07-06,3.3168343809811,-0.25066715709496346,-0.2675696718698835
188,188,188,07-07,3.4363798254078484,-0.003273530767931273,-0.10063295091839572
189,189,189,07-08,3.0279449434659527,-0.8485101438951981,-0.11742675557297533
190,190,190,07-09,3.676843864035024,0.49435539020423397,0.3006462252230414
191,191,191,07-10,3.5663376369214848,0.2656679953107473,0.2849902269210985
192,192,192,07-11,4.475098164306879,2.1463047975813603,0.40581958224842135
193,193,193,07-12,3.2714426713545284,-0.34460314690662114,0.5592679998329476
194,194,194,07-13,3.786702488045272,0.7217026011960058,0.05346865221438634
195,195,195,07-14,3.472840623659612,0.07218036161196005,-0.18509770505947112
196,196,196,07-15,2.21037097143375,-2.5404406955071344,-0.53777371387074
197,197,197,07-16,2.874658025874268,-1.1657301483323976,-0.3762609762273545
198,198,198,07-17,3.452578445316332,0.030248744713746594,-0.6097815724082164
199,199,199,07-18,3.739719375701852,0.6244732789536924,-0.5838701037908082
200,200,200,07-19,3.109652140361597,-0.6794209758891653,0.1947388412116696
201,201,201,07-20,3.5479661976917347,0.2276491733164093,0.2825657950978264
202,202,202,07-21,4.467805499886488,2.1312129745077324,0.6379301826968937
203,203,203,07-22,3.129296248956595,-0.6387684250154572,0.35079440072638296
204,204,204,07-23,4.48289262793344,2.1624350703081507,0.2924244262639513
205,205,205,07-24,2.907221582380912,-1.0983414128693727,-0.05286655823065359
206,206,206,07-25,2.9404190527864498,-1.029640822663755,-0.5483246767956814
207,207,207,07-26,2.5468580088318187,-1.84409673365122,-0.5854766551796878
208,208,208,07-27,3.0313151134995646,-0.8415357368824345,-0.9141006596199864
209,209,209,07-28,3.021580868414545,-0.8616802953194961,-0.6652094357263841
210,210,210,07-29,3.5301073057720362,0.1906910436663584,-0.7468429564678972
211,211,211,07-30,3.6288362597520933,0.3950059304922416,-0.7483908453327338
212,212,212,07-31,2.7037375587143933,-1.5194419471128326,-0.5605782188163649
213,213,213,08-01,2.5423701875807043,-1.8533840668402404,-0.2703243397086648
214,214,214,08-02,3.5758435455176434,0.28534002221577925,-0.4435394194132825
215,215,215,08-03,3.8631190152861854,0.8798429793267045,-0.4805702257353779
216,216,216,08-04,3.02790179646768,-0.8485994345613482,-0.3079543223011865
217,217,217,08-05,3.5214721954878714,0.17282109255966938,0.0352530830775577
218,218,218,08-06,3.204205865781129,-0.4837465265076837,-0.02348551537695642
219,219,219,08-07,3.53743741907801,0.20586036543222452,-0.32619323731490696
220,220,220,08-08,3.405541699956752,-0.06709156851130546,-0.2201061792283084
221,221,221,08-09,2.9854732241376847,-0.9364033523009986,-0.2899099816646385
222,222,222,08-10,3.335481858941656,-0.2120770860417568,-0.2301105697803445
223,223,223,08-11,3.319088810544145,-0.2460017220583117,-0.2278627347971748
224,224,224,08-12,3.3775833462676177,-0.12495005520191982,-0.07902013659618379
225,225,225,08-13,3.5439546063487715,0.21934737533124293,-0.061049430786289785
226,226,226,08-14,3.837083647477616,0.8259640206946407,-0.02556953255544056
227,227,227,08-15,3.037576005715402,-0.8285791174416345,-0.198121157732272
228,228,228,08-16,3.4383493482588423,0.0008023033433385907,-0.36554672208999417
229,229,229,08-17,2.818806866552897,-1.2813114731193005,-0.6221273957495143
230,230,230,08-18,2.8921634800398985,-1.129503441348253,-0.7871048153218928
231,231,231,08-19,2.8000457728189665,-1.3201366666258778,-0.5257366740914233
232,232,232,08-20,3.3587617302325774,-0.16390049673962995,-0.6317142346565673
233,233,233,08-21,3.7953652276839422,0.739629729941182,-0.3080712888031333
234,234,234,08-22,3.1310867538634155,-0.6350630600475247,0.01726705093696997
235,235,235,08-23,3.757150518458125,0.660546202001303,0.33440787957036194
236,236,236,08-24,3.8354226170852095,0.8225265970923671,0.5543859854424759
237,237,237,08-25,3.71953772257669,0.5827083051744736,0.307819714846481
238,238,238,08-26,3.9965480989696616,1.155968138493054,0.4007847284958293
239,239,239,08-27,3.0804913280610084,-0.739767893634787,0.3738098449671914
240,240,240,08-28,3.4006218434576545,-0.0772729781514356,0.5571368098280968
241,241,241,08-29,3.6789417669797504,0.4986969008294755,0.4159242924570341
242,242,242,08-30,4.366945691832487,1.9224883862578002,0.2847436814748281
243,243,243,08-31,3.3101178018202506,-0.2645667990519029,0.3346621195830651
244,244,244,09-01,3.6162138598172766,0.36888447259981777,0.1239413905349594
245,245,245,09-02,3.2252207285068333,-0.4402572649853652,-0.0076858937140865955
246,246,246,09-03,2.7896755492143823,-1.3415973524400695,-0.3506973439455225
247,247,247,09-04,3.2973124802146025,-0.29106680466480056,0.017413113388829043
248,248,248,09-05,3.3724465965201045,-0.13558031513081611,-0.08296420898892361
249,249,249,09-06,4.377386887289657,1.9440959449542063,0.09105387687320199
250,250,250,09-07,3.32518813392037,-0.2333794616666981,-0.010022118374752606
251,251,251,09-08,3.729754407604452,0.6038512501873884,-0.0579880965338337
252,252,252,09-09,2.4966241488483982,-1.9480533239277973,0.3932712454048885
253,253,253,09-10,3.1582438810387035,-0.5788626736192871,0.2518280783979052
254,254,254,09-11,4.680790697005736,2.571975736501517,-0.17625831642777393
255,255,255,09-12,3.967298240010817,1.0954369429123063,-0.4766428280122744
256,256,256,09-13,2.0840297641854004,-2.801897830620773,-0.23705554598993284
257,257,257,09-14,2.8588443408557263,-1.1984558193196142,-0.24921601252438985
258,258,258,09-15,3.1912637448700667,-0.510529631793748,-0.5336969966880599
259,259,259,09-16,3.122986827786008,-0.6518254728260289,-0.9313935953450628
260,260,260,09-17,3.8559900053860896,0.8650898315194961,-0.2324686791201717
261,261,261,09-18,2.8142495376822394,-1.290742649029711,-0.016774993564532603
262,262,262,09-19,4.110434994704536,1.3916516667285737,0.12427571614862347
263,263,263,09-20,3.484208814854902,0.09570629401422087,0.3496620139155155
264,264,264,09-21,3.6002145338546816,0.33577462648518835,0.19699580164073136
265,265,265,09-22,3.776453261847452,0.7004923137753231,0.36985189951999936
266,266,266,09-23,3.4133621867240582,-0.05090744212920848,0.13581669689722906
267,267,267,09-24,3.3154142447034567,-0.25360606175410283,-0.20451761740090926
268,268,268,09-25,3.4318926395657914,-0.012559549008048329,-0.05422150361954114
269,269,269,09-26,2.497471586564442,-1.946299591774609,-0.2580854071374539
270,270,270,09-27,4.035970684512882,1.2375513091733972,-0.2407101405032535
271,271,271,09-28,3.1853870817574848,-0.5226911073321536,-0.2654732413441116
272,272,272,09-29,3.4637386010882567,0.05334415767599432,-0.4404446199070667
273,273,273,09-30,3.2436181534454347,-0.4021846667992514,-0.09978609150362
274,274,274,10-01,2.9245950622720533,-1.062387820385779,-0.4206875503564958
275,275,275,10-02,3.485148814479402,0.0976515786460712,-0.3000681822684104
276,276,276,10-03,3.1055754738040804,-0.6878574439438578,-0.4658253036480857
277,277,277,10-04,3.5351009247204987,0.20102510119635905,-0.5151988298965821
278,278,278,10-05,2.983156080760008,-0.9411985706020568,-0.5018023849400183
279,279,279,10-06,3.1004686254825,-0.6984258242902299,-0.5159221326030802
280,280,280,10-07,2.96343560937541,-0.9820091506463964,-0.725879565668096
281,281,281,10-08,3.4442111831919338,0.012933092667699422,-0.7702355302850546
282,282,282,10-09,2.4968422169510363,-1.9476020423339528,-0.9868516231378078
283,283,283,10-10,3.406498900929426,-0.06511068650539319,-1.1628288462796232
284,284,284,10-11,2.3551172551557453,-2.240895127718576,-0.8667481041345266
285,285,285,10-12,2.590254785413783,-1.754289163141122,-0.8103040659132309
286,286,286,10-13,3.821867682135794,0.7944753022241826,-0.2975171321295346
287,287,287,10-14,3.607860370147593,0.35159732199547394,-0.3518152699731257
288,288,288,10-15,3.9835743403008914,1.1291195603682254,-0.1540323066526239
289,289,289,10-16,3.2490713604605466,-0.3908995135669398,0.29303779676366304
290,290,290,10-17,2.9285528590043266,-1.054197347795565,0.4674910342631245
291,291,291,10-18,3.886452953401246,0.9281314573566,0.2461460251246409
292,292,292,10-19,4.327663003984297,1.841194727220952,0.3644532213451125
293,293,293,10-20,2.9661109148696165,-0.9764727328354272,0.4116723373022761
294,294,294,10-21,4.326584462939125,1.8389627376910544,0.5810669990329599
295,295,295,10-22,3.3859745689953216,-0.10758481782395854,0.4501164204922379
296,296,296,10-23,3.419681763675721,-0.037829377411461626,0.44722433618399204
297,297,297,10-24,3.5067856513286406,0.14242798611226692,0.6941478246901452
298,298,298,10-25,4.319277933380452,1.823842221371477,0.3560020475731493
299,299,299,10-26,3.682020502625534,0.5050681982014925,0.5964064615229628
300,300,300,10-27,3.346192498765169,-0.18991192501092127,0.5217883217972361
301,301,301,10-28,4.082983289902101,1.3348416658749227,0.6381604866444309
302,302,302,10-29,3.2033400864487405,-0.4855382157658224,0.4308487867047228
303,303,303,10-30,3.8441855036717394,0.8406609751954366,0.2972407679091063
304,304,304,10-31,3.7182154968390364,0.5799720217332279,0.35295581791779834
305,305,305,11-01,3.2946484375557867,-0.2965799145722065,0.16120723511764914
306,306,306,11-02,3.507728117449453,0.14437837504123116,0.14842557539690018
307,307,307,11-03,3.5270432710091018,0.18435016907402765,0.09003662940497832
308,308,308,11-04,3.1662819969292824,-0.5622281740903161,0.17783967002623538
309,309,309,11-05,3.6748974116094177,0.4903272992439053,0.3291068968505592
310,310,310,11-06,3.972784387774309,1.1067902654607702,0.4237834586572042
311,311,311,11-07,3.733220153239626,0.611023446373736,0.4875452640618935
312,312,312,11-08,3.7822255285430666,0.7124377458811012,0.5791331283284532
313,313,313,11-09,3.711908988312892,0.5669210015021637,0.5796795947846997
314,314,314,11-10,3.43182429323814,-0.012700988490957542,0.5813846481650214
315,315,315,11-11,3.67648179136114,0.4936060979813837,0.4513711285221188
316,316,316,11-12,3.977727878853237,1.1170205857427007,0.373410617142275
317,317,317,11-13,3.35626968241422,-0.16905767148367956,0.3666662205794163
318,318,318,11-14,3.5561932547369497,0.2446746776020389,0.3913994748075125
319,319,319,11-15,3.6923548414304315,0.5264546221250116,-0.09162804450142488
320,320,320,11-16,3.503533849689904,0.13569853687761935,-0.2894759293395544
321,321,321,11-17,2.2760316587500933,-2.4045590178722405,0.3556512372547462
322,322,322,11-18,3.4041040469134263,-0.07006672328607633,0.5442583018191137
323,323,323,11-19,5.2266981567598645,3.7017053280821233,0.4145299915293032
324,324,324,11-20,4.103025014878575,1.3763170649882446,0.5546144086263182
325,325,325,11-21,3.3162312830694165,-0.2519152396138518,1.0839208828749822
326,326,326,11-22,3.9096830495966315,0.9762050394597088,1.0347784955150567
327,327,327,11-23,3.8106591746190666,0.7712798276197432,0.27216876869512124
328,328,328,11-24,3.2616246639716566,-0.3649210474456285,0.13206195648106858
329,329,329,11-25,3.01565044133482,-0.8739530328374894,0.06220339392122765
330,330,330,11-26,3.696810884417435,0.5356761917039288,-0.0209905965239295
331,331,331,11-27,3.1136891311420976,-0.6710666149728974,-0.2689196032683925
332,332,332,11-28,3.6684772584275254,0.477041096788766,0.014903411176745188
333,333,333,11-29,3.0918342702530355,-0.7162942128470348,0.2791674963106255
334,334,334,11-30,4.084517692481566,1.3380170392251975,0.04314440369083552
335,335,335,12-01,3.781835924098952,0.7116314779657924,0.4302758153068649
336,336,336,12-02,3.0125050050514885,-0.8804623640148111,0.5707211322142892
337,337,337,12-03,4.236106001947368,1.6517218547232797,0.7688090118346177
338,338,338,12-04,4.0756728214650115,1.3197129982333122,0.4808645561533492
339,339,339,12-05,3.666153923261255,0.4722330648749355,0.3040778023986172
340,340,340,12-06,3.249675297331128,-0.3896496948624129,0.28922962147737924
341,341,341,12-07,3.2692749977693247,-0.34908904456259954,-0.2150463801018263
342,342,342,12-08,2.9694554144817205,-0.9695514495422388,-0.4034098585560069
343,343,343,12-09,2.7740497731541542,-1.3739341547519537,-0.4865233092306476
344,344,344,12-10,3.5295472947918265,0.1895321275082288,-0.4892231218924628
345,345,345,12-11,3.4251816424570687,-0.02644763917290904,-0.2696541055018622
346,346,346,12-12,3.2418476832737064,-0.4058485708333034,-0.11723133421177645
347,347,347,12-13,3.905875286219607,0.9683250537810038,0.2279568681423839
348,348,348,12-14,3.4113774204401794,-0.055014821801724255,0.2924879021030046
349,349,349,12-15,3.7748599639571028,0.6971950593730084,0.20361248542764268
350,350,350,12-16,3.716643249898017,0.5767183312719529,0.3497251973466419
351,351,351,12-17,3.1675035928773183,-0.5597001392250804,0.3732076240215114
352,352,352,12-18,3.665474823764325,0.4708277006806919,0.2340054979301273
353,353,353,12-19,3.9739582964752134,1.1092196138302208,-0.037979403436297215
354,354,354,12-20,3.007786262273197,-0.8902275783500292,-0.1433926743993601
355,355,355,12-21,2.986289383689205,-0.9347143488255386,0.05121190805355399
356,356,356,12-22,3.4110167102126736,-0.05576129450642432,-0.05520192136121836
357,357,357,12-23,3.731724061501575,0.6079273554924041,-0.3315720385357849
358,358,358,12-24,3.3569473474648817,-0.16765527580794218,-0.2432796111424719
359,359,359,12-25,3.172673583337977,-0.5490010892171784,-0.38997621789907705
360,360,360,12-26,3.263774040833764,-0.3604730139901513,-0.7398908889089278
361,361,361,12-27,2.5609693466863432,-1.8148939893651688,-0.9445400402754868
362,362,362,12-28,2.396502986192583,-2.1552493205655296,-1.2167609667961252
363,363,363,12-29,3.1383811985937373,-0.6199675527069494,
364,364,364,12-30,2.5676924553404024,-1.8009808349317722,
365,365,365,12-31,,,
