,unnamed: 0,unnamed: 0,mth_day,hostage,hostage_norm,hostage_ravg
0,0,0,01-01,,,
1,1,1,01-02,1.395339384410548,-1.321965419444239,
2,2,2,01-03,1.8470715995359188,0.02807003574006156,
3,3,3,01-04,1.9681291672323515,0.3898596160187228,
4,4,4,01-05,1.4607212335120447,-1.1265668814231384,-0.6464471959842216
5,5,5,01-06,1.6870439090580658,-0.4501846663214274,-0.364117021668072
6,6,6,01-07,1.3699324766210563,-1.3978958604753096,-0.6280205109806928
7,7,7,01-08,1.9621584314991545,0.3720156264526593,-0.6631860178711938
8,8,8,01-09,1.3172468130147514,-1.5553509001356634,-0.3173262190240562
9,9,9,01-10,1.8975292777435944,0.17886657467571626,-0.3620700014608476
10,10,10,01-11,2.1550852776091123,0.9485919116596874,-0.25721314317985905
11,11,11,01-12,1.5972142329159669,-0.7186473609421754,-0.2665320297819145
12,12,12,01-13,1.5804479294432563,-0.7687547107893785,-0.06385635985492501
13,13,13,01-14,1.943449406023936,0.31610230684032603,0.11801629788760787
14,14,14,01-15,1.7241478124361578,-0.3392968805737259,-0.2526308610212414
15,15,15,01-16,2.2626651928217227,1.2701025211309134,0.08848374151156045
16,16,16,01-17,1.4109569890629603,-1.275291041793408,0.2280407865173739
17,17,17,01-18,2.2820516025806787,1.3280402542546357,0.11727175305032275
18,18,18,01-19,1.8606290735816715,0.0685875592455024,-0.019100793132889808
19,19,19,01-20,1.7210643982974394,-0.34851189396198085,-0.2652663580714431
20,20,20,01-21,1.4503600146428637,-1.1575321576730009,-0.4026192927895309
21,21,21,01-22,1.7684518793405577,-0.2068908685004063,-0.8382466934509019
22,22,22,01-23,1.1352009181424292,-2.0994086501019344,-1.1966844163954649
23,23,23,01-24,1.4074659911537366,-1.285724149713591,-1.4242649429517649
24,24,24,01-25,1.1410130103955216,-2.0820387784218752,-1.453147259031038
25,25,25,01-26,1.2641632629121862,-1.7139950532997814,-1.59585459681204
26,26,26,01-27,1.3923745480967569,-1.33082605414864,-0.8992804908502285
27,27,27,01-28,1.4819460624915206,-1.0631348951864188,-0.7259279347142508
28,28,28,01-29,2.5336751404752667,2.080035985668933,-0.17757888026959975
29,29,29,01-30,1.7554965582632212,-0.2456088128977237,0.04423404295267845
30,30,30,01-31,2.2419037999297964,1.208055548246031,0.02602269003740613
31,31,31,02-01,1.7094850924946008,-0.38311751396611227,0.02405244092872072
32,32,32,02-02,1.35581259813646,-1.4400941716402742,-0.33695817423778496
33,33,33,02-03,1.477990499735902,-1.0749563898385313,-0.4827831588004087
34,34,34,02-04,1.808893620493592,-0.08602770533010064,-0.9849548911350908
35,35,35,02-05,1.4627316103021872,-1.1205587202734657,-1.1122203385908591
36,36,36,02-06,1.233720726738184,-1.8049748457620638,-0.9712295366244192
37,37,37,02-07,1.453981125095757,-1.146710198700719,-0.7394975643906693
38,38,38,02-08,1.6388722187117182,-0.5941493598416351,-0.5000490942236461
39,39,39,02-09,1.9432262684582824,0.3154354435639673,-0.2068780854019607
40,40,40,02-10,2.289621385478834,1.350663115672038,0.05155744231650753
41,41,41,02-11,2.05131521549712,0.6384673326566465,0.2273183727809253
42,42,42,02-12,1.7525677819990573,-0.25436167945125426,0.3899502477795653
43,43,43,02-13,1.8068468553088148,-0.09214461591421323,0.15109064122138907
44,44,44,02-14,1.9653794531447528,0.3816418901502056,-0.2071895014533851
45,45,45,02-15,1.4636807331459398,-1.1177221957850902,-0.5556805972711879
46,46,46,02-16,1.5703216876920891,-0.7990177403766073,-0.8661249703569791
47,47,47,02-17,1.3516684585439709,-1.4524792422501704,-0.9321055022413997
48,48,48,02-18,1.1293053760138445,-2.1170279179660016,-1.2010048056971498
