,unnamed: 0,unnamed: 0,mth_day,redemption,redemption_norm,redemption_ravg
149,149,149,05-29,5.185107969117484,-0.2413480354538927,0.6079479469176846
150,150,150,05-30,6.2780833863413426,1.2606859889203033,0.6246773952457866
151,151,151,05-31,6.189661610141183,1.139171347094613,0.6638651460040524
152,152,152,06-01,5.6932299906787325,0.4569444905183301,0.6472993911214769
153,153,153,06-02,6.025573949819941,0.9136719946860498,0.8292276837631017
154,154,154,06-03,5.618808979561537,0.35467056096346256,0.6762780924966267
155,155,155,06-04,5.9794034976930766,0.8502217203958564,0.6705618296041153
156,156,156,06-05,5.610308326858212,0.3429884413214536,0.7291246320378247
157,157,157,06-06,6.1647045130907046,1.1048737697395432,1.0198575512555692
158,158,158,06-07,5.948914092576955,0.8083213051205872,0.8883149627709622
159,159,159,06-08,7.294908446347541,2.6580695099925147,0.7247439778525491
160,160,160,06-09,5.044496494496879,-0.4345849699441777,0.8420522142240568
161,161,161,06-10,5.26525563185599,-0.13120418911462284,0.7686356187632798
162,162,162,06-11,6.122473896391284,1.0468378595505001,0.5422509499793647
163,163,163,06-12,5.84416902819716,0.6643741969748814,0.12426636363238805
164,164,164,06-13,4.960522855886,-0.5499867075829035,0.2515778181728012
165,165,165,06-14,5.469995547269633,0.15016199191065455,0.537131409869668
166,166,166,06-15,5.600335927768008,0.32928375729830145,0.4392703364454384
167,167,167,06-16,6.511977281139621,1.5821173610665775,0.3845985102744312
168,168,168,06-17,5.695214277154419,0.4596714190051223,0.6578594245112237
169,169,169,06-18,5.605472856006747,0.3363432399488385,0.9082689271988774
170,170,170,06-19,6.153574904916781,1.0895787778378514,1.1140109314564326
171,171,171,06-20,6.563278760175098,1.6526190080365768,1.317622754962227
172,172,172,06-21,6.498601676591762,1.5637357828436318,1.4919980117545568
173,173,173,06-22,7.400942700577476,2.8037883021013443,1.4698588499409568
174,174,174,06-23,6.456533392247784,1.505922959759102,1.2455185552843069
175,175,175,06-24,5.508813688927144,0.2035082690672398,1.144893113548304
176,176,176,06-25,5.174109367491417,-0.2564629901020506,1.0189512946287724
177,177,177,06-26,6.123949960507332,1.0488663576205612,0.5223518190521476
178,178,178,06-27,5.948742046866567,0.8080848693264422,0.4529622644131805
179,179,179,06-28,5.232798663077461,-0.17580855135840495,0.5405825582535314
180,180,180,06-29,6.153579892386418,1.0895856319252994,0.6210433895743903
181,181,181,06-30,5.891362255724096,0.7292300321093449,0.3897394696229952
182,182,182,07-01,5.525399854614973,0.2263019978231029,0.15500130332747394
183,183,183,07-02,5.114081365075003,-0.3389571620878091,0.17109971559329787
184,184,184,07-03,4.923879596022535,-0.6003441284466853,0.0010071681976706233
185,185,185,07-04,5.303084030428756,-0.0792180777634614,-0.1043133147183568
186,186,186,07-05,5.4109590065491835,0.06903034755153592,-0.3333271127973569
187,187,187,07-06,5.431534993933577,0.0973071346131804,-0.3109951548394368
188,188,188,07-07,4.5255298885146935,-1.1477807906508977,-0.1384947977964305
189,189,189,07-08,5.2115822765206765,-0.2049654143402887,0.2433604290942773
190,190,190,07-09,5.677012933819845,0.4346580138113525,0.4079539606117921
191,191,191,07-10,6.97025682075434,2.211913283580786,0.5136868782512344
192,192,192,07-11,6.129571291744213,1.0565915366566243,0.7753240589603762
193,193,193,07-12,5.893162938025244,0.7317046404498342,0.6282533614216225
194,194,194,07-13,5.6678329340105815,0.4220422936039527,0.33353252684792656
195,195,195,07-14,4.569474357277788,-1.0873895995728111,-0.20906569057162186
196,196,196,07-15,4.390267273313423,-1.3336669936308228,-0.4480153029670247
197,197,197,07-16,4.601283135290172,-1.0436760209365044,-0.4524341981069099
198,198,198,07-17,5.08632174586729,-0.3771061377157926,-0.5841157288835118
199,199,199,07-18,5.873870124357338,0.705191269610523,-0.4373776866052273
200,200,200,07-19,5.092913829493503,-0.3680468910556591,0.15890806696200574
201,201,201,07-20,5.210129909865051,-0.20696134590310428,0.4332860229376648
202,202,202,07-21,6.993639739105557,2.2440475277725755,0.8344923511104639
203,203,203,07-22,5.7992121676946295,0.60259171491745,0.7240173022681002
204,204,204,07-23,6.837981083052609,2.030131831321002,0.7954832591835532
205,205,205,07-24,5.391538123982248,0.042340976556341316,0.6475919452512625
206,206,206,07-25,5.4049328629219096,0.060748850437058764,0.26093145827982145
207,207,207,07-26,4.564439194771127,-1.0943092294968484,0.006112580524587796
208,208,208,07-27,5.305487272994814,-0.07591539405607092,-0.4469938156307636
209,209,209,07-28,4.686677705579178,-0.926321551613952,-0.4260882473019007
210,210,210,07-29,4.85972701817138,-0.6885065456111065,-0.7462562045592667
211,211,211,07-30,5.4828114449420475,0.16777438652951893,-0.8267385267076789
212,212,212,07-31,4.007085539945815,-1.8602588931071369,-0.7763498534428172
213,213,213,08-01,4.213054879095767,-1.5772031623873208,-0.5938963589081453
214,214,214,08-02,5.525483279575149,0.2264166455330993,-0.5550000759031712
215,215,215,08-03,5.483266255812858,0.16839941559407898,-0.5488578188055956
216,216,216,08-04,5.029547463471338,-0.4551288475812618,-0.15521035555774307
217,217,217,08-05,5.509628424737358,0.2046279291149727,0.1450751934821969
218,218,218,08-06,5.7257430140134575,0.5016258863799783,0.02567745611971653
219,219,219,08-07,5.524095979053403,0.22451013185231905,-0.13390326876972802
220,220,220,08-08,5.004194987732177,-0.4899697786417829,-0.022141363625622284
221,221,221,08-09,4.786539790753206,-0.7890849337425881,-0.03955821353196015
222,222,222,08-10,5.5174978544307125,0.2154425832833725,-0.3793871559207835
223,223,223,08-11,5.43358678326641,0.10012682967694547,-0.4735783645773304
224,224,224,08-12,4.242056197077671,-1.5373477679529617,-0.16186589318677433
225,225,225,08-13,5.112858920865851,-0.34063712008696273,-0.2067604231795961
226,226,226,08-14,6.365125817300777,1.3803050497015532,-0.291524015640948
227,227,227,08-15,4.590531111107948,-1.0584521136995184,-0.5338577999016056
228,228,228,08-16,5.1474215925120586,-0.29313897148473866,-0.362980028567693
229,229,229,08-17,4.375562006217509,-1.3538758758870006,-0.2433497410698835
230,230,230,08-18,4.988105355967182,-0.5120811399494862,-0.4718943671764384
231,231,231,08-19,5.635162522257326,0.3771446048998944,-0.2516021402973124
232,232,232,08-20,5.3673042472714725,0.00903729306222369,-0.4148107742129003
233,233,233,08-21,5.5523228602051145,0.263301247575238,-0.1123556333257445
234,234,234,08-22,4.434855744387226,-1.2723907749782664,-0.06149401600734986
235,235,235,08-23,5.696075503667887,0.4608549694359342,-0.10238784843908393
236,236,236,08-24,5.210166227454086,-0.2069114360391185,0.2926433724752169
237,237,237,08-25,5.456620813459834,0.13178161030948998,0.4279364594726641
238,238,238,08-26,7.092003181472294,2.3792246185480286,0.554762479175003
239,239,239,08-27,6.1430099517447925,1.0750597695599209,0.37748518160937183
240,240,240,08-28,4.988575778219716,-0.5114346567642328,0.5881703776975695
241,241,241,08-29,4.922086132747316,-0.6028088159578531,0.8207026990529981
242,242,242,08-30,6.130013859507542,1.0571997404900677,0.5667735934165457
243,243,243,08-31,6.471852586484567,1.5269755384420618,0.5203711190486828
244,244,244,09-01,5.98335344781297,0.8556499847293142,0.4961894081596481
245,245,245,09-02,5.940417615115543,0.7966449233527444,0.7032129672950717
246,246,246,09-03,4.88299888001673,-0.6565249220984415,0.4581284450149865
247,247,247,09-04,5.825947126237716,0.6393325388546884,0.3419184400823383
248,248,248,09-05,5.059979411629608,-0.4133073931904432,0.019154602112910868
249,249,249,09-06,5.964481874906577,0.8297155088461727,0.1841085036932888
250,250,250,09-07,4.5741725581201935,-1.0809330430872506,0.05730030460521944
251,251,251,09-08,6.660603269275937,1.7863683328350122,-0.2736200215295815
252,252,252,09-09,4.329356650653382,-1.417374116626858,-0.2422951601648845
253,253,253,09-10,4.381155161518812,-1.3461894179541172,-0.1954173021512348
254,254,254,09-11,5.196743171427222,-0.2253582250022613,-0.3999946868775477
255,255,255,09-12,6.169149727656626,1.1109826569280712,-0.6884475403463687
256,256,256,09-13,3.6809915164232168,-2.308397351445128,-0.5133590605900773
257,257,257,09-14,5.401223497233085,0.05565121202208622,-0.11719266655314638
258,258,258,09-15,5.093789683889581,-0.36684323808910974,-0.0056920289531131405
259,259,259,09-16,6.110810240376258,1.030808946267468,0.05190929262390168
260,260,260,09-17,5.683552873167755,0.4436456005979381,0.6821281845657486
261,261,261,09-18,6.420636022087993,1.4565905863901598,0.9233708966510684
262,262,262,09-19,6.432515430734612,1.472916000205954,1.1272538115917123
263,263,263,09-20,6.454484673537755,1.5031074845340038,0.9959810004740544
264,264,264,09-21,5.983938683469972,0.8564542515547541,0.9025800510181616
265,265,265,09-22,5.537675598258216,0.2431720795615215,0.7708047636329386
266,266,266,09-23,5.275766071893963,-0.11676009613741932,0.4090153380296199
267,267,267,09-24,5.845307577968365,0.6659388620788212,-0.10625820371583576
268,268,268,09-25,4.852949554146496,-0.6978205534139578,-0.1842977951490989
269,269,269,09-26,4.204810011840406,-1.5885337659387302,-0.21328419442666866
270,270,270,09-27,5.643219284484505,0.3882167029551755,-0.3598208765461706
271,271,271,09-28,5.411121520267532,0.06925368389610262,-0.5534854620218944
272,272,272,09-29,4.635989653999999,-0.9959801888544316,-0.6201868802118964
273,273,273,09-30,4.999771614027716,-0.4960486507755211,-0.5265187878442652
274,274,274,10-01,4.561732407826467,-1.09802906255397,-0.6344474998743587
275,275,275,10-02,4.613763154078558,-1.026525211732943,-0.7793470567755306
276,276,276,10-03,5.172004543084729,-0.2593555692253853,-0.7603336879421461
277,277,277,10-04,4.778492760507202,-0.8001436575109299,-0.8024624273882878
278,278,278,10-05,4.71900166729507,-0.8818999758541236,-0.629940990082354
279,279,279,10-06,4.815838324264403,-0.7488210874523731,-0.3374999401693257
280,280,280,10-07,5.3149577816580935,-0.06290043871836698,-0.5978233586964791
281,281,281,10-08,5.890555317326307,0.7281210877452271,-0.6442480252657881
282,282,282,10-09,4.035437358743876,-1.8212960803883047,-0.6306265782836661
283,283,283,10-10,4.575803533140826,-1.0786916569267837,-0.6209214540886635
284,284,284,10-11,4.778472650469424,-0.8001712939613919,-0.5818052198420293
285,285,285,10-12,4.858210715278629,-0.6905903422823569,-0.8984686718808601
286,286,286,10-13,5.485738529972049,0.17179696676143824,-0.8042736999320002
287,287,287,10-14,4.508008598695662,-1.1718596244877582,-0.8310292246515099
288,288,288,10-15,4.446690847395396,-1.256126248695145,-0.8772743324922483
289,289,289,10-16,4.458989411814115,-1.2392248052438413,-0.8504277459523172
290,290,290,10-17,4.576567373159135,-1.0776419410058231,-0.9035807779273294
291,291,291,10-18,4.975422410812927,-0.5295108230427714,-0.8365889020133402
292,292,292,10-19,5.253673384881318,-0.14712122508863382,-0.2628291617388258
293,293,293,10-20,4.800493878014981,-0.769908369003823,0.01700606561924119
294,294,294,10-21,6.951715159773668,2.186432192951941,0.2774627506919401
295,295,295,10-22,5.680744789172014,0.4397865589045606,0.2480488411962685
296,296,296,10-23,5.71371639674939,0.485098169430371,0.29783285783526553
297,297,297,10-24,4.8470018311927925,-0.7059942800168008,0.25380856823434866
298,298,298,10-25,5.4710294719237185,0.15158287474534826,0.050046421017954236
299,299,299,10-26,4.608284651671017,-1.0340541066093245,0.19257252277007333
300,300,300,10-27,6.062093429822288,0.963859309653575,0.07484362418776559
301,301,301,10-28,6.303011088070464,1.2949431694172753,0.2796521145497286
302,302,302,10-29,5.1997142238588765,-0.22127522206347555,0.3800582359344931
303,303,303,10-30,5.741191875779643,0.5228566621549773,0.6514664288677919
304,304,304,10-31,5.9094007230332855,0.7540196030539353,0.5661479728445499
305,305,305,11-01,5.793247754086107,0.5943950509904681,0.5190188169800066
306,306,306,11-02,5.689594643953238,0.4519485735141232,0.4907052533898759
307,307,307,11-03,6.097246073595833,1.0121682342300158,0.5103206214279205
308,308,308,11-04,5.076097733915871,-0.3911566036042604,0.6565728749624427
309,309,309,11-05,5.82683220636129,0.6405488703832449,0.7620329742112307
310,310,310,11-06,6.547935331036284,1.6315331242610682,0.7711255379619618
311,311,311,11-07,6.253684578178443,1.2271556464831963,0.8112388683049535
312,312,312,11-08,5.72929260750595,0.5065039560185103,0.8511391837942485
313,313,313,11-09,6.272380124847977,1.2528482162879655,0.4949759278734562
314,314,314,11-10,5.2503017662943465,-0.15175471066849078,0.3740116046562416
315,315,315,11-11,4.271830081551141,-1.4964306651415082,0.11752982489223535
316,316,316,11-12,6.019807354603975,0.90574718495778,0.1682823209543992
317,317,317,11-13,5.133889916943612,-0.31173503210084075,0.0419346526356168
318,318,318,11-14,5.950877057625742,0.8110189323914935,0.14066880258126047
319,319,319,11-15,5.720748564223971,0.494762206375271,0.16469906629145115
320,320,320,11-16,5.681373221320982,0.4406501890053712,0.02070159505622769
321,321,321,11-17,4.376745764199227,-1.3522490828803642,0.5011744707519168
322,322,322,11-18,5.391117084016775,0.041762357546438963,0.6171762843911326
323,323,323,11-19,7.231625520491091,2.5711022220732938,0.7672245987686371
324,324,324,11-20,6.4573388099041065,1.5070298142267882,0.8277947574055355
325,325,325,11-21,6.375856702984612,1.3950520926402985,1.2679130580436366
326,326,326,11-22,5.94582140291951,0.804071140826761,1.2547387549789957
327,327,327,11-23,6.2982940465753305,1.2884607209482426,0.6964144279638323
328,328,328,11-24,5.333598322836746,-0.03728346084140724,0.5452818272226988
329,329,329,11-25,4.793991934181856,-0.7788437400176851,0.3779192835627391
330,330,330,11-26,5.7974966971264426,0.6002342097799863,0.38753582752588267
331,331,331,11-27,5.645154962480688,0.3908768306805406,0.2760094877904686
332,332,332,11-28,5.987807054295473,0.8617704046056222,0.5411283652826263
333,333,333,11-29,5.811372129791652,0.6193026825357579,1.0308918235686917
334,334,334,11-30,6.4911023914745005,1.5534298041115389,0.8488604824350543
335,335,335,12-01,6.9322900478383875,2.1597370096987065,1.2881315436864909
336,336,336,12-02,5.002751260758922,-0.4919538370218368,1.290633168195221
337,337,337,12-03,7.563004213514889,3.026503198189162,1.1039932789415028
338,338,338,12-04,5.998729100188428,0.8767801516580004,0.6906955024333423
339,339,339,12-05,4.996505858386032,-0.5005366529865507,0.2908459312093575
340,340,340,12-06,4.686652016637332,-0.9263568549374251,0.3377530955763966
341,341,341,12-07,5.186554286157233,-0.2393604176452025,-0.2582643781307921
342,342,342,12-08,5.207547064500637,-0.21051085081960225,-0.30110292928086224
343,343,343,12-09,4.960803052582189,-0.5496016440539703,-0.30775848857673976
344,344,344,12-10,5.811696785779889,0.6197488447575794,-0.20073536904458106
345,345,345,12-11,4.967447810777686,-0.5404700087618158,-0.2159766837480236
346,346,346,12-12,5.153912958101008,-0.2842181377444728,-0.0009801599212954926
347,347,347,12-13,5.120010990758947,-0.3308083058658582,0.3973752214377127
348,348,348,12-14,6.146217872956263,1.0794682921407666,0.5253979379463313
349,349,349,12-15,6.700015209213455,1.8405306441000795,0.7535809209824196
350,350,350,12-16,6.370641575523,1.3878851438092903,0.6472473342287544
351,351,351,12-17,5.9636904539141975,0.8286278894547142,0.7243177636518037
352,352,352,12-18,4.6896625038727775,-0.9222196582664641,0.32592091049592153
353,353,353,12-19,5.456499046504719,0.1316142706724378,0.017942153863501658
354,354,354,12-20,4.4068246512342375,-1.3109128267945265,-0.04465641625104636
355,355,355,12-21,5.355385708560233,-0.007341895694440188,0.11422610529632456
356,356,356,12-22,6.0973373872890315,1.0122937231220024,0.151759622923155
357,357,357,12-23,6.657368576219717,1.7819230187389397,0.09196631280199637
358,358,358,12-24,4.853533140978307,-0.6970185525054813,0.2857054470376089
359,359,359,12-25,5.1954425710200285,-0.2271455900545141,0.043839195047841915
360,360,360,12-26,5.2526860936685305,-0.14847802138085098,-0.4645879811848441
361,361,361,12-27,4.299402168675937,-1.458539407633042,-0.9523027296127738
362,362,362,12-28,3.877553829580105,-2.0382693342741143,-0.99320132762611
363,363,363,12-29,4.528015091548803,-1.1443654718286391,
364,364,364,12-30,4.674970625740528,-0.9424101405854978,
365,365,365,12-31,,,
