,unnamed: 0,unnamed: 0,mth_day,redemption,redemption_norm,redemption_ravg
0,0,0,01-01,,,
1,1,1,01-02,4.753625458676685,-0.8343178327533084,
2,2,2,01-03,4.783732975747308,-0.7929422315120921,
3,3,3,01-04,4.365431406762442,-1.3677979685791388,
4,4,4,01-05,4.198591543811571,-1.5970795670716755,-1.3054836047228893
5,5,5,01-06,4.445189713353615,-1.2581891993986742,-1.5309534497562245
6,6,6,01-07,3.918080691240167,-1.9825748290224456,-1.7078428072699128
7,7,7,01-08,3.769228325398502,-2.1871369029533207,-1.5919799132685704
8,8,8,01-09,4.011437343849618,-1.8542783765942217,-1.5346670654085524
9,9,9,01-10,4.871286638495858,-0.6726206045710827,-1.4704972439829531
10,10,10,01-11,4.448818367381121,-1.2532024799115686,-1.054473728293544
11,11,11,01-12,4.725353955472085,-0.8731702708450755,-0.6359398021233825
12,12,12,01-13,5.734431592445676,0.5135662651140087,-0.4437514222038571
13,13,13,01-14,5.5965396318867615,0.3240666540676469,-0.3374697208447232
14,14,14,01-15,4.850528221896693,-0.7011480970770678,-0.3478928813311666
15,15,15,01-16,5.335310562060408,-0.03493039641628011,0.017768207792285242
16,16,16,01-17,4.403311043326164,-1.315741442830229,0.14159089144367168
17,17,17,01-18,6.321823442694577,1.3207962638956354,0.07027249808781226
18,18,18,01-19,6.275039117160188,1.2565023670223274,0.0027181676051926122
19,19,19,01-20,5.2851648582041255,-0.10384370606750973,-0.03089646526257877
20,20,20,01-21,4.555587276433296,-1.1064740799727857,-0.055077870610218994
21,21,21,01-22,5.1885497026366565,-0.2366181936229084,-0.4920276310137801
22,22,22,01-23,4.297735479111199,-1.4608298749160704,-0.9689495215322544
23,23,23,01-24,4.414108947817182,-1.300902298525731,-1.2762868571439254
24,24,24,01-25,4.1928070485898425,-1.6050289760885181,-1.4762803043434027
25,25,25,01-26,3.94333578975041,-1.947867719737536,-1.671344117409942
26,26,26,01-27,3.6824196203838597,-2.3064347631696496,-1.5131424213034137
27,27,27,01-28,4.336904737161904,-1.4070010720221442,-1.2731757035790083
28,28,28,01-29,4.9884411302548735,-0.5116196982768982,-1.2414937742900958
29,29,29,01-30,5.461799156568396,0.13889800782070064,-1.268730132144995
30,30,30,01-31,4.331129760277148,-1.414937400355044,-1.118252109807937
31,31,31,02-01,3.824422359933055,-2.111285866866932,-0.6330170533772521
32,32,32,02-02,4.339403856072093,-1.4035666291473017,-0.7942039429062443
33,33,33,02-03,6.4554319328754675,1.5044092665619666,-1.0541162522081968
34,34,34,02-04,4.284702180370431,-1.4787410354508528,-0.7043088043042092
35,35,35,02-05,4.327026867428241,-1.4205758479910138,-0.4540084225612044
36,36,36,02-06,5.858382545966211,0.6839072870688817,-0.18416991071851616
37,37,37,02-07,4.917229152831767,-0.6094835764089025,-0.6369834235953674
38,38,38,02-08,5.5175137601558095,0.2154644419088276,-0.5947933821211268
39,39,39,02-09,4.478456590919238,-1.2124718106991408,-0.17481653769953867
40,40,40,02-10,4.468903113643746,-1.2256007866054088,-0.44222633756008745
41,41,41,02-11,6.160637928059008,1.0992852185385151,-0.473879670870909
42,42,42,02-12,4.690876353045833,-0.9205515120944108,-0.3820487793244575
43,43,43,02-13,4.779031290650841,-0.7994035762738319,-0.1979119612158848
44,44,44,02-14,5.918445717914247,0.7664497911875365,-0.11265058387692445
45,45,45,02-15,5.282394500444326,-0.10765090204770468,-0.4234139765676745
46,46,46,02-16,4.841152695043037,-0.7140325225716465,-0.2581190846516213
47,47,47,02-17,4.803850758371871,-0.7652951376059853,-0.316058320997386
48,48,48,02-18,5.412550764644567,0.07121783940190847,-0.4577664765166813
49,49,49,02-19,4.526069666648904,-1.1470389943484198,-0.558186764783434
50,50,50,02-20,5.299750556995017,-0.0837991419282356,-0.5649024368090404
51,51,51,02-21,4.843961396992533,-0.7101726316482205,-0.4618818944012378
52,52,52,02-22,4.811832196379164,-0.7543265547252846,-0.5724084243148554
53,53,53,02-23,5.253636522849646,-0.14717188315916954,-0.19066196007268832
54,54,54,02-24,4.929993998873674,-0.5919413400797974,-0.1109346067239268
55,55,55,02-25,6.1927676012818536,1.1434397911045826,-0.04600977301175093
56,56,56,02-26,5.64783869298843,0.3945649781643335,0.03133898577068184
57,57,57,02-27,5.127422008656055,-0.32062362937516525,-0.0978480651621744
58,58,58,02-28,5.149535432910839,-0.29023400203068805,-0.005894384772180794
59,59,59,02-29,4.6896082707516165,-0.9222941887563072,-0.3026248764268999
60,60,60,03-01,5.331462050430213,-0.040219257739835694,-0.660479887965557
61,61,61,03-02,4.897247815485467,-0.6369431588237321,-0.6356938835979037
62,62,62,03-03,4.085450394740378,-1.7525650910676092,-0.6346018533386716
63,63,63,03-04,5.235637240902881,-0.17190760316924564,-0.5214541712237907
64,64,64,03-05,5.154303216631461,-0.2836818204752956,-0.5397710728237992
65,65,65,03-06,5.183608938089157,-0.24340809606702105,-0.6140154440970266
66,66,66,03-07,5.251490800071119,-0.150120667339887,-0.535695389002635
67,67,67,03-08,4.573098276851597,-1.082409386463096,-0.7429594899096923
68,68,68,03-09,4.427394292833312,-1.2826447605012603,-0.7807711219119913
69,69,69,03-10,4.330726046529099,-1.415492208611589,-0.7107168071596752
70,70,70,03-11,4.989218337355789,-0.5105516124890892,-0.7608610857885351
71,71,71,03-12,5.489464768192519,0.17691779244687542,-0.6691398314844758
72,72,72,03-13,5.0325618159080525,-0.4509863391130454,-0.5461729254178439
73,73,73,03-14,4.973551560456975,-0.5320818606387406,-0.3915353309943688
74,74,74,03-15,4.964265508592487,-0.5448433241014697,-0.3704136269974476
75,75,75,03-16,5.0058708962760665,-0.4876666420707392,-0.7202728750724853
76,76,76,03-17,5.081435302606488,-0.3838213885075613,-0.4060994472421375
77,77,77,03-18,3.9619858239239036,-1.9222376960033511,-0.2387172589187433
78,78,78,03-19,6.404237135340012,1.4340542278690414,-0.11010412845039218
79,79,79,03-20,5.704339069194638,0.4722112693016242,0.08949269687199085
80,80,80,03-21,5.525788034659152,0.2268354587086373,0.06261129002343213
81,81,81,03-22,5.877306908616121,0.709914309863559,0.33813407234881737
82,82,82,03-23,4.964071582254912,-0.5451098295989136,0.07683518741923827
83,83,83,03-24,5.164913146794231,-0.26910100205103954,0.08946035254374253
84,84,84,03-25,5.263411082900788,-0.13373908170843346,0.07219638389515952
85,85,85,03-26,5.759460304381933,0.5479622600486498,0.1349635145573493
86,86,86,03-27,5.45041386990485,0.12325164681713935,0.18535620488820007
87,87,87,03-28,6.151347029053607,1.0865170938366977,0.11467771792215027
88,88,88,03-29,5.184085127270347,-0.2427536876138087,0.09204508626867464
89,89,89,03-30,4.856332192460706,-0.6931719238473386,0.08764949069432941
90,90,90,03-31,5.1645974357147155,-0.2695348716292872,0.061576454689869366
91,91,91,04-01,5.740269216182108,0.5215886866025784,-0.3903707921242374
92,92,92,04-02,5.336579481564118,-0.033186569209620966,-0.5394603146751502
93,93,93,04-03,4.178153788551771,-1.6251663870479431,-0.5423823562286008
94,94,94,04-04,4.533163055721342,-1.1372908229192853,-0.5005615791084598
95,95,95,04-05,4.843574613600833,-0.7107041731680418,-0.6102730336043415
96,96,96,04-06,5.347186167713205,-0.018610208908441242,-0.6509398566692279
97,97,97,04-07,5.261271054465369,-0.1366800403727119,-0.40791780650200415
98,98,98,04-08,5.159028891423398,-0.2771875075989395,-0.014236892710208154
99,99,99,04-09,5.239183521696937,-0.16703408604460085,0.1147832678926418
100,100,100,04-10,6.251966574239228,1.2247946598314907,0.10449930892024163
101,101,101,04-11,5.406874225634353,0.06341679044905793,0.053203908702607286
102,102,102,04-12,5.302286594869287,-0.08031396274284222,0.23365827278550885
103,103,103,04-13,5.037316294940295,-0.4444524416785179,0.1644252852536645
104,104,104,04-14,5.946889275433872,0.8055386768984699,-0.0404691037034813
105,105,105,04-15,4.9369135909017325,-0.5824320112356669,0.021593941912921463
106,106,106,04-16,5.35740149798977,-0.004571673911384097,-0.06893725567443673
107,107,107,04-17,5.677840323909124,0.4357950641474745,-0.030708449961139826
108,108,108,04-18,4.907029076667418,-0.6235011482669914,-0.14244579198562465
109,109,109,04-19,5.2042225468484125,-0.21507960739873647,-0.17850409540779189
110,110,110,04-20,5.4590461265961014,0.13511462475156108,-0.07301368217844602
111,111,111,04-21,4.7794837114674875,-0.7987818317686703,-0.3494555001914605
112,112,112,04-22,5.817970672355174,0.6283708054646912,-0.18306019045647684
113,113,113,04-23,4.470900508387512,-1.2228558439306123,-0.15651103405813346
114,114,114,04-24,5.633507891915798,0.3748707101429103,-0.1839294147850036
115,115,115,04-25,5.320135667938372,-0.05578466900867607,-0.01070976304910167
116,116,116,04-26,5.339337988318585,-0.02939565960965998,-0.03879621274773338
117,117,117,04-27,5.535757476462784,0.2405360786467413,0.05320891152179319
118,118,118,04-28,5.6953457574216175,0.4598521072729009,0.04473008938258696
119,119,119,04-29,4.872593162961493,-0.6708250983134529,0.09151840536092468
120,120,120,04-30,5.596489512778771,0.3239977773076729,-0.08970866115910085
121,121,121,05-01,5.52441258183424,0.22494522686135035,0.008107753540095755
122,122,122,05-02,4.548103999896091,-1.1167580587298132,-0.005953325633117096
123,123,123,05-03,5.962822116540053,0.827434566841921,-0.052142411377522735
124,124,124,05-04,5.633955348310094,0.3754856322336238,-0.204750824281841
125,125,125,05-05,4.6709324770777085,-0.9479596127798868,-0.21041172387600693
126,126,126,05-06,4.930204031654086,-0.5916527001182366,-0.06700352289726423
127,127,127,05-07,5.499697199910556,0.19097982929635465,-0.2400539710784473
128,128,128,05-08,5.174221527546778,-0.256308852857357,-0.18680341739885087
129,129,129,05-09,5.207287091105165,-0.2108681222451776,0.16060149814824856
130,130,130,05-10,5.866446271342043,0.694988954311202,0.4953518353091554
131,131,131,05-11,6.187695851358432,1.1364698805027105,0.4544903448308399
132,132,132,05-12,6.39171775299621,1.4168493228472046,0.4071346312710528
133,133,133,05-13,5.321296695477779,-0.054189113573538436,0.5875938455891779
134,134,134,05-14,4.967467366405164,-0.5404431342160794,0.6377953415162305
135,135,135,05-15,5.995168651152059,0.8718871636635741,0.3836627959118358
136,136,136,05-16,6.085625065160617,0.9961979298735169,0.5414824406350388
137,137,137,05-17,5.078157902597852,-0.3883253931236581,0.5705548183587269
138,138,138,05-18,7.080755374934228,2.3637671911864238,0.9565710365259562
139,139,139,05-19,5.448226153758763,0.12024515276858948,1.3077595921275753
140,140,140,05-20,6.652806966946978,1.7756541747872965,1.3128146236858946
141,141,141,05-21,7.528451327259929,2.9790184972732883,1.4684890841990883
142,142,142,05-22,6.107695238553001,1.0265281192234317,1.1759603305502595
143,143,143,05-23,5.757829690331413,0.545721369955506,1.492010139455172
144,144,144,05-24,5.80358029881364,0.6085946692934495,1.2554957437489092
145,145,145,05-25,6.828093717925112,2.0165440061980635,0.87208357589277
146,146,146,05-26,5.620189531662698,0.3565678005497185,0.7766730710653506
147,147,147,05-27,5.8544809617516105,0.6785454901364544,0.6454948368304507
148,148,148,05-28,5.6911347560510075,0.4540650902589151,0.7541767234349264
