,unnamed: 0,unnamed: 0,mth_day,humor,humor_norm,humor_ravg
0,0,0,01-01,,,
1,1,1,01-02,5.4787325217610645,-0.9640420388746188,
2,2,2,01-03,6.019017230967018,-0.30891578995006064,
3,3,3,01-04,4.904780859967588,-1.6599914019565272,
4,4,4,01-05,4.731342211043952,-1.8702957277163217,-1.2428156972108761
5,5,5,01-06,5.323082824300532,-1.1527762390214722,-1.4447555784915933
6,6,6,01-07,5.0360063258569525,-1.5008729857462575,-1.6839494254933414
7,7,7,01-08,4.479489732628972,-2.175681326558921,-1.547266623144602
8,8,8,01-09,4.8354336549768435,-1.7440788719605491,-1.342781422623654
9,9,9,01-10,5.581117320993263,-0.8398945878640895,-1.2754471785374015
10,10,10,01-11,5.743179797601442,-0.6433845245906354,-0.8542667120503197
11,11,11,01-12,5.656267420815758,-0.7487707745039561,-0.5359206512173796
12,12,12,01-13,7.120099578717032,1.0262098131762336,-0.27295543716724263
13,13,13,01-14,6.054735809424093,-0.2656049615612812,0.11395178962365185
14,14,14,01-15,6.136643164785882,-0.16628758765972673,0.06847016069157348
15,15,15,01-16,7.495619072613407,1.4815487728812773,0.4831533773719841
16,16,16,01-17,5.518126730024441,-0.9162742981831056,0.5217119426069025
17,17,17,01-18,7.70821085771412,1.739328525578508,0.5103961868731789
18,18,18,01-19,7.310895809882048,1.2575612045857434,0.4641589512355753
19,19,19,01-20,5.998742970125622,-0.3334994959636225,0.1330470951644839
20,20,20,01-21,5.907851189633381,-0.4437110014853484,-0.07518017089434346
21,21,21,01-22,5.8572050432654805,-0.5051223635452708,-0.6788950642189571
22,22,22,01-23,4.487772583085358,-2.16563789453607,-1.120952931070421
23,23,23,01-24,4.7208972571495975,-1.8829608343691733,-1.3906862909428792
24,24,24,01-25,5.123496604588864,-1.3947859965230405,-1.5686651197797965
25,25,25,01-26,4.664043191500652,-1.9518996551983707,-1.7222844923243863
26,26,26,01-27,5.027172939227543,-1.5115839745068511,-1.3443483240280878
27,27,27,01-28,5.097062721141434,-1.4268385988128116,-1.2123994026121976
28,28,28,01-29,6.357883571203241,0.10197911524172236,-1.2755139601725964
29,29,29,01-30,5.373809437856003,-1.0912673058738325,-1.1292998017445222
30,30,30,01-31,4.811191941777749,-1.7734733418854327,-1.030061438438288
31,31,31,02-01,5.38754289127106,-1.0746147046299257,-0.6589525424822266
32,32,32,02-02,5.518226109656907,-0.9161537946694458,-1.0034536098213551
33,33,33,02-03,6.93339086947474,0.7998147769235571,-1.0415957856126228
34,34,34,02-04,4.653216790160598,-1.9650272887930464,-0.5352738235945461
35,35,35,02-05,5.185073592912864,-1.3201203606214418,-0.3880164026032023
36,36,36,02-06,7.316583973886902,1.2644584302230275,-0.21309625537391885
37,37,37,02-07,6.116204882842907,-0.191070178681862,-0.5464098401363585
38,38,38,02-08,6.383769333136437,0.13336708870625458,-0.2416974811756257
39,39,39,02-09,5.2840822040375865,-1.2000667316510814,0.045665074896645695
40,40,40,02-10,6.16100032216972,-0.13675313502864928,-0.2492049676912027
41,41,41,02-11,6.6070064978977046,0.4040549758121865,-0.4443752176310188
42,42,42,02-12,5.857502380304147,-0.5047618253040627,-0.4895590338842141
43,43,43,02-13,5.150459713198241,-1.3620916783207588,-0.4930281327863663
44,44,44,02-14,6.160189907962308,-0.1377358088129172,-0.5978466924991181
45,45,45,02-15,5.266916342392145,-1.2208813250639947,-0.6930715602761687
46,46,46,02-16,5.6423351169813465,-0.7656644933051604,-0.6107956674756526
47,47,47,02-17,6.135812982932709,-0.1672942308501166,-0.6417431116578375
48,48,48,02-18,6.264621529225678,-0.01110646850096688,-0.6781204892746394
49,49,49,02-19,4.997324977033231,-1.5477763434138678,-0.472680016200645
50,50,50,02-20,5.980186671154442,-0.3560000745137297,-0.3435376196466536
51,51,51,02-21,6.283480826896857,0.011761513379972116,-0.3866010696226807
52,52,52,02-22,6.281359997601276,0.009189886018787995,-0.5111887571407409
53,53,53,02-23,5.922725594791294,-0.4256749307062784,-0.18771584249619291
54,54,54,02-24,5.648134347112277,-0.7586325936093281,0.10199326888408587
55,55,55,02-25,6.597939850074508,0.3930611444534194,0.2006893344076018
56,56,56,02-26,7.413730846067518,1.3822545937679434,0.2797303508445423
57,57,57,02-27,6.771850589048933,0.6039379065210678,0.1790268124433497
58,58,58,02-28,6.672472269329772,0.4834359846404312,0.2171478136412972
59,59,59,02-29,5.424422416888578,-1.029896161113434,-0.07345347390286347
60,60,60,03-01,5.836765415527105,-0.5299065864216432,-0.3699270808151131
61,61,61,03-02,5.15998099197582,-1.3505465808115444,-0.4608435330602636
62,62,62,03-03,5.946714464775151,-0.3965870477055544,-0.7089205283801605
63,63,63,03-04,6.3219760583555535,0.05843919305016481,-0.7197818473583034
64,64,64,03-05,5.444932928656536,-1.0050259872789502,-0.6617243140288102
65,65,65,03-06,5.370678230249753,-1.0950640749822915,-0.7921364428129664
66,66,66,03-07,6.1240468141610265,-0.1815613864446838,-0.8375857579154813
67,67,67,03-08,4.5146731980102235,-2.133019353516481,-1.073204875348813
68,68,68,03-09,5.721821293108634,-0.6692829383206441,-0.9032461544709979
69,69,69,03-10,5.156081027697207,-1.3552755115498258,-0.8516455499597203
70,70,70,03-11,6.2859259272172805,0.014726337987939481,-0.9169930839677376
71,71,71,03-12,5.626009330009467,-0.7854604479146253,-0.6393655812716132
72,72,72,03-13,5.800692894514492,-0.573646590492787,-0.6369137592254863
73,73,73,03-14,5.888434925383999,-0.4672543373397355,-0.5020855469898239
74,74,74,03-15,5.7339534459270345,-0.6545720060438828,-0.5197350586769304
75,75,75,03-16,5.823240570396818,-0.5463062381358514,-0.8690036466015357
76,76,76,03-17,6.198592275373996,-0.09117073213469952,-0.6833453564290534
77,77,77,03-18,3.8977518122739823,-2.8810719754622567,-0.453795917761777
78,78,78,03-19,6.7193708026170444,0.5403031505421074,-0.3826649791317225
79,79,79,03-20,7.024295855294818,0.9100422946639224,-0.2358095830957189
80,80,80,03-21,6.085924919117489,-0.22778637426355536,-0.09264946257260748
81,81,81,03-22,6.549913254383024,0.33482613808016953,0.4035562443522631
82,82,82,03-23,6.906979926276613,0.7677899910039694,0.3255093798722468
83,83,83,03-24,6.353086397133005,0.09616226608696657,0.19686804898418
84,84,84,03-25,6.333177812646851,0.07202196366200977,0.1338577339184029
85,85,85,03-26,6.387750357401973,0.13819430933552138,0.3076012802792569
86,86,86,03-27,5.774136071015242,-0.6058482646582182,0.24016462032246905
87,87,87,03-28,7.409634398905152,1.3772874162452933,0.06820942632773684
88,88,88,03-29,6.573288553588817,0.3631700312632423,0.04936712646415256
89,89,89,03-30,5.502214412048533,-0.9355688978814266,-0.021387036520328025
90,90,90,03-31,6.239941983498381,-0.041031835519495886,0.06590237144539825
91,91,91,04-01,6.037643252678867,-0.2863306685713621,-0.29914531225715113
92,92,92,04-02,6.206063191721588,-0.08211181686386056,-0.4873450107740828
93,93,93,04-03,5.603298457159816,-0.8129986859700029,-0.4671863252621171
94,94,94,04-04,5.6420352000302945,-0.7660281598383476,-0.3562843748581878
95,95,95,04-05,5.601964005880432,-0.8146167848096325,-0.3832566639757164
96,96,96,04-06,6.788709139044854,0.62437986690408,-0.29633294434770624
97,97,97,04-07,5.90417845495716,-0.4481644032765337,-0.2734831134118066
98,98,98,04-08,6.636180806389728,0.4394305009042003,-0.08432489069023685
99,99,99,04-09,5.716364428332918,-0.6758997003546052,0.015611124003787188
100,100,100,04-10,6.578031541420735,0.3689211764910709,-0.1813698077131837
101,101,101,04-11,6.096469308271821,-0.2150006966454883,-0.04109909095998823
102,102,102,04-12,5.814004319143093,-0.5575057233977454,-0.08761175367582935
103,103,103,04-13,6.598268702772932,0.3934598972426392,-0.17083633984985447
104,104,104,04-14,6.406025957692312,0.16035452460915353,-0.15090875658737266
105,105,105,04-15,5.304550936686391,-1.1752472173987558,-0.26761673961615245
106,106,106,04-16,6.676637590674492,0.4884866760659619,-0.18241566854126226
107,107,107,04-17,5.518972630864421,-0.9152485948181672,-0.2816623664560232
108,108,108,04-18,6.235597891239762,-0.04629929694840427,-0.3924371458826663
109,109,109,04-19,6.107174290873991,-0.20202029024592671,-0.3975111439098243
110,110,110,04-20,5.857888072011873,-0.5042941519507048,-0.3895499741888024
111,111,111,04-21,5.279443682445411,-1.2056912055617046,-0.3854999534537839
112,112,112,04-22,6.716031203200834,0.5362536943920935,-0.2367409405475333
113,113,113,04-23,5.5390130210520185,-0.8909484704080562,-0.058646961513518926
114,114,114,04-24,6.971690088691068,0.8462547804890992,-0.11229459282209996
115,115,115,04-25,6.988422329691048,0.8665435839581597,0.06331775514172587
116,116,116,04-26,5.592427835038683,-0.8261799398021911,-0.002550290475713405
117,117,117,04-27,6.1484120668601525,-0.1520171177787496,0.04940237967894248
118,118,118,04-28,6.390101678037075,0.14104542068745776,-0.14318725026411191
119,119,119,04-29,5.796086218772845,-0.579232449480121,-0.26777654209960683
120,120,120,04-30,6.018714392351527,-0.3092829991692272,-0.40462130916712574
121,121,121,05-01,6.371927209063381,0.11900783294519007,-0.41070812021466857
122,122,122,05-02,4.915289937088773,-1.647248542207304,-0.4993282082122074
123,123,123,05-03,6.118293191829162,-0.1885379840640071,-0.5851883233678167
124,124,124,05-04,5.951590060905367,-0.3906751072977754,-0.5000162363850457
125,125,125,05-05,5.371231552130599,-1.0943931404137759,-0.4973259642108412
126,126,126,05-06,6.440164544808326,0.20174952272739924,-0.27603148830280483
127,127,127,05-07,6.385239265373544,0.13514946599041658,-0.33834841392455434
128,128,128,05-08,6.010303502133322,-0.3194816867590859,-0.2667682561043113
129,129,129,05-09,5.809935386657172,-0.5624395377945043,0.196132802714464
130,130,130,05-10,6.3057843690984425,0.038805839623683135,0.21476401132341127
131,131,131,05-11,7.66176743921117,1.6830132124988757,0.21721597418266814
132,132,132,05-12,6.532355848166707,0.31353677438108285,0.12008713873814116
133,133,133,05-13,6.397372114966173,0.14986124314595814,0.4423909474087567
134,134,134,05-14,5.529688737881656,-0.9022546994262479,0.5715726221892348
135,135,135,05-15,7.404765267121578,1.3713833142291891,0.4794640343329293
136,136,136,05-16,6.94500360699113,0.8138958883065516,0.6849572339300156
137,137,137,05-17,7.205993960248835,1.1303616853610423,0.5794899166215283
138,138,138,05-18,7.5491812350630685,1.546495971963601,1.034341646182199
139,139,139,05-19,5.875496715014278,-0.4829426607049662,1.3645685170755826
140,140,140,05-20,7.780394779725612,1.8268556779377767,1.3062455103979658
141,141,141,05-21,9.038800195859436,3.3527445395894886,1.3746946304958123
142,142,142,05-22,6.65640858805033,0.4639578482408514,1.30630752666231
143,143,143,05-23,7.544695207602402,1.541056405948124,1.7560574940592557
144,144,144,05-24,7.210786857776783,1.136173348962587,1.4979710911203357
145,145,145,05-25,8.100958119584815,2.2155571436767088,0.9747402588410766
146,146,146,05-26,6.503326696520888,0.27833726030425704,1.0095629431175477
147,147,147,05-27,6.449739367999286,0.21335954591393552,0.6231367476226145
148,148,148,05-28,6.82871886148818,0.6728939538996778,0.5097174303073954
149,149,149,05-29,5.632573704256092,-0.7775007670214743,0.3100679841505536
150,150,150,05-30,6.6495632190544605,0.4556574450712727,0.4847466299220362
151,151,151,05-31,7.113048905410737,1.0176604667356586,0.5756365642722491
152,152,152,06-01,7.367674917860462,1.3264091349331526,0.5061809665795926
153,153,153,06-02,6.899482682336929,0.758699152015212,0.7416211044322064
154,154,154,06-03,6.485037342418803,0.2561603677437389,0.9125555927940928
155,155,155,06-04,6.797583104724404,0.6351400600942092,0.7697894554609167
156,156,156,06-05,7.4953845289727425,1.4812643752425907,0.6333384042777901
157,157,157,06-06,6.4066107696761225,0.1610636427366011,0.7627574805641643
158,158,158,06-07,6.692485212392151,0.5077028278343935,0.5963926449593219
159,159,159,06-08,7.539876634909012,1.5352136097334574,0.5232559637745183
160,160,160,06-09,5.661827675814136,-0.7420286458853155,0.7415084853801854
161,161,161,06-10,6.435686777800366,0.1963199729853881,0.8027201612003521
162,162,162,06-11,8.575345837463344,2.790779504876592,0.7252299433861151
163,163,163,06-12,6.70949955660656,0.5283336976576005,0.5524942928274456
164,164,164,06-13,6.309046632117293,0.042761520948971565,0.7912684772407036
165,165,165,06-14,6.685142779703593,0.4987997063814395,1.0119182121965278
166,166,166,06-15,6.843334669344433,0.6906164605942334,0.7472403405189839
167,167,167,06-16,7.527510023313824,1.5202183827203333,0.6826534383153381
168,168,168,06-17,7.2656617223728475,1.202712274811328,0.832217781449022
169,169,169,06-18,6.389909409825902,0.14081228443572474,1.0225417367390204
170,170,170,06-19,7.049123780027763,0.9401475797510762,1.0755642152664675
171,171,171,06-20,7.626907421321168,1.6407434381214296,1.1429582607254352
172,172,172,06-21,7.105701513349911,1.0087513317589163,0.9996779716588104
173,173,173,06-22,7.860990530127138,1.9245826554741392,0.8853082054481206
174,174,174,06-23,6.556679451181139,0.3430305404115788,0.7690324900789479
175,175,175,06-24,5.823982741671188,-0.5454063128284125,0.5872853963679064
176,176,176,06-25,6.4737660577346166,0.2424932875360397,0.5663021761988262
177,177,177,06-26,6.727582970476228,0.5502608758551806,0.37429121971733786
178,178,178,06-27,7.001871941332,0.8828520107444351,0.668995508722682
179,179,179,06-28,6.9108782368958135,0.7725169165852088,1.0233761944101758
180,180,180,06-29,8.01494085971159,2.111256274443644,0.9064150720979126
181,181,181,06-30,7.577536039489872,1.5808778012965503,0.7945646243810615
