,unnamed: 0,unnamed: 0,mth_day,1980s,1980s_norm,1980s_ravg
0,0,0,01-01,,,
1,1,1,01-02,4.059277228610896,-1.3694582461408005,
2,2,2,01-03,4.145484556577474,-1.2193630871399368,
3,3,3,01-04,4.4027879233057465,-0.7713734480745534,
4,4,4,01-05,3.5839755656885623,-2.1970036573309253,-1.4865072843746503
5,5,5,01-06,4.187555973887053,-1.1461127472973471,-1.3144547333145713
6,6,6,01-07,3.5732186216266117,-2.2157325202643405,-1.3129438382275438
7,7,7,01-08,4.652188717380646,-0.3371429397803245,-1.212741867898463
8,8,8,01-09,4.150691262609467,-1.2102977166177724,-0.9901590034583728
9,9,9,01-10,4.7480946277947265,-0.17016162610006627,-0.9073986298426588
10,10,10,01-11,4.351019917641971,-0.8615064706903861,-0.6662140262958459
11,11,11,01-12,4.4727570710477655,-0.6495505056030619,-0.6331969474452651
12,12,12,01-13,4.40436655565142,-0.7686248989834634,-0.5161056800879906
13,13,13,01-14,4.765969101661554,-0.13904046667683914,-0.3897379029380328
14,14,14,01-15,4.554200290653439,-0.507750112474126,-0.5945450954971995
15,15,15,01-16,5.18357150053428,0.5880450367996807,-0.2591100546710957
16,16,16,01-17,3.645232431767348,-2.0903496260453864,-0.07318112416969524
17,17,17,01-18,5.628702090266335,1.3630597393535606,-0.11251127362110036
18,18,18,01-19,5.045097531796367,0.3469486840249393,-0.3567622527002772
19,19,19,01-20,4.630433201024856,-0.3750213633852698,-0.5142285258483644
20,20,20,01-21,3.712485298652335,-1.9732559869491872,-0.4533903552256586
21,21,21,01-22,4.64092588518008,-0.3567526020888424,-0.8986714369049896
22,22,22,01-23,3.854887273242734,-1.7253206023091514,-1.2772568370121828
23,23,23,01-24,4.094215868278808,-1.3086267507224256,-1.358285255371167
24,24,24,01-25,3.740451760367697,-1.9245637166182208,-1.3142341224977825
25,25,25,01-26,4.3512006068792015,-0.8611918735391749,-1.4567640310867205
26,26,26,01-27,3.8642902129824463,-1.70894918970888,-0.9323392924661056
27,27,27,01-28,4.149752579262782,-1.211932053622471,-0.7662373265153722
28,28,28,01-29,5.6621109999903805,1.4212278294145382,-0.5519945171684909
29,29,29,01-30,4.6666210044574745,-0.31201495501802545,-0.39922025454529214
30,30,30,01-31,4.478755390656309,-0.6391068605369331,-0.2297965474386764
31,31,31,02-01,4.8776770522414745,0.05545370220001762,-0.0734780628996976
32,32,32,02-02,4.448142424382652,-0.6924069470691854,-0.4423719108782964
33,33,33,02-03,4.6884427923353735,-0.2740211463885983,-0.2382716597736849
34,34,34,02-04,4.390863353527891,-0.7921352584570543,-0.12416971109494568
35,35,35,02-05,5.369972294485476,0.9125865516096432,-0.18421539483426186
36,36,36,02-06,4.871962906882077,0.04550483153550181,-0.08217137819053817
37,37,37,02-07,4.670753205307968,-0.3048204002358793,0.2466356590440686
38,38,38,02-08,4.799797017444443,-0.0801428472068432,0.4148842428351393
39,39,39,02-09,5.821547002436075,1.6988210770190424,0.2612950849454723
40,40,40,02-10,4.9706659643251685,0.21735624428936967,0.1989220687792456
41,41,41,02-11,4.840687632897077,-0.008948395728358583,0.2709606156271778
42,42,42,02-12,4.657018823540566,-0.3287332654618582,0.7288732530709795
43,43,43,02-13,4.919005740927169,0.12741088085171412,0.4063310340927284
44,44,44,02-14,6.377812931306026,2.667332977455967,0.25887889091369065
45,45,45,02-15,4.7100320259524375,-0.2364322368504645,0.15099015560181095
46,46,46,02-16,4.46253011166905,-0.6673566147848569,0.07526703198356016
47,47,47,02-17,4.468891514320986,-0.6562808075996368,-0.10001015435653947
48,48,48,02-18,4.396068842373968,-0.7830720071713629,-0.6721354136408219
49,49,49,02-19,4.314981814167767,-0.9242522371888836,-0.5171491127441185
50,50,50,02-20,4.4062081096688805,-0.7654185782497274,-0.14707930074299186
51,51,51,02-21,5.2441313917415115,0.6934855685297553,-0.026437377010328462
52,52,52,02-22,5.737830255900628,1.5530622572219033,0.2427167762785131
53,53,53,02-23,4.884636483911135,0.06757073479634343,0.5389202038156746
54,54,54,02-24,5.323602835632361,0.8318529125616865,0.9687641077852296
55,55,55,02-25,5.335730498902094,0.8529683280340855,0.5281993680022689
56,56,56,02-26,5.887496166549803,1.8136448455676024,0.2330671117437996
57,57,57,02-27,3.7258981882538253,-1.9499028701680097,0.3579584379365036
58,58,58,02-28,4.720772941934498,-0.2177312803289128,0.19595303213675905
59,59,59,02-29,5.3150253487730525,0.8169186919525672,-0.13513141004484802
60,60,60,03-01,4.76531488378483,-0.1401795222367809,-0.4866142138661811
61,61,61,03-02,4.194778107827976,-1.1335383250555569,-0.26394242009284674
62,62,62,03-03,4.6762488400402304,-0.295251977360396,0.04675381529019231
63,63,63,03-04,4.493249000198932,-0.6138721075280035,-0.1140374665319953
64,64,64,03-05,5.79146539224166,1.6464461319693215,-0.5643170415061
65,65,65,03-06,4.760921397980137,-0.14782899898055848,-0.4271152684541541
66,66,66,03-07,3.213603319407727,-2.8418569720814086,-0.6026638327100803
67,67,67,03-08,4.667590088939913,-0.3103276867438815,-0.4841322092644053
68,68,68,03-09,4.071289715964076,-1.348543362895953,-0.8126335266297692
69,69,69,03-10,4.901721649342796,0.09731763314604597,-1.0319056995624776
70,70,70,03-11,4.659414725501418,-0.3245617722228618,-0.6982706000569219
71,71,71,03-12,4.005286042977977,-1.463462036576809,-0.8122914224723266
72,72,72,03-13,4.363345548365478,-0.8400463750480748,-0.8951537329352098
73,73,73,03-14,4.274662142492539,-0.9944526212363092,-0.9964574883946036
74,74,74,03-15,3.7857373335277713,-1.8457172256732524,-0.9968711853936336
75,75,75,03-16,4.552618075479353,-0.5105048996103168,-1.1762518149395351
76,76,76,03-17,4.657989081405571,-0.32704395421704113,-1.3265481115402065
77,77,77,03-18,3.3871212121445358,-2.5397458138522206,-1.3132143226770892
78,78,78,03-19,3.8454084388891614,-1.7418241546520998,-1.025066327778884
79,79,79,03-20,4.320611804715285,-0.9144498880576052,-0.9258095192873984
80,80,80,03-21,4.778726136009723,-0.11682925628402355,-0.8467607444845475
81,81,81,03-22,4.894667651208518,0.0850359513385969,-0.4178766649180977
82,82,82,03-23,4.930399612170771,0.14724869460006446,-0.1078886636899045
83,83,83,03-24,4.86510161149701,0.0335586635464783,0.08563259910013403
84,84,84,03-25,4.913660238566272,0.11810385271705942,0.14413820347180406
85,85,85,03-26,4.9875067697854485,0.2466776886826262,0.3463403416379771
86,86,86,03-27,4.980342704759512,0.2342043699459965,0.3648846260522813
87,87,87,03-28,5.591477841082826,1.2982487803356353,0.42807597238790135
88,88,88,03-29,4.994305199228386,0.25851440108588986,0.6611947888563375
89,89,89,03-30,5.082865748107424,0.4127067415601984,0.7041155151824069
90,90,90,03-31,5.7170126078332535,1.5168167515276758,0.4371850727755602
91,91,91,04-01,5.13541618227758,0.5042020466390433,0.0155860627476212
92,92,92,04-02,4.0604718569849485,-1.3673782844950837,-0.09911345315369784
93,93,93,04-03,4.138602570362599,-1.2313452798319986,-0.14356813044463698
94,94,94,04-04,4.599038402454921,-0.4296826943220244,-0.42838965860308864
95,95,95,04-05,4.9296701765628566,0.1459786778145635,-0.6476665177309399
96,96,96,04-06,4.735487165440167,-0.1921124174230339,-0.34354623787999633
97,97,97,04-07,4.379764678145857,-0.8114591081280639,-0.27325985989969864
98,98,98,04-08,5.10850286135251,0.4573433946105774,-0.23197160072211834
99,99,99,04-09,4.380816944702096,-0.8096270119502122,-0.25905317208825185
100,100,100,04-10,4.7413221585913945,-0.18195313925654266,-0.3031013700993407
101,101,101,04-11,4.836344185765364,-0.01651075038223747,-0.09955817337671648
102,102,102,04-12,4.583692364959355,-0.4564016054895669,-0.3830079301110639
103,103,103,04-13,5.081196299206933,0.4098000722076813,-0.22091865057227755
104,104,104,04-14,4.1317046899723,-1.2433551457955074,-0.4699069078639821
105,105,105,04-15,4.9393939344231,0.1629086652825061,-0.6948920644408919
106,106,106,04-16,3.8832819993062233,-1.6758826830067701,-0.7181115278449282
107,107,107,04-17,4.061021278228059,-1.3664216898436967,-0.8569808183194493
108,108,108,04-18,4.503675611179782,-0.5957183859137843,-0.690370436693787
109,109,109,04-19,4.602637874746863,-0.42341567063944574,-0.6790113224243862
110,110,110,04-20,4.705861880932362,-0.24369285604153304,-0.5210561567049159
111,111,111,04-21,4.978538656841218,0.2310633508989106,-0.4886385243546138
112,112,112,04-22,4.427612390739368,-0.7281516886899478,-0.6389721148317591
113,113,113,04-23,4.172735905769363,-1.1719158957418847,-0.7520552235817881
114,114,114,04-24,3.9856099830172496,-1.4977199287766547,-0.7691298325603532
115,115,115,04-25,4.21294138986139,-1.1019143231396205,-0.9208111037030572
116,116,116,04-26,4.647020952580727,-0.3461405099129237,-0.9858076634752432
117,117,117,04-27,4.4558287769958165,-0.6790242759573135,-0.7302869464687878
118,118,118,04-28,4.203627295592582,-1.1181310473230637,-0.4901182055656104
119,119,119,04-29,5.053287619756497,0.3612084062968481,-0.2358502972572116
120,120,120,04-30,4.8132571457444975,-0.056707483357590814,-0.13557384231422145
121,121,121,05-01,5.089175791110458,0.42369312671077264,-0.022103812638215203
122,122,122,05-02,4.992584339013979,0.2555182197450172,0.35558914622346416
123,123,123,05-03,4.846858632766197,0.0017959020987238087,0.4201019324321469
124,124,124,05-04,5.505197619059238,1.1480267058470128,0.4470233512015692
125,125,125,05-05,5.275605579472875,0.7482851235489446,0.2540769890879708
126,126,126,05-06,4.906031233568386,0.10482102925894302,0.034723632298432415
127,127,127,05-07,4.424261995246232,-0.7339850459708179,0.21309073519629887
128,128,128,05-08,4.23666921576008,-1.0606019209922128,0.03010731461842105
129,129,129,05-09,5.461530742392704,1.0719985194859225,0.0066692041809725535
130,130,130,05-10,4.874617185078191,0.050126182379745934,0.08127929130120437
131,131,131,05-11,5.194835344635933,0.6076564609242536,0.19912916091125776
132,132,132,05-12,5.163145571944283,0.552481551980334,0.3088170563687304
133,133,133,05-13,4.830385247771665,-0.026885828310497645,0.13800984060073848
134,134,134,05-14,4.6146654325845615,-0.4024745482473768,0.2487188646196329
135,135,135,05-15,4.872910812204908,0.04715522487797078,0.458404852793588
136,136,136,05-16,5.256132320116019,0.7143803264931129,0.5216645824606166
137,137,137,05-17,5.917435681895465,1.8657723899679843,0.5097945610232354
138,138,138,05-18,5.3811453648270575,0.932039929982506,0.5779625982323037
139,139,139,05-19,4.789479884620676,-0.09810595693478527,0.4261970637021198
140,140,140,05-20,4.849579778109302,0.006533675007033133,0.03640939875305396
141,141,141,05-21,4.34991055171585,-0.8634379823031324,-0.41425692239812223
142,142,142,05-22,3.9128823461686175,-1.6243456632012825,-0.44310510857119617
143,143,143,05-23,4.364391348836872,-0.8382255369390733,-0.2433295680974193
144,144,144,05-24,5.281731430498286,0.7589508129440621,-0.0049459606807439075
145,145,145,05-25,5.477927759367545,1.1005472859078764,0.4591224674052645
146,146,146,05-26,5.6710751799552765,1.436835319507085,0.6923143351074836
147,147,147,05-27,5.9491399783776675,1.9209725862129183,0.8574263578116336
148,148,148,05-28,4.716486457798684,-0.2251944569879675,0.6568296001726323
149,149,149,05-29,4.933385034731813,0.15244659928582646,0.3546598498908211
150,150,150,05-30,4.590453553586168,-0.4446297328899457,0.15998561136891076
151,151,151,05-31,4.436618488468032,-0.7124712157829904,-0.19412349082215416
152,152,152,06-01,5.000206937223797,0.2687898883756229,-0.26428850756420297
153,153,153,06-02,4.728842146852288,-0.20368202693347084,-0.29341597451642537
154,154,154,06-03,4.474690307263514,-0.6461845574402604,0.05728232223939314
155,155,155,06-04,4.833008668974219,-0.022318202427508014,0.14830995896584914
156,156,156,06-05,5.798997384859555,1.6595600476449652,0.17339307690456388
157,157,157,06-06,4.750309458338212,-0.16630539542425438,0.4865368915369064
158,158,158,06-07,5.086646043813023,0.419288596007911,0.6625262360125714
159,159,159,06-08,5.807969216975577,1.6751808608605845,0.7939354170118831
160,160,160,06-09,5.081168407110127,0.4097515094137297,0.6295281443653716
161,161,161,06-10,5.285858758462916,0.766136883568362,0.8304158900967759
162,162,162,06-11,5.23243234302313,0.6731164117658965,0.7468871079319584
163,163,163,06-12,5.442590111332509,1.0390210789641707,0.5874575572605614
164,164,164,06-13,4.798796928625117,-0.08188409698099372,0.8024044550583525
165,165,165,06-14,5.258557937340077,0.7186035568322021,0.9433560119365141
166,166,166,06-15,5.821898401489722,1.6994328962004757,1.4329711850474676
167,167,167,06-16,5.771592895609549,1.6118462248373315,1.278874552326137
168,168,168,06-17,6.919698584789606,3.6108074504316177,1.2663292023816441
169,169,169,06-18,4.9115566372092125,0.11444128263618665,1.2977341296161793
170,170,170,06-19,4.755564311224812,-0.1571561966479498,1.4972649816152188
171,171,171,06-20,5.366782674762494,0.9070331202394116,1.5431445737924596
172,172,172,06-21,6.5095030535877685,2.8966180081947126,1.1156649824321214
173,173,173,06-22,5.929698876220428,1.887123777900776,1.1031691497605454
174,174,174,06-23,5.446558201979254,1.0459299022695885,1.0248605210205968
175,175,175,06-24,4.868494661626329,0.03946628660673068,0.9032867484256314
176,176,176,06-25,4.485704402937212,-0.6270079690876414,0.4392174616395532
177,177,177,06-26,4.947826454348967,0.17759048466961952,0.26431803090531825
178,178,178,06-27,4.910270667753692,0.11220228747824246,0.2949029927990785
179,179,179,06-28,5.326976735672765,0.8377271934953666,0.5455541512132716
180,180,180,06-29,5.551957251157335,1.2294396736321498,0.3052123589187316
181,181,181,06-30,5.7322653559959065,1.5433732370918891,0.3421857962456869
182,182,182,07-01,3.657460886610705,-2.0690587228548813,0.2999556574317057
183,183,183,07-02,5.075240872998331,0.3994311086313516,0.2342062752093829
184,184,184,07-03,4.764741093673691,-0.1411785454056447,0.1474793512864401
185,185,185,07-04,5.100397333862465,0.4432309001614296,0.11939316242013966
186,186,186,07-05,5.253086997489215,0.7090781300944928,0.6253857759122861
187,187,187,07-06,5.6354773458677005,1.3748561038940863,0.7114181399483067
188,188,188,07-07,5.401165539193072,0.9668969580979964,0.6217389730328822
189,189,189,07-08,5.371717599025871,0.9156252928474762,1.0318227626033023
190,190,190,07-09,4.455697094966063,-0.6792535468981918,1.0067953122227007
191,191,191,07-10,6.513589923547668,2.903733637583952,0.6311602553420531
192,192,192,07-11,5.166839727257855,0.5589134278108836,0.7418523378754346
193,193,193,07-12,4.3409987726819805,-0.8789542373897995,0.5111466827769672
194,194,194,07-13,5.782622292060245,1.631049453298285,0.4906759704105044
195,195,195,07-14,4.5766812418824765,-0.4686086377433287,-0.07414544458399012
196,196,196,07-15,4.38515283118971,-0.8020778210969683,-0.05473536268831895
197,197,197,07-16,4.56715493034328,-0.4851948523830161,-0.1829637171100409
198,198,198,07-17,5.233728945017182,0.6753739191849106,-0.6526506424383782
199,199,199,07-18,3.899110151709832,-1.6483243639201313,-0.5330236405433822
200,200,200,07-19,4.164030923107701,-1.187072098671739,-0.3325729629119725
201,201,201,07-20,4.988928682293031,0.2491533736266469,-0.2414694294658995
202,202,202,07-21,5.075927300775129,0.4006262446914907,-0.4516648399250329
203,203,203,07-22,4.881107448425002,0.0614263482934219,-0.4784788490111785
204,204,204,07-23,4.509373084089697,-0.5857985435698898,-0.4628709128077566
205,205,205,07-24,3.8067062091399793,-1.8092084184370048,-0.6372306614392511
206,206,206,07-25,4.217817540242851,-1.0934244814512075,-0.7683528334433111
207,207,207,07-26,4.3880663439803635,-0.79700511816232,-0.7902697454787709
208,208,208,07-27,4.6240662749743375,-0.38610678733286896,-0.6882956650304184
209,209,209,07-28,4.805579425945158,-0.0700751239193373,-0.6337856470149753
210,210,210,07-29,4.860786669543868,0.026045939120225445,-0.5369746300162772
211,211,211,07-30,3.994553560052647,-1.4821483103443462,-0.3904030482633672
212,212,212,07-31,4.551438656956012,-0.5125583794590188,-0.2308652067019642
213,213,213,08-01,4.893167687802396,0.08242437235514012,-0.14651539586726595
214,214,214,08-02,5.173850736596493,0.5711202620355491,-0.06311132635380434
215,215,215,08-03,5.096257893723204,0.4360237410888519,0.12764361616221245
216,216,216,08-04,5.148206011599506,0.5264703562009954,0.1832700164772152
217,217,217,08-05,4.651915489652086,-0.3376186552482457,0.12995542177035582
218,218,218,08-06,4.7431331806492585,-0.17879997756900234,-0.02689330429513749
219,219,219,08-07,4.709439893439374,-0.237463195886016,0.015002961970892756
220,220,220,08-08,4.633333254524073,-0.3699720943574109,-0.2352293467685088
221,221,221,08-09,5.240636907301512,0.6874013386850334,-0.3853951678573816
222,222,222,08-10,4.285878717997433,-0.9749234962354136,-0.5214458947455762
