,unnamed: 0,unnamed: 0,mth_day,teen,teen_norm,teen_ravg
106,106,106,04-16,2.124573363429985,0.20444759315231767,-0.3623233421770918
107,107,107,04-17,1.7437131623411997,-0.7517199939020839,-0.420392267659266
108,108,108,04-18,2.035967969524417,-0.01800044801474015,-0.10172453685561857
109,109,109,04-19,1.9916998633605147,-0.12913762678322782,0.0963927228035271
110,110,110,04-20,2.3029909570948712,0.6523734187831165,0.3511589287328496
111,111,111,04-21,2.2902526892510475,0.6203933935857812,0.6131336833292422
112,112,112,04-22,2.7334434594334485,1.7330448287282525,0.6824281926755869
113,113,113,04-23,2.3698110916161688,0.820128533676272,0.7365921145703016
114,114,114,04-24,2.201576097982108,0.3977666080633284,0.6798661884074879
115,115,115,04-25,2.12114714308767,0.1958459045850605,0.7223255542768484
116,116,116,04-26,2.1674206997185084,0.3120178618062344,0.4744211134484973
117,117,117,04-27,2.3917270511226354,0.8751495888019442,0.4479490493507432
118,118,118,04-28,2.14097241274872,0.24561818375814595,0.4684793120342969
119,119,119,04-29,2.3065450546242734,0.6612961490897475,0.2869978675726683
120,120,120,04-30,2.2506417225437088,0.5209481841646503,0.29846249142264986
121,121,121,05-01,1.6874215470686535,-0.8930427621847107,0.004317411366617563
122,122,122,05-02,2.1948201995804264,0.3808056049061237,-0.010388999146112396
123,123,123,05-03,1.6887447129456972,-0.8897208915342496,-0.0250129967992133
124,124,124,05-04,2.105825311711165,0.1573797206817662,-0.2301120350024941
125,125,125,05-05,2.271594913484015,0.5735521631711421,-0.09564934385090884
126,126,126,05-06,1.7604720368684692,-0.7096460450550344,0.6827976796381728
127,127,127,05-07,2.0087762234932898,-0.08626661527519908,0.9427258189346788
128,128,128,05-08,4.055244003422359,5.051487745840613,0.8615229741110028
129,129,129,05-09,2.309951401447273,0.6698479442447859,0.7801263789732483
130,130,130,05-10,1.911757249413836,-0.32983734826028993,0.6312598441198655
131,131,131,05-11,2.077063804010145,0.08517259234461537,0.9117951928380622
132,132,132,05-12,1.4046933689825578,-1.602845254175332,0.06250240406685137
133,133,133,05-13,2.6792324328768826,1.596945477033982,-0.000741271090280271
134,134,134,05-14,2.0255046981330502,-0.04426898678665109,0.24334411324635874
135,135,135,05-15,2.158804264706472,0.29038589330199605,0.4076504124736585
136,136,136,05-16,2.49510106792374,1.134674957759544,0.7017654826936379
137,137,137,05-17,2.4697422278206136,1.0710103877084134,0.2206548089995317
138,138,138,05-18,2.107603986141036,0.16184516714454467,0.1572378965296906
139,139,139,05-19,1.529417837130667,-1.2897185651306555,0.17530016029708725
140,140,140,05-20,1.87394353858716,-0.4247704616056974,-0.19755983120415688
141,141,141,05-21,2.20197157661104,0.398759475906376,-0.33132988458327883
142,142,142,05-22,1.6039966218175958,-1.1024849912479209,-0.24070040947270624
143,143,143,05-23,2.15004289820886,0.2683900674336816,-0.10185450654860677
144,144,144,05-24,2.3242009127625614,0.7056220178079802,0.05213761812908815
145,145,145,05-25,1.8612480260472333,-0.4566431475860587,0.13847538261960635
146,146,146,05-26,2.2419719409188903,0.499182286460472,0.274202409365793
147,147,147,05-27,2.4083116709038044,0.9167860628494854,0.3749361153594871
148,148,148,05-28,1.9283729554202609,-0.28812283077080103,0.2273613190833609
149,149,149,05-29,2.390788098363783,0.8727923033958455,0.7950271761089964
150,150,150,05-30,1.9715093929097915,-0.17982675984877675,0.7004445433982432
151,151,151,05-31,3.217922329078512,2.949351994567755,0.4392332272282472
152,152,152,06-01,2.01592729559873,-0.06831350980404798,0.3498234395939861
153,153,153,06-02,1.7840382961307844,-0.650481834170491,0.2370725961126271
154,154,154,06-03,1.7146909806781945,-0.8245815565763669,0.6166716215132847
155,155,155,06-04,2.121322936591065,0.19628724250769075,0.1270883048472049
156,156,156,06-05,2.8787195709450946,2.0977673925551694,0.4716911750074999
157,157,157,06-06,2.0478588195451204,0.011852094571276098,0.6449182158954954
158,158,158,06-07,2.8394995659954385,1.9993037111577208,0.8043788244666513
159,159,159,06-08,2.198036552418865,0.3888804111574821,0.8747409841743896
160,160,160,06-09,2.095788605833492,0.13218209485056978,0.4661917573258869
161,161,161,06-10,2.289482660837014,0.6184602007541203,0.5297781893354733
162,162,162,06-11,1.9023208132448768,-0.3535279685358472,0.013116947557371104
163,163,163,06-12,2.1998251167271534,0.39337068662879376,0.057615262044996125
164,164,164,06-13,1.6047220619100957,-1.1006637395108918,0.12557393043238238
165,165,165,06-14,2.3043838323308203,0.6558702980832323,0.0925300111747508
166,166,166,06-15,2.25820418522464,0.5399341051748874,0.31192389174920515
167,167,167,06-16,2.210510435233802,0.4201966852083309,0.12977325327306713
168,168,168,06-17,2.426653986244277,0.9628353149108788,0.4590063828636397
169,169,169,06-18,1.7645002025317995,-0.6995331442280344,0.6111981456764842
170,170,170,06-19,2.3915619274648865,0.8747350380325436,0.5364437186728249
171,171,171,06-20,2.668109519168972,1.5690208749602992,0.720833717658847
172,172,172,06-21,2.0795473065370915,0.09140754315293148,0.6575681303390888
173,173,173,06-22,2.651187235263724,1.5265366791244637,1.027364397396756
174,174,174,06-23,2.275454481252696,0.5832417909923294,0.7268211994733359
175,175,175,06-24,2.648282601393552,1.5192444581179676,0.4585100424304929
176,176,176,06-25,1.6732886183919162,-0.9285241495079763,0.6544578400600237
177,177,177,06-26,2.026868113733914,-0.0408460672967595,0.42746075613531015
178,178,178,06-27,2.5478462864554,1.267094328930116,0.36023193931644554
179,179,179,06-28,2.1086830370417293,0.1645541755761824,0.24431590649603355
180,180,180,06-29,2.114783186559644,0.17986889007914195,0.5370070002015829
181,181,181,06-30,2.3712528996940865,0.8237482611954957,0.5442370424169147
182,182,182,07-01,2.3727960498182634,0.8276224127253191,0.4607549666073531
183,183,183,07-02,2.044147314802597,0.0025341859952319468,0.4686447835635883
184,184,184,07-03,2.3483310511936346,0.7662018740727459,0.7903936504605419
185,185,185,07-04,2.127539045004282,0.21189307731359364,0.7809202976855709
186,186,186,07-05,2.883736285193537,2.110362091460863,0.9548391750431824
187,187,187,07-06,2.3486123724996304,0.7669081445456701,1.294535154363432
188,188,188,07-07,2.7884477378719,1.871135676870988,1.3281307647505445
189,189,189,07-08,2.8559925231819614,2.0407100619167298,1.2939051814119635
190,190,190,07-09,2.4286217728263564,0.9677755363954188,0.8318076153245961
191,191,191,07-10,2.045742740281994,0.00653957728211034,0.9014445795414796
192,192,192,07-11,1.7793614392430648,-0.6622233050633419,0.7181355127014207
193,193,193,07-12,2.5150389396868267,1.1847299298469711,0.7267397267750892
194,194,194,07-13,2.3503542759934626,0.7712812758306343,0.5194507428173847
195,195,195,07-14,2.8765558809866545,2.0923353463587406,0.3414902957969579
196,196,196,07-15,1.9332182984825041,-0.2759583673508085,0.31728228400754344
197,197,197,07-16,1.6204320360349551,-1.0612231048404508,-0.05044472805514466
198,198,198,07-17,1.7215062994355397,-0.8074713757998287,-0.10734416033109667
199,199,199,07-18,1.6362018885914813,-1.0216321425291572,-0.3838009548647168
200,200,200,07-19,2.214369353401286,0.4298846821749223,-0.10767033493970607
201,201,201,07-20,2.215847077735127,0.4335945791570194,0.08103712314915025
202,202,202,07-21,2.5931475714798773,1.3808253521992555,0.2727972258896649
203,203,203,07-22,2.0714272051313087,0.07102164369268726,0.2106821706120859
204,204,204,07-23,2.1797970359928125,0.34308924064325946,-0.07296986242558468
205,205,205,07-24,1.4877520597291245,-1.3943224741946314,-0.1577563586332738
206,206,206,07-25,1.5364645270636184,-1.2720275160511012,-0.3881974029752975
207,207,207,07-26,2.0132143859404605,-0.07512439808911546,-0.5413696263759287
208,208,208,07-27,2.042412593581785,-0.0018209138528865985,-0.4154854935325727
209,209,209,07-28,1.7053582988302942,-0.8480116967110998,-0.3463320628160835
210,210,210,07-29,2.4806496697636757,1.0983940377033952,-0.1515809894541296
211,211,211,07-30,1.6530230219657662,-0.9794018898956959,-0.07617414217123324
212,212,212,07-31,2.0019034352662484,-0.1035210758793779,0.11827846142528785
213,213,213,08-01,2.1934304949686445,0.3773166856082627,0.4937705886606485
214,214,214,08-02,2.5071381838069766,1.16489470772624,0.4831765544651267
215,215,215,08-03,2.602753330971112,1.4049410667010631,0.4538748559756938
216,216,216,08-04,2.4553308069491906,1.034829832530265,0.5514788993189866
217,217,217,08-05,1.5829943935327042,-1.155212080832293,0.42577466562017946
218,218,218,08-06,2.235169001332901,0.4821031841803785,0.3862629313306889
219,219,219,08-07,1.8930078052282808,-0.3769087165845806,0.2689929776269208
220,220,220,08-08,2.4127084168669315,0.9278243019892962,-0.06500380120911042
221,221,221,08-09,2.322487870685757,0.7013213444784547,0.0471070582462223
222,222,222,08-10,1.657106214904365,-0.9691508404859224,-0.10066333561854657
223,223,223,08-11,1.850930046578212,-0.4825469241002967,-0.19171096237080212
224,224,224,08-12,1.8820100194706373,-0.4045191790082348,-0.5141692401858289
225,225,225,08-13,1.6754115308742463,-0.9231944770981144,-0.5674289743829088
226,226,226,08-14,1.6420598849936967,-1.0069253649008645,-0.5004027074668275
227,227,227,08-15,2.195201524541829,0.3817629392959749,-0.37621502204414936
228,228,228,08-16,1.8172934321339127,-0.5669932389894339,-0.3890103032399865
229,229,229,08-17,2.147728311756014,0.2625791884357717,-0.20400599673790834
230,230,230,08-18,1.851430358947444,-0.481290866183257,-0.10189204964300518
231,231,231,08-19,2.117556474902749,0.1868313619143542,0.03478042252803667
232,232,232,08-20,1.8861037468715733,-0.3942416823314455,-0.07206107633781668
233,233,233,08-21,2.521837394272913,1.201797772322226,-0.18101596265329764
234,234,234,08-22,1.5619511137353226,-1.2080422321845539,-0.09399270498734164
235,235,235,08-23,1.8873351726857672,-0.391150129457114,-0.3473915201660643
236,236,236,08-24,2.059408725058937,0.04084867981247881,-0.42520410310361817
237,237,237,08-25,1.5119543293503872,-1.3335615291579819,-0.5098516411091452
238,238,238,08-26,1.7001381292157942,-0.8611171799567686,-0.5053609347322774
239,239,239,08-27,2.319536801053026,0.693912544289064,-0.5935842007684953
240,240,240,08-28,1.572683529413583,-1.1810979939233477,-0.5730969930757632
241,241,241,08-29,1.6764888861256373,-0.9204897256744212,-0.4199136585899834
242,242,242,08-30,2.1083714517644454,0.163771925968871,-0.06739970387673322
243,243,243,08-31,1.8780497902230981,-0.4144615222433029,0.04892979470022163
244,244,244,09-01,2.542617235366793,1.2539665483227325,0.247480908082269
245,245,245,09-02,2.597554651608271,1.3918895357507932,0.28456550189910873
246,246,246,09-03,2.047204218001533,0.01020868636893662,0.13428719362228758
247,247,247,09-04,1.7651179886988908,-0.6979821627733831,0.4732899737393844
248,248,248,09-05,1.7492187625214692,-0.7378979236920558,0.17214224150855306
249,249,249,09-06,2.688238310016809,1.6195551584592778,-0.2793041141238343
250,250,250,09-07,1.8228991394530865,-0.5529198450622553,-0.2941774245411116
251,251,251,09-08,1.5186353149888752,-1.316788598043531,-0.22012683531315572
252,252,252,09-09,2.011658240038627,-0.07903117613472695,-0.35417894667024513
253,253,253,09-10,1.9420927534949977,-0.2536786274056482,-0.7017149749019249
254,254,254,09-11,1.4288453377427486,-1.5422105918345919,-0.5149891585435742
255,255,255,09-12,1.8576560351730704,-0.4656610109308009,-0.17041709802630894
256,256,256,09-13,2.269158349216466,0.5674350530878488,0.2925294109394871
257,257,257,09-14,2.342133952894803,0.7506437650600604,0.24041166407025194
258,258,258,09-15,3.1180619890377,2.6986478776600493,0.4190060725123586
259,259,259,09-16,1.8175356623219296,-0.566385108621059,0.5602780570047549
260,260,260,09-17,1.8556711571922642,-0.4706441411819518,0.606866938544825
261,261,261,09-18,2.195284357762872,0.38197089602357615,0.5311874174752634
262,262,262,09-19,2.3805019109440604,0.8469683423282706,-0.13821735913752964
263,263,263,09-20,2.1612661761383234,0.29656663864269084,0.08467326491020565
264,264,264,09-21,1.5182401087586517,-1.317780782016709,0.2077114349929189
265,265,265,09-22,2.3502257621221583,0.7709586356653527,0.2070298604604169
266,266,266,09-23,2.149722176074788,0.2675848793143278,0.15434735552993425
267,267,267,09-24,2.1936554511756565,0.3778814488285642,0.10964837028128704
268,268,268,09-25,2.254595094858631,0.5308733127453746,0.3088276779160313
269,269,269,09-26,2.0544393097557725,0.028372727150807638,0.4742688400373802
270,270,270,09-27,1.9942621294936704,-0.12270493620824348,0.492047116897709
271,271,271,09-28,2.7456164140977792,1.7636056083934462,0.2878315842090386
272,272,272,09-29,2.1922107828318684,0.3742545404763005,0.06432236629073441
273,273,273,09-30,1.7055972703820714,-0.8474117473034581,0.08194302111949248
274,274,274,10-01,1.7204266070281435,-0.8101819947644505,0.2274645594143775
275,275,275,10-02,2.0965512129341954,0.13409665612335595,-0.13260401407054356
276,276,276,10-03,2.342046533115706,0.7504242935610667,-0.43335145547505866
277,277,277,10-04,1.8850823958362903,-0.39680583251608026,-0.5455841468188605
278,278,278,10-05,1.4734493487837312,-1.43023010795079,-0.6234801460928354
279,279,279,10-06,1.4373704492306618,-1.5208078953662687,-0.7071006777621809
280,280,280,10-07,1.5342616312487876,-1.2775579904083,-0.9444416214143484
281,281,281,10-08,1.8967050796542595,-0.3676265338927171,-0.7026563327241515
282,282,282,10-09,1.7748213683026868,-0.6736213683519376,-0.4769120834775134
283,283,283,10-10,2.462929176574022,1.0539058996251,-0.4297498947188784
284,284,284,10-11,2.0129593760640425,-0.0757646124709611,0.17420555510897004
285,285,285,10-12,1.5500841676473416,-1.2378347628144588,0.6079196944925361
286,286,286,10-13,2.9776650503840267,2.3461747085587907,0.9399580173956188
287,287,287,10-14,2.933245890556752,2.234658302408679,0.5107073879992537
288,288,288,10-15,2.568365413147137,1.3186085690665588,0.38591504036451024
289,289,289,10-16,1.4370557842347818,-1.52159787675309,0.4655141620623332
290,290,290,10-17,1.7147160183639916,-0.8245186982794221,0.1922294200696361
291,291,291,10-18,1.7403194647235565,-0.7602400326275214,-0.03921954570913348
292,292,292,10-19,2.3245371895423244,0.7064662566026078,-0.2148850308431781
293,293,293,10-20,2.380102064045018,0.8459645077360619,0.12016517849052274
294,294,294,10-21,2.148539477411638,0.26461565826229105,0.3881040738877695
295,295,295,10-22,2.2377979877732885,0.488703379249115,0.6983289953377777
296,296,296,10-23,2.3550677493500154,0.7831146741040582,0.7619575062651855
297,297,297,10-24,2.4817312898002872,1.1011094960725278,0.7965638363547717
298,298,298,10-25,2.4766040518469574,1.0882373221670538,1.1736703024431188
299,299,299,10-26,2.4628083219143186,1.0536024882735793,1.4138566322917399
300,300,300,10-27,3.0497926454807063,2.527254454792374,1.4052533655106971
301,301,301,10-28,2.8118233895340694,1.9298213583408408,1.5342236308679575
302,302,302,10-29,2.334506655496108,0.7314950734178032,1.6650551441018393
303,303,303,10-30,2.789959524244584,1.8749310882160888,1.398566567439362
304,304,304,10-31,2.78928051430168,1.873226401570344,0.8841560265168308
305,305,305,11-01,1.8259227323816083,-0.5453289717012835,0.545676193142005
306,306,306,11-02,1.8203941297152928,-0.5592087907428122,0.6997824074886281
307,307,307,11-03,2.002884669069158,-0.10105764190811403,0.4243074806583511
308,308,308,11-04,2.702807722671356,1.6561323594975421,-0.0014297918722271745
309,309,309,11-05,2.13159730334536,0.2220815272344267,0.10563042006618703
310,310,310,11-06,1.7718037533930595,-0.6811972336131259,0.11968831265003155
311,311,311,11-07,2.0817877568785272,0.09703229992920173,0.1993413580333256
312,312,312,11-08,1.8539913267058008,-0.474861435239745,-0.08119347584398114
313,313,313,11-09,2.1932488392799785,0.3768606303916505,-0.19451826686896848
314,314,314,11-10,2.0323527437147777,-0.0270766437662984,0.00564336647926524
315,315,315,11-11,1.8607604545597776,-0.4578672189154974,-0.12438909411140747
316,316,316,11-12,2.2501734510866345,0.5197725664762765,0.11990005203509616
317,317,317,11-13,1.7710209639492736,-0.6831624636148346,0.17003029102393338
318,318,318,11-14,2.4378221190365914,0.9908734416392768,0.21585152564497512
319,319,319,11-15,2.3130559515085034,0.6776420643246737,0.0669326176667039
320,320,320,11-16,2.141861692992182,0.2478507639599521,-0.1954686921444817
321,321,321,11-17,1.5048566192504147,-1.3513806667851247,-0.14290877805577418
322,322,322,11-18,1.6230560902366082,-1.054635292390837,-0.5590775955940556
323,323,323,11-19,1.896634798093364,-0.3678029790825893,-0.6954404105804372
324,324,324,11-20,1.4432131717318717,-1.5061394635904108,-0.7330606586720915
325,325,325,11-21,1.987160136758669,-0.14053482559361574,-0.5302165442022799
326,326,326,11-22,2.0519524211416043,0.022129275410025784,-0.18547209355119199
327,327,327,11-23,1.9896372242778908,-0.13431597996625538,-0.20126308981130192
328,328,328,11-24,2.4469667262603707,1.0138314115156908,-0.06347583752799013
329,329,329,11-25,1.8588956271000543,-0.4625489566432489,-0.16651838695362756
330,330,330,11-26,1.7725132734457838,-0.6794159498905403,-0.14276487643095984
331,331,331,11-27,1.7408969923499689,-0.7587901221474403,-0.2589701557517468
332,332,332,11-28,2.108721340628392,0.16465033854603184,-0.4863542965260552
333,333,333,11-29,1.7119162474392855,-0.8315476558909769,-0.4457966386508307
334,334,334,11-30,1.903537494279241,-0.3504734331301601,-0.4382345467764483
335,335,335,12-01,1.9558250646370496,-0.21920300939190165,-0.2749796894468885
336,336,336,12-02,1.7905860456517628,-0.6340433986442462,-0.4511287355606102
337,337,337,12-03,2.131062557255609,0.22073902182991811,0.21870078758004444
338,338,338,12-04,1.6877397342691316,-0.8922439381362989,0.4969503840960876
339,339,339,12-05,3.312753236681678,3.187429482952952,0.6654388443569145
340,340,340,12-06,2.5685309455325362,1.3190241459660983,0.4556673706225826
341,341,341,12-07,2.358498506353041,0.7917277521730595,0.13761992076247856
342,342,342,12-08,1.2892496266965596,-1.8926722410502368,0.3013535098895339
343,343,343,12-09,1.370955538259139,-1.6875456773307065,-0.5244828027980702
344,344,344,12-10,2.0790494284537617,0.09015759662603316,-0.8967004792374441
345,345,345,12-11,1.339072963212669,-1.7675883931726737,-1.1079837648410498
346,346,346,12-12,1.6789615791358805,-0.9142819126701442,-0.9634781811828682
347,347,347,12-13,1.8535489824547144,-0.4759719614485742,-0.5415860542532708
348,348,348,12-14,1.6346059830235142,-1.025638739101148,-0.5393026089264564
349,349,349,12-15,2.3792427201862125,0.8438070842468783,-0.4743921394269575
350,350,350,12-16,2.0845066733433835,0.1038582685869193,-0.28766947637793666
351,351,351,12-17,1.4942036001494767,-1.37812557617568,-0.2272461819828837
352,352,352,12-18,2.12521325275157,0.2060540656239809,-0.3527698867482785
353,353,353,12-19,1.9979556431613847,-0.1134321950782566,-0.4864422745159157
354,354,354,12-20,1.334614742456785,-1.778780967693517,-0.5585563042574172
355,355,355,12-21,2.059776803283276,0.04177275764105555,-0.3519156034691753
356,356,356,12-22,1.912160125057126,-0.32882590986208965,-0.5819125112209519
357,357,357,12-23,1.9880577315018275,-0.13828137144622898,-0.7392158667698506
358,358,358,12-24,1.5755397244572666,-1.1739273808866786,-0.3734561317671855
359,359,359,12-25,1.6220136737571094,-1.057252328371648,-0.4833300476991506
360,360,360,12-26,2.208750164589874,0.4157774423224744,-0.4833791884066689
361,361,361,12-27,1.7971872596750815,-0.6174707379507354,-0.34474219621005675
362,362,362,12-28,1.9120426828430177,-0.3291207541071993,-0.4112787515517939
363,363,363,12-29,2.3193886411115585,0.6935405817334437,
364,364,364,12-30,1.4165228772624618,-1.5731467129371015,
365,365,365,12-31,,,
