,unnamed: 0,unnamed: 0,mth_day,environmental,environmental_norm,environmental_ravg
33,33,33,02-03,0.38877375565712863,-0.2393365061616421,-0.0877088002851466
34,34,34,02-04,0.6083751419942952,1.080891486695715,-0.06545130430353645
35,35,35,02-05,0.4017157239096981,-0.16153030896633022,-0.08343823658404273
36,36,36,02-06,0.44356088622672657,0.09003984538497133,-0.10102393376101428
37,37,37,02-07,0.3082186613164645,-0.7236280322293474,-0.05272675575075229
38,38,38,02-08,0.3200364892140837,-0.6525800872894526,-0.3429025952227396
39,39,39,02-09,0.4369750995368552,0.05044656189992975,-0.24488752349225146
40,40,40,02-10,0.3187750866658923,-0.6601635501362084,-0.3243072599679399
41,41,41,02-11,0.4995363083105816,0.4265601214165986,-0.3054016196737069
42,42,42,02-12,0.3642987391114533,-0.3864785734691596,-0.22098938684133745
43,43,43,02-13,0.3270867879158097,-0.6101941904639495,-0.3361065996126434
44,44,44,02-14,0.4042812262781017,-0.14610669029523524,-0.3018796514708064
45,45,45,02-15,0.32208630917965503,-0.6402567147279059,-0.4668913614636032
46,46,46,02-16,0.3529341196633836,-0.4548018612851866,-0.49673615041178704
47,47,47,02-17,0.3348520243581212,-0.5635101385401821,-0.2672666552947701
48,48,48,02-18,0.3345131699669452,-0.5655473071582631,-0.40674760658711945
49,49,49,02-19,0.5561009560250196,0.7666227802381521,-0.31618086536862594
50,50,50,02-20,0.2650770413775799,-0.9829923980493316,-0.004370809850761093
51,51,51,02-21,0.4124733424885424,-0.09685626741694492,0.09502873770017063
52,52,52,02-22,0.6641254631406319,1.4160584718220026,0.13243483887804527
53,53,53,02-23,0.4340543374202566,0.0328871467654082,-0.04256521849003466
54,54,54,02-24,0.3718450477361077,-0.3411107000910152,0.009157004102548456
55,55,55,02-25,0.38144814416966827,-0.28337756397032743,-0.10259159004087652
56,56,56,02-26,0.31669663366264345,-0.6726590624938329,-0.013957282212943642
57,57,57,02-27,0.3009464865459707,-0.7673478322774949,-0.23335907165072586
58,58,58,02-28,0.7525838975081218,1.9478643187896,-0.3312253386100313
59,59,59,02-29,0.21508789805042688,-1.2835235898612851,-0.3934060852950641
60,60,60,03-01,0.2741729728391376,-0.9283083018468476,-0.18034790415224453
61,61,61,03-02,0.3193907802171284,-0.6564620440805243,-0.07791015069907796
62,62,62,03-03,0.5293320521020408,0.605690024363084,-0.4135933198534795
63,63,63,03-04,0.4031809769216527,-0.15272131155849544,-0.27763410404362626
64,64,64,03-05,0.4175668108450088,-0.06623469613680917,-0.062140535511307785
65,65,65,03-06,0.3507773355052664,-0.4677682950021658,0.12216850080820305
66,66,66,03-07,0.4892389462276595,0.3646531093470632,-0.05793071093563405
67,67,67,03-08,0.5033340995947146,0.4493921738365407,-0.1765639191982029
68,68,68,03-09,0.34959020391604795,-0.4749052460999386,-0.10766448576290212
69,69,69,03-10,0.2847831677203717,-0.8645205611339087,0.1864400501271556
70,70,70,03-11,0.4863295299303272,0.3471619044749955,0.3659842832726797
71,71,71,03-12,0.644298291698855,1.2968589203381802,0.371147254205012
72,72,72,03-13,0.6684269170368523,1.4419185082202082,0.3146489949807652
73,73,73,03-14,0.5084868258533276,0.4803699994305344,0.3795145796008192
74,74,74,03-15,0.2932040518950081,-0.8138948014454191,0.2509273507237493
75,75,75,03-16,0.349520042192963,-0.4753270534135847,0.0709245315534639
76,76,76,03-17,0.35799745147373896,-0.4243614687874235,-0.2090186409260133
77,77,77,03-18,0.4646526448185415,0.2168420053164676,-0.42353517040521466
78,78,78,03-19,0.3890392244350647,-0.23774052665665504,-0.22860859674649325
79,79,79,03-20,0.2943959528189757,-0.8067291774446738,-0.19248568481848968
80,80,80,03-21,0.4877438406632985,0.3556646405069091,-0.0764635368821485
81,81,81,03-22,0.385571276892614,-0.2585895818455632,0.08543252236734321
82,82,82,03-23,0.4737893813698466,0.27177141883062345,0.22346188223593536
83,83,83,03-24,0.6262274602870407,1.1882183608134178,0.4961790159677231
84,84,84,03-25,0.5267946982457892,0.5904356325548978,0.4451370875230416
85,85,85,03-26,0.5665719450085446,0.8295736249460526,0.4020697763183773
86,86,86,03-27,0.4368031926460635,0.049413069838819684,0.20232517908353145
87,87,87,03-28,0.34258942240599904,-0.5169934490735484,0.17830151059061594
88,88,88,03-29,0.2744411292341095,-0.9266961645784514,-0.03562338219128828
89,89,89,03-30,0.6022514609846895,1.044076349855925,-0.22462408922174304
90,90,90,03-31,0.3132942879480433,-0.6931137241365277,-0.027924489777738967
91,91,91,04-01,0.3779462644118287,-0.30443061723667586,-0.13883540313075726
92,92,92,04-02,0.6331124890565162,1.229610666502844,0.004613785303346257
93,93,93,04-03,0.2318985850778329,-1.1824589291916578,-0.28082705143308445
94,94,94,04-04,0.4176056772644472,-0.06600103397383028,-0.10768446514784737
95,95,95,04-05,0.3173770129180507,-0.6685686705626592,-0.03182264253038244
96,96,96,04-06,0.4860933144250495,0.3457417935748948,-0.4455394563171218
97,97,97,04-07,0.4536575574929752,0.15074031846811364,-0.2159540947995744
98,98,98,04-08,0.22021659675568026,-1.2526902162175926,-0.050051165881687655
99,99,99,04-09,0.4610283896785763,0.1950532399136269,-0.1225275062828352
100,100,100,04-10,0.5831794117324481,0.9294165395334899,-0.2651920833626454
101,101,101,04-11,0.24504448437823506,-1.1034267129695443,-0.20492478578034248
102,102,102,04-12,0.34371182087653257,-0.5102456689039664,-0.051043786129217006
103,103,103,04-13,0.5138052691221963,0.5123441039619311,-0.2964779761240572
104,104,104,04-14,0.3737922565833413,-0.32940421831083977,-0.6443678797892329
105,105,105,04-15,0.216081204787778,-1.2775519000554143,-0.4011323774117838
106,106,106,04-16,0.235979811886529,-1.1579228824575645,-0.2192312736505031
107,107,107,04-17,0.4877973444182638,0.35598630129515085,-0.4093657085285984
108,108,108,04-18,0.5252519856587555,0.5811609536637177,-0.24817923625730626
109,109,109,04-19,0.3240481102880038,-0.6284625053066407,-0.11327723385076367
110,110,110,04-20,0.5346588930782884,0.6377146153169135,-0.0954118103880155
111,111,111,04-21,0.3507155266249637,-0.4681398856161588,-0.2279642810509397
112,112,112,04-22,0.2538097857144386,-1.0507303416810752,-0.2708344421625915
113,113,113,04-23,0.3555078922441962,-0.4393285226823946,0.06399428596989186
114,114,114,04-24,0.4824668900682234,0.3239399869938072,0.2678677745377786
115,115,115,04-25,0.6582124513618471,1.3805098634882595,0.4524316788257442
116,116,116,04-26,0.7381278437555354,1.8609555467242345,0.6410458408316482
117,117,117,04-27,0.5349132082468371,0.6392435401116348,0.83861338852158
118,118,118,04-28,0.4420496882922108,0.08095463035434865,0.7716644273533221
119,119,119,04-29,0.5526834146660916,0.7460767634571964,0.5771032971029472
120,120,120,04-30,0.4156507730069737,-0.0777537800157415,0.548107786379503
121,121,121,05-01,0.464037380867377,0.2131430819860105,0.5910962737262277
122,122,122,05-02,0.7091898676474475,1.6869824823835693,0.6032600302647791
123,123,123,05-03,0.5778163952824954,0.8971744641919839,0.5853679313841381
124,124,124,05-04,0.4541893087822405,0.15393716958565698,0.7086433679080834
125,125,125,05-05,0.5348268183512386,0.6387241701733507,0.6636040546084284
126,126,126,05-06,0.5386815990844632,0.6618988391279296,0.4612899171219581
127,127,127,05-07,0.4190874372495092,-0.057092797811918276,0.11615400544321165
128,128,128,05-08,0.5072771738945409,0.4730976574647464,-0.0007676204715648394
129,129,129,05-09,0.2333653227884576,-1.1736410058804947,-0.047368854424193925
130,130,130,05-10,0.3374996857053513,-0.5475925859030019,-0.1613437760963393
131,131,131,05-11,0.4883180533361689,0.3591167664575762,-0.3048920956532701
132,132,132,05-12,0.4249328332245471,-0.021950690904942567,-0.2614247802324565
133,133,133,05-13,0.2758239547982088,-0.918382715153503,-0.3070643233389481
134,134,134,05-14,0.5506582388851704,0.7339015499896281,-0.4756359389075493
135,135,135,05-15,0.18781634037540265,-1.4474782645194446,-0.284507308304676
136,136,136,05-16,0.1692625599532676,-1.5590222793146091,-0.22159514736019825
137,137,137,05-17,0.6790674351529049,1.505888550074816,0.05166892999693742
138,138,138,05-18,0.4877201601208962,0.3555222747619243,-0.17084923175604272
139,139,139,05-19,0.5485458053350835,0.7212017489893108,0.0642161935595577
140,140,140,05-20,0.3285816108912725,-0.6012074205282527,0.3784991938816835
141,141,141,05-21,0.4224153349059732,-0.03708571262584207,-0.0427461863960256
142,142,142,05-22,0.4829219412707483,0.3266757226181461,-0.10340231618243097
143,143,143,05-23,0.2586579149900951,-1.0215837315914391,-0.3900888161848814
144,144,144,05-24,0.4271843878315372,-0.008414503956507988,-0.4806147365500781
145,145,145,05-25,0.2624281657214975,-0.9989172510253916,-0.4410014235948743
146,146,146,05-26,0.23823531743651905,-1.1443629427194333,-0.3513289235308933
147,147,147,05-27,0.4619500447716987,0.20059416510538086,-0.2298897710861169
148,148,148,05-28,0.5724165078315597,0.8647107230020319,-0.2391427052130031
149,149,149,05-29,0.3798561006524018,-0.2929488169227798,-0.22147737968148806
150,150,150,05-30,0.41794981392637576,-0.06393210871782573,-0.09426131175169954
151,151,151,05-31,0.2800584386643794,-0.8929252978363009,-0.1004825476453944
152,152,152,06-01,0.3651989556848551,-0.3810665351407024,-0.14853438410832207
153,153,153,06-02,0.455741153423944,0.16326674974321165,-0.16831454035852364
154,154,154,06-03,0.5244600186778905,0.5763997042244661,-0.2366057545725231
155,155,155,06-04,0.3601151933636135,-0.4116297544239893,0.003202774342375055
156,156,156,06-05,0.349794107197638,-0.4736793940018224,-0.06906360357490908
157,157,157,06-06,0.51939112524624,0.5459258756530878,0.1385817002919044
158,158,158,06-07,0.29307597300886584,-0.8146648026444072,-0.02801616373123152
159,159,159,06-08,0.6629744351400718,1.4091385729440924,-0.05155522022564881
160,160,160,06-09,0.3581927280361708,-0.4231874799143495,-0.05867889936015671
161,161,161,06-10,0.33662284446383633,-0.5528640933904929,-0.0628450403693689
162,162,162,06-11,0.3426845632905739,-0.5164214688088697,0.23602070388684665
163,163,163,06-12,0.5152332509415798,0.5209290295978146,0.02740066973101448
164,164,164,06-13,0.5913486900960504,0.9785296628928859,0.489571468382256
165,165,165,06-14,0.4547683572526854,0.1574183680090994,0.5792358108204088
166,166,166,06-15,0.8194464599254955,2.3498373119931,0.5257261145516519
167,167,167,06-16,0.4261092695856655,-0.014878038761576569,0.7441808220948722
168,168,168,06-17,0.2892810441408205,-0.8374796464214112,0.4815822597045626
169,169,169,06-18,0.7332544876730206,1.831657274857137,0.4448093442033753
170,170,170,06-19,0.32927119137743555,-0.5970617114489717,0.08286703962677182
171,171,171,06-20,0.4180684087555653,-0.06321912499802433,0.08318388525888025
172,172,172,06-21,0.4582223427770624,0.17818348453347907,0.18184605562336267
173,173,173,06-22,0.4264254865138429,-0.012976964968926,-0.00013534361683483395
174,174,174,06-23,0.3877474431641367,-0.2455066242345164,-0.09791792479314466
175,175,175,06-24,0.5516341867389414,0.7397688794159517,-0.11907011862236905
176,176,176,06-25,0.2316826362091577,-1.1837571985068307,-0.18119495819847645
177,177,177,06-26,0.3969581863662481,-0.19013228797337045,-0.19235685348164205
178,178,178,06-27,0.3962207749992401,-0.19456555292316546,-0.2664739813098507
179,179,179,06-28,0.4152857393265633,-0.07994833666791938,-0.5000466778830343
180,180,180,06-29,0.31377738294517193,-0.6902093912037685,-0.29176047970512
181,181,181,06-30,0.3185249589897157,-0.6616673000231496,-0.4392029574881904
182,182,182,07-01,0.4395555405358108,0.06595999056065496,-0.4941256658602789
183,183,183,07-02,0.24980827270896,-1.0747871546717929,-0.7064816965401245
184,184,184,07-03,0.3414070475287351,-0.5241018031556964,-0.5850778645656391
185,185,185,07-04,0.20335107810146785,-1.3540845207469927,-0.5051955864242655
186,186,186,07-05,0.4349403182221635,0.03821360064314362,-0.5654628541661798
187,187,187,07-06,0.39824872996801575,-0.182373631174908,-0.5874357182621378
188,188,188,07-07,0.3794078586877673,-0.2956436158908306,-0.5656835570592942
189,189,189,07-08,0.2278790084756185,-1.2066243392475409,-0.4430545352320861
190,190,190,07-09,0.36311604680075743,-0.3935888359386348,-0.3817885064510827
191,191,191,07-10,0.3257367721366731,-0.6183103897837429,-0.3055604927975913
192,192,192,07-11,0.4960847793082936,0.4058097733291629,-0.4505749193341134
193,193,193,07-12,0.4743254874671751,0.2749944507460406,-0.2831843110134197
194,194,194,07-13,0.23468117839346386,-1.165730175109963,-0.3527144961034135
195,195,195,07-14,0.394937470404554,-0.20228068932337892,-0.3752011896932175
196,196,196,07-15,0.29372382763565985,-0.8107699464785978,-0.4443080627124017
197,197,197,07-16,0.3032946979805002,-0.7532305513225663,-0.4238791782771085
198,198,198,07-17,0.4271150322530405,-0.008831464785942635,-0.2330752132277809
199,199,199,07-18,0.4947138356960413,0.3975677573577997,-0.15423185427534467
200,200,200,07-19,0.4251065388773379,-0.020906384813997144,-0.0013865735291535008
201,201,201,07-20,0.4736243836791063,0.2707794643912385,0.2454877086810562
202,202,202,07-21,0.4462658236933825,0.1063017379985493,0.8343303018314244
203,203,203,07-22,0.5496791175701208,0.7280151419386921,0.6881485234437067
204,204,204,07-23,1.0147892089397224,3.5242240941162666,0.6100355411494313
205,205,205,07-24,0.3488221198794521,-0.4795229129685064,0.5410474424757342
206,206,206,07-25,0.34714855300418057,-0.4895842785796504,0.6366580016792555
207,207,207,07-26,0.4047731752902263,-0.14314912765094398,0.6040110319711999
208,208,208,07-27,0.5416866667439367,0.679965093219677,0.0910957964320865
209,209,209,07-28,0.5170969279193166,0.5321333236903585,0.2967506485117425
210,210,210,07-29,0.5028917302895478,0.44673268088158535,0.2739507540202472
211,211,211,07-30,0.5540688993811357,0.7544061995094296,0.3246657860874921
212,212,212,07-31,0.3243938994181565,-0.6263836455286221,0.34550786506754944
213,213,213,08-01,0.4553875755772416,0.16114106475252554,0.3801802444798376
214,214,214,08-02,0.5624873896323984,0.8050175671000209,0.1994776358349652
215,215,215,08-03,0.5517005083360638,0.7401676001640873,-0.17590852792553335
216,216,216,08-04,0.3225476824985058,-0.6374829709876494,-0.04868610765327488
217,217,217,08-05,0.17942759915306475,-1.4979107830535616,-0.15046623020570826
218,218,218,08-06,0.4513638774042672,0.13695087610492876,-0.1608964195590168
219,219,219,08-07,0.3538094111919816,-0.4495396705620748,-0.3474542055390397
220,220,220,08-08,0.5520778964805901,0.7424364309801699,-0.4807750503596445
221,221,221,08-09,0.3655129014006676,-0.3791791157160499,-0.260884204832839
222,222,222,08-10,0.1894913808204198,-1.4374080399112783,-0.1924086801994438
223,223,223,08-11,0.3988821241977651,-0.17856570989272855,-0.15530690133320305
224,224,224,08-12,0.5197035288327143,0.5478040239052996,-0.4238670797949484
225,225,225,08-13,0.3908375705039244,-0.2269289973646305,-0.3493199755563274
226,226,226,08-14,0.2840506110834011,-0.8689246397903025,-0.07620990332668805
227,227,227,08-15,0.4399120848453011,0.06810350971567647,-0.03294586926923502
228,228,228,08-16,0.4620595318159235,0.20125239346655732,-0.2394281727999027
229,229,229,08-17,0.44206031118799466,0.08101849445198958,-0.41038771251843387
230,230,230,08-18,0.3136309397583573,-0.6910897972787061,-0.4598381786251046
231,231,231,08-19,0.22021725886290475,-1.252686235675818,-0.5887548971183246
232,232,232,08-20,0.2346982675300377,-1.1656274364303272,-0.6704435833550586
233,233,233,08-21,0.311251170565438,-0.7053968012436433,-0.6071968763027048
234,234,234,08-22,0.3805329371245468,-0.2888797239538461,-0.4900325961833383
235,235,235,08-23,0.5051815203659529,0.4604987367661121,-0.3985861080982376
236,236,236,08-24,0.4305627355509447,0.011895883437492856,-0.27266027267844745
237,237,237,08-25,0.31148229339239003,-0.7040073071652142,-0.2061584403885104
238,238,238,08-26,0.36037423342439023,-0.4100724239115859,-0.1986688176715808
239,239,239,08-27,0.3776210459680561,-0.306385807504021,-0.4852639567777903
240,240,240,08-28,0.3880076984870312,-0.2439419876522685,-0.7121261143358085
241,241,241,08-29,0.21915506036488866,-1.259072097871145,-0.3648139190605024
242,242,242,08-30,0.20415073136661505,-1.3492770619106165,-0.29202369337558404
243,243,243,08-31,0.6581053311717555,1.3798658644866229,-0.4276747919739447
244,244,244,09-01,0.4330200244181449,0.02666893019792393,-0.33848232279624896
245,245,245,09-02,0.2422391143402293,-1.1202923990941849,-0.2547384746037516
246,246,246,09-03,0.4770231866673665,0.2912128274139057,-0.20389021466970245
247,247,247,09-04,0.3027327390375538,-0.7566090087161604,-0.2618149123936317
248,248,248,09-05,0.2548980951617846,-1.0441875023063214,0.3063027272979039
249,249,249,09-06,0.6002955710750665,1.0323176781430472,0.4841888432700927
250,250,250,09-07,1.000010371330171,3.4353747683471374,0.5771663131772283
251,251,251,09-08,0.4197722581107112,-0.05297570326105154,0.4724242110661314
252,252,252,09-09,0.569816165153781,0.8490776468567192,0.5582032045149415
253,253,253,09-10,0.19819847242947813,-1.3850616213827418,0.14093032603664982
254,254,254,09-11,0.340506880834612,-0.5295135416134604,-0.6182687460460473
255,255,255,09-12,0.18385067023754856,-1.471319592726703,-0.2122865578298556
256,256,256,09-13,0.24231774715962426,-1.1198196641490457,-0.02646347698815669
257,257,257,09-14,0.8249488723446655,2.3829174260360992,0.3012808547402411
258,258,258,09-15,0.7552705247964464,1.9640161319069125,0.28121438508424673
259,259,259,09-16,0.5252924743795517,0.5814043689876449,0.6304687004021842
260,260,260,09-17,0.320480228260104,-0.6499123595494266,0.8942973238712867
261,261,261,09-18,0.5324119743895517,0.6242062991809215,0.2859662536788314
262,262,262,09-19,0.5056228661967466,0.4631520766655701,-0.0731504018034479
263,263,263,09-20,0.2178248888100927,-1.2670689951186327,-0.04081263270978156
264,264,264,09-21,0.39686644992149817,-0.19068380098676324,0.2781678017523589
265,265,265,09-22,0.5575660769501991,0.7754309835496429,-0.002557082390061749
266,266,266,09-23,0.6388277227896466,1.2639702472234162,-0.3059098788878115
267,267,267,09-24,0.2522441212435533,-1.0601430056736023,-0.3587829932243783
268,268,268,09-25,0.2028720003437162,-1.3569647023209286,-0.4214048944544156
269,269,269,09-26,0.16505668844883242,-1.5843076811380337,-0.4084142368487962
270,270,270,09-27,0.3343688067890164,-0.5664152083669867,-0.5278476155907331
271,271,271,09-28,0.5705309577210632,0.8533749291833593,-0.4606988213545217
272,272,272,09-29,0.5196313308548106,0.5473699747717945,0.06848080607463293
273,273,273,09-30,0.31925967485210816,-0.6572502402563339,0.3789363644304847
274,274,274,10-01,0.7310015981110768,1.8181130622539992,0.592087004999235
275,275,275,10-02,0.4748962224378238,0.2784256689970772,0.5308715163305435
276,276,276,10-03,0.5470965011908574,0.7124886350455142,0.2585443027564916
277,277,277,10-04,0.5094369364625508,0.4860819971712107,0.3706665141222463
278,278,278,10-05,0.2478444851202307,-1.0865933066725169,-0.08417117635590259
279,279,279,10-06,0.43115940666351577,0.015483027938194054,-0.2128604837090977
280,280,280,10-07,0.2770664236058579,-0.910913080614894,-0.3867255537426236
281,281,281,10-08,0.34646226805528835,-0.4937101751220933,-0.5765629138282627
282,282,282,10-09,0.3735764245607473,-0.3307017851556413,-0.4365023823773293
283,283,283,10-10,0.3199762629473585,-0.6529421633426239,-0.4344910300803911
284,284,284,10-11,0.38762710014194607,-0.24623011796691616,-0.04161501296985797
285,285,285,10-12,0.4331667679157072,0.027551141719823,-0.16952723133742945
286,286,286,10-13,0.6691628727776597,1.446343022048305,-0.34233542627330377
287,287,287,10-14,0.2188038607122348,-1.2611834853275223,-0.3069066937105298
288,288,288,10-15,0.20111112591391814,-1.3675509547708873,-0.4571278735872639
289,289,289,10-16,0.3553346957137261,-0.4403697679659804,-0.20070740494864672
290,290,290,10-17,0.2377039980568053,-1.1475571972273202,-0.3048081222194952
291,291,291,10-18,0.6890784318233679,1.5660739535515258,0.031908469736810795
292,292,292,10-19,0.5652687183359201,0.8217387184232144,0.13889096395554626
293,293,293,10-20,0.5548523195983204,0.7591160664103135,0.22397181261579585
294,294,294,10-21,0.3078813391104833,-0.7256559894584744,0.2538781579192444
295,295,295,10-22,0.4402467218983677,0.07011532399551687,0.16170161329443833
296,296,296,10-23,0.2675510014128001,-0.9681191254066288,-0.1311474304509351
297,297,297,10-24,0.5970847893757449,1.0130146858026894,-0.34090732305427873
298,298,298,10-25,0.273000763064898,-0.9353555440490262,-0.09727290736866163
299,299,299,10-26,0.34550864503828704,-0.4994432892097485,-0.097427361979966
300,300,300,10-27,0.5510323209111895,0.7361505046552279,-0.06484103643866106
301,301,301,10-28,0.4400925737650811,0.0691885963276907,-0.3608071052155282
302,302,302,10-29,0.3000726672306129,-0.7726011721587992,-0.338530767424154
303,303,303,10-30,0.3017059940595174,-0.7627817268585138,-0.3225752756470308
304,304,304,10-31,0.2952328988231162,-0.8016975173007809,-0.3868123515303757
305,305,305,11-01,0.3614324769805147,-0.4037103385470091,-0.5819171309603762
306,306,306,11-02,0.4869227080509245,0.3507280493551588,-0.5714663603298421
307,307,307,11-03,0.24537493283199235,-1.1014400802523128,-0.6298483685126082
308,308,308,11-04,0.3105027008210535,-0.7098965483755946,-0.4014389899167837
309,309,309,11-05,0.24343983092657845,-1.1130737759551101,-0.2661924780883939
310,310,310,11-06,0.5231890539573295,0.5687587542741661,-0.08409138169252588
311,311,311,11-07,0.4964106246434813,0.4077687324233295,0.40751942864162505
312,312,312,11-08,0.6686624686304653,1.4433346277303671,0.4514420140272222
313,313,313,11-09,0.7360102597836531,1.8482247817525923,0.4664572108217276
314,314,314,11-10,0.35433813240274925,-0.4463610360620121,0.23423892862510995
315,315,315,11-11,0.2584252336753673,-1.022982595188077,-0.02398553802390362
316,316,316,11-12,0.29143155307518137,-0.8245509389055401,-0.20571424069894328
317,317,317,11-13,0.238698542325474,-1.141578067470752,-0.4292718884556824
318,318,318,11-14,0.4872943628460036,0.3529624116801292,-0.26991401512446456
319,319,319,11-15,0.5128962083958934,0.5068788952121579,-0.2716181248722609
320,320,320,11-16,0.5133797983722984,0.5097862039252951,-0.24038477794993066
321,321,321,11-17,0.2567245053233946,-1.0332072536748556,0.005643446774868462
322,322,322,11-18,0.3226029249345924,-0.6371508573715577,-0.09095244520313464
323,323,323,11-19,0.4842385832272211,0.3345912808780426,-0.24937953483680186
324,324,324,11-20,0.3908901421768094,-0.22661294018788936,-0.5527340149915447
325,325,325,11-21,0.35478347920757297,-0.4436836425898455,-0.3881046123688779
326,326,326,11-22,0.2106272522030872,-1.3103406770031625,-0.1049861522869596
327,327,327,11-23,0.4210272405027264,-0.04543083793885501,-0.15623425938211813
328,328,328,11-24,0.6051596045444776,1.061559903119952,-0.28918541477688303
329,329,329,11-25,0.4330921656714391,0.027102638307091528,-0.3421844303083485
330,330,330,11-26,0.25820279636483684,-1.0243198725564788,-0.22506668655814185
331,331,331,11-27,0.3018896274720463,-0.7616777357786383,-0.06435577079136946
332,332,332,11-28,0.3275126039667438,-0.6076342145019218,-0.4609063932229384
333,333,333,11-29,0.5814192641206286,0.9188346566617792,-0.4833771778804487
334,334,334,11-30,0.2093958414218713,-1.3177438314694618,-0.11824979964356501
335,335,335,12-01,0.41066596888011103,-0.10772206963797024,0.5236552957983823
336,336,336,12-02,0.6226056671611291,1.1664443968648233,2.0176503543214994
337,337,337,12-03,0.9425210166801666,3.0897528368730462,2.03168811423659
338,338,338,12-04,1.8185431887181776,8.35633613663678,2.778492037397287
339,339,339,12-05,0.5954291694783403,1.0030612161523234,2.9151894859380643
340,340,340,12-06,0.9547179118614568,3.163079707494723,2.820599491120472
341,341,341,12-07,0.5470921742206224,0.7124626216066932,2.266404848294496
342,342,342,12-08,0.528203363432005,0.5989044279592692,0.8790968351488875
343,343,343,12-09,0.3894260397959835,-0.2354150200828117,0.6127331154493785
344,344,344,12-10,0.4339879545692294,0.03248805776313177,0.13311992225881508
345,345,345,12-11,0.32959398449939314,-0.5951211020447308,0.030784438129109987
346,346,346,12-12,0.4760563956685218,0.2854005483513427,0.019598994343438886
347,347,347,12-13,0.4449597502395332,0.0984497168284626,0.18349059931250591
348,348,348,12-14,0.5170401144685578,0.5317917652452426,0.7419076917824915
349,349,349,12-15,0.5529924413036614,0.7479346097315904,0.9122731205520208
350,350,350,12-16,0.9912970026619308,3.3829906125830456,0.7488575063650704
351,351,351,12-17,0.4996213640616592,0.4270714705724447,0.6960496071234665
352,352,352,12-18,0.3129650404537664,-0.6950931367703581,0.4992713975168928
353,353,353,12-19,0.3922566355695693,-0.21839767862116016,0.6499817264349019
354,354,354,12-20,0.3206523638784912,-0.6488774923942,0.252623790572505
355,355,355,12-21,0.7034037218314831,1.652196583239645,0.6476042594660015
356,356,356,12-22,0.5947275280277783,0.9988429974086636,0.9818510692873548
357,357,357,12-23,0.8938180892381454,2.7969542839334243,0.892162850005905
358,358,358,12-24,0.6465486178933713,1.3103877221577602,1.0301310871746676
359,359,359,12-25,0.3027463809822944,-0.7565269943098586,0.8660983050117634
360,360,360,12-26,0.4583468362726792,0.1789319306183754,0.520048206179089
361,361,361,12-27,0.5396964232621452,0.6679998902622202,0.08271505764755831
362,362,362,12-28,0.24936408236428645,-1.0774575955873826,-0.09634312831363424
363,363,363,12-29,0.4573527231272548,0.17295539274424035,
364,364,364,12-30,0.4678457298248049,0.23603860639060514,
365,365,365,12-31,,,
