,unnamed: 0,unnamed: 0,mth_day,tom cruise,tom cruise_norm,tom cruise_ravg
185,185,185,07-04,0.5961207195995979,0.3881058265603395,-0.06473782504872473
186,186,186,07-05,0.4371991727360338,-0.5884457838974625,-0.1770535952002467
187,187,187,07-06,0.4994219731788449,-0.2060950128482228,-0.35323071021127234
188,188,188,07-07,0.3677288257419925,-1.0153317573541392,-0.3874336552971269
189,189,189,07-08,0.4494130006345461,-0.5133934480780379,-0.3409244710890791
190,190,190,07-09,0.4695845864516063,-0.3894417561652395,-0.2197787732608351
191,191,191,07-10,0.6415334438338474,0.667160931808626,-0.09191065198244801
192,192,192,07-11,0.5554888452237271,0.13842840307200158,-0.15853465082572896
193,193,193,07-12,0.6242755871229521,0.5611137148220997,-0.04279288158604281
194,194,194,07-13,0.3026754962034937,-1.4150757504138247,-0.07333617618750561
195,195,195,07-14,0.5624261428421986,0.18105716736007904,-0.2259393608700501
196,196,196,07-15,0.43976135393183097,-0.5727015237740163,-0.17113209982171546
197,197,197,07-16,0.4925278987729757,-0.2484581762866415,-0.4326125453407987
198,198,198,07-17,0.6090040180740792,0.46727196936201,-0.34005519097273296
199,199,199,07-18,0.3689595765928836,-1.0077689582923992,-0.2576205681963295
200,200,200,07-19,0.3930507990891839,-0.8597316242054304,-0.3090058661295317
201,201,201,07-20,0.6429173588298447,0.6756649040184998,-0.14527528626523326
202,202,202,07-21,0.3895874709779461,-0.8810133113732291,-0.2392887838978106
203,203,203,07-22,0.6523985092491866,0.733925302899149,-0.13017863202237356
204,204,204,07-23,0.5172069006878159,-0.09680901643345433,0.18151710306092486
205,205,205,07-24,0.4754974426649122,-0.3531080470397767,0.13752565626916066
206,206,206,07-25,0.6973982673012836,1.0104427862943597,0.32353498553913784
207,207,207,07-26,0.5999630160298616,0.4117162232679147,0.1209568300343653
208,208,208,07-27,0.5712116064895192,0.2350426642466337,0.22592454890509936
209,209,209,07-28,0.4545961597031528,-0.4815436301294861,0.4646271271451414
210,210,210,07-29,0.6196999921437187,0.5329972967909499,0.3855264021307995
211,211,211,07-30,0.7085725770540391,1.0791074224004755,0.4575368609215755
212,212,212,07-31,0.6201623520090104,0.535838436208308,0.7106020077272812
213,213,213,08-01,0.6702758190327883,0.8437789760125705,0.6749185794610182
214,214,214,08-02,0.8183107100510643,1.7534335450808676,0.6646791994864919
215,215,215,08-03,0.4197539728279844,-0.6956441997270645,0.621530305253562
216,216,216,08-04,0.6097020068633751,0.4715610169437927,0.2784308487204553
217,217,217,08-05,0.6664409235284161,0.8202140570028961,-0.18585997684912972
218,218,218,08-06,0.28515150910192805,-1.5227583029903329,-0.5345854694021196
219,219,219,08-07,0.2169307091343615,-1.9419659774049398,-0.4977709880969474
220,220,220,08-08,0.4778064656437533,-0.3389194102370709,-0.2583954499025605
221,221,221,08-09,0.4557005480218238,-0.4747573118960317,-0.2707156370529097
222,222,222,08-10,0.843434236089742,1.9078142461101144,0.12325367024994788
223,223,223,08-11,0.6544111863678933,0.7462929341008007,0.6986422169389416
224,224,224,08-12,0.6698329395323319,0.8410575408268133,0.7164127776592797
225,225,225,08-13,0.7787543971493284,1.5103653027290225,0.8718768648555608
226,226,226,08-14,0.4951580831193627,-0.23229604591504235,0.9568505305259196
227,227,227,08-15,0.6074995494532957,0.4580272112816552,0.8106410926421823
228,228,228,08-16,0.9264046367099616,2.417656240132267,0.9147090099279024
229,229,229,08-17,0.5116486547062462,-0.13096369320162374,0.5731063507976235
230,230,230,08-18,0.7714474423408185,1.4654650445411337,0.4015160376843312
231,231,231,08-19,0.4452050644546184,-0.53925065205265,0.3856965798126555
232,232,232,08-20,0.32761303361204186,-1.2618379245947964,0.17148241143522336
233,233,233,08-21,0.5920530373268279,0.3631104640516015,0.3477702953928817
234,234,234,08-22,0.7172405947848808,1.132371229867674,0.1110503546183132
235,235,235,08-23,0.6837805292236934,0.9267636105443264,0.10899767585302472
236,236,236,08-24,0.5403082044850147,0.045145399893723,0.5798942587783728
237,237,237,08-25,0.4432007778540933,-0.551566724644381,0.7603150389536597
238,238,238,08-26,0.7874081692906182,1.5635415729572917,0.5680593142545317
239,239,239,08-27,0.768220374504303,1.4456351451033231,0.6120784289438684
240,240,240,08-28,0.5295173234163297,-0.021163118327093115,0.5794633346662781
241,241,241,08-29,0.7267618876470205,1.1908782986803468,0.9222683505560044
242,242,242,08-30,0.5084620152317968,-0.15054516577181967,0.670302762539745
243,243,243,08-31,0.7779241215936697,1.5052633706939769,0.3626609084015713
244,244,244,09-01,0.5413827022792455,0.051748044859733985,0.3320732094115168
245,245,245,09-02,0.4678312164748956,-0.4002159797257184,0.6996115635149466
246,246,246,09-03,0.4996507333471103,-0.20468931226742013,0.8741767050470255
247,247,247,09-04,1.0856354779844932,3.396108423300925,0.7125234250475208
248,248,248,09-05,0.6789117611969667,0.8968456834206544,0.7331613876772615
249,249,249,09-06,0.6200818383719153,0.535343690696949,0.8384221017523908
250,250,250,09-07,0.561534122297036,0.17557582063817853,0.8891713093910094
251,251,251,09-08,0.5706103957357282,0.2313483047250571,0.35570367833121513
252,252,252,09-09,0.5492035219165659,0.0998059335642912,-0.12467320637968796
253,253,253,09-10,0.5647444146442601,0.1953026369421592,-0.4566166410054655
254,254,254,09-11,0.2098598230615032,-1.9854156248447643,-0.6658567950499493
255,255,255,09-12,0.2959640127270263,-1.456316917057716,-0.8108803294906624
256,256,256,09-13,0.35722683168001834,-1.0798651036287243,-0.675298013627808
257,257,257,09-14,0.4290058096915662,-0.6387929019192211,-0.8720800406213196
258,258,258,09-15,0.6815894673199107,0.913299828741418,-0.4539649071801857
259,259,259,09-16,0.3726015491375661,-0.9853895250189104,-0.2655395707302702
260,260,260,09-17,0.6181178386867928,0.5232751758020393,-0.009234930005222686
261,261,261,09-18,0.4799471977398702,-0.32576489835822303,0.7020220890790595
262,262,262,09-19,0.6074890576768983,0.4579627407215606,0.6321269648655332
263,263,263,09-20,1.123494853465414,3.6287492125864715,0.7522748764756613
264,264,264,09-21,0.6133421296106794,0.4939290834602601,0.5323847628098101
265,265,265,09-22,0.4899169583450146,-0.264502055358142,0.6668988175286127
266,266,266,09-23,0.4034116626103445,-0.7960655061930678,0.762990149835027
267,267,267,09-24,0.6112900663924387,0.481319429954593,0.15446269448317276
268,268,268,09-25,0.7013150245184696,1.0345107345600464,0.4395693480473977
269,269,269,09-26,0.5293135108031728,-0.02241551952465316,0.4801952065345174
270,270,270,09-27,0.8917273573055885,2.20456900484561,1.1660701639906572
271,271,271,09-28,0.5295850570156416,-0.020746904435424176,1.0335105183098574
272,272,272,09-29,1.0731170301094295,3.3191842385437718,0.785641358215713
273,273,273,09-30,0.4818555313345152,-0.3140384441302054,1.187490231679021
274,274,274,10-01,0.4592894116163484,-0.4527042260048201,0.6431508281659796
275,275,275,10-02,0.9216887456127156,2.3886777212551946,0.5705958329604434
276,276,276,10-03,0.3602208249399626,-1.0614674162326379,-0.2434891229099805
277,277,277,10-04,0.4587405551136674,-0.4560768756686418,-0.4742740158789877
278,278,278,10-05,0.2782242313276008,-1.5653254966787724,-0.5525254531392177
279,279,279,10-06,0.2565114217721981,-1.6987478019442483,-0.7745074786499403
280,280,280,10-07,0.3828827620106217,-0.9222128495662004,-0.7257539896925539
281,281,281,10-08,0.7049399747810348,1.05678556819086,-0.7303572233801182
282,282,282,10-09,0.4078249441516731,-0.7689464824883204,-0.4294223845084278
283,283,283,10-10,0.45424584324979,-0.4836962777940282,-0.25016008993080835
284,284,284,10-11,0.5720644928343512,0.24028353655137066,-0.22776060184045285
285,285,285,10-12,0.4315475847983296,-0.6231740344785317,-0.12623631156499268
286,286,286,10-13,0.4047541793007073,-0.7878159210240674,-0.04712772793412218
287,287,287,10-14,0.8040708169117722,1.665931309843621,0.1583967777957952
288,288,288,10-15,0.4850685327925838,-0.2942949807030975,0.1938547924282027
289,289,289,10-16,0.6549250824370932,0.749450756585476,0.17186863745004335
290,290,290,10-17,0.6066865802309492,0.4530316243458157,0.17676084943425133
291,291,291,10-18,0.4100797562393876,-0.7550909643474877,-0.2834048315673948
292,292,292,10-19,0.4095310567608775,-0.7584626491188197,0.014741346452872662
293,293,293,10-20,0.35475360076981777,-1.0950627761662557,0.16762885491419224
294,294,294,10-21,0.776185876484607,1.4945820874185072,0.0219455047585848
295,295,295,10-22,0.804208248307244,1.6667758073533936,0.09986047244560224
296,296,296,10-23,0.4644377337118692,-0.4210684765878291,0.3612877682902969
297,297,297,10-24,0.4861578685851794,-0.287601158225383,0.5466615448558773
298,298,298,10-25,0.6647951706269377,0.8101011259493486,0.24425170736429955
299,299,299,10-26,0.5357571668133908,0.017179883227226238,0.011853438094830674
300,300,300,10-27,0.4809053896393257,-0.3198769375309588,0.0033665997637370624
301,301,301,10-28,0.5772887979973621,0.2723861917365805,0.13072421147742874
302,302,302,10-29,0.4561509736812789,-0.4719895065743908,0.07324656797440189
303,303,303,10-30,0.6105130082929561,0.4765445120567672,-0.13210226463387162
304,304,304,10-31,0.6086725699302392,0.4652352649311874,-0.2380706615993773
305,305,305,11-01,0.3352494592313915,-1.2149131124224148,-0.12076892932729945
306,306,306,11-02,0.3774352112028849,-0.9556873193239936,0.06802125258067594
307,307,307,11-03,0.6918251269091444,0.976196585369048,0.03489089960000875
308,308,308,11-04,0.6404904028737858,0.6607515848734615,-0.1954808004178472
309,309,309,11-05,0.5781637076265719,0.27776239417276405,0.26824170369060085
310,310,310,11-06,0.3837319122423354,-0.916994935175948,0.4643854360373929
311,311,311,11-07,0.7880396459199084,1.567421912228273,0.3571918608794524
312,312,312,11-08,0.5689548299408975,0.2211750747567584,0.13668325401915654
313,313,313,11-09,0.5871586540130554,0.3330351344214057,-0.17533272345579196
314,314,314,11-10,0.4251803146591577,-0.6623000562883138,0.06112215451980672
315,315,315,11-11,0.27350354677821626,-1.5943334706769268,-0.3901266474527447
316,316,316,11-12,0.6146123361885998,0.5017343326776441,-0.2700384354403415
317,317,317,11-13,0.3474290922420178,-1.1400708996070354,-0.2056862269230121
318,318,318,11-14,0.6862119469762828,0.9417043468311777,0.4651283865653173
319,319,319,11-15,0.6499937509734687,0.7191483855253822,0.6146079473841563
320,320,320,11-16,1.0801803877281424,3.3625876246416624,0.9234726302423308
321,321,321,11-17,0.41945910780798906,-0.6974561057638929,1.1244719119783533
322,322,322,11-18,0.9161954945943356,2.354922429826693,0.9068160547159052
323,323,323,11-19,0.5436897901705947,0.06592479080909873,0.7273834965588802
324,324,324,11-20,0.4736873544224025,-0.3642307967435107,-0.05742499132548207
325,325,325,11-21,0.4747913383536203,-0.3574469634167693,0.07134252967121246
326,326,326,11-22,0.3138738604503792,-1.3462633026645112,0.1526775799713355
327,327,327,11-23,0.5451909180068649,0.07514902021627425,-0.009470102152552744
328,328,328,11-24,0.995613060667644,2.842932731627432,-0.03785870695955857
329,329,329,11-25,0.3853647604178536,-0.9069613019342307,0.025009445560922317
330,330,330,11-26,0.4459680146092443,-0.5345624255855457,0.03686152110500597
331,331,331,11-27,0.536177366127363,0.01976195170611597,-0.02754788533290576
332,332,332,11-28,0.32544652179570177,-1.2751508494000094,-0.2838658129623234
333,333,333,11-29,0.4822999715741721,-0.3113074184111961,0.040933673355902166
334,334,334,11-30,0.7453378610068658,1.3050251658509255,-0.11000192994140716
335,335,335,12-01,0.7025070572514148,1.0418356159751223,-0.3942449554271056
336,336,336,12-02,0.2985907374888959,-1.4401760453694017,-0.4506915921662504
337,337,337,12-03,0.2586354063684305,-1.6856962012080747,-0.12758548381127913
338,338,338,12-04,0.2703306217463932,-1.6138306698348786,-0.30782335747726824
339,339,339,12-05,0.7977888120468214,1.627329231718632,-0.2120805531450999
340,340,340,12-06,0.5693491182943083,0.2235979238549909,-0.16209676881356008
341,341,341,12-07,0.7959927127103664,1.6162924419681324,0.16914252027107754
342,342,342,12-08,0.3473961477037593,-1.1402733393801632,0.3423247299025865
343,343,343,12-09,0.5820656867934869,0.3017395332997511,-0.03946111566186258
344,344,344,12-10,0.4394300386076511,-0.5747374120458246,-0.28791652216863745
345,345,345,12-11,0.4250036166840957,-0.6633858416680626,-0.6751891930315296
346,346,346,12-12,0.3267510798138108,-1.2671345151856583,-0.4164094147775363
347,347,347,12-13,0.4178500446582661,-0.7073435832092212,-0.4740759010790665
348,348,348,12-14,0.6000751595453673,0.4124053301437968,-0.08061027966158134
349,349,349,12-15,0.5257586952914435,-0.04425938450943037,0.12075189065492754
350,350,350,12-16,0.8236196576119336,1.7860563164590864,0.28534363548496233
351,351,351,12-17,0.6216186480484016,0.5447871802309908,0.35218504945364026
352,352,352,12-18,0.4874625531814077,-0.2795840462054497,0.2932180945179041
353,353,353,12-19,0.4831156637327379,-0.3062950993971535,0.2839098222973748
354,354,354,12-20,0.5424983581237109,0.05860360052938007,-0.15536500537261294
355,355,355,12-21,0.5166698667805559,-0.1001090178326066,-0.5085297938677552
356,356,356,12-22,0.3947007902590037,-0.8495926495608402,-0.625696517376216
357,357,357,12-23,0.27677976466928284,-1.5742015507398623,-0.3859566503660173
358,358,358,12-24,0.3730580501843505,-0.9825843872562148,-0.5070837934278544
359,359,359,12-25,0.7172036326764271,1.1321441026640386,-0.5173692509805426
360,360,360,12-26,0.42422680297143056,-0.6681592578416421,-0.3812745937498046
361,361,361,12-27,0.5066268902068561,-0.16182176314873634,-0.22398621407440425
362,362,362,12-28,0.5275869985168724,-0.033024706176412205,-0.25274071122269665
363,363,363,12-29,0.4303600506510548,-0.6304712726874603,
364,364,364,12-30,0.3449814439887087,-1.1551113701459692,
365,365,365,12-31,,,
