,unnamed: 0,unnamed: 0,mth_day,rebellion,rebellion_norm,rebellion_ravg
46,46,46,02-16,1.6388522454637215,-1.7519161307196438,0.2348991256620898
47,47,47,02-17,2.0939351782008218,-0.5736552540038692,0.17073172190086028
48,48,48,02-18,2.3581117466172907,0.11032758235086364,-0.2876904785967377
49,49,49,02-19,2.5886690859309773,0.7072664548309162,-0.4625086181263257
50,50,50,02-20,2.0065805396980125,-0.7998262341556797,-0.2611480337447959
51,51,51,02-21,2.1350330949274414,-0.4672481270605433,-0.3476200477395919
52,52,52,02-22,2.1054845529036017,-0.5437526244304649,-0.4747265578078985
53,53,53,02-23,1.8935452382167857,-1.092487337972645,-0.6620876432237873
54,54,54,02-24,2.06355556887288,-0.6523114780589759,-0.31066665352740497
55,55,55,02-25,2.1544791679756323,-0.4169000576644166,-0.14193598688489406
56,56,56,02-26,2.8209623006990565,1.3086997040226145,-0.1815078857086652
57,57,57,02-27,2.5260489461830176,0.545135872794522,-0.10550098268574996
58,58,58,02-28,2.01378077425879,-0.7811840173730916,0.047755867627397586
59,59,59,02-29,2.0696833669765846,-0.6364459198351535,0.058552607221805775
60,60,60,03-01,2.4187124527895927,0.2672296238199093,-0.31429678027705105
61,61,61,03-02,2.179499494199061,-0.35211962009796743,-0.4098560380176237
62,62,62,03-03,1.9569224462731232,-0.9283966209705264,-0.4902656132784724
63,63,63,03-04,2.3046002596206243,-0.028219673648914437,-0.5713392761667303
64,64,64,03-05,1.827439908396304,-1.263641468938183,-0.6994218040195292
65,65,65,03-06,1.881803546790579,-1.1228878971647016,-0.8849157521748515
66,66,66,03-07,2.121894454876757,-0.5012655432968839,-1.0300989202246316
67,67,67,03-08,1.7496364735403311,-1.4650833090299011,-0.9796109360894542
68,68,68,03-09,1.6204754851333192,-1.7994956292692064,-0.92919104165665
69,69,69,03-10,2.421600935832145,0.2747082311621501,-0.8056094904222458
70,70,70,03-11,1.9442827937719016,-0.9611221023413594,-0.9546913009432716
71,71,71,03-12,2.168190997376462,-0.38139858975827584,-0.7272621749275423
72,72,72,03-13,1.7764127934363536,-1.39575640642304,-0.480892139697365
73,73,73,03-14,2.2766799273409637,-0.10050855293552424,-0.4195396126643974
74,74,74,03-15,2.19141253508582,-0.3212754178881428,-0.15590428902410247
75,75,75,03-16,2.563779065403005,0.6428233933599562,-0.21537132581564772
76,76,76,03-17,2.555230362139284,0.6206898395004102,0.4456679414632904
77,77,77,03-18,2.0303822962352647,-0.7382008105075478,0.5539047261116067
78,78,78,03-19,3.308302857950058,2.5704791972505894,0.7151634613776001
79,79,79,03-20,2.5275074700075018,0.5489121549543737,0.7854448817064318
80,80,80,03-21,2.5651129589454844,0.6462769937078179,0.8912883627249942
81,81,81,03-22,2.7266489807785743,1.064511915332946,0.9261768721646642
82,82,82,03-23,2.8005116714226275,1.2557507256117852,0.4238348054667754
83,83,83,03-24,2.111232804853795,-0.5288697538695292,0.2592100251749847
84,84,84,03-25,2.1441771258593847,-0.4435732029367425,0.30371751591862445
85,85,85,03-26,2.1460065852872448,-0.4388365267963705,0.368715589875004
86,86,86,03-27,2.668254460882687,0.9133219381696566,0.03384343324940716
87,87,87,03-28,2.8772752879209142,1.454500359071223,-0.01209908570218654
88,88,88,03-29,2.0244801177621943,-0.7534822141417957,-0.0607123028232121
89,89,89,03-30,2.0047657736131512,-0.8045248675790914,0.15626692143713727
90,90,90,03-31,2.031521028108504,-0.7352525056628958,0.0160566449613318
91,91,91,04-01,2.6488334736482693,0.8630388187657257,-0.1232650257484977
92,92,92,04-02,2.3433316611220296,0.07206027931482366,-0.0036767596495923174
93,93,93,04-03,2.554411740025538,0.6185703348122461,0.12099955887962148
94,94,94,04-04,2.3016135434714284,-0.03595261754836338,0.2044727324597436
95,95,95,04-05,2.2936902340634813,-0.05646695640380864,-0.0334346837109876
96,96,96,04-06,2.2249614659015267,-0.2344134641821629,0.027188087930784158
97,97,97,04-07,2.0975076672309565,-0.5644056782586616,-0.1502186864100167
98,98,98,04-08,2.4838186581253803,0.4357969091654542,-0.15607623668416912
99,99,99,04-09,2.143289907416735,-0.4458703112325592,-0.20511809159698585
100,100,100,04-10,2.288039277143348,-0.07109791919327788,-0.03223418378770209
101,101,101,04-11,2.180040812607001,-0.3507180858807089,-0.048356969622169635
102,102,102,04-12,2.6256020235759787,0.8028899826735396,-0.02563100808293247
103,103,103,04-13,2.0601447802518367,-0.6611423932654671,0.11074476681702324
104,104,104,04-14,2.536483721173424,0.5721526784008772,0.2013000881024244
105,105,105,04-15,2.4593266467613657,0.37238433816717503,0.2514892275409957
106,106,106,04-16,2.497891859028497,0.4722340085191288,0.09700017303058213
107,107,107,04-17,2.296348947173533,-0.049583249249281015,0.2386934373555209
108,108,108,04-18,2.2675896340022206,-0.12404434438894164,0.16715829269615567
109,109,109,04-19,2.388504250819106,0.18901719268416586,0.11018455909385484
110,110,110,04-20,2.3707084294599423,0.14294181044468554,-0.07189659564316499
111,111,111,04-21,2.327295917629526,0.030541936553369925,-0.13884978080500493
112,112,112,04-22,2.0759376337901285,-0.62025291990299,-0.43235382942894063
113,113,113,04-23,2.1411918722252308,-0.4513023602203208,-0.7101552590836264
114,114,114,04-24,1.5874243877947969,-1.885068636132556,-0.4431523320616424
115,115,115,04-25,1.744728198380542,-1.4777913852439482,-0.5051365681512529
116,116,116,04-26,2.9894600700163596,1.7449593725765902,-0.439147447391442
117,117,117,04-27,2.183653867720744,-0.34136347998429306,-0.2623880873324241
118,118,118,04-28,2.2288605892963305,-0.22431819534412445,0.15476984271405358
119,119,119,04-29,2.5508133892628124,0.6092538001337868,0.5350881461910304
120,120,120,04-30,2.554144702310768,0.6178789441463104,0.3804523419025013
121,121,121,05-01,2.6260764923287847,0.8041184356179129,0.5061839100455162
122,122,122,05-02,2.6311076030248257,0.817144546845415,0.9562687842614084
123,123,123,05-03,2.4750237599010494,0.41302592887379697,0.7624083332515147
124,124,124,05-04,3.271885687997897,2.4761910499512294,0.720163942984864
125,125,125,05-05,2.101561864422778,-0.5539089059255761,0.6154097934862722
126,126,126,05-06,2.4562477014301622,0.3644126025464064,0.4570500979713861
127,127,127,05-07,2.3833195960644638,0.17559353862636232,0.4720097750753567
128,128,128,05-08,2.264125403650724,-0.13301362624390173,0.15577504704260656
129,129,129,05-09,2.5096912628139068,0.5027839914976204,-0.0015558735399698134
130,130,130,05-10,2.5390444455681247,0.5787826817547284,0.1824610074087798
131,131,131,05-11,1.73696374444522,-1.4978944294210341,0.2444774270486193
132,132,132,05-12,2.8826877717584503,1.4685138882389042,0.1958877845205583
133,133,133,05-13,2.5270362280189382,0.5476920564653992,0.4240910939544712
134,134,134,05-14,2.151523937578361,-0.42455148141226745,0.1437878714595904
135,135,135,05-15,3.0385288065349587,1.8720038481010977,0.4796066081509544
136,136,136,05-16,1.8894707472330587,-1.103036653214556,0.1618690829172705
137,137,137,05-17,2.51518889940862,0.5170179907271497,0.06228676133199097
138,138,138,05-18,2.146363952400131,-0.4379112631631994,0.4957519873132781
139,139,139,05-19,2.296264507504297,-0.0498018730462779,0.13038919315453334
140,140,140,05-20,3.1560347221286604,2.1762398744754554,0.4191075558212961
141,141,141,05-21,2.191838357087615,-0.3201729168513709,0.38640412237241606
142,142,142,05-22,2.558545661696873,0.6292735227860193,0.6192805536387487
143,143,143,05-23,2.4394020781777948,0.3207973900338696,0.6211909798808146
144,144,144,05-24,2.6860309721594424,0.9593473244347968,0.4864964364085511
145,145,145,05-25,2.3006917225338275,-0.03833931559388231,0.8187193362639803
146,146,146,05-26,2.843894062559792,1.3680726136418744,0.9952624504469632
147,147,147,05-27,2.9617305324607783,1.6731644822812035,0.9905668210588956
148,148,148,05-28,2.9676660513046818,1.6885322078839171,0.9386931586737554
149,149,149,05-29,2.4285204432095298,0.292623613705465,0.8690942034945794
150,150,150,05-30,2.5658191300629234,0.6481053501239552,0.6796936043683518
151,151,151,05-31,2.139403349486958,-0.4559330466689378,0.3930307344575967
152,152,152,06-01,2.404977782731621,0.2316690188845085,-0.0063647966779035
153,153,153,06-02,2.297419009653815,-0.04681273718332687,-0.16874549464668828
154,154,154,06-03,2.0421082573234766,-0.7078409789290844,-0.26516351482196443
155,155,155,06-04,2.0522199869429616,-0.6816605741072437,-0.12305900182467895
156,156,156,06-05,2.3423803504657923,0.06959722907229833,-0.2064807131238428
157,157,157,06-06,2.4687158462758103,0.3966940313147751,0.06775927367409287
158,158,158,06-07,2.211656603446828,-0.2688612489104746,0.17876293840463695
159,159,159,06-08,2.9329417869880934,1.5986271836042871,0.3681207314309844
160,160,160,06-09,2.2993477581254416,-0.04181899054581988,0.7267773302268913
161,161,161,06-10,2.491037068066376,0.4544861840508407,0.8108674117012274
162,162,162,06-11,3.173529886452265,2.22153682184774,0.947699947023742
163,163,163,06-12,2.663585904245191,0.9012345201607928,0.8223860890932536
164,164,164,06-13,2.528751837782325,0.5521339630246122,1.0809699999722102
165,165,165,06-14,2.6425398949797736,0.8467440360213566,1.1944403512589112
166,166,166,06-15,2.8985892003912603,1.5096844747279206,0.8204921198249998
167,167,167,06-16,2.753992859586138,1.1353082917710453,0.7793803966784703
168,168,168,06-17,2.3069435749701728,-0.02215256675572859,0.8818313183958485
169,169,169,06-18,2.568313742150422,0.6545641812816164,0.8442926805265517
170,170,170,06-19,2.766171242116892,1.166839493328882,0.9645217810073516
171,171,171,06-20,2.5555479880934184,0.6215122088055751,0.9125085826517912
172,172,172,06-21,3.1772076934349416,2.2310590776127204,1.090354955057337
173,173,173,06-22,2.633457657324332,0.8232291016376836,1.2589941204175574
174,174,174,06-23,2.719084130582428,1.0449256676775458,1.0775819795408492
175,175,175,06-24,2.959117548657419,1.6663991734429389,0.8716337601379651
176,176,176,06-25,2.3457673872367795,0.07836664806863072,0.453720746185275
177,177,177,06-26,2.078284311449472,-0.6141771076117286,0.35545585751938913
178,178,178,06-27,2.208737550140172,-0.2764190061034209,0.2200743492984368
179,179,179,06-28,2.4057389512065352,0.23363976964236874,-0.03976940907954485
180,180,180,06-29,2.405351501329944,0.2326366183518317,4.226867476229042e-05
181,181,181,06-30,2.3569565402446404,0.10733662317504912,0.21910262543735168
182,182,182,07-01,2.438026828728792,0.3172367145944736,0.20505435184431445
183,183,183,07-02,2.5859340089247587,0.7001850329638077,0.1982378176835548
184,184,184,07-03,2.1761821305062834,-0.3607086476616442,0.2283229067155213
185,185,185,07-04,2.3899423390048584,0.1927405646778108,0.3691477838859891
186,186,186,07-05,2.475070580451808,0.4131471525436311,0.1747307988556007
187,187,187,07-06,2.6833036134855583,0.9522858861978558,-0.0984661669799582
188,188,188,07-07,1.9874855939142368,-0.8492651955878571,-0.12636786390939508
189,189,189,07-08,1.9528283246868128,-0.9389967620495456,0.15173110537906445
190,190,190,07-09,2.111522836535414,-0.5281188292382654,0.2946494271701676
191,191,191,07-10,3.0344079087404108,1.861334380408568,0.1130069849236992
192,192,192,07-11,2.8062689948666955,1.2706570832902495,0.4790102360857635
193,193,193,07-12,2.2623660590241323,-0.1375687672809542,0.3836850125941173
194,194,194,07-13,2.8356602361602503,1.3467543113845293,0.236534233616401
195,195,195,07-14,1.7319219882667374,-1.5109481029994232,-0.1396776693800991
196,196,196,07-15,1.7705161407769066,-1.4110235031045633,-0.18096218525702346
197,197,197,07-16,2.1625757727699697,-0.3959370375704325,-0.029582552453738125
198,198,198,07-17,2.71059640350847,1.0229499880287036,-0.3237633759360932
199,199,199,07-18,2.6131726857100963,0.7707090295387578,0.029880024307727182
200,200,200,07-19,2.1539266342849506,-0.4183306295096012,0.4348908700377378
201,201,201,07-20,2.551453955625271,0.6109122984634989,0.4042405240947802
202,202,202,07-21,2.709086844977286,1.0190415712755003,0.2353311395622246
203,203,203,07-22,2.0915467692779397,-0.5798391132281779,0.08956398153899242
204,204,204,07-23,2.3191663920453807,0.009493680833370249,-0.028154026325107183
205,205,205,07-24,2.275372388267308,-0.10389391860063517,-0.4195241946209462
206,206,206,07-25,1.8811273384070157,-1.124638676694199,-0.9381876436852216
207,207,207,07-26,1.6444941091590453,-1.7373087113115349,-1.1510461723062464
208,208,208,07-27,1.5071379990054723,-2.0929391231101517,-1.2564012629669858
209,209,209,07-28,1.5982691664453683,-1.8569902849543272,-1.2111109491907712
210,210,210,07-29,2.0750168768532307,-0.6226368631310657,-1.0174766953868242
211,211,211,07-30,2.380328001536822,0.1678479640566523,-0.8178812055089475
212,212,212,07-31,2.3298546746404694,0.03716684612948536,-0.4868644945831157
213,213,213,08-01,2.1070359928269697,-0.5397357720442758,-0.2227569684058092
214,214,214,08-02,2.2742349564110507,-0.10683885755516068,-0.2156049654419896
215,215,215,08-03,2.2103110153051384,-0.27234512789048804,-0.11336511770759646
216,216,216,08-04,2.0915909032749087,-0.5797248453481479,0.06673089293115418
217,217,217,08-05,2.617258263768312,0.7812870504630111,0.4945830702882825
218,218,218,08-06,2.747208533953097,1.1177429099619889,0.32608314517749354
219,219,219,08-07,3.098539118309789,2.0273772920984943,0.3718372868123223
220,220,220,08-08,1.8837538247665664,-1.1178384082198942,0.5915449414434771
221,221,221,08-09,2.316341501616886,0.0021797219184844503,0.6088016044911299
222,222,222,08-10,2.600740646545838,0.7385210824387811,0.3607301652636208
223,223,223,08-11,2.657248793798664,0.8848270287489274,-0.1850669373952273
224,224,224,08-12,2.172328656383161,-0.37068572540306494,-0.1919629467527469
225,225,225,08-13,1.833710839280116,-1.2474053238545948,-0.2354110794891777
226,226,226,08-14,1.8677730370244667,-1.1592144643650113,-0.4905272483961785
227,227,227,08-15,2.21565495218604,-0.25850907450010113,-0.7478784463083551
228,228,228,08-16,2.0095353372846487,-0.7921759310032236,-0.8652830759190345
229,229,229,08-17,2.0608640362105657,-0.6592801587241319,-0.879881018983264
230,230,230,08-18,1.900255582163472,-1.0751135030671422,-0.7699581686744802
231,231,231,08-19,1.799881617554028,-1.3349929822399715,-0.6197452278739701
232,232,232,08-20,2.122507862300736,-0.4996773625123082,-0.6317461158819049
233,233,233,08-21,2.5637578909432124,0.6427685703029592,-0.5943700267061479
234,234,234,08-22,1.9817245217783748,-0.8641812590508327,-0.3817825510452543
235,235,235,08-23,2.1474792533283105,-0.4350236236695907,-0.3174938172749889
236,236,236,08-24,2.3929050478230565,0.20041135089821974,-0.06811021254202218
237,237,237,08-25,1.9488641022530488,-0.9492605796183792,-0.047509957157901635
238,238,238,08-26,2.7004285475810565,0.9966242658854921,0.0709392159941018
239,239,239,08-27,2.6114968500511635,0.7663701026076825,0.2511011652527923
240,240,240,08-28,2.256218217513473,-0.15348622013881205,0.4121936204289359
241,241,241,08-29,2.5649859185660224,0.6459480718825521,0.6736775352918886
242,242,242,08-30,2.7662201347894735,1.1669660819550816,0.4704540008378826
243,243,243,08-31,2.554826003514321,0.6196429095593367,0.1939637402516345
244,244,244,09-01,2.2294790462194607,-0.2227169408385433,0.005895496219884125
245,245,245,09-02,1.97075929618335,-0.8925714609098065,0.06201369454522504
246,246,246,09-03,1.8203895326780115,-1.281895684329314,-0.21611539566672108
247,247,247,09-04,2.6950340332670875,0.9826572618345976,-0.26306781732395884
248,248,248,09-05,2.1216847629321607,-0.5018084593165951,-0.08826825367036735
249,249,249,09-06,2.4460186273085904,0.3379283796159103,-0.03362688833204985
250,250,250,09-07,2.6345589379852177,0.8260804410830055,-0.29675312591614883
251,251,251,09-08,2.097385003333529,-0.5647232688799017,-0.5330879199218443
252,252,252,09-09,1.2106217185401773,-2.8606531098339083,-0.3298412677688992
253,253,253,09-10,2.1473526159036487,-0.4353515021995755,-0.18132180622000804
254,254,254,09-11,2.592687837167672,0.7176714536010759,-0.6328799545917629
255,255,255,09-12,2.7901971032260686,1.229045148909257,-0.5762797267899754
256,256,256,09-13,1.588119678955535,-1.883268449147524,0.05707170050549526
257,257,257,09-14,2.2285501714417406,-0.2251219020691766,-0.05827191596831824
258,258,258,09-15,2.6783480804146835,0.9394554539389162,-0.2351007681085357
259,259,259,09-16,1.8800557262519253,-1.1274132010424565,-0.5814698117647551
260,260,260,09-17,2.1829052794264263,-0.3433016592402292,-0.3450878386727075
261,261,261,09-18,1.9875227041450536,-0.8491691130280592,0.04759914433864406
262,262,262,09-19,2.135910428967143,-0.4649766105952386,-0.011782760365151744
263,263,263,09-20,3.1385615996813194,2.1309999959989328,0.27437221297281145
264,264,264,09-21,2.5407366640731195,0.5831640257161413,0.3007009293952845
265,265,265,09-22,2.543190251333983,0.5895166389853228,0.5484294555304072
266,266,266,09-23,2.2439193539231024,-0.18532936070539088,0.3124583406070074
267,267,267,09-24,2.5616079161251823,0.637202043782677,-0.35899770776664863
268,268,268,09-25,1.5890718002252238,-1.8808033001356368,-0.7239743767104372
269,269,269,09-26,1.5825317234301093,-1.897736294243004,-0.9154048742616636
270,270,270,09-27,1.6949410198358876,-1.6066959879465903,-1.1288877632329837
271,271,271,09-28,2.099569892061292,-0.5590663463220362,-1.554798568620835
272,272,272,09-29,1.7491948606187586,-1.4662266945333111,-1.4071809391923529
273,273,273,09-30,1.5746037191908933,-1.918262788544432,-1.3024658112341216
274,274,274,10-01,1.931160373570348,-0.9950975235647422,-1.0198336026574273
275,275,275,10-02,1.8251981913145447,-1.2694455264936175,-1.0314723428195156
276,276,276,10-03,2.349911902295593,0.08909726351357633,-0.9704637919177976
277,277,277,10-04,2.0725983166945956,-0.6288987872945663,-0.8814447588903743
278,278,278,10-05,1.8905758611173016,-1.1001753891230042,-1.0495889883182448
279,279,279,10-06,1.780896112090125,-1.3841485903798914,-0.9690271364183399
280,280,280,10-07,1.5415035298458477,-2.003962900131965,-1.2511402565984957
281,281,281,10-08,2.011891942522841,-0.7860744150941882,-1.2576979726760444
282,282,282,10-09,1.6961439534536369,-1.603581457567358,-0.9280342767938368
283,283,283,10-10,2.0574014886053202,-0.6682450837598582,-0.9772582583365648
284,284,284,10-11,2.6545373462369493,0.8778067861702421,-0.7782856178732942
285,285,285,10-12,1.6668246310243988,-1.6794924796362591,-0.7389242987995904
286,286,286,10-13,2.0026020244790317,-0.8101270573523419,-0.46202922011698405
287,287,287,10-14,2.1031077243981966,-0.5499065006519657,-0.4674410839938865
288,288,288,10-15,2.337819631348937,0.05778901452828155,-0.920977926211088
289,289,289,10-16,2.0448600543609468,-0.7007162670212735,-0.7654761004594169
290,290,290,10-17,1.6035126690746468,-1.843414267132968,-0.5664723055030763
291,291,291,10-18,2.0271840130975494,-0.7464815251262319,-0.4397949853282128
292,292,292,10-19,2.463772716424481,0.3838957123857027,-0.2632146424532619
293,293,293,10-20,2.3966692989985896,0.21015742039721547,-0.0804111738323131
294,294,294,10-21,2.747026294596095,1.1172710717779863,0.05450361778310253
295,295,295,10-22,2.4684881672441534,0.3961045447044196,0.2577063613662682
296,296,296,10-23,1.9161637309129769,-1.0339255174404745,0.3688516817807184
297,297,297,10-24,2.498085333768451,0.4727349363727618,0.4211174639192678
298,298,298,10-25,2.721340489608284,1.0507676348724049,0.16820631374206832
299,299,299,10-26,2.5177898380274706,0.5237521132285113,0.2764175424505353
300,300,300,10-27,2.1609308879555984,-0.4001958292852104,0.2390563365370151
301,301,301,10-28,2.719256486665898,1.0453719169552216,0.2336294999871492
302,302,302,10-29,1.8295830042146013,-1.2580927529215962,0.3552988943829877
303,303,303,10-30,2.4855092019046063,0.4401739170735667,0.6222135388103432
304,304,304,10-31,3.003296714686417,1.780784001247436,0.6209188985520965
305,305,305,11-01,3.1363368928107347,2.125239979792645,0.4994416640716182
306,306,306,11-02,2.1579306931912368,-0.4079636708346912,0.4747679214080477
307,307,307,11-03,2.437745572297293,0.3165085100723513,0.3443726141847518
308,308,308,11-04,1.7724041600647245,-1.4061352089030188,-0.013084837175939
309,309,309,11-05,2.1833315772427264,-0.342197926266209,-0.2922926187782089
310,310,310,11-06,2.1749260787333053,-0.3639607069167086,-0.09292988715954556
311,311,311,11-07,2.4893017653332823,0.4499932901790253,0.10782471500062092
312,312,312,11-08,2.619933183690901,0.7882127188772889,0.42640323715921785
313,313,313,11-09,2.9029735786765127,1.5210361230333502,0.3982578589052604
314,314,314,11-10,2.5106769027281057,0.5053359240485629,0.7646880231501313
315,315,315,11-11,2.118107577030612,-0.5110701957899536,0.7302660630139296
316,316,316,11-12,3.024090047850405,1.8346202785525167,0.7627609352921816
317,317,317,11-13,2.409532436423683,0.2434615293618152,0.341564262820576
318,318,318,11-14,2.6952366860011363,0.9831819525468004,-0.007177864385103594
319,319,319,11-15,1.9268938967213718,-1.0061439117962832,-0.1177964989513552
320,320,320,11-16,1.7025031282065923,-1.5871168391855148,-0.2367657826513068
321,321,321,11-17,1.861760343772216,-1.1747820031874632,0.13496018810301078
322,322,322,11-18,2.7483910497674895,1.1208045763528076,0.4057713023240901
323,323,323,11-19,3.2709688888514976,2.4738173538877204,0.6111765068103778
324,324,324,11-20,3.3228134061297787,2.6080486378732766,0.9163045861302916
325,325,325,11-21,2.4028991925144494,0.22628731512144346,1.0263504834765458
326,326,326,11-22,2.409605862115874,0.2436516367339679,0.8807351852367892
327,327,327,11-23,2.116780317818761,-0.5145066191099379,0.4637852337172291
328,328,328,11-24,2.41094267165086,0.2471127869142681,0.016658950559155818
329,329,329,11-25,2.3047305430396388,-0.02788235522964037,-0.01903927980981696
330,330,330,11-26,2.286644535901732,-0.07470906107516309,0.16255452523846622
331,331,331,11-27,2.32017223947268,0.012097932907606752,0.4997199795888032
332,332,332,11-28,2.8304307049059156,1.3332144670236672,0.5739439660997817
333,333,333,11-29,2.8981263515311317,1.508486106992084,0.8486956370711481
334,334,334,11-30,2.5829490759796183,0.6924567059801386,0.7747196471708336
335,335,335,12-01,2.9414390954711727,1.6206276705985585,1.1268380777896263
336,336,336,12-02,2.1152128380430946,-0.5185650004770499,0.9729281187015394
337,337,337,12-03,3.1361702476053392,2.124808516620364,0.794322742131468
338,338,338,12-04,2.4737603090196423,0.40975471249514495,0.6016656311962384
339,339,339,12-05,2.4842268823473006,0.4368538475716553,0.35540368814658296
340,340,340,12-06,2.1364861671808018,-0.4634859596312392,0.25652862119454106
341,341,341,12-07,2.3707525379562457,0.1430560123006253,-0.15848968753580372
342,342,342,12-08,1.8860801069188988,-1.1118154021893014,-0.1513149766185631
343,343,343,12-09,2.17440828397448,-0.3653013357617049,-0.20070961628232029
344,344,344,12-10,2.4903869587724183,0.4528029779985887,-0.055387020998117965
345,345,345,12-11,2.3697599187543266,0.14048600958911225,-0.07126199864348931
346,346,346,12-12,2.4732562365014763,0.4084496120739747,-0.06764750230294103
347,347,347,12-13,2.333963920799771,0.047806146428397284,0.2968964857707569
348,348,348,12-14,1.8944563279792592,-1.0901284241460116,0.5972353529786716
349,349,349,12-15,3.0192012350907333,1.8219625926804832,0.8045224471995908
350,350,350,12-16,3.1863911894393437,2.2548361812460773,1.1797227617413633
351,351,351,12-17,2.85012629917534,1.3842085749146271,1.338583324703208
352,352,352,12-18,3.3427441209578532,2.6596514993246085,1.4841222346452108
353,353,353,12-19,2.7021068286273846,1.0009695241994647,1.1508927923630041
354,354,354,12-20,2.2317276841243268,-0.2168949644939933,0.7605890566750686
355,355,355,12-21,2.246976501850866,-0.17741406101275806,0.7768637422401009
356,356,356,12-22,2.281902690134151,-0.0869862328815349,0.316383415579296
357,357,357,12-23,2.8878411980538616,1.4818566883048203,0.03037927475774345
358,358,358,12-24,2.2756286374565486,-0.10323046064022026,0.0675344626032604
359,359,359,12-25,2.0393218422864163,-0.7150553207298508,0.055398614973199915
360,360,360,12-26,2.3178309852791585,0.006036162579108319,0.06450210807695296
361,361,361,12-27,2.2188529313926875,-0.2502291467931209,-0.324758442444449
362,362,362,12-28,2.3029990929173207,-0.03236527425901669,-0.3918540231377323
363,363,363,12-29,1.9857701723711343,-0.8537066148235912,
364,364,364,12-30,2.1201415756063384,-0.5058039447999201,
365,365,365,12-31,,,
