,unnamed: 0,unnamed: 0,mth_day,robots,robots_norm,robots_ravg
116,116,116,04-26,3.0780560148243032,0.2301589552799232,-0.5554784365578469
117,117,117,04-27,2.546115630372693,-0.7957142286641437,-0.3806003423754529
118,118,118,04-28,2.8821618239515336,-0.1476326228383133,-0.09577753565250573
119,119,119,04-29,3.158437650789257,0.3851788921531347,0.18863988960434885
120,120,120,04-30,3.2436292819690857,0.5494751412787547,0.2260934858797016
121,121,121,05-01,3.4307637692822497,0.9103732004167336,0.5906657309674151
122,122,122,05-02,3.19457965954154,0.4548805329320397,0.7450304719617856
123,123,123,05-03,3.680353486947283,1.3917192418621378,0.8573452500446171
124,124,124,05-04,3.3624132290304414,0.7785558231279099,0.6775482027833793
125,125,125,05-05,3.50786543875395,1.0590675606501243,0.4260173009983001
126,126,126,05-06,2.6842542328482684,-0.5293071422886715,0.2432706048766452
127,127,127,05-07,2.648214151896149,-0.5988122102937427,0.16909063279757428
128,128,128,05-08,2.6260278191367825,-0.6415996437978897,0.2380549077276763
129,129,129,05-09,3.4495686873213947,0.9466394093877124,0.159487722946288
130,130,130,05-10,3.576971227975533,1.1923414727085222,0.3739095372142332
131,131,131,05-11,3.2634313753707063,0.5876644519617947,0.5311493917958325
132,132,132,05-12,3.351352022916174,0.757223743319,0.31970935372007314
133,133,133,05-13,3.1374104580653808,0.34462691719585337,0.2349257090913365
134,134,134,05-14,1.9682067732055453,-1.910239872252446,-0.03643132095299869
135,135,135,05-15,3.1857943033631657,0.43793754161529264,0.06698838236949195
136,136,136,05-16,2.7327396105909387,-0.43580070755748906,-0.06441143643834052
137,137,137,05-17,3.585185277936327,1.2081826718967386,-0.1892456985635549
138,138,138,05-18,2.9425478672322236,-0.031175169527994918,0.14992563201811604
139,139,139,05-19,2.749032714537736,-0.4043786555554327,0.059585777958556914
140,140,140,05-20,3.0234186501216,0.12478811123757955,0.2054896387633937
141,141,141,05-21,2.9047337349506623,-0.10410158274206216,0.013559077679508294
142,142,142,05-22,3.1866679734190524,0.4396224572715322,0.2027362845270788
143,143,143,05-23,2.9880610833543484,0.05659930539342563,0.4299160809916224
144,144,144,05-24,3.5311059719665314,1.1038880715574275,0.5319591924029718
145,145,145,05-25,3.455822462992121,0.9587001232318294,0.7949656568965002
146,146,146,05-26,3.3408897728549407,0.7370467797056763,0.9183998927248602
147,147,147,05-27,3.722985515144815,1.4739372042191086,1.0998642309666014
148,148,148,05-28,3.5706900292949677,1.1802278722416923,0.9934878335832792
149,149,149,05-29,3.552623319852957,1.1453853348438725,0.7580495557626706
150,150,150,05-30,3.2001533594626443,0.4656296872574952,0.6747905504552071
151,151,151,05-31,2.723339364816035,-0.453929543691823,0.7015374840420977
152,152,152,06-01,3.0818587659889376,0.2374927478608957,0.335948701089801
153,153,153,06-02,3.806199158065545,1.6344188057404527,-0.01865352861104056
154,154,154,06-03,2.433289573964747,-1.0133048254720878,-0.04768393869860536
155,155,155,06-04,2.4494036470122964,-0.9822280433611772,0.07350401283309868
156,156,156,06-05,3.1098354854147208,0.2914472267321064,0.18500645264422869
157,157,157,06-06,3.1003728999797286,0.27319816549840115,0.2595459881849867
158,158,158,06-07,3.4287592501543886,0.906507386727676,0.5304707366335487
159,159,159,06-08,4.03810261248642,2.081656018985001,0.705299944818809
160,160,160,06-09,3.2761762997476547,0.6122436652192839,0.7970796015731288
161,161,161,06-10,2.9933230183593205,0.06674720575038473,0.9454279407515496
162,162,162,06-11,3.3953754917010626,0.8421251672580263,0.9907396315162093
163,163,163,06-12,3.561906394433344,1.1632882005689262,0.6713117034452458
164,164,164,06-13,3.5697305821830048,1.1783775313156333,0.9076194508870982
165,165,165,06-14,3.0443153636021743,0.1650884505592197,1.25362753751556
166,166,166,06-15,4.011364445751282,2.030090149870397,1.2092639723286214
167,167,167,06-16,4.06980504852736,2.1427957255211574,1.1314990953431208
168,168,168,06-17,3.257353917745168,0.5759437761363937,0.9720751740597596
169,169,169,06-18,3.3199684285643305,0.6966989386559228,0.9942274425604408
170,170,170,06-19,3.0737393233869588,0.2218340036154664,0.8862356175483829
171,171,171,06-20,3.1132343278980774,0.2980020615633066,0.93690084703016
172,172,172,06-21,3.6753860003822862,1.3821391997980503,1.3099404435918949
173,173,173,06-22,4.227432026621768,2.446787102411818,1.3760029700747385
174,174,174,06-23,4.41793494968805,2.814181355506804,1.3094676924764366
175,175,175,06-24,3.5254986614534918,1.093074097552983,1.3011889116451187
176,176,176,06-25,2.8667382922702425,-0.1773776619743432,1.0141102502124215
177,177,177,06-26,3.0874778235242863,0.24832937657540075,0.6145376446118065
178,178,178,06-27,2.782242076238023,-0.3403327687981307,0.35281459322769826
179,179,179,06-28,2.984302902479785,0.04935146880812753,0.3971061341332199
180,180,180,06-29,3.6036760563741854,1.2438430472021544,0.2851423067477206
181,181,181,06-30,3.663296157280356,1.3588233429861132,0.055311972922766885
182,182,182,07-01,2.5184023635243165,-0.8491606262873391,0.09056183378323167
183,183,183,07-02,2.3724418636400686,-1.1306526263743215,0.17053249360630818
184,184,184,07-03,2.8919095760700717,-0.12883360363534205,-0.036661158591939004
185,185,185,07-04,3.233103383066997,0.5291754277465865,-0.1651481377389501
186,186,186,07-05,2.959066141242935,0.000681134012671252,-0.05012815270339658
187,187,187,07-06,3.2635542740484413,0.5879014681040464,0.07609326346065833
188,188,188,07-07,2.8762464480584526,-0.15904071607401793,0.04745528177963732
189,189,189,07-08,2.765135247332187,-0.373324129389992,0.4751309469595818
190,190,190,07-09,2.8028126044926305,-0.3006614937214681,0.491053290934933
191,191,191,07-10,4.563665257479856,3.095229418826254,0.2916142137486358
192,192,192,07-11,3.008602894370976,0.09621519786477883,0.4328973914685093
193,193,193,07-12,2.6430699819143126,-0.6087329950137376,0.3735226935687823
194,194,194,07-13,3.3157991864422574,0.6886583502452228,0.17335228468956312
195,195,195,07-14,2.580411832459101,-0.7295723167883541,-0.4033316715551906
196,196,196,07-15,2.1800530319360303,-1.501683946996783,-0.2259728697976377
197,197,197,07-16,2.7695166812638226,-0.3648743186422684,-0.09059133999520554
198,198,198,07-17,3.5603922032409505,1.1603680084100962,-0.5128930916534191
199,199,199,07-18,3.0642618259230505,0.2035561838008555,-0.2412918610250593
200,200,200,07-19,2.001956347107998,-1.8451521597040588,0.2392053590122283
201,201,201,07-20,3.4254031937647715,0.9000350669818051,0.3182151673745757
202,202,202,07-21,3.6749505297255807,1.3812993732269423,0.20494102266603406
203,203,203,07-22,3.0153278116852213,0.1091845315318158,0.12053608873025162
204,204,204,07-23,3.2079796846505,0.480723140158847,0.5101665753293502
205,205,205,07-24,2.801665666611449,-0.30287341981383953,0.3037774715270737
206,206,206,07-25,3.2141540772724264,0.4926307598905322,-0.08023179987627747
207,207,207,07-26,2.7832963469840384,-0.3382995558318538,-0.2894853894937349
208,208,208,07-27,2.4802412265077383,-0.9227562551931646,-0.4747685353091686
209,209,209,07-28,2.364309128375578,-1.1463370061729286,-0.475262696376416
210,210,210,07-29,2.631536576320812,-0.6309757347337551,-0.84579741227876
211,211,211,07-30,2.800128258876028,-0.30583838621732384,-0.960563464908376
212,212,212,07-31,2.061366097346982,-1.7305775355235329,-0.9531930758928384
213,213,213,08-01,2.426242283499793,-1.026895871609549,-1.0418428956255674
214,214,214,08-02,2.5031715903841567,-0.87853392109994,-0.9789381113664738
215,215,215,08-03,2.088506505235184,-1.678235924569302,-0.8744397798282879
216,216,216,08-04,2.8272426088772815,-0.2535470291791931,-0.5884903147485524
217,217,217,08-05,3.125237932408571,0.3211516030117914,-0.3441038548381161
218,218,218,08-06,2.9509969256143864,-0.014880745045119112,-0.4630100390124013
219,219,219,08-07,3.1865644917852167,0.4394228878530687,-0.24447369244447445
220,220,220,08-08,2.1332369689516986,-1.5919710261456514,-0.15189574286714955
221,221,221,08-09,2.7684052102372902,-0.36701784516174063,-0.2644666915130878
222,222,222,08-10,3.115266221506904,0.30192066828475617,-0.4547574375488131
223,223,223,08-11,2.775013160157964,-0.3542740888638383,-0.6740990701497246
224,224,224,08-12,2.358974436744966,-1.1566252212594703,-0.5486669425280651
225,225,225,08-13,2.5041604235353896,-0.8766269077524002,-0.5086007925630562
226,226,226,08-14,2.5234747599413887,-0.8393782604156954,-0.7742067746988788
227,227,227,08-15,2.8930568936000047,-0.1266209453716872,-0.798020332413769
228,228,228,08-16,2.288926959727273,-1.2917152245301786,-0.7459119663679101
229,229,229,08-17,2.700925680861634,-0.4971554351531791,-0.7792531186381312
230,230,230,08-18,2.52109122487084,-0.8439750249843172,-0.7636885640255618
231,231,231,08-19,2.4004311967600382,-1.0766738213737266,-0.5053805135193177
232,232,232,08-20,2.571898377756978,-0.7459909327402791,-0.5076192032713941
233,233,233,08-21,3.696691217084157,1.4232273576657777,-0.3185955293915915
234,234,234,08-22,2.2819620667598453,-1.3051473630426371,-0.37835677750700336
235,235,235,08-23,3.289006121959664,0.6369866081256369,-0.4667529406532561
236,236,236,08-24,2.335165195443288,-1.2025425136767884,-0.23150754728186465
237,237,237,08-25,2.1254177365546374,-1.6070508002512431,-0.0962572023875708
238,238,238,08-26,3.303781384052252,0.6654814274880696,0.22555232530725786
239,239,239,08-27,4.117474925555902,2.2347294270315405,-0.004307599607643061
240,240,240,08-28,3.2831588222343187,0.6257098031263347,0.2449451630472349
241,241,241,08-29,2.5738780998439186,-0.7421729413637685,0.5953759445211518
242,242,242,08-30,3.1106271870464752,0.2929740622524795,0.5310333373787904
243,243,243,08-31,3.215659420644179,0.4955338885922589,0.11567293547283747
244,244,244,09-01,3.1036020731065865,0.2794257846339008,-0.25260307351564604
245,245,245,09-02,2.8252276458694827,-0.2574329844041769,-0.09668871237319088
246,246,246,09-03,2.137398011609684,-1.5839462508045663,-0.1728053508444858
247,247,247,09-04,3.058950601040128,0.19331322549096208,-0.228297363422214
248,248,248,09-05,2.8738171335313667,-0.16372576857529025,-0.3268640936151455
249,249,249,09-06,3.0430156106689314,0.1625818131258904,-0.1857646844659845
250,250,250,09-07,2.7969464834670106,-0.3119745965236889,-0.26859384863490393
251,251,251,09-08,3.2642086532107886,0.5891634704907893,-0.4709308295794265
252,252,252,09-09,1.8797043037241128,-2.080921235818083,-0.27411784307407017
253,253,253,09-10,2.4294505042429257,-1.0207086601761728,-0.23704689920343536
254,254,254,09-11,3.4861312714498216,1.0171521504568477,-0.585621670525909
255,255,255,09-12,3.1583487674947057,0.3850074763496991,-0.7497477976008086
256,256,256,09-13,1.7124791198429432,-2.4034232244585296,-0.4445004473087613
257,257,257,09-14,2.753588140844208,-0.3955932919586076,-0.4202905541172983
258,258,258,09-15,2.82937369020477,-0.2494371340657993,-0.6668422576607584
259,259,259,09-16,2.5047710414790463,-0.8754493010273942,-0.7990949296909018
260,260,260,09-17,2.7190726718719347,-0.4621580708039132,-0.1765770123595305
261,261,261,09-18,2.7468912600433595,-0.4085085558311608,0.35968456822101746
262,262,262,09-19,3.6492238878472483,1.3316842795296977,0.4211060726070288
263,263,263,09-20,4.4219767631723865,2.8219761915246804,0.7046645766504626
264,264,264,09-21,3.020465020993308,0.11909189225026864,0.9649174095865676
265,265,265,09-22,3.386963238425748,0.8259017232332088,1.093507756941797
266,266,266,09-23,3.528757499431674,1.099358926812716,0.7419501909260054
267,267,267,09-24,3.146954736969,0.3630335283002164,0.01587973088961414
268,268,268,09-25,2.5554766113797402,-0.7776611165650517,0.04873787930304855
269,269,269,09-26,2.1630648097523864,-1.5344465686936684,-0.010485142826771264
270,270,270,09-27,3.1226915517553997,0.3162407827308751,-0.41097884750009706
271,271,271,09-28,3.2027117091733364,0.4705635904542898,-0.4922686322050188
272,272,272,09-29,2.2827627006476936,-1.303603301227238,-0.5142454471198902
273,273,273,09-30,2.894050264926875,-0.12470517992931456,-0.4640942217631352
274,274,274,10-01,2.4871035089857747,-0.9095220060542796,-0.3762808017279364
275,275,275,10-02,2.319092645441165,-1.2335392165531387,-0.6803947799715759
276,276,276,10-03,3.39589201246311,0.8431213029420676,-0.4011521108423745
277,277,277,10-04,2.2565684097720133,-1.3541202790075473,-0.6021985110565616
278,278,278,10-05,3.151527700630263,0.3718527135479704,-0.4794953194185401
279,279,279,10-06,2.2685653545324667,-1.330983581214438,-0.1758151745655595
280,280,280,10-07,2.868851178902025,-0.17330285622614985,-0.3473040534320488
281,281,281,10-08,3.2638862253787555,0.5885416525647448,-0.07216137120582683
282,282,282,10-09,2.8623648967466937,-0.18581197025686813,-0.15118508900733654
283,283,283,10-10,3.1125777476890284,0.2967358143497844,0.017795784650711192
284,284,284,10-11,2.9056732958985623,-0.1022895932610881,0.16853497828989372
285,285,285,10-12,2.7942896972999542,-0.3170983392661514,0.0421909344661884
286,286,286,10-13,3.337822973104168,0.7311323056089455,0.058047803452025565
287,287,287,10-14,2.8708113290078385,-0.16952261037748714,-0.0705704826346084
288,288,288,10-15,2.9116979475557394,-0.09067075634184513,-0.19049057922980106
289,289,289,10-16,2.7124273492622297,-0.4749739021700194,-0.30221863262239457
290,290,290,10-17,2.5325842438517605,-0.8218101728322438,-0.4807924602297596
291,291,291,10-18,2.4466872961111936,-0.9874666596217124,-0.5629645356526618
292,292,292,10-19,2.782253540173345,-0.34031066003524485,-0.4427552800157539
293,293,293,10-20,2.6151619208211727,-0.6625550629149001,-0.3808858615084605
294,294,294,10-21,3.2856866158956164,0.6305847774796021,-0.160219378231698
295,295,295,10-22,2.904912206737721,-0.10375739112625863,0.1970591206732933
296,296,296,10-23,3.219110117343502,0.5021887268283317,0.36980947859653535
297,297,297,10-24,3.5582332359308486,1.1562043338082353,0.4469131003093229
298,298,298,10-25,3.3197053027072965,0.6961914875042072,0.32556695010253506
299,299,299,10-26,2.8550426243141365,-0.19993333263817506,0.6135773885671749
300,300,300,10-27,2.9081609013941985,-0.09749212376112533,0.22189295212859053
301,301,301,10-28,3.8009550262251066,1.6243052396615805,0.21074075748527024
302,302,302,10-29,2.000522247241544,-1.8479178918031745,0.4350552626005349
303,303,303,10-30,3.5235371187173765,1.0892911659483138,0.5719045402047903
304,304,304,10-31,4.017580708497757,2.042078518195795,0.5652132940722093
305,305,305,11-01,3.28080084753348,0.6211623329873582,0.3453381302249585
306,306,306,11-02,2.8873434508792646,-0.1376396005566112,0.5052982386384555
307,307,307,11-03,3.1168910638242093,0.3050542565780749,0.3576160675114021
308,308,308,11-04,2.4981816630336384,-0.8881572413221922,0.1021529739196978
309,309,309,11-05,3.0640761710165174,0.2031981391859937,0.21774642667635105
310,310,310,11-06,3.2227974642613364,0.5092999566455689,0.3376288879587377
311,311,311,11-07,3.640429074463421,1.3147230495272777,0.6723795932854163
312,312,312,11-08,3.2603154139345043,0.5816551671377089,0.9696570216782696
313,313,313,11-09,4.158349725618977,2.313558488538145,0.8251552173263771
314,314,314,11-10,3.4230554506890645,0.8955073290349274,0.8532602548210352
315,315,315,11-11,2.6145098119542194,-0.6638126869253608,0.4866316792122203
316,316,316,11-12,3.3102363681176077,0.677930181613518,0.5367233484488388
317,317,317,11-13,2.49979367130077,-0.8850484041256118,0.1525737762755952
318,318,318,11-14,3.4161579617771576,0.8822051825574201,-0.01197821826140812
319,319,319,11-15,2.963203926077941,0.008661055498683495,-0.14586694877576406
320,320,320,11-16,2.9111100020336966,-0.09180463818709264,-0.30876554802663225
321,321,321,11-17,2.1979622860130736,-1.4671450700114963,-0.06047684260527704
322,322,322,11-18,2.8034348752918055,-0.2994614138916912,-0.05826491400408228
323,323,323,11-19,3.2722563391076465,0.6046838284025194,0.08291022639909232
324,324,324,11-20,3.42303959686957,0.8954767541645886,-0.028617109400120095
325,325,325,11-21,3.4024205444850506,0.8557118979177312,0.1846047824066641
326,326,326,11-22,2.564132062788929,-0.7609686529823673,0.3835584396741128
327,327,327,11-23,2.861326940882837,-0.18781371917079165,0.26380612350679183
328,328,328,11-24,3.42240895468837,0.894260529713001,0.15484997864761346
329,329,329,11-25,2.8996892766402733,-0.11383006860140606,0.28688319743910995
330,330,330,11-26,3.0840610106747484,0.2417398850095185,0.4166079896181524
331,331,331,11-27,3.813195300645329,1.6479112106667098,0.7705350086121726
332,332,332,11-28,2.9677249643559165,0.017380100091887528,0.9322129776677958
333,333,333,11-29,3.9624459339401077,1.93574839479333,1.2131803260615894
334,334,334,11-30,3.92541288751069,1.8643283440467389,1.1610454479062675
335,335,335,12-01,3.7738200073900847,1.5719740217613565,1.2726481263775933
336,336,336,12-02,2.9218617394783286,-0.07106938392241359,1.3440612395227725
337,337,337,12-03,4.160407642020478,2.3175272814946646,1.0076067238787136
338,338,338,12-04,3.1899016590344123,0.4458587789629625,0.619544484598912
339,339,339,12-05,2.915686467741182,-0.08297869907102291,0.3402758980331782
340,340,340,12-06,2.718094205331909,-0.4640450916320709,0.2788069106856709
341,341,341,12-07,2.9049743744518906,-0.1036374976330463,-0.032986510493617865
342,342,342,12-08,2.7306226822152806,-0.4398833080074573,-0.09216953963622447
343,343,343,12-09,3.1903724665578763,0.44676675441893177,-0.08082535137961734
344,344,344,12-10,3.0057745538452854,0.0907606041073229,-0.026956103699404144
345,345,345,12-11,2.9509799053139103,-0.014913569531380157,-0.07303544664725302
346,346,346,12-12,2.885689355120096,-0.14082960555079171,0.03179534036678137
347,347,347,12-13,2.7616147636154733,-0.3801135553201396,0.2733115295556667
348,348,348,12-14,3.05676667361325,0.1891014140767492,0.7808476018640184
349,349,349,12-15,3.941764840620134,1.8958638895522442,1.3636836208899863
350,350,350,12-16,4.584793896502074,3.1359770379574328,1.663153015224215
351,351,351,12-17,4.764268453364052,3.4821025446244263,1.9269598073338483
352,352,352,12-18,3.817382671098181,1.6559867604545837,1.8702280105099167
353,353,353,12-19,3.5823564806934103,1.2027271973376583,1.5286336883442064
354,354,354,12-20,2.88026571256582,-0.15128936686683692,1.0153339702484514
355,355,355,12-21,2.879014680639995,-0.1537020434420228,0.5817771785598278
356,356,356,12-22,2.9878430043868605,0.05617872938290384,0.1787537447820532
357,357,357,12-23,3.415409529695995,0.8807617944926848,0.05739681953679199
358,358,358,12-24,2.563517513130784,-0.7621538422120641,0.2434048397101265
359,359,359,12-25,3.2047972434630765,0.4745856458660913,0.16182302876590773
360,360,360,12-26,3.458964011599325,0.9647587541731704,0.009986775088081205
361,361,361,12-27,2.6252016720315607,-0.6431929091073356,-0.33480178803842753
362,362,362,12-28,2.5154580951066188,-0.8548387926840553,-0.20859473032281284
363,363,363,12-29,2.342721616445894,-1.1879695842663676,
364,364,364,12-30,2.9561662255787207,-0.00491149591837616,
365,365,365,12-31,,,
