,unnamed: 0,unnamed: 0,mth_day,robots,robots_norm,robots_ravg
0,0,0,01-01,,,
1,1,1,01-02,3.1218913851719425,0.3146976221349708,
2,2,2,01-03,2.5282914634496145,-0.8300890108897503,
3,3,3,01-04,2.931803155414179,-0.051896874526389934,
4,4,4,01-05,2.422075412270356,-1.034931887637237,-0.8619053186613549
5,5,5,01-06,2.2216225901941558,-1.4215150101536518,-1.0648791969649285
6,6,6,01-07,1.8450795628511951,-2.147696750896071,-1.0255433777849672
7,7,7,01-08,2.4904098070493754,-0.9031456476864697,-0.9987141536830814
8,8,8,01-09,2.650670980361414,-0.5940740958099843,-1.0275926127500443
9,9,9,01-10,3.0152728162260183,0.10907847008492484,-0.7605077648789974
10,10,10,01-11,2.3322302801884858,-1.2082026420390168,-0.6156083941638034
11,11,11,01-12,3.0525628207098445,0.1809940770726312,-0.3530878495519402
12,12,12,01-13,2.2958828093228703,-1.278300526604907,-0.3895734871489524
13,13,13,01-14,3.3071498190481337,0.6719776199847092,-0.6260798782830574
14,14,14,01-15,2.537158797408936,-0.8129879213920576,-0.653276436285786
15,15,15,01-16,2.279466660489729,-1.3099598767197054,-0.5535210407396641
16,16,16,01-17,2.2476177896029794,-1.3713819900553876,-0.24408095479000305
17,17,17,01-18,3.3629165230295626,0.7795264503493621,-0.4677190587985803
18,18,18,01-19,3.2585964128813565,0.5783399890930602,-0.5477677315721486
19,19,19,01-20,2.6113787965500683,-0.6698510040667548,-0.5436239179330967
20,20,20,01-21,2.2881156070627027,-1.293279958033468,-0.6967974816285318
21,21,21,01-22,2.2923586739749355,-1.2850969948853936,-0.9476381048875878
22,22,22,01-23,1.7710723122367524,-2.2904233722279983,-1.1235372860487651
23,23,23,01-24,2.582514463627773,-0.7255172892049734,-1.130497622511904
24,24,24,01-25,2.7113481982909176,-0.4770550978740035,-1.2134932555250686
25,25,25,01-26,2.58972416645312,-0.711613022845587,-1.0264679639485257
26,26,26,01-27,2.0299039901272047,-1.7912537561124562,-0.8318802995184118
27,27,27,01-28,2.8742218539105853,-0.1629452454261349,-0.6941998092147531
28,28,28,01-29,2.3764631459958245,-1.1228973856473163,-0.8683667107647678
29,29,29,01-30,3.010858711765996,0.100565652616979,-0.7060276786485277
30,30,30,01-31,2.1694893602633605,-1.5220565071740917,-0.5364627675255043
31,31,31,02-01,3.094784763651398,0.2624211698518529,-0.20894605094901564
32,32,32,02-02,2.5574453593177373,-0.7738642893743158,-0.16552052344643373
33,33,33,02-03,3.8931745131090048,1.8021550540327969,-0.3585484365065223
34,34,34,02-04,2.5115663467984497,-0.8623442206318248,-0.22164500839988946
35,35,35,02-05,2.410320493845249,-1.057601825743552,-0.31837844441482194
36,36,36,02-06,2.5954160536572064,-0.7006359385342947,-0.09543946722717757
37,37,37,02-07,2.793832821744041,-0.3179794462377422,-0.4155739939423795
38,38,38,02-08,3.251041295485087,0.5637695737515506,-0.4634188074778807
39,39,39,02-09,2.8971889319531767,-0.11865210625841488,-0.23884564779123105
40,40,40,02-10,2.3627140973913083,-1.149413101844832,-0.29000637528747025
41,41,41,02-11,3.1090006120365965,0.2898371323763461,-0.16260705332181782
42,42,42,02-12,2.4362475083880244,-1.0076003035117302,0.1259217353999456
43,43,43,02-13,3.1901908435693493,0.4464164855561725,0.12943496145305095
44,44,44,02-14,4.14869677883407,2.294942306082131,0.12378585904458175
45,45,45,02-15,2.9081190947448547,-0.0975727499397826,-0.07041265063405727
46,46,46,02-16,2.3451389092257613,-1.1833077162956476,0.02880240170774995
47,47,47,02-17,2.5048204959257707,-0.8753539256954879,-0.27157629121658217
48,48,48,02-18,2.7449201235538667,-0.4123099894608869,-0.6000555680012539
49,49,49,02-19,2.2556685659856544,-1.3558556719898205,-0.5119733220153498
50,50,50,02-20,3.126749453305275,0.32406664537410074,-0.09319276846494913
51,51,51,02-21,3.1821559125099887,0.4309207259756415,0.061903632968524386
52,52,52,02-22,3.648026783534037,1.3293756050067569,0.2323735545790853
53,53,53,02-23,2.987348204204855,0.055224482905353166,0.6108412638622068
54,54,54,02-24,3.2752771134324616,0.6105095402024787,0.5567008580360765
55,55,55,02-25,3.433137254686032,0.914950583708909,0.3523173835355699
56,56,56,02-26,2.958310690657465,-0.0007757895826816223,0.2126245843212268
57,57,57,02-27,2.5462888733695084,-0.7953801210273984,0.4231002676665921
58,58,58,02-28,3.213421946510142,0.4912188097206983,0.4008296757073575
59,59,59,02-29,3.6421690007832734,1.3180785829775443,0.3688547513951282
60,60,60,03-01,3.205990027460209,0.4768859884470713,0.2689563711976872
61,61,61,03-02,3.3336585639609266,0.7231010378355331,0.10405115097510392
62,62,62,03-03,2.647512142064832,-0.600166070767328,0.15056769332978828
63,63,63,03-04,2.03324448767245,-1.7848114423628978,-0.055691863252053136
64,64,64,03-05,3.3581417489815135,0.7703180638488044,-0.3360650083615755
65,65,65,03-06,3.0004651944523038,0.0805212434864959,-0.4267965308938171
66,66,66,03-07,2.3337079504919247,-1.205352882210063,-0.6128726343484766
67,67,67,03-08,3.051379457343913,0.17871190264208356,-0.4379671227172732
68,68,68,03-09,2.0686020259330182,-1.7166226914952851,-0.7434001947917702
69,69,69,03-10,2.5774012502585,-0.735378372575678,-0.8312667406088612
70,70,70,03-11,2.4078945547294657,-1.0622803685981783,-0.7959589820876879
71,71,71,03-12,2.727099451626181,-0.4466780314160495,-1.1037894784428006
72,72,72,03-13,2.44355557845898,-0.993506331083023,-0.8764957737513283
73,73,73,03-14,2.093673523667829,-1.668271075488592,-0.7630638903125585
74,74,74,03-15,2.775746159629007,-0.35286046334645194,-0.4393268819485028
75,75,75,03-16,2.930304517230604,-0.05478707194305879,-0.6593425095394733
76,76,76,03-17,3.4150879859583623,0.8801416815861556,-0.15573189365102402
77,77,77,03-18,2.0425984858665536,-1.7667717969618717,0.13355556299505836
78,78,78,03-19,4.010362249043826,2.028157364247672,0.2819879292976597
79,79,79,03-20,2.9936893344743347,0.06745366438790207,0.3957350469867234
80,80,80,03-21,3.2375410748202365,0.5377337344691562,0.09889250939965318
81,81,81,03-22,3.284188524303443,0.6276956341913237,0.2656527637851652
82,82,82,03-23,2.4915672075405886,-0.9009135439362658,-0.17388148332018213
83,83,83,03-24,2.5614141555853203,-0.7662102706488001,-0.2390976394288499
84,84,84,03-25,2.642906582724657,-0.6090481183844115,-0.41632640441657137
85,85,85,03-26,2.790792284258864,-0.3238432722641044,-0.3300543290448103
86,86,86,03-27,2.686156329460175,-0.5256388554571731,-0.30253303609065685
87,87,87,03-28,3.5525936351433125,1.1453280864218902,-0.4379969768110931
88,88,88,03-29,2.577189996304912,-0.7357857862113454,-0.3737398286039513
89,89,89,03-30,2.139965919094009,-1.5789939149714174,-0.32662312927187703
90,90,90,03-31,2.84282001835805,-0.22350522914156112,-0.36441531460754345
91,91,91,04-01,2.9373792633264104,-0.04114307627165874,-0.8381585120447883
92,92,92,04-02,2.568579284394436,-0.7523919674711715,-0.9845005746935396
93,93,93,04-03,2.0787088946888286,-1.6971310982015788,-0.7056367526297064
94,94,94,04-04,2.1218983231127058,-1.6138381621038536,-0.8937335706812454
95,95,95,04-05,3.0075522701553217,0.09418901741158134,-0.9020037572198599
96,96,96,04-06,2.2576231620149447,-1.3520861374507944,-0.7105333162873532
97,97,97,04-07,2.911649497060815,-0.0907641955033465,-0.4038616496293172
98,98,98,04-08,3.1642719775352086,0.3964306781238689,-0.2745085762162357
99,99,99,04-09,3.0328095387975984,0.14289890174663727,-0.32985757394843823
100,100,100,04-10,2.5243347529459474,-0.8377197216253649,-0.06991755088065921
101,101,101,04-11,2.8353534003916043,-0.2379049689816339,-0.03041102575238336
102,102,102,04-12,3.0663347920827038,0.20755400095587972,-0.0748669547782737
103,103,103,04-13,3.0345601052762725,0.14627495526630854,0.10659135222909592
104,104,104,04-14,3.0259630460963214,0.1296951039685269,0.08740174109782899
105,105,105,04-15,3.597353011239321,1.231648743790855,0.049226492781013036
106,106,106,04-16,2.464633051318081,-0.9528573884129664,-0.13381787147593086
107,107,107,04-17,2.7165845900707573,-0.4669564588825295,-0.1595260339727448
108,108,108,04-18,2.4968568623436918,-0.8907121845857837,-0.11073360458494932
109,109,109,04-19,2.9545782319445766,-0.007974019714575158,-0.33619987365258264
110,110,110,04-20,3.177763467745438,0.4224496802952999,-0.3011209559082804
111,111,111,04-21,2.8958942984521903,-0.12114887061494485,-0.3339764915847305
112,112,112,04-22,2.5737687219824257,-0.7423838819471534,-0.3787680773302545
113,113,113,04-23,2.614366187917569,-0.6640896729412296,-0.5101276325652243
114,114,114,04-24,2.357503653499291,-1.1594616990589282,-0.5421760867344537
115,115,115,04-25,2.545899342155649,-0.796131351124394,-0.6546036464093202
