,unnamed: 0,unnamed: 0,mth_day,nudity (topless - notable),nudity (topless - notable)_norm,nudity (topless - notable)_ravg
35,35,35,02-05,0.01115200178432028,-0.6622943292777863,-0.2630190297052315
36,36,36,02-06,0.05030655749959863,0.1499486184343926,-0.3016465664821609
37,37,37,02-07,0.029902070718397237,-0.2733329176973063,-0.19497369244581533
38,38,38,02-08,0.0,-0.8936373910674837,-0.25933135686946
39,39,39,02-09,0.03345638032545205,-0.19960042706941733,-0.08672960429811012
40,40,40,02-10,0.058645125181061124,0.3229283054608443,-0.10102342523501937
41,41,41,02-11,0.061074096817426385,0.3733161861503127,-0.20440750413004893
42,42,42,02-12,0.04617231507987808,0.06418569281293722,-0.14750457360919594
43,43,43,02-13,0.0,-0.8936373910674837,-0.15626886481211966
44,44,44,02-14,0.01645819618169847,-0.5522198079423661,0.24943615383220136
45,45,45,02-15,0.03092145949288805,-0.2521861742869594,0.10883685814175954
46,46,46,02-16,0.17598833980338924,2.7571584173267705,-0.050800322504977284
47,47,47,02-17,0.02040816326530609,-0.4702795879923382,-0.05080032250497727
48,48,48,02-18,0.0,-0.8936373910674837,0.0946949504032858
49,49,49,02-19,0.0,-0.8936373910674837,0.038066438391386716
50,50,50,02-20,0.058540207127627135,0.3207518295072122,-0.49090267577986096
51,51,51,02-21,0.014542634155800056,-0.5919572463583539,-0.27698809147506154
52,52,52,02-22,0.02299310079897187,-0.4166562677007158,-0.1371785063459181
53,53,53,02-23,0.08227928593665378,0.8132079178364588,0.06568118939934901
54,54,54,02-24,0.04043752332393626,-0.054779880292623234,0.4319448463051216
55,55,55,02-25,0.05867368586072645,0.3235207834041189,0.5968421470924941
56,56,56,02-26,0.16447568469274906,2.5183337709418483,0.5173452931980328
57,57,57,02-27,0.06223634872110813,0.3974265583658803,0.2328710750473757
58,58,58,02-28,0.0,-0.8936373910674837,0.09306148991823224
59,59,59,02-29,0.0,-0.8936373910674837,-0.035963652266812536
60,60,60,03-01,0.0,-0.8936373910674837,-0.5336192987947939
61,61,61,03-02,0.02135537759407557,-0.4506300697061498,-0.7109775243955304
62,62,62,03-03,0.02053732885559284,-0.4676001082260397,-0.4510568842478753
63,63,63,03-04,0.01093852548676433,-0.6667227952385397,-0.2009805026749256
64,64,64,03-05,0.07517758484609302,0.6658864498184467,-0.2009805026749256
65,65,65,03-06,0.07233030198380716,0.6068208983702145,-0.274815056235148
66,66,66,03-07,0.0,-0.8936373910674837,-0.27454891262199715
67,67,67,03-08,0.0,-0.8936373910674837,-0.2614341378049839
68,68,68,03-09,0.020614306328591986,-0.4660032465471352,-0.15985918279009748
69,69,69,03-10,0.01473174904909218,-0.5880341463364597,-0.2684812102148048
70,70,70,03-11,0.10455639752727054,1.275336179907765,-0.02070942885134408
71,71,71,03-12,0.04091324453797797,-0.044911266178029256,0.12727122558590442
72,72,72,03-13,0.07166373592084747,0.5929932971132804,0.08206769840446362
73,73,73,03-14,0.04280086490329072,-0.005753464443992672,0.17152045898080906
74,74,74,03-15,0.007539961797526869,-0.73722440963578,0.016166798431329326
75,75,75,03-16,0.040604425009436174,-0.05131758287838695,0.3273578686557327
76,76,76,03-17,0.05962301712902664,0.3432142166108864,0.079586087292272
77,77,77,03-18,0.13091992146771944,1.8222351551683909,0.2067531689142406
78,78,78,03-19,0.0,-0.8936373910674837,0.4432084000919175
79,79,79,03-20,0.07958176103695172,0.7572490252878189,0.35115254907421883
80,80,80,03-21,0.07593057977255234,0.6815069774302813,0.2050400690863919
81,81,81,03-22,0.013978849808748228,-0.6036526889845788,-0.24760535528625385
82,82,82,03-23,0.017362489626793844,-0.5334606633160752,-0.14598810141578544
83,83,83,03-24,0.0,-0.8936373910674837,-0.03977275698943748
84,84,84,03-25,0.02939104689929348,-0.2839338678446732,-0.14660185170360449
85,85,85,03-26,0.11030272672491194,1.394541091845907,-0.042926498074719655
86,86,86,03-27,0.045032097345980585,0.04053240914527923,-0.02414797307641836
87,87,87,03-28,0.04396516674555078,0.018399432788730272,0.22162255331714395
88,88,88,03-29,0.02279385573739709,-0.42078951332626746,0.12000529944667553
89,89,89,03-30,0.07108490726294353,0.5809857672938901,-0.193882721350228
90,90,90,03-31,0.0,-0.8936373910674837,-0.3380145969386715
91,91,91,04-01,0.01951600312256045,-0.4887870329355143,-0.4786767416683206
92,92,92,04-02,0.003344425678500307,-0.8242588443853819,-0.5291247398425571
93,93,93,04-03,0.0032810551873482365,-0.8255734355891646,-0.7512967264883409
94,94,94,04-04,0.008202637968370594,-0.7234775023716862,-0.6667352923921349
95,95,95,04-05,0.006825472663981966,-0.7520461525808131,-0.6702976402638964
96,96,96,04-06,0.024457943712602046,-0.38626878649024704,-0.5923180488320755
97,97,97,04-07,0.018485655131617828,-0.5101611201660838,-0.4593469488333562
98,98,98,04-08,0.025898684346835142,-0.3563812957944562,-0.3913204077874819
99,99,99,04-09,0.04174066403777768,-0.027746835596849036,-0.4149189475352603
100,100,100,04-10,0.027878147609918327,-0.31531825609644026,-0.4994803816314664
101,101,101,04-11,0.0,-0.8936373910674837,-0.5633930934483664
102,102,102,04-12,0.0,-0.8936373910674837,-0.6529357759938709
103,103,103,04-13,0.0,-0.8936373910674837,-0.7972508685723101
104,104,104,04-14,0.0,-0.8936373910674837,-0.7159692482901446
105,105,105,04-15,0.0,-0.8936373910674837,-0.5923957019056373
106,106,106,04-16,0.051387461459403865,0.1723714655965528,-0.5191141830746281
107,107,107,04-17,0.035741527732374344,-0.1521961127604403,-0.5191141830746281
108,108,108,04-18,0.02119542178889355,-0.4539482780814278,-0.5191141830746281
109,109,109,04-19,0.0,-0.8936373910674837,-0.05597510815293494
110,110,110,04-20,0.0,-0.8936373910674837,-0.14789369590926685
111,111,111,04-21,0.1339550298148215,1.885197058462675,-0.14010622183606045
112,112,112,04-22,0.024801587301587262,-0.3791400609414387,0.05316093950686792
113,113,113,04-23,0.03799392097264432,-0.10547126832120196,0.9223712276258113
114,114,114,04-24,0.07709463168452843,0.7056546899761424,0.9492510881385192
115,115,115,04-25,0.2514041599275753,4.321624337646176,0.5932292038339276
116,116,116,04-26,0.007774538386783257,-0.7323582279912382,0.6297364401300001
117,117,117,04-27,0.030981809222682975,-0.25093424736487363,0.4983754196722864
118,118,118,04-28,0.03536067892503531,-0.16009664316500358,0.3637402809566199
119,119,119,04-29,0.0,-0.8936373910674837,-0.2288858384207635
120,120,120,04-30,0.03815372819062849,-0.10215614231785684,-0.24676957052133475
121,121,121,05-01,0.0799972245407011,0.7658676213818757,-0.3538867611384364
122,122,122,05-02,0.0026019757669323053,-0.8396606205946655,-0.4101118095516391
123,123,123,05-03,0.0,-0.8936373910674837,-0.3220909897211304
124,124,124,05-04,0.01909854851031315,-0.4974469336442199,-0.2776458032530702
125,125,125,05-05,0.02545851167214597,-0.365512472084432,-0.39148654039363584
126,126,126,05-06,0.05100873568370375,0.16451497649050464,-0.07277351492195898
127,127,127,05-07,0.04707074486419337,0.08282319853848208,-0.04117498721045069
128,128,128,05-08,0.09478424917292584,1.0726175322353957,0.05712493522297731
129,129,129,05-09,0.009139331900283357,-0.7040462247984342,0.21292945765175908
130,130,130,05-10,0.04753011421785116,0.09235260095634808,0.1287448152371761
131,131,131,05-11,0.07052229613205209,0.5693146624882587,-0.033998616363818214
132,132,132,05-12,0.026659772499152242,-0.3405928779969933,-0.284653567919862
133,133,133,05-13,0.0,-0.8936373910674837,-0.2234104721499787
134,134,134,05-14,0.02228660574994421,-0.4313121771008669,-0.3056630461546907
135,135,135,05-15,0.02685284640171853,-0.3365876501791344,0.3384411531661385
136,136,136,05-16,0.0237399686659779,-0.4011628430719242,0.4019133187849584
137,137,137,05-17,0.25681838276318264,4.4339398584132335,0.6254053716903899
138,138,138,05-18,0.045018007202881086,0.040240115715925937,0.7659561207827245
139,139,139,05-19,0.0646412411118293,0.4473149263651053,0.8727257609265747
140,140,140,05-20,0.0629384980316363,0.4119923174531414,0.7906466695939814
141,141,141,05-21,0.05773413261408455,0.3040301906839676,-0.0972828719861382
142,142,142,05-22,0.0,-0.8936373910674837,-0.056930140211546375
143,143,143,05-23,0.0,-0.8936373910674837,-0.1931592041832209
144,144,144,05-24,0.05668934240362807,0.2823565063634769,-0.1330317424554229
145,145,145,05-25,0.025239322089867403,-0.3700594574649424,-0.30797180543526004
146,146,146,05-26,0.08032933453101514,0.7727570878199299,-0.25451753737021643
147,147,147,05-27,0.007135721421435702,-0.745610187195055,-0.2004784304860804
148,148,148,05-28,0.015460729746443996,-0.5729117826772221,-0.3964774133912405
149,149,149,05-29,0.015629884338855853,-0.5694027497626679,-0.35964054380213223
150,150,150,05-30,0.0,-0.8936373910674837,-0.4772306441616378
151,151,151,05-31,0.03589375448671927,-0.14903823993029267,0.2416684851776951
152,152,152,06-01,0.04631841588363321,0.06721648566289615,0.44805422799537803
153,153,153,06-02,0.21506495805684991,3.5677845888409427,1.092956401193838
154,154,154,06-03,0.07515426421483495,0.6654026742288751,1.092956401193838
155,155,155,06-04,0.20215677122061854,3.3000102894280916,1.1459027905537782
156,156,156,06-05,0.0,-0.8936373910674837,1.1565498012808917
157,157,157,06-06,0.051207589033063966,0.16864009622934922,0.4129794712961539
158,158,158,06-07,0.04939788103053398,0.13109855002557744,0.30748865945124104
159,159,159,06-08,0.0,-0.8936373910674837,-0.3268037414532132
160,160,160,06-09,0.04464285714285708,0.032457803159397475,-0.3268037414532132
161,161,161,06-10,0.01869857890800292,-0.5057441159986339,-0.5038499893360188
162,162,162,06-11,0.0,-0.8936373910674837,-0.674639312851529
163,163,163,06-12,0.0,-0.8936373910674837,-0.5511599536212782
164,164,164,06-13,0.0,-0.8936373910674837,-0.5386816375379624
165,165,165,06-14,0.035714285714285636,-0.1527612356859792,-0.2529580033485909
166,166,166,06-15,0.048251995938286864,0.10732769965929266,-0.1692431835314718
167,167,167,06-16,0.1013392369934986,1.2085976891375951,-0.11436346831802707
168,168,168,06-17,0.024213075060532628,-0.3913484721647689,-0.02709890349099479
169,169,169,06-18,0.015873015873015813,-0.5643590997868156,-0.15057826272124555
170,170,170,06-19,0.02523977788995451,-0.3700500021052899,-0.3174057778423749
171,171,171,06-20,0.0,-0.8936373910674837,-0.5051046558296693
172,172,172,06-21,0.0,-0.8936373910674837,-0.2695598389746003
173,173,173,06-22,0.047050557505058266,0.08240442121382897,0.3629155487152295
174,174,174,06-23,0.09234037131572824,1.0219204289656447,0.5219792268959146
175,175,175,06-24,0.1988056682937964,3.230493226352164,0.5582623841888834
176,176,176,06-25,0.07124621722300249,0.5843320669788205,0.6162951884083209
177,177,177,06-26,0.010494280617063615,-0.6759384473096707,0.480097963476829
178,178,178,06-27,0.016784992760040432,-0.545440565750859,0.17376133666651958
179,179,179,06-28,0.007657847379101662,-0.7347789283751226,-0.3700617758105292
180,180,180,06-29,0.0037377588397996455,-0.8160993318962116,-0.5356751347643884
181,181,181,06-30,0.041514165178519184,-0.03244544851012937,-0.4817465043159535
182,182,182,07-01,0.02334539512081233,-0.40934808674433465,-0.12420953302018238
183,183,183,07-02,0.02609221154270191,-0.3523666646190613,-0.15068594346890926
184,184,184,07-03,0.12019642626502774,1.599781262023768,-0.02431012948288564
185,185,185,07-04,0.0,-0.8936373910674837,-0.10829292482005347
186,186,186,07-05,0.04028979438815497,-0.0578444479800701,-0.18900780887391166
187,187,187,07-06,0.01722358279735325,-0.5363422205331364,-0.1697728711184171
188,188,188,07-07,0.0,-0.8936373910674837,-0.4279265050219742
189,189,189,07-08,0.03165558721114267,-0.2369570380860939,-0.05617313461192741
190,190,190,07-09,0.045529917652679705,0.050859458602425515,0.07002708585528546
191,191,191,07-10,0.10752328299109293,1.3368828313927972,0.04254004181595188
192,192,192,07-11,0.07679104252443206,0.6993568748232071,0.1602194856024399
193,193,193,07-12,0.009273426994945969,-0.7012644847691378,0.10126265910078848
194,194,194,07-13,0.03403675970047642,-0.1875607283485556,0.306739902471909
195,195,195,07-14,0.014603336862473029,-0.5906979970960026,0.4697188303304593
196,196,196,07-15,0.10496068424627716,1.2837229188291488,0.3643780621222231
197,197,197,07-16,0.15466214110659754,2.314756398544099,0.5765051446790436
198,198,198,07-17,0.04632303299956887,0.06731226557379005,0.5966265003523811
199,199,199,07-18,0.0706275454597601,0.5714980105717852,0.7177208226200137
200,200,200,07-19,0.03985651654045429,-0.06683259430853086,0.5562271726692624
201,201,201,07-20,0.04962779156327535,0.13586793650979326,0.1525074571383319
202,202,202,07-21,0.05825141727778635,0.3147610191246413,0.1940187775925828
203,203,203,07-22,0.03789314134141715,-0.1075618946414838,0.5919340144332065
204,204,204,07-23,0.05832947009417588,0.3163801882992956,0.5842603747578377
205,205,205,07-24,0.1857176993703752,2.9589894316155285,0.5246245184317856
206,206,206,07-25,0.03763704794632619,-0.11287443236074422,0.5526872549169634
207,207,207,07-26,0.0323791434902545,-0.22194720144651928,0.5443956782589069
208,208,208,07-27,0.066368082241098,0.4831374380357084,0.8350680244021264
209,209,209,07-28,0.03549494507903173,-0.15731135458982315,0.5153238384430893
210,210,210,07-29,0.1424014581909317,2.0604142651586126,0.5907150340401662
211,211,211,07-30,0.09323718048843774,1.0405243158613051,0.5450346615346003
212,212,212,07-31,0.0594426575371149,0.3394727412217176,0.4394645236932386
213,213,213,08-01,0.019166879631995856,-0.4960294364799146,0.5719236731399177
214,214,214,08-02,0.03583373148590534,-0.15028338901246227,0.3823030965594556
215,215,215,08-03,0.07380648101750946,0.6374435420902506,0.2078434969660837
216,216,216,08-04,0.08755696036134533,0.9226908056758404,0.14190576399887836
217,217,217,08-05,0.04277773508542727,-0.0062332816989261975,0.34937959145009234
218,218,218,08-06,0.040371299787745236,-0.0561536565815144,0.4443225919575348
219,219,219,08-07,0.07917512390877504,0.7488135282273692,0.4465516768343644
220,220,220,08-08,0.06329436513214523,0.4193746140321924,0.4304724288478822
221,221,221,08-09,0.07445120556636332,0.6508180513512285,0.3653618584841457
222,222,222,08-10,0.08290631380600272,0.8262153177569472,0.22578123606981745
223,223,223,08-11,0.02394561992475107,-0.3968967038813457,0.2886920022094474
224,224,224,08-12,0.0,-0.8936373910674837,0.06985666802616804
225,225,225,08-13,0.09737098344693268,1.1262781250651492,-0.1132978837894786
226,226,226,08-14,0.0,-0.8936373910674837,-0.19017968733626972
227,227,227,08-15,0.021476894441063724,-0.4481092595426513,-0.2015112211104048
228,228,228,08-16,0.06066957144504138,0.3649244964762002,-0.19323373766946286
229,229,229,08-17,0.0206681682331214,-0.4648859065261553,-0.497413119423258
230,230,230,08-18,0.002394120041178848,-0.8439724904218326,-0.4730582162220252
231,231,231,08-19,0.009392317084624707,-0.6987981654576216,-0.4516454433140071
232,232,232,08-20,0.007044237813468531,-0.7475079718600872,-0.5894286150203283
233,233,233,08-21,0.027670171555063523,-0.31963262209454296,-0.6608871957772163
234,234,234,08-22,0.020818153429790653,-0.4617745337617266,-0.669164679218158
235,235,235,08-23,0.0,-0.8936373910674837,-0.7016378834864683
236,236,236,08-24,0.0,-0.8936373910674837,-0.6043617184865715
237,237,237,08-25,0.0,-0.8936373910674837,-0.4516845575505824
238,238,238,08-26,0.035179699251344086,-0.16385098186070696,-0.5096934471282859
239,239,239,08-27,0.07182942036964625,0.5964303435213916,-0.3273818743415409
240,240,240,08-28,0.0040400775694893155,-0.8098278712279473,-0.014823478994259712
241,241,241,08-29,0.05273049390696431,0.2002320456529864,0.30223307904360835
242,242,242,08-30,0.09040215225782217,0.9817129810162032,0.18060201084247893
243,243,243,08-31,0.09170316862624536,1.0087019571597249,0.03171720253121768
244,244,244,09-01,0.0,-0.8936373910674837,0.057532874872715474
245,245,245,09-02,0.028767044473850662,-0.2968785063461759,0.015197903642529834
246,246,246,09-03,0.011506817789540269,-0.6549338371789606,-0.2581917814017378
247,247,247,09-04,0.04048582995951404,-0.05377778172812744,-0.5595808553184005
248,248,248,09-05,0.01132887730825866,-0.6586251292494028,-0.4723823166438227
249,249,249,09-06,0.004531550923303465,-0.7996324863402514,-0.05749643557171968
250,250,250,09-07,0.02522068095838575,-0.3704461590200168,0.033732221517859574
251,251,251,09-08,0.14876566600704513,2.1924367800864424,-0.05815115346411346
252,252,252,09-09,0.03789314134141709,-0.10756189464148508,0.4965541705792205
253,253,253,09-10,0.013910140492418914,-0.6050780316199657,0.5191996098132317
254,254,254,09-11,0.17176787337704966,2.669606815010601,0.7623806276075524
255,255,255,09-12,0.011081355619170627,-0.6637598509361851,0.4538178577041925
256,256,256,09-13,0.09555661729574763,1.088639947745908,0.5462834402582053
257,257,257,09-14,0.05951917984273885,0.3410601606662823,0.4981902136836189
258,258,258,09-15,0.06463722435786713,0.4472316006825921,0.05593823820643337
259,259,259,09-16,0.0,-0.8936373910674837,0.5688952230741299
260,260,260,09-17,0.0438540786476228,0.01609496214748753,0.7569402315212538
261,261,261,09-18,0.15944536099550635,2.4139820582699945,0.5511573062322928
262,262,262,09-19,0.14994540907999054,2.216909998428652,0.4561600795674071
263,263,263,09-20,0.0,-0.8936373910674837,0.4561600795674071
264,264,264,09-21,0.03716090672612398,-0.12275175930672225,0.30453802069824515
265,265,265,09-22,0.0,-0.8936373910674837,-0.1200380615830478
266,266,266,09-23,0.0,-0.8936373910674837,-0.13522389587955078
267,267,267,09-24,0.036644015049330486,-0.1334744354177631,-0.13522389587955078
268,268,268,09-25,0.1455531671032259,2.1257949926496336,-0.038207676916461215
269,269,269,09-26,0.0,-0.8936373910674837,0.35332117626854104
270,270,270,09-27,0.06522118323360551,0.4593455544718152,0.3712005405009755
271,271,271,09-28,0.11324300203049707,1.4555357280425294,0.5210982266023544
272,272,272,09-29,0.0051712992889463285,-0.7863612056728769,0.09120630871241636
273,273,273,09-30,0.07999934846462907,0.7659116811905101,0.15452905703562156
274,274,274,10-01,0.021214306928592552,-0.4535565146899947,0.4054066472415623
275,275,275,10-02,0.018315018315018188,-0.5137009011282525,0.013877794056560087
276,276,276,10-03,0.1377832210655234,1.9646110957074592,-0.004001570175874381
277,277,277,10-04,0.0,-0.8936373910674837,0.08475756985735906
278,278,278,10-05,0.0,-0.8936373910674837,0.08713788828465578
279,279,279,10-06,0.10567140658561576,1.2984665213899107,0.08852451780998144
280,280,280,10-07,0.02190277318670565,-0.4392746041262144,-0.3415165117005701
281,281,281,10-08,0.01871607711023757,-0.5053811239762985,-0.2256822159873893
282,282,282,10-09,0.013401232913427995,-0.61563508135585,-0.04618466168538948
283,283,283,10-10,0.03350308228356999,-0.19863161678839947,-0.3816190547112885
284,284,284,10-11,0.0519165873496581,0.18334793474451533,-0.2398529163820512
285,285,285,10-12,0.00865276455827635,-0.7141398367654839,-0.086022058728694
286,286,286,10-13,0.06290619594872579,0.4113222258492099,0.15990306140082858
287,287,287,10-14,0.06320901290253521,0.4176040219438445,0.044068765687647865
288,288,288,10-15,0.08453085376162288,0.8599156394212855,0.1985813124311281
289,289,289,10-16,0.0,-0.8936373910674837,0.6291441008637336
290,290,290,10-17,0.09660669001328336,1.1104232152053968,0.8616173165433487
291,291,291,10-18,0.13318566252503536,1.8692368938301496,0.6430770810414607
292,292,292,10-19,0.13014508427352442,1.8061615199269003,0.37982102811821017
293,293,293,10-20,0.0,-0.8936373910674837,0.689788298059092
294,294,294,10-21,0.008388558006878578,-0.7196206781182172,0.4362732160685339
295,295,295,10-22,0.089652713698515,0.9661662285778072,0.6841625768882643
296,296,296,10-23,0.023281802942819792,-0.4106672767379513,0.28386099236818496
297,297,297,10-24,0.20488340628590992,3.3565730587485327,0.28386099236818496
298,298,298,10-25,0.014364720247073156,-0.5956479871935755,0.3998721343343632
299,299,299,10-26,0.0,-0.8936373910674837,0.32014208744976075
300,300,300,10-27,0.04194279003439301,-0.02355382632114832,0.2396470683948387
301,301,301,10-28,0.06659216582880692,0.48778594727019303,-0.2968971174098582
302,302,302,10-29,0.0,-0.8936373910674837,-0.3087573921909093
303,303,303,10-30,0.0496972078020324,0.1373079439203516,-0.17059866857664294
304,304,304,10-31,0.010934339292548216,-0.6668096358798821,-0.040606232721478085
305,305,305,11-01,0.03996003996003982,-0.0646850493818855,-0.052256532133558464
306,306,306,11-02,0.07954087139607485,0.756400788809841,0.01611250204573779
307,307,307,11-03,0.06322251664651607,0.4178841507977107,-0.15571172045223478
308,308,308,11-04,0.019774569903104517,-0.4834231859917062,-0.09773403792879302
309,309,309,11-05,0.0,-0.8936373910674837,0.003563009427045727
310,310,310,11-06,0.02770338904792684,-0.3189435407392315,-0.02232779072262849
311,311,311,11-07,0.06925847261981709,0.5430972347531471,-0.10773055581431022
312,312,312,11-08,0.07205240174672473,0.6010559879117957,-0.1610823374268384
313,313,313,11-09,0.038521232380966455,-0.09453243975237964,-0.07097882202622989
314,314,314,11-10,0.004343482604352154,-0.8035338756668752,-0.11926906917186796
315,315,315,11-11,0.026060895626112933,-0.3530162986638327,-0.08391759666939419
316,316,316,11-12,0.01373626373626366,-0.6086850236130601,0.01100687921305743
317,317,317,11-13,0.07948327939922215,0.7552060697679895,-0.046793055145167774
318,318,318,11-14,0.09950767746307418,1.1706028432065054,-0.01894971201618449
319,319,319,11-15,0.021803593232164586,-0.4413320459017309,0.2613325879992078
320,320,320,11-16,0.012396691804240727,-0.6364738168929754,0.32295200373763416
321,321,321,11-17,0.10712774117672147,1.3286775014285208,0.10644703493603716
322,322,322,11-18,0.03155862233083572,-0.2389685291825016,-0.1864804718308072
323,323,323,11-19,0.016862932463955385,-0.5438237430415926,-0.058330044015112666
324,324,324,11-20,0.014783422855171684,-0.5869621973945606,0.3322405773866672
325,325,325,11-21,0.0588689053778434,0.32757052099243616,0.12943294984508488
326,326,326,11-22,0.1253625417349873,1.7069499115177034,0.1793361240186527
327,327,327,11-23,0.04846911515040477,0.1118317361790271,0.3349248943972079
328,328,328,11-24,0.045992259107013066,0.06045051585890535,0.3203447169202367
329,329,329,11-25,0.06186431434570376,0.3897088792297387,0.11681006491025005
330,330,330,11-26,0.01056635672020284,-0.674443262256388,-0.31662115218728115
331,331,331,11-27,0.0,-0.8936373910674837,-0.14040599225797346
332,332,332,11-28,0.0,-0.8936373910674837,-0.15631641416200182
333,333,333,11-29,0.09943632625463958,1.1691226957548737,-0.11846646458712262
334,334,334,11-30,0.04139044259891371,-0.03501201556526498,0.011278540830835312
335,335,335,12-01,0.0728117627436816,0.6168085766790139,0.5277456336470985
336,336,336,12-02,0.04809287307390354,0.10402677025135967,0.6552462797691122
337,337,337,12-03,0.14937924386594706,2.2051651658300955,0.311452931965386
338,338,338,12-04,0.03687737394123159,-0.12863351433540146,0.16834870271501615
339,339,339,12-05,0.0,-0.8936373910674837,-0.08339229190940013
340,340,340,12-06,0.0,-0.8936373910674837,-0.09921735549991488
341,341,341,12-07,0.0,-0.8936373910674837,-0.4572736875504312
342,342,342,12-08,0.04351574499321359,0.009076388708271144,-0.5123524221004506
343,343,343,12-09,0.04581759417503695,0.05682717352699719,-0.5123524221004506
344,344,344,12-10,0.02094679514034341,-0.4591059216355177,-0.4770726051775218
345,345,345,12-11,0.0,-0.8936373910674837,-0.38887306287019996
346,346,346,12-12,0.01020408163265303,-0.6819584895299112,-0.5393253594994925
347,347,347,12-13,0.02551020408163257,-0.3644401372235526,-0.6320556100363828
348,348,348,12-14,0.0,-0.8936373910674837,-0.7044775216083772
349,349,349,12-15,0.01899696048632208,-0.4995543296943446,-0.7044775216083771
350,350,350,12-16,0.0,-0.8936373910674837,-0.7397573385313058
351,351,351,12-17,0.0,-0.8936373910674837,-0.7474706064897408
352,352,352,12-18,0.0,-0.8936373910674837,-0.734056227431593
353,353,353,12-19,0.02327927368666088,-0.41071974497416297,-0.7997367376604497
354,354,354,12-20,0.0038798789477768134,-0.8131511167185971,-0.7997367376604497
355,355,355,12-21,0.0,-0.8936373910674837,-0.6069029557214599
356,356,356,12-22,0.0,-0.8936373910674837,-0.30602330609911604
357,357,357,12-23,0.055773862339966944,0.26336530056645435,-0.3865095804480028
358,358,358,12-24,0.08702427546768476,0.9116405066665794,-0.3999239595061506
359,359,359,12-25,0.0,-0.8936373910674837,-0.3356117932403953
360,360,360,12-26,0.0,-0.8936373910674837,-0.2671072943609221
361,361,361,12-27,0.018601190476190358,-0.5077643934729518,-0.25205936141041985
362,362,362,12-28,0.01981375074301556,-0.4826103977906446,-0.4244035508724385
363,363,363,12-29,0.06012621871882956,0.35365289826946794,
364,364,364,12-30,0.037176676144092036,-0.12242463010553235,
365,365,365,12-31,,,
