,unnamed: 0,unnamed: 0,mth_day,ghosts,ghosts_norm,ghosts_ravg
0,0,0,01-01,,,
1,1,1,01-02,1.3965452042949258,0.7345622966166387,
2,2,2,01-03,1.1507009894025575,-0.12562151793301032,
3,3,3,01-04,1.2137972657016525,0.09514591259040192,
4,4,4,01-05,0.8351331997991766,-1.2297610036999531,-0.6013986081003159
5,5,5,01-06,0.7123726298606511,-1.6592877077236392,-0.7969402869271835
6,6,6,01-07,0.7797818781442103,-1.423429628452333,-1.1236087665709051
7,7,7,01-08,1.0612253131498302,-0.438687776344567,-1.3229188931184694
8,8,8,01-09,0.5905214936969295,-2.085632395795339,-1.2694446267222534
9,9,9,01-10,0.8720151436548321,-1.1007148466949848,-1.063439446684663
10,10,10,01-11,0.926832244701614,-0.9089154053226582,-1.0458750478093883
11,11,11,01-12,1.0656356015194552,-0.4232566274980955,-0.968663974283088
12,12,12,01-13,0.8099017602799305,-1.3180432352006852,-0.7957048762067368
13,13,13,01-14,1.1936288443323475,0.024578664813234983,-0.6291760231626856
14,14,14,01-15,0.8871161955909752,-1.0478778073372317,-0.5767433113835683
15,15,15,01-16,1.1575830962788347,-0.10154172843067748,-0.6379250617481191
16,16,16,01-17,1.0167452050060135,-0.5943191346479543,-0.36881987917875386
17,17,17,01-18,0.9607195652279188,-0.7903471296854009,-0.30387017463731675
18,18,18,01-19,1.2713702362953982,0.2965878602155064,-0.05381672490912622
19,19,19,01-20,1.305006265184011,0.4142768920618578,0.02554799759623749
20,20,20,01-21,1.3159142710005216,0.4524428910319115,0.07864852709102921
21,21,21,01-22,1.2936797600229464,0.3746466066015048,0.4035478887887001
22,22,22,01-23,1.1078033562746523,-0.275715957679204,0.2572356920758689
23,23,23,01-24,1.5178653320597255,1.1590490405006242,0.07492685646799703
24,24,24,01-25,1.0204703249860283,-0.5812853200614801,-0.20599863748535827
25,25,25,01-26,0.9923783933278696,-0.6795761215853737,-0.34381744247798424
26,26,26,01-27,0.83417602155179,-1.23311007268822,-0.26831777757471786
27,27,27,01-28,1.0573445348928001,-0.4522662233542512,-0.5678146323471237
28,28,28,01-29,1.2372721200120738,0.17728203174039409,-0.6500393986589519
29,29,29,01-30,1.0042804362815736,-0.6379320881338113,-0.6459950415322574
30,30,30,01-31,0.8794691846944745,-1.0746339179324491,-0.5147990726792734
31,31,31,02-01,0.9993137607626342,-0.6553099788252071,-0.6117869417122034
32,32,32,02-02,1.0591542372364828,-0.4459342595703161,-0.6143796538146663
33,33,33,02-03,0.8910272470305445,-1.0341934375518311,-0.6571179913968771
34,34,34,02-04,1.232826070734067,0.16172575912561687,-0.462239382144183
35,35,35,02-05,0.9309916377411974,-0.8943621136270755,-0.2873869588044702
36,36,36,02-06,1.2136520271102793,0.09463773758371527,-0.2372310225503551
37,37,37,02-07,1.2991551854270964,0.3938045612130698,-0.1898719948849356
38,38,38,02-08,1.1451629244171893,-0.14499864204562565,-0.2977658505944605
39,39,39,02-09,0.972239723556158,-0.7500392715593139,-0.12900158787097854
40,40,40,02-10,1.047806916920954,-0.4856373751315327,-0.4178330976222702
41,41,41,02-11,1.2203929282748898,0.11822346271381592,-0.7017869933030528
42,42,42,02-12,0.7183563387939871,-1.638351320924035,-0.5498380933121558
43,43,43,02-13,0.8122237549456724,-1.309918812871625,-0.5037348719320214
44,44,44,02-14,1.40572879922323,0.7666947578997562,-0.7268558577030607
45,45,45,02-15,1.0512987112224783,-0.4734199432785073,-0.7641943813494015
46,46,46,02-16,0.6651933221631114,-1.8243632897577688,-0.7183719800871412
47,47,47,02-17,1.1563638693053435,-0.10580767916422816,-0.5217643420527021
48,48,48,02-18,0.7969337689124646,-1.3634169133504737,-0.5847667004378189
49,49,49,02-19,1.1493715803071074,-0.13027298466498896,-0.4202097006804
50,50,50,02-20,1.2976907375561486,0.3886806075890543,0.027591349436253517
