,unnamed: 0,unnamed: 0,mth_day,lawyer,lawyer_norm,lawyer_ravg
44,44,44,02-14,2.2726460852563912,-0.3620652041567056,-0.09571189305603556
45,45,45,02-15,2.274114743352848,-0.35849684793864045,-0.6902915628377914
46,46,46,02-16,2.223876826293335,-0.4805584660609079,-0.6981884009676822
47,47,47,02-17,1.683743114012503,-1.7929057683044194,-0.5199734371786643
48,48,48,02-18,2.415635271902697,-0.014648501442715468,-0.4078028294548516
49,49,49,02-19,2.3759108287802966,-0.11116583516859373,-0.2376156123155948
50,50,50,02-20,2.5496480343063888,0.31095844218617075,-0.3326945899087311
51,51,51,02-21,2.6943869680254933,0.6626264548969005,-0.12977360927527445
52,52,52,02-22,1.9890821448574711,-1.0510323316197256,-0.07167906367788256
53,53,53,02-23,2.184850385152585,-0.5753798845036795,0.25655784617210925
54,54,54,02-24,2.559098008587463,0.33391877214163584,0.330401314882862
55,55,55,02-25,3.1864820258488358,1.858255623931357,0.15748427767737305
56,56,56,02-26,2.7320022639264603,0.7540192544506875,0.2686324631732317
57,57,57,02-27,2.267373534632968,-0.3748757683360333,0.4258206584863105
58,58,58,02-28,2.2635592529028394,-0.3841432186445736,0.30876176262274874
59,59,59,02-29,2.57302191558222,0.3677492873747933,-0.10508450754892976
60,60,60,03-01,2.270024578694975,-0.3684346030397346,-0.35313202993216297
61,61,61,03-02,2.1645010829722025,-0.6248219970987141,-0.3321076216179286
62,62,62,03-03,2.119456352377545,-0.7342658798487123,-0.2086596280224033
63,63,63,03-04,2.319292679931755,-0.2487293184506265,-0.4322673602086287
64,64,64,03-05,2.5684103678800194,0.35654474292857835,-0.3905656943820268
65,65,65,03-06,2.020829332381253,-0.9738971057425596,-0.2207831738245487
66,66,66,03-07,2.373005590806833,-0.1182246080801231,-0.10334012966360256
67,67,67,03-08,2.5837739215828357,0.3938731262461545,-0.33373069906763503
68,68,68,03-09,2.409478424960476,-0.029607614883035305,-0.3584909669776873
69,69,69,03-10,1.750350083803627,-1.6310727348748215,-0.33208810708859304
70,70,70,03-11,2.5072656294386264,0.2079831354682641,-0.5018726807187496
71,71,71,03-12,2.086030402413617,-0.8154799464079936,-0.7682843367036277
72,72,72,03-13,1.9537276821948413,-1.1369320498610624,-0.8257052138282491
73,73,73,03-14,1.9258783332915497,-1.2045968096631152,-0.3569159106662425
74,74,74,03-15,2.2676792923495186,-0.3741328776307637,-0.6066443431191788
75,75,75,03-16,2.9080111975723737,1.1816630840972182,-0.8334064357457384
76,76,76,03-17,1.8905687609239443,-1.2903874592493536,-0.6270884990314819
77,77,77,03-18,1.5260482207812136,-2.176052502167351,-0.5808730784623133
78,78,78,03-19,2.463223634419149,0.10097557042447676,-0.4571407104336526
79,79,79,03-20,2.0400059272629187,-0.9273042862481038,-0.7658494401651734
80,80,80,03-21,2.5732326614540217,0.3682613305412008,-0.5685656066076852
81,81,81,03-22,2.1456642551814498,-0.670589294291907,-0.15529178055317172
82,82,82,03-23,2.3777552665550306,-0.10668445790442384,-0.2153457134412884
83,83,83,03-24,2.546615530092025,0.3035904541597297,0.21715010451949115
84,84,84,03-25,2.3149222496296056,-0.2593480269042229,0.37831502921562105
85,85,85,03-26,3.108041368651334,1.6676706215165733,0.5205098712828335
86,86,86,03-27,2.971224605736293,1.33525087871798,0.5558774119138352
87,87,87,03-28,2.4968101497856456,0.18257975811136776,0.6110328254134662
88,88,88,03-29,2.4650943466107837,0.10552078588158638,0.7597525922326541
89,89,89,03-30,2.6828201682774067,0.6345229351575152,0.2974294398889875
90,90,90,03-31,2.6821812500676567,0.6329705740109042,-0.19302150984841707
91,91,91,04-01,1.9663482202513904,-1.106268292545426,-0.15985189926984694
92,92,92,04-02,1.7600707059090859,-1.6074548197064475,-0.20361046320309412
93,93,93,04-03,2.5787215075462835,0.3815974215827882,-0.0322861959709414
94,94,94,04-04,2.357033886360952,-0.15703059771789685,0.2542416087570358
95,95,95,04-05,3.1059003040266786,1.662468538550432,0.5139583695014308
96,96,96,04-06,3.3897530639076003,2.352137402378767,1.129191355705096
97,97,97,04-07,2.6077109656889976,0.4520322719209437,0.7839319020750579
98,98,98,04-08,3.279370099542372,2.083943097515545,0.7886300788202362
99,99,99,04-09,1.726113649532913,-1.6899593001974402,0.09418842565884122
100,100,100,04-10,2.3686358928206133,-0.12884153724682754,-0.2945957993772205
101,101,101,04-11,1.3909974847351634,-2.504181380417938,-0.4183278054670597
102,102,102,04-12,2.4296620892732554,0.01943205216239664,-0.8177701267143981
103,103,103,04-13,2.30215849038155,-0.29035976461809176,-0.6987708488542593
104,104,104,04-14,2.2929592762097366,-0.3127108299684853,-0.7599063576688142
105,105,105,04-15,2.019978794526712,-0.9759636330366072,-0.3912252252846156
106,106,106,04-16,2.2176635887434903,-0.4956545901341578,-0.4622721197402391
107,107,107,04-17,2.301444475446288,-0.2920945861127464,-0.401857304114363
108,108,108,04-18,2.2542139158389656,-0.4068493145713441,-0.4582292705983287
109,109,109,04-19,2.4513510642603418,0.0721291291371649,-0.42309233946205466
110,110,110,04-20,2.1537503969435443,-0.6509426288722795,-0.2653371870654871
111,111,111,04-21,2.1067483913568203,-0.7651420462189631,-0.17868766814443138
112,112,112,04-22,2.607235202673972,0.4508763242452476,0.03685364818026875
113,113,113,04-23,2.515422861695877,0.2278025274135877,-0.2470695072085733
114,114,114,04-24,2.786486727177841,0.8863985833768567,0.06925886828995964
115,115,115,04-25,1.7502113537866273,-1.631409803195888,0.28353320223947537
116,116,116,04-26,2.934913825857656,1.2470276241189189,0.2324265788098229
117,117,117,04-27,2.635892427747786,0.5205039574781314,0.5482400891028708
118,118,118,04-28,2.481028930044741,0.1442365836673326,0.7032751567849629
119,119,119,04-29,3.2953148464383686,2.122683589171875,0.9552501867839536
120,120,120,04-30,3.1693411735474064,1.8166089894694093,0.6535230184373321
121,121,121,05-01,2.3724561275112044,-0.11955962320194333,0.7518806089833805
122,122,122,05-02,2.189807639759958,-0.5633353859608117,0.9255629128966392
123,123,123,05-03,2.878783545465545,1.1106495007544226,0.5287337462512762
124,124,124,05-04,2.909932166603148,1.1863304071468843,0.0972940007156825
125,125,125,05-05,2.3153571299632683,-0.2582914107003021,0.12450939756234873
126,126,126,05-06,2.1039136713156967,-0.7720294837441528,0.5247253460667333
127,127,127,05-07,2.4396637331725515,0.04373275787805394,0.2818802634954972
128,128,128,05-08,3.1781289123839764,1.837960305065496,0.17915259594781352
129,129,129,05-09,2.27908490288469,-0.3464209946729939,0.24796906592948065
130,130,130,05-10,2.65624927489472,0.5699644018607829,0.4308043048820031
131,131,131,05-11,2.4852973371037854,0.15460740918970078,0.3507204503163532
132,132,132,05-12,2.5554198062344904,0.3249819499709816,-0.029161030630089832
133,133,133,05-13,2.2418990579847202,-0.4367703695158456,0.05769527187764364
134,134,134,05-14,2.2400229970691794,-0.4413285806131623,0.14779197347703615
135,135,135,05-15,2.493573934995112,0.17471682037340686,0.6134543096621716
136,136,136,05-16,2.8787403753036345,1.110544611457138,0.5748711852314351
137,137,137,05-17,3.63523649977692,2.948581426300513,0.8589515106873433
138,138,138,05-18,2.460139938498838,0.09348320338656224,1.0592835816181665
139,139,139,05-19,2.9434268952217018,1.267711583219604,1.0251191001054398
140,140,140,05-20,2.7347370334029586,0.7606638449717751,0.9246327880242192
141,141,141,05-21,2.4092057733229444,-0.03027006870295252,0.20178264703146045
142,142,142,05-22,2.630592443646887,0.5076267389698131,0.3381779843042723
143,143,143,05-23,1.850179772447156,-1.388519419656037,0.23801813204729724
144,144,144,05-24,2.7969641300814247,0.9118552270234336,0.2834058874826585
145,145,145,05-25,2.6960851463024613,0.6667524696777533,0.2287256718523923
146,146,146,05-26,2.846820733168193,1.0329903775839424,0.31603054845180395
147,147,147,05-27,2.2741746220132204,-0.3583513624845497,0.41025558017284297
148,148,148,05-28,2.8461892160130637,1.0314559985662828,0.2488554835984353
149,149,149,05-29,2.0828656601824758,-0.823169229329803,0.19714156943622266
150,150,150,05-30,2.39839143590427,-0.05654535242301261,0.20448020547147874
151,151,151,05-31,2.568379187436588,0.35646898470447697,0.2444953908796088
152,152,152,06-01,2.864943274593124,1.0770221937954791,0.15041814242720394
153,153,153,06-02,2.3729909213502163,-0.11826025003576925,0.26379964253026
154,154,154,06-03,2.6138682746240223,0.4669925078518535,0.3853403257120064
155,155,155,06-04,2.36285787161891,-0.1428802287114664,0.5609827186565844
156,156,156,06-05,2.6985325050612388,0.672698746667466,0.4555988832295916
157,157,157,06-06,3.002122805027109,1.4103233423719452,0.3373507779291245
158,158,158,06-07,2.6047010560298007,0.44471918123352144,0.5175432621280547
159,159,159,06-08,2.0809807744465973,-0.8277488818385714,0.7760986130461723
160,160,160,06-09,3.0588482059992925,1.548147413045434,0.7289695462632327
161,161,161,06-10,3.0013525503494467,1.4084518767972394,0.4028926411825678
162,162,162,06-11,2.5821486891874272,0.3899243459698289,0.4685342285434526
163,163,163,06-12,2.1968856749053605,-0.5461380881120447,0.6182264584033622
164,164,164,06-13,2.766800985830224,0.8385687053988304,0.3923575648186782
165,165,165,06-14,2.4506412431758986,0.07040449732088562,0.2622779724036997
166,166,166,06-15,2.501071752592044,0.19293405153733006,0.2313508010208869
167,167,167,06-16,2.6801249011305224,0.6279743223073685,0.6175644195154403
168,168,168,06-17,2.505774967715436,0.2043613176729521,0.7361118398989915
169,169,169,06-18,3.150628613840445,1.7711436228552755,0.8581764217486172
170,170,170,06-19,3.059550282347782,1.549853227700138,1.0673786821480369
171,171,171,06-20,2.7520760643687354,0.8027919884186399,1.3689017176101643
172,172,172,06-21,3.017690455585862,1.4481476139338487,1.3178908366485147
173,173,173,06-22,3.4247269871968697,2.4371125350801326,0.9710085141203924
174,174,174,06-23,2.3798051282372934,-0.10170396809694576,1.1138741140833444
175,175,175,06-24,2.294013129792554,-0.3101503123134585,1.3094567610243928
176,176,176,06-25,3.412352593443168,2.40704682747785,1.0122302883823515
177,177,177,06-26,3.2350615407104755,1.9762878700649318,0.3453277505751839
178,178,178,06-27,2.2836986024453267,-0.3352112219183977,0.4027355113798672
179,179,179,06-28,1.7778311867049343,-1.5643026917628748,0.2703016450961299
180,180,180,06-29,2.521571870489841,0.2427425967311544,-0.2300028397799373
181,181,181,06-30,1.9669716719166483,-1.1047535100158823,-0.6648661181771279
182,182,182,07-01,2.17686568433814,-0.5947800817785533,-0.10582329681443232
183,183,183,07-02,2.1611797268320467,-0.6328918003182121,0.4296294579552447
184,184,184,07-03,3.664238070513147,3.0190457062577765,0.4157693504924581
185,185,185,07-04,3.100115693360985,1.6484138368551868,0.7295421281011621
186,186,186,07-05,2.487344751112121,0.15958195195443484,0.8089555307241367
187,187,187,07-06,2.741824128546348,0.7778831556363424,0.899575790231625
188,188,188,07-07,2.3729746985766917,-0.1182996660407061,0.3090658930527817
189,189,189,07-08,2.384963737780772,-0.08917024327328232,0.02905055672165302
190,190,190,07-09,2.2059916031800766,-0.5240136768152842,-0.14948183079668312
191,191,191,07-10,2.4086262247597814,-0.03167818113158505,-0.23529284076585996
192,192,192,07-11,2.0464643786629124,-0.9116123731555821,-0.2805436480722575
193,193,193,07-12,2.5299164149861517,0.2630170958212811,-0.14315398085287948
194,194,194,07-13,2.261229188105529,-0.38980450987909104,0.011992667600937515
195,195,195,07-14,2.724243397322272,0.7351677600429858,0.058384755082876966
196,196,196,07-15,2.589121594916396,0.4068662139076178,0.35354928141085623
197,197,197,07-16,2.5231900923697017,0.2466743437600516,0.3799660871122326
198,198,198,07-17,2.7753643172687776,0.8593747848122932,0.7602270269167533
199,199,199,07-18,2.5951519237833724,0.4215179300295399,0.6118038878823918
200,200,200,07-19,3.200272165681151,1.8917611289480325,0.5685653196796379
201,201,201,07-20,2.3577169102957694,-0.15537107416318288,0.4352867697957758
202,202,202,07-21,2.4823452485157014,0.1474348046910938,0.33136568862256416
203,203,203,07-22,2.1940627136958883,-0.552996955543121,0.2449510887012893
204,204,204,07-23,2.5187343264316002,0.2358482977730233,0.061074910848341935
205,205,205,07-24,2.3817536629528098,-0.0969696694981088,0.01813910450511228
206,206,206,07-25,2.7461954633908263,0.7885040618303479,0.24325241129057265
207,207,207,07-26,2.251688225219981,-0.4129859122225608,0.5883968651108792
208,208,208,07-27,3.0382558030006885,1.498114645403856,0.6293086208678729
209,209,209,07-28,3.0463865831307664,1.517869767378718,0.70515852665789
210,210,210,07-29,2.6197646793351703,0.4813188323149854,0.4533497672935937
211,211,211,07-30,2.569062728718289,0.3581297652419937,0.3130263244118001
212,212,212,07-31,2.124361290008128,-0.7223484943554295,-0.2710310174374106
213,213,213,08-01,1.9051636947354127,-1.2549265695133225,-0.3107002767882408
214,214,214,08-02,1.5959437273851178,-2.0062294056914083,-0.5473666327559398
215,215,215,08-03,2.9484245378095384,1.2798542112737368,-0.7060113372646448
216,216,216,08-04,2.035324216651503,-0.9386793034912086,-0.8079918641550329
217,217,217,08-05,2.1772943925461816,-0.5937384618102365,-0.6916376210485886
218,218,218,08-06,1.8725234397279757,-1.3342316556977585,-0.2913814845016681
219,219,219,08-07,2.1924970057938697,-0.556801110874656,-0.6108259441444596
220,220,220,08-08,2.5843642431739617,0.3953074135901152,-0.23539723583260186
221,221,221,08-09,2.159566032628312,-0.6368125465830117,-0.07743514730822952
222,222,222,08-10,2.9624341435921124,1.3138929463799376,0.11734569497340648
223,223,223,08-11,2.567377029033231,0.3540340693359973,0.061848347703334874
224,224,224,08-12,2.353528883528913,-0.16554660200794252,0.17085308092558504
225,225,225,08-13,2.0554479724252923,-0.8897851944950856,0.3189818190071954
226,226,226,08-14,2.853548160163906,1.0493358129236163,0.12713813548284456
227,227,227,08-15,2.5253655053382387,0.2519598819066505,0.10602651306888412
228,228,228,08-16,2.4886819251854817,0.16283084523383246,0.2461393578397176
229,229,229,08-17,2.5152425111328416,0.2273643348522346,0.23545189029993044
230,230,230,08-18,2.699533348299424,0.6751304666170583,0.2583667958998949
231,231,231,08-19,2.029055592112805,-0.9539099997338086,0.08941808695276049
232,232,232,08-20,2.9101358317678225,1.1868252465234026,-0.0006979728668495879
233,233,233,08-21,2.108151739473065,-0.7617323717761557,0.059596233309098114
234,234,234,08-22,2.2661430202327644,-0.377865513683828,0.27780928960195983
235,235,235,08-23,2.6641372435950457,0.5891295719079208,0.5022125620624799
236,236,236,08-24,3.23840394129923,1.9844088043742285,0.279987251275418
237,237,237,08-25,2.583212738143546,0.3925096350293115,0.3767174263957
238,238,238,08-26,2.36135709671966,-0.1465266181989685,0.1911003499340896
239,239,239,08-27,2.347024003642652,-0.18135132105446364,0.330107994482942
240,240,240,08-28,1.8077672210802247,-1.4915679724534907,0.2546589371169605
241,241,241,08-29,3.0074124495892014,1.4231754392010354,0.29338875776058465
242,242,242,08-30,3.0520847586857154,1.5317144601783397,0.4793535447220892
243,243,243,08-31,2.678854867773938,0.6248885588910565,0.6585513922432971
244,244,244,09-01,2.820591556515393,0.9692621035700588,0.8181378872771953
245,245,245,09-02,2.7895477095956265,0.8938357640727835,0.5213271826215927
246,246,246,09-03,2.2018612806871,-0.5340490022501018,0.12195784840621796
247,247,247,09-04,2.2744473230121853,-0.3576887887325798,-0.06824602774086704
248,248,248,09-05,2.0658541746378587,-0.8645015451139089,0.09638580084850057
249,249,249,09-06,2.2091521044677704,-0.5163346979914535,0.05063880018051786
250,250,250,09-07,3.22714491590527,1.9570530751062645,0.013420753114429787
251,251,251,09-08,2.6765768645109334,0.6193537600648871,0.16444285204689715
252,252,252,09-09,2.109952430531585,-0.7573572846466302,0.3175954145209301
253,253,253,09-10,2.64739186350106,0.5484438048622244,0.5067237541120261
254,254,254,09-11,2.444059830898225,0.05441382973028901,0.6628461651409155
255,255,255,09-12,2.676198862530416,0.6184353395551221,0.4791888658383911
256,256,256,09-13,3.612684524033884,2.893787541279601,0.6980894384205509
257,257,257,09-14,2.2230406762313883,-0.4825900357502597,0.5235917863157235
258,258,258,09-15,2.650520824372483,0.5560461508463299,0.5895192906508057
259,259,259,09-16,2.2164751490556904,-0.4985421077667407,0.5732026092888728
260,260,260,09-17,2.606865824084826,0.4499788557407821,-0.001830373965324261
261,261,261,09-18,2.6359053076411376,0.5205352513835256,-0.022717886941229958
262,262,262,09-19,2.192657831108757,-0.5564103582455817,0.261109708874439
263,263,263,09-20,2.1714595898617834,-0.607915113605694,0.3311006072328954
264,264,264,09-21,3.351424553348402,2.2590117257403444,0.4259055117120093
265,265,265,09-22,2.3893155718230257,-0.0785967176160026,0.25998746488006597
266,266,266,09-23,2.8409836901917283,1.0188082826154652,0.14439213487706326
267,267,267,09-24,2.226175670906181,-0.4749730296081339,0.11665077204756465
268,268,268,09-25,1.9071986331809927,-1.2499823382635982,-0.1038336348666981
269,269,269,09-26,2.10295312699234,-0.7743632905826855,0.18941814111179564
270,270,270,09-27,2.806944928162079,0.9361052842547676,0.07144886480826143
271,271,271,09-28,3.113492030850728,1.6809139382549598,-0.2373633346786317
272,272,272,09-29,2.5496621031271736,0.31099262479426,0.2602174428851133
273,273,273,09-30,1.4635732130599397,-2.3278462265294926,0.34169550983447344
274,274,274,10-01,3.1359594288284502,1.7355023271188719,-0.1132582306465998
275,275,275,10-02,2.3041607678154152,-0.2854948888865249,-0.3215202757834432
276,276,276,10-03,1.6834503211689602,-1.793617158631672,-0.47846554683147297
277,277,277,10-04,2.5991951612279247,0.4313416674338992,-0.32245102029533856
278,278,278,10-05,2.162090466878872,-0.6306790014939185,-0.5843425165844552
279,279,279,10-06,1.8488464036717744,-1.3917590673126865,-0.7689564341775191
280,280,280,10-07,2.4892262392363502,0.16415334938417134,-0.4072194470872392
281,281,281,10-08,1.848262239379626,-1.3931783944449079,-0.2956842744676102
282,282,282,10-09,2.576748953500517,0.37680476391000695,-0.12323694200823912
283,283,283,10-10,2.87462792236029,1.1005527031516729,-0.060133602297880825
284,284,284,10-11,2.587943978498726,0.40400499326230804,-0.31194377076285623
285,285,285,10-12,2.0046782070829865,-1.0131390290505364,-0.25575321915427
286,286,286,10-13,1.8673885861218176,-1.3467076614056808,-0.3925071201691655
287,287,287,10-14,1.987023120056112,-1.0560350847933904,-0.459151182863355
288,288,288,10-15,2.2390392995188995,-0.4437186421793661,-0.7292900096033388
289,289,289,10-16,2.7100524098128824,0.7006883269865359,-0.5674814849235962
290,290,290,10-17,1.9208442538961843,-1.2168279671775941,-0.4015681240451357
291,291,291,10-18,2.404259502207576,-0.04228788097208111,-0.20323103860713435
292,292,292,10-19,2.2771066510352944,-0.35122749613491794,0.006085841527920216
293,293,293,10-20,2.476810599593492,0.13398742783461728,-0.06362179587026362
294,294,294,10-21,2.7559410525096344,0.8121826386309613,0.24140409053458875
295,295,295,10-22,2.5379114914850565,0.2824425025974329,0.3668779471370837
296,296,296,10-23,2.67409652522992,0.61332735125152,0.2974062464731668
297,297,297,10-24,2.7141134250755767,0.7105552586428888,0.15008381177802238
298,298,298,10-25,2.105548371391261,-0.7680577001184196,-0.11814041522023155
299,299,299,10-26,2.1130022688957983,-0.7499471803362492,-0.11893138478951595
300,300,300,10-27,2.093569374503895,-0.7971627233585624,-0.2348240530117311
301,301,301,10-28,2.5359582158741185,0.27769668518172663,-0.5186385823238283
302,302,302,10-29,2.3879030594942137,-0.08202865808177072,-0.4681644228213222
303,303,303,10-30,2.0132419634380465,-0.9923319172296944,-0.5044497143664416
304,304,304,10-31,2.230192793335376,-0.4652127431033825,-0.20362747168335002
305,305,305,11-01,2.0233968305032968,-0.967658929606966,-0.10771524995484506
306,306,306,11-02,2.8364408738362283,1.0077707327399872,-0.1938540565519734
307,307,307,11-03,2.7728105686930227,0.8531700155527563,0.11547825808573985
308,308,308,11-04,2.175185861999883,-0.5988614976645407,0.1636647525072024
309,309,309,11-05,2.7771288300383383,0.8636619705965851,0.5851041864846568
310,310,310,11-06,2.3491878950245537,-0.17609377657460715,0.5993183235877064
311,311,311,11-07,3.0641288634946826,1.5609776742577604,0.3946007912970596
312,312,312,11-08,2.8715422587846215,1.0930555553582852,0.4668839304208516
313,313,313,11-09,2.267266767157777,-0.3751351781911246,0.13177530923540934
314,314,314,11-10,2.353686904537178,-0.16516266292178847,0.2585944497793811
315,315,315,11-11,1.9495881480766148,-1.1469897565160685,0.2611670704814835
316,316,316,11-12,2.6623639562082557,0.5848210666892236,0.05232108930507329
317,317,317,11-13,3.070481873103076,1.5764133984703743,-0.09325833762499018
318,318,318,11-14,2.3558033766385487,-0.16002033170017602,-0.3076461660043503
319,319,319,11-15,1.907762741820768,-1.2486117397715053,-0.2509747625776873
320,320,320,11-16,1.8242625970581683,-1.4514896331979494,-0.5266145142724775
321,321,321,11-17,2.0895364778854035,-0.80696133595609,-0.925287030186193
322,322,322,11-18,1.981679862536314,-1.069017443479518,-0.6452028650302699
323,323,323,11-19,2.0859720609366432,-0.8156216970119178,-0.3447401757869292
324,324,324,11-20,3.0474628159567323,1.5204846592353625,-0.21916502590199813
325,325,325,11-21,2.6497463347253882,0.5541643956885387,-0.11806052057003105
326,326,326,11-22,2.1343666606468967,-0.6980387338883629,0.18813852740357287
327,327,327,11-23,2.3392110192202216,-0.20033430396428764,0.29614012291304537
328,328,328,11-24,2.7378292211524404,0.7681768443621056,0.09690476637146588
329,329,329,11-25,2.352678759453374,-0.1676121239550828,0.12442953839140718
330,330,330,11-26,2.5554570828900585,0.32507251998588554,0.10501398807009614
331,331,331,11-27,2.717717933091454,0.7193130278081865,0.0578058897020977
332,332,332,11-28,2.086420541872863,-0.8145320358162292,0.04513409361088574
333,333,333,11-29,2.2226320372191863,-0.4835828941722782,0.15954091232416945
334,334,334,11-30,2.7065366010404723,0.6921460678148338,-0.05084373441955575
335,335,335,12-01,2.635202964423529,0.5188287883246195,-0.2415158537961684
336,336,336,12-02,2.0359185123074943,-0.9372353604764656,-0.2299586781842699
337,337,337,12-03,2.2468588571839683,-0.42471968845148894,-0.2471294495494531
338,338,338,12-04,2.1149606401657364,-0.7451889821448389,-0.4463296940498462
339,339,339,12-05,2.180229332701808,-0.5866075223633772,-0.8599631641779598
340,340,340,12-06,2.2146175761056446,-0.5030553991875245,-0.8538425240349342
341,341,341,12-07,1.6137475248674331,-1.9629720324440627,-0.8334443185997076
342,342,342,12-08,2.0510332494338748,-0.9005115196183116,-0.8386433815568973
343,343,343,12-09,2.297231613268096,-0.3023304558401293,-0.8111110524805253
344,344,344,12-10,2.10212171023927,-0.7763833598879769,-0.8996464386038423
345,345,345,12-11,2.248219592991909,-0.4214135479051459,-0.7700338463399433
346,346,346,12-12,1.995982097403084,-1.0342677159274267,-0.5727308604633108
347,347,347,12-13,1.9338219312299547,-1.1852964788606697,-0.4857342318592742
348,348,348,12-14,2.538267051142244,0.2833063956414837,-0.4435217722553739
349,349,349,12-15,2.5120671764615468,0.21964931578409053,-0.2455761994625427
350,350,350,12-16,2.206364112253041,-0.5231086022645752,-0.2452805219942163
351,351,351,12-17,2.737040243803025,0.7662598888518414,0.09401191653649343
352,352,352,12-18,1.996712264036559,-1.0324936511174685,-0.05102411598902873
353,353,353,12-19,2.7716944245514044,0.8504581523235886,-0.20592292515642865
354,354,354,12-20,2.1801049219776383,-0.5869097995116492,0.09557890977575792
355,355,355,12-21,2.129549216404309,-0.7097435392203091,-0.08521459733537723
356,356,356,12-22,2.95091384424702,1.2859024073285443,-0.26528931235306635
357,357,357,12-23,2.290576104385355,-0.3185011538149694,-0.5001439201527882
358,358,358,12-24,1.5520231601196015,-2.1129419412236032,-0.6269799194493152
359,359,359,12-25,2.1917280195901765,-0.5586694944747425,-0.8023258399517553
360,360,360,12-26,1.8668872286105047,-1.347925795290811,-1.1292999001189097
361,361,361,12-27,1.6965377286112309,-1.7618190622349494,-1.4809394896062047
362,362,362,12-28,2.143461216566681,-0.6759419536743815,-1.0640509381189769
363,363,363,12-29,1.4222126923678968,-2.428338690738739,
364,364,364,12-30,2.581516925392993,0.3883893676997635,
365,365,365,12-31,,,
