,unnamed: 0,unnamed: 0,mth_day,androids,androids_norm,androids_ravg
34,34,34,02-04,2.013731495689511,-0.38918017222687096,0.5107195812562684
35,35,35,02-05,1.819388770735688,-0.8496032672260221,0.13335448115944204
36,36,36,02-06,2.390277446740652,0.5029059721531602,0.12739854166288486
37,37,37,02-07,1.997948472854836,-0.4265721982145175,-0.17381321770038596
38,38,38,02-08,2.218524729044649,0.0960015311719072,-0.26813618382479204
39,39,39,02-09,2.1879511782478267,0.023568828140025682,-0.20802717277415905
40,40,40,02-10,1.7748514421720651,-0.9551179689733076,-0.3790852959207569
41,41,41,02-11,1.9716193924669592,-0.4889492009222241,-0.315017851959632
42,42,42,02-12,1.9570597979449362,-0.5234427667264269,0.1409621866831104
43,43,43,02-13,2.1602041256507194,-0.04216753444776798,-0.13590051502180991
44,44,44,02-14,3.3733287021321883,2.831881763028361,-0.13811370791975586
45,45,45,02-15,1.4867754230979562,-1.637607382089496,-0.4184383859436351
46,46,46,02-16,1.7692463635827376,-0.9683971263609832,-0.5191601315819113
47,47,47,02-17,1.2616759201605026,-2.1708972690655,-0.7672774532016305
48,48,48,02-18,1.7019743508152532,-1.1277732405560843,-1.2596570133890357
49,49,49,02-19,1.5318282220669608,-1.5308714641660832,-0.9837023842332724
50,50,50,02-20,2.1263401846874443,-0.12239559809606924,-0.7742194142313408
51,51,51,02-21,2.185651415760988,0.018120392845085414,-0.4498862659401861
52,52,52,02-22,2.2997778464355307,0.28850069365060504,-0.30002875003446056
53,53,53,02-23,2.0830741755873508,-0.2248983793185708,0.1577008616305551
54,54,54,02-24,2.0814998565371146,-0.2286281451217317,0.2654628127388848
55,55,55,02-25,2.691063121304999,1.2155062058240107,0.08687010297142855
56,56,56,02-26,2.3992554852299435,0.5241761085539088,-0.036909864458929714
57,57,57,02-27,1.7333518558552183,-1.053435865759652,0.05829958011419994
58,58,58,02-28,1.9862957067289333,-0.4541791109315446,0.06726602165615254
59,59,59,02-29,2.3241993028972585,0.34635828812020714,0.12384191220929675
60,60,60,03-01,2.1042080486499204,-0.17482949587001606,-0.08299739676160639
61,61,61,03-02,2.834345847860768,1.5549615491428759,-0.0832939947186252
62,62,62,03-03,1.87541927410706,-0.7168597452715101,0.11119629683289252
63,63,63,03-04,1.7326006990717011,-1.0552154535017648,0.03247379451383441
64,64,64,03-05,2.478857096212516,0.7127626383775618,-0.16364476127516447
65,65,65,03-06,2.124828605179791,-0.1259767257941416,-0.4128772158624032
66,66,66,03-07,1.607522956698405,-1.351540830604009,-0.6040926776268091
67,67,67,03-08,2.2031457856027705,0.059566821619443926,-0.4959130904581022
68,68,68,03-09,1.3911516390180765,-1.864152515857945,-0.8140990468014789
69,69,69,03-10,2.0065736945590573,-0.4061379304895229,-0.8757657092844929
70,70,70,03-11,1.673027069837438,-1.196353099682699,-0.8563838095680153
71,71,71,03-12,1.9686531132560583,-0.4959767006922259,-1.193573079383707
72,72,72,03-13,1.656609085260513,-1.2352494323051433,-0.8894801475928649
73,73,73,03-14,1.3491884289941631,-1.9635687972747067,-0.809310905738413
74,74,74,03-15,2.1612900136389883,-0.03959492511289335,-0.6725165774801044
75,75,75,03-16,2.209608369692002,0.07487752063718843,-0.933694011804659
76,76,76,03-17,2.01946906374302,-0.3755871301328469,-0.5982448683050041
77,77,77,03-18,1.3072014853809313,-2.0630413066395534,-0.2882571663119254
78,78,78,03-19,2.5061594402174365,0.7774454286927864,-0.24242736199848666
79,79,79,03-20,2.1342557554837653,-0.10364258531623424,-0.09351834250576856
80,80,80,03-21,2.277357463136376,0.2353839007677392,-0.2374077371324055
81,81,81,03-22,2.5867317364310685,0.9683316375934968,0.06788491666221322
82,82,82,03-23,1.6550582770458644,-1.2389234978926682,-0.11769762455575533
83,83,83,03-24,2.080378246815191,-0.2312853838718412,-0.18841907643948289
84,84,84,03-25,2.0361576029174846,-0.3360498186150249,-0.4947502569962629
85,85,85,03-26,1.9551483238055216,-0.5279712966185998,-0.4960809822553555
86,86,86,03-27,1.5015505540433038,-1.6026031825729403,-0.3906508246495009
87,87,87,03-28,2.5833615739545217,0.9603472860389408,-0.6736829329394016
88,88,88,03-29,1.92206813398804,-0.6063425522575405,-0.6786194035578675
89,89,89,03-30,1.3635780023628186,-1.9294780336112456,-0.7328795114384382
90,90,90,03-31,2.02365561730381,-0.3656686423258203,-0.5501728212842439
91,91,91,04-01,1.8177304922110669,-0.8535319439020236,-1.0455653800406075
92,92,92,04-02,1.9642690807747933,-0.5063630416477756,-1.1197508496337918
93,93,93,04-03,1.328742409500103,-2.0120080664992424,-0.8457723927892825
94,94,94,04-04,1.734187815177208,-1.0514553698166451,-0.9683672013455676
95,95,95,04-05,2.0574491890186954,-0.28560729254418954,-0.9736955536307949
96,96,96,04-06,1.7131749821819169,-1.1012374936635303,-0.8629813542870427
97,97,97,04-07,1.8042360366044,-0.885502057613388,-0.3949422465114039
98,98,98,04-08,2.244661173507482,0.15792215441473784,-0.4737549160129978
99,99,99,04-09,2.514086888237532,0.7962265801545898,-0.5811182789529544
100,100,100,04-10,1.5345887622428231,-1.5243313868262087,-0.4652363941675522
101,101,101,04-11,1.7855433431923131,-0.9297874701839296,-0.2387233613797656
102,102,102,04-12,2.006654629574777,-0.4059461849511176,-0.11036989342166802
103,103,103,04-13,2.377897442919576,0.4735761391133314,-0.017204455409574864
104,104,104,04-14,2.5697260495901544,0.9280429621633236,-0.02543052963767496
105,105,105,04-15,2.750035414166537,1.3552192082271486,-0.01936693245432371
106,106,106,04-16,1.51375560641039,-1.5736878321948091,-0.06598458115743422
107,107,107,04-17,1.8008998621736685,-0.8934058870838221,-0.2007493089966604
108,108,108,04-18,1.8885919045077044,-0.6856520771697807,-0.1620237754086817
109,109,109,04-19,2.036595565749616,-0.3350122279220256,-0.583170924030007
110,110,110,04-20,2.6678013955646103,1.1603961636911957,-0.6730537146140331
111,111,111,04-21,1.6834483724836866,-1.1716636835008034,-0.7325592639256661
112,112,112,04-22,1.2861206336436266,-2.1129845756989654,-0.6620747828527586
113,113,113,04-23,1.6501975529884416,-1.25043918295362,-0.7154121321939177
114,114,114,04-24,2.06709918966494,-0.26274519073233515,-0.9553709185583672
115,115,115,04-25,1.901514690024292,-0.6550363239689808,-0.9353488058326082
116,116,116,04-26,2.0600876002507755,-0.2793565544955002,-0.5343601668634289
117,117,117,04-27,1.734155888966505,-1.0515310071462496,-0.2055554659513157
118,118,118,04-28,2.3016547233000826,0.2929472581161109,0.014340842936105916
119,119,119,04-29,2.4829203539983005,0.7223890225190587,0.2723476660891724
120,120,120,04-30,2.624003241707089,1.056632662592195,0.16857263352353635
121,121,121,05-01,2.55493650503996,0.8930046149494179,0.5445761703787836
122,122,122,05-02,1.7972694727932734,-0.9020067498893164,0.6214615941525504
123,123,123,05-03,2.686413315734275,1.2044902139852334,0.7070912313831482
124,124,124,05-04,2.496372880504393,0.754259800758712,0.4280717547571104
125,125,125,05-05,2.699783893863508,1.2361668459026451,0.19884832713665326
126,126,126,05-06,1.9173652907659824,-0.6174841971640324,0.2474369365874028
127,127,127,05-07,1.9744108185893623,-0.482335950773325,0.21167952949681126
128,128,128,05-08,1.920323805188044,-0.6104750931848189,0.2275211486513138
129,129,129,05-09,2.5958549748506816,0.9899457714416844,0.17758847305613953
130,130,130,05-10,2.536492980485551,0.8493095156857267,0.3673607938149681
131,131,131,05-11,2.573325612189961,0.9365707923315996,0.5647656840357068
132,132,132,05-12,2.3979780619887165,0.5211497273889389,0.5358855910958629
133,133,133,05-13,2.474353649886034,0.7020933905511071,0.31344680656251195
134,134,134,05-14,1.8471827831175591,-0.7837556508238825,0.1733303663536299
135,135,135,05-15,2.032511910727791,-0.3446869357584211,0.10129955699012057
136,136,136,05-16,2.181637486526364,0.008610874432434489,-0.04929533698348449
137,137,137,05-17,2.3909021335541696,0.5043859361505435,-0.2311728826182562
138,138,138,05-18,2.016585090478244,-0.3824196364526914,-0.059510309997112674
139,139,139,05-19,2.013734994429925,-0.3891718832575229,-0.03451225272433183
140,140,140,05-20,2.281931245974377,0.2462197849029785,0.10808317649450098
141,141,141,05-21,2.0958213835371806,-0.19469859212173604,0.040509490089820466
142,142,142,05-22,2.542771207853689,0.8641834497454315,0.23736193605741404
143,143,143,05-23,2.2197666562894818,0.0989438177224602,0.5652883727153838
144,144,144,05-24,2.5151288148746658,0.7986950393528699,0.7234981813864483
145,145,145,05-25,2.8442335247170467,1.5783867366902953,1.0124214957400484
146,146,146,05-26,2.6826095655310582,1.1954786369293653,0.9665258887159456
147,147,147,05-27,2.8275415534075328,1.5388412939998641,1.132681007883187
148,148,148,05-28,2.4265371080091915,0.5888098076008143,1.0086338759785818
149,149,149,05-29,2.6405670762690465,1.0958745327259105,0.6255125674046743
150,150,150,05-30,2.200970060908272,0.054412247925239104,0.6427021070969378
151,151,151,05-31,1.8739498021388168,-0.7203411147531493,0.4903462907807839
152,152,152,06-01,2.7261433763339573,1.298615875082946,0.6110294926866997
153,153,153,06-02,2.4416889127336314,0.624706396102941,0.20294870062388148
154,154,154,06-03,2.7321764545488088,1.312909019036309,0.26496351978697835
155,155,155,06-04,1.6070715719097508,-1.3526102196509988,0.3866631826047889
156,156,156,06-05,2.3580272859855294,0.4265011629038201,0.18350015042705
157,157,157,06-06,2.1821634129006977,0.009856862153713916,0.17914650092702455
158,158,158,06-07,2.2116176145446733,0.0796376820165124,0.13866780876338686
159,159,159,06-08,2.430662965731598,0.5985844991027882,0.4313316564432281
160,160,160,06-09,2.629661101738418,1.0700368660544828,0.521791848127529
161,161,161,06-10,2.3482649256490005,0.4033728664280484,0.5120792872839234
162,162,162,06-11,2.5871245707575445,0.9692623130096256,0.7609120657066683
163,163,163,06-12,2.1575656171628936,-0.04841850290791959,0.8518801992191581
164,164,164,06-13,2.841805466653998,1.5726343525529811,0.9021441553721946
165,165,165,06-14,2.661046651643093,1.144393300177728,1.08445368851301
166,166,166,06-15,2.7569583765081638,1.3716206029727018,1.0882958847070594
167,167,167,06-16,2.8099776221727586,1.4972300652729411,1.4044982176968244
168,168,168,06-17,2.5968552235367257,0.9923154901739224,1.0135823161916375
169,169,169,06-18,2.958371967201878,1.84879549503067,1.1166940589828716
170,170,170,06-19,1.851781347297799,-0.772861056478139,1.0876981138233526
171,171,171,06-20,2.922184947524925,1.7630637569251315,1.1373207273665815
172,172,172,06-21,2.683523949919425,1.1976449320155875,1.4772867989854672
173,173,173,06-22,2.9356506482229316,1.7949657465323148,1.150110775034049
174,174,174,06-23,3.4578450409617094,3.032111919887236,1.4577567285460549
175,175,175,06-24,2.1297739139127407,-0.11426064867784096,1.186322707721029
176,176,176,06-25,2.6309180184500245,1.0730146645939005,0.956867381911652
177,177,177,06-26,2.2347577377442467,0.13445963197497335,0.7474922250740316
178,178,178,06-27,2.1024109637468618,-0.17908702284067415,0.3858365815388632
179,179,179,06-28,2.405392210371994,0.5387148055065916,0.6160445365432269
180,180,180,06-29,2.541924740399687,0.8621780586762253,0.1865521744887932
181,181,181,06-30,2.7127929905080754,1.2669870813483408,-0.006210975659760698
182,182,182,07-01,1.5431960918772505,-1.5039395077327018,0.06512287818279655
183,183,183,07-02,1.7465704646368192,-1.02211926891635,0.019634022390683736
184,184,184,07-03,2.283069349754792,0.2489161002146693,-0.15397678495852127
185,185,185,07-04,2.290188238820302,0.2657816707539147,-0.2970667784230028
186,186,186,07-05,2.1022422255804867,-0.17948678541900462,0.08107815109934728
187,187,187,07-06,2.3504067477819577,0.40844712056145205,0.4455799135092428
188,188,188,07-07,2.5008767577132742,0.7649300694013985,0.34479388923290394
189,189,189,07-08,2.669698776747324,1.164891305543023,0.8105814180925289
190,190,190,07-09,2.02782111210726,-0.3558000454433637,0.8010871077065448
191,191,191,07-10,3.4698304234711914,3.060506843911665,0.5291844805073009
192,192,192,07-11,2.0781971656517757,-0.23645264773490904,0.5592398977710945
193,193,193,07-12,1.661792756877327,-1.2229686426340105,0.4308410083800109
194,194,194,07-13,2.5769943776256365,0.9452625729841606,0.24590009086373496
195,195,195,07-14,2.344518867446461,0.3944979691965215,-0.20521467032283647
196,196,196,07-15,1.559444235413363,-1.465445550541019,0.1554478359070587
197,197,197,07-16,2.327348133923316,0.35381827679223643,0.21467833036553727
198,198,198,07-17,2.991602270791286,1.9275223896444615,-0.11673983598546213
199,199,199,07-18,1.8117984688207425,-0.8675856758831387,0.12520732001732301
200,200,200,07-19,1.7376527775092725,-1.043246425121836,0.4173316008127028
201,201,201,07-20,2.9572683594218243,1.8461809052132323,0.4010129531674724
202,202,202,07-21,2.299271095163584,0.2873001342312595,0.1681766554725164
203,203,203,07-22,2.286019923170449,0.25590639092085343,0.1293496107711472
204,204,204,07-23,2.4019267173230467,0.5305046034747262,0.530474897357654
205,205,205,07-24,1.7134660382655558,-1.100547944091354,0.16934900369505113
206,206,206,07-25,2.7535329376030933,1.3635052943972044,-0.09306495380056994
207,207,207,07-26,2.0426896905228946,-0.32057445676238505,-0.29459223282459995
208,208,208,07-27,1.6346878787324908,-1.2871836107424668,-0.3400899034574765
209,209,209,07-28,1.7756368300964798,-0.9532572832233268,-0.0849372765701134
210,210,210,07-29,2.2867004215196918,0.2575185796774669,-0.5962189364649971
211,211,211,07-30,2.359659385128502,0.4303678172328245,-0.7384032327192646
212,212,212,07-31,1.4586734214478212,-1.7041846649720982,-0.6563159802172054
213,213,213,08-01,1.6825971945578917,-1.1736802342879886,-0.6852703315666592
214,214,214,08-02,1.8425800610556056,-0.7946600957301118,-0.7139197735189896
215,215,215,08-03,1.7023077429810698,-1.1269833913200489,-0.5887282510165346
216,216,216,08-04,2.214143540539177,0.08562192796348421,-0.3294206016227446
217,217,217,08-05,2.676716394933232,1.181516952247555,-0.21306329224432904
218,218,218,08-06,2.1153896774121663,-0.14833876860935807,-0.28054480802762105
219,219,219,08-07,1.9772808907300576,-0.4755363780174949,-0.08315051621070275
220,220,220,08-08,1.671678012868424,-1.1995491904298636,-0.09333456059777508
221,221,221,08-09,2.202223733017592,0.057382359581460575,-0.2677488381738771
222,222,222,08-10,2.1883516770284466,0.02451766164105026,-0.2424922742744695
223,223,223,08-11,2.23499903092844,0.1350312867909428,-0.16662357097771216
224,224,224,08-12,2.1793538378267123,0.003200614787087855,0.10378542704445147
225,225,225,08-13,2.1694241263437983,-0.02032415823695084,0.02581378367869384
226,226,226,08-14,2.3565092747896856,0.4229047977031182,-0.10548281126103637
227,227,227,08-15,2.00475464245179,-0.4104475006130852,-0.09885909047270468
228,228,228,08-16,1.8558331090214373,-0.7632619079973308,-0.30399141717733463
229,229,229,08-17,2.251774105350022,0.17477361152093282,-0.5340385165380483
230,230,230,08-18,1.6598406885399346,-1.2275933454406922,-0.7027566283576503
231,231,231,08-19,1.5868124288454384,-1.4006067544012326,-0.7370894210439466
232,232,232,08-20,1.9292178818571168,-0.5894038732144934,-0.7232031883235649
233,233,233,08-21,1.917804245413929,-0.6164442567308627,-0.5302686108602849
234,234,234,08-22,1.891001044803116,-0.6799445116750397,-0.3967697018374385
235,235,235,08-23,2.7403955311118744,1.3323810763006128,-0.3444657654090125
236,236,236,08-24,1.9979367837140087,-0.4265998913036138,-0.4359509222289067
237,237,237,08-25,1.7192761081228292,-1.0867831358306768,-0.25940581591661754
238,238,238,08-26,1.6975247952724108,-1.1383148141338588,0.010049939523276263
239,239,239,08-27,2.364918094532066,0.44282638114287215,-0.2582637558870408
240,240,240,08-28,2.5734181477085616,0.9367900209643232,0.08953446722650077
241,241,241,08-29,2.0608707817041503,-0.27750109616128976,0.3546187519916407
242,242,242,08-30,2.8787621178225176,1.6601894473776362,0.5749330252333997
243,243,243,08-31,2.3906221305518844,0.5037225727601629,0.4926021503114561
244,244,244,09-01,2.2554873736887293,0.1835708253166955,0.061732474296861885
245,245,245,09-02,2.1564089199843504,-0.051158868388789636,0.051643706561322486
246,246,246,09-03,1.4822080692462518,-1.6484280351232419,-0.21172981339035946
247,247,247,09-04,2.0353202135274446,-0.3380337025745261,-0.2172157861093762
248,248,248,09-05,2.2117487368167144,0.07994832766754464,-0.3071807001639737
249,249,249,09-06,2.3767284892621743,0.4708067364460621,-0.12305526825313305
250,250,250,09-07,2.02764441701464,-0.3562186590108901,0.016778314176471867
251,251,251,09-08,2.622720517636745,1.0535937230762549,-0.06277811833499691
252,252,252,09-09,1.8363472044624107,-0.8094265405456124,0.2100219090857061
253,253,253,09-10,1.8338375244553995,-0.8153722976433389,0.3688401147939364
254,254,254,09-11,2.9026354617302186,1.7167484921917628,0.15875949945967996
255,255,255,09-12,2.7789476203811883,1.4237159706954434,-0.2046008015774666
256,256,256,09-13,1.4955993521061042,-1.6167023510164285,-0.07071125778587811
257,257,257,09-14,1.702483042880218,-1.1265680831466245,-0.08357482703696344
258,258,258,09-15,2.175432611765833,-0.006089277796081421,-0.562651955290335
259,259,259,09-16,1.8012595613422406,-0.8925537131498508,-0.9160335810480218
260,260,260,09-17,1.6893363603723583,-1.1577142773284659,-0.5750070252272522
261,261,261,09-18,1.8839818963205264,-0.6965737838506779,0.1321128986119288
262,262,262,09-19,2.3592749260685397,0.4294569839081892,0.3717271194791961
263,263,263,09-20,3.4933177906675734,3.116151459888462,0.7672560037615552
264,264,264,09-21,2.782273768868752,1.431596047407522,1.1201926680455
265,265,265,09-22,2.8029664088606627,1.4806195925443044,1.4080365352633817
266,266,266,09-23,2.5831751858098304,0.9599057083752012,1.1263517792907525
267,267,267,09-24,2.612968284587684,1.0304894194566123,0.3327281967526581
268,268,268,09-25,1.6458869533764957,-1.2606515519275858,0.02171055181214657
269,269,269,09-26,1.483405977468632,-1.645590035340105,-0.08770311836496529
270,270,270,09-27,1.9945980338810732,-0.4345098222355469,-0.4137893524807771
271,271,271,09-28,2.525868004714042,0.8241375714816332,-0.4592331309887159
272,272,272,09-29,1.7573371077944684,-0.99661169631967,-0.5212671997176571
273,273,273,09-30,2.4978784746712583,0.7578267484089793,-0.4033227106769805
274,274,274,10-01,1.4887809773162275,-1.6328559643012326,-0.4553280913939164
275,275,275,10-02,1.782109326311205,-0.9379231010960444,-0.6205626609402728
276,276,276,10-03,1.8628904695486328,-0.7465421065371622,-0.30516892543496904
277,277,277,10-04,2.1073989463501888,-0.16726984579650533,-0.3539839597953555
278,278,278,10-05,2.5560956234798606,0.8957507167121526,-0.07675780918142201
279,279,279,10-06,2.374250704048724,0.4649365422466606,0.13385291768634652
280,280,280,10-07,2.190877194347263,0.030500939382368145,0.3491320651867788
281,281,281,10-08,2.315496938816564,0.3257412601105668,0.3364725463132705
282,282,282,10-09,2.408101210782808,0.5451327784654315,0.28403852001821833
283,283,283,10-10,2.07533775626823,-0.24322695903755506,0.4110839439421207
284,284,284,10-11,2.423302481765288,0.5811465589418395,0.6059322565830768
285,285,285,10-12,2.696002859574246,1.2272090857900748,0.4478806945321736
286,286,286,10-13,2.684345299347961,1.1995908152281052,0.5980633789395731
287,287,287,10-14,1.9152193908073247,-0.6225681121948531,0.6775637007044644
288,288,288,10-15,2.7884502303557883,1.446228884909828,0.4699678566395391
289,289,289,10-16,2.2766783406260567,0.2337749715517934,0.2979295891911393
290,290,290,10-17,1.897550288234584,-0.6644285054477125,0.29350664749264804
291,291,291,10-18,2.2603029211210943,0.19497948109967644,0.34675712898537764
292,292,292,10-19,2.6731438646067485,1.1730531650371576,0.2589109207333208
293,293,293,10-20,2.0500802671291694,-0.3030652232384759,0.32382544295858645
294,294,294,10-21,2.5659730565476773,0.9191516353974868,0.41463688775809865
295,295,295,10-22,2.441079283263701,0.6232621049033877,0.6220760079863156
296,296,296,10-23,2.1275371481165366,-0.1195598366506392,0.5578474753349397
297,297,297,10-24,2.7856581996687497,1.4396142024689784,0.6548575052338507
298,298,298,10-25,2.5104802425057287,0.7876819691289029,0.3810587299070616
299,299,299,10-26,2.2957655131106853,0.27899495615499,0.29250360189988417
300,300,300,10-27,1.8725569269402875,-0.7236410165632479,-0.009804288717772015
301,301,301,10-28,2.2168067164988057,0.09193133686032323,0.1368307589169426
302,302,302,10-29,1.3619195254238363,-1.9334071803565764,0.3350960230842017
303,303,303,10-30,3.157022560500171,2.319424488277266,0.41748861295780265
304,304,304,10-31,3.0126020359664905,1.977273554132457,0.5407270826380416
305,305,305,11-01,2.504430985446315,0.7733504953965956,0.6920477116854413
306,306,306,11-02,2.1846676825943794,0.01578980151818589,0.8378295976780421
307,307,307,11-03,2.6000376670338032,0.9998551111447221,0.375399725763276
308,308,308,11-04,1.7311231897981685,-1.0587158644009722,-1.1840975479127106e-05
309,309,309,11-05,1.9858838962922591,-0.4551547432113303,0.010970324500683082
310,310,310,11-06,2.0618438183406576,-0.2751958463000732,0.2129823988927188
311,311,311,11-07,2.5322441510461218,0.8392434882535689,0.11970138357317907
312,312,312,11-08,2.6962785566448444,1.2278622478704,0.4280208734350703
313,313,313,11-09,2.3637964328225767,0.4401690192274836,0.365196037624649
314,314,314,11-10,2.5119656427543093,0.7912010747703748,0.4947911423304183
315,315,315,11-11,1.8267752427240056,-0.8321037580738578,0.4388063026241301
316,316,316,11-12,2.3900532334992306,0.5023747819345428,0.6158248268930248
317,317,317,11-13,2.3904583055123343,0.5033344500158401,0.5601896070531889
318,318,318,11-14,3.144591372583648,2.2899733934837685,0.3770464205893185
319,319,319,11-15,2.222896026072581,0.10635770018846813,0.4587335516484883
320,320,320,11-16,2.048141656068581,-0.3076580440128473,0.3729316244857352
321,321,321,11-17,2.0336540871971978,-0.3419809717188387,0.2912163309298768
322,322,322,11-18,2.1727533563356447,-0.012436781041976758,-0.11993086663310246
323,323,323,11-19,2.183508137383912,0.01304268868068982,-0.08414062582535041
324,324,324,11-20,2.1033299641176204,-0.17690979189410694,-0.20688579876575225
325,325,325,11-21,2.3135375208309386,0.3210991450349804,-0.11447744993271908
326,326,326,11-22,1.7372802117588424,-1.0441290816552584,0.1072313901365896
327,327,327,11-23,2.2676852274560706,0.2124691212793602,0.04297904439934424
328,328,328,11-24,2.7342477808344894,1.3178162593738754,0.24302306343200866
329,329,329,11-25,2.020784206839884,-0.3724713857427823,0.29254187775929
330,330,330,11-26,2.6099565889561616,1.0233543223018795,0.4133924697657416
331,331,331,11-27,2.438947667507408,0.6182120309986684,0.453156274766021
332,332,332,11-28,2.0433434864022635,-0.31902552961654906,0.4566315163079482
333,333,333,11-29,2.3683900743964834,0.4510519512810371,0.5193669650774252
334,334,334,11-30,2.743049093172639,1.3386677086254393,0.2777146823519832
335,335,335,12-01,2.1796664809588693,0.003941306874079696,0.4063555221241895
336,336,336,12-02,1.9979538858824504,-0.4265593740507727,0.5780454316807435
337,337,337,12-03,2.7647403344681067,1.3900570696319068,0.4840711300179636
338,338,338,12-04,2.4781611821178657,0.7111139277227748,0.14844745047539307
339,339,339,12-05,2.1303930400277675,-0.11279385869564244,0.17261739551331434
340,340,340,12-06,1.8930567124717688,-0.6750743686299837,0.2442751967959388
341,341,341,12-07,2.2408786968316945,0.14896097710160736,-0.12784914378981246
342,342,342,12-08,2.1794326933105244,0.003387433644974196,-0.20443462365661325
343,343,343,12-09,1.8223072659721031,-0.8426889738826008,-0.13962261052484332
344,344,344,12-10,2.284202655568658,0.2516010485219699,0.09831881362907896
345,345,345,12-11,2.294534370624501,0.2760782200949772,-0.15616662647714674
346,346,346,12-12,2.495661385239784,0.75257417629355,-0.28079553553665026
347,347,347,12-13,1.5963750510090444,-1.377951663535747,0.004946417450193641
348,348,348,12-14,1.8638005446492047,-0.7443860207120471,0.2554896766931188
349,349,349,12-15,2.5459703972995125,0.8717627440384627,0.6284379290585473
350,350,350,12-16,2.9187224298667567,1.7548606039795207,0.8786454055726916
351,351,351,12-17,3.2390540580862766,2.5137677342875486,1.1586566939753464
352,352,352,12-18,3.129330764352943,2.253819035378416,1.2839735000846677
353,353,353,12-19,2.305524840370977,0.30211606688018283,1.027713115366103
354,354,354,12-20,2.1811748446743624,0.007514815943878835,0.5853341491009899
355,355,355,12-21,1.8969715698534733,-0.6657995642729242,0.07882358063218346
356,356,356,12-22,1.7983642024015245,-0.8994131936111586,-0.4605765606332874
357,357,357,12-23,1.9562776922180165,-0.5252956765252902,-0.4286085433814774
358,358,358,12-24,1.7632590650929127,-0.98258181221441,-0.3550729173009928
359,359,359,12-25,2.38648626456842,0.4939241703910431,-0.3201089894007933
360,360,360,12-26,2.3674093855853893,0.4487285724267863,-0.43339868532785536
361,361,361,12-27,1.9855203646079105,-0.4560159968717276,-0.6111929248029574
362,362,362,12-28,1.5114494695639475,-1.5791513691735306,-0.3869931568618116
363,363,363,12-29,1.5060003187850313,-1.592061113375902,
364,364,364,12-30,2.331061953031591,0.3626167954324643,
365,365,365,12-31,,,
