,unnamed: 0,unnamed: 0,mth_day,special effects,special effects_norm,special effects_ravg
0,0,0,01-01,,,
1,1,1,01-02,3.6107447193333417,-0.7270143354656013,
2,2,2,01-03,3.554206586420889,-0.8097907625867026,
3,3,3,01-04,3.656825311069208,-0.6595485995625864,
4,4,4,01-05,3.8707391871255625,-0.3463612787327734,-0.9278769579084459
5,5,5,01-06,3.2463393531879734,-1.260533443356521,-1.055543411672318
6,6,6,01-07,2.9024514419503764,-1.7640133277464916,-1.1018080566237536
7,7,7,01-08,3.0875506277978286,-1.493013058048834,-1.13606721123354
8,8,8,01-09,3.3646079238752145,-1.0873786322953152,-1.1043308619486452
9,9,9,01-10,3.516426743204278,-0.8651035272213053,-0.9086121487519088
10,10,10,01-11,4.000798963544786,-0.15594318302340548,-0.5705737348740101
11,11,11,01-12,4.0484206464998405,-0.08622116417610326,-0.2848092243118498
12,12,12,01-13,4.287777779753002,0.2642171555209015,-0.3179692864292277
13,13,13,01-14,4.258651563782075,0.2215740053241277,-0.32970872919791033
14,14,14,01-15,3.22871358308894,-1.286339004999583,-0.4707524822695906
15,15,15,01-16,3.468316946829311,-0.9355401838334008,-0.3484873565906568
16,16,16,01-17,3.422782921902532,-1.0022057014534873,-0.2856724308939253
17,17,17,01-18,4.549479377827798,0.6473695898974994,-0.4897007649958747
18,18,18,01-19,4.54520169195438,0.641106709701291,-0.4881855042994432
19,19,19,01-20,3.4225163398382152,-1.0025959992875688,-0.333969706502719
20,20,20,01-21,3.2349233227671115,-1.2772474408209935,-0.5033469073809892
21,21,21,01-22,4.1003137780244,-0.010245397053055804,-0.8910862607692643
22,22,22,01-23,2.728652646268509,-2.018468906723109,-1.1505362159589243
23,23,23,01-24,2.9604719857704063,-1.6790665304321513,-1.2236489558755763
24,24,24,01-25,3.481941300501436,-0.9155930214366688,-1.3634912190630413
25,25,25,01-26,3.1228906166148294,-1.4412724387874811,-1.551929560137449
26,26,26,01-27,2.6618311463214592,-2.1163010199457823,-1.2040810514540217
27,27,27,01-28,3.3280684170681645,-1.1408754434995023,-0.9747430796373134
28,28,28,01-29,4.154182056125983,0.06862214537745624,-1.0986706287271906
29,29,29,01-30,3.900329468153103,-0.3030386995319025,-0.8767452969476991
30,30,30,01-31,2.9740697371366096,-1.6591583159759309,-0.7076440162387155
31,31,31,02-01,4.032370115151242,-0.10972044811053253,-0.25460243819893497
32,32,32,02-02,3.3548306644381367,-1.1016933356918803,-0.4437021187190809
33,33,33,02-03,5.1846930029498965,1.5773740247391812,-0.6213009537769808
34,34,34,02-04,3.3792264382439177,-1.0659759377434193,-0.5335315342608755
35,35,35,02-05,3.172505843179992,-1.3686317098793022,-0.6062853718641631
36,36,36,02-06,3.3337604809028707,-1.132541798879299,-0.5747340417939103
37,37,37,02-07,3.734215221298101,-0.5462434737302576,-1.021036064497716
38,38,38,02-08,3.4841322075308487,-0.912385355270364,-0.9588055424130776
39,39,39,02-09,3.3556880103708857,-1.100438111483652,-0.7568585125174284
40,40,40,02-10,3.6342553867887912,-0.6925928052355897,-0.7600973518391511
41,41,41,02-11,4.00011160592774,-0.15694953050540664,-0.6742738448596479
42,42,42,02-12,3.3204872869932767,-1.151974834809634,-0.11342317260010698
43,43,43,02-13,4.085931356921189,-0.03130243185323986,-0.12812116717151634
44,44,44,02-14,5.7825727869381724,2.4527186782868826,-0.2691427374056235
45,45,45,02-15,3.2954536755831003,-1.1886260789121084,-0.4637387411772793
46,46,46,02-16,3.056330253362515,-1.5387222266402327,-0.3652838195059433
47,47,47,02-17,3.2026313250227796,-1.3245255531353413,-0.3020153844979829
48,48,48,02-18,3.7239686384554864,-0.5612453047816178,-0.5678417214105453
49,49,49,02-19,4.345213810541209,0.3483081781945228,-0.4931692868181279
50,50,50,02-20,4.6931811359065145,0.8577606568115078,-0.4409172578881992
51,51,51,02-21,3.601471234836247,-0.7405914713576036,-0.3201520905330147
52,52,52,02-22,3.2704660110412305,-1.2252100530606602,-0.2951867319630741
53,53,53,02-23,3.69754302782916,-0.5999345490042342,-0.28708951858872866
54,54,54,02-24,3.826279995211874,-0.4114531533619744,-0.5109087204871771
55,55,55,02-25,4.378397266887505,0.3968914584405954,-0.3036847347758013
56,56,56,02-26,3.7759403059697134,-0.4851545545791828,-0.2367476450081503
57,57,57,02-27,4.450702663706032,0.5027524429106508,-0.2855518046464672
58,58,58,02-28,3.5447830993484786,-0.8235875144547538,-0.43817619077149583
59,59,59,02-29,3.4975370966520445,-0.8927595068341356,-0.3771251053198971
60,60,60,03-01,3.2008049805103465,-1.3271994701121466,-0.31171463878366823
61,61,61,03-02,4.6285927273894805,0.7631979711501876,-0.4984830135943394
62,62,62,03-03,4.044001089420572,-0.09269175536180957,-0.19649373587540567
63,63,63,03-04,3.685301046399687,-0.6178578059533765,-0.08341765509969434
64,64,64,03-05,4.7823752870492,0.9883481518588486,0.08167181997154914
65,65,65,03-06,3.960937900948424,-0.21430302217986769,-0.048797559365333726
66,66,66,03-07,3.8773635860444857,-0.3366626196846857,0.010151646918119851
67,67,67,03-08,4.093911874409764,-0.019618304871109563,-0.012081463681118563
68,68,68,03-09,4.285582769798843,0.2610034823389119,-0.3474779807461397
69,69,69,03-10,3.5941868048817724,-0.751256469548807,-0.43891908978546335
70,70,70,03-11,3.4078757934346373,-1.0240309505312788,-0.6077348278227814
71,71,71,03-12,3.5862000856307445,-0.7629496764158096,-0.7741301069963441
72,72,72,03-13,3.185534259738516,-1.349557047908594,-0.8651989102230518
73,73,73,03-14,3.4120019101522137,-1.0179899799124843,-0.7398957022545766
74,74,74,03-15,3.9123707131723653,-0.28540933702133514,-0.4526569920558573
75,75,75,03-16,4.107696001125335,0.0005627782620445941,-0.6675452033619119
76,76,76,03-17,4.585018195417604,0.6994013106610374,0.0413374622777688
77,77,77,03-18,2.7055596418701104,-2.0522789442521376,0.1981516162364924
78,78,78,03-19,6.090629618152716,2.9037389459294904,0.13013679593689206
79,79,79,03-20,4.0546471501624906,-0.07710505616014328,0.1510833819862242
80,80,80,03-21,3.6336369419389496,-0.6934982588189368,-0.09213884778166924
81,81,81,03-22,4.193537894087448,0.12624229455803754,0.240584019633591
82,82,82,03-23,3.5882611790441623,-0.7599320679463234,-0.3046467510720239
83,83,83,03-24,4.069102163951821,-0.05594173976057619,-0.329498864046202
