,unnamed: 0,unnamed: 0,mth_day,story,story_norm,story_ravg
0,0,0,01-01,,,
1,1,1,01-02,9.001911430955902,-0.8030916648130193,
2,2,2,01-03,10.002065662265485,0.011106918426050898,
3,3,3,01-04,8.133572725531446,-1.5099827837982458,
4,4,4,01-05,7.390466504171518,-2.1149255153159334,-1.5060431511604826
5,5,5,01-06,7.436981774347472,-2.07705868848998,-1.7312735443417169
6,6,6,01-07,6.865474712134616,-2.5423071729717672,-2.0331396438387843
7,7,7,01-08,7.341885471218345,-2.154474023900426,-1.7848336224023704
8,8,8,01-09,7.777208020043857,-1.8000896785563507,-1.6704098966799217
9,9,9,01-10,9.963674052983821,-0.020146655179763003,-1.4125525514843782
10,10,10,01-11,8.233808969752136,-1.4283831609812432,-1.1054119820853523
11,11,11,01-12,9.337479664031374,-0.5299146173167167,-0.7430602759413084
12,12,12,01-13,9.129207023256102,-0.6994637565776146,-0.6277140453389217
13,13,13,01-14,10.012542971115762,0.01963621296383802,-0.7497539298340609
14,14,14,01-15,8.627349665908506,-1.1080122949420308,-0.6888030378517896
15,15,15,01-16,9.064197860966127,-0.752385962150598,-0.5217183932764601
16,16,16,01-17,8.683038141404445,-1.0626778090876159,-0.32886717104946755
17,17,17,01-18,10.568951329782028,0.4725932501352602,-0.3751071454566541
18,18,18,01-19,10.550587285227767,0.4576435767843406,-0.338618182172243
19,19,19,01-20,9.671738354077402,-0.2578036334792813,-0.3904065254552485
20,20,20,01-21,8.896285955724831,-0.8890785152355641,-0.5326027429373864
21,21,21,01-22,8.682499844782264,-1.0631160218486306,-0.8523975935771996
22,22,22,01-23,7.6350027982929305,-1.915855113980444,-1.1172020248221106
23,23,23,01-24,8.211952585721251,-1.4461758537036191,-1.3446710885146311
24,24,24,01-25,8.59888696667273,-1.1311830106851266,-1.6203394739344823
25,25,25,01-26,7.995212617770866,-1.6226180156344037,-1.6289135042470704
26,26,26,01-27,6.864514534415521,-2.543088827754671,-1.4075715364382202
27,27,27,01-28,8.619306273535331,-1.114560203724159,-1.175249427960922
28,28,28,01-29,9.266369717083617,-0.5878033071273437,-1.3146512525778025
29,29,29,01-30,9.924246941940542,-0.052243202839828924,-1.1261719605136231
30,30,30,01-31,7.571447266238534,-1.9675939583864093,-0.9439146043473692
31,31,31,02-01,9.38437024112826,-0.4917422632493251,-0.5052083484520011
32,32,32,02-02,8.207814336523771,-1.4495446907571463,-0.5701471005056821
33,33,33,02-03,11.852723234715926,1.5176773316480476,-0.7229410337934209
34,34,34,02-04,8.78774863633397,-0.977435819449429,-0.5778236006938835
35,35,35,02-05,8.798102765013413,-0.9690068025662636,-0.6443794218862541
36,36,36,02-06,8.641012979609501,-1.0968893597891851,-0.4534400877675511
37,37,37,02-07,8.893830801088821,-0.8910771904035478,-0.8150163842371255
38,38,38,02-08,9.61510332135008,-0.3039086860449291,-0.7613431127749551
39,39,39,02-09,9.187780772522217,-0.6517804471693985,-0.5445762676075757
40,40,40,02-10,9.183339225653544,-0.6553961906764072,-0.5640895625418795
41,41,41,02-11,10.395749446288407,0.33159426843801315,-0.5570568852368077
42,42,42,02-12,8.497193241547354,-1.213969129395007,-0.30832788856790644
43,43,43,02-13,8.945664067141337,-0.8488811265731169,-0.3351947301408888
44,44,44,02-14,11.448322122675927,1.188465293968478,-0.534307680434135
45,45,45,02-15,8.9897628503521,-0.8129814966072922,-0.946162797784467
46,46,46,02-16,7.715807860378362,-1.8500738924358842,-0.9888202610534343
47,47,47,02-17,7.360234670526465,-2.139536435663979,-1.048192874090214
48,48,48,02-18,8.1827929716599,-1.4699139090088122,-1.3241532087568464
49,49,49,02-19,8.508067357627988,-1.2051168047937937,-1.3136967377873392
50,50,50,02-20,9.414398934361566,-0.4672967140313168,-0.9820995603533702
51,51,51,02-21,9.06683066083475,-0.7502426707902479,-0.6872870556933844
52,52,52,02-22,10.159793838208428,0.13950917216792946,-0.20337645510847505
53,53,53,02-23,9.533104877244199,-0.37066140770406464,0.1703831109392886
54,54,54,02-24,11.749381600383526,1.4335496945006436,0.3896221564270934
55,55,55,02-25,11.262804733770109,1.0374405914927884,0.37809632464973303
56,56,56,02-26,11.030266587733676,0.8481375588955119,0.4166137914487649
57,57,57,02-27,8.98188129104614,-0.8193976614544105,0.5103647113312461
58,58,58,02-28,10.44368090108041,0.3706139729621215,0.24614901336174555
59,59,59,02-29,10.224081608030998,0.19184411159082151,-0.0075903796719653345
60,60,60,03-01,9.802020449854345,-0.15174449331635947,-0.2652146223926397
61,61,61,03-02,9.392657576920472,-0.4849957667094769,-0.2941405791721373
62,62,62,03-03,9.131486743976424,-0.6976078974285345,-0.40025816781121626
63,63,63,03-04,8.76868697705507,-0.9929534021313956,-0.4937982863311971
64,64,64,03-05,9.661557540917935,-0.2660915588723524,-0.6471528564067631
65,65,65,03-06,9.534658556253307,-0.3693965995290633,-0.7022112634405038
66,66,66,03-07,8.671744185740259,-1.0718719137697557,-0.5938358338754997
67,67,67,03-08,8.986858058983026,-0.8153462089119207,-0.6042563432883955
68,68,68,03-09,9.930251173299476,-0.04735532003851033,-0.6412118445331817
69,69,69,03-10,8.691884215692497,-1.0554764586087706,-0.6928005249591164
70,70,70,03-11,9.389182704844659,-0.4878245663410691,-0.6945316480941148
71,71,71,03-12,9.154432124438014,-0.6789286820846714,-0.7365442954919278
72,72,72,03-13,8.658985209018644,-1.0822586525797462,-0.7988295957853064
73,73,73,03-14,8.677210305264676,-1.0674220932987983,-0.6888310800814148
74,74,74,03-15,9.471186950497811,-0.42106712179878136,-0.5241506811148114
75,75,75,03-16,9.502611351679553,-0.39548536438542004,-0.9263171975756076
76,76,76,03-17,10.602934248245491,0.5002578274585513,-0.4773005510277925
77,77,77,03-18,6.190325690876247,-3.0919277808494487,-0.43531575086894464
78,78,78,03-19,11.968393318180434,1.6118412267071445,-0.4756051343883024
79,79,79,03-20,8.986652815192718,-0.8155132923457113,-0.2843653674323876
80,80,80,03-21,9.174240248059922,-0.6628034229149282,-0.3715307047827303
81,81,81,03-22,10.912114630508924,0.7519532373500689,0.27987417050949226
82,82,82,03-23,9.960495540275833,-0.02273419664350436,0.09520184801425392
83,83,83,03-24,10.991405101213973,0.8165014709038861,0.2529495732115329
84,84,84,03-25,10.607294378303155,0.5038072917357145,0.2752986454379484
85,85,85,03-26,10.149308153215044,0.13097305883796276,0.238679353891054
86,86,86,03-27,9.338960646350246,-0.5287089895564355,0.05529741030412382
87,87,87,03-28,10.642217776285843,0.5322374880687023,-0.2179483328596396
88,88,88,03-29,8.608907139608798,-1.1230258581650852,-0.2244825656946309
89,89,89,03-30,8.97748939191342,-0.8229729880786943,-0.2896989068795632
90,90,90,03-31,10.559134820528342,0.4646018947257666,-0.3058382679377068
91,91,91,04-01,9.668641144482454,-0.2603249882716309,-0.6044800048166418
92,92,92,04-02,9.22000796882001,-0.6255451559052971,-0.5808528559171209
93,93,93,04-03,8.44112480265137,-1.2596129332049075,-0.3748750745645173
94,94,94,04-04,8.783047405377589,-0.9812629647679588,-0.4307465105563025
95,95,95,04-05,10.495616938311349,0.4128937000369272,-0.552213176744928
96,96,96,04-06,10.14734299774558,0.12937327877505536,-0.4091650953986836
97,97,97,04-07,8.773389769799445,-0.9891249854033842,-0.2434323719722909
98,98,98,04-08,10.27432184347696,0.23274333217216986,-0.0793984590541091
99,99,99,04-09,9.662632341575913,-0.26521659264655195,-0.18225667031959425
100,100,100,04-10,9.992034122824741,0.0029405127411320444,-0.22759900396895602
101,101,101,04-11,9.737516317603903,-0.20425556755598376,-0.0821553680657232
102,102,102,04-12,9.813154303804724,-0.14268072312111504,-0.1273866973737095
103,103,103,04-13,9.845359710746562,-0.11646316998398736,0.1897867068599764
104,104,104,04-14,9.94095128995545,-0.038644643675748006,0.04683798279800957
105,105,105,04-15,12.000310118227414,1.6378238327555634,0.18771217026888412
106,106,106,04-16,8.938452545744774,-0.854751831630669,0.1919848438270864
107,107,107,04-17,10.775807841920576,0.6409895572692638,0.09981699413937972
108,108,108,04-18,9.844645386886006,-0.11704468177190175,0.10660653700848527
109,109,109,04-19,9.166050755264397,-0.6694702681102275,-0.05378608291632514
110,110,110,04-20,9.99099257105554,0.002092613538885097,0.05461324364145548
111,111,111,04-21,10.818160990550592,0.6754681132067012,-0.08018102635232166
112,112,112,04-22,9.737393104176377,-0.20435587228398536,0.016293750309238842
113,113,113,04-23,9.782327413932821,-0.16777606269339904,0.14466242662747564
114,114,114,04-24,10.555697884979397,0.4618039781974613,0.17587683169068494
115,115,115,04-25,10.11217233368721,0.10074178979919332,0.0993338581235582
116,116,116,04-26,10.221053541028613,0.18937904391814087,0.161403936279485
117,117,117,04-27,10.254012780523302,0.2162102718039408,0.3020457397421136
118,118,118,04-28,10.194871065327323,0.16806459665157544,0.5124615943026459
119,119,119,04-29,10.818906187670553,0.6760747580823725,0.5290086541908751
120,120,120,04-30,12.106535567129074,1.7242991055606558,0.3864329098223256
121,121,121,05-01,10.234129892717396,0.20002414912856797,0.5349163612112285
122,122,122,05-02,9.170220953393557,-0.6660754222931557,0.6937450668288389
123,123,123,05-03,11.348387213811574,1.1071109801373578,0.9227036222565907
124,124,124,05-04,11.365493603221624,1.121036830357238,0.8638394190787454
125,125,125,05-05,12.506409993643329,2.049826090648885,0.7004666410858791
126,126,126,05-06,11.672686014258733,1.3711138864935817,0.8542198180117495
127,127,127,05-07,9.03001596851725,-0.7802125188286299,0.8282791029483878
128,128,128,05-08,10.303435087969472,0.2564436392620659,0.9359894744567446
129,129,129,05-09,11.157195164589849,0.9514666897571872,0.6635939299823871
130,130,130,05-10,12.159356324461793,1.7672990594073787,0.5510185760541229
131,131,131,05-11,10.49876054297428,0.4154528238027395,0.7293029952476139
132,132,132,05-12,10.842966688602765,0.6956617629239971,0.5763944607270236
133,133,133,05-13,10.344033849930714,0.2894939963323161,0.4950573188881406
134,134,134,05-14,9.17644626028778,-0.6610075678614756,0.2627444427836806
135,135,135,05-15,10.55771227493048,0.4634438387238882,0.4678541470402438
136,136,136,05-16,10.447130014026047,0.373421802780619,0.5602388324259578
137,137,137,05-17,12.01049006069532,1.6461110493421192,0.6426009649181735
