,unnamed: 0,unnamed: 0,mth_day,pixar,pixar_norm,pixar_ravg
93,93,93,04-03,0.5951055034471607,0.124779269338016,-0.1893299248139968
94,94,94,04-04,0.3204478592825508,-1.059226132890123,-0.2147904105957528
95,95,95,04-05,0.5475401625949007,-0.08026734678363823,0.11061649617850804
96,96,96,04-06,0.6463480086667157,0.34567755596023225,0.19384675349273364
97,97,97,04-07,0.8757502335693802,1.3345940465026318,0.36874889558450463
98,98,98,04-08,0.6815721277818442,0.4975231288292847,0.6208507916410179
99,99,99,04-09,0.8385412692766151,1.1741921218886422,1.1102672796687159
100,100,100,04-10,0.6713333167137907,0.4533852434489563,1.1072473807929708
101,101,101,04-11,1.228729518812569,2.85623158138255,1.0464670185437726
102,102,102,04-12,0.6421447931614488,0.3275581627057613,0.9963019881559028
103,103,103,04-13,0.7911537051645895,0.969911873007442,0.6112611743730799
104,104,104,04-14,0.6117504409558395,0.19653294650206427,0.4505644098000106
105,105,105,04-15,0.30262613263045385,-1.136052760808294,0.16478284104477292
106,106,106,04-16,0.4476691609618572,-0.5107953439894598,0.12026507800451905
107,107,107,04-17,0.8309673518210916,1.141542168851124,-0.1408072836388132
108,108,108,04-18,0.5801831978996131,0.06045158446423805,0.0029970470649887393
109,109,109,04-19,0.4277827965327104,-0.5965222968525515,0.2382759832343528
110,110,110,04-20,0.8119030346050582,1.0593589307248759,0.38041469533898936
111,111,111,04-21,0.6300967246136907,0.27562085620789045,0.4083747545814193
112,112,112,04-22,0.6455034803211313,0.3420369286383598,0.39653922109835343
113,113,113,04-23,0.8698832756223364,1.3093025243057037,0.5383112493592564
114,114,114,04-24,0.5637100311162211,-0.010561616434156929,0.2602865570026827
115,115,115,04-25,0.6251067507172128,0.2541098727128659,0.4045909834800965
116,116,116,04-26,0.4249371970579759,-0.6087892234145661,0.6567619712439042
117,117,117,04-27,0.8309453714740439,1.1414474150723737,0.6534920028197142
118,118,118,04-28,0.9964851023417614,1.8550628552212065,0.9025837590909952
119,119,119,04-29,0.8653320033619705,1.289682713760563,1.032977937366704
120,120,120,04-30,0.9104058561329694,1.483988921193529,1.342885613991078
121,121,121,05-01,0.8065945602352589,1.0364749423671185,1.3902568194261191
122,122,122,05-02,0.8562790416644114,1.250656836331678,1.0804942286312265
123,123,123,05-03,0.8968785014827821,1.4256746476826176,1.8720285552008624
124,124,124,05-04,0.5653451939700027,-0.003512689548146431,2.374304940481865
125,125,125,05-05,1.9670209973576973,6.0388886731783815,2.3506997762360493
126,126,126,05-06,1.6094941294188092,4.497647232879541,2.506329760759123
127,127,127,05-07,0.7737399526988054,0.8948439568922252,2.2550743566152067
128,128,128,05-08,1.0728910511875531,2.1844367434701213,2.3784509716629727
129,129,129,05-09,0.5471712252021393,-0.08185777718087701,1.2908843217715644
130,130,130,05-10,0.7370656795535334,0.7367470007384471,0.4872525134200461
131,131,131,05-11,0.4533024279877829,-0.4865112261700691,0.09235711303732876
132,132,132,05-12,0.4909673785668224,-0.3241436172295682,-0.3769553041507052
133,133,133,05-13,0.2241088100210009,-1.474528445404079,-0.20981138675124186
134,134,134,05-14,0.4196833412928632,-0.631437759658082,-0.34611119416040337
135,135,135,05-15,0.7798087849784171,0.9210057272159026,-0.3846651682755953
136,136,136,05-16,0.5473581802500272,-0.08105184371652226,-0.37480587061309495
137,137,137,05-17,0.3996414716252463,-0.7178350708612207,-0.17465517630609834
138,138,138,05-18,0.5046899416429911,-0.26498783125456565,0.039687691055566264
139,139,139,05-19,0.5026865162011538,-0.2736242795620994,0.044739788781360916
140,140,140,05-20,0.7180142790517036,0.6546194445119057,0.2301167993813282
141,141,141,05-21,0.7868404957637474,0.9513183135706706,0.5015787831037208
142,142,142,05-22,0.8053732851702381,1.0312102198832815,0.3613147033289605
143,143,143,05-23,0.7774730699733645,0.9109368314731352,0.4130133202982043
144,144,144,05-24,0.3094648102068279,-1.106572309903128,0.5062250725311342
145,145,145,05-25,0.5746427098973294,0.03656742225336351,0.19347172015915687
146,146,146,05-26,0.8477501074283662,1.2138899579094855,-0.16736771777184592
147,147,147,05-27,0.35153792633922115,-0.9252018006611932,-0.4506169321248239
148,148,148,05-28,0.3031425871144456,-1.1338264077027358,-0.4206160291212537
149,149,149,05-29,0.3832355346753183,-0.7885584546447326,-0.4766601464728364
150,150,150,05-30,0.3512212616196258,-0.9265668918817064,-0.7560706694273785
151,151,151,05-31,0.4966382757345974,-0.2996972818561328,-0.6680037278585531
152,152,152,06-01,0.4588554156723439,-0.4625731798177671,-0.22471865323767695
153,153,153,06-02,0.4741130023712573,-0.3968001512482408,0.4913752379586314
154,154,154,06-03,0.920124405235797,1.5258840400225209,0.8737383116069499
155,155,155,06-04,1.3799235267394765,3.508004892533118,1.0494256419137775
156,156,156,06-05,0.8834094129210721,1.3676115500082042,1.1702254903992682
157,157,157,06-06,0.7411668977873462,0.7544266999848319,1.3865490909087883
158,158,158,06-07,0.6269894549496768,0.2622259110951774,1.1659718489109503
159,159,159,06-08,0.7752008033965238,0.9011414518088812,0.7160754481120777
160,160,160,06-09,0.6131162166104217,0.202420588035492,0.4720734721389829
161,161,161,06-10,0.7537398015857661,0.8086264877398819,0.3693344319153456
162,162,162,06-11,0.5437977467943991,-0.09640030583036406,0.43696561833930375
163,163,163,06-12,0.5981706106160811,0.13799245864300733,0.2789986255531775
164,164,164,06-13,0.7211212332353442,0.6680130296389267,0.4042599916408585
165,165,165,06-14,0.5553360527150294,-0.04666050490787617,0.2623972001609133
166,166,166,06-15,0.7874599737406148,0.9539887845615777,0.3062249203570218
167,167,167,06-16,0.5562895195388805,-0.042550261139789256,0.3933283397594922
168,168,168,06-17,0.6047989129487884,0.16656601534628734,0.28805652877656845
169,169,169,06-18,0.7194046181302873,0.6606129750578295,0.5222134271784288
170,170,170,06-19,0.5745997348683591,0.03638216374138432,1.0520983486099624
171,171,171,06-20,0.8812449478547906,1.3582808855032855,1.0130461395882968
172,172,172,06-21,1.5249749069910217,4.13329831315078,1.1855240059210141
173,173,173,06-22,0.5019350999941906,-0.2768635152697827,1.2273842119439426
174,174,174,06-23,0.8448604752440324,1.2014332133425911,1.1701335021754558
175,175,175,06-24,0.7776673197135732,0.9117742111953998,1.1299165093469117
176,176,176,06-25,0.4949159173342162,-0.30712209486953657,0.3839987945790265
177,177,177,06-26,0.8252693358269093,1.1169789285320204,0.7163260085485875
178,178,178,06-27,0.4867769297186787,-0.3422079754565298,0.6956266649005908
179,179,179,06-28,0.9644813494060512,1.7170997685475824,0.6727557056267196
180,180,180,06-29,0.8160503045231204,1.077237151454611,0.8882900923768647
181,181,181,06-30,0.745834607892538,0.7745484555521727,0.8591631365046228
182,182,182,07-01,0.7949052592233112,0.9860842256313336,1.2314815783697812
183,183,183,07-02,0.7847292788313838,0.9422171932985696,1.1710171408561558
184,184,184,07-03,1.004984562534963,1.891702675734421,1.0091631232223537
185,185,185,07-04,0.880324537628106,1.3543131434658298,0.9761004534651541
186,186,186,07-05,0.5907754378803497,0.10611304565179787,1.3993091450522064
187,187,187,07-06,0.6998166675948879,0.5761724370089756,1.7049203181731647
188,188,188,07-07,1.3839439680123595,3.5253363751536475,1.4173486834715714
189,189,189,07-08,1.2100910787783652,2.7758842320243184,1.3276002633753357
190,190,190,07-09,0.6047309104803257,0.16627286752486187,1.3296724667932052
191,191,191,07-10,0.7554091128264641,0.8158226228884159,1.5413461220988245
192,192,192,07-11,0.5936596131108554,0.11854626615901467,1.1318007719216057
193,193,193,07-12,0.9944324897281942,1.8462143688426929,0.5886718545614051
194,194,194,07-13,0.8139224418610568,1.068064274090335,0.3823188413251432
195,195,195,07-14,0.454142624628909,-0.4828892721368838,0.2287580465021689
196,196,196,07-15,0.3175205698429458,-1.07184521189271,0.07055464227375548
197,197,197,07-16,0.5416770839214319,-0.10554214604942952,-0.2136576229116801
198,198,198,07-17,0.37346581557026737,-0.8306741592114661,-0.5537066245349888
199,199,199,07-18,0.5988545419336045,0.1409407777300793,-0.5241362356913413
200,200,200,07-19,0.3406287009171815,-0.9722297356495172,-0.373331065836714
201,201,201,07-20,0.4952998692911902,-0.30546693907499856,-0.4001826792730399
202,202,202,07-21,0.5274172101902075,-0.16701419276494675,-0.18669820743093826
203,203,203,07-22,0.5043039391305654,-0.266651826667385,-0.2590548664248068
204,204,204,07-23,0.6706020042643437,0.450232671841144,-0.1945958990719482
205,205,205,07-24,0.4981456627605244,-0.293199176233132,-0.21132459283968533
206,206,206,07-25,0.4303452583844169,-0.5854759315323652,-0.34481900284728595
207,207,207,07-26,0.4720162071817876,-0.4058391016814215,-0.3703271627032529
208,208,208,07-27,0.34161437469891826,-0.96798065281055,-0.6682720868290052
209,209,209,07-28,0.4688006665281104,-0.4197007858031866,-0.6988360320480371
210,210,210,07-29,0.25591039493291234,-1.33743687291337,-0.7664841186052852
211,211,211,07-30,0.4556055467723474,-0.4765828475473238,-0.899148596620135
212,212,212,07-31,0.3361899578202869,-0.9913644508758528,-0.6642605139398805
213,213,213,08-01,0.2873685040852497,-1.2018259697705214,-0.401994903412187
214,214,214,08-02,0.6685409612325329,0.4413478432709766,-0.4349937107572184
215,215,215,08-03,0.8338323864714782,1.1538928773629742,-0.6040457708688124
216,216,216,08-04,0.2099813408834692,-1.5354297169835582,-0.4958618434118415
217,217,217,08-05,0.22031215798857973,-1.4908952082168885,-0.15716110759634605
218,218,218,08-06,0.4867646558540449,-0.34226088613402744,-0.042468372123703184
219,219,219,08-07,0.7587856749909234,0.8303784451224513,-0.0081864838217001
220,220,220,08-08,0.8281748774381337,1.1295042561068338,0.23213977961848603
221,221,221,08-09,0.8815472836881121,1.3595842071749924,0.4798633077273141
222,222,222,08-10,0.5444770039428496,-0.09347213634244153,0.3334012079215791
223,223,223,08-11,0.5651036285670537,-0.00455403956391985,-0.12259656235970745
224,224,224,08-12,0.2829128733384745,-1.2210334849684377,-0.4395023273140149
225,225,225,08-13,0.12410982083984193,-1.905608176565268,-0.8455619337994689
226,226,226,08-14,0.3870928148357079,-0.7719303336190111,-0.8218396180354794
227,227,227,08-15,0.3163773544065875,-1.0767734317377309,-0.9354251410000906
228,228,228,08-16,0.5774946676271789,0.04886175824149487,-0.8487646462539127
229,229,229,08-17,0.4070107748184653,-0.6860671773515862,-0.6322578030860596
230,230,230,08-18,0.4035304006791402,-0.7010705164913712,-0.459976979595804
231,231,231,08-19,0.4254526662935548,-0.6065671175581492,-0.4827559153701825
232,232,232,08-20,0.6268801250567222,0.2617546073225224,-0.64428631861991
233,233,233,08-21,0.28467272455644993,-1.2134470463840017,-0.5198568664286035
234,234,234,08-22,0.3526702203702344,-0.9203206612568704,-0.2947910636692825
235,235,235,08-23,0.5801966410615257,0.06050953579625318,-0.3034408850738605
236,236,236,08-24,0.7167859469033165,0.6493243000645547,-0.4398547354403332
237,237,237,08-25,0.4134135004335587,-0.6584660459856168,-0.2635313410998125
238,238,238,08-26,0.4370138962241292,-0.5567284948763139,-0.21703412198842129
239,239,239,08-27,0.5300866458588641,-0.15550668034087714,-0.3041323978249278
240,240,240,08-28,0.4173869014122673,-0.6413373465885229,-0.5042690555837329
241,241,241,08-29,0.4589697925672406,-0.4620801192227863,-0.4395774715861001
242,242,242,08-30,0.4382277773498609,-0.5514956464882761,-0.4772901301228177
243,243,243,08-31,0.5034538230096032,-0.2703165419998198,-0.2652555589201505
244,244,244,09-01,0.3845239163842396,-0.7830044460966199,-0.3287701588017787
245,245,245,09-02,0.8252048051090691,1.116700746875126,-0.337731119886159
246,246,246,09-03,0.3289847521954626,-1.022424945878292,-0.04334163538421424
247,247,247,09-04,0.4464975701115576,-0.5158458857290682,-0.09031948974375886
248,248,248,09-05,0.8479707842380595,1.2148412605233925,-0.12390331416534625
249,249,249,09-06,0.4380681746906717,-0.5521836681570875,-0.3773018886540635
250,250,250,09-07,0.3377806122727246,-0.9845073926261444,-0.2794922370014841
251,251,251,09-08,0.4725145790031694,-0.4036907000571773,-0.277939040015805
252,252,252,09-09,0.4651201200691422,-0.4355670359628156,-0.5445826556756089
253,253,253,09-10,0.4486593715233116,-0.5065267038149934,-0.29583049129459765
254,254,254,09-11,0.4768455824230896,-0.38502043343543096,-0.30392984771501097
255,255,255,09-12,0.7842913421922598,0.9403293181289799,-0.20872501347838016
256,256,256,09-13,0.3265076054967728,-1.033103531148624,-0.08868356369611903
257,257,257,09-14,0.6050244582755451,0.16753830536260733,-0.12818708618347718
258,258,258,09-15,0.6321985898324786,0.2846816627307512,-0.11133239531465657
259,259,259,09-16,0.39367679592612254,-0.7435478387391423,-0.3807532595580008
260,260,260,09-17,0.5003046123148859,-0.2838922882225072,-0.2127723631085928
261,261,261,09-18,0.4093006552108579,-0.6761958673310859,-0.20580259142223364
262,262,262,09-19,0.5603101060426129,-0.02521815245217604,-0.3955493394628536
263,263,263,09-20,0.6147252640394621,0.2093569354807624,-0.04306509384890378
264,264,264,09-21,0.3681015103428495,-0.8537988255129687,0.2646679400612585
265,265,265,09-22,0.8842784046178352,1.3713576349445566,0.3839183326007047
266,266,266,09-23,0.9286197025991141,1.5625059152384664,0.3150541186746685
267,267,267,09-24,0.5752781000043654,0.03930648790559104,0.2807431724990357
268,268,268,09-25,0.4644621509813656,-0.4384034360083928,0.487738186041389
269,269,269,09-26,0.5669699229172488,0.003491258426965723,0.20044402728517227
270,270,270,09-27,0.6562054125701959,0.38817125574115097,-0.17467675295285134
271,271,271,09-28,0.4844109546328474,-0.3524073175927441,-0.17856522331345767
272,272,272,09-29,0.4065116636485599,-0.6882187661896753,-0.3533487942849232
273,273,273,09-30,0.5698659721206334,0.01597566574195312,-0.4641328915149276
274,274,274,10-01,0.22119141715856133,-1.4871048618371858,-0.4240637763948342
275,275,275,10-02,0.41277620505666174,-0.6612133249530604,-0.402252046811762
276,276,276,10-03,0.7119752025150808,0.6285859464617112,-0.3668255892628439
277,277,277,10-04,0.514769388392533,-0.22153694009431105,-0.5928228928221184
278,278,278,10-05,0.4558196179188998,-0.4756600208961666,-0.576827300972658
279,279,279,10-06,0.2553139259914504,-1.3400081556136942,-0.5562030978610764
280,280,280,10-07,0.2434547188265629,-1.3911313107404233,-0.5807994106759234
281,281,281,10-08,0.4414817921869539,-0.5374681062835711,-0.6422995077547541
282,282,282,10-09,0.6777410749334906,0.4810080695726283,-0.6029588918974886
283,283,283,10-10,0.42917110439258377,-0.5905375225672936,-0.3874696236837496
284,284,284,10-11,0.5105754535815115,-0.2396163257525745,-0.20248326781652332
285,285,285,10-12,0.5552404701049908,-0.04707254633125981,-0.17277091847344947
286,286,286,10-13,0.5009260949341796,-0.28121317553706643,-0.2962404874564298
287,287,287,10-14,0.4828366231250925,-0.3591940102251277,-0.010725968550632221
288,288,288,10-15,0.5058912123615752,-0.25980934432525365,-0.08683062522348603
289,289,289,10-16,0.826561580769895,1.1225495908674918,-0.06620702975972984
290,290,290,10-17,0.40464996199649145,-0.6962442657896973,0.07140459097302586
291,291,291,10-18,0.5839452114868435,0.07666902645127731,0.14574645867304326
292,292,292,10-19,0.6924594282568418,0.5444565488594677,-0.007727829197041097
293,293,293,10-20,0.5863085948248443,0.08685719597497654,-0.3770229015026385
294,294,294,10-21,0.29227958727821424,-1.1806550715457595,-0.16027420249160124
295,295,295,10-22,0.31256199409481256,-1.0932208429660928,-0.25624225162301145
296,296,296,10-23,0.7063294320432582,0.6042479282765264,-0.3142675378803849
297,297,297,10-24,0.4503730593332953,-0.499139268337184,-0.1419420783248035
298,298,298,10-25,0.6116975243224382,0.1963048313152269,0.014537726059468053
299,299,299,10-26,0.8261580312989523,1.120809953308465,0.30080763714383635
300,300,300,10-27,0.5100744099233314,-0.2417762452401304,0.17918349374942966
301,301,301,10-28,0.7110038553853827,0.6243986235401171,0.2307182778867609
302,302,302,10-29,0.5370481062889192,-0.12549693208991375,0.2282458771166073
303,303,303,10-30,0.52210122397032,-0.1899305635131968,0.044003879530410926
304,304,304,10-31,0.6082563384814789,0.1814704266943057,0.09644542581830076
305,305,305,11-01,0.5697226826866358,0.015357967791286824,0.0232041168566852
306,306,306,11-02,0.5830646422280613,0.07287303248720868,0.015281572393165504
307,307,307,11-03,0.6090636851611243,0.18495076977042368,-0.11619311016602672
308,308,308,11-04,0.5260211934350854,-0.17303219887103194,-0.013639651190809926
309,309,309,11-05,0.3391095255656885,-0.9787786588683499,0.2796540661534453
310,310,310,11-06,0.7509943262814923,0.7967911805456065,0.4990209409146824
311,311,311,11-07,0.9779405572121732,1.7751202718568184,0.5058957712352309
312,312,312,11-08,0.8883881935376612,1.3890742810546317,0.3813368360636436
313,313,313,11-09,0.6186323477516152,0.2261997516937142,0.4375279494143569
314,314,314,11-10,0.3526551076241597,-0.920385809900555,0.2691423908198883
315,315,315,11-11,0.4173185546132758,-0.6416319787640703,0.05209554294616777
316,316,316,11-12,0.5166286008488274,-0.2135221710212055,-0.3836522568538596
317,317,317,11-13,0.6758461117062703,0.4728391846144955,-0.4787233846594043
318,318,318,11-14,0.28189705464033915,-1.225412517745533,-0.36859167263612
319,319,319,11-15,0.4863085664141105,-0.3442270151395537,-0.07534362475001842
320,320,320,11-16,0.5059408097765665,-0.2595955377608491,0.1584647273598637
321,321,321,11-17,0.8254728645684329,1.1178563085525388,0.17719340611183645
322,322,322,11-18,0.8420523753805734,1.1893279416380873,0.3724121165387341
323,323,323,11-19,0.7019134325545655,0.5852112571263319,0.3698719204038974
324,324,324,11-20,0.5536102292684402,-0.05410025518414728,0.455469354605972
325,325,325,11-21,0.4827730202850268,-0.3594681919485743,0.23977678676665085
326,326,326,11-22,0.6250787271217123,0.25398906745159844,-0.01941980272853128
327,327,327,11-23,0.5252633599407758,-0.17629909848338793,-0.2252549807511149
328,328,328,11-24,0.4812922411162655,-0.3658515953330056,-0.10095588814877933
329,329,329,11-25,0.4154238355873753,-0.6497998110091695,0.20385657933214896
330,330,330,11-26,0.7266146558447539,0.6916943004298658,0.18370113150282485
331,331,331,11-27,0.9070231499183824,1.4694066129369954,0.3463068860327461
332,332,332,11-28,0.5970255722587338,0.1330563804756537,0.9144626728289094
333,333,333,11-29,0.7515845239291387,0.7993354286961396,1.0184714521404736
334,334,334,11-30,1.272074088697008,3.0430831254439754,0.9637893498869126
335,335,335,12-01,0.5601873961812316,-0.02574713513978396,0.9226513965908024
336,336,336,12-02,0.6505059285298215,0.3636016869084989,0.7019171497615426
337,337,337,12-03,0.8497657084398194,1.2225788931603343,0.4057328213224152
338,338,338,12-04,0.2897988580571765,-1.1913491004999053,-0.24313723806946386
339,339,339,12-05,0.3393433817798914,-0.9777705419386248,-0.4004758998342101
340,340,340,12-06,0.3689509025385154,-0.8501372309072996,-0.40967421061959103
341,341,341,12-07,0.3411971816349425,-0.9697791057282608,-0.5980341720521133
342,342,342,12-08,0.6377033533092067,0.3084118221962129,-0.4421661828301982
343,343,343,12-09,0.5875988137720958,0.09241912456520092,0.1384025564551953
344,344,344,12-10,0.5067421319973262,-0.25614116516841434,0.3142809928928553
345,345,345,12-11,1.1474020709091777,2.5056418937737366,0.4587056841132272
346,346,346,12-12,0.6137455137138533,0.20513338771866046,0.2469749007961352
347,347,347,12-13,0.5422132177533924,-0.1032309584060299,0.06683845801041338
348,348,348,12-14,0.3430080181347405,-0.9619728777063392,0.12229273650036775
349,349,349,12-15,0.3368777398110522,-0.9883995321491296,-0.29583478510674005
350,350,350,12-16,0.5839256049455229,0.07658450577131196,-0.2710343642027068
351,351,351,12-17,0.5654355368264196,-0.00312323586891018,-0.528274937749125
352,352,352,12-18,0.6482637270613969,0.3539359131428597,-0.4748568952711265
353,353,353,12-19,0.18417554437359512,-1.6466743996845392,-0.4271658419457872
354,354,354,12-20,0.4173573767201762,-0.6414646228383479,-0.5999887074896361
355,355,355,12-21,0.4032560468496003,-0.7022532121970932,-0.6132827033225191
356,356,356,12-22,0.343383859010628,-0.9603526874917816,-0.7680298814993262
357,357,357,12-23,0.546932424069725,-0.08288721086620839,-0.5358537369766413
358,358,358,12-24,0.4328804425636457,-0.5745471559179817,-0.474352677195021
359,359,359,12-25,0.5073275473922539,-0.2536175325484297,-0.4483584341791557
360,360,360,12-26,0.5029570006482023,-0.27245826414862656,-0.015367993638699172
361,361,361,12-27,0.4394358693494519,-0.5462877541019019,-0.0400611885708875
362,362,362,12-28,0.9460371954945959,1.6375899557509574,-0.10579465124109576
363,363,363,12-29,0.5125634520994492,-0.2310463804593384,
364,364,364,12-30,0.3413899917643192,-0.9689479319392312,
365,365,365,12-31,,,
