,unnamed: 0,unnamed: 0,mth_day,aftercreditsstinger,aftercreditsstinger_norm,aftercreditsstinger_ravg
0,0,0,01-01,,,
1,1,1,01-02,0.6364377155931958,-0.9018911282207044,
2,2,2,01-03,0.7006007448734842,-0.6323045243687505,
3,3,3,01-04,0.7212440762490383,-0.5455697542035927,
4,4,4,01-05,0.4955068794816434,-1.4940244160578735,-1.0144481369995988
5,5,5,01-06,0.7072133679514433,-0.6045210076280954,-0.9302784395754174
6,6,6,01-07,0.3968885497323015,-1.9083779915185752,-1.0526865221017905
7,7,7,01-08,0.7566346990450858,-0.3968729436756169,-1.1237188408954657
8,8,8,01-09,0.5257981410854246,-1.3667530195269872,-0.9606919679938084
9,9,9,01-10,0.6198076839620918,-0.9717636669656478,-1.0321159129120352
10,10,10,01-11,0.7283143974369634,-0.5158631786479277,-0.9824407803225598
11,11,11,01-12,0.6052177212029444,-1.033064677137457,-0.8490189507563612
12,12,12,01-13,0.4678262063064626,-1.6103271959817225,-0.4702102318840796
13,13,13,01-14,0.947165281086622,0.4036580337215736,0.054926223836013234
14,14,14,01-15,1.0667489429430352,0.9060992937067032,0.06925710804251099
15,15,15,01-16,1.3697191106371078,2.179055067354909,0.27947441090695085
16,16,16,01-17,0.7487793522191876,-0.4298778734089413,0.3813924228341888
17,17,17,01-18,0.9054146619898421,0.2282391400491821,0.3748071532861819
18,18,18,01-19,0.6133683428230229,-0.9988191244182946,0.11288836766539335
19,19,19,01-20,0.9377613084086756,0.3641464164335321,-0.30435393447604714
20,20,20,01-21,0.6927206536129065,-0.6654134200180283,0.9638403090092816
21,21,21,01-22,0.7738839393024515,-0.32439874549373376,0.8494176857143297
22,22,22,01-23,2.5598007430861047,7.179287587503032,1.071035400500392
23,23,23,01-24,0.7420155459232328,-0.458296599720529,0.8024240225288914
24,24,24,01-25,0.929845431513771,0.3308871642980801,0.9563442725359133
25,25,25,01-26,0.5541757860523331,-1.2475218513954724,0.8122407731759722
26,26,26,01-27,0.9125236267633084,0.2581080800241016,-0.4411220042067098
27,27,27,01-28,0.5680995957917886,-1.1890197416533794,-0.4748633836740261
28,28,28,01-29,0.7699591537423299,-0.3408890767930605,-0.4124623197156238
29,29,29,01-30,0.6938317915129215,-0.6607448765244268,-0.2945089838053278
30,30,30,01-31,1.0189561195822967,0.7052935480484936,-0.5123283992573648
31,31,31,02-01,0.7226168711266387,-0.5398018359336965,-0.2395340133332967
32,32,32,02-02,0.6014706293568188,-1.0488084126881203,-0.20957398359895565
33,33,33,02-03,0.9576585854771156,0.4477465738910293,-0.1340096066173573
34,34,34,02-04,0.8127430214334375,-0.16112889838701416,-0.16017187845008268
35,35,35,02-05,0.8017401058773759,-0.20735861463483693,0.02985701375250475
36,36,36,02-06,0.9815955699928846,0.5483199170521414,-0.0027649363061130012
37,37,37,02-07,0.993984124549762,0.6003715172818281,-0.12753045284165412
38,38,38,02-08,0.5548854554598105,-1.2445401130398268,0.0813543187032336
39,39,39,02-09,0.7794894915475871,-0.30084652532221745,0.0984428137685336
40,40,40,02-10,1.1110370654550283,1.0921797308823122,-0.14268383743379018
41,41,41,02-11,0.8261430159678127,-0.10482764424303703,-0.30657468794628856
42,42,42,02-12,0.6372591045982865,-0.8984399901618011,0.01720301552879903
43,43,43,02-13,0.7599428193079121,-0.3829735857931622,-0.05018277414380872
44,44,44,02-14,1.0172502311172489,0.6981261078106988,0.003145246747048044
45,45,45,02-15,0.6832604578924888,-0.7051612633578639,-0.11446528841448553
46,46,46,02-16,1.1871911617711552,1.4121478562274528,0.1663695955145433
47,47,47,02-17,0.6581914611780065,-0.8104908552122384,0.3512906550239972
48,48,48,02-18,1.0383001791101365,0.7865693134123718,0.03023123456925773
49,49,49,02-19,1.0240159264945632,0.7265527712635612,0.0598559764536468
50,50,50,02-20,0.5587672493739284,-1.228230414917738,-0.3891946188975217
51,51,51,02-21,0.725565523955628,-0.5274128120515295,-0.37142684329927417
52,52,52,02-22,0.5459327441903484,-1.2821557158795582,-0.3905557322199156
53,53,53,02-23,0.6835644053006013,-0.7038842016227532,-0.6745331829692961
54,54,54,02-24,1.0109835222204226,0.6717959798885227,-0.2925186324703438
55,55,55,02-25,0.6184871674161563,-0.9773119332327216,-0.11932051672264544
56,56,56,02-26,1.1042960799375063,1.0638568880759758,0.08837869831017597
57,57,57,02-27,0.9728978975949306,0.5117758824346609,0.0460834414170784
58,58,58,02-28,0.8425337761087358,-0.035960425682629735,0.08251479673122593
59,59,59,02-29,0.6231654440538597,-0.9576557429813388,0.2980118157133614
60,60,60,03-01,1.0630086470079865,0.8903841117734079,-0.04864545048313743
61,61,61,03-02,0.9262237093926744,0.3156701806600913,-0.11033335776875534
62,62,62,03-03,0.6092585668701563,-1.0160867091030172,0.2936535040073936
63,63,63,03-04,0.8848056197550324,0.14164843872095345,0.4714455990013418
64,64,64,03-05,1.4194397603963598,2.387960744974264,0.5751057311158086
65,65,65,03-06,0.8770581649955534,0.10909682698235028,0.4458674814556774
66,66,66,03-07,1.2110385861153092,1.5123449044602093,0.6921163963779655
67,67,67,03-08,0.7416674114477654,-0.4597593173006961,0.6510438105176074
68,68,68,03-09,0.960909786462836,0.4614067804307117,0.3301055652282679
69,69,69,03-10,0.8261526713179681,-0.10478707644119596,0.3415249350300673
70,70,70,03-11,0.9611298206122724,0.4623312732382268,-0.07587788084832507
71,71,71,03-12,0.893365385350412,0.17761304579314655,-0.06597487152902604
72,72,72,03-13,0.6149741961001222,-0.992071990810145,-0.3017053123366323
73,73,73,03-14,0.7558092211928689,-0.4003412613849017,-0.17869024686316834
74,74,74,03-15,0.6242792797608069,-0.9529758644149258,-0.2598491814952981
75,75,75,03-16,1.0018220659046142,0.6333033163995876,-0.4870246026632406
76,76,76,03-17,0.8452323014161468,-0.024622334554551224,-0.340441281434462
77,77,77,03-18,0.5689517166022738,-1.185439481214509,-0.2267494449073244
78,78,78,03-19,0.8242998034771641,-0.11257206343747336,-0.11281636873404705
79,79,79,03-20,0.9181647506989236,0.2818097577779241,-0.27381741562614303
80,80,80,03-21,0.7869793070925917,-0.26937740737526183,-0.4523035893002548
81,81,81,03-22,0.7719074914051861,-0.3327029649529885,-0.34547580100868097
82,82,82,03-23,0.5903484142211932,-1.0955393765992218,-0.4057641020234037
83,83,83,03-24,0.7215051686691619,-0.5444727514650665,-0.38567091066319503
84,84,84,03-25,0.7382062075492865,-0.4743018695258094,-0.22805074484737745
85,85,85,03-26,0.9468584618958088,0.4023689059391762,0.19390239450841595
86,86,86,03-27,1.012065876749252,0.6763435875196432,0.5435961389602056
87,87,87,03-28,1.374469886907521,2.199015871181772,0.7993727638573432
88,88,88,03-29,1.0897221140371292,1.0026230901115163,1.0082264588682055
89,89,89,03-30,1.0867622587024826,0.9901869979177584,1.0743869913923596
90,90,90,03-31,1.036455873299833,0.7788203005393638,0.7931070530654697
91,91,91,04-01,1.0413377896863991,0.7993321010841015,0.3128870599142985
92,92,92,04-02,0.6103892505159154,-1.0113360424416975,0.08337012688318217
93,93,93,04-03,0.6887005858826213,-0.6823040877252551,-0.04045970955999199
94,94,94,04-04,0.7619646924743415,-0.37447850807518174,0.10617480309934367
95,95,95,04-05,0.9099293454652964,0.2472079792587135,0.07691707841146796
96,96,96,04-06,1.2458545836547856,1.6586273764953776,0.1609231682022058
97,97,97,04-07,0.9995568357591692,0.6237857529568472,0.2746940300837985
98,98,98,04-08,0.7303525971054737,-0.5072995036972706,0.3257048489490565
99,99,99,04-09,0.8511689660880654,0.0003210835643010971,0.2585438761884753
100,100,100,04-10,0.8348097511908447,-0.06841359488363323,-0.14048567798638073
101,101,101,04-11,0.8140213574534819,-0.15575785730477398,-0.12693792981417812
102,102,102,04-12,0.6760277910234613,-0.7355499485537585,-0.05491012698466488
103,103,103,04-13,1.0189034475766996,0.7050722419900629,-0.07546259802928032
104,104,104,04-14,0.8332105720028359,-0.07513268672019115,0.19396046692236094
105,105,105,04-15,0.8218193890117031,-0.12299374270339165,0.3453867606275969
106,106,106,04-16,1.2195543881633226,1.5481247948262145,0.4114867122887906
107,107,107,04-17,1.0302628823213176,0.7527999049266418,0.2761493590907514
108,108,108,04-18,0.7704206074304346,-0.33895023858659634,0.2412959824840296
109,109,109,04-19,0.8256374373546658,-0.10695187719817173,0.4354112059945035
110,110,110,04-20,0.7834388505942581,-0.2842529463605221,0.2618473655294292
111,111,111,04-21,1.099022052465086,1.041697598359452,0.2198345737458218
112,112,112,04-22,0.9716997480890958,0.5067417520357685,0.3588432202925631
113,113,113,04-23,0.9702672901626224,0.5007231542249972,0.4686121895257408
114,114,114,04-24,0.9689293403826824,0.4951016406938518,0.4138804154915132
115,115,115,04-25,0.9823909885995914,0.551661938200894,0.17070591828140047
116,116,116,04-26,0.7052801505013827,-0.6126435905658881,0.20485822751788407
117,117,117,04-27,0.7517611983624027,-0.4173493849012239,0.00910696178902537
118,118,118,04-28,1.020470323174496,0.7116556074546704,0.058234805517547936
119,119,119,04-29,0.6907283068047165,-0.6737844401481551,0.06055679999815323
120,120,120,04-30,1.0390854511965941,0.7898687030649872,0.254320932949297
121,121,121,05-01,0.9857068699761652,0.5655939050845258,0.3788205305357877
122,122,122,05-02,0.9819814455592341,0.5499412071409742,0.3063161607429269
123,123,123,05-03,0.9295505516430196,0.3296482006177203,0.530095075181713
124,124,124,05-04,0.9169317956179208,0.27662938869750603,0.43698502509286935
125,125,125,05-05,1.010291656784792,0.6688890464845612,0.532508378582653
126,126,126,05-06,0.9061213620739672,0.23120840253192626,0.3204535769769052
127,127,127,05-07,1.122117232494375,1.1387340260232277,0.8296085446324408
128,128,128,05-08,0.6791604985971827,-0.7223876024935125,0.6418564933489989
129,129,129,05-09,1.6566399091504178,3.3845780065509348,0.655968649349605
130,130,130,05-10,0.6488159428610245,-0.8498829190031457,0.6728614195714101
131,131,131,05-11,1.0304442607881898,0.7535619824881978,0.3055174048173737
132,132,132,05-12,0.93024477091283,0.3325650238627569,0.3276991905623559
133,133,133,05-13,0.5975383898257923,-1.0653300625009905,-0.15873895668005336
134,134,134,05-14,0.7108367884700868,-0.5892968880236197,0.025557960799956536
135,135,135,05-15,0.9619908879022264,0.4659491230964794,-0.04463663151625009
136,136,136,05-16,0.911997755538125,0.2558985858769137,0.06582045418778726
137,137,137,05-17,0.9302041683411032,0.3323944285909581,0.22014501828609487
138,138,138,05-18,1.0879809741880233,0.995307538086981,0.3458771646498526
139,139,139,05-19,0.8179187362545459,-0.1393826779111442,0.3458078518882935
140,140,140,05-20,0.8903862602912064,0.16509599015892598,0.5281279292663307
141,141,141,05-21,0.961891907091922,0.4655332465271251,0.4969830329122668
142,142,142,05-22,1.172356578180862,1.3498190501451366,0.4597302402443004
143,143,143,05-23,0.8857282737348244,0.14552505046657516,0.4179390181977296
144,144,144,05-24,1.03478281094309,0.7717907820791827,0.25031221341704035
145,145,145,05-25,0.7582395526708015,-0.3901300101905691,0.015750621944469783
146,146,146,05-26,0.6510098944860789,-0.8406648385252091,0.0970682109043031
