,unnamed: 0,unnamed: 0,mth_day,divorce,divorce_norm,divorce_ravg
57,57,57,02-27,0.6272883223622905,-1.4339398499983786,-0.000261107989115476
58,58,58,02-28,0.9532110993391032,0.11577953960800196,-0.40700352733484935
59,59,59,02-29,0.7317769415659694,-0.9371103842115828,-0.35504514360057965
60,60,60,03-01,0.5728309167383667,-1.6928775596787864,-0.34624071273714224
61,61,61,03-02,1.0896752045727218,0.7646481821357688,-0.043162852051293187
62,62,62,03-03,1.1614769244501204,1.1060557957221209,0.04364561123105113
63,63,63,03-04,1.0097316678766537,0.3845273141167155,0.10179090176567468
64,64,64,03-05,1.0627516610994778,0.6366303193020678,0.28397612977961484
65,65,65,03-06,0.8051484487675983,-0.5882386410038415,0.19820882059193928
66,66,66,03-07,0.8027240799911239,-0.5997661915951452,0.12963584193955258
67,67,67,03-08,0.981448438726902,0.2500443270097153,-0.03507960942477953
68,68,68,03-09,1.0749470825528689,0.694617923807801,-0.22390778534752606
69,69,69,03-10,0.8018830043842733,-0.6037653940692771,-0.22894783027014384
70,70,70,03-11,0.8244759943653629,-0.4963387362344115,-0.2682825119586437
71,71,71,03-12,0.7987885924673501,-0.6184789105395483,-0.5402097556015812
72,72,72,03-13,0.7530890217732447,-0.8357742817261447,-0.6479223711109658
73,73,73,03-14,0.6383129666737297,-1.3815191348479103,-0.26092766610011503
74,74,74,03-15,0.9390283026845816,0.04834223075149332,-0.38146078138759215
75,75,75,03-16,1.2902180788953896,1.7182028359958281,-0.5875635940925821
76,76,76,03-17,0.6723794745090595,-1.2195374279592743,-0.3763261835194845
77,77,77,03-18,0.538714666142131,-1.855095786769488,-0.2705319047538025
78,78,78,03-19,1.0196421174515344,0.4316501817124405,-0.2322818064506413
79,79,79,03-20,0.7718110645416077,-0.7467534622538181,-0.6620635970570098
80,80,80,03-21,0.9872947630859146,0.2778428205704602,-0.21780598665065767
81,81,81,03-22,0.7478914785006964,-0.8604879076423823,-0.008243475921909845
82,82,82,03-23,1.2329726052957806,1.446008234478838,0.273699102580323
83,83,83,03-24,0.8031542643236883,-0.597720722397001,0.7677457657193881
84,84,84,03-25,1.3754155900546898,2.1233056527258376,0.8070267040207697
85,85,85,03-26,1.3952312584928896,2.2175265165805733,1.1118455757979748
86,86,86,03-27,1.0368620044044592,0.5135284503787498,1.0604053241178042
87,87,87,03-28,1.1325317449806789,0.9684253230208486,1.1213107780231961
88,88,88,03-29,1.1680619519668096,1.137366724397814,0.9581179813677876
89,89,89,03-30,0.880008725084822,-0.23228799896464936,0.4236993602620399
90,90,90,03-31,1.1694883112508059,1.1441488727933873,0.35399948533043896
91,91,91,04-01,0.7208671036900844,-0.9889852100539136,0.37306073339771934
92,92,92,04-02,0.9489101715307134,0.09532920078914456,0.4794464316282774
93,93,93,04-03,1.156584466825928,1.0827928114245309,0.690147321477284
94,94,94,04-04,1.3023063413593725,1.775680913781162,0.9617205399842276
95,95,95,04-05,1.1458848040381198,1.0319173401293904,1.1878007023170356
96,96,96,04-06,1.5121770513747657,2.7735881838350487,1.245726697323428
97,97,97,04-07,1.0061497483587796,0.3674957639429342,1.0069222955182182
98,98,98,04-08,1.0220049573800034,0.4428851708275002,0.5495893318232903
99,99,99,04-09,0.8552455496801238,-0.3500335994067284,0.32474262642502666
100,100,100,04-10,0.7252138798589229,-0.968316868388405,-0.2745207331128959
101,101,101,04-11,0.8621586155075521,-0.3171628922601911,-0.3601602663629385
102,102,102,04-12,0.7559875905305198,-0.8219919733924865,-0.43169542311578096
103,103,103,04-13,0.898084218496855,-0.14634143555732138,-0.4403543406541816
104,104,104,04-14,0.93173724660581,0.013674230310445236,-0.16241102233646704
105,105,105,04-15,0.8443191646765307,-0.4019871046371324,0.05331527508905785
106,106,106,04-16,1.0759408259982568,0.6993430415178821,0.19669657182212308
107,107,107,04-17,1.1343760804063217,0.9771948922929584,0.28685841071348656
108,108,108,04-18,0.9369154309299864,0.03829580700590488,0.574633100573477
109,109,109,04-19,1.011856287579399,0.3946295977908597,0.7447394581923671
110,110,110,04-20,1.2948700564235869,1.7403223694703882,0.9565540875579284
111,111,111,04-21,1.05897042410476,0.618651041076207,0.9278665831966156
112,112,112,04-22,1.3432222938696987,1.97023081771125,1.126790156100663
113,113,113,04-23,1.0981763226359231,0.8050698661250819,0.9246339707359365
114,114,114,04-24,1.1879301258038908,1.231837244430189,0.7145857198260964
115,115,115,04-25,0.75676247217384,-0.8183075143974996,0.8902135308888764
116,116,116,04-26,1.0298175197070694,0.4800328640113485,0.6566652426867988
117,117,117,04-27,1.280589012398267,1.6724179074528878,0.4568027407337217
118,118,118,04-28,1.048515882530279,0.5689410884987844,0.3541945039681224
119,119,119,04-29,0.8459768260549623,-0.3941051455933806,0.34191628484507497
120,120,120,04-30,1.058452382833278,0.6161878238365934,0.372345675031964
121,121,121,05-01,0.7412690171661053,-0.8919768291357841,0.1616529562579585
122,122,122,05-02,1.0682153022395864,0.6626092051326821,0.15719326959715893
123,123,123,05-03,1.0147232442385483,0.4082615948088552,0.13939248865362416
124,124,124,05-04,1.0428883600096883,0.5421829685339871,0.02234831857561441
125,125,125,05-05,0.8235146435603119,-0.5009098312545893,0.2468328774372911
126,126,126,05-06,0.9107584408333892,-0.08607719663146493,0.166256007802609
127,127,127,05-07,1.024538225656279,0.45493052403427603,0.13494254637803285
128,128,128,05-08,0.9665381704146904,0.1791479873245894,0.23757187051593456
129,129,129,05-09,0.9752098831512368,0.2203808262613985,0.2737737756786811
130,130,130,05-10,1.1723927123974105,1.1579589133613972,0.24501888532426186
131,131,131,05-11,0.8691965607188387,-0.28369840027811016,0.12432752403072225
132,132,132,05-12,0.8744736510366126,-0.2586065387579804,0.2691920760249628
133,133,133,05-13,0.872242020703097,-0.2692176437269618,0.3987640256808897
134,134,134,05-14,1.1493376787184109,1.0483352992900326,0.45610348088785707
135,135,135,05-15,1.138712191762936,0.99781252419696,0.9215122578202256
136,136,136,05-16,1.2447473642010731,1.5019956446032017,1.1081091941696697
137,137,137,05-17,1.4564796083125342,2.5087542613161,0.896499569391803
138,138,138,05-18,1.109933794640378,0.8609750793386838,0.9777504132747732
139,139,139,05-19,0.6052192409462746,-1.5388753923941618,0.9749685111724676
140,140,140,05-20,1.2518652750599912,1.5358403625878547,1.063891882070988
141,141,141,05-21,1.1352018068588998,0.9811211115831258,0.6144953041472807
142,142,142,05-22,1.3569566538663955,2.0355358699943245,0.4802282751647178
143,143,143,05-23,0.8894017942652823,-0.18762520622614395,0.7306859685789183
144,144,144,05-24,0.9405069297411602,0.05537290544330653,0.4666682228996403
145,145,145,05-25,0.921263038940556,-0.03612923190895912,0.2274609156241571
146,146,146,05-26,0.9187105216766543,-0.04826611148781333,-0.06423627757336055
147,147,147,05-27,0.8333544774007324,-0.4541227320697736,-0.2258018314743427
148,148,148,05-28,0.9888741743637388,0.2853527108092187,-0.1250890080515842
149,149,149,05-29,0.6855278761442225,-1.1570185296320368,-0.04296359877966095
150,150,150,05-30,1.0675929169486562,0.6596498459798574,0.12799593165502002
151,151,151,05-31,1.0248942187390913,0.4566232237225805,0.1701274599561418
152,152,152,06-01,1.1344383700224463,0.9774910711202722,0.08197909968690963
153,153,153,06-02,0.8865187784771997,-0.20133356226304272,0.5915366664092839
154,154,154,06-03,0.8776428434882911,-0.24353745080617434,0.5721963692262899
155,155,155,06-04,1.328520736488647,1.9003268707022087,0.6937809912571828
156,156,156,06-05,1.0431880727902336,0.5436080628818931,0.7798442761646543
157,157,157,06-06,1.1783175981550893,1.186130955907938,0.9401000868806504
158,158,158,06-07,1.243038617270747,1.4938707805651013,0.9396096579448175
159,159,159,06-08,1.088739977510507,0.7602013020329353,0.8477990628395441
160,160,160,06-09,0.8770239883778171,-0.24648002442117145,0.9152551611692628
161,161,161,06-10,1.2126681596416675,1.3494633000705678,0.5323993548044692
162,162,162,06-11,1.1283085624960263,0.9483446528602067,0.02476475457200933
163,163,163,06-12,0.6952052549954514,-1.1110038822808237,-0.1457695894252757
164,164,164,06-13,0.6024722810414481,-1.5519368208296582,-0.08898379068833556
165,165,165,06-14,0.8735486570497183,-0.2630047619507748,-0.2022547269522724
166,166,166,06-15,0.9486800004583944,0.0942347680004694,-0.25995870373723023
167,167,167,06-16,1.069735529339032,0.6698376824869468,0.2566648050343758
168,168,168,06-17,1.0554939336703426,0.6021207921504594,0.5840569408200262
169,169,169,06-18,1.3471143803234138,1.9887371703488128,0.4117663046830427
170,170,170,06-19,1.0155969593720118,0.4124159938842447,0.6411830678338912
171,171,171,06-20,0.6561411330032009,-1.2967485787726758,0.5079908172426768
172,172,172,06-21,1.238172984927594,1.4707353469055608,0.7873449425632221
173,173,173,06-22,0.9016648896775921,-0.12931582106033976,0.3524776532563957
174,174,174,06-23,1.4080011277922135,2.2782455440737306,0.2394993237470288
175,175,175,06-24,0.7983705670969722,-0.6204665654921452,0.7119062757011814
176,176,176,06-25,0.8730335592925423,-0.2654539831719573,0.5407973129483868
177,177,177,06-26,1.2522549327401562,1.5376931329522396,0.5801748476595361
178,178,178,06-27,1.0222565731692914,0.4440815703887941,0.31107311492625445
179,179,179,06-28,0.9513540226250156,0.10694938720655536,0.3723625508522481
180,180,180,06-29,1.0684310690708856,0.6636351476740407,0.44388768187560257
181,181,181,06-30,0.8757095613315967,-0.2527299499361831,0.039954699871247334
182,182,182,07-01,0.9632886189495674,0.16369680296816955,0.16898157767146024
183,183,183,07-02,0.7425460392836851,-0.8859047590738919,0.27018810260243314
184,184,184,07-03,1.1850710746822697,1.2182428371900715,0.3672716000747239
185,185,185,07-04,1.079062994487543,0.7141885367923931,0.7515680204263276
186,186,186,07-05,1.1909373368778355,1.2461361325077849,0.8091601516202722
187,187,187,07-06,1.3606397648636936,2.0530485721734397,0.8815306397757524
188,188,188,07-07,1.035962113738237,0.509249590131836,0.6660226231281657
189,189,189,07-08,0.8338678255205829,-0.4516818301410112,0.7952238988966447
190,190,190,07-09,0.9131290506579579,-0.07480526269544786,0.7275449811736997
191,191,191,07-10,1.2420975626932302,1.4893961914032658,0.4491559729312722
192,192,192,07-11,1.105535679177792,0.8400626261701157,0.30173833656008986
193,193,193,07-12,1.0093504182062767,0.3827145227188747,0.3926002116945286
194,194,194,07-13,0.8499409576101307,-0.3752562280952581,0.5260554281715681
195,195,195,07-14,0.9485232458389352,0.09348942066562088,0.36180143240730606
196,196,196,07-15,1.0815315177676437,0.7259260361667894,0.38728273227478827
197,197,197,07-16,1.0348311938729111,0.5038722168176923,0.2555277507807239
198,198,198,07-17,1.1376896397056968,0.9929504253750098,0.27721449112296265
199,199,199,07-18,0.8430934181180955,-0.4078153662455117,0.2749723779205577
200,200,200,07-19,0.877306696272197,-0.2451357860418253,0.21618432877614904
201,201,201,07-20,0.9456940016565684,0.0800367414511913,-0.03598065455385816
202,202,202,07-21,1.0073489359710968,0.3731977413003373,-0.42347320719023296
203,203,203,07-22,0.7166330264842882,-1.009117683162351,-0.3428350782090965
204,204,204,07-23,0.6487263486992189,-1.332004890443239,-0.08010213689241473
205,205,205,07-24,0.9448478509683748,0.07601340764130686,0.012889475037271149
206,206,206,07-25,1.2088401999949654,1.3312618618582657,0.17717481750006614
207,207,207,07-26,1.0630368623019582,0.6379864130293065,0.5471030136562305
208,208,208,07-27,1.2146548600932467,1.3589097960771073,0.7551058582692413
209,209,209,07-28,1.1834324707521835,1.2104514937746351,0.7422254843198858
210,210,210,07-29,0.9111978587933188,-0.08398782276517427,0.3572706425749201
211,211,211,07-30,0.9285945578590721,-0.0012688360548262839,0.2474053769399069
212,212,212,07-31,0.7230791575495089,-0.9784671886115284,-0.19234354997642325
213,213,213,08-01,0.9244017285769284,-0.02120518078077222,-0.4092503937201297
214,214,214,08-02,0.6597510792111585,-1.2795837654208742,-0.506052870893784
215,215,215,08-03,0.90972531577035,-0.0909895686876036,-0.5761749695036891
216,216,216,08-04,0.7890462006662866,-0.6648026858071003,-0.4563278819736593
217,217,217,08-05,0.8401099357023327,-0.4220014277142569,-0.4707405895596384
218,218,218,08-06,0.8743100029877596,-0.2593846634313496,-0.055849948912607784
219,219,219,08-07,0.9062148372790004,-0.1076814262966468,-0.05700918752091792
220,220,220,08-08,1.1832870586211397,1.2097600784613096,0.06161555386868495
221,221,221,08-09,0.908262513140662,-0.09794500033746442,0.07044442830467469
222,222,222,08-10,0.9387346102886596,0.04694576253051693,0.21562961992736507
223,223,223,08-11,0.8512507833669731,-0.3690281810983185,0.11619919682457805
224,224,224,08-12,1.0575141152171228,0.6117264863047928,-0.13027379489743912
225,225,225,08-13,0.7807470661548195,-0.7042639649133688,-0.13011280327693892
226,226,226,08-14,0.8722714162387089,-0.26907787187079346,-0.32065766883063906
227,227,227,08-15,0.9084656628323106,-0.0969790506144632,-0.5321753932845866
228,228,228,08-16,0.6982927129886234,-1.0963234307916838,-0.7142299725623557
229,229,229,08-17,0.5843439694126475,-1.6381345278220043,-0.2407918149936753
230,230,230,08-18,0.8277858130321959,-0.4806009893618223,-0.28070020254048783
231,231,231,08-19,1.3781621081674091,2.1363649804987137,-0.3578567671238071
232,232,232,08-20,0.8219124186763397,-0.5085281971516687,0.14327010286998262
233,233,233,08-21,0.8111044942505324,-0.5599184381143785,0.547575833162946
234,234,234,08-22,1.330647172182266,1.9104377891710544,0.6812801754287062
235,235,235,08-23,1.0945232208893565,0.7876998539357762,0.019815229700070363
236,236,236,08-24,0.9965026432559558,0.32162506423273857,-0.15871062349212348
237,237,237,08-25,0.5434826425922201,-1.8324246938731013,0.009875786220894505
238,238,238,08-26,0.5966368924431676,-1.5796833163048318,-0.4915899152614212
239,239,239,08-27,1.023837784610306,0.4516000201637295,-0.9593742614254276
240,240,240,08-28,0.6978651533914155,-1.0983564197228393,-1.0546316589384996
241,241,241,08-29,0.5042425256205957,-2.0190062230482626,-0.6896824941506278
242,242,242,08-30,0.8763006670791069,-0.24991932084569304,-0.3618538499046156
243,243,243,08-31,1.0039992214287652,0.3572702948541289,-0.38503453244932734
244,244,244,09-01,1.0103123855232754,0.3872885491712408,-0.2202820142958932
245,245,245,09-02,0.9945868925667756,0.3125159248954593,0.08298479835092018
246,246,246,09-03,0.9057605901677288,-0.10984131080223447,-0.07046155752214221
247,247,247,09-04,0.8869243030017047,-0.19940534716738248,-0.12229624485808885
248,248,248,09-05,0.6826720808000514,-1.1705974560840673,-0.09118005478528607
249,249,249,09-06,0.9385908435499252,0.04626217083844918,-0.051846973498529465
250,250,250,09-07,1.049576816795735,0.5739856896080574,-0.07079673986930246
251,251,251,09-08,1.0442199312937046,0.548514412615999,-0.0629024829662141
252,252,252,09-09,0.8818485431737518,-0.22353990902687249,-0.04788321031337658
253,253,253,09-10,0.8968857895105999,-0.1520398057488524,-0.17131234285353433
254,254,254,09-11,0.7016243753277518,-1.080481820167042,-0.2904753032068608
255,255,255,09-12,0.7828399408750415,-0.6943126244024973,-0.6746482375562133
256,256,256,09-13,0.8992092474992108,-0.14099207251190182,-0.6202097892183019
257,257,257,09-14,0.5594455504261808,-1.7565231934801158,-0.5371240059957166
258,258,258,09-15,0.9505425159365524,0.10309078100059466,-0.25975848039436705
259,259,259,09-16,1.0017288315870494,0.34647489358666045,-0.016520932569070557
260,260,260,09-17,1.0516222250594482,0.5837113334410552,-0.11440356906574364
261,261,261,09-18,1.0897728898357693,0.7651126625492816,-0.1844926189039905
262,262,262,09-19,0.7756945741250438,-0.7282878914919402,0.2889418857376052
263,263,263,09-20,0.4710026313577818,-2.177057492509597,0.6457261365982938
264,264,264,09-21,1.547952948448296,2.9436978088501693,0.5122415460165176
265,265,265,09-22,1.4519423912882394,2.4871803987507914,0.7407376347140108
266,266,266,09-23,0.8831826917950077,-0.21719621004960216,0.583891809300649
267,267,267,09-24,1.3781041074333338,2.13608919473424,0.8489655117037026
268,268,268,09-25,0.5777763162050965,-1.6693628439721102,0.3916317269098846
269,269,269,09-26,0.8054898595752924,-0.5866152780912753,0.13548645829004402
270,270,270,09-27,0.9708594508318934,0.19969510008726124,0.7016805887199027
271,271,271,09-28,1.128721641191329,0.9503087870317474,0.2147537697533436
272,272,272,09-29,1.5976432497591515,3.1799685725295497,0.7931857951810257
273,273,273,09-30,0.7636681956685246,-0.7854717190651147,0.8089379943235296
274,274,274,10-01,1.3076794455745877,1.8012293085939823,0.7787867317466212
275,275,275,10-02,0.8253670083899072,-0.4921020832362514,0.983266189020302
276,276,276,10-03,0.9328126277967153,0.01878752462581014,0.4273536707056791
277,277,277,10-04,1.3867471121107198,2.1771855306738317,0.21012821998139786
278,278,278,10-05,0.8961566982952964,-0.15550653735818726,-0.23426793574452665
279,279,279,10-06,0.4895590016882649,-2.0888244234108018,-0.4925367896947401
280,280,280,10-07,0.7469114892978003,-0.8651476257615643,-0.6201873885840394
281,281,281,10-08,0.4994665802842002,-2.041715206937532,-0.8237317831172527
282,282,282,10-09,0.7717348044754715,-0.7471160687099861,-0.7192930757550559
283,283,283,10-10,1.1299015641389203,0.9559191634745516,-0.4278680504688226
284,284,284,10-11,1.0279442480503584,0.4711257068149937,-0.4682980629802685
285,285,285,10-12,0.8572980420287946,-0.3402742716934028,-0.2340509045391652
286,286,286,10-13,0.6958942714479883,-1.1077277008302395,-0.2423349132619021
287,287,287,10-14,0.7950548715197251,-0.6362322562909122,-0.7534229088804733
288,288,288,10-15,0.761281503785595,-0.7968201210464078,-1.111714200392704
289,289,289,10-16,0.4849775091311549,-2.110608810236875,-1.1775913112920655
290,290,290,10-17,0.5758290064932334,-1.6786220422583893,-1.2136353662329609
291,291,291,10-18,0.7741700213011858,-0.7355369370895726,-1.2760917565196728
292,292,292,10-19,0.6504115399600952,-1.3239920304756123,-1.1246413317688737
293,293,293,10-20,0.7162433384174787,-1.010970598011183,-0.7545448266761697
294,294,294,10-21,0.9523914944335238,0.11188242745838643,-0.7538453366454608
295,295,295,10-22,0.9519893365557236,0.10997022031934872,-0.5872054284362446
296,296,296,10-23,0.5767116684827722,-1.6744251020741376,-0.4364782620631778
297,297,297,10-24,0.98444708953547,0.2643025121657268,-0.30055780359742623
298,298,298,10-25,0.8406088761732021,-0.4196290322372122,-0.32335489233474524
299,299,299,10-26,0.887756608116083,-0.19544784721667333,-0.2887756573703207
300,300,300,10-27,0.9236246459908221,-0.024900104965527584,0.00932933456305407
301,301,301,10-28,0.9956236629799472,0.31744563010589616,0.03622518113251464
302,302,302,10-29,0.9528799249550114,0.11420484952611068,-0.14344326231660665
303,303,303,10-30,1.0183860170413872,0.42567759158249024,-0.21992188966500428
304,304,304,10-31,0.6138915552823055,-1.49763969293194,-0.2521084437322096
305,305,305,11-01,0.7912509048051282,-0.6543196113070593,-0.30219512886915484
306,306,306,11-02,0.8830095598535994,-0.2180194293687594,-0.2266336417289789
307,307,307,11-03,0.9324210279007952,0.016925519284224685,-0.2648816602191763
308,308,308,11-04,1.0482283211345766,0.5675737723671666,-0.21115993645537026
309,309,309,11-05,0.9701221810832455,0.1961894806413056,0.013754011329460858
310,310,310,11-06,0.6816811183884164,-1.1753093503491039,0.2534709184286916
311,311,311,11-07,1.0750619441500082,0.6951640754019275,0.2974779618597812
312,312,312,11-08,1.1854999354947724,1.2202820132266252,0.4594716838749485
313,313,313,11-09,0.9879519758819372,0.2809677798707619,0.4048448043462107
314,314,314,11-10,1.2526425296142294,1.53953610445817,0.4883955447964055
315,315,315,11-11,0.9011904335953104,-0.1315717965311216,0.3683489094849176
316,316,316,11-12,0.7871108737181717,-0.6740049076479349,0.028374234851821445
317,317,317,11-13,0.923579296349955,-0.02511573646699962,0.021027050859599286
318,318,318,11-14,0.7564977917466028,-0.8195660345719515,-0.5142606753136622
319,319,319,11-15,0.9786808215332284,0.2368846759174289,-0.631396317541893
320,320,320,11-16,0.5771816815429971,-1.6721902525813988,-0.5770376280824774
321,321,321,11-17,0.7533810660903293,-0.8343856499005065,-0.6521857797395151
322,322,322,11-18,0.8557042015435383,-0.34785277089144123,-0.5720058758986039
323,323,323,11-19,0.8287524737509655,-0.4760046464092262,-0.7893531960702599
324,324,324,11-20,0.8576740063290418,-0.3384866115264843,-0.6088332779379221
325,325,325,11-21,0.7044178447624192,-1.0671992451125074,-0.4648700635435222
326,326,326,11-22,0.8049734485373907,-0.5890707437873716,-0.4133299102260904
327,327,327,11-23,0.9350432080211288,0.02939363646589245,-0.215896440072463
328,328,328,11-24,0.9207409172522888,-0.03861185098685048,-0.22242052632860893
329,329,329,11-25,1.0778868601135814,0.7085961745125379,0.08717481062185063
330,330,330,11-26,0.8494414902073479,-0.37763112906336,0.25329655747862906
331,331,331,11-27,1.095085365481489,0.7903727765902502,0.07627569582726887
332,332,332,11-28,1.0145966670952444,0.4076597373532992,0.1188190597556784
333,333,333,11-29,0.711666777942802,-1.0327315334422689,0.1624275965119591
334,334,334,11-30,0.9744248992937248,0.21664833258360688,0.13735369751541382
335,335,335,12-01,1.1329149464684114,0.9702473950502218,-0.08919071305666766
336,336,336,12-02,0.8178016145805772,-0.5280745230426317,-0.3354078854323306
337,337,337,12-03,0.8092169022070562,-0.5688936868422387,-0.2377815915947203
338,338,338,12-04,0.7039038341930102,-1.0696432969006784,-0.2945080640025071
339,339,339,12-05,0.8348579814867803,-0.4469737704166072,-0.4880942654237638
340,340,340,12-06,0.9028437490316492,-0.12371050186311412,-0.28998036558958656
341,341,341,12-07,0.8886352938754316,-0.19126981347731808,-0.2149379689517861
342,342,342,12-08,1.0677946113439258,0.6606088759624317,-0.19651662142202755
343,343,343,12-09,0.9039102762484028,-0.11863930701543585,-0.3423224568079533
344,344,344,12-10,0.7271490879447058,-0.9591152117221268,-0.15035685293208004
345,345,345,12-11,0.6508707006134019,-1.3218087827321616,-0.16939709981060228
346,346,346,12-12,1.145078426298532,1.028083121392125,-0.5562217930534683
347,347,347,12-13,0.864609072695293,-0.3055112947484515,-0.6093346576566022
348,348,348,12-14,0.5796740687328892,-1.6603392834947643,-0.2137132288150686
349,349,349,12-15,0.8368890112087609,-0.4373164946342392,0.017945185755702586
350,350,350,12-16,1.2263699233463363,1.4146133613270748,-0.3182118487102317
351,351,351,12-17,0.9431923465578153,0.06814170469246549,-0.3382777308494256
352,352,352,12-18,0.7208936290704792,-0.9888590854034806,-0.0791360335119146
353,353,353,12-19,0.8392886382741042,-0.4259065875836152,0.02072466272662668
354,354,354,12-20,0.9066759073619276,-0.10548909946969827,-0.22723350828673985
355,355,355,12-21,0.9628997289445828,0.16184768279700845,-0.3622496955629135
356,356,356,12-22,0.9134801851933112,-0.07313566475312418,-0.3843806291491722
357,357,357,12-23,0.7728201450263541,-0.7419554189645763,-0.4628398659405553
358,358,358,12-24,0.6929673784993164,-1.1216446869210328,-0.4253140383076055
359,359,359,12-25,0.7402836732228869,-0.8966620083319142,-0.6296102967110994
360,360,360,12-26,0.9540284359519868,0.11966586632800058,-0.7747322940861664
361,361,361,12-27,0.7051054302680283,-1.0639298676239544,-0.9143368792320402
362,362,362,12-28,0.7303558155734002,-0.9438676490035268,-0.8060149660172158
363,363,363,12-29,0.5966580048043262,-1.5795829298398194,
364,364,364,12-30,0.8296550098183673,-0.4717132076320858,
365,365,365,12-31,,,
