,unnamed: 0,unnamed: 0,mth_day,1950s,1950s_norm,1950s_ravg
0,0,0,01-01,,,
1,1,1,01-02,3.8824583250033777,-1.395245808997028,
2,2,2,01-03,4.357090821599652,-0.584528993421092,
3,3,3,01-04,3.3953953071006886,-2.227195120707881,
4,4,4,01-05,3.237825798678771,-2.4963386180785285,-1.6667659721795476
5,5,5,01-06,3.7678953213273414,-1.5909301630796215,-1.5082030398073776
6,6,6,01-07,3.7003188410341363,-1.7063571287931347,-1.7496448878515414
7,7,7,01-08,4.439440385916705,-0.4438682147640072,-1.1512498983137192
8,8,8,01-09,3.5089810136987762,-2.0331800816860746,-0.8247550647900326
9,9,9,01-10,5.497370021661927,1.3631748165190527,-0.5153212868014502
10,10,10,01-11,4.384700181821134,-0.5373696169364087,-0.007052597872052406
11,11,11,01-12,4.854839544683084,0.2656725048518724,-0.06510293651172068
12,12,12,01-13,5.485708008744168,1.343255004783252,-0.034200645706627064
13,13,13,01-14,4.2355276758745575,-0.7921702466020168,-0.23935709131372074
14,14,14,01-15,3.6175311102570613,-1.8477663368555128,-0.38828210914525
15,15,15,01-16,4.776719500292359,0.13223614287649071,-0.14987742405024432
16,16,16,01-17,3.861573104688964,-1.4309197239255842,-0.08096954169550911
17,17,17,01-18,5.692280747674578,1.6961006154219065,-0.07591224227791171
18,18,18,01-19,5.727759878956992,1.7567022989116634,0.2328898013507325
19,19,19,01-20,4.253292389292304,-0.7618264500964325,0.25868672788536234
20,20,20,01-21,4.702256248102186,0.005045924916352644,0.2016045949405787
21,21,21,01-22,4.867336046615828,0.2870177020842698,-0.2628183373224676
22,22,22,01-23,3.6610613988743306,-1.7734125215942862,-0.872488859575582
23,23,23,01-24,4.060908029742406,-1.0904369781563714,-0.9899798582732068
24,24,24,01-25,3.586177739408695,-1.9013208346070232,-1.3653592369588186
25,25,25,01-26,3.840583204274396,-1.4667724422821802,-1.7485264208327704
26,26,26,01-27,3.383665724852172,-2.24723034719732,-1.7049969319046971
27,27,27,01-28,3.5213893959348965,-2.0119854011594405,-1.415817580206138
