,unnamed: 0,unnamed: 0,mth_day,long,long_norm,long_ravg
0,0,0,01-01,,,
1,1,1,01-02,7.877803585813501,-0.9926353572262092,
2,2,2,01-03,9.127667871115364,0.3067406663722081,
3,3,3,01-04,7.498787522999701,-1.3866656454506467,
4,4,4,01-05,6.955677442905513,-1.9512903207437464,-1.2843047418199454
5,5,5,01-06,7.40765813758845,-1.4814050022281244,-1.3329431637478943
6,6,6,01-07,6.715893691573753,-2.200572791643155,-1.84672149202568
7,7,7,01-08,7.597093035408696,-1.284465888793903,-1.6477721358045772
8,8,8,01-09,6.16246070360973,-2.7759293032945043,-1.4321336469213115
9,9,9,01-10,8.646998773978135,-0.192969508124032,-1.2217535502381456
10,10,10,01-11,8.200207929370544,-0.6574593874441526,-0.8630902324507601
11,11,11,01-12,8.621840473142642,-0.21912442212912966,-0.8092928699558284
12,12,12,01-13,8.785874035410865,-0.04859288491884138,-0.4094302851863781
13,13,13,01-14,7.907577764100138,-0.9616817138243126,-0.2469550476926483
14,14,14,01-15,8.470217448332994,-0.37675379467780223,-0.3465754783994608
15,15,15,01-16,9.584704224446467,0.7818819168383468,-0.08962040811093991
16,16,16,01-17,7.625261111056856,-1.2551819716850274,0.06746799977155203
17,17,17,01-18,10.104824425970028,1.3226059996019957,0.2177124294703626
18,18,18,01-19,9.692490074562617,0.8939375623761102,0.22060987611828495
19,19,19,01-20,8.774694641750603,-0.06021513563144916,0.002785433983278795
20,20,20,01-21,8.486939698173082,-0.3593691147902678,-0.28732305674614617
21,21,21,01-22,8.327557783019651,-0.5250647359716905,-0.6822324320128853
22,22,22,01-23,5.950936351293866,-2.9958329160615773,-1.034153049070519
23,23,23,01-24,7.825654508505182,-1.046850251998439,-1.5263666810309295
24,24,24,01-25,7.661424382106823,-1.2175861399696923,-1.8787214934055267
25,25,25,01-26,5.933945413721918,-3.013496927393911,-2.0879872557310617
26,26,26,01-27,6.453368101915793,-2.4734979890378503,-1.6863459128854847
27,27,27,01-28,7.119806688415848,-1.7806593099249024,-1.5926616418075819
28,28,28,01-29,8.268958975106019,-0.585984858988114,-1.5435811943245052
29,29,29,01-30,8.366341526219452,-0.484744625531021,-1.1662557929317978
30,30,30,01-31,7.944686027550372,-0.9231034550712316,-0.8413271357258246
31,31,31,02-01,8.111631631904839,-0.7495445190376674,-0.41160064848697697
32,32,32,02-02,8.32865308426368,-0.5239260458020101,-0.5564420730417526
33,33,33,02-03,9.599919199776409,0.7976996135081839,-0.6695091550330045
34,34,34,02-04,7.433024863830433,-1.4550334063167676,-0.5335815948277203
35,35,35,02-05,7.713789046917255,-1.1631471174785322,-0.3561128278307459
36,36,36,02-06,8.729174888988576,-0.1075380938395267,-0.17713012004437242
37,37,37,02-07,9.13587035694366,0.31526808294417913,-0.4048306734356788
38,38,38,02-08,9.361629328642703,0.5499702009162306,-0.2811971814889547
39,39,39,02-09,8.285774021204668,-0.5685037068396546,-0.011235491027035879
40,40,40,02-10,8.14656005262097,-0.7132324546364228,-0.07357587540548502
41,41,41,02-11,9.27183907637824,0.4566230252929807,-0.16586249303304293
42,42,42,02-12,8.369385181229454,-0.4815804001102216,-0.041992444325429285
43,43,43,02-13,8.603249720780642,-0.2384516228211684,-0.1882301949411936
44,44,44,02-14,10.076529775102367,1.2931904931619125,-0.10234284307744457
45,45,45,02-15,7.441781189238981,-1.44593021053424,-0.3036749011858012
46,46,46,02-16,8.642248129224255,-0.1979083434539291,-0.32838096014736234
47,47,47,02-17,8.109876360370523,-0.7513693233571592,-0.3360616268491045
48,48,48,02-18,8.226797261339557,-0.6298167538795884,-0.4801113364414382
49,49,49,02-19,8.558921716461017,-0.28453562303162144,-0.378128178322872
50,50,50,02-20,9.245164947410858,0.4288922356079105,-0.15476168643372734
51,51,51,02-21,8.030364192402422,-0.8340312618228429,-0.04723799314178456
52,52,52,02-22,9.931379815549835,1.1422906078809385,-0.07706742889085115
53,53,53,02-23,8.730435867219873,-0.10622716360550244,0.17253199628035826
54,54,54,02-24,8.054640415054756,-0.808793368373988,0.27052117688773764
55,55,55,02-25,9.999453486268944,1.2130609279956348,0.5478834979634928
56,56,56,02-26,9.810697210418084,1.016827319252187,0.5135828539493299
57,57,57,02-27,9.63112603303257,0.8301426646316882,0.3452537877952779
58,58,58,02-28,9.733417951681838,0.9364867437959612,0.303559955366067
59,59,59,02-29,7.758945779008798,-1.1162015605298148,-0.17043555478063974
60,60,60,03-01,7.814009691734268,-1.0589563629492529,-0.3465692335821244
61,61,61,03-02,7.263847862801322,-1.6309121328846057,-0.4606602529490005
62,62,62,03-03,8.794163779411008,-0.03997475355672078,-0.7878311304293705
63,63,63,03-04,8.972664027621214,0.1455965484304314,-0.8229070817555927
64,64,64,03-05,7.84519227630968,-1.0265385210862583,-0.8183812857039389
65,65,65,03-06,7.5565093262525425,-1.326657268487148,-0.95532479114669
66,66,66,03-07,7.840129755879474,-1.0318015866393302,-0.948483801703226
67,67,67,03-08,6.473495600876713,-2.4525731655411125,-1.1479865548308166
68,68,68,03-09,8.83364569177307,0.0010711831040638494,-0.9522880740343068
69,69,69,03-10,7.821258915821335,-1.0514199703351126,-0.8463223516497042
70,70,70,03-11,8.974641507601564,0.14765236369280044,-0.8643551755066197
71,71,71,03-12,8.168077199459628,-0.6908629341795308,-0.417714224408776
72,72,72,03-13,7.736055575230143,-1.1399985297808235,-0.3462478009935484
73,73,73,03-14,9.051227818458305,0.2272725410459495,-0.18316914336005585
74,74,74,03-15,9.246105188959666,0.4298697235954295,-0.013573162290664636
75,75,75,03-16,8.762446929926478,-0.07294802453415729,-0.3409244786351698
76,76,76,03-17,9.95344343631042,1.1652282501091478,0.04271074158517315
77,77,77,03-18,6.2788101438194,-2.654970832246561,-0.10894274170688376
78,78,78,03-19,9.950158121201909,1.1618127915412342,-0.12596750359900966
79,79,79,03-20,8.175978764761995,-0.6826483587063921,-0.0555754532742083
80,80,80,03-21,9.147848911477457,0.32772115224267423,-0.2286356192713156
81,81,81,03-22,9.16870581760316,0.34940427741465085,0.5409363780490487
82,82,82,03-23,8.95464839887769,0.12686725412650374,0.33959358143708634
83,83,83,03-24,10.720298382560737,1.9624611516756247,0.42245122573845584
84,84,84,03-25,8.788133429267793,-0.04624398813054032,0.20554117385619894
85,85,85,03-26,8.654181264249702,-0.18550249289817505,0.24190882874669198
86,86,86,03-27,7.895979758682952,-0.9737391590508668,0.2371432068943224
87,87,87,03-28,9.378597175434734,0.5676102067576086,-0.0007432083354648918
88,88,88,03-29,8.927144210210106,0.09827352301228624,0.09189741285733984
89,89,89,03-30,9.347366780217623,0.535142660296901,0.06889738564044771
90,90,90,03-31,9.322797152597433,0.5095997390262881,0.17625006735496274
91,91,91,04-01,8.521439492550295,-0.3235026561995278,-0.11036789758881614
92,92,92,04-02,8.5155522936668,-0.3296230687637768,-0.19588317926331705
93,93,93,04-03,7.724417547352671,-1.1520975829050646,-0.1642543936063995
94,94,94,04-04,8.433603490027384,-0.4148181670347191,-0.14323892388445772
95,95,95,04-05,9.529908348764836,0.7249153742384062,-0.2426496679155612
96,96,96,04-06,9.444085299680015,0.6356925573579387,0.08672184335603615
97,97,97,04-07,7.947702854579997,-0.9199671203861488,0.20726183983772006
98,98,98,04-08,10.4164786508927,1.6466059988658075,0.4073063193736218
99,99,99,04-09,8.420099015149699,-0.4288576040149613,0.3366131216801377
100,100,100,04-10,9.588135107832557,0.7854487101806915,0.19961792933866765
101,101,101,04-11,9.121911426829124,0.3007561880775018,0.3308380172956212
102,102,102,04-12,8.653434733303637,-0.18627859669088176,0.2823140919634016
103,103,103,04-13,8.705023130495384,-0.1326465926444278,0.8284638046896321
104,104,104,04-14,10.136428903226404,1.3554624468724898,0.7451211798548031
105,105,105,04-15,11.572133566967876,2.8480406723424223,0.6406753754311162
106,106,106,04-16,9.107133604037418,0.2853929611717176,0.7007628020874144
107,107,107,04-17,8.51911556945781,-0.32591863846461994,0.6515234933287116
108,108,108,04-18,9.000221778205796,0.17424596324690805,0.2743075191076956
109,109,109,04-19,8.420844637128907,-0.4280824451966446,-0.20028678912569545
110,110,110,04-20,7.959374230237116,-0.9078333984536062,-0.13939897367167642
111,111,111,04-21,8.833072055462944,0.000474822942076336,-0.1857010904909013
112,112,112,04-22,9.458539992475822,0.6507198538958315,-0.11503447954978176
113,113,113,04-23,8.251888710895537,-0.6037313393799693,-0.02963087527169465
114,114,114,04-24,9.408065258035576,0.5982456288936253,0.18738698500693127
115,115,115,04-25,8.913740825228299,0.08433918047187794,0.4293236832952413
116,116,116,04-26,9.211865585666562,0.3942737632181492,0.2175050063918892
117,117,117,04-27,10.22937935836512,1.4520950126719363,0.5247852687522138
118,118,118,04-28,8.236055071652554,-0.6201922075242814,0.5881809806408104
119,119,119,04-29,10.025318196405507,1.2399502347819782,0.5652144403355557
120,120,120,04-30,9.773945656127326,0.9786199002252058,0.15561936200952453
121,121,121,05-01,8.781192319038428,-0.05346006135965056,-0.03197805650270513
122,122,122,05-02,6.8479389753352775,-2.0632967067380377,0.2612795204308043
123,123,123,05-03,9.146684391758317,0.3265105015985585,-0.08345281690482131
124,124,124,05-04,9.928554387385516,1.1393532540767757,-0.21075445719929425
125,125,125,05-05,8.035738758586383,-0.8284437892317758,-0.2325315130818259
126,126,126,05-06,9.039240209321669,0.2148100584583685,0.14438903780926834
127,127,127,05-07,8.655508772971963,-0.18412239665484045,-0.01199423907006415
128,128,128,05-08,9.023288649637157,0.19822659860852773,-0.1257654538392079
129,129,129,05-09,8.244137927731714,-0.6117891596774364,-0.08110263793090201
130,130,130,05-10,9.271938094090077,0.4567259654619129,-0.06371132311158721
131,131,131,05-11,8.293504597593683,-0.5604668937819403,0.017765674026161953
132,132,132,05-12,9.139612001038614,0.3191579473742573,0.10599974487064152
133,133,133,05-13,9.125743040558794,0.3047395861716545,0.34274442734297234
134,134,134,05-14,9.532520520438824,0.7276310236754052,0.4626025058426103
135,135,135,05-15,9.610480162697003,0.8086789351565487,0.7142807281317709
136,136,136,05-16,9.963683957801207,1.1758744364597404,0.8045628667802108
137,137,137,05-17,9.746033884180106,0.9496024399530248,0.9894845559172208
138,138,138,05-18,9.66066403823811,0.8608507792648973,1.162986993331934
139,139,139,05-19,10.192995370750195,1.4142697209937138,1.3320770455306397
140,140,140,05-20,10.533868071874751,1.7686456481636834,1.2086508063180257
141,141,141,05-21,10.586362186398123,1.8232192483487824,1.2167825885762238
142,142,142,05-22,9.251344902165467,0.4353170011840568,1.1907715546268955
143,143,143,05-23,9.792965445340792,0.9983931335022136,1.0101016720324931
144,144,144,05-24,9.5105446189171,0.7047845755689278,0.6347742035550951
145,145,145,05-25,9.150281808624873,0.3302504254272989,0.13499989688631184
146,146,146,05-26,8.36771267286929,-0.4833191627007056,-0.013387878009240378
147,147,147,05-27,7.701977472786393,-1.1754265916639175,-0.1447851554618931
148,148,148,05-28,8.394943474792283,-0.4550096481892564,-0.04836312832623749
149,149,149,05-29,9.034622542479626,0.2100094687862972,0.15604324179697734
150,150,150,05-30,10.067032252263683,1.2833167383828614,0.3184740095569007
151,151,151,05-31,10.32998753074996,1.556688646166588,0.5096060629878161
152,152,152,06-01,9.305161471847743,0.4912654438588342,0.6043079088215617
153,153,153,06-02,8.805072141401912,-0.028634271078425783,0.59290684986743
154,154,154,06-03,8.941503297553842,0.11320142681321813,0.5571373436219577
155,155,155,06-04,8.968822761003311,0.14160311506150694,0.6364021770052849
156,156,156,06-05,9.860593034298331,1.0686997009100276,0.7692392407728254
157,157,157,06-06,10.78745457274692,2.0322776464665515,0.7563347495377051
158,158,158,06-07,10.071813920802244,1.2882878264640771,0.8540952046718645
159,159,159,06-08,8.730595489123376,-0.10606121848914704,0.8831042695758863
160,160,160,06-09,9.505715500186284,0.6997641576181745,1.0118888048946473
161,161,161,06-10,9.13624493987251,0.3156575044856373,0.8597218632919947
162,162,162,06-11,10.603856823705588,1.8414069128225936,0.8374882087228311
163,163,163,06-12,9.90924215882501,1.119275996850636,0.9290574708752264
164,164,164,06-13,9.943495172696775,1.1548858990490956,0.9951376852211892
165,165,165,06-14,9.259075998154655,0.4433543544252247,1.1707038432564618
166,166,166,06-15,9.887089167436443,1.0962454436939504,1.1342491880694143
167,167,167,06-16,10.1495029959736,1.3690544526972743,0.9706602123676392
168,168,168,06-17,10.393463354576749,1.6226789817003089,0.7112496809074448
169,169,169,06-18,8.965108908008832,0.1377421426399846,0.7972737311834294
170,170,170,06-19,8.446339833757824,-0.4015772897120705,0.6393780915754727
171,171,171,06-20,9.755553012495168,0.9594986560811316,0.7243986687923463
172,172,172,06-21,8.97581429164943,0.1488716060462107,0.6696194189537709
173,173,173,06-22,10.640188591440436,1.8791779159985158,0.7431539380206439
174,174,174,06-23,10.077311786260491,1.2940034826688571,0.9356703740254416
175,175,175,06-24,9.38950415980365,0.578949257041223,0.9648752948867884
176,176,176,06-25,9.55742429272594,0.7535213263167163,1.295304810726812
177,177,177,06-26,9.924105549451687,1.1347281812492112,1.1432249757780104
178,178,178,06-27,10.882846789513971,2.131448701086352,0.9968923810633438
179,179,179,06-28,9.762478902643588,0.9666989063057068,0.9769882566177344
180,180,180,06-29,9.232771573476304,0.4160079143808567,0.8117989005044159
181,181,181,06-30,9.27463000256373,0.4595245103675665,0.6255148294221536
182,182,182,07-01,8.604054647134308,-0.2376148103631952,0.6454718133260714
183,183,183,07-02,8.84899040277582,0.01702375475563771,0.5282471000160592
184,184,184,07-03,10.99802601848623,2.251190604509859,0.18006688140829427
185,185,185,07-04,9.085931175765342,0.2633506264456339,0.056583716833938924
186,186,186,07-05,7.223293121436147,-1.6730733972657332,0.032771471058246716
187,187,187,07-06,8.561962409344058,-0.28137447707856555,-0.030371735476390205
188,188,188,07-07,8.466625257916645,-0.3804882850173484,-0.5339665295629055
189,189,189,07-08,8.484567307657331,-0.3618354844521839,-0.5335222187675489
190,190,190,07-09,8.091591841028103,-0.7703781600092325,-0.02751823560138474
191,191,191,07-10,9.088495459781383,0.2660164912177737,-0.13348612769757073
192,192,192,07-11,10.143631631431614,1.3629505017312518,0.05675957164157293
193,193,193,07-12,7.950382013918763,-0.9171818296556816,0.07456458307496054
194,194,194,07-13,9.564604445085761,0.7609859110175135,-0.03581621283700576
195,195,195,07-14,8.587326697483629,-0.2550054158518581,-0.2221350560316392
196,196,196,07-15,7.454542924834469,-1.4326629354810303,-0.4556721338456325
197,197,197,07-16,8.013179630221174,-0.8518965679500269,-0.20812382571971166
198,198,198,07-17,8.795801684353803,-0.038271965152708434,-0.17145394182703674
199,199,199,07-18,9.37907601901507,0.5681080190998437,-0.1794581737051196
200,200,200,07-19,9.776240079688414,0.9810052143735628,0.08264554377995738
201,201,201,07-20,8.541131277340419,-0.30303080712035524,0.2843571635311451
202,202,202,07-21,8.967241649052392,0.13995936942943155,0.4081549310138543
203,203,203,07-22,9.177332938633997,0.35837315055709945,0.3860188965547493
204,204,204,07-23,9.5102849687917,0.7045146397435468,0.21089665965594465
205,205,205,07-24,9.251320673128234,0.4352918123452136,0.14720016415097034
206,206,206,07-25,8.765544058735973,-0.06972820701926467,0.06905079542531818
207,207,207,07-26,8.173514944340438,-0.6852097801502011,0.0015301766517854438
208,208,208,07-27,8.516212371390731,-0.32893684292448155,-0.275273199853538
209,209,209,07-28,8.787646157930693,-0.04675056208409687,-0.2531160098643614
210,210,210,07-29,7.912749006629489,-0.956305619288394,-0.3817198241335627
211,211,211,07-30,9.37919811550289,0.5682349522802731,-0.5691791865876527
212,212,212,07-31,8.023323278194562,-0.8413510926344729,-0.6112467559476037
213,213,213,08-01,7.091616750953876,-1.8099659548747409,-0.6286567769235231
214,214,214,08-02,8.273424672260253,-0.5813422590841871,-0.4342755102992537
215,215,215,08-03,8.687166405977612,-0.15121068793961334,-0.24308981673630434
216,216,216,08-04,9.034596101572491,0.2099819804572224,-0.15632609798811894
217,217,217,08-05,10.482602361411221,1.7153491136579695,0.0890484768486212
218,218,218,08-06,8.524069196330023,-0.32076878014536075,0.15533607145588404
219,219,219,08-07,8.507765327069299,-0.33771850585430035,0.20309522126851207
220,220,220,08-08,8.65599520867239,-0.18361669144061,0.14685940730797867
221,221,221,08-09,8.962802347674659,0.1353442109361551,-0.2527785282683521
222,222,222,08-10,8.710038156154193,-0.12743290330597853,-0.30278641553459656
223,223,223,08-11,8.176142151323518,-0.682478499800015,-0.2274791664794601
224,224,224,08-12,8.235454948526428,-0.6208161037428276,-0.0988986215401984
225,225,225,08-13,8.942391667600132,0.11412498847651807,-0.14506433955064973
226,226,226,08-14,9.398081693195225,0.5878665781949604,0.08609695678164886
227,227,227,08-15,8.696362697725815,-0.14165009712655285,0.08105164800903238
228,228,228,08-16,10.044156578455233,1.259534874687813,-0.10841367894669772
