,unnamed: 0,unnamed: 0,mth_day,military,military_norm,military_ravg
74,74,74,03-15,4.44871843055362,-0.3934004157092388,-0.7222995330214607
75,75,75,03-16,4.122614013345442,-0.9098319272187289,-0.9440106661109444
76,76,76,03-17,5.254581053406494,0.882794663007634,-0.9085792223314068
77,77,77,03-18,3.201701230528148,-2.368224869179825,-0.7043657404823523
78,78,78,03-19,4.16554555345847,-0.8418438872473221,-0.5693114471806158
79,79,79,03-20,4.3209824666391405,-0.5956880065466366,-0.5682934740218609
80,80,80,03-21,4.960404498817283,0.4169253441011805,-0.9814262132755572
81,81,81,03-22,4.1264708524763325,-0.9037240882662,-0.7452490089865446
82,82,82,03-23,3.6893270962632982,-1.5960017725145432,-0.4897989748284568
83,83,83,03-24,4.096516064782625,-0.9511616434457492,-0.4727332111471466
84,84,84,03-25,5.133380195517122,0.6908563177012049,-0.7320396988815784
85,85,85,03-26,4.385640266895049,-0.4932934244587758,-0.5594443926649263
86,86,86,03-27,3.97795874355609,-1.1389135823054104,-0.14386426561918356
87,87,87,03-28,4.780390187283783,0.13184774903371305,0.1320263735051385
88,88,88,03-29,5.263853577857316,0.8974789897599132,-0.10249051249500674
89,89,89,03-30,5.1417949148882975,0.7041821913001832,0.06210694241700807
90,90,90,03-31,4.244855881293717,-0.7162449982996665,0.2115935331920897
91,91,91,04-01,5.009257795009954,0.4942913050133129,0.01047263892948185
92,92,92,04-02,4.544325084246551,-0.2419940376549205,-0.15817462576051966
93,93,93,04-03,4.018394717795198,-1.074877616541934,-0.4009143358601627
94,94,94,04-04,4.624892359498635,-0.1144045983800956,-0.10411330086707347
95,95,95,04-05,4.222116429770857,-0.7522560692976755,-0.4016731238753656
96,96,96,04-06,5.3693588566482005,1.0645612116588692,-0.17237705355656105
97,97,97,04-07,3.881879966537863,-1.2910676330364401,-0.11460649984641298
98,98,98,04-08,5.413069067287546,1.133782384257907,-0.32102038038874603
99,99,99,04-09,4.2372725243919644,-0.7282542942810457,-0.3442902128359692
100,100,100,04-10,3.8428431229461992,-1.3528878816340937,-0.539345108151898
101,101,101,04-11,4.133953004655064,-0.8918750639810149,-0.4103195433906345
102,102,102,04-12,4.630345900897131,-0.10576816023670367,-0.4678638182023404
103,103,103,04-13,4.370724729071159,-0.5169142444688601,-0.4134996290744531
104,104,104,04-14,5.195048573383658,0.7885167353876724,0.11136646786352168
105,105,105,04-15,4.443244489511515,-0.4020691595137223,0.2000484148229968
106,106,106,04-16,5.831426106436098,1.796308699993755,0.2350113297397827
107,107,107,04-17,4.46994614975471,-0.3597833822241641,0.17438276108444972
108,108,108,04-18,4.7628114155538,0.10400932926401164,0.10566691487906064
109,109,109,04-19,4.1410186370893936,-0.8806856564008582,0.19693506982963352
110,110,110,04-20,4.934701861608342,0.3762216581553379,-0.09110181563781933
111,111,111,04-21,4.789036113180964,0.14553977018971498,0.09568502394423244
112,112,112,04-22,4.740128245134735,0.06808738718903798,0.25655500605584064
113,113,113,04-23,5.177633563553548,0.7609376552681463,0.5843123024680029
114,114,114,04-24,5.372306505535335,1.069229221933661,0.3510050138882006
115,115,115,04-25,5.382806944930704,1.0858581220721149,0.4332550767239182
116,116,116,04-26,4.050760401680537,-1.0236220733234758,0.2862664334315683
117,117,117,04-27,5.100660499477363,0.6390401472040205,0.0902158666018334
118,118,118,04-28,4.183225986591685,-0.8138444725650614,-0.00571470818439009
119,119,119,04-29,4.4348482638826665,-0.4153657457102633,0.0014246050577922946
120,120,120,04-30,5.008850169282716,0.49364577321632,-0.007601477033030897
121,121,121,05-01,5.409855971168125,1.1286940015252092,-0.14332634246620995
122,122,122,05-02,4.016562892338426,-1.0777785658684151,-0.1350739195243766
123,123,123,05-03,4.586433805447302,-0.17530904539505388,-0.3250972283389665
124,124,124,05-04,4.214492299905556,-0.7643299349140613,-0.17200784615855044
125,125,125,05-05,3.7148986984989554,-1.5555055985978028,-0.2733668727239269
126,126,126,05-06,5.58886656228844,1.4121820662988165,0.13348477869495726
127,127,127,05-07,5.025832623828875,0.5205398421329503,0.5026595407610548
128,128,128,05-08,5.558019419129422,1.3633313426448899,0.8326060815200487
129,129,129,05-09,5.985142264731403,2.039739527001532,1.0933466249995458
130,130,130,05-10,5.464575092912147,1.2153493096399013,0.9048511504366924
131,131,131,05-11,4.70277772306188,0.008937662279180567,0.956120680385386
132,132,132,05-12,4.874705568908753,0.28120921892169554,0.619388810481595
133,133,133,05-13,5.220079719273385,0.8281570218251129,0.2917093490668624
134,134,134,05-14,4.282228754813482,-0.6570598767778569,0.18742298356096068
135,135,135,05-15,4.743648853726278,0.07366275851313553,0.20961112773072169
136,136,136,05-16,5.069460809355076,0.5896311166044914,0.22135450068462592
137,137,137,05-17,4.7868429088085245,0.1420665272977462,0.297250374057177
138,138,138,05-18,4.91919819619245,0.3516694566451213,0.5203577940329417
139,139,139,05-19,5.507629711902447,1.2835322620604197,0.9740237656950792
140,140,140,05-20,5.127525529443163,0.6815846430767311,0.8876691749188468
141,141,141,05-21,6.462472829400872,2.7956585884859604,0.985152537461091
142,142,142,05-22,4.742285419735383,0.07150357194709787,0.8980032727628413
143,143,143,05-23,5.156182359490918,0.7269667025512121,0.6267461905113128
144,144,144,05-24,4.589011990960992,-0.17122613154437732,0.6727186954729487
145,145,145,05-25,4.479906220018661,-0.3440102314487513,0.03775685432467128
146,146,146,05-26,5.3017035561978965,0.9574196728465476,0.13019770975388892
147,147,147,05-27,4.056765316876788,-1.0141124584037042,-0.14624422785657296
148,148,148,05-28,5.092520104654488,0.6261487045224037,0.027723038672690367
149,149,149,05-29,4.10881478086047,-0.9316849231115591,0.35054135225146005
150,150,150,05-30,5.24812933140759,0.8725774676312026,0.4286818632196108
151,151,151,05-31,5.702981989032389,1.5928996500238668,0.7452224422010926
152,152,152,06-01,5.597757904800322,1.4262627386554518,0.7613801078371751
153,153,153,06-02,5.256056360095,0.8851310154851864,0.8948309030934021
154,154,154,06-03,5.153737354395483,0.7230946983388993,0.8942492655380008
155,155,155,06-04,4.614425606417542,-0.13098015157419746,0.8167660404833619
156,156,156,06-05,5.2459256559330685,0.8690876422987953,0.7122933485839603
157,157,157,06-06,5.4094179281252845,1.128000299696033,0.6067764548617268
158,158,158,06-07,5.201937678341528,0.7994265872590429,0.6537289622824131
159,159,159,06-08,4.856279920826259,0.2520296531517852,0.8309806611475928
160,160,160,06-09,5.331628359041557,1.0048097428630165,1.0834846302282322
161,161,161,06-10,5.285986818342468,0.9325300416168808,1.1603592944237948
162,162,162,06-11,6.2025984132454095,2.384111456782631,1.2905928706311192
163,163,163,06-12,5.700676308067592,1.5892482848694098,1.4338471291262238
164,164,164,06-13,5.6953592863207625,1.5808280445029883,1.0772600869671185
165,165,165,06-14,5.3990335534532345,1.111555204122413,1.108654878968059
166,166,166,06-15,3.980611541023704,-1.1347125100916169,0.6144559071567982
167,167,167,06-16,5.404933630696123,1.1208987936225252,0.2993006094728994
168,168,168,06-17,4.330205299010385,-0.5810823740849342,-0.10536369140268882
169,169,169,06-18,4.506633740283003,-0.3016835012339835,-0.1480475118593189
170,170,170,06-19,4.162190069559316,-0.847157760750541,0.1573475682315937
171,171,171,06-20,5.237315508554588,0.8554522813826326,0.09940636926575612
172,172,172,06-21,5.13767514839572,0.6976579704538584,0.287195716572151
173,173,173,06-22,5.185409293005697,0.7732515998274995,0.4354033819370582
174,174,174,06-23,5.041690957376886,0.5456537097534351,0.8318558513338573
175,175,175,06-24,5.068154560710939,0.58756249095546,0.8140342572139138
176,176,176,06-25,5.664246763646362,1.5315570556302542,0.7139598394224221
177,177,177,06-26,5.1697940606799095,0.7485227166629708,0.7837421314866129
178,178,178,06-27,4.758518854125992,0.09721146370490807,0.8402810794983379
179,179,179,06-28,5.449796494536396,1.1919453522126449,0.9993375749534138
180,180,180,06-29,5.255902525958773,0.8848873978237851,0.7166623286836572
181,181,181,06-30,5.67077881501266,1.5419014636859147,0.5321747425029427
182,182,182,07-01,4.593262777701692,-0.16449442198828504,0.5453759681729554
183,183,183,07-02,4.470817928130336,-0.35840280042131617,0.4465936515326381
184,184,184,07-03,4.808534911329433,0.17641881772498408,0.3473909059396787
185,185,185,07-04,5.075535640031518,0.5992514523707407,0.16622734428571204
186,186,186,07-05,4.8800487740161165,0.2896709242660288,0.2363253059673832
187,187,187,07-06,4.98439655859484,0.4549200937621151,0.3507437355992153
188,188,188,07-07,4.858845970425932,0.2560933481017414,0.36504745574076575
189,189,189,07-08,4.904320003213662,0.3281077773696767,0.5208474025232311
190,190,190,07-09,4.862728037233411,0.2622411385742869,0.6827748605078149
191,191,191,07-10,5.6658216669014445,1.5340511330655329,0.5992215576322579
192,192,192,07-11,5.49355036877805,1.2612356721735325,0.8845127072180764
193,193,193,07-12,4.667834530142192,-0.046399723491226695,0.6724673149150302
194,194,194,07-13,5.9397409429081645,1.9678402456166508,0.527544418047034
195,195,195,07-14,4.100934413400823,-0.9441645764486007,0.35028085341318144
196,196,196,07-15,4.313652361911567,-0.6072962426336909,0.3650189576876953
197,197,197,07-16,4.994215498623257,0.4704697452624176,0.3920570252105294
198,198,198,07-17,5.549389264717754,1.3496642978206164,0.13256359992484115
199,199,199,07-18,4.770274831194277,0.11582868164577732,0.368362441545917
200,200,200,07-19,4.956586929225304,0.4108796939025215,0.7482511848589066
201,201,201,07-20,4.994315728577887,0.4706284732778545,0.8327347497259224
202,202,202,07-21,5.752953347398624,1.672036217244247,0.5529107628952575
203,203,203,07-22,5.314302051096784,0.977371134464512,0.4744372392907434
204,204,204,07-23,4.489207969278663,-0.329279623163373,0.48689449240790206
205,205,205,07-24,4.472958783149223,-0.3550124599813077,0.264632998992624
206,206,206,07-25,5.003784265296977,0.4856232126054732,-0.06543377818110623
207,207,207,07-26,4.152223952657934,-0.8629404872138134,-0.4238486327918479
208,208,208,07-27,4.502415009464032,-0.3083644457981345,-0.07153295048944258
209,209,209,07-28,3.9563601206368455,-1.173117993199938,0.3416267961624926
210,210,210,07-29,5.8240417006446075,1.7846144706510592,0.14827137770708002
211,211,211,07-30,6.038315064395423,2.123946019930304,0.11040344329886163
212,212,212,07-31,4.271210191358571,-0.6745092981270022,0.21792457787545885
213,213,213,08-01,4.008752064449856,-1.0901480936631238,0.4392768283472829
214,214,214,08-02,4.909785003128942,0.33676236166144885,0.449892895993556
215,215,215,08-03,4.795007008316238,0.15499550963100614,0.3759282845188988
216,216,216,08-04,5.864263257335192,1.8483108765286973,0.4201715156098242
217,217,217,08-05,5.758082127619691,1.6801583510823603,0.5834223859388475
218,218,218,08-06,4.43883644307363,-0.4090499115814499,0.4923394994172242
219,219,219,08-07,4.627267729054834,-0.11064287168898412,0.3709869581111157
220,220,220,08-08,4.564695314004964,-0.2097349574682908,-0.02602521607865964
221,221,221,08-09,4.3352333630904925,-0.5731197382056449,-0.4629613187946435
222,222,222,08-10,4.360085985383463,-0.5337621686099544,-0.3620336275159206
223,223,223,08-11,4.1026433332254735,-0.9414582652135426,-0.2441846078872379
224,224,224,08-12,4.8212255716736205,0.1965162360908872,0.04796696033819766
225,225,225,08-13,5.073767429496068,0.5964512460831122,0.17863187385815016
226,226,226,08-14,5.6715826526277215,1.5431744518843233,0.6386499957875273
227,227,227,08-15,4.830289197484884,0.21086974291407012,0.7287006972487814
228,228,228,08-16,6.102976628735198,2.2263465629663086,0.6966967469401727
229,229,229,08-17,4.443822337969497,-0.4011540564460183,0.5677071151612344
230,230,230,08-18,4.699970814775735,0.0044925342392350435,0.27815107702335257
231,231,231,08-19,4.5850588078139625,-0.17748654459051785,0.6130358387654721
232,232,232,08-20,4.5745291116065925,-0.19416177694296846,0.2278893071298989
233,233,233,08-21,6.099081642863853,2.2201783133667874,0.5023969570083172
234,234,234,08-22,4.643755232213632,-0.08453262684713067,0.8079612389419144
235,235,235,08-23,5.48386139663732,1.2458918428244914,0.76743419232589
236,236,236,08-24,5.857675484519851,1.8378782258408184,0.7513534178487494
237,237,237,08-25,4.4315122256630275,-0.4206488242866637,0.7097744147982831
238,238,238,08-26,4.513603182739903,-0.2906464238058121,1.2030228950823874
239,239,239,08-27,5.941549467669076,1.9707042950639888,1.11560333644057
240,240,240,08-28,6.512547177907039,2.8749582548574946,0.9962885485470264
241,241,241,08-29,5.152651116999351,0.7213744909735877,0.9172450259141964
242,242,242,08-30,5.405622364175434,1.1219894984795566,1.106132432223082
243,243,243,08-31,4.132036597536642,-0.8949099600836424,0.8899514289646131
244,244,244,09-01,5.229249104952668,0.842678014047499,0.32171035223719063
245,245,245,09-02,5.1224951089640065,0.6736182755131759,0.1400383404576726
246,246,246,09-03,4.359627524127867,-0.5344882055070399,-0.32323328401677043
247,247,247,09-04,4.464342473502001,-0.3686575797035204,-0.1973724530041654
248,248,248,09-05,3.650405034387665,-1.6576402483671016,-0.1979357368437935
249,249,249,09-06,4.60889099582928,-0.13974497400801242,-0.14900006575390104
250,250,250,09-07,5.227114966998447,0.8392983110097304,-0.2756629972712103
251,251,251,09-08,5.307899811959175,0.9672323020525306,-0.29270706350413583
252,252,252,09-09,3.8797341728070007,-1.2944657946108953,0.08538863804528245
253,253,253,09-10,4.399766879311403,-0.4709219771010735,-0.018276048174232343
254,254,254,09-11,5.082912644649068,0.6109339609294079,-0.26248651734895984
255,255,255,09-12,4.216132095592468,-0.7617330913251011,-0.455745163171313
256,256,256,09-13,4.301864153078308,-0.6259645040386347,-0.19418388616802204
257,257,257,09-14,4.575692384699784,-0.19231957288158866,-0.2344919553868781
258,258,258,09-15,4.870722746127061,0.2749018674088509,-0.3396819060219963
259,259,259,09-16,4.247049946338263,-0.7127703924142096,-0.0689984116992392
260,260,260,09-17,4.684374908858033,-0.020205742881301395,0.0798032117576657
261,261,261,09-18,5.241682409971848,0.8623678746114413,0.5823940143444516
262,262,262,09-19,4.8656353283330125,0.2668452367027948,0.7469068971672884
263,263,263,09-20,6.479879992764553,2.8232252426391264,1.058066494377287
264,264,264,09-21,5.49401985229359,1.2619791643458722,1.0737111066383287
265,265,265,09-22,5.425953830150169,1.1541871908457833,1.064130901381646
266,266,266,09-23,4.743648330988176,0.07366193068494863,1.0094292386726509
267,267,267,09-24,5.2053854701181965,0.8048866430713453,0.2696557657884513
268,268,268,09-25,4.658384762395689,-0.06136473955117382,0.0949666221056788
269,269,269,09-26,3.6770680976983128,-1.6154155946660735,-0.025595657101963282
270,270,270,09-27,4.83216750451462,0.2138443022492368,-0.2427489532176331
271,271,271,09-28,4.969174285268634,0.4308135155999307,-0.4222537540182012
272,272,272,09-29,3.9209102040952235,-1.2292578460090704,-0.5888751903107762
273,273,273,09-30,4.525287833008028,-0.2721421617320632,-0.5076439169324644
274,274,274,10-01,4.0270988880954155,-1.061093357306624,-0.609602500373878
275,275,275,10-02,3.984832552117658,-1.1280279543962022,-0.5143152438427946
276,276,276,10-03,4.445872589992279,-0.3979071983992452,-0.2795182801640242
277,277,277,10-04,5.330193253700009,1.002537054786431,-0.2563752855802185
278,278,278,10-05,4.810495660787192,0.17952393606355213,-0.165693840477562
279,279,279,10-06,4.61297070200041,-0.133284194229229,-0.08887243866664447
280,280,280,10-07,4.370667618675333,-0.5170046866906851,-0.2273761101433993
281,281,281,10-08,4.275889134549355,-0.6670995435306969,-0.5639569434721592
282,282,282,10-09,3.9211177127838575,-1.2289292272597738,-0.5979643589994226
283,283,283,10-10,4.054974828217447,-1.0169479451861292,-0.5575936127522287
284,284,284,10-11,4.6816502881778455,-0.024520557100028085,-0.4430505082184959
285,285,285,10-12,4.765925102153721,0.10894028325393394,-0.40191345150764507
286,286,286,10-13,4.804642054975804,0.17025394051171186,-0.14446073398929712
287,287,287,10-14,4.431746888447535,-0.42027720326559176,-0.10061445205504542
288,288,288,10-15,4.8965400082931065,0.315787077850314,-0.09434676020656224
289,289,289,10-16,4.221097141417755,-0.753870253580619,-0.16753750571681025
290,290,290,10-17,4.705396964574673,0.013085593990870913,0.0700946751096172
291,291,291,10-18,4.488624144976793,-0.33020418980755395,0.1777206620292544
292,292,292,10-19,5.704969422046857,1.5960470254702763,0.2948804282911559
293,293,293,10-20,4.839514140739673,0.2254787182522315,0.5696397553549439
294,294,294,10-21,5.340428304560036,1.0187456754217228,0.8020145255129784
295,295,295,10-22,5.262089740371527,0.8946857088021105,0.8818760077527932
296,296,296,10-23,5.58580535144606,1.4073342149390764,0.7792762717157506
297,297,297,10-24,4.791198812201191,0.148964703631335,0.7017213076665653
298,298,298,10-25,5.316245344831544,0.9804486092480206,0.7577772772893492
299,299,299,10-26,4.545678279187339,-0.2398510660428801,0.8514544631696321
300,300,300,10-27,5.552809991937469,1.3550814931584263,0.6374890778736965
301,301,301,10-28,5.6170085641811065,1.4567488240838076,0.7092447633239106
302,302,302,10-29,4.7751454007698415,0.123541903163463,0.5183396245921522
303,303,303,10-30,5.063062694984637,0.5794988163326197,0.5959318876770044
304,304,304,10-31,4.592954752130878,-0.1649822231425293,0.5274918428587682
305,305,305,11-01,4.839655457216503,0.2257025124662324,0.6017406603068349
306,306,306,11-02,5.293508220859438,0.944441224249009,0.3721604424301621
307,307,307,11-03,5.898318284475199,1.9022417287722084,0.1994991282329952
308,308,308,11-04,3.9053248555319855,-1.2539394040965737,0.3277541375922805
309,309,309,11-05,4.408893272873792,-0.4564690688503819,0.4201633239789041
310,310,310,11-06,5.078880077937075,0.6045478330131825,0.366574015458666
311,311,311,11-07,5.18977015625812,0.7801576307859733,0.07402933944231252
312,312,312,11-08,5.090472079561615,0.6229053731275808,0.2015209920083939
313,313,313,11-09,4.789941561287011,0.14697367267408748,0.11381749137637807
314,314,314,11-10,4.388358018292879,-0.4889894887000854,0.12737770317718985
315,315,315,11-11,4.076607209882125,-0.9826900726424768,0.04685527641726545
316,316,316,11-12,5.1302562414898905,0.6859091038180529,0.05870443657455556
317,317,317,11-13,4.884691339816636,0.29702307022642715,0.10359047436410193
318,318,318,11-14,5.1353655074185465,0.6940003340713214,0.15052864472531044
319,319,319,11-15,4.960003242666909,0.41628989941136574,0.1986533641848176
320,320,320,11-16,4.566194703498859,-0.20736046653283444,0.2659048479693947
321,321,321,11-17,4.258939425204675,-0.693941755885434,0.2869733958956988
322,322,322,11-18,5.385054859744445,1.0894180065255157,0.2414154005663017
323,323,323,11-19,4.964514662636517,0.4234343577842515,-0.035277629457574324
324,324,324,11-20,4.9627579513152265,0.4206523620949394,-0.081342224051473
325,325,325,11-21,3.9116843393014245,-1.2438682807318906,0.1743908796043054
326,326,326,11-22,4.391667772753676,-0.4837480340962265,0.2285548888053653
327,327,327,11-23,5.2278465449667575,0.8404568660492363,0.15950495788906435
328,328,328,11-24,5.590268394478708,1.4144020617318749,0.04930208682843645
329,329,329,11-25,4.70290218960316,0.009134772286445556,0.2821180772924716
330,330,330,11-26,4.545227546129248,-0.2405648642688281,0.2224853362181405
331,331,331,11-27,4.793764396714312,0.15302766205232035,0.09357748606852632
332,332,332,11-28,4.16573461599029,-0.8415444805422129,0.0876010095333255
333,333,333,11-29,4.739447772896551,0.0670097651515508,0.016842352322015332
334,334,334,11-30,5.567625058190726,1.37854320252067,-0.004850868033579757
335,335,335,12-01,4.434815791022848,-0.41541717098141545,-0.11059204916949278
336,336,336,12-02,4.463037499738557,-0.3707241864023986,-0.17706542664483518
337,337,337,12-03,4.393138189977533,-0.4814194247631578,-0.2536827023005649
338,338,338,12-04,3.913884042913196,-1.2403847453942676,-0.3968331712498479
339,339,339,12-05,4.4491645720969695,-0.3926938887828275,-0.29650928402307297
340,340,340,12-06,5.0252646575249855,0.5196403888249723,-0.3848398082223341
341,341,341,12-07,4.81491726097986,0.18652615237923387,-0.3341050745152124
342,342,342,12-08,4.128375805317569,-0.9007073315979648,-0.32234932155979096
343,343,343,12-09,4.5853590796681765,-0.17701102252042758,-0.40792940449042703
344,344,344,12-10,3.958423574846471,-1.169850227661739,-0.6771581988676186
345,345,345,12-11,4.12492359399922,-0.9061743863666432,-0.8939312480433065
346,346,346,12-12,4.005225828026627,-1.0957323774381778,-0.6051360846093022
347,347,347,12-13,3.9936197921876766,-1.1141121426748926,-0.4855483298476467
348,348,348,12-14,5.2225465872930545,0.8320636490060601,-0.4880895887612471
349,349,349,12-15,5.038446401444448,0.5405155060495059,-0.2537386246695909
350,350,350,12-16,3.948795396799328,-1.1850977811433416,-0.12118897240080805
351,351,351,12-17,5.012819272679704,0.4999313981832938,-0.2457220323982749
352,352,352,12-18,4.5074224539983625,-0.3004344638254807,-0.6640759454272747
353,353,353,12-19,3.5217959776231136,-1.8613105026596937,-0.9142192799253582
354,354,354,12-20,3.637510942241296,-1.6780598291679385,-0.7675127014554222
355,355,355,12-21,4.090717482929267,-0.9603445009389964,-0.9439684836644284
356,356,356,12-22,4.504628984095817,-0.3048583103237252,-1.005652588655096
357,357,357,12-23,4.3442735847674285,-0.5588032950707438,-0.8143229582975663
358,358,358,12-24,4.2737172056467205,-0.6705390937694864,-0.6763031192678485
359,359,359,12-25,4.246694860187741,-0.7133327205145147,-0.7355518995278064
360,360,360,12-26,4.160432702438252,-0.8499407949896313,-0.8872857554558236
361,361,361,12-27,3.866239055183899,-1.3158371824987438,-1.1023925878707994
362,362,362,12-28,3.9297483322913607,-1.2152614458918285,-0.9726032033847164
363,363,363,12-29,3.5292889838028434,-1.8494442895606005,
364,364,364,12-30,4.765455885154443,0.10819721314701204,
365,365,365,12-31,,,
