,unnamed: 0,unnamed: 0,mth_day,eerie,eerie_norm,eerie_ravg
0,0,0,01-01,,,
1,1,1,01-02,3.2100088515195018,-0.5503192370810654,
2,2,2,01-03,3.1524070200230945,-0.6598433408330119,
3,3,3,01-04,3.0800730755433037,-0.7973790794403208,
4,4,4,01-05,2.2864815387792774,-2.3063137704254686,-1.2685351046355036
5,5,5,01-06,2.6167395466162726,-1.678361301283818,-1.3414618644444112
6,6,6,01-07,2.647962546851139,-1.6189938987493369,-1.654084972368394
7,7,7,01-08,2.9798833474785518,-0.9878797959345128,-1.5929175423846105
8,8,8,01-09,2.165902882524482,-2.5355819883769093,-1.3481507552575906
9,9,9,01-10,3.273091189782741,-0.43037449953761897,-1.1784549418218322
10,10,10,01-11,3.058860298067155,-0.837713047663355,-1.0769906156086722
11,11,11,01-12,3.1522265846098785,-0.6601864206692629,-0.9435008393305924
12,12,12,01-13,2.9681403426720747,-1.0102079414703768,-0.7436609201519879
13,13,13,01-14,3.4011196965334363,-0.18694113826603426,-0.6402769555309568
14,14,14,01-15,2.7965117598280065,-1.3365424733052826,-0.5842988758999552
15,15,15,01-16,3.599326539200536,0.18992928818856847,-0.27979543926796696
16,16,16,01-17,3.23550305340256,-0.5018445698773453,-0.038998523393884134
17,17,17,01-18,4.1131085300131165,1.1668341991226665,-0.1466234335072131
18,18,18,01-19,3.7279918948626753,0.4345735537741201,-0.1476897472706841
19,19,19,01-20,3.0615017462489287,-0.8326905989460082,-0.2785827779319909
20,20,20,01-21,2.7931469319797992,-1.3429403558861086,-0.11278611109994365
21,21,21,01-22,3.186284403017466,-0.5954288957792724,-0.44110989847722815
22,22,22,01-23,3.7586860608885737,0.4929354311149386,-0.6564084600798114
23,23,23,01-24,3.077059797602512,-0.8031085251410411,-0.6609605678922233
24,24,24,01-25,3.048602187464291,-0.857217815841379,-0.6910541598556194
25,25,25,01-26,3.0471372508630785,-0.8600032458204802,-0.8529397048904109
26,26,26,01-27,2.698184492442848,-1.523501907666485,-1.0890270057133948
27,27,27,01-28,2.6754432146019504,-1.566742165988021,-0.8727208426876274
28,28,28,01-29,3.0136960292195587,-0.9235883738229655,-0.9089561117400764
29,29,29,01-30,3.7596290619425496,0.4947284530135642,-0.66887668884771
30,30,30,01-31,2.9342592552319484,-1.0746294301560737,-0.5406722836628935
31,31,31,02-01,3.804724703640844,0.5804732915337187,-0.2604957714091357
32,32,32,02-02,3.102742482414348,-0.7542754765575859,0.029009866086406395
33,33,33,02-03,3.5595598443792693,0.11431690753452566,-0.07418251701162965
34,34,34,02-04,3.927251367835064,0.8134454511502871,0.08168989360262957
35,35,35,02-05,3.433998261453841,-0.12442584557465206,0.2753719291516177
36,36,36,02-06,3.4261255763557203,-0.13939496647051822,0.8577425571864552
37,37,37,02-07,4.415901947373864,1.7425655048276476,0.8987329383693498
38,38,38,02-08,4.940453833725366,2.739948291651439,0.6993487132276993
39,39,39,02-09,3.6889078663572334,0.3602591946318932,0.7840385384999954
40,40,40,02-10,3.2980804650174105,-0.3828598996996158,0.6048773442049292
41,41,41,02-11,3.7012429433647824,0.38371310605912456,0.11089991031240236
42,42,42,02-12,2.8607698653688907,-1.214362132240915,-0.41840145305809934
43,43,43,02-13,2.857121518115195,-1.2212990985275134,-0.6934509466313764
44,44,44,02-14,3.2702062681627333,-0.4358598885715713,-0.6177489890653692
45,45,45,02-15,2.8209699035214406,-1.2900377668077694,-0.8017464400879515
46,46,46,02-16,3.536963300171649,0.07135184569642736,-0.7243098646034077
47,47,47,02-17,3.1206260851665952,-0.720271600076369,-0.7351131417181705
48,48,48,02-18,3.1051264089926636,-0.7497426793336518,-0.7476698038303297
49,49,49,02-19,2.8230310196775394,-1.28611876121609,-0.5317317940101742
50,50,50,02-20,3.230582840422295,-0.511199861244527,-0.037497067559005
51,51,51,02-21,3.502377434607076,0.0055902921131632255,0.2387689723592944
52,52,52,02-22,5.096555634139903,3.0367602044034427,0.5225357310735133
