,unnamed: 0,unnamed: 0,mth_day,christopher walken,christopher walken_norm,christopher walken_ravg
34,34,34,02-04,0.14910688830313765,-0.44885941209307184,0.1850405895048868
35,35,35,02-05,0.2716680190896793,0.10844751196025768,0.06297681731270725
36,36,36,02-06,0.23051661414000216,-0.07867513259921856,-0.1487169829796313
37,37,37,02-07,0.24387267539013585,-0.017942783240075717,-0.04389174215364732
38,38,38,02-08,0.2620243836829849,0.0645962130149413,0.005497302197217215
39,39,39,02-09,0.2718078065530747,0.1090831500352831,-0.10149670758146163
40,40,40,02-10,0.2142757587713184,-0.15252514598788466,-0.2736858007362952
41,41,41,02-11,0.13048936589275964,-0.5335165467118155,-0.383865992637474
42,42,42,02-12,0.003313013517095275,-1.11180969152822,-0.4143927685975241
43,43,43,02-13,0.09848985317641694,-0.6790239346471479,-0.4493843473219141
44,44,44,02-14,0.22174428645699232,-0.11856444274535947,-0.4642530761590929
45,45,45,02-15,0.2256363996886897,-0.10086632231105667,-0.3817927256085776
46,46,46,02-16,0.19465646310864268,-0.2417375190109581,-0.21279093483777656
47,47,47,02-17,0.2392958426006501,-0.03875444340872334,-0.0285702749755327
48,48,48,02-18,0.2263109669375107,-0.09779894690341397,-0.13510642648547824
49,49,49,02-19,0.34156911251250505,0.4263000245263151,-0.13804842323839892
50,50,50,02-20,0.08116977749084364,-0.7577813518050327,0.007739960011889961
51,51,51,02-21,0.22175443339780845,-0.1185183028285808,0.016137961173724017
52,52,52,02-22,0.3870243128752531,0.6329927804907751,0.05980971081123816
53,53,53,02-23,0.2503770096307147,0.011633563562281006,-0.004332591419152247
54,54,54,02-24,0.28393586396988585,0.16423155092167088,0.31500982208617057
55,55,55,02-25,0.25693331037210504,0.0414462111439727,0.31418507427000997
56,56,56,02-26,0.5025422631149821,1.1582731292269042,0.14504035169614454
57,57,57,02-27,0.2206661782127424,-0.12346678972554448,0.12356635406245314
58,58,58,02-28,0.1638377608641561,-0.3818755549524173,0.12089324796204393
59,59,59,02-29,0.222042058254002,-0.11721042223986733,0.02736365654294221
60,60,60,03-01,0.28040869903898097,0.14819291431921527,-0.2267492342265075
61,61,61,03-02,0.13352096441067487,-0.5197313373706375,-0.16181294387066286
62,62,62,03-03,0.16724016767042116,-0.3664042153897938,-0.13338517625631638
63,63,63,03-04,0.30634964810985005,0.2661509524095235,-0.07541371758355837
64,64,64,03-05,0.201348215454,-0.21130894926633847,-0.1018246523419938
65,65,65,03-06,0.2985354290156966,0.2306183297966805,0.11034438611253274
66,66,66,03-07,0.2455594564825005,-0.010272694231397277,0.31604800141899275
67,67,67,03-08,0.4134781242652869,0.7532828933565218,0.3145267681589365
68,68,68,03-09,0.4386661982190062,0.8678174764489663,0.41923784766880345
69,69,69,03-10,0.3043423800086044,0.25702355284918577,0.5353651350293959
70,70,70,03-11,0.33951454093874184,0.4169575277928637,0.7426707771050286
71,71,71,03-12,0.451765446872707,0.927382053960235,0.6182185917411944
72,72,72,03-13,0.5190993622108742,1.233561158222399,0.4477812709466815
73,73,73,03-14,0.2492633990351203,0.006569781173516991,0.29547400752372016
74,74,74,03-15,0.2137740621635945,-0.1548064483181114,0.0885877167419397
75,75,75,03-16,0.1033728643633739,-0.6568200276885823,-0.07580870675932773
76,76,76,03-17,0.06652796946716352,-0.8243602168978192,-0.2915935902642698
77,77,77,03-18,0.2348442780305577,-0.058996487047369525,-0.27735419275159073
78,78,78,03-19,0.2343710928759992,-0.061148142807253225,-0.24839862824685746
79,79,79,03-20,0.2680522916781195,0.09200616624959154,-0.06927641101176307
80,80,80,03-21,0.2519809450329324,0.018926938710287926,0.0020149214321005613
81,81,81,03-22,0.3397247259227861,0.4179132757219841,0.08646450457376502
82,82,82,03-23,0.16059692080245772,-0.39661222223463743,0.1290237768133641
83,83,83,03-24,0.34627554820767864,0.4477010118026173,0.4502993364271808
84,84,84,03-25,0.2905280753861077,0.1942074906303413,0.34385580849847697
85,85,85,03-26,0.6919755646275912,2.019659523932492,0.1858859036979704
86,86,86,03-27,0.1115286529318308,-0.6197342288619355,0.12142215491784655
87,87,87,03-28,0.13128335194761107,-0.5299061530810554,0.08833152203992604
88,88,88,03-29,0.07553696976755378,-0.7833947149153806,0.02102379513182638
89,89,89,03-30,0.30261244040564284,0.24915721453509426,-0.4140306909051863
90,90,90,03-31,0.20171549368842492,-0.20963887081825666,-0.311173245352015
91,91,91,04-01,0.11792093733552166,-0.5906673922895841,-0.34172125849338925
92,92,92,04-02,0.2472491074181149,-0.002589555542907689,-0.21007421830850115
93,93,93,04-03,0.09097523224948913,-0.7131942319293008,-0.23950436377731354
94,94,94,04-04,0.2492453097868557,0.006487526193947886,-0.20704314928617493
95,95,95,04-05,0.2637793477000704,0.0725763417222199,0.09563649190630606
96,96,96,04-06,0.2445480835920565,-0.014871583871424844,0.15474505486304924
97,97,97,04-07,0.5173068859701593,1.2254104548653018,0.4278546905405728
98,98,98,04-08,0.3252428878914331,0.3520618221975513,0.3535046682528593
99,99,99,04-09,0.4513435427727726,0.9254635821358402,0.2626751778372661
100,100,100,04-10,0.15114041556471158,-0.43961260753233256,0.1975704034133624
101,101,101,04-11,0.1439297864586399,-0.4724006007713398,-0.07171571069354264
102,102,102,04-12,0.15864229887692385,-0.4055002304148467,-0.114894902140258
103,103,103,04-13,0.1619837142067548,-0.3903062297761285,-0.3225633726707046
104,104,104,04-14,0.2682679216555756,0.09298667351725906,-0.19407551936469988
105,105,105,04-15,0.17732488470398186,-0.3205472410468393,-0.06703549465984314
106,106,106,04-16,0.3206802068056219,0.3313145123036957,0.005007322378316396
107,107,107,04-17,0.3115591670850413,0.2898395474578005,0.08984458937644517
108,108,108,04-18,0.25370283453680204,0.02675667181411044,0.007766949755751933
109,109,109,04-19,0.2739265334400802,0.11871737221264413,0.09190599131601833
110,110,110,04-20,0.1599664322245223,-0.3994791642069003,-0.08393028545982169
111,111,111,04-21,0.2883463950981569,0.1842870083147591,-0.08022761333837093
112,112,112,04-22,0.0886641454417758,-0.7237031483513444,0.013590903959021391
113,113,113,04-23,0.3164448449320302,0.3120555801865051,0.010438718006457041
114,114,114,04-24,0.3774964183493528,0.5896677755984644,0.11961742751635085
115,115,115,04-25,0.26976722238771544,0.09980425649725802,-0.009552112091521648
116,116,116,04-26,0.30402779788665946,0.2555930928524625,0.2327251351333781
117,117,117,04-27,0.1179071184168976,-0.5907302293324759,0.1464456942892084
118,118,118,04-28,0.40834910289146414,0.729960334998054,0.14383836878216266
119,119,119,04-29,0.20259907653658768,-0.20562106487851328,0.13936677563461092
120,120,120,04-30,0.3740560509466158,0.57402382255619,-0.029330755726066964
121,121,121,05-01,0.26386695283503875,0.0729746976119475,-0.02129563617768556
122,122,122,05-02,0.08143131492082868,-0.7565920953116048,-0.2360054654618442
123,123,123,05-03,0.12850946296369278,-0.5425195120421875,-0.2669132670378169
124,124,124,05-04,0.12503936817659092,-0.5582986407068978,-0.3292260231507709
125,125,125,05-05,0.1618162158063509,-0.3910678743343493,-0.28670997312532603
126,126,126,05-06,0.29183433588787205,0.20014728587846567,-0.16204052580781458
127,127,127,05-07,0.3199669036104259,0.328070997764617,-0.11052667140444104
128,128,128,05-08,0.24593271741521344,-0.00857541140653623,0.09740668982146274
129,129,129,05-09,0.1964820214339684,-0.23343638562194624,0.15874134179258134
130,130,130,05-10,0.399407549659883,0.6893015266485247,0.10305199591244164
131,131,131,05-11,0.24274732192618026,-0.023059962507637626,0.06782243611346146
132,132,132,05-12,0.21835221417808004,-0.13398878940237285,0.006811794943964139
133,133,133,05-13,0.2734814805906833,0.1166936389707362,-0.09452396969695953
134,134,134,05-14,0.1654291437216271,-0.3746392584235202,-0.1358158441473751
135,135,135,05-15,0.06276942572623613,-0.8414509734674882,0.014764240423821072
136,136,136,05-16,0.3449228992112778,0.4415502799460313,0.14421263035550105
137,137,137,05-17,0.44143782415162397,0.8804205449195394,0.26715270875395675
138,138,138,05-18,0.3891594340109242,0.642701550187707,0.3042883195225215
139,139,139,05-19,0.4357009798703187,0.8543341093614705,0.4657393713980533
140,140,140,05-20,0.21442960201640307,-0.15182559381213132,0.382484405722978
141,141,141,05-21,0.2758041751310176,0.12725533778570267,0.109786878138264
142,142,142,05-22,0.2350679274210239,-0.05797951410442082,-0.060257879074314014
143,143,143,05-23,0.08161329047748138,-0.7557646205887447,-0.1413156946177878
144,144,144,05-24,0.1647852858120886,-0.377566993087761,-0.07015761779469909
145,145,145,05-25,0.32874514885525946,0.3679872161006277,-0.11847418510905952
146,146,146,05-26,0.30832272248872805,0.27512286712640105,-0.20817434352687925
147,147,147,05-27,0.21205043868680207,-0.16264406610045987,2.6682707832003665
148,148,148,05-28,0.11670852035539875,-0.5961804646113393,2.749471278840009
149,149,149,05-29,3.8770841754944407,16.50290613977473,2.6322316322849817
150,150,150,05-30,0.2719293832904464,0.10963598075009638,2.5260546209571357
151,151,151,05-31,0.1740473724455374,-0.3354506632295379,2.527458217501732
152,152,152,06-01,0.16822209918517478,-0.361939200840675,2.6978253729329964
153,153,153,06-02,0.21390248507900486,-0.15422248683288367,-0.06513453286324851
154,154,154,06-03,0.3415080731764312,0.4260224679762468,-0.2051825826847465
155,155,155,06-04,0.2313571002658526,-0.07485329500273785,-0.07968165015506833
156,156,156,06-05,0.08713590655700218,-0.7306523181788915,-0.06869775374874056
157,157,157,06-06,0.3396459201226261,0.4175549319485312,-0.00697160647694781
158,158,158,06-07,0.18271535637506328,-0.2960358224027084,-0.11142983690752206
159,159,159,06-08,0.29535016945771464,0.21613439679787289,0.008984840576948797
160,160,160,06-09,0.2036753821872136,-0.2007269146071988,0.06678861242149542
161,161,161,06-10,0.3902443316871644,0.6476347699040873,-0.06222709780472765
162,162,162,06-11,0.1634080144590777,-0.3838296871116117,-0.09240933552409177
163,163,163,06-12,0.16940962139282692,-0.3565393294088074,-0.2567587778355989
164,164,164,06-13,0.14288987754215185,-0.4771292487188931,-0.26410643225260105
165,165,165,06-14,0.07849099232061195,-0.7699622570711697,-0.2691219620816219
166,166,166,06-15,0.19398014824940227,-0.24481284110921195,-0.17462065686489855
167,167,167,06-16,0.3836263373920179,0.6175415909299624,0.022382150498984
168,168,168,06-17,0.2881025372968101,0.1831781441887282,0.031412352000268116
169,169,169,06-18,0.4293549312020072,0.8254775147744878,0.22338334114005573
170,170,170,06-19,0.1548052332586561,-0.4229480397111884,0.35718089271226444
171,171,171,06-20,0.33179681528862337,0.38186367776755603,0.2419693455243637
172,172,172,06-21,0.3705260891958457,0.5579724683240406,0.2580392880603783
173,173,173,06-22,0.2316046391832415,-0.07372769219744249,0.03525642134359565
174,174,174,06-23,0.3093068350783345,0.27959779940481605,0.032119163451804746
175,175,175,06-24,0.13539281927177613,-0.5112196855262081,-0.036079289218372994
176,176,176,06-25,0.15066561979047569,-0.4417715870619338,-0.07522498349148317
177,177,177,06-26,0.2418089204709061,-0.0273270382535104,-0.10512563164789487
178,178,178,06-27,0.3188733246404476,0.32309830268537953,-0.19877871644302644
179,179,179,06-28,0.19215071792943345,-0.2531315811359128,-0.08331410755570971
180,180,180,06-29,0.18573153954110386,-0.28232070936597337,0.06361350760717109
181,181,181,06-30,0.28774843252844323,0.18156796779769216,-0.06566568037331978
182,182,182,07-01,0.3445366866757956,0.439794103915351,-0.25602323446215125
183,183,183,07-02,0.07122496270326158,-0.8030021661364556,-0.28403924268610703
184,184,184,07-03,0.06769643008614705,-0.8190470218476095,-0.2729635638529171
185,185,185,07-04,0.15518358007570215,-0.4212276304796472,-0.2853368109276432
186,186,186,07-05,0.20034590369238525,-0.21586663636683406,-0.3060148088338571
187,187,187,07-06,0.27142192638762325,0.10732848534933567,-0.2447924518742838
188,188,188,07-07,0.3172520573657373,0.3157261164780674,-0.07315471174960117
189,189,189,07-08,0.1520078954952243,-0.4356680243790158,-0.05905156038011535
190,190,190,07-09,0.29417252009052713,0.2107794189004864,-0.10927408352241
191,191,191,07-10,0.17379269585979973,-0.3366087222627322,-0.15567821618847674
192,192,192,07-11,0.134077257512595,-0.5172017752206021,-0.19829357742301731
193,193,193,07-12,0.21019164848591604,-0.17109631064706468,-0.08588004168915753
194,194,194,07-13,0.26102106539676845,0.06003394907082363,-0.14265117592810092
195,195,195,07-14,0.3003376160920936,0.2388131900241432,-0.06543167703349895
196,196,196,07-15,0.2192629780620096,-0.12984738653317385,0.013920174830938622
197,197,197,07-16,0.2756838660013021,0.12670827110487962,0.008823823129705153
198,198,198,07-17,0.2387820685396437,-0.041090664033976536,-0.06328875489590242
199,199,199,07-18,0.203467009687106,-0.2016744208544655,-0.18954312835279166
200,200,200,07-19,0.1658684800765964,-0.3726415190828217,-0.21627870328586332
201,201,201,07-20,0.13374490270809164,-0.5187130507171923,-0.3065665525431614
202,202,202,07-21,0.1839853726212558,-0.290260836131604,-0.35194164889985924
203,203,203,07-22,0.1565490005582843,-0.4150188244389083,-0.34195036362401937
204,204,204,07-23,0.17890960459918478,-0.31334124217416376,-0.1137406680710585
205,205,205,07-24,0.2166505159587848,-0.14172670919942648,0.1286959957788623
206,206,206,07-25,0.4669912955621636,0.9966166542349434,0.18734749123042085
207,207,207,07-26,0.4536402104798609,0.9359069323823324,0.14899070306139514
208,208,208,07-27,0.2613760522767289,0.06164813657774729,0.19336398084693976
209,209,209,07-28,0.10593719802967497,-0.6451595534530625,0.2869027106722938
210,210,210,07-29,0.2374601683985457,-0.047101575460896265,0.04037732583319612
211,211,211,07-30,0.34007492005215834,0.4195056697526976,-0.22680831589343264
212,212,212,07-31,0.14170091825571654,-0.4825356547996427,-0.13390084759716206
213,213,213,08-01,0.10108861314700762,-0.6672069179774401,-0.09075210160723746
214,214,214,08-02,0.3839675064444443,0.6190929463553708,-0.2373113466936477
215,215,215,08-03,0.1628719914689938,-0.38626707751351497,-0.2792326865958621
216,216,216,08-04,0.04407516602638623,-0.9264570459793576,-0.19073818245676252
217,217,217,08-05,0.2847596896028336,0.16797763033941082,0.03262951893223202
218,218,218,08-06,0.2584694638549576,0.04843137003495462,-0.15212091920028467
219,219,219,08-07,0.3958224147403941,0.6729992903565275,-0.21070106519900691
220,220,220,08-08,0.14018920439704155,-0.4894096824397293,-0.04899197822943866
221,221,221,08-09,0.0855754574547449,-0.7377479535058485,-0.11802548610031464
222,222,222,08-10,0.2574503928759234,0.043797475838052116,-0.16625936766393526
223,223,223,08-11,0.19366993900063345,-0.2462234168858449,-0.3716206702650316
224,224,224,08-12,0.1948248313031204,-0.2409719193467692,-0.1154618941756086
225,225,225,08-13,0.12484806598984052,-0.5591685252500506,0.13081857483226547
226,226,226,08-14,0.4781908466168533,1.0475429740968087,0.2536472783792038
227,227,227,08-15,0.41054266819074303,0.739934860541396,0.2397117511855085
228,228,228,08-16,0.4195229329793417,0.780769697119682,0.22438791155828408
229,229,229,08-17,0.17528200340625213,-0.3298365800480167,0.2472972152046075
230,230,230,08-18,0.1746050167092735,-0.33291495711011554,0.2390665247719948
231,231,231,08-19,0.15507690441880964,-0.4217127033721099,0.12006346137453396
232,232,232,08-20,0.4673304461835891,0.9981588315011324,-0.03932012892560018
233,233,233,08-21,0.2535180623131427,0.025916480156631262,-0.05363205126821111
234,234,234,08-22,0.2092162002303972,-0.17553184468112298,0.07086544604671592
235,235,235,08-23,0.15639741421132175,-0.4157081141036823,0.2242130864669213
236,236,236,08-24,0.3388795310831711,0.4140700267794466,0.2852680368102317
237,237,237,08-25,0.35741919806901257,0.4983731391491226,0.11519209450397767
238,238,238,08-26,0.5478924858557488,1.3644885335609949,0.06677388929979026
239,239,239,08-27,0.02910276536650244,-0.9945391736808928,0.19005122452252726
240,240,240,08-28,0.14532835253612916,-0.4660410759062474,0.15853000038136722
241,241,241,08-29,0.31906192405119305,0.32395589723273954,0.13212878931751112
242,242,242,08-30,0.2972872589496895,0.22494268193248645,-0.08621185077978938
243,243,243,08-31,0.3225827859327364,0.33996587276598605,0.08367434747947115
244,244,244,09-01,0.2597918943286812,0.05444469297719192,0.41990059871149904
245,245,245,09-02,0.2532676949415293,0.02477801587467049,0.4750412393192742
246,246,246,09-03,0.5889790710817387,1.5513164314859202,0.4300030052358361
247,247,247,09-04,0.3918200288602752,0.6547997408793905,0.3669815963727921
248,248,248,09-05,0.2378592849591823,-0.045286722568142375,0.2485070112393389
249,249,249,09-06,0.23942600319077434,-0.03816258041227778,0.2990951279195465
250,250,250,09-07,0.1034646158034324,-0.6564028178235272,0.06856468885858331
251,251,251,09-08,0.3200187419903664,0.3283067159559159,-0.1690829488486559
252,252,252,09-09,0.28479403329463343,0.16813379712014112,-0.2950132632335751
253,253,253,09-10,0.07824384364823787,-0.7710860853640447,-0.1094674906701949
254,254,254,09-11,0.0716941676941744,-0.8008686088776575,0.09495960033995653
255,255,255,09-12,0.4842537494455931,1.0751120549680029,0.2938000762292928
256,256,256,09-13,0.37320627185947547,0.5701597282373814,0.20524469899597467
257,257,257,09-14,0.5823888564029314,1.5213495712919334,0.32207142570642705
258,258,258,09-15,0.1679451656149742,-0.3631984662797675,0.38415786762025395
259,259,259,09-16,0.2323967721019295,-0.0701257251013306,0.17105173764155715
260,260,260,09-17,0.15361726104598156,-0.42834995739469583,0.07265888653791974
261,261,261,09-18,0.2030600968230377,-0.20352472490417736,-0.1492193015327903
262,262,262,09-19,0.2433768521400857,-0.02019737838444324,-0.17965213063797292
263,263,263,09-20,0.2896204684306372,0.19008044286767292,-0.17427793935521596
264,264,264,09-21,0.1277890313142867,-0.5457954409108632,-0.20685599923879616
265,265,265,09-22,0.23948802037733946,-0.03788057740478885,-0.033846661740039016
266,266,266,09-23,0.1106304935844542,-0.6238183166961769,-0.003787372360508695
267,267,267,09-24,0.4313460102969823,0.8345313000883655,-0.01933557233652096
268,268,268,09-25,0.2830401005727492,0.1601583578927387,0.010897614748928364
269,269,269,09-26,0.2691046102364225,0.0967912430115994,-0.009270925005341095
270,270,270,09-27,0.1676817378630303,-0.3643963183981673,0.10759267119479733
271,271,271,09-28,0.21287562137158034,-0.1588918159304056,-0.048209779433232534
272,272,272,09-29,0.2648320713495297,0.07736326050465342,-0.17433434122069588
273,273,273,09-30,0.2257645932630349,-0.10028340367981356,-0.31643660038695026
274,274,274,10-01,0.11661867375606727,-0.5965890128320414,-0.10119144119600093
275,275,275,10-02,0.08160060317256884,-0.7558223119859271,-0.17758265546256435
276,276,276,10-03,0.4516978406765763,0.9270746367475288,-0.26694432222475245
277,277,277,10-04,0.11207737324031093,-0.6172391015297861,-0.16202624050746398
278,278,278,10-05,0.14691930420476862,-0.4588067400684751,-0.04206194796662517
279,279,279,10-06,0.3642040582713164,0.5292250866239171,0.024978823836133767
280,280,280,10-07,0.27491162200308106,0.12319674241299147,-0.2445767205943335
281,281,281,10-08,0.17006093746580336,-0.35357768116937344,-0.15973510576057967
282,282,282,10-09,0.09601915545695493,-0.6902586298352749,-0.04883908307118615
283,283,283,10-10,0.2240259294450717,-0.10818941252726344,-0.1943215713063188
284,284,284,10-11,0.2932466655268553,0.20656939606788605,-0.2276101938723572
285,285,285,10-12,0.17223983714100755,-0.3436698427868787,-0.13599891003406264
286,286,286,10-13,0.2309872667015527,-0.07653499298323893,0.0677714597952246
287,287,287,10-14,0.29094207554712875,0.1960900218603939,0.22412261264073527
288,288,288,10-15,0.3648942675631818,0.5323635891404487,0.14163687372554898
289,289,289,10-16,0.4303313593488083,0.8299175045458009,0.2837095932966849
290,290,290,10-17,0.18440668885818629,-0.2883450374232322,0.24481820735106605
291,291,291,10-18,0.3597048666932843,0.5087664746399366,0.25202822971459354
292,292,292,10-19,0.1796700621204583,-0.30988330865695196,0.020831186383333592
293,293,293,10-20,0.30045570391668,0.2393501560415587,-0.11898628750255698
294,294,294,10-21,0.05982964508446165,-0.8548186708471109,-0.1773727577732164
295,295,295,10-22,0.24584212768586866,-0.008987338769542474,-0.3479627837427641
296,296,296,10-23,0.10736571007082724,-0.6386638590471886,-0.1948774869263716
297,297,297,10-24,0.13461123607764264,-0.5147736811773493,-0.06320226333426547
298,298,298,10-25,0.3816661932449483,0.6086284722414028,0.08269192747918758
299,299,299,10-26,0.47420123195689795,1.0294014975941954,0.15433801398540786
300,300,300,10-27,0.2523371079873259,0.020546474033607456,0.3193701093461868
301,301,301,10-28,0.3403791771964088,0.420889180267779,0.43955152301285016
302,302,302,10-29,0.3251256482719963,0.3515287131174851,0.2773432271483986
303,303,303,10-30,0.29319067576644764,0.20631480082263126,0.1272300752410049
304,304,304,10-31,0.16763225999129247,-0.3646213029453068,0.13050588240685138
305,305,305,11-01,0.27612684763137824,0.1287225861498334,0.08140100576177085
306,306,306,11-02,0.2566595372968141,0.04020131702868639,-0.021615682985907585
307,307,307,11-03,0.27558526616817824,0.1262599203972959,-0.08091876386808262
308,308,308,11-04,0.1891950723052873,-0.2665714193685855,-0.01335507154557287
309,309,309,11-05,0.21494022878636013,-0.1495036844704191,-0.09279056451498298
310,310,310,11-06,0.2567825881903556,0.04076085098975176,-0.07885356400906993
311,311,311,11-07,0.17131167212152945,-0.3478903716666273,-0.07720690529298904
312,312,312,11-08,0.2750494169274557,0.12382332006416474,0.052231763369989005
313,313,313,11-09,0.2777580332258121,0.13613987269378122,0.12928898777197506
314,314,314,11-10,0.3599894649188736,0.5100605926092827,0.04569250739997669
315,315,315,11-11,0.3166172776479599,0.3128396619414973,0.11100300039697236
316,316,316,11-12,0.14647698757463495,-0.4608180312422385,0.032806387002620174
317,317,317,11-13,0.2574889026040167,0.04397258631534666,0.08950200668833137
318,318,318,11-14,0.17186894368030034,-0.3453563603019483,-0.14347195048115036
319,319,319,11-15,0.3525679337609027,0.4763135908080484,-0.2706488212828234
320,320,320,11-16,0.052580203679104716,-0.8877831504076077,-0.0909646710654402
321,321,321,11-17,0.1488073285235299,-0.4502215628685412,-0.1611150059816316
322,322,322,11-18,0.3835703200050853,0.6172868700620611,-0.2317089498836889
323,323,323,11-19,0.16492549811747587,-0.37692942318180206,-0.3392862382560902
324,324,324,11-20,0.0787201968993624,-0.7689200237142924,-0.17155067975060956
325,325,325,11-21,0.21061964414722786,-0.16915013942635934,-0.062064438347371215
326,326,326,11-22,0.2739073629473784,0.1186302006252764,-0.2093686639327946
327,327,327,11-23,0.2932744826836147,0.2066958855508889,-0.2405945774248036
328,328,328,11-24,0.18920231546555025,-0.26653848345047954,-0.07528682125301256
329,329,329,11-25,0.12372288854368425,-0.5642849041338558,0.033593720187780264
330,330,330,11-26,0.2968438696882748,0.22292651331645386,-0.057624930725185076
331,331,331,11-27,0.354287576882521,0.4841331092183975,0.013328657233465937
332,332,332,11-28,0.15354430422127496,-0.4286817048525156,-0.010264774704173649
333,333,333,11-29,0.3868977799898128,0.6324174133027951,0.07222137844822894
334,334,334,11-30,0.15807076938984735,-0.4080990750763169,0.0027788600057610754
335,335,335,12-01,0.2325634117985819,-0.06936798521944024,-0.12680883301281573
336,336,336,12-02,0.2052144294178391,-0.19372859733835326,-0.04771428778265787
337,337,337,12-03,0.18329654655192146,-0.2933930488930633,0.004738958624356675
338,338,338,12-04,0.2579095990066071,0.045885566528431516,-0.0520878142752876
339,339,339,12-05,0.4561098667119254,0.9471368917448822,-0.11643727737394255
340,340,340,12-06,0.0830878121187412,-0.7490597124741827,-0.024818568502143683
341,341,341,12-07,0.14765426078157473,-0.45546476381136997,0.00810144604997437
342,342,342,12-08,0.3261053648348495,0.35598365589244,-0.09332099990389753
343,343,343,12-09,0.2267345233816969,-0.09587296158035497,-0.3335057262438981
344,344,344,12-10,0.12408262726002292,-0.5626491091947997,-0.2676564504360642
345,345,345,12-11,0.13918599169038018,-0.4939714662951215,-0.16180720171665486
346,346,346,12-12,0.169975966808641,-0.353964057627179,-0.328250934324865
347,347,347,12-13,0.2873224011477831,0.17963072850508616,-0.3768656115509221
348,348,348,12-14,0.1064827705297808,-0.6426787397568213,-0.27063321968492543
349,349,349,12-15,0.16258743074936366,-0.3875610249366968,-0.23453035606761555
350,350,350,12-16,0.2642563252133215,0.07474524200117984,-0.2199249183056253
351,351,351,12-17,0.18682373956605208,-0.2773542845912623,-0.4016957935099515
352,352,352,12-18,0.18924784975661627,-0.2663314310552373,-0.3611602164899503
353,353,353,12-19,0.04747563397964622,-0.9109945227208716,-0.2567658188112213
354,354,354,12-20,0.15996948611396652,-0.3994652776368138,-0.22508356971683588
355,355,355,12-21,0.3003358943883396,0.2388053611356765,-0.11210390448802243
356,356,356,12-22,0.3060610698588109,0.26483873656749274,-0.017982165430638058
357,357,357,12-23,0.3359004683346679,0.4005237067816184,0.13728647988536571
358,358,358,12-24,0.313441534843848,0.2983990032890689,0.1483635876065792
359,359,359,12-25,0.2523526946185292,0.020617349175151112,0.05765052580431582
360,360,360,12-26,0.1745857356837602,-0.333002631309533,-0.0265828029565198
361,361,361,12-27,0.18063996076454397,-0.3054730096779037,-0.15146643983142968
362,362,362,12-28,0.1949151474529952,-0.24056123599752105,-0.31967300723957776
363,363,363,12-29,0.17111644260460004,-0.34877811446784085,
364,364,364,12-30,0.09149287907628537,-0.7108404011598195,
365,365,365,12-31,,,
