,unnamed: 0,unnamed: 0,mth_day,thought provoking,thought provoking_norm,thought provoking_ravg
77,77,77,03-18,1.5543042515035677,-1.7629002969044891,-0.3314750972584636
78,78,78,03-19,2.3856190517493805,0.17862936328459214,-0.4378192214057224
79,79,79,03-20,2.2233053415947674,-0.2004531243931582,-0.2609426257458339
80,80,80,03-21,2.277104286203284,-0.07480608116306373,-0.4123883966080404
81,81,81,03-22,2.3419197139998533,0.07656987830219959,-0.12531595132421788
82,82,82,03-23,2.01310687206353,-0.6913701187743179,-0.1285895057470995
83,83,83,03-24,2.2918080169128165,-0.04046562520155388,-0.07691646273340495
84,84,84,03-25,2.377209123339984,0.1589880367473024,-0.1296677887627484
85,85,85,03-26,2.3560560267226145,0.10958513368900898,-0.11588444881076344
86,86,86,03-27,2.1415834369677955,-0.3913140373391243,-0.0980204397157194
87,87,87,03-28,2.377329817900471,0.1592699180141093,-0.1562501861222048
88,88,88,03-29,2.0590004232884644,-0.5841860642040535,-0.2953446745420902
89,89,89,03-30,2.1422128260851143,-0.3898441036404661,-0.3856943315498836
90,90,90,03-31,2.019868282577934,-0.6755788937720101,-0.4357526286119936
91,91,91,04-01,2.1239431460147395,-0.4325128083577518,-0.5898575804965405
92,92,92,04-02,2.012981116613501,-0.6916638197117838,-0.5489248312674506
93,93,93,04-03,1.9814263302958064,-0.7653597932931723,-0.6082173305922516
94,94,94,04-04,2.1641587454505227,-0.3385895688295145,-0.4196819151765727
95,95,95,04-05,1.9898873687625467,-0.7455990995892715,-0.4341120661595563
96,96,96,04-06,2.5042253884805534,0.4556335987220639,-0.17168919219486392
97,97,97,04-07,2.0868713515593282,-0.5190937142556538,-0.3791836566746365
98,98,98,04-08,2.6871588750783744,0.8828734240763702,-0.5843589430607965
99,99,99,04-09,1.4483624595919762,-2.0103265801718067,-0.5904653175438458
100,100,100,04-10,1.6370529616505147,-1.5696412871464749,-0.8129210155096497
101,101,101,04-11,1.9741997810186398,-0.7822373464875667,-0.6367218682412283
102,102,102,04-12,1.9327253452621296,-0.8791005890727593,-0.5900853242846027
103,103,103,04-13,2.5395359548927585,0.5381011693548746,-0.2664511706008044
104,104,104,04-14,2.806970537042936,1.162692687816124,-0.0468883272203355
105,105,105,04-15,2.279795120155611,-0.06852165806901697,0.07453410696906758
106,106,106,04-16,2.2011211137748394,-0.2522642268636617,0.28660031608934783
107,107,107,04-17,2.2861402124010595,-0.05370274135114832,0.007278507397822599
108,108,108,04-18,2.4775342613099345,0.39329666564892224,-0.21963970514404088
109,109,109,04-19,1.821943970516644,-1.1378296827942769,-0.3008571883784518
110,110,110,04-20,2.2240060660917016,-0.1988165874350571,-0.14267405535955716
111,111,111,04-21,2.0711432600189803,-0.5558265574754826,-0.3387928647197529
112,112,112,04-22,2.607501656882441,0.6968345712497065,-0.3932826684068256
113,113,113,04-23,1.7823009803642742,-1.2304155975123234,-0.08553530921779984
114,114,114,04-24,2.337547174231984,0.06635784352648674,-0.21952722699237173
115,115,115,04-25,2.612562645089412,0.7086544723398777,-0.14271023557734866
116,116,116,04-26,1.8797739897757304,-1.0027680940824886,-0.39933172991883664
117,117,117,04-27,2.268490032050612,-0.09492460898534384,-0.07619167883803017
118,118,118,04-28,1.9482279387982164,-0.8428943947992215,0.14102634383483806
119,119,119,04-29,2.6124642661195927,0.7084247089725155,0.10316674672178366
120,120,120,04-30,2.895591362268235,1.369665979563696,0.10793077219906734
121,121,121,05-01,2.5152994075810216,0.4814968896615512,0.24773721971587226
122,122,122,05-02,1.8920130144042648,-0.9741839412187864,0.5213692319275505
123,123,123,05-03,2.627659932074258,0.7439140761154855,0.2201939653449476
124,124,124,05-04,2.651202545584676,0.7988976784708476,0.0017577170747940702
125,125,125,05-05,1.838729632922036,-1.0986268905231018,-0.1934942700822132
126,126,126,05-06,2.334417490488817,0.059048489942775076,0.08160146920743493
127,127,127,05-07,2.013687086030751,-0.6900150332804922,-0.1033805472623287
128,128,128,05-08,2.598748010769274,0.6763904945191019,-0.15734286587947155
129,129,129,05-09,2.152431689445238,-0.36597802270309626,0.07439028158132716
130,130,130,05-10,2.5125705945765957,0.4751237667679905,0.12108154966006852
131,131,131,05-11,2.434063917456055,0.2917719942416904,0.20632900755209013
132,132,132,05-12,2.45436974151646,0.3391960984152232,-0.05227969224538548
133,133,133,05-13,2.2326921567709044,-0.1785302859283625,0.013996530689780934
134,134,134,05-14,1.9343690604326689,-0.8752617042657516,0.05307430714756636
135,135,135,05-15,2.3226986892036527,0.031679314907902184,0.06489560688005434
136,136,136,05-16,2.6129633970029795,0.7095904255147031,0.19941057439188026
137,137,137,05-17,2.4644334398813847,0.3626997926366183,0.30280233966732834
138,138,138,05-18,2.7999455593062597,1.1462859034861788,0.3335367492237091
139,139,139,05-19,2.4983108793465374,0.441820305724326,0.6679842178340946
140,140,140,05-20,2.0133273274061882,-0.6908552469274675,0.5165324992223504
141,141,141,05-21,3.1819113077741576,2.0383641265702157,0.6488437677152035
142,142,142,05-22,2.223876201109164,-0.19911988615576148,0.5462513983260018
143,143,143,05-23,2.8043478424046846,1.1565674035937359,0.4872603961625637
144,144,144,05-24,2.5363805255671728,0.5307316871509686,0.6178095332585072
145,145,145,05-25,2.3467599836212893,0.0878742927436981,0.1699815910600838
146,146,146,05-26,2.348714724423676,0.09243957564819344,0.14189291276893856
147,147,147,05-27,2.0314184651041582,-0.6486035266203246,0.14661958311727494
148,148,148,05-28,2.151714952806117,-0.3676519559026328,0.15603377107576025
149,149,149,05-29,2.8164908998001787,1.184927425683754,0.1275017974158447
150,150,150,05-30,2.560566054975225,0.5872168149018806,0.5245267201335366
151,151,151,05-31,2.273459886888072,-0.08331754921579525,0.7133142169564047
152,152,152,06-01,3.368692016831944,2.4745891119543453,0.9286898629918428
153,153,153,06-02,2.51642318100922,0.4841214543168837,0.8589849619939549
154,154,154,06-03,2.7050259812175805,0.9246019203099964,1.2001226546108539
155,155,155,06-04,2.6374154510834082,0.7666980196964261,1.497328756352745
156,156,156,06-05,3.436966200517733,2.6340429706032737,1.1719931143749691
157,157,157,06-06,3.036997533005727,1.699919061235551,1.2313472750816703
158,158,158,06-07,2.5328881459894266,0.5225752600876865,1.149861713065124
159,159,159,06-08,2.6689070495693663,0.8402464185570934,0.9529065122236277
160,160,160,06-09,2.495685413005691,0.4356885482107171,0.8289888076437695
161,161,161,06-10,2.13142748663796,-0.4150331853525519,0.7308725041895411
162,162,162,06-11,3.1186152921323567,1.8905367431241256,0.9235443315423923
163,163,163,06-12,2.784931741132223,1.1112212405101811,0.6999128731803844
164,164,164,06-13,3.027871905299803,1.6786062242047943,0.9504273055455098
165,165,165,06-14,2.0943864178769696,-0.5015423316149551,1.0213647291741954
166,166,166,06-15,3.1392697771405937,1.9387751424014696,0.8360062130623461
167,167,167,06-16,2.313669348906776,0.010591356419561541,0.7460660839945277
168,168,168,06-17,2.6424198027045755,0.7783856464530295,0.4039109696302107
169,169,169,06-18,2.553870958606301,0.5715804661032706,0.8231983490699962
170,170,170,06-19,2.148857951354372,-0.3743244619811077,0.4739236204695722
171,171,171,06-20,3.1715570979807093,2.0141819450237586,0.6479308600389986
172,172,172,06-21,2.241965170805315,-0.15687322920107385,0.5170781002986432
173,173,173,06-22,2.7607028294766134,1.0546347938361198,0.4600943055545932
174,174,174,06-23,2.3062523836153206,-0.006730911989103126,0.3034982308668724
175,175,175,06-24,2.407476681198399,0.22967769763897075,0.010769699087900559
176,176,176,06-25,1.7465546421101867,-1.3139009101074326,0.2435253601304291
177,177,177,06-26,2.4195225576532016,0.25781075434992784,0.19552554562469115
178,178,178,06-27,2.839926344924513,1.2396607370540973,0.504548962773654
179,179,179,06-28,2.6373888558838914,0.7666359068016917,0.4630863280220322
180,180,180,06-29,3.1001493162229328,1.8474095909046748,0.6779084668413601
181,181,181,06-30,2.300957056081203,-0.019098110870760097,0.7848062475782326
182,182,182,07-01,2.2984436822299523,-0.02496807719146585,0.5401107128242341
183,183,183,07-02,2.6941484129121096,0.8991974387711622,0.34996819204355684
184,184,184,07-03,2.211291025775429,-0.2285124714698939,0.08594646579313242
185,185,185,07-04,2.14890301426467,-0.3742192178823716,0.3950876807895745
186,186,186,07-05,2.4218640246233667,0.2632792334021285,0.407818892215418
187,187,187,07-06,3.095156617371924,1.835749179107892,0.2165138734706551
188,188,188,07-07,2.3311508142415174,0.051419191363594574,0.3080531116573869
189,189,189,07-08,2.202676054684002,-0.2486326736974148,0.5992602570416279
190,190,190,07-09,2.4464600012535964,0.3207229576504966,0.4019223497346865
191,191,191,07-10,2.897029035285676,1.3730236544230754,-0.13550655269095924
192,192,192,07-11,1.9148928677331232,-0.9207482104395204,-0.00813113017282971
193,193,193,07-12,1.714474334240204,-1.3888242354459823,-0.008177221160061204
194,194,194,07-13,2.6583847765078654,0.8156717264723721,-0.3179305234982567
195,195,195,07-14,2.202557644585112,-0.24890921962080376,-0.4343695034901967
196,196,196,07-15,1.6506879563382066,-1.537796856378676,-0.2859613858046437
197,197,197,07-16,2.5978913521145657,0.6743897744714353,0.09747329944358868
198,198,198,07-17,2.2961608974884062,-0.0302995043262026,-0.2131023432592737
199,199,199,07-18,2.6995376128822857,0.9117838760434122,-0.2781868549150185
200,200,200,07-19,1.8605000972196768,-1.0477821297448024,0.2881750593066195
201,201,201,07-20,2.0353522119338616,-0.6394162895552725,0.07996354701845503
202,202,202,07-21,3.105700623645524,1.860374628951152,0.3276424690876795
203,203,203,07-22,2.062985348989616,-0.5748792992575518,0.21297337448740736
204,204,204,07-23,2.9324606909358786,1.455774028089144,0.454660791552109
205,205,205,07-24,2.40494685562532,0.2237693084417798,0.4365479949535696
206,206,206,07-25,2.4814074084770352,0.4023423726434074,0.2289938179207429
207,207,207,07-26,1.9888195129132096,-0.7480930691465089,0.4679351773410674
208,208,208,07-27,2.5724833483448983,0.6150495667541921,0.3208464428197145
209,209,209,07-28,2.676837897987374,0.8587688572643951,0.3025668507183657
210,210,210,07-29,2.554582223876705,0.5732416209610259,0.1553973421158987
211,211,211,07-30,2.357985650443955,0.1140917558336876,-0.05980872266533155
212,212,212,07-31,2.103321428680405,-0.48067467897139504,-0.14669361437261594
213,213,213,08-01,1.4359441474000003,-2.0393294578338903,-0.4300854305372917
214,214,214,08-02,2.349271626551312,0.09374021651048564,-0.4966621917763134
215,215,215,08-03,1.9487898566611583,-0.8415820397236596,-0.29379628076073083
216,216,216,08-04,2.383543125874853,0.17378105352689632,-0.2861106713358959
217,217,217,08-05,2.8791585310359924,1.3312872219271827,0.08404369048041864
218,218,218,08-06,2.1230661516010483,-0.4345610224223856,0.1676082292015001
219,219,219,08-07,2.386889597257753,0.181596713063997,0.2564508279187095
220,220,220,08-08,2.5639531920375203,0.5951274488369745,0.1981138033403842
221,221,221,08-09,2.1770310276934564,-0.3085264474204032,-0.2062594104581792
222,222,222,08-10,2.233672331947731,-0.17624109394305545,-0.1897137022734726
223,223,223,08-11,1.840303103750976,-1.0949520608641974,-0.09517021847464488
224,224,224,08-12,2.165572920495288,-0.3352867733141462,-0.10406939129518278
225,225,225,08-13,2.6297766330636696,0.7488576158569633,0.0587647235486817
226,226,226,08-14,2.5410907628075545,0.5417324119137471,0.3204585679972434
227,227,227,08-15,2.595360180516539,0.6684782416427837,0.31669542585204713
228,228,228,08-16,2.905977176372703,1.3939219727483148,0.4574970618999034
229,229,229,08-17,1.8306353994921831,-1.117530913735375,0.0644260854301572
230,230,230,08-18,2.5272995106541263,0.5095230429729921,0.003428519921578166
231,231,231,08-19,1.6199572303936611,-1.6095682429615144,0.3459806188889519
232,232,232,08-20,2.3843849034245763,0.17574701886227292,-0.055733011524441184
233,233,233,08-21,3.4753940081711114,2.7237908354470264,0.3787091791713525
234,234,234,08-22,1.873954354561346,-1.0163598097320437,0.6835186122404627
235,235,235,08-23,2.94673956328267,1.4891222304393867,1.18468302547427
236,236,236,08-24,3.310370503059804,2.3383796413876543,1.1987630745207476
237,237,237,08-25,2.907474189688112,1.3974182364413283,0.6711151804989353
238,238,238,08-26,2.4205572681343197,0.2602273131411397,1.6907101990479905
239,239,239,08-27,2.119839634895716,-0.4420965286838479,1.661434340641459
240,240,240,08-28,4.493346001951952,5.101210301562286,1.3686204992689692
241,241,241,08-29,2.871528388664156,1.3134670800001953,1.3973185655669162
242,242,242,08-30,2.5581167980319632,0.5814965931527183,1.170326582788779
243,243,243,08-31,2.9812009868865506,1.5696066342290107,1.238550674804064
244,244,244,09-01,1.837403277680532,-1.1017245835276843,0.18913428952884206
245,245,245,09-02,2.295110809748997,-0.03275197659213746,-0.18303186191197607
246,246,246,09-03,1.7973417412244794,-1.1952880100890455,-0.22513527578267312
247,247,247,09-04,1.9154145485702183,-0.9195298286447136,-0.15808091769362945
248,248,248,09-05,2.4499509786496008,0.32887610992853605,-0.0020118401457580593
249,249,249,09-06,3.153467055574811,1.9719327827632729,0.2090530091437308
250,250,250,09-07,2.238352704372128,-0.16531011824045622,0.2792605000072825
251,251,251,09-08,2.8373471812775666,1.2336371191447957,0.3759981313561141
252,252,252,09-09,1.9777083689605992,-0.7740430649077358,0.4979876665893978
253,253,253,09-10,2.1639384614313038,-0.3391040405517243,-0.001592080136090875
254,254,254,09-11,2.7633483215611503,1.0608133213282394,-0.373792906144747
255,255,255,09-12,1.8700211854287712,-1.0255456975896595,-0.7519131758467612
256,256,256,09-13,1.2821497835434679,-2.3985150742923933,-0.9314312844907998
257,257,257,09-14,1.8659369074455088,-1.0350844990672896,-1.117100630315359
258,258,258,09-15,1.5165171844384178,-1.851151716771968,-1.3835279544932055
259,259,259,09-16,1.6869444346054163,-1.4531201154990787,-1.0457352672421398
260,260,260,09-17,2.0788829260934456,-0.53775062373884,-0.4506337100357458
261,261,261,09-18,2.737827841442262,1.001210425916734,0.00754612361966478
262,262,262,09-19,2.810996060679898,1.1720942689459717,0.328001717141526
263,263,263,09-20,3.043024287675837,1.7139945028651735,0.9065077753209172
264,264,264,09-21,2.3397839616979588,0.07158184435919943,1.1046239359775394
265,265,265,09-22,3.1731560276321984,2.017916233577269,0.7814655051283418
266,266,266,09-23,2.587853455564588,0.6509463402008919,0.5769535422085914
267,267,267,09-24,1.9076173371237608,-0.9377401591784508,0.21711786293651225
268,268,268,09-25,2.285594388724124,-0.05497750857253074,0.3313260472088681
269,269,269,09-26,2.11858805998642,-0.4450195727673014,-0.05788606401540228
270,270,270,09-27,2.633190616795561,0.7568309499933346,-0.2516750848982807
271,271,271,09-28,2.1732502467517403,-0.3173564337683533,-0.1360795678010331
272,272,272,09-29,2.089999569048965,-0.5117877850963787,-0.08222224436239615
273,273,273,09-30,2.204588121064248,-0.24416705659496504,-0.10887471114998633
274,274,274,10-01,2.4239566017591936,0.26816643205929097,-0.24537422284725244
275,275,275,10-02,2.050116512346733,-0.6049343734928425,-0.21616759158681986
276,276,276,10-03,2.282516403693261,-0.06216612019026217,-0.03357127136994335
277,277,277,10-04,2.2482835732982585,-0.14211664620575776,0.04639760679583693
278,278,278,10-05,2.5590988362275984,0.5837901362048804,0.16481568918476766
279,279,279,10-06,2.41003225104512,0.2356462123997167,0.09900093374527756
280,280,280,10-07,2.7281787000105044,0.9786749263928752,-0.11221839711676472
281,281,281,10-08,1.8810350461400973,-0.999822906129783,-0.2295681872414064
282,282,282,10-09,1.7398831611193637,-1.3294821053625159,-0.3818292352770711
283,283,283,10-10,1.9468059724043718,-0.8462153869536075,-0.62225358101579
284,284,284,10-11,2.167932431731898,-0.3297761520091081,-0.8168773602263396
285,285,285,10-12,1.7923698344970815,-1.2068998620325964,-0.8324616664683134
286,286,286,10-13,2.2281802767412566,-0.18906774887042208,-0.551913199679301
287,287,287,10-14,1.840998167911039,-1.0933287435816257,-0.5011563610490771
288,288,288,10-15,2.460626492762097,0.3538086953715591,-0.1892226469666569
289,289,289,10-16,2.07720288170387,-0.5416743551722639,0.10600159105644386
290,290,290,10-17,2.969306065716272,1.5418261324854134,0.06191684674007687
291,291,291,10-18,2.5508159715578818,0.5644455661060078,0.3587913516824489
292,292,292,10-19,2.114924318307907,-0.4535762147686239,0.2676484352667777
293,293,293,10-20,2.6036839249245296,0.6879182860726063,0.2588534734871379
294,294,294,10-21,2.2264756881438386,-0.19304880312246803,0.07778374297953188
295,295,295,10-22,2.054608175957375,-0.5944441258501031,-0.2297838723643679
296,296,296,10-23,2.504128685424793,0.4554077494397774,0.18803206891890112
297,297,297,10-24,1.7606590680981808,-1.2809601259573908,0.2955225328660873
298,298,298,10-25,3.188314798678701,2.0533194329309903,0.3798713979788088
299,299,299,10-26,2.8798324136039635,1.3328610697557228,0.5298862557257846
300,300,300,10-27,2.443172228165733,0.31304438755386105,0.5136046637487096
301,301,301,10-28,2.440004002945728,0.30564502063175186,0.7849046549519981
302,302,302,10-29,2.462300444549644,0.35771819757732715,0.6799603383126778
303,303,303,10-30,2.4576425938771944,0.3468398212623405,0.3634971899434321
304,304,304,10-31,2.918707492400041,1.4236535330950677,0.31085397726180936
305,305,305,11-01,2.0668224317339368,-0.5659178204597509,0.42417992466479
306,306,306,11-02,2.3079291276391336,-0.0028148885358756045,0.3148625550575179
307,307,307,11-03,2.7311441464925483,0.9856007050496356,0.3120114135658347
308,308,308,11-04,2.1814585419759283,-0.2981860200663053,0.1045067544857344
309,309,309,11-05,2.4503178658499123,0.3297329723122409,0.07903323959735388
310,310,310,11-06,2.3856174312475904,0.17862557861446612,0.13662408005345936
311,311,311,11-07,2.0013796717023533,-0.7187589097900341,0.04259383711595949
312,312,312,11-08,2.455882936467663,0.3427301542007571,0.20895636724369826
313,313,313,11-09,2.4895756526575163,0.4214192474246364,0.11100282567811036
314,314,314,11-10,2.6088523737695466,0.6999891607001271,0.0331887590483871
315,315,315,11-11,2.1986702175764274,-0.2579882770812863,0.3548559521834404
316,316,316,11-12,2.1857091220941687,-0.2882588211638735,0.3900554987433742
317,317,317,11-13,2.827759110213705,1.2112442490202855,0.35356405020414217
318,318,318,11-14,2.546312368324083,0.5539274335603599,0.20600898002249504
319,319,319,11-15,2.3958272586717637,0.20247055618924434,0.008276651031627086
320,320,320,11-16,2.2297758665951983,-0.18534126038975546,0.1366617063194134
321,321,321,11-17,1.6906857712471108,-1.4443822510264943,0.15243822756497308
322,322,322,11-18,2.515536882481985,0.4820515105628443,0.1786834668816233
323,323,323,11-19,2.8682897985984988,1.305903376493644,0.14003469114273182
324,324,324,11-20,2.6137377278041947,0.711398869460261,0.13627592303189742
325,325,325,11-21,2.2965365809903533,-0.029422098244104418,0.4587341378127605
326,326,326,11-22,2.220119399453951,-0.20789386905476173,0.3312620071192052
327,327,327,11-23,2.5190973847438682,0.4903670376586845,0.004818601759376724
328,328,328,11-24,2.1880544719765456,-0.28278127359848765,-0.006204706371547464
329,329,329,11-25,2.02964002708224,-0.6527570556653268,-0.17404525624313447
330,330,330,11-26,2.5854182865363806,0.6452590206747159,-0.12963169986236944
331,331,331,11-27,1.8653456410299798,-1.0364653974736264,-0.1859258367319036
332,332,332,11-28,2.3342200928647934,0.0585874692298284,0.028617669365604517
333,333,333,11-29,2.374474873618853,0.15260221644147973,0.15044011938498095
334,334,334,11-30,2.7392276904112838,1.004479762986561,0.026058422993809758
335,335,335,12-01,2.342608119550477,0.07817764445093177,0.1999913973832413
336,336,336,12-02,2.265875359503501,-0.10103115767231136,0.025537292716102014
337,337,337,12-03,2.31218833056158,0.0071324488629630955,-0.13043062839544864
338,338,338,12-04,1.8860385930489167,-0.9881371587730076,-0.028710772080721075
339,339,339,12-05,1.973785322975646,-0.7832053102278242,0.023507469212695004
340,340,340,12-06,3.0005511935250357,1.6147989008749264,-0.037782168621562494
341,341,341,12-07,2.476759446888313,0.3914870922114281,-0.09787516081908326
342,342,342,12-08,2.108419151407164,-0.4687689846778563,0.1320095605378151
343,343,343,12-09,2.1578063661882205,-0.3534255043221616,0.1618974398067971
344,344,344,12-10,2.476624176569994,0.3911711693683825,-0.15917843345801774
345,345,345,12-11,2.050568810430105,-0.6038780346139322,-0.3364729118465599
346,346,346,12-12,2.1756908859439643,-0.31165633871396264,-0.08399434018659259
347,347,347,12-13,2.021280881996641,-0.6722797781198246,0.0504339058024286
348,348,348,12-14,2.7570494896490625,1.0461024452819476,-0.15382999995197744
349,349,349,12-15,2.5031593919592763,0.4531439716119656,0.05744845902629792
350,350,350,12-16,1.951859776133949,-0.8344122651580539,-0.011903595430474154
351,351,351,12-17,2.593353956152771,0.6637927192557201,-0.08833487848851633
352,352,352,12-18,1.997521918002202,-0.7277686654545951,-0.3502781072314449
353,353,353,12-19,1.8249250144223907,-1.1308674764680775,-0.6236414885074485
354,354,354,12-20,2.08410396424216,-0.525556927175624,-0.3212231910449309
355,355,355,12-21,1.8008749117587026,-1.1870363160440558,-0.4723737941688882
356,356,356,12-22,2.7287878191119206,0.9800975196170516,-0.20058540319545776
357,357,357,12-23,2.205040341317375,-0.2431108994880237,-0.16843197624950154
358,358,358,12-24,2.6957601677208416,0.9029616803859876,-0.2579641907372487
359,359,359,12-25,1.90752880950279,-0.9379469147923404,-0.2419763015986028
360,360,360,12-26,1.854091135094245,-1.0627502141021068,-0.7298101280493848
361,361,361,12-27,1.8419486150500075,-1.0911089812121797,-0.9658465195364626
362,362,362,12-28,1.4755178177164618,-1.9469054390876408,-1.3255523849482598
363,363,363,12-29,1.5986508032228202,-1.6593292484104902,
364,364,364,12-30,1.7716574384647756,-1.2552735120847949,
365,365,365,12-31,,,
