,unnamed: 0,unnamed: 0,mth_day,spoof,spoof_norm,spoof_ravg
138,138,138,05-18,1.1458742261383446,0.5998899905629496,0.4412607271777273
139,139,139,05-19,0.6165399227091266,-1.1942441459916042,0.4181675755502525
140,140,140,05-20,1.0576752987849498,0.3009471384804745,0.3637010845627383
141,141,141,05-21,0.9889306552025338,0.06794294631407526,0.23752516821423306
142,142,142,05-22,1.2023084537194295,0.7911690622523826,0.12535277968245154
143,143,143,05-23,1.2224526190292402,0.8594460176671223,0.22250087027776425
144,144,144,05-24,0.9473048150635778,-0.07314434062773945,0.2509207034504451
145,145,145,05-25,0.7885130739368349,-0.6113556024197283,0.11184890413618293
146,146,146,05-26,1.1079845559007817,0.4714661375165598,0.09517926268975344
147,147,147,05-27,0.7427434637876251,-0.7664878495714978,0.1009143579894039
148,148,148,05-28,1.1727995796714532,0.6911512135738056,0.11863364450039705
149,149,149,05-29,1.2326049792581266,0.8938565894650251,0.2265663280792997
150,150,150,05-30,0.9786717881057544,0.033171378438219316,0.14538942541566893
151,151,151,05-31,0.9795772894225341,0.03624049905368795,0.3982948322763243
152,152,152,06-01,0.9642838647968937,-0.015595278465225073,0.17347095012393474
153,153,153,06-02,1.1904407835582218,0.7509445915924345,0.08073199537652742
154,154,154,06-03,0.7748126377967678,-0.6577920793405315,0.13028695278577818
155,155,155,06-04,1.0684369529825284,0.337422860980581,0.2337638494245145
156,156,156,06-05,1.066394790507563,0.3305011228937237,0.2599255583651429
157,157,157,06-06,1.16275379742367,0.6571018788861059,0.3163739012762117
158,158,158,06-07,1.010595753177323,0.14137497517854528,0.2841656725859316
159,159,159,06-08,1.290366570596461,1.0896346490588469,0.2404622352292781
160,160,160,06-09,0.7177971004929659,-0.8510414514822124,0.2350753045391671
161,161,161,06-10,0.9910724078262588,0.07520223684066032,0.20955381076463966
162,162,162,06-11,1.0568587570091512,0.2981795387530576,0.13654813362565155
163,163,163,06-12,1.1175752284827012,0.503972916238942,0.0067953106977692475
164,164,164,06-13,0.8813599001804322,-0.2966590876553837,0.3296874149457518
165,165,165,06-14,1.0606759847819478,0.31111771149155315,0.3726661699150482
166,166,166,06-15,1.2893860255433418,1.086311174005683,0.16332640584276964
167,167,167,06-16,1.0671541082757583,0.3330747666564384,0.14844310582029524
168,168,168,06-17,0.6862820561788441,-0.9578590456806138,0.3935984697052817
169,169,169,06-18,1.091228565467012,0.4146731161040955,0.6504993859555906
170,170,170,06-19,1.3153379661344209,1.1742730956545346,0.6309099766782387
171,171,171,06-20,1.5154462211306066,1.852523208993408,0.7267628318889198
172,172,172,06-21,1.2547085303556178,0.9687747183415708,0.8595643407875743
173,173,173,06-22,1.2368344124767083,0.9081918979205252,1.1096327106587458
174,174,174,06-23,0.9213694761491764,-0.16104999228868674,0.9944346018494999
175,175,175,06-24,1.5339037155969981,1.9150833353311256,0.8514122987409479
176,176,176,06-25,1.1114123751526632,0.4830844427990586,0.9208299967646522
177,177,177,06-26,1.2622657827843595,0.9943893903420952,0.9395267762638416
178,178,178,06-27,1.3775928835833062,1.385280906483796,0.9947452337823556
179,179,179,06-28,1.2699317597182438,1.0203725749156614,0.8285087020185062
180,180,180,06-29,1.019118099793771,0.17026075282239675,0.8321861752923478
181,181,181,06-30,1.239629067053637,0.9176641447480286,0.8910260022151971
182,182,182,07-01,1.1179222989564432,0.5051492824421085,0.8049279619834615
183,183,183,07-02,1.3664250142381948,1.3474283518791903,0.4911544765214237
184,184,184,07-03,1.2251807136430772,0.8686926650933836,0.6107260690478801
185,185,185,07-04,0.7144847639415531,-0.8622683378565655,0.55362469788753
186,186,186,07-05,1.230785703738242,0.8876903079811355,0.5766567308577571
187,187,187,07-06,1.138547278644898,0.5750559177859279,0.4843451803750643
188,188,188,07-07,1.158693983348782,0.6433414802634705,0.2474508738829558
189,189,189,07-08,1.2030135860367404,0.7935590489830346,0.3057998608865032
190,190,190,07-09,0.8058265076499012,-0.5526731738592674,0.14154410036315054
191,191,191,07-10,0.8177751024799084,-0.5121744158352811,-0.05720811240609745
192,192,192,07-11,0.9400174490931248,-0.09784425515898053,-0.2219508094104636
193,193,193,07-12,0.7867128356418903,-0.6174573588295601,-0.2928632248105216
194,194,194,07-13,0.8670637457189816,-0.3451147017627264,-0.32800830365066536
195,195,195,07-14,1.0774832594725592,0.3680845565826866,-0.2401154912781141
196,196,196,07-15,0.7436121098038009,-0.7635436469001298,-0.2921513982967183
197,197,197,07-16,0.973364407646372,0.01518245840002642,-0.2301368432150097
198,198,198,07-17,0.8479026288002681,-0.4100596972706054,-0.35921931066919033
199,199,199,07-18,0.8964920232104032,-0.2453700283393088,-0.5592930190413861
200,200,200,07-19,0.6385598342132354,-1.1196095064878098,-0.35227961091734045
201,201,201,07-20,0.7233094831714925,-0.8323576936504874,-0.30033365565101
202,202,202,07-21,1.1100706569900851,0.4785368018441434,-0.35464427508334345
203,203,203,07-22,1.0653199938647124,0.3268581899980091,-0.4782036925047214
204,204,204,07-23,0.7517610750993883,-0.7359234138646059,-0.2840797345729008
205,205,205,07-24,0.6777651059071059,-0.9867265328675764,-0.3822846344454673
206,206,206,07-25,0.9822012642172242,0.04513424110311436,-0.4628876965996686
207,207,207,07-26,0.5494655507421946,-1.4215870928858865,-0.4022725134392291
208,208,208,07-27,0.9673857878143892,-0.005081571081064796,-0.03464494182021288
209,209,209,07-28,1.1726219901928674,0.6905492889606459,0.0057164361471990785
210,210,210,07-29,1.4025414618480572,1.4698420158494914,-0.06345621881450056
211,211,211,07-30,0.7492134824466171,-0.7445582650631047,0.29949367250222425
212,212,212,07-31,0.85975069025685,-0.36990168866708345,0.5437942908605738
213,213,213,08-01,1.1919654307192804,0.7561122550144624,0.5631692984534661
214,214,214,08-02,1.3998507691486721,1.4607221390690326,0.4229883065823928
215,215,215,08-03,1.2069199479848571,0.8067993345179986,0.4661837814324264
216,216,216,08-04,1.1543907594866727,0.6287560646230524,0.6242153217084384
217,217,217,08-05,0.8256788240011109,-0.4853854159629036,0.6129378966762234
218,218,218,08-06,1.1395007276286149,0.5782875529889889,0.32079148674090885
219,219,219,08-07,1.1720019470456462,0.6884477048211722,0.1935264543745964
220,220,220,08-08,0.8826883789404382,-0.2921563205428549,0.1392123846176835
221,221,221,08-09,0.9816332900277625,0.043209140320124025,0.12249272036922125
222,222,222,08-10,1.0582430979643518,0.30287164608157496,0.06015460990225384
223,223,223,08-11,0.7960813987644687,-0.5857034014536772,0.3003818256138547
224,224,224,08-12,1.0291487769840737,0.2042588901871845,0.4172596165249363
225,225,225,08-13,1.5972561238742722,2.1298109990907776,0.6209358405311771
226,226,226,08-14,1.0895873708644417,0.4091104249236352,0.7091109866016692
227,227,227,08-15,1.3421842988831427,1.2652664843575692,0.8588383636747019
228,228,228,08-16,1.2143321948965116,0.8319225225045269,0.8811451517842713
229,229,229,08-17,1.0611312695598825,0.3126608609845189,0.682972308646615
230,230,230,08-18,1.0686366209701346,0.3380996188446012,0.5437324781501024
231,231,231,08-19,1.2464472905426425,0.9407739402648396,0.17694222595448286
232,232,232,08-20,0.8431027278811176,-0.4263285580554403,0.022472991117455727
233,233,233,08-21,0.6928861487789959,-0.9354750288161482,-0.11275761472952665
234,234,234,08-22,0.9408882093289952,-0.09489288651763587,-0.13047488451590025
235,235,235,08-23,0.8217438221337174,-0.4987227740973752,-0.3337831865881112
236,236,236,08-24,1.0372732179671202,0.2317960001263596,-0.35697227355805833
237,237,237,08-25,0.8865475831592023,-0.2790758721684261,-0.15817255524963378
238,238,238,08-26,0.8020530239098116,-0.5654630798751232,-0.19800193459101406
239,239,239,08-27,1.04480468687047,0.2573232810343992,-0.1693645634697266
240,240,240,08-28,0.8703815855260209,-0.33386916256591764,0.026991502352321155
241,241,241,08-29,0.8724381685117696,-0.3268985473696507,0.1430281781504874
242,242,242,08-30,1.3848659621493942,1.4099323950586462,0.453282372451735
243,243,243,08-31,1.0919576192465348,0.41714418262057135,0.480138637064322
244,244,244,09-01,1.3512701124665027,1.2960620859323628,0.43617543956105176
245,245,245,09-02,1.0923460891495038,0.4184608687099209,0.5170277466899283
246,246,246,09-03,0.7925572086766801,-0.5976483475855392,0.10359022145254244
247,247,247,09-04,1.015564255249848,0.15821529540360904,-0.029882496722647124
248,248,248,09-05,0.6529920404370407,-1.0706927563656694,-0.0861959003230905
249,249,249,09-06,0.8556820135515868,-0.3836921264305661,-0.06452366211695902
250,250,250,09-07,1.2515831972200873,0.9581816643297024,0.031880587020567334
251,251,251,09-08,1.130710642437449,0.5484942979467098,0.04351609463965992
252,252,252,09-09,0.9632135994953528,-0.01922285276038103,0.1858631850135354
253,253,253,09-10,1.0361616226209152,0.22802834111816456,0.3164974735214376
254,254,254,09-11,0.9049772060710826,-0.2166102141224165,0.12943359855019754
255,255,255,09-12,1.0869329842647208,0.4001136046168467,-0.07396596451746022
256,256,256,09-13,0.9204396424416428,-0.16420158549773756,0.14418945800721505
257,257,257,09-14,0.7706493833356476,-0.6719030804592367,0.34301851896646823
258,258,258,09-15,1.3493959242233158,1.2897096823876706,0.26420002703445217
259,259,259,09-16,1.3881321035565302,1.4210027068736837,0.08283773867623732
260,260,260,09-17,0.7654514125171071,-0.6895211657145127,0.4168717923611705
261,261,261,09-18,0.7658824720857876,-0.6880601255324422,0.5252782237927667
262,262,262,09-19,1.511752230033922,1.8400027366118608,0.15597178799730224
263,263,263,09-20,0.9625522350787944,-0.02146449186965968,0.1139251606185168
264,264,264,09-21,0.6956435844374039,-0.9261289323851158,0.07699181492666941
265,265,265,09-22,1.3137004707316655,1.1687229426009709,0.2883618534230963
266,266,266,09-23,0.7000713952147828,-0.911121239865597,-0.21515596089445446
267,267,267,09-24,1.1400531981659812,0.5801601054461188,-0.18929369255188155
268,268,268,09-25,0.6204166958319214,-1.1811041492934429,-0.08389127795976133
269,269,269,09-26,1.0083340487769783,0.13370911818577846,-0.2232049871252384
270,270,270,09-27,0.882228676057217,-0.2937144448323947,-0.13751338857610348
271,271,271,09-28,1.0670850465108264,0.3328406876081085,-0.27354042684090585
272,272,272,09-29,0.8517640753892451,-0.3969716485707875,-0.06601781701495217
273,273,273,09-30,0.8992558929464916,-0.23600212414269525,-0.24830311119271944
274,274,274,10-01,0.9877766402639058,0.06403150966227883,0.045422421978827364
275,275,275,10-02,0.6856496164827113,-0.9600026468808254,0.03782080388484282
276,276,276,10-03,1.4021864562463309,1.4686387541968862,0.010109546137532205
277,277,277,10-04,1.053628536866208,0.28723097904420125,0.039327571517303504
278,278,278,10-05,0.8027091501705894,-0.5632391950546511,-0.14435013955412973
279,279,279,10-06,0.9509781230636204,-0.06069397186406748,-0.1040921531041424
280,280,280,10-07,0.662627328633781,-1.0380347567663206,-0.33472310970120384
281,281,281,10-08,0.7569149676539133,-0.7184547281809014,-0.4879056844004621
282,282,282,10-09,0.9939197354738364,0.08485301461451751,-0.2916344224209688
283,283,283,10-10,0.782462218282111,-0.6318644691513478,-0.12990140881289247
284,284,284,10-11,1.1501517731929831,0.6143883768223084,-0.07131596903953467
285,285,285,10-12,1.237280569537815,0.9097041097843904,-0.12081642648639207
286,286,286,10-13,0.7663362397626178,-0.6865221181261739,-0.2350987705315669
287,287,287,10-14,0.6692884419838361,-1.0154574728620458,-0.07532177935263817
288,288,288,10-15,0.791615246371648,-0.6008410496565313,-0.40713397904211984
289,289,289,10-16,1.0653020816118377,0.3267974779222246,1.5174963683746032
290,290,290,10-17,0.5627723481654463,-1.3764848213145815,1.5538338673785883
291,291,291,10-18,4.644292933501899,12.45748619428473,1.6232465320529499
292,292,292,10-19,0.8306614794369688,-0.4684971241022627,1.7872240346034474
293,293,293,10-20,0.792163885093555,-0.5989814848158778,1.819284265373807
294,294,294,10-21,1.0818909241667942,0.38302396564645297,2.0581513653648127
295,295,295,10-22,1.1220556305584015,0.5191588625443833,-0.09819928201391756
296,296,296,10-23,0.9856188257271922,0.05671777863145134,0.0059198267310483785
297,297,297,10-24,0.8270854751854522,-0.4806176899876514,0.09606885610198101
298,298,298,10-25,1.0149748418938958,0.15621752836753292,-0.025808590985593058
299,299,299,10-26,0.9517471827789399,-0.058087308590281876,-0.13520065484066104
300,300,300,10-27,0.8661414584716886,-0.34824071687899144,-0.030068592333402464
301,301,301,10-28,0.928407996053412,-0.13719352058602466,0.17099496800813938
302,302,302,10-29,1.1717253356302701,0.6875101536750029,0.21463277351490453
303,303,303,10-30,1.1830115037580178,0.7257636720615996,0.31802763404910844
304,304,304,10-31,1.0922232044677078,0.418044361408124,0.5514073008723495
305,305,305,11-01,1.1347784691156615,0.5622818546149415,0.4811809304573727
306,306,306,11-02,1.2792739913925355,1.0520372840604548,0.3418552714714249
307,307,307,11-03,0.804092117629646,-0.558551743075886,0.22178281242593054
308,308,308,11-04,0.9250887576402692,-0.14844380024068354,-0.07454306358091582
309,309,309,11-05,0.9704572576459491,0.005328917788633411,-0.01624543125713465
310,310,310,11-06,0.5676622545310618,-1.3599108946329543,-0.13115174029380627
311,311,311,11-07,1.2379778987534351,0.9120676485576286,0.003113013126964511
312,312,312,11-08,1.0758649491778165,0.3625994298404252,-0.011828112828414538
313,313,313,11-09,1.0417697971711446,0.24703677744873875,-0.1106886687694843
314,314,314,11-10,0.8986397302050287,-0.23809055597295786,0.2486185617887357
315,315,315,11-11,0.7954526720372515,-0.5878344178577851,0.1850472614592936
316,316,316,11-12,1.2037138363928184,0.7959324887163658,0.21350359401378907
317,317,317,11-13,1.12544293508813,0.5306398465809755,0.31666551532692483
318,318,318,11-14,1.1262388181009422,0.5333374251673982,0.2540695662795079
319,319,319,11-15,1.2243887306592809,0.866008305327553,0.31482236758611903
320,320,320,11-16,0.787831349455518,-0.6136662502574596,-0.00751931137082453
321,321,321,11-17,0.9029982822760684,-0.22331761001811806,-0.3045889302244038
322,322,322,11-18,0.6330992832650953,-1.1381175850252956,-0.3346183241522496
323,323,323,11-19,0.5995653993053603,-1.2517778665405004,-0.4429262988645713
324,324,324,11-20,1.0730802900065255,0.3531610616003238,-0.3757637151168061
325,325,325,11-21,1.0326601686234191,0.2161604570536227,-0.15739083217663416
326,326,326,11-22,0.9067236622217284,-0.2106907477708685,0.10961687864854368
327,327,327,11-23,1.2895655590158628,1.0869196876229137,0.2793724219356822
328,328,328,11-24,1.105760733956727,0.4639286799257714,0.10797897222011983
329,329,329,11-25,0.9000694600498073,-0.2332446068176695,0.032115989986423205
330,330,330,11-26,0.7696767803054796,-0.6751996366930502,0.11344929659995652
331,331,331,11-27,0.8983662670519771,-0.2390174363485571,-0.27876133990433044
332,332,332,11-28,1.050701222175682,0.27730909191033143,-0.5243294765358534
333,333,333,11-29,0.5952678256137622,-1.2663441314028079,-0.4939519809120837
334,334,334,11-30,0.6710519708832396,-1.0094801398633664,-0.3045799268940645
335,335,335,12-01,0.9538442035039792,-0.05097963307505126,-0.40237521026327344
336,336,336,12-02,1.1049063116773898,0.4610326874150647,-0.4426183913496855
337,337,337,12-03,0.7252474445084794,-0.8257891365638104,-0.2181120811869816
338,338,338,12-04,0.9794620797031124,0.03585000539185942,-0.19228136914923946
339,339,339,12-05,0.9926925963178852,0.08069372957341538,-0.0744127900146494
340,340,340,12-06,0.716777923090481,-0.8544958676369133,-0.24446461842708256
341,341,341,12-07,1.1624971050720312,0.6562318417324889,-0.011581675828501193
342,342,342,12-08,0.8038777621205889,-0.5592782830595342,-0.052411792912870084
343,343,343,12-09,1.137500668019513,0.5715085190276779,-0.10118900839543664
344,344,344,12-10,0.9071839334527112,-0.20913069711435392,-0.06165793572763788
345,345,345,12-11,0.906346365493924,-0.21196956332198397,-0.2569907309893442
346,346,346,12-12,0.7867564795030031,-0.6173094316301206,-0.1434264584764623
347,347,347,12-13,0.8167157713018621,-0.5157649298377492,-0.2973397789174257
348,348,348,12-14,1.0049111091606062,0.12210735201775738,-0.25923450460402075
349,349,349,12-15,0.8650407712788388,-0.35197140361810275,-0.3311564922527284
350,350,350,12-16,0.9746385181173808,0.019500948766076026,-0.3500773063792884
351,351,351,12-17,0.7790288774947791,-0.6435014892142298,-0.2486486792547161
352,352,352,12-18,0.7532625424714166,-0.7308343163894807,-0.061696862706664864
353,353,353,12-19,0.996266398848159,0.09280683290968372,-0.1332697007974458
354,354,354,12-20,1.3358562962713043,1.2438182513060652,-0.3075865838569892
355,355,355,12-21,0.7383413535820381,-0.7814084321627883,-0.3469523512423338
356,356,356,12-22,0.6660598985249538,-1.0264003495911846,-0.34010092817735266
357,357,357,12-23,0.7093429472179229,-0.8796960935262971,-0.5814778848772343
358,358,358,12-24,0.7653910445105072,-0.6897257779995938,-0.9583846454077676
359,359,359,12-25,0.5689769315713249,-1.3554549072896058,-0.9604450651272984
360,360,360,12-26,0.6686497363660451,-1.0176223118771337,-0.8411117429783962
361,361,361,12-27,0.7346939646333921,-0.7937709504799729,-0.7021863790617277
362,362,362,12-28,0.8773057123197564,-0.3104004166977706,-0.6854323826168245
363,363,363,12-29,0.9552709162783708,-0.04614391002628646,
364,364,364,12-30,0.7950492451671739,-0.5892017993301749,
365,365,365,12-31,,,
