,unnamed: 0,unnamed: 0,mth_day,spoof,spoof_norm,spoof_ravg
0,0,0,01-01,,,
1,1,1,01-02,0.7655068025486005,-0.6893334258577086,
2,2,2,01-03,0.9421039845454487,-0.0907721185944431,
3,3,3,01-04,0.6123543987536753,-1.2084306276898311,
4,4,4,01-05,0.5968994807106808,-1.2608137735750609,-0.5357256741496116
5,5,5,01-06,1.0922053044170117,0.4179836906905984,-0.5184403749219434
6,6,6,01-07,0.8558898182493644,-0.3829877898712238,-0.6790395953405975
7,7,7,01-08,0.7961055241485843,-0.5856216304916995,-0.520901597891183
8,8,8,01-09,0.6578085974630611,-1.0543674411063677,-0.20461352312800088
9,9,9,01-10,0.8922928883684914,-0.25960264299334285,-0.3295581636303415
10,10,10,01-11,1.1567978439152982,0.6369146750040314,-0.040200403301983406
11,11,11,01-12,0.8710262423836771,-0.3316841523234452,0.012058835744524488
12,12,12,01-13,1.3681156949590885,1.3531587720989249,0.17137585835660604
13,13,13,01-14,0.888615690478335,-0.27206619621265205,0.040317768566025335
14,14,14,01-15,0.9398342168542639,-0.09846530543387837,-0.08985631218178776
15,15,15,01-16,0.6602916976394007,-1.045951181736827,-0.016294959613175054
16,16,16,01-17,0.9263615405645071,-0.14412980948284718,-0.3126308562914121
17,17,17,01-18,1.001245761185081,0.10968396308823104,-0.2328586598473513
18,18,18,01-19,0.8435370062647797,-0.4248566079704974,-0.3123796597996697
19,19,19,01-20,1.0298297474790894,0.20656698245171293,-0.1941160941357838
20,20,20,01-21,0.7990648320235704,-0.575591305147789,-0.3879905290949248
21,21,21,01-22,0.8696438108720285,-0.3363697877535113,-0.5821419612952016
22,22,22,01-23,0.5831618202395505,-1.3073764192376929,-0.7235270207706378
23,23,23,01-24,0.6575556957782228,-1.05522463011343,-0.8729980250941826
24,24,24,01-25,0.5932548435839529,-1.273166964823115,-0.74092068838788
25,25,25,01-26,0.7652337119505159,-0.6902590434895555,-0.6509182790797196
26,26,26,01-27,1.03287031044274,0.21687271509002606,-0.5623287924586177
27,27,27,01-28,1.0289675593056102,0.203644668095452,-0.4753480784345474
28,28,28,01-29,0.7399843896438213,-0.7758394995110817,-0.4943024713446667
29,29,29,01-30,0.8115303894144269,-0.5333403459690094,-0.3852691674340945
30,30,30,01-31,0.5597014648362433,-1.38689332228383,-0.5709325851515633
31,31,31,02-01,0.9582462636884524,-0.036059220026122336,-0.6284971634984489
32,32,32,02-02,0.7042058681781384,-0.8971077912147862,-0.6213917276734451
33,33,33,02-03,0.9270657939003942,-0.14174280198586148,-0.6678049377315993
34,34,34,02-04,0.7525625492575019,-0.7332068845610592,-0.4341726456967479
35,35,35,02-05,0.7293689599577838,-0.8118196063179347,-0.5388257013577373
36,36,36,02-06,0.9732811990706104,0.014900429925278706,-0.4423757389851561
37,37,37,02-07,0.772987699599932,-0.6639775539920592,-0.4138314820042348
38,38,38,02-08,0.8749431813189795,-0.3184080169792985,-0.2639500884780786
39,39,39,02-09,0.9775953080924046,0.02952273989966661,-0.2575014462543787
40,40,40,02-10,1.0178850625168308,0.1660814765958777,-0.20442564957730602
41,41,41,02-11,0.7407844527127515,-0.7731277529757351,-0.36962818156214095
42,42,42,02-12,1.067236849177003,0.33335520998771456,-0.42841309852370574
43,43,43,02-13,0.4805434545084166,-1.6551927459010691,-0.6227369888234875
44,44,44,02-14,0.7708811523836704,-0.6711175187486872,-0.8519888241741379
45,45,45,02-15,0.6335999545152401,-1.1364206018990242,-0.7072291818263231
46,46,46,02-16,0.6120596849062764,-1.209429535508025,-0.79933142524192
47,47,47,02-17,0.9970403576162588,0.0954301011111546,-0.6803408651976569
48,48,48,02-18,0.9041959397956518,-0.2192582505058672,-0.6431019222307089
49,49,49,02-19,0.6911825051759664,-0.94124938563549,-0.5314117284975786
50,50,50,02-20,0.8368021430194241,-0.4476838609469993,-0.07212539827953424
51,51,51,02-21,0.8313157764095969,-0.4662794395002419,-0.046770175872422125
52,52,52,02-22,1.4250959169042106,1.5462884458002413,0.11094644588267263
53,53,53,02-23,1.04192459024204,0.2475614355538273,0.18443192584883072
54,54,54,02-24,1.183388503211004,0.7270414800247014,0.1932869449127913
55,55,55,02-25,0.8212677130459252,-0.5003365058385417,-0.05544136992722825
56,56,56,02-26,0.8524774437204365,-0.39455374656323583,-0.2601326981537731
57,57,57,02-27,0.3910128137833856,-1.9586493285403592,-0.14962943226025813
58,58,58,02-28,1.0627479538264624,0.31814047644097226,-0.21623201538730266
59,59,59,02-29,1.237539292911019,0.9105810309149168,-0.16406867942887812
60,60,60,03-01,1.0654875127738754,0.32742598126243433,-0.17462823577745432
61,61,61,03-02,0.9136081101484156,-0.18735649008799465,0.009397904253467426
62,62,62,03-03,0.8337847430229427,-0.4579110846546928,-0.17526616078085974
63,63,63,03-04,0.7167789201006219,-0.8544924883548288,-0.3489041306997493
64,64,64,03-05,0.7358525821535167,-0.789843913764991,-0.4015139059985201
65,65,65,03-06,0.9301624965504504,-0.13124678859842082,-0.4116535650027284
66,66,66,03-07,0.9723568213926104,0.01176732946981042,-0.419619804321606
67,67,67,03-08,0.8956587186509336,-0.24819444411324496,-0.4526030903809216
68,68,68,03-09,0.8196827748761025,-0.505708520567958,-0.5215546603731949
69,69,69,03-10,0.6583913634671709,-1.0523922047107226,-0.4799225487660803
70,70,70,03-11,0.6137933764500824,-1.2035533337186308,-0.4871322179203512
71,71,71,03-12,1.0038603467239935,0.11854588104426655,-0.4851747307221434
72,72,72,03-13,0.9595941462214219,-0.03149068545581461,-0.6414827597689805
73,73,73,03-14,0.8991238947537352,-0.2364495209239985,-0.6007870718887293
74,74,74,03-15,0.5429837254902184,-1.4435566948489809,-0.5256287298666393
75,75,75,03-16,0.7304315409246962,-0.808218077429215,-0.8097006812101436
76,76,76,03-17,0.7468399123046158,-0.7526032815860906,-0.6495223373838385
77,77,77,03-18,0.5009914962032835,-1.5858858270167586,-0.3215677098808422
78,78,78,03-19,1.2431444906228808,0.9295793775020158,-0.3063240009228864
79,79,79,03-20,1.4796745819138264,1.7312782440939791,-0.0873097560414995
80,80,80,03-21,0.5699683903439833,-1.3520944411012463,-0.06505478985782827
81,81,81,03-22,1.11813416714416,0.5058673918591066,0.1451643036185412
82,82,82,03-23,0.7862360202632903,-0.6190734844840631,-0.030913368514406517
83,83,83,03-24,0.8731248004383724,-0.3245712661585417,-0.3611877322182426
84,84,84,03-25,0.9314488931902812,-0.12688665529567056,-0.1756831855450455
85,85,85,03-26,0.8950174594956586,-0.2503679381290374,-0.07398913670792502
86,86,86,03-27,0.8983515964674031,-0.23906716106206344,0.12076654033028505
87,87,87,03-28,1.2981546485808575,1.1160316848818297,0.07811315340609433
88,88,88,03-29,1.130995729841801,0.5494605777451974,0.41689006483235147
89,89,89,03-30,0.7976190718652394,-0.580491587703686,0.5709219087252388
90,90,90,03-31,1.5311573657310142,1.9057748132618724,0.4966822084031039
91,91,91,04-01,1.1676871684045065,0.6738231252282867,0.29827881257685585
92,92,92,04-02,0.7669312552917601,-0.6845053629948733,0.13342684086043768
93,93,93,04-03,0.9469376870797684,-0.0743886900756589,0.13213870595021746
94,94,94,04-04,0.8391720523155917,-0.4396512525533117,-0.1392487227102686
95,95,95,04-05,0.7953387942153184,-0.5882203971650074,-0.3156771207411097
96,96,96,04-06,1.050742866338058,0.2774502412989561,-0.31578828525368235
97,97,97,04-07,0.8553707102065715,-0.3847472629567599,-0.3919846413766277
98,98,98,04-08,0.7667344700393206,-0.6851723500703093,-0.2657906933278182
99,99,99,04-09,0.8120536415547001,-0.5315668268133311,-0.3738742629716191
100,100,100,04-10,1.0625626591595578,0.3175124357395455,-0.5683882711234568
101,101,101,04-11,0.6040074777305374,-1.2367218150278132,-0.375638753563803
102,102,102,04-12,0.7064109630055422,-0.8896338076120701,-0.10480024632320444
103,103,103,04-13,1.1965790832093606,0.7717498424011632,-0.14419201579656893
104,104,104,04-14,1.2461772596871241,0.939858693373282,0.07892739469425
105,105,105,04-15,0.7423216819530484,-0.7679174436535182,0.2358715842559299
106,106,106,04-16,1.4575323172047578,1.656228898684459,0.4273806945814998
107,107,107,04-17,0.8818326689453936,-0.295056677657734,0.2545714691610767
108,108,108,04-18,1.0454235466773842,0.25942085434134937,-0.035064836204997486
109,109,109,04-19,0.8906693440198651,-0.2651055101213756,0.15201254543849038
110,110,110,04-20,0.7334582979604807,-0.7979591388231629,-0.17150331937256502
111,111,111,04-21,1.0734891464653311,0.354546846207409,-0.0746505561372159
112,112,112,04-22,0.8848392009244168,-0.28486629018187337,-0.16236169192839214
113,113,113,04-23,1.0532830268127231,0.28605990175436075,-0.2461862709269331
114,114,114,04-24,0.8901558483897782,-0.2668459604057082,-0.2575604446531746
115,115,115,04-25,0.7422816926272539,-0.7680529841126211,-0.4344451424922424
116,116,116,04-26,0.7133235481540079,-0.8662041811806123,-0.4867845974147847
117,117,117,04-27,0.7603649388258533,-0.7067613408269976,-0.2856967344309593
118,118,118,04-28,0.7921870351287416,-0.5989030197171271,-0.2934732324272134
119,119,119,04-29,1.4092520763232308,1.4925870796573133,-0.1897003071867661
120,120,120,04-30,0.8763897634596817,-0.31350494838323323,-0.09835962833927014
121,121,121,05-01,0.9259822353384678,-0.14541543266993756,-0.0033219782374742657
122,122,122,05-02,0.8750163233843209,-0.3181601080956363,0.17747789648049728
123,123,123,05-03,0.9286021535063316,-0.13653544021622233,0.11953975953881335
124,124,124,05-04,1.112241953411661,0.4858962285907021,0.3694700667462898
125,125,125,05-05,1.3066890313362751,1.1449582580072095,0.30969361756242103
126,126,126,05-06,1.318820512786759,1.1860768948616256,0.545493020970919
127,127,127,05-07,0.8201649797201788,-0.5040741277731505,0.765149351863633
128,128,128,05-08,1.2924323138920089,1.096636312355352,0.7488120997618689
129,129,129,05-09,1.317441410966312,1.181402545140062,0.5852743127846095
130,130,130,05-10,1.0833214804602609,0.3878727159801179,0.1978774093757846
131,131,131,05-11,1.0171917452965435,0.16373153614365318,0.43542296844443423
132,132,132,05-12,0.6330441290532194,-1.1383045255913242,0.3599240034230726
133,133,133,05-13,1.2406720437587022,0.9211992266387472,0.1974405552462163
134,134,134,05-14,1.1587828015898027,0.643642522227182,0.31912310394577464
135,135,135,05-15,1.0298105328493286,0.20650185607892385,0.5612514338815248
136,136,136,05-16,1.2987259338164636,1.117968008177468,0.850950519907237
137,137,137,05-17,1.4458113058601183,1.6165015157581537,0.4983766244688452
