,unnamed: 0,unnamed: 0,mth_day,father daughter relationship,father daughter relationship_norm,father daughter relationship_ravg
0,0,0,01-01,,,
1,1,1,01-02,0.5451179657080235,-1.0911826733122991,
2,2,2,01-03,0.6264532525238794,-0.6882575813606333,
3,3,3,01-04,0.8627122044794283,0.4821404545695224,
4,4,4,01-05,0.4403454595880648,-1.6102128914999736,-0.8126738447804905
5,5,5,01-06,0.5799172083319803,-0.918791469161867,-0.8872287091803961
6,6,6,01-07,0.5534838893311264,-1.0497389079176926,-0.9897492617527358
7,7,7,01-08,0.4548191771648024,-1.5385118597117315,-1.1836442892692436
8,8,8,01-09,0.5022831963836439,-1.3033808967946732,-1.0429888424194174
9,9,9,01-10,0.6278719129676464,-0.6812297105295245,-1.0181958127322426
10,10,10,01-11,0.6107034443389675,-0.7662802104010168,-0.8022236652639313
11,11,11,01-12,0.6099458397712302,-0.7700332910388176,-0.3827437933754898
12,12,12,01-13,0.8150633775702749,0.2460939768921745,-0.11058791742236353
13,13,13,01-14,0.9628815893853504,0.9783673716189172,-0.022940094893719325
14,14,14,01-15,0.8319108617451761,0.3295543589240845,-0.021375136058083888
15,15,15,01-16,0.7340285300642211,-0.15534277535765936,0.03929777635867465
16,16,16,01-17,0.6125988791722989,-0.7568904573872042,-0.1507662102950976
17,17,17,01-18,0.6834311922391129,-0.4059958165382663,-0.3893286470527601
18,18,18,01-19,0.5848631367319007,-0.8942899430304592,-0.5004220982462603
19,19,19,01-20,0.6739413679185534,-0.4530072489270578,-0.5425181241371092
20,20,20,01-21,0.6973575480398501,-0.3370063482369169,-0.4772384120133797
21,21,21,01-22,0.6830429884630946,-0.4079189307027526,-0.5757757845991401
22,22,22,01-23,0.6916638599575161,-0.36521218464482746,-0.5012714316377994
23,23,23,01-24,0.5640854534688141,-0.9972200520528286,-0.4503348921192583
24,24,24,01-25,0.6751007472185765,-0.4472638252624154,-0.4910557060837874
25,25,25,01-26,0.7356342949747524,-0.1473880118158105,-0.2982823636522793
26,26,26,01-27,0.648037625066514,-0.5813312320240915,-0.1796864329735598
27,27,27,01-28,0.9165247260412366,0.7487211238862954,-0.13536103527632826
28,28,28,01-29,0.8353039691930683,0.3463633994274898,-0.09112778180055056
29,29,29,01-30,0.6177711485065958,-0.7312676658694394,-0.17475369370873614
30,30,30,01-31,0.7286748397253159,-0.1818643044077493,-0.18525928156600724
31,31,31,02-01,0.6343489047200441,-0.6491434832649239,-0.2790244251958382
32,32,32,02-02,0.6353135477835412,-0.644364759167718,-0.3706817599025464
33,33,33,02-03,0.8029589789165514,0.1861302621073098,-0.2560083681701942
34,34,34,02-04,0.7242911419049433,-0.2035806088127597,-0.1964283469559386
35,35,35,02-05,0.7566603871219469,-0.043227315475326385,0.03180603845484894
36,36,36,02-06,0.8008365126132021,0.1756158228777843,-0.09174542220055787
37,37,37,02-07,0.9107800762121468,0.7202628291998013,0.01951347704534508
38,38,38,02-08,0.4856714377786732,-1.3856735231001591,0.25695041654608536
39,39,39,02-09,0.9377126787243679,0.8536836575827274,0.01989907014376982
40,40,40,02-10,1.0118681922409654,1.221041028191682,-0.06700664772029334
41,41,41,02-11,0.4695503564759026,-1.4655353938892195,-0.08254922590504242
42,42,42,02-12,0.6955787121494966,-0.3458184843065947,0.07079198850022406
43,43,43,02-13,0.8919553356372995,0.6270073600913069,-0.1006472200268944
44,44,44,02-14,0.6713940731290694,-0.4656262366685598,-0.059817514182767824
45,45,45,02-15,0.7300702537342276,-0.1749515935799835,0.3984166071990212
46,46,46,02-16,1.0613200020454157,1.4660192632564415,0.4045031814188085
47,47,47,02-17,1.0245508432046442,1.2838693344015146,0.10339454640790376
48,48,48,02-18,0.7029506024057397,-0.30929903898787137,0.14998617605774933
49,49,49,02-19,0.5272608897384469,-1.1796444499741214,0.4950247413467159
50,50,50,02-20,0.7278245655925606,-0.18607645876948645,0.20255164403139286
51,51,51,02-21,1.1479714154768579,1.8952797981538159,-0.12724196563120085
52,52,52,02-22,0.7070846804251304,-0.2888193206354965,0.0701186168974167
53,53,53,02-23,0.6251139498305092,-0.6948923235740476,0.11102607990932564
54,54,54,02-24,0.9419882782430412,0.8748644561838341,0.6587509692807502
55,55,55,02-25,0.5768068768726772,-0.9341996719026678,0.5596521357164691
