,unnamed: 0,unnamed: 0,mth_day,memory,memory_norm,memory_ravg
35,35,35,02-05,1.3477472633324012,-0.5830675603237172,-0.3604254659830863
36,36,36,02-06,1.5087973478467298,-0.14495083126325012,-0.12144455529794647
37,37,37,02-07,1.5118774827603347,-0.13657170723184686,0.19242295762748807
38,38,38,02-08,1.8380834389282679,0.7508310342651423,0.0824433979377811
39,39,39,02-09,1.8378775311702424,0.7502708878131468,-0.021662868098765053
40,40,40,02-10,1.5099366741840274,-0.1418514356327879,-0.15037072694847464
41,41,41,02-11,1.1181327999046478,-1.2077051565429942,-0.1949809728918949
42,42,42,02-12,1.2249221588322996,-0.9171979843615076,-0.3892425766271422
43,43,43,02-13,1.4134861171331905,-0.4042331828923685,-0.6549373139809965
44,44,44,02-14,1.4096243691290962,-0.41473858814634135,-0.5854264948665965
45,45,45,02-15,1.251867131645715,-0.8438975363099793,-0.6074176792796528
46,46,46,02-16,1.6632481898210751,0.2752134790536123,-0.47145423800936603
47,47,47,02-17,1.069629532989166,-1.3396522630213332,-0.5809402496606298
48,48,48,02-18,1.5248000989565609,-0.10141733673978663,-0.3661996308498882
49,49,49,02-19,1.172006206506826,-1.061149252799951,-0.159740180879598
50,50,50,02-20,1.8832514988069864,0.8737051247181086,0.07225292969572951
51,51,51,02-21,1.7072294996310922,0.39485916351176203,0.18333100583039955
52,52,52,02-22,2.1749270313712024,1.6671721425055772,0.4790625108693967
53,53,53,02-23,1.314620865607857,-0.6731838062133129,0.9839557797082662
54,54,54,02-24,2.177058924802584,1.6729716934941958,0.8346419930316551
55,55,55,02-25,2.285587563579265,1.9682103602332657,0.6342119999686681
56,56,56,02-26,1.5539283339738474,-0.02217759534155812,0.13858078636014318
57,57,57,02-27,1.2651655676115694,-0.8077207948661596,0.19605048542621675
58,58,58,02-28,1.0817738571826558,-1.3066151391455718,-0.15433355039302346
59,59,59,02-29,1.4413747548480933,-0.3283656118168717,-0.5065574874675445
60,60,60,03-01,1.404259693389916,-0.4293325214212451,-0.5051015150310858
61,61,61,03-02,1.508730286905969,-0.14513326221386028,-0.3779744185664091
62,62,62,03-03,1.5571395943762298,-0.013441760722805708,-0.3290733590803672
63,63,63,03-04,1.5455542622903111,-0.04495821607809923,-0.4233930838460857
64,64,64,03-05,1.1896289456649811,-1.0132087822293199,-0.4778501887124807
65,65,65,03-06,1.2333452690423958,-0.8942839604111826,-0.6799384615493381
66,66,66,03-07,1.2841503148695426,-0.7560751506196155,-0.8207783088702544
67,67,67,03-08,1.06300888992313,-1.3576628992350044,-1.0187284825698726
68,68,68,03-09,1.2465063615938108,-0.8584808446483034,-0.7989618168124829
69,69,69,03-10,1.1089597646688851,-1.2326592582758087,-0.6012992712964228
70,70,70,03-11,1.6743414126309475,0.3053912123150185,-0.6318137769118191
71,71,71,03-12,1.6693053803434907,0.29169131268517856,-0.5056026819290751
72,72,72,03-13,1.2168482004014014,-0.9391621843119932,-0.5072474911664496
73,73,73,03-14,1.34137727211944,-0.6003963293385397,-0.3439210069463408
74,74,74,03-15,1.2428786069459954,-0.8683497000725512,-0.2595219946590554
75,75,75,03-16,1.4691890233436384,-0.2527003529551561,-0.5864978732506213
76,76,76,03-17,1.860489995785149,0.8117852860387312,-0.2384242664815699
77,77,77,03-18,0.9481346595507129,-1.6701639588642174,-0.24957005421977946
78,78,78,03-19,1.984551600920848,1.1492794563023154,-0.06792453161744559
79,79,79,03-20,1.3167943707397076,-0.6672710557677968,0.011829760390609251
80,80,80,03-21,1.6435119289762672,0.22152343554145185,-0.2069204160465216
81,81,81,03-22,1.645093314820784,0.2258253990931729,0.2544330455086044
82,82,82,03-23,1.3780194750414143,-0.5007157725840535,0.17248302053922152
83,83,83,03-24,1.9656855866805882,1.0979568104665385,0.35075713737552405
84,84,84,03-25,1.8038044496914465,0.6575793064860179,0.2043764487010068
85,85,85,03-26,1.7099917952449182,0.4023736452500181,0.15411107291942136
86,86,86,03-27,1.3206579398188305,-0.6567606965056519,0.09820556175417484
87,87,87,03-28,1.534229120680621,-0.07576685559633949,-0.21730760932820006
88,88,88,03-29,1.2547155238233767,-0.8361488395755327,-0.3406798292566633
89,89,89,03-30,1.2697967584611944,-0.7951222160277115,-0.26961419774392564
90,90,90,03-31,1.531697427134126,-0.08265401308476156,0.08541248925223477
91,91,91,04-01,1.8667325705045308,0.8287674343264445,-0.1933927417248231
92,92,92,04-02,2.103696899342547,1.4733994254713103,-0.19010084048683493
93,93,93,04-03,0.9193025082020329,-1.7485982414586867,-0.2383775119024669
94,94,94,04-04,1.261976067930803,-0.8163974321476041,-0.3155340995801745
95,95,95,04-05,1.1633188064108642,-1.0847822445215032,-0.28510226191653465
96,96,96,04-06,1.3615225745146495,-0.5455935391510072,-0.5285643071711544
97,97,97,04-07,1.9338523543780992,1.011358460308284,-0.33180559617565586
98,98,98,04-08,1.5667224307112486,0.012627153943591705,-0.3186431881102411
99,99,99,04-09,1.3532691421999137,-0.5680459754856955,-0.2387597894497161
100,100,100,04-10,1.29100678222322,-0.7374229837551156,-0.14083868729473772
101,101,101,04-11,1.3395078526473585,-0.6054818525583526,-0.5845499640372094
102,102,102,04-12,1.5774951781394555,0.04193307377886287,-0.6280760149753533
103,103,103,04-13,0.9552126374344472,-1.6509092001465462,-0.7045225917279763
104,104,104,04-14,1.4707223414583834,-0.2485291516852713,-0.6988634022252805
105,105,105,04-15,1.1846602738751184,-1.0267254360014333,-0.8173589814877641
106,106,106,04-16,1.3034885646419774,-0.7034678467389418,-0.6870762824076789
107,107,107,04-17,1.0781566402105909,-1.3164553281332545,-0.33447175770815346
108,108,108,04-18,1.8648437997170637,0.8236292682593742,-0.13765633656062268
109,109,109,04-19,1.7329093297032656,0.46471794805060707,-0.10748435758434853
110,110,110,04-20,1.9048140541054703,0.9323633751999134,-0.21906619814054096
111,111,111,04-21,1.2512069192111313,-0.8456935621437885,-0.15055788247590718
112,112,112,04-22,1.057386140426732,-1.3729588900760967,-0.486884300453085
113,113,113,04-23,1.2292570565501022,-0.9054054341454512,-0.8535319286936548
114,114,114,04-24,1.1230497373567985,-1.1943292396036926,-0.8148908005598665
115,115,115,04-25,0.9242394808013455,-1.735167821392812,-0.9136015716256056
116,116,116,04-26,1.990040066337704,1.1642101440026429,-0.6747593235977066
117,117,117,04-27,1.0334926394112691,-1.4379581885382229,-0.5833290539735569
118,118,118,04-28,1.5841712871109137,0.06009459809129675,-0.4129965404303868
119,119,119,04-29,1.4309136244019751,-0.35682381640055383,-0.16651075418055966
120,120,120,04-30,1.4987313383834444,-0.1723341583446708,-0.4444448557408281
121,121,121,05-01,1.4678830452766471,-0.25625310389384953,-0.3315031057984324
122,122,122,05-02,1.3770347975133206,-0.5033944653589678,-0.5273499588823404
123,123,123,05-03,1.28259444950319,-0.7603076888838484,-0.4629218669262864
124,124,124,05-04,1.1522158266289355,-1.1149865204121512,-0.5004205276292971
125,125,125,05-05,1.5730147901374754,0.029744735335770288,-0.5679033414736735
126,126,126,05-06,1.41602512689029,-0.3973261225627352,-0.5409845746556506
127,127,127,05-07,1.319044452928786,-0.661149986960108,-0.4942413887517608
128,128,128,05-08,1.4364062305151282,-0.3418818644508307,-0.07267556141361076
129,129,129,05-09,1.385690180037389,-0.4798485734605091,-0.12430101456603172
130,130,130,05-10,2.082012033225624,1.414408443616749,-0.2370223026236881
131,131,131,05-11,1.4591508396174704,-0.2800079835787556,-0.12672130860238678
132,132,132,05-12,1.1674095626248495,-1.0736538509086728,-0.10038989372689336
133,133,133,05-13,1.5623218705326225,0.0006559771676994361,-0.16137563716709405
134,134,134,05-14,1.4944822131443345,-0.1838933751978702,-0.5508284401454819
135,135,135,05-15,1.2511813815770876,-0.8457630341017134,-0.4062144410878767
136,136,136,05-16,1.223043598463733,-0.9223083742535784,-0.2507964322282366
137,137,137,05-17,1.7781082574744993,0.5876760107668758,-0.2111670075230153
138,138,138,05-18,1.5101960640520409,-0.14114579775083222,-0.15520714142677194
139,139,139,05-19,1.6497276476877227,0.2384325253990269,-0.23622477923509555
140,140,140,05-20,1.6179060483884795,0.15186582137958993,-0.283519082209172
141,141,141,05-21,1.072490682719328,-1.3318688609516551,-0.3635954133904177
142,142,142,05-22,1.1187323363849448,-1.2060741920980371,-0.11931740621836576
143,143,143,05-23,1.6014936835641236,0.10721802367940153,-0.12224868138378782
144,144,144,05-24,2.0489702001287444,1.3245222452814795,-0.038591335894905335
145,145,145,05-25,1.6432624924200157,0.2208448744064944,0.2841949314285266
146,146,146,05-26,1.802418827758328,0.6538098943128848,0.6689589630275133
147,147,147,05-27,1.7844208901412222,0.604848742988937,0.6692089396316745
148,148,148,05-28,1.967359321343626,1.1025099974958832,0.5622601486048461
149,149,149,05-29,1.602045026398894,0.10871788330436813,0.508942363051991
150,150,150,05-30,1.813086326844388,0.6828294991205086,0.4891336159979118
151,151,151,05-31,1.5256659712214058,-0.0990618389106354,0.3647730827892619
152,152,152,06-01,1.7587290961104576,0.5349574119884097,-0.040433770881227384
153,153,153,06-02,1.5101340658085802,-0.14131445626296207,0.012924700568960572
154,154,154,06-03,1.0736441029903354,-1.3287311245270526,-0.24054882319973125
155,155,155,06-04,1.7197312835071743,0.4288687120054959,-0.2318683304524831
156,156,156,06-05,1.2540307640134365,-0.8380116434916421,-0.3016480685959779
157,157,157,06-06,1.5448114728355755,-0.0469788824271468,-0.3201262267127513
158,158,158,06-07,1.6048244586477802,0.11627898312744095,0.00508586792641815
159,159,159,06-08,1.4693790515078398,-0.2521834049636024,-0.00995121237892537
160,160,160,06-09,1.7909246611516936,0.6225414433079641,0.26767617574692143
161,161,161,06-10,1.6865658338442364,0.3386462301734348,0.3625151818728505
162,162,162,06-11,1.8663595525129368,0.8277526852634386,0.5890383958293727
163,163,163,06-12,1.75398627405246,0.5220551543284281,0.7385359782457283
164,164,164,06-13,2.1044390179510413,1.475418266866574,0.7362854676548766
165,165,165,06-14,1.7991075921340831,0.6448020895345303,1.280842446198312
166,166,166,06-15,1.7859609850788674,0.6090383797628541,1.6374122241819238
167,167,167,06-16,2.887628586303299,3.6059881014340474,1.9415023604097268
168,168,168,06-17,2.652801919176234,2.9671713531651096,1.88507207931759
169,169,169,06-18,2.424680710822559,2.3465959716952454,1.9136133335190764
170,170,170,06-19,1.979977645861298,1.1368365803137528,1.8720438728208202
171,171,171,06-20,1.862057547199505,0.8160496147434491,1.86539801874729
172,172,172,06-21,1.6942763077141008,0.3596216155733146,1.3766771296849658
173,173,173,06-22,2.8729706384658766,3.56611297699287,0.8922023096467674
174,174,174,06-23,1.5748900030136983,0.03484601879116562,0.7589675693496302
175,175,175,06-24,1.3561338300010228,-0.5602529485339474,0.5506714269653005
176,176,176,06-25,1.6861180678746686,0.3374281385309296,0.4962082447520762
177,177,177,06-26,1.4026442113023263,-0.4337272395625295,-0.050942342381065465
178,178,178,06-27,1.5741535251328158,0.03284252229396934,0.2365602417885022
179,179,179,06-28,1.6661874806235484,0.28320945419401977,0.4502472275054843
180,180,180,06-29,2.208999304129287,1.7598615238085715,0.30116421544170396
181,181,181,06-30,1.827437089976504,0.7218689657679449,0.407548079701693
182,182,182,07-01,1.3573038943915727,-0.5570699338517524,0.442706563700406
183,183,183,07-02,1.6372820946824989,0.20457594599740456,0.5511809407811179
184,184,184,07-03,1.6516982949688963,0.2437934262862472,0.0905276351276176
185,185,185,07-04,1.9054361525555896,0.9340557166782912,0.13344050636981716
186,186,186,07-05,1.1929926252736816,-1.00405831011243,0.08950980445066108
187,187,187,07-06,1.9220847637386471,0.9793461932211422,-0.12553697930696248
188,188,188,07-07,1.260411315940718,-0.8206541453666889,-0.06691740598416157
189,189,189,07-08,1.162979694411636,-1.0857047565483366,-0.11103192483509806
190,190,190,07-09,1.780988321278684,0.5955108662230525,0.3260155958066484
191,191,191,07-10,1.8081381515709483,0.6693686035726724,0.25391354320908816
192,192,192,07-11,2.1569349100671467,1.6182268137380489,0.4686199002073202
193,193,193,07-12,1.7630580812004732,0.5467338776357809,0.7791054819506735
194,194,194,07-13,1.7339628785274526,0.4675839966227034,0.6418977886617183
195,195,195,07-14,1.8477797834766607,0.7772087339117837,0.3783455348770273
196,196,196,07-15,1.4783660865935635,-0.2277352935106789,0.4592576008687122
197,197,197,07-16,1.2268531661244115,-0.9119449191354742,0.5202308875279876
198,198,198,07-17,2.335392762075688,2.103699209688159,0.3641834717238504
199,199,199,07-18,1.8975394052619985,0.9125735975914328,0.20175751163156014
200,200,200,07-19,1.3897881711512776,-0.4687004982021198,0.10744904736085524
201,201,201,07-20,1.4895367007765616,-0.19734702664195786,0.4174676411118063
202,202,202,07-21,1.2703614366850595,-0.7935860791349083,-0.05793197284080905
203,203,203,07-22,1.9106232768664693,0.9481666433702318,-0.4974789103275403
204,204,204,07-23,1.2868619538227901,-0.7486984740275329,-0.5363930991588738
205,205,205,07-24,0.9280844623011372,-1.7247080273289548,-0.6901388697725518
206,206,206,07-25,1.3039599023216548,-0.7021856311901207,-0.7488056106870392
207,207,207,07-26,1.1504384508080787,-1.1198216503240248,-1.064790631397016
208,208,208,07-27,1.1409673785847891,-1.1455865246218333,-0.8859809648770379
209,209,209,07-28,1.2136937476097125,-0.9477434808896272,-0.6322340242779925
210,210,210,07-29,1.6812405747913612,0.32415952509233475,-0.677866682741262
211,211,211,07-30,1.487743067208074,-0.20222638373468216,-0.5144363578620029
212,212,212,07-31,1.2033135263950865,-0.9759815819697382,-0.36325978596004016
213,213,213,08-01,1.5108967381296234,-0.13923970104846992,-0.2420206772682146
214,214,214,08-02,1.4743990610536497,-0.2385270932100571,-0.2732394519446328
215,215,215,08-03,1.4810960274970737,-0.22030882873867408,0.16395366018351382
216,216,216,08-04,1.6123851401561269,0.1368468770338256,0.2980113962421905
217,217,217,08-05,2.4520064653437244,2.4209322890341967,0.3724638035876085
218,218,218,08-06,1.498988285517142,-0.1716351656176779,0.2549423728625257
219,219,219,08-07,1.6751073107912289,0.3074747430240376,0.3019334416666529
220,220,220,08-08,1.2151964089507596,-0.9436556775605536,0.3133251307683365
221,221,221,08-09,1.584738483039265,0.061637584086088826,-0.13478423705350606
222,222,222,08-10,1.6375103961104676,0.2051970116439276,0.17087950914199726
223,223,223,08-11,1.4636664165973583,-0.2677239178968576,0.19561644713989315
224,224,224,08-12,2.173153441410442,1.6623473115553418,0.3997258374268746
225,225,225,08-13,1.7296665507051696,0.4558963710114133,0.42501896032211706
226,226,226,08-14,1.6653755376005073,0.2810006641613353,0.2417520479716204
227,227,227,08-15,1.6405244319845913,0.2133963214575435,0.2479995943822455
228,228,228,08-16,1.2333009729365725,-0.8944044624590523,-0.2052736272702816
229,229,229,08-17,1.4774458659180367,-0.2302386394331074,-0.3337890592131283
230,230,230,08-18,1.1734241115795376,-1.0572920183598202,-0.3012043987235676
231,231,231,08-19,1.4462157741939492,-0.3151962206456672,-0.4648814203611438
232,232,232,08-20,1.7372435395866654,0.4765086270986998,-0.3799432696187978
233,233,233,08-21,1.2795220357832753,-0.7686658083679135,-0.2283509909526152
234,234,234,08-22,1.4206386678684308,-0.38477555800497615,-0.05354447462391587
235,235,235,08-23,1.8117944219742768,0.6793150325639881,-0.2350578613540648
236,236,236,08-24,1.5589734735785432,-0.008452920387624309,-0.6613473509306087
237,237,237,08-25,1.0458738881026115,-1.4042765410265603,-0.6964266292513409
238,238,238,08-26,0.7970289286846876,-2.081228310360564,-0.7080834888166395
239,239,239,08-27,1.202151960227783,-0.9791414782923068,-1.0804686855294483
240,240,240,08-28,1.3949285578410566,-0.4547167153967678,-0.9789925859532944
241,241,241,08-29,0.9904699197427422,-1.554996147712864,-0.5285013097646736
242,242,242,08-30,1.7827869003970624,0.6004036770692981,-0.13068161178688867
243,243,243,08-31,2.0394674209320582,1.2986711161051654,0.175303779534409
244,244,244,09-01,1.6744512008473795,0.3056898775061456,0.21954107422431232
245,245,245,09-02,1.877026529452145,0.8567708696354794,0.5595908108251672
246,246,246,09-03,1.49249735048368,-0.18929294725734785,0.6050418435708064
247,247,247,09-04,1.7404760507948764,0.4853022718922653,0.3808552133760808
248,248,248,09-05,1.883032686683006,0.8731098735431332,0.2960921842396217
249,249,249,09-06,1.545006378771853,-0.0464486650631882,0.20776146758562505
250,250,250,09-07,1.487499750232037,-0.2028882973126084,0.09222840462550308
251,251,251,09-08,1.682206266648978,0.32678656971149905,-0.14121337142321355
252,252,252,09-09,1.2376801980709649,-0.8824913250180795,0.2822876233840617
253,253,253,09-10,1.2256020649174924,-0.9153483844000344,0.7927768930834186
254,254,254,09-11,2.8170970555813764,3.414115842386785,0.8760781275163465
255,255,255,09-12,2.670930150800093,3.016486953132953,0.9029227630933118
256,256,256,09-13,1.6712270989823201,0.2969191092849597,1.583274584252871
257,257,257,09-14,1.74141419743534,0.48785438317329,1.8236527604187485
258,258,258,09-15,2.738249033214923,3.1996196019392764,1.0253916245139802
259,259,259,09-16,1.7557748205198702,0.5269206725952295,0.6661595303648831
260,260,260,09-17,1.056470059972311,-1.3754509730418245,0.8545696316207217
261,261,261,09-18,1.8786158388535183,0.8610943882383688,0.8611679615536318
262,262,262,09-19,2.086780225141328,1.4273797168199915,0.4266865651496956
263,263,263,09-20,1.7559673270858893,0.5274443627707504,0.4273931841790505
264,264,264,09-21,1.7799665349298597,0.5927312235156581,0.740507990107273
265,265,265,09-22,1.7573333237248188,0.5311603867713593,0.7540688997397229
266,266,266,09-23,1.7470691073846465,0.5032378625275103,0.6178564799041987
267,267,267,09-24,1.908525479333316,0.9424598460330688,0.5718690749908241
268,268,268,09-25,1.7863531434347348,0.6101051978068465,0.5869426871197141
269,269,269,09-26,1.6545385302840474,0.2515199332905029,0.3975857609584686
270,270,270,09-27,1.813212558369776,0.6831728962889981,0.2643506467483998
271,271,271,09-28,1.3396919016265572,-0.6049811701961135,0.1913970680180065
272,272,272,09-29,1.4532087047039766,-0.2961728227329027,0.07781191218006124
273,273,273,09-30,1.7476206897077502,0.5047383736507086,-0.1539554658898014
274,274,274,10-01,1.5358322516189438,-0.07140573722082466,-0.3451903455202308
275,275,275,10-02,1.1433575593241718,-1.1390843351286728,-0.23887046742339385
276,276,276,10-03,1.3914291638947738,-0.4642363814935779,-0.06646829509941825
277,277,277,10-04,1.5741886585493283,0.03293809838490775,-0.19527915687603334
278,278,278,10-05,1.8334550990761675,0.7382402112109508,-0.015222315302615622
279,279,279,10-06,1.4635183197301245,-0.26812679700898195,0.3034569174669325
280,280,280,10-07,1.932961614128812,1.0089353122196816,0.6704125037672063
281,281,281,10-08,1.8462293827383425,0.7729910614886158,0.770417339746813
282,282,282,10-09,2.2007782382394,1.7374971363080642,0.679094605816422
283,283,283,10-10,1.794757099123088,0.6329671142625487,0.6235992388287044
284,284,284,10-11,1.6320357095571818,0.1903038076286048,0.7513516294612615
285,285,285,10-12,1.341118973382059,-0.6010989989352875,0.9100192952180624
286,286,286,10-13,2.214729443707964,1.7754496560150248,0.9114519382454759
287,287,287,10-14,2.1961832550950025,1.7249970560294208,1.139798080663769
288,288,288,10-15,2.2039380438164016,1.7460929944725463,1.3968011092686805
289,289,289,10-16,2.2983922688713507,2.0030439687723067,1.714751556101647
290,290,290,10-17,2.19887586970382,1.7323219792580724,1.7177994178235505
291,291,291,10-18,2.0423834027540395,1.3066036820625138,1.3797183707517162
292,292,292,10-19,2.2214517396899467,1.7937368263464422,1.1396327453717072
293,293,293,10-20,1.450519221853804,-0.30348922640158216,0.6610963991937234
294,294,294,10-21,1.6744105317164557,0.305579242192492,0.3502628061332036
295,295,295,10-22,1.2429431538318891,-0.8681741082955956,0.6753263326530431
296,296,296,10-23,1.5133082146228365,-0.1326795791050467,0.6417709832816182
297,297,297,10-24,2.7593362823778693,3.256984841181551,0.7028539934752999
298,298,298,10-25,2.147442807909166,1.5924047301178923,0.5450882183167296
299,299,299,10-26,1.5852425497008578,0.06300883476050742,0.6880945657647546
300,300,300,10-27,1.3264458491911797,-0.6410154087589289,0.6480385671817288
301,301,301,10-28,1.558354771078002,-0.0101360236074458,0.4130163628208791
302,302,302,10-29,1.4249615956164876,-0.3730155706032014,0.4341824803073459
303,303,303,10-30,2.2409765389885496,1.846851615016453,0.4672134870750455
304,304,304,10-31,2.1941263255736816,1.7194014350366928,0.5711155496728324
305,305,305,11-01,1.658095003104396,0.2611948753667048,0.6025850258369513
306,306,306,11-02,1.555609926059066,-0.01760303317220805,0.6500639487935295
307,307,307,11-03,1.627763147335009,0.17868083337726773,0.3322183746470422
308,308,308,11-04,1.5296800514198616,-0.08814203286373203,0.2340528434841629
309,309,309,11-05,1.5399434144798687,-0.060221829862470815,0.28223379855009634
310,310,310,11-06,1.977614614768952,1.1304082480594175,0.26536809471923484
311,311,311,11-07,1.7643618453040513,0.5502806057623051,0.542508326087075
312,312,312,11-08,1.518411305045272,-0.11879725615737713,0.5383748692395021
313,313,313,11-09,2.239017473730992,1.8415222215843088,0.3736973796334561
314,314,314,11-10,1.5205633909892196,-0.1129427739491708,0.0307296190032601
315,315,315,11-11,1.1767344083932634,-1.0482867674987455,-0.3181932285069589
316,316,316,11-12,1.2211725548599397,-0.9273983157217583,-0.2551020815574932
317,317,317,11-13,0.9947853783062076,-1.543256479299009,-0.5228569072741464
318,318,318,11-14,1.6575637346286909,0.2597496255394175,-0.4750378922017318
319,319,319,11-15,1.6484633891618805,0.2349932672843898,-0.4417502925694063
320,320,320,11-16,1.6260319463943442,0.1739713164853164,-0.33786234645327856
321,321,321,11-17,1.2501527973084046,-0.8485611697047926,-0.0238021675959584
322,322,322,11-18,1.4503054967300484,-0.3040706390249923,-0.1452777134721163
323,323,323,11-19,1.6874695192111644,0.34110459384491154,-0.06424168504763879
324,324,324,11-20,1.3896399741496062,-0.4691036497175298,-0.08442465207607834
325,325,325,11-21,1.8271946499533358,0.7212094378312548,-0.10945110143082566
326,326,326,11-22,1.5815168434994968,0.052873514314679126,-0.10265610631720568
327,327,327,11-23,1.1949550175890271,-0.9987198658332764,-0.1988336525276866
328,328,328,11-24,1.4652923867262793,-0.2633006683432723,0.20196948540257995
329,329,329,11-25,1.4753424637737411,-0.235960683417974,0.34796781724205234
330,330,330,11-26,2.273642455073388,1.935715177864069,0.18682727563513768
331,331,331,11-27,2.14920532138496,1.597199428868089,0.5023889292163907
332,332,332,11-28,1.2261088512030438,-0.9139697353268088,0.9033436894785056
333,333,333,11-29,1.8909507777289407,0.8946500556542417,0.9328340146352184
334,334,334,11-30,2.349629282490747,2.142427893229418,0.4965200021381001
335,335,335,12-01,1.5403856686159116,-0.05901873247769824,0.20699765344351131
336,336,336,12-02,1.3113179795190857,-0.6821688971186405,0.26103792909389595
337,337,337,12-03,1.5106412725839604,-0.1399346632994433,-0.031765380111370166
338,338,338,12-04,1.3452988804813493,-0.5897280814245012,-0.4415966795691561
339,339,339,12-05,1.2451503154451795,-0.8621697995773548,-0.7442926635504641
340,340,340,12-06,1.4457144894285905,-0.3165599035172969,-0.8219010459473179
341,341,341,12-07,0.8727661430130534,-1.8751946363655465,-0.7798285075412381
342,342,342,12-08,1.1401466585220008,-1.1478191914997644,-0.5503657369997255
343,343,343,12-09,1.6034355269448302,0.11250056713703688,-0.2743870264312556
344,344,344,12-10,1.8513968603670088,0.787048541824575,-0.21865165248468246
345,345,345,12-11,1.8538428174163597,0.7937024638334645,0.08726697071146727
346,346,346,12-12,1.5686431897836202,0.01785234016214145,0.29800041794337656
347,347,347,12-13,1.547493449946551,-0.03968289718864765,0.4844561991613133
348,348,348,12-14,1.6049356597474351,0.11658149189169124,0.4446944584703461
349,349,349,12-15,2.014678248322713,1.231235254444657,0.34266978999215
350,350,350,12-16,1.7636992500185131,0.5484780976787713,0.3732640181875724
351,351,351,12-17,1.6288194792361992,0.18155445296428835,0.29355990395050946
352,352,352,12-18,1.636121138599997,0.20141770933467668,0.1688925448584523
353,353,353,12-19,1.371699829444371,-0.5179075826110255,0.038579472373341694
354,354,354,12-20,1.3299721070749293,-0.6314226626606517,-0.14772901075861286
355,355,355,12-21,1.7272626358389584,0.4493568195339935,-0.33013451832960833
356,356,356,12-22,1.352781406020872,-0.5693728011129559,-0.5872244282035094
357,357,357,12-23,1.2265099512729325,-0.9128785924616846,-0.6733094573616923
358,358,358,12-24,1.0690893550600662,-1.3411217499087298,-0.7228198132389118
359,359,359,12-25,1.1818326050029548,-1.0344177575601232,-1.0129060847610212
360,360,360,12-26,1.220773168032451,-0.9284847979239677,-1.026145189914908
361,361,361,12-27,1.0874548113999931,-1.2911608095986622,-1.0607287070092986
362,362,362,12-28,1.3235815303370566,-0.6488074320362778,-0.8753385240961826
363,363,363,12-29,1.15023331564482,-1.1203796950280267,
364,364,364,12-30,1.477981816532315,-0.2287806524300351,
365,365,365,12-31,,,
