,unnamed: 0,unnamed: 0,mth_day,cerebral,cerebral_norm,cerebral_ravg
0,0,0,01-01,,,
1,1,1,01-02,2.990231860461957,-0.4380672937306322,
2,2,2,01-03,2.847727195212536,-0.7221883506880968,
3,3,3,01-04,2.8401878623737105,-0.7372200214840807,
4,4,4,01-05,2.498832211957569,-1.4178035520294487,-1.3397153529386816
5,5,5,01-06,2.2596575935686016,-1.8946619429820064,-1.4693472682526536
6,6,6,01-07,1.7913535481933078,-2.8283509567178253,-1.7165312079210011
7,7,7,01-08,2.600120274324408,-1.215858785614465,-1.5498961253177184
8,8,8,01-09,2.103856995206676,-2.205291988698181,-1.487770429194599
9,9,9,01-10,3.341656009496901,0.2625904741356153,-1.0040412751810055
10,10,10,01-11,2.6857919879956644,-1.0450493752907315,-0.7097795884551887
11,11,11,01-12,3.715382035162792,1.0077129810995529,-0.3821982822587992
12,12,12,01-13,2.676898539718601,-1.0627808363629234,0.07178160185550198
13,13,13,01-14,3.585936634745873,0.7496290515638723,0.08222044443385873
14,14,14,01-15,3.470054603545816,0.5185873159876256,0.2767060698730582
15,15,15,01-16,3.3730704449452995,0.3252235296057557,0.1652130873300295
16,16,16,01-17,3.2710729786936525,0.12186437734446508,0.3620269675441266
17,17,17,01-18,3.3798573755315466,0.3387550858413809,0.09593416510384413
18,18,18,01-19,3.2691861318462427,0.11810244492165893,-0.020511652381247525
19,19,19,01-20,2.7851624969238453,-0.8469277630778228,-0.17584390885688386
20,20,20,01-21,3.1196249855912592,-0.18008758892292434,-0.6574010887719121
21,21,21,01-22,2.9056167873697896,-0.6067700092480625,-0.9961677261126756
22,22,22,01-23,1.821884830716576,-2.7674787021457035,-1.0404389252823447
23,23,23,01-24,2.3603801125180235,-1.6938447382032018,-1.1567156457810788
24,24,24,01-25,3.135957307089155,-0.14752475009635416,-1.4976702195978628
25,25,25,01-26,2.4352417559182977,-1.544588086070228,-1.5811499809009837
26,26,26,01-27,2.093563392114353,-2.225815031823629,-0.8578587974431349
27,27,27,01-28,2.6543945323142526,-1.107648577066788,-0.6676162692799822
28,28,28,01-29,3.9985422544276763,1.5722683986013892,-0.6513416363078429
29,29,29,01-30,2.9328920146432984,-0.5523895692242865,-0.4941633341881822
30,30,30,01-31,3.184933848608197,-0.049876952263518286,-0.2015364266030253
31,31,31,02-01,2.9082508648078482,-0.6015182733522646,0.03774164838672428
32,32,32,02-02,2.97418871334084,-0.4700535863126875,-0.15862878192325522
33,33,33,02-03,3.374472987809614,0.3280198728717093,0.04027562290633222
34,34,34,02-04,3.4075891712058763,0.39404581674151207,0.05665490072307312
35,35,35,02-05,3.5314707880100147,0.6410368597532382,0.4458267744733024
36,36,36,02-06,3.2342253061431734,0.048398714636927145,0.6106777935064998
37,37,37,02-07,4.079416596495993,1.733512969149111,0.3872927465591183
38,38,38,02-08,3.470287936712418,0.5190525278864969,0.11561519020991745
39,39,39,02-09,2.7022226799052227,-1.0122904088125788,0.02468534602202501
40,40,40,02-10,2.5900083912824874,-1.2360195213536933,-0.2061752370254632
41,41,41,02-11,3.2578284086818776,0.0954577946258834,-0.6506948812807283
42,42,42,02-12,2.53947827559006,-1.336764783648002,-0.7077124956003701
43,43,43,02-13,2.7416884369628187,-0.9336048963824796,-0.7592764016345485
44,44,44,02-14,3.298700315669092,0.17694684196864535,-0.5672086070424941
45,45,45,02-15,2.5470473349932843,-1.3216738450176486,-0.6008041437742034
46,46,46,02-16,3.1680132121845768,-0.08361275380136657,-0.4066710905425228
47,47,47,02-17,3.1567267001264936,-0.10611542576437298,-0.4086988261447286
48,48,48,02-18,3.1236982428296654,-0.17196646425791767,-0.2705807841930682
49,49,49,02-19,2.7355862116726324,-0.9457713099957148,-0.13204176538817405
50,50,50,02-20,3.7143498745718695,1.0056550936786075,0.010973895729100512
51,51,51,02-21,2.9639637728706143,-0.4904397321882836,0.1807415727254612
52,52,52,02-22,3.5984015642029834,0.7744812129022804,0.31984758667066404
53,53,53,02-23,3.6676220115745295,0.9124906362137912,0.5345912266363743
54,54,54,02-24,3.542320984073588,0.6626696194132994,0.4867284564856886
55,55,55,02-25,3.3818312493785934,0.3426905297985465,0.5786127404120925
56,56,56,02-26,3.570312650905173,0.718478472774494,0.6688784022364994
57,57,57,02-27,3.2404784232699733,0.06086597137013994,0.5700142102355817
58,58,58,02-28,3.8700451669591915,1.3160751838487217,0.4835244267709512
59,59,59,02-29,3.37010217118436,0.319305484208285,0.5679517485991431
60,60,60,03-01,3.2820404310141096,0.14373091862551632,0.3785640735778317
61,61,61,03-02,3.6359050733436966,0.8492544607676984,0.1136123773130142
62,62,62,03-03,3.0003733260211627,-0.4178475773533749,-0.05514199480778507
63,63,63,03-04,2.443138306606886,-1.5288442062187648,-0.24763173172141384
