,unnamed: 0,unnamed: 0,mth_day,coen brothers,coen brothers_norm,coen brothers_ravg
0,0,0,01-01,,,
1,1,1,01-02,0.4185521348380746,-1.6901911239736138,
2,2,2,01-03,0.5441366200406577,-1.0554244619691633,
3,3,3,01-04,0.6930924911605684,-0.3025271518896054,
4,4,4,01-05,0.4048393881149455,-1.7595021893517284,-0.9785945630202192
5,5,5,01-06,0.5416235225016532,-1.0681269111096932,-0.8909080622899418
6,6,6,01-07,0.7537773599508367,0.0042044601724902,-1.0058401229001677
7,7,7,01-08,0.5226413825498635,-1.1640721195919514,-1.0681893344586255
8,8,8,01-09,0.4077052237909337,-1.7450168256305192,-0.8009819506385706
9,9,9,01-10,0.6190801577626842,-0.6766224212403541,-0.8716700949299673
10,10,10,01-11,0.7220309208278156,-0.1562578864313968,-0.8142136685044704
11,11,11,01-12,0.4577123651381426,-1.492255776858073,-0.5500630160221595
12,12,12,01-13,0.8219816576822968,0.3489430187254709,-0.08433793204125263
13,13,13,01-14,0.8362043879209758,0.4208317953019136,0.0443672644223916
14,14,14,01-15,0.9605494270417516,1.049333678254922,0.0003926475568647032
15,15,15,01-16,0.7718611099608709,0.09560875754151124,0.3222953442561602
16,16,16,01-17,0.6698303568889429,-0.4201055876245582,0.29005250509081776
17,17,17,01-18,0.8398305846676443,0.4391604033376995,0.2382069001883912
18,18,18,01-19,0.7837074325180822,0.15548598373341646,0.02316152934159706
19,19,19,01-20,0.7746604790352054,0.1097581658873542,-0.21945872814155865
20,20,20,01-21,0.7052773989767,-0.24093854682584265,-0.2966439942289658
21,21,21,01-22,0.4838560023247049,-1.3601127873574228,-0.438225807455258
22,22,22,01-23,0.5782067179643441,-0.8832171841490017,-0.4670512042830008
23,23,23,01-24,0.6717642995991241,-0.4103304760200536,-0.3879979527270185
24,24,24,01-25,0.7494899207482514,-0.017466397233040196,-0.3113566191963999
25,25,25,01-26,0.8685015311367608,0.5840776752232479,-0.08022035818237916
26,26,26,01-27,0.7962553566371298,0.21890945435786865,-0.040224235920574856
27,27,27,01-28,0.758228902685614,0.026704778726701583,-0.1906470229545877
28,28,28,01-29,0.6256845651009952,-0.6432404505781759,-0.060462053774692236
29,29,29,01-30,0.4932032370560645,-1.3128671982241311,-0.2050841792136955
30,30,30,01-31,0.9040274538059344,0.7636434178463329,-0.2740982425875211
31,31,31,02-01,0.6968262092336711,-0.28365507741077184,-0.28312133458351746
32,32,32,02-02,0.7143314358706713,-0.19517492588508456,-0.10557452570901343
33,33,33,02-03,0.7475179397657169,-0.027433773249276986,0.058893396601267065
34,34,34,02-04,0.8364435030841907,0.4220404026688482,-0.09322599162500887
35,35,35,02-05,0.6884367355241695,-0.32605966436244804,0.1979499876192332
36,36,36,02-06,0.7234524217202564,-0.1490729115113228,0.038044819566336506
37,37,37,02-07,1.04246993294098,1.4634007980546806,0.02867379253638669
38,38,38,02-08,0.5245142062032307,-1.1546059342024646,0.17566769371285185
39,39,39,02-09,0.7363939566473267,-0.08365993542897589,0.01598444358371594
40,40,40,02-10,1.010934268073701,1.3040038097276392,-0.1587007050780392
41,41,41,02-11,0.4988829360260896,-1.2841591651372637,-0.3303800263523373
42,42,42,02-12,0.5160904497041261,-1.1971838034818536,-0.22087138588062613
