,unnamed: 0,unnamed: 0,mth_day,bad plot,bad plot_norm,bad plot_ravg
45,45,45,02-15,0.7053385416531971,0.09430192609665833,-0.6698597829541768
46,46,46,02-16,0.5302146611414542,-0.8239359989032017,-0.5941614195660111
47,47,47,02-17,0.5734758842033311,-0.5971017397421268,-0.4855239221792604
48,48,48,02-18,0.4162763284126175,-1.4213559391029351,-0.5951295783173872
49,49,49,02-19,0.5238776659483401,-0.857163159584289,-0.7489212209074032
50,50,50,02-20,0.693928975966091,0.03447744133157029,-0.3599966949829414
51,51,51,02-21,0.5293541578195012,-0.8284479294434377,-0.23379659980667056
52,52,52,02-22,0.9752625317535859,1.5096111566435693,-0.2513544460584391
53,53,53,02-23,0.7178871513913413,0.1600988313154981,-0.3473806079122328
54,54,54,02-24,0.3961848156228007,-1.5267030166135458,-0.16346119421013905
55,55,55,02-25,0.4139945497974517,-1.433320130707051,0.047623073699010116
56,56,56,02-26,0.9043886872372858,1.1379939235441328,-0.2786881747500723
57,57,57,02-27,0.7708987190152471,0.4380576780114573,-0.5858119203661584
58,58,58,02-28,0.6018632817735107,-0.4482563340509251,-0.6003401385056918
59,59,59,02-29,0.36644423666138015,-1.6826436423810185,-0.4597778378020912
60,60,60,03-01,0.3795601182437426,-1.6138723254507452,-0.602964913174623
61,61,61,03-02,0.5748405454769056,-0.5899463264854478,-0.9210386844284578
62,62,62,03-03,0.7405391515407354,0.278871471308942,-0.9378416096373442
63,63,63,03-04,0.4069256467138529,-1.4703849495115526,-0.4137617037887165
64,64,64,03-05,0.5826356281137308,-0.5490738853042411,-0.033913033512929916
65,65,65,03-06,0.9661509421568288,1.4618357927107462,-0.032849791370538166
66,66,66,03-07,0.8142224514027531,0.6652196962039744,0.32345267403550243
67,67,67,03-08,0.57605721765846,-0.5835668736310973,0.6858414561883809
68,68,68,03-09,1.1482574694994476,2.4166862637451856,0.6777708827230264
69,69,69,03-10,0.8216085609566709,0.7039477434057178,0.4880914982821347
70,70,70,03-11,0.5734004390321547,-0.5974973260963679,0.3983792030132047
71,71,71,03-12,0.7491000736270451,0.3237594860653957,0.4274138950226452
72,72,72,03-13,0.7115643177140621,0.12694592459039428,0.08279296954853195
73,73,73,03-14,0.6092817303629899,-0.4093587215744542,0.10449099753852102
74,74,74,03-15,0.7539063838072461,0.34896071090050595,0.4386325547771607
75,75,75,03-16,0.8464377000562777,0.834135911345652,0.41336423436663
76,76,76,03-17,0.9557599422766508,1.4073520173354703,0.6216632164600855
77,77,77,03-18,0.7201854348139713,0.17214956360221148,0.5581287563056939
78,78,78,03-19,0.9499216653537222,1.376739817151127,0.464185441094964
79,79,79,03-20,0.5365789967542199,-0.7905654825008036,0.2834753174032742
80,80,80,03-21,0.6464066772937515,-0.21469918036387373,-0.05250350079424878
81,81,81,03-22,0.639650392015278,-0.25012483080448633,-0.4353616505474429
82,82,82,03-23,0.5712980540628184,-0.6085208918496675,-0.6856762129305288
83,83,83,03-24,0.2820793424065887,-2.124999334916953,-0.5517902294336502
84,84,84,03-25,0.6634857232978671,-0.12514755714738876,-0.2387204566842533
85,85,85,03-26,0.6897852562938145,0.012750418480468102,-0.2722943770782465
86,86,86,03-27,1.0046536543491518,1.6637194561325073,-0.2412112563859032
87,87,87,03-28,0.6012316223479981,-0.4515683531684457,0.356696817302955
88,88,88,03-29,0.6068665917970371,-0.4220221676956073,0.5153199418404283
89,89,89,03-30,0.9662679118585196,1.4624491072161956,0.28190232743772403
90,90,90,03-31,0.8449987910002539,0.8265911900774509,-0.2226367980476288
91,91,91,04-01,0.4226845585263933,-1.3877552679357577,-0.4518140095392271
92,92,92,04-02,0.4273075409765661,-1.3635152967796098,-0.5660359687177591
93,93,93,04-03,0.3389832343742045,-1.8266316221180352,-0.7051860500166623
94,94,94,04-04,0.4761619529247005,-1.1073539227667988,-0.489560134244579
95,95,95,04-05,0.8070379244197488,0.6275486194227753,-0.4150599055582209
96,96,96,04-06,1.0917403777774144,2.120346684709951,-0.35905810788052456
97,97,97,04-07,0.5079354643626076,-0.9407538958176084,0.024395066282958768
98,98,98,04-08,0.4913906191719249,-1.027504510713432,0.2657349746623714
99,99,99,04-09,0.7777702155636252,0.4740874228628647,0.3023403185052762
100,100,100,04-10,0.7523281629693859,0.340685527509677,0.057813902574327024
101,101,101,04-11,0.8489255639086346,0.8471806824802042,0.18307170409537232
102,102,102,04-12,0.8119278345601683,0.6531881891242559,0.14443662582318972
103,103,103,04-13,0.6512684612004707,-0.1892070866913366,-0.0013356791047123284
104,104,104,04-14,0.4471803465615843,-1.2593149803465276,-0.2375385925521304
105,105,105,04-15,0.6109623914795623,-0.4005464067045476,-0.3137752574380906
106,106,106,04-16,0.482040236507859,-1.0765319531748314,-0.2645797600400129
107,107,107,04-17,0.7616876472732176,0.3897606931644428,-0.17132398189630968
108,108,108,04-18,0.8682224364721378,0.948361173512722,0.2348090631812916
109,109,109,04-19,0.7579814163335533,0.37032758217088296,0.2500684208873847
110,110,110,04-20,0.9119199935853184,1.1774832901190802,0.5734575147749156
111,111,111,04-21,0.6284237347514046,-0.3089902604679894,0.4340438088749989
112,112,112,04-22,0.8520956534855627,0.8638026101503541,0.03790812429289173
113,113,113,04-23,0.602155993162634,-0.4467215422350573,0.13487583830360309
114,114,114,04-24,0.4149228085361323,-1.4284529339799212,0.2171747496272189
115,115,115,04-25,0.8689419543351475,0.9521338662351508,0.3788011298419517
116,116,116,04-26,1.0060949627550066,1.6712767580607746,0.07348224754035278
117,117,117,04-27,0.8133734397830806,0.6607680208204078,0.08621789301429238
118,118,118,04-28,0.5027180509725392,-0.9681106836592396,0.21126430718265046
119,119,119,04-29,0.6167294425628107,-0.3703076693914197,0.15530653619765974
120,120,120,04-30,0.5580139139916915,-0.6781744489697721,0.006972631019733296
121,121,121,05-01,0.8049092560580828,0.6163872403252062,-0.2428929022186584
122,122,122,05-02,0.8363558893908346,0.7812733269932159,-0.18572464815627895
123,123,123,05-03,0.5274513235504079,-0.8384251786099419,0.18017762693489625
124,124,124,05-04,0.5681359098144287,-0.6251011592849639,0.18109635048248848
125,125,125,05-05,1.035432860647301,1.8251059811556318,0.2646093874404326
126,126,126,05-06,0.5590652129746118,-0.6726621076842191,0.21451631596522824
127,127,127,05-07,0.9004735539848844,1.1174654620728708,0.3535756785217179
128,128,128,05-08,0.7790341899185028,0.4807148981419898,0.5189846719970187
129,129,129,05-09,0.6865775011740487,-0.004069003271004025,0.10286084150375956
130,130,130,05-10,0.7574140741351236,0.3673528015668409,0.1391211575870164
131,131,131,05-11,0.5592607184256558,-0.6716370018039229,-0.188007133122532
132,132,132,05-12,0.600558035835854,-0.4551002111846779,0.010494955839423505
133,133,133,05-13,0.5261393593202169,-0.8453042821844194,-0.06977893169303467
134,134,134,05-14,1.0061809140665618,1.6717274319137228,0.09667000983689117
135,135,135,05-15,0.5947197747240149,-0.4857123284657531,0.09282976095660077
136,136,136,05-16,0.9478822551207692,1.3660464507463959,0.4169036100311761
137,137,137,05-17,0.554866306469425,-0.6946784950856651,0.5816362231758151
138,138,138,05-18,0.9713970208777222,1.489342883262774,0.4364201686374188
139,139,139,05-19,0.7146435389579725,0.1430913966834144,0.5294963492797017
140,140,140,05-20,0.8400096094994625,0.800431104683345,0.4443416684692926
141,141,141,05-21,0.7012272157271146,0.07274475538794382,0.8806477530330105
142,142,142,05-22,0.8504394176518639,0.8551183658839416,0.5966055695987471
143,143,143,05-23,1.0541330817098045,1.9231580122966416,0.8335116115303521
144,144,144,05-24,0.6463664288857125,-0.21491021734280688,0.4334739642488629
145,145,145,05-25,0.9857360581201274,1.5645276482730437,0.2539516549688898
146,146,146,05-26,0.3822449502403738,-1.59979477900559,0.16596067592488564
147,147,147,05-27,0.4957991284073083,-1.0043891002918948,-0.3639398177507221
148,148,148,05-28,0.7497509929156554,0.32717249161991685,-0.21169776527881806
149,149,149,05-29,0.4477658545824246,-1.2562449497570038,-0.4004617904306924
150,150,150,05-30,0.8205776106289818,0.6985420974886164,0.003388543126398876
151,151,151,05-31,0.7697326388388939,0.4319434973617985,0.3703627816646686
152,152,152,06-01,0.8443724814583226,0.8233072223369573,0.5314286685394704
153,153,153,06-02,0.9157291984967588,1.1974563309377242,1.0080006315855392
154,154,154,06-03,0.9340593232054436,1.293567812868727,0.9933316842297968
155,155,155,06-04,0.9931090335525542,1.6031868285194095,1.0304812250824922
156,156,156,06-05,0.8037918762521724,0.6105284133541631,0.8318732679470515
157,157,157,06-06,0.8122430051147441,0.6548407424779682,0.6655929042782173
158,158,158,06-07,0.617104611941344,-0.36834052047568505,0.4684274343427981
159,159,159,06-08,0.725453921823159,0.19977414892471884,0.1734489676451009
160,160,160,06-09,0.7084420974868441,0.11057499325621174,0.07592538735001482
161,161,161,06-10,0.6555640094422996,-0.16668397166677346,0.10607644778636216
162,162,162,06-11,0.6921952582666326,0.02538693158364664,0.5196365130108516
163,163,163,06-12,0.8467449826179585,0.8357471050960524,0.5704999567709089
164,164,164,06-13,1.0903430274433814,2.113019870871251,0.5522840087014506
165,165,165,06-14,0.7836571613427209,0.5049548114850635,0.5704165267987774
166,166,166,06-15,0.6875975161886511,0.0012793048394616332,0.40737630041934
167,167,167,06-16,0.6763131214939747,-0.0578888630828123,0.5433643145094598
168,168,168,06-17,0.5056276834863742,-0.9528544266929782,0.1663930429916071
169,169,169,06-18,1.002356604064879,1.6516751896367712,0.2735373770263256
170,170,170,06-19,0.6589733130439531,-0.1488077582358649,0.540251375983232
171,171,171,06-20,0.9062628458182941,1.1478208156933751,0.7191483495636678
172,172,172,06-21,0.99279939826608,1.6015632985808996,0.9222937058011914
173,173,173,06-22,0.8810256347037776,1.0154929783998017,1.0370519748507447
174,174,174,06-23,0.7380877167109502,0.26601771073216346,1.3621047241436244
175,175,175,06-24,1.1336749444401462,2.3402248039340914,1.1898301518802172
176,176,176,06-25,1.030932457470634,1.8015087375214127,0.9722613103084204
177,177,177,06-26,0.7091283725828974,0.11417338211293222,1.0209660207380085
178,178,178,06-27,0.7438345138250231,0.29615024915011856,1.0749032259287683
179,179,179,06-28,0.936758627149923,1.3077212409773311,0.7228094846832365
180,180,180,06-29,0.799808273571845,0.5896409418767228,0.455033626570657
181,181,181,06-30,0.730772686155675,0.2276623564608993,0.4563478815394097
182,182,182,07-01,0.7245154857688133,0.1948535888459368,0.560076731233409
183,183,183,07-02,0.7106322797327345,0.1220589119254482,0.3686837890724397
184,184,184,07-03,0.8625318460841012,0.9185233473141142,0.2978368657484819
185,185,185,07-04,0.7177469277553878,0.15936358801151534,0.05960631780757745
186,186,186,07-05,0.718737859486228,0.16455940193297594,-0.015104001802440715
187,187,187,07-06,0.4581645295375109,-1.2017209311845274,-0.09856269333395487
188,188,188,07-07,0.6390241720591496,-0.25340832881417225,-0.5129861288961819
189,189,189,07-08,0.6151301694919696,-0.3786932372636369,-0.1833874807031557
190,190,190,07-09,0.3883054724957321,-1.5680172660592475,-0.2021389767223961
191,191,191,07-10,1.09490796224215,2.1369554771696726,0.03215841419343638
192,192,192,07-11,0.697280448554587,0.05205042581753317,0.2315665525567441
193,193,193,07-12,0.72627195904254,0.2040634143104679,0.3051484827306477
194,194,194,07-13,0.8672076921145447,0.9430405013656742,0.6508430378366666
195,195,195,07-14,0.6993302627146498,0.06279834377978484,0.3691687157607065
196,196,196,07-15,0.7838851168147519,0.5061500645768662,0.23740855880729064
197,197,197,07-16,0.7725869233515107,0.4469095447139114,0.2478058535368135
198,198,198,07-17,0.546506780722111,-0.7385105159029621,-0.07766687983239817
199,199,199,07-18,0.7381696244533339,0.2664471826876047,0.00020789221912684053
200,200,200,07-19,0.4947679582510876,-1.0097958988495959,-0.12206442545578687
201,201,201,07-20,0.7884426718473867,0.5300469760889349,-0.4020129915389817
202,202,202,07-21,0.6439684209296497,-0.2274838414726161,0.2894188644771694
203,203,203,07-22,0.4522406738572221,-1.2327818517852576,0.14446288157937806
204,204,204,07-23,1.3377149835525717,3.4100806201939444,0.16374087752684302
205,205,205,07-24,0.5722959208914236,-0.6032887146991439,0.07350900810874217
206,206,206,07-25,0.5168278451293837,-0.8941279231648059,-0.012608431598409249
207,207,207,07-26,0.6851899874083569,-0.011344240419670007,0.16547996513441546
208,208,208,07-27,0.5454238946539263,-0.7441884797155246,-0.06774257623347409
209,209,209,07-28,0.6560279293877872,-0.16425147138830926,0.11631329657890715
210,210,210,07-29,1.0708375086290989,2.010745371986608,0.3290905131740887
211,211,211,07-30,0.7829117828613041,0.5010465221751434,0.31489303570703425
212,212,212,07-31,0.7603096541908522,0.3825353764062835,0.5877767466254333
213,213,213,08-01,0.6689437578866848,-0.09652910522199684,0.8605310952169721
214,214,214,08-02,0.8576858024888613,0.8931137857948699,0.3185713060088
215,215,215,08-03,0.9681418074013326,1.472274620160923,0.14528195859206214
216,216,216,08-04,0.4506707820099009,-1.2410133632624247,0.2444216212381277
217,217,217,08-05,0.5846160984112984,-0.5386895623252838,0.3635633660784965
218,218,218,08-06,0.8737555615914209,0.9773733522826766,0.14946689734488014
219,219,219,08-07,0.8052781269167281,0.6183213638202169,0.028425464352819382
220,220,220,08-08,0.6126943679965581,-0.3914650266068286,0.035395326333358484
221,221,221,08-09,0.8296336177187401,0.7460260222085582,-0.0010886834676500645
222,222,222,08-10,0.4586464225934465,-1.19919419137919,-0.20084244454963715
223,223,223,08-11,0.5428673019456195,-0.7575936211313349,-0.3283166225342422
224,224,224,08-12,0.6451765440944134,-0.2211492142092458,-0.4806209980725576
225,225,225,08-13,0.6594089217406597,-0.14652370408741364,-0.6715378783686482
226,226,226,08-14,0.438411869722323,-1.3052912798367209,-0.4522871826788334
227,227,227,08-15,0.6111666777958282,-0.3994752595679851,-0.5426463106311417
228,228,228,08-16,0.7095358593422421,0.11630998275969814,-0.8552796123062021
229,229,229,08-17,0.4394689950634393,-1.2997483888451844,-1.061100766553848
230,230,230,08-18,0.28742902261270203,-2.0969490242596067,-1.1570709680028977
231,231,231,08-19,0.4238869622882055,-1.3814506295732905,-1.4365225943102553
232,232,232,08-20,0.3285927892835329,-1.8811124885310169,-1.4599936207494306
233,233,233,08-21,0.29138907844910505,-2.0761850174121315,-1.2430946976549777
234,234,234,08-22,0.6826778711168741,-0.02451617587535436,-1.0307004494286809
235,235,235,08-23,0.6876672891458221,0.0016451497215337672,-0.8973292400184248
236,236,236,08-24,0.530472599457575,-0.8225835349018298,-0.7337444307814422
237,237,237,08-25,0.5765041638079876,-0.5812233731117523,-0.4711269040316308
238,238,238,08-26,0.5157835323778655,-0.8996036331091202,-0.21224543930096115
239,239,239,08-27,0.5919033512057903,-0.5004798569132625,-0.3973948036810539
240,240,240,08-28,0.9789169533539032,1.5287726125086634,-0.5874296556205529
241,241,241,08-29,0.4758001404575595,-1.109251036559023,-0.5761448220089157
242,242,242,08-30,0.313014968065637,-1.9627926465388243,-0.4601719049087729
243,243,243,08-31,0.5894174434658687,-0.5135143714419288,-0.168116045854906
244,244,244,09-01,0.6484917993132358,-0.20376613050826373,-0.4308140485945879
245,245,245,09-02,0.9261040238498328,1.2518552974099395,-0.14955024083166316
246,246,246,09-03,0.6783105916042647,-0.047415403929428064,0.3014586764633976
247,247,247,09-04,0.7976514261989522,0.5783318100185255,0.2256609229999177
248,248,248,09-05,0.8291062528519159,0.7432608572315403,0.31560576312036764
249,249,249,09-06,0.5026817749041567,-0.9683008922228082,0.20616244406968454
250,250,250,09-07,0.7514160349936814,0.3359029102144358,0.1836318518577382
251,251,251,09-08,0.8008676017433729,0.5951953831058413,0.04454853821160635
252,252,252,09-09,0.6525287459782458,-0.18259895720110644,-0.4638648587105438
253,253,253,09-10,0.6384978412488675,-0.2561680718582656,-0.4887477768349304
254,254,254,09-11,0.2473267953773565,-2.3072195243013605,-0.4473124852504927
255,255,255,09-12,0.4742081534488074,-1.1175984009691278,-0.4990819243690656
256,256,256,09-13,0.7988306027533613,0.5845146597210618,-0.3467838222625473
257,257,257,09-14,0.7416276281579062,0.2845787483944037,-0.3473653483454829
258,258,258,09-15,0.8268040655397061,0.7311896554380034,0.05593313556071722
259,259,259,09-16,0.6378323986561159,-0.2596572283558791,0.21707637742283284
260,260,260,09-17,0.7088228428609141,0.11257137913584024,0.156896707848046
261,261,261,09-18,0.658605001356001,-0.15073894979643393,-0.00014916893653205143
262,262,262,09-19,0.7299667692506049,0.22343664227234064,-0.2507561944067902
263,263,263,09-20,0.5619194112866294,-0.6576965123130646,-0.12870203520991794
264,264,264,09-21,0.5400334568184633,-0.7724524973835455,-0.20031554570685586
265,265,265,09-22,0.7774994549334368,0.4726677268253545,-0.03761539876899756
266,266,266,09-23,0.6268752200465278,-0.3171096838457875,-0.3717591028271181
267,267,267,09-24,0.8447834218885194,0.8254619318307159,-0.4577011867136784
268,268,268,09-25,0.3476048093921005,-1.7814255820763825,-0.4075739721739109
269,269,269,09-26,0.4635755453687685,-1.1733490156324269,-0.5529363125882226
270,270,270,09-27,0.5973942263343821,-0.4716892101449402,-0.4868850552261716
271,271,271,09-28,0.6111607548609446,-0.3995063156605157,-0.7036831651759511
272,272,272,09-29,0.7024579346371322,0.07919786032651878,-0.6507567912088769
273,273,273,09-30,0.5967004886856286,-0.475326727867961,-0.6714106039000685
274,274,274,10-01,0.4081686680926512,-1.463867338273937,-0.7365132804910669
275,275,275,10-02,0.4399413059584671,-1.2972718917795767,-0.6849518618024059
276,276,276,10-03,0.5228969764653895,-0.8623052696909307,-0.708319559833516
277,277,277,10-04,0.6701626898471329,-0.09013780352854896,-0.4947369196147695
278,278,278,10-05,0.6757181855170865,-0.06100832786014147,-0.5773595998630824
279,279,279,10-06,0.8411039471796091,0.8061691134445182,-0.3928346305521842
280,280,280,10-07,0.3136232088640901,-1.9596034197638128,-0.2888249516058668
281,281,281,10-08,0.6510939569037415,-0.19012207591418792,-0.08876451970548245
282,282,282,10-09,0.6419156627466978,-0.238247196013026,0.19834919791880176
283,283,283,10-10,0.8990926319724656,1.1102247878737572,0.04066758336560137
284,284,284,10-11,1.0042635462101233,1.6616739778855638,0.7804830425772056
285,285,285,10-12,0.6606682530696044,-0.1399205738746841,0.7184246082130477
286,286,286,10-13,1.1601969598648425,2.4792893355058117,0.953209444367518
287,287,287,10-14,0.5800802454345515,-0.5624726820991355,1.043504313883281
288,288,288,10-15,0.9105808777628878,1.1704618209137958,0.592659089463604
289,289,289,10-16,1.0024174076719945,1.6519940049683342,0.6616195739564104
290,290,290,10-17,0.4883595758274574,-1.0433973686324969,0.4319560667995796
291,291,291,10-18,0.7395800077524789,0.2738423330821537,0.7432851477247325
292,292,292,10-19,0.8973921018412745,1.1013082925648268,0.6286000966588067
293,293,293,10-20,0.9363353419626688,1.3055018034517818,0.3484054040577929
294,294,294,10-21,0.7793463210153734,0.4823515145182408,0.4139940396893267
295,295,295,10-22,0.6817895146315803,-0.02917415063774824,0.5274330003243926
296,296,296,10-23,0.5634129105452543,-0.6498655548432942,0.215998731682833
297,297,297,10-24,0.8693886583000019,0.9544760968925488,0.011789871244439271
298,298,298,10-25,0.5410166385939588,-0.7672973192845305,0.03261593730745326
299,299,299,10-26,0.7026583366819869,0.08024864082141926,0.4546028119724335
300,300,300,10-27,0.8031776706391617,0.6073079108963247,0.9971338429388358
301,301,301,10-28,1.1646707614480745,2.5027470973521333,1.1264677770381353
302,302,302,10-29,1.184233311363838,2.60532063095512,1.3562859262415428
303,303,303,10-30,1.0173859897410191,1.7304797014883462,1.1707260066934142
304,304,304,10-31,0.803998454122,0.6116115759359142,1.2687069456647435
305,305,305,11-01,0.4903213880939394,-1.033110876467353,0.9499394205574097
306,306,306,11-02,0.9152976459637232,1.1951935447243025,0.33264207578837784
307,307,307,11-03,0.7999038238729622,0.5901419467081288,0.04612966253614799
308,308,308,11-04,0.4778575224599029,-1.0984634376590705,-0.09709649621252538
309,309,309,11-05,0.6895287040150636,0.011405221974966993,0.05159577965289889
310,310,310,11-06,0.6401041951638171,-0.2477453765561261,-0.02455435527107856
311,311,311,11-07,0.6604705464507757,-0.14095722127480728,-0.006168473034600071
312,312,312,11-08,0.8281587459054508,0.7382927351804378,0.022313625929394138
313,313,313,11-09,0.8209428615094301,0.7004572401269997,0.14325534696116798
314,314,314,11-10,0.5104497007607169,-0.9275708438751052,0.2867382435973944
315,315,315,11-11,0.8279227929078055,0.7370555481656101,0.5630298222207257
316,316,316,11-12,0.8042922403004091,0.6131520032612323,0.5470100962650587
317,317,317,11-13,0.9766320907558019,1.5167922504651807,0.6855234940993079
318,318,318,11-14,0.8098273102434471,0.6421743794464351,0.640886330790158
319,319,319,11-15,0.97944428954577,1.5315376271324952,0.32069843648515683
320,320,320,11-16,0.4593712185444486,-1.1953938237300057,0.14896292065540306
321,321,321,11-17,0.4615305212517368,-1.184071817664397,-0.3189647651951307
322,322,322,11-18,0.6077746114704068,-0.4172610917172905,-0.3843317854950464
323,323,323,11-19,0.4411805923108577,-1.2907738646380214,-0.3543379689910171
324,324,324,11-20,0.7350275708246279,0.24997225764694056,-0.1150782686467599
325,325,325,11-21,1.0137663321963841,1.7115005261566711,0.18035436374025485
326,326,326,11-22,0.7331570383211878,0.24016437833553786,0.3500695508729635
327,327,327,11-23,0.7995952489534669,0.5885239766576914,0.4644125164897104
328,328,328,11-24,0.8019803701954851,0.6010300310789615,0.3440829783906985
329,329,329,11-25,0.5720236993282153,-0.6047160709375401,0.17790090975456874
330,330,330,11-26,0.5973340052789372,-0.4720049709471302,0.11411100236007846
331,331,331,11-27,0.8236035349168079,0.7144081143398923,-0.24756720625400164
332,332,332,11-28,0.6601619954269865,-0.14257506603140413,-0.5712340105440618
333,333,333,11-29,0.38572544681666426,-1.581545275026789,-0.4787158952575161
334,334,334,11-30,0.4316071681076788,-1.3409707946613998,-0.3508627880855552
335,335,335,12-01,0.6778925439413267,-0.04960737921826625,-0.3653441871984677
336,336,336,12-02,0.7436368206202287,0.2951136720846351,-0.2317342021128788
337,337,337,12-03,0.8070324127347682,0.6275197196624172,-0.12691438773546718
338,338,338,12-04,0.8130524288948134,0.6590848444821295,0.184116466940494
339,339,339,12-05,0.505671174270444,-0.9526263887623196,0.043488534671673816
340,340,340,12-06,0.7875210031613546,0.5252143333943673,0.09740549831201974
341,341,341,12-07,0.516971445802658,-0.8933749728311873,0.10013261419147557
342,342,342,12-08,0.8053342149950649,0.6186154539267107,0.05200972657561507
343,343,343,12-09,0.8101530622031436,0.643882414939152,-0.14579377038660332
344,344,344,12-10,0.7579852185916367,0.3703475187869665,-0.339890664828328
345,345,345,12-11,0.27932385170594604,-2.13944737053563,-0.303194581409459
346,346,346,12-12,0.5654151604958941,-0.6393670332559811,-0.21795210796147169
347,347,347,12-13,0.5589629189465882,-0.6731984723179728,-0.31112794581494224
348,348,348,12-14,0.9028775139257841,1.1300702946146346,-0.3632700354797047
349,349,349,12-15,0.7035315830598038,0.08482738781832869,0.0033725959522282376
350,350,350,12-16,0.6983188195148234,0.05749498079839226,0.2459632004270395
351,351,351,12-17,0.6988744624743256,0.060408418055967424,0.21987711266819088
352,352,352,12-18,0.8430125470206871,0.8161765935928864,-0.07485160396255429
353,353,353,12-19,0.5291125057280307,-0.8297149988710644,-0.15596905317695128
354,354,354,12-20,0.5656182798032345,-0.6383020051698364,-0.11821961872070025
355,355,355,12-21,0.6107085656464797,-0.4018773074680533,-0.028008265758593498
356,356,356,12-22,0.7415156464097922,0.2839915875358984,-0.3600265304885708
357,357,357,12-23,0.802103669851756,0.6016765358286079,-0.4075629625895608
358,358,358,12-24,0.4630827357772822,-1.1759329947869774,-0.44552984779816857
359,359,359,12-25,0.4747163787860317,-1.1149335914770044,-0.3272967067786749
360,360,360,12-26,0.5221726231537798,-0.8661033164214829,-0.4624582089363177
361,361,361,12-27,0.7460032157368406,0.3075215386489086,-0.4870959199054773
362,362,362,12-28,0.586849805830535,-0.5269774254099581,-0.4234657109576074
363,363,363,12-29,0.7739106399122883,0.4538502700136505,
364,364,364,12-30,0.5358950351084758,-0.7941517410997585,
365,365,365,12-31,,,
