,unnamed: 0,unnamed: 0,mth_day,treasure,treasure_norm,treasure_ravg
0,0,0,01-01,,,
1,1,1,01-02,0.6038820254149356,-0.8331940545200305,
2,2,2,01-03,0.6336178472188418,-0.7009310855520787,
3,3,3,01-04,0.6583031190639518,-0.5911326288103742,
4,4,4,01-05,0.5866067598438189,-0.9100332933752208,-0.8743912366073995
5,5,5,01-06,0.6281589137513859,-0.7252120606186361,-0.7180617440396807
6,6,6,01-07,0.4571509225582774,-1.4858442967680563,-0.6227249619341575
7,7,7,01-08,0.8147612746845547,0.10478290088628207,-0.6751889461218257
8,8,8,01-09,0.76222153362488,-0.1289103929189399,-0.4469583758871923
9,9,9,01-10,0.5875323040534948,-0.9059165339363836,-0.3758112975945547
10,10,10,01-11,0.8944763148518609,0.4593501280325795,-0.2794338229871107
11,11,11,01-12,0.7241321188814354,-0.2983295908628109,-0.1582510554399207
12,12,12,01-13,0.5871584416635777,-0.9075794491233918,-0.18016747588474133
13,13,13,01-14,0.9782296684279572,0.831879506169422,-0.06275198810492559
14,14,14,01-15,0.7326575773030806,-0.2604089155878637,0.0858045123719728
15,15,15,01-16,0.7459188599678109,-0.20142360725748906,0.14353146486855947
16,16,16,01-17,1.0948702570321551,1.35068913089397,0.7403130607603011
17,17,17,01-18,0.8020023671957762,0.048032124116709235,0.5437740502482193
18,18,18,01-19,1.3921815556806625,2.673110126227058,0.4041752047794416
19,19,19,01-20,0.7131101550960247,-0.3473545569030686,0.6650068930264387
20,20,20,01-21,0.5443469824957108,-1.09800198840053,0.4347655053522284
21,21,21,01-22,1.097765397046715,1.363566522224494,0.15847674756456426
22,22,22,01-23,0.7842882281005342,-0.030759195151292218,-0.32168563375159903
23,23,23,01-24,0.42930515653567225,-1.6097004226092757,-0.4745836220648358
24,24,24,01-25,0.7444708720705119,-0.20786416166992136,-0.5288559319349603
25,25,25,01-26,0.5068598023267712,-1.26474248678249,-0.8709544140671565
26,26,26,01-27,0.471136842978484,-1.4236358476212765,-0.999302958588842
27,27,27,01-28,0.6362947563928821,-0.6890243705686843,-0.7571510847886933
28,28,28,01-29,0.6111536245844584,-0.8008504622814048,-0.8068892591395019
29,29,29,01-30,0.755953727560021,-0.15678917980838394,-0.8431397025412412
30,30,30,01-31,0.6773770134846379,-0.5062932077747737,-0.5258996958472455
31,31,31,02-01,0.4579600959138039,-1.4822451471929254,-0.3610905426373748
32,32,32,02-02,0.8990748689459086,0.479804192542698,-0.4340076982794874
33,33,33,02-03,0.8586125668764291,0.2998305486905396,-0.3340086781500361
34,34,34,02-04,0.512792689689056,-1.2383533961340811,-0.15407074445741795
35,35,35,02-05,0.890846497607627,0.44320494096832397,0.029298149260168643
36,36,36,02-06,0.9201026550061104,0.5733343943809353,-0.07501972055830346
37,37,37,02-07,0.7053138998021825,-0.3820317848874058,-0.18355180398449705
38,38,38,02-08,0.7583562258325757,-0.14610302636813452,0.032792703477901614
39,39,39,02-09,0.7122091985889697,-0.3513619518666219,-0.003389921813627257
40,40,40,02-10,0.8046286482655438,0.05971364864031125,-0.12882891253449433
41,41,41,02-11,0.8420382738185278,0.2261091892191508,-0.16693182598414846
42,42,42,02-12,0.7508928676661017,-0.17929954994426708,-0.039957704109197696
43,43,43,02-13,0.6539153207415636,-0.6106492655853306,-0.18807821665225505
44,44,44,02-14,0.929636814401363,0.6157417048815701,-0.3344239660139177
45,45,45,02-15,0.5124033783725411,-1.2400850271249657,-0.49652329813382395
46,46,46,02-16,0.607216878724881,-0.8183608475296649,-0.3555570688505769
47,47,47,02-17,0.6233758518846438,-0.7464868035002872,0.04785199063833734
48,48,48,02-18,0.9410479824519001,0.6664978257552154,-0.13023740168125555
49,49,49,02-19,1.1980903079195877,1.8098050913481551,0.032156230193032015
50,50,50,02-20,0.6894047459772287,-0.4527946490359872,0.039061524689324084
51,51,51,02-21,0.7314627932873705,-0.2657232358792405,0.02628417866613242
52,52,52,02-22,0.6165317130241922,-0.7769290805519123,0.06751499861509835
53,53,53,02-23,0.6061399670060332,-0.8231508796394372,-0.28907764606611824
54,54,54,02-24,0.9966659225782158,0.913882745449011,-0.1598775490758138
55,55,55,02-25,0.717067898326153,-0.3297507767391446,-0.1501831144137722
56,56,56,02-26,0.8636880434623473,0.3224059329058393,0.013991239097194573
57,57,57,02-27,0.7445400128832771,-0.20755662790699086,-0.13722868521201612
58,58,58,02-28,0.8379932162189309,0.20811704051388824,-0.4578570693992578
59,59,59,02-29,0.4021532234354223,-1.7304704254947014,-0.3930999886359479
60,60,60,03-01,0.5641571755633328,-1.0098875596744394,-0.6328099632712032
61,61,61,03-02,0.8044213743207317,0.05879170784071479,-0.7688330844101636
62,62,62,03-03,0.54033345014001,-1.115853914905692,-0.6578945264923691
63,63,63,03-04,0.5610528589371405,-1.0236953547407537,-0.4675148592033122
64,64,64,03-05,0.9876427764170782,0.8737483880206551,-0.06152204826556047
65,65,65,03-06,0.65896414666365,-0.5881924217603589,-0.2309823463325353
66,66,66,03-07,1.1118174907935419,1.4260693059520708,0.06808083835566647
67,67,67,03-08,0.5758294442222598,-0.9579700805611344,0.040893295227179695
68,68,68,03-09,0.9437520171382392,0.678525193223519,-0.09388936043421547
69,69,69,03-10,0.5243784695416965,-1.1868206135116741,0.13596505265955253
70,70,70,03-11,0.8058289371114309,0.06505245405228413,-0.33093866482487555
71,71,71,03-12,0.9690241697493504,0.7909340568022489,-0.2599870259798985
72,72,72,03-13,0.4819919613486771,-1.3753529989544977,-0.5517019308535022
73,73,73,03-14,0.6715390130843001,-0.5322602474912725,-0.4621627111508218
74,74,74,03-15,0.5502458454614129,-1.0717642360181034,-0.4436013020752356
75,75,75,03-16,0.6451615867958477,-0.6495852952955918,-0.7272130038878531
76,76,76,03-17,0.8308671813157379,0.17642090850580158,-0.06856296266388702
77,77,77,03-18,0.5864487402511939,-0.9107361540734564,-0.14630129298651892
78,78,78,03-19,1.3704719528291516,2.5765472483892995,-0.393210081378068
79,79,79,03-20,0.5666745983878282,-0.9986902294270641,-0.3975497942266283
80,80,80,03-21,0.2171804776996238,-2.553216966367398,-0.34171446375584513
81,81,81,03-22,0.6393075705605317,-0.6756235723869543,-0.2286442723489948
82,82,82,03-23,0.9061857432774189,0.5114328913305008,-0.8574966247275819
83,83,83,03-24,0.7389737480856556,-0.2323150056323544,-0.8979933444812139
84,84,84,03-25,0.5221872831044954,-1.1965668658822228,-0.5721135558824536
85,85,85,03-26,0.5120469160531673,-1.241670547948856,-0.3833674140967103
86,86,86,03-27,0.6567730590040126,-0.5979382347748361,-0.2815922451606189
87,87,87,03-28,0.8939149643961698,0.4568532783275057,-0.2097014095907712
88,88,88,03-29,1.0434744331273815,1.122083904947049,0.04776370633100743
89,89,89,03-30,0.8359502378402552,0.1990300077867324,0.2956678586303401
90,90,90,03-31,0.8694925130193244,0.3482238296484487,0.3919997491043689
91,91,91,04-01,0.8464549709188152,0.24575436584713994,0.4203533777511965
92,92,92,04-02,0.7867190878065214,-0.01994689193066299,0.07440912725988097
93,93,93,04-03,0.9321623342616,0.626975050208471,0.006314449442699414
94,94,94,04-04,0.576816078171434,-0.9535815980008441,0.01152793220098572
95,95,95,04-05,0.7440945406107419,-0.20953805911635706,-0.1660291927861848
96,96,96,04-06,0.8765251932390934,0.37950472619816655,-0.13774300633713366
97,97,97,04-07,0.6069408996788868,-0.8195883840758833,-0.29455054478730863
98,98,98,04-08,0.8248754821317476,0.14977022676364396,-0.08190386341099548
99,99,99,04-09,0.7206382293402865,-0.313870180492579,0.08017168058276697
100,100,100,04-10,0.8636638878314559,0.3222984902570352,0.09166214418768223
101,101,101,04-11,0.9627248737678996,0.7629152048462178,0.3920453829697485
102,102,102,04-12,0.8920251497665846,0.448447507827658,0.21388800090829047
103,103,103,04-13,1.0121401416587663,0.982711048616514,0.1938769661997454
104,104,104,04-14,0.5845516995627833,-0.9191740656051036,0.3199694490194774
105,105,105,04-15,0.6936445258033912,-0.4339363887438497,-0.019111077874511644
106,106,106,04-16,1.0337551974034425,1.078853387175427,-0.1300623191036253
107,107,107,04-17,0.5053252764246359,-1.2715679565177165,-0.16450568327892146
108,108,108,04-18,0.7423584805308187,-0.217259939547024,-0.08197963212227984
109,109,109,04-19,0.96567807835705,0.7760508635647373,0.09976406646479796
110,110,110,04-20,0.6958744667978917,-0.4240177586652542,-0.1164180358378439
111,111,111,04-21,0.938806037479922,0.656525802778617,-0.03771847460978317
112,112,112,04-22,0.7421383137923019,-0.2182392266404244,-0.11076641006820433
113,113,113,04-23,0.6114863348214241,-0.7993705891493519,-0.08978570110223384
114,114,114,04-24,0.6438211313899033,-0.6555475522975509,0.2662785008097776
115,115,115,04-25,0.993979815177258,0.90193511736056,0.09182511627734448
116,116,116,04-26,1.1761840383169386,1.7123674528068142,0.4777710593059654
117,117,117,04-27,0.7034787287393296,-0.3901945044159817,0.7401401184215742
118,118,118,04-28,1.2627565886151102,2.097436431531301,0.920712811876852
119,119,119,04-29,0.9654066943716788,0.7748437655443008,1.0441561707023217
120,120,120,04-30,0.88740302632855,0.4278886084341152,1.0042670297992258
121,121,121,05-01,1.1604976129955986,1.6425952703133766,0.9111792265877692
122,122,122,05-02,1.1223759439548908,1.4730326073882405,0.6733676788213346
123,123,123,05-03,0.577908781988005,-0.9487213236847224,0.4198297292648987
124,124,124,05-04,0.9419628609766221,0.6705671449326958,0.2973401183061209
125,125,125,05-05,0.6233989798602316,-0.7463839317943147,-0.16741651904623134
126,126,126,05-06,0.7221717780333793,-0.3070490573185517,-0.34097157334435435
127,127,127,05-07,0.5335683677958691,-1.1459445538007371,-0.26682646874240323
128,128,128,05-08,0.8882604296255512,0.4317022815995024,-0.5977223117016163
129,129,129,05-09,0.6779261474809799,-0.5038506960730156,-0.6787713017522256
130,130,130,05-10,0.4956039186967465,-1.3148079128225822,-0.4141046606528307
131,131,131,05-11,0.5140686807899548,-1.2326778720979703,-0.1948583931369061
132,132,132,05-12,1.0791914399348286,1.2809507892778171,-0.25938197857568185
133,133,133,05-13,0.8293186292437941,0.16953305129481114,0.2599119183812423
134,134,134,05-14,0.8012219250284802,0.04456076896684779,0.3903328067026212
135,135,135,05-15,1.3784229337360387,2.6119126856685293,0.6664868688974755
136,136,136,05-16,0.6715339915611196,-0.5322825828943084,0.7309241556280961
137,137,137,05-17,0.8865841950533959,0.4242465010711553,0.5021358252588671
138,138,138,05-18,1.1661135326732683,1.6675745096615409,0.7111532180453213
139,139,139,05-19,0.5206966887675714,-1.2031969309205628,0.19049376716420507
140,140,140,05-20,1.0831740388051376,1.298665125685573,0.21179814771724007
141,141,141,05-21,0.6760840959164227,-0.5120440196181677,0.02270811208438232
142,142,142,05-22,0.7002723422292264,-0.4044562995760982,-0.2125550530751636
143,143,143,05-23,0.6315129087358161,-0.7102937127259915,0.3022400484771659
144,144,144,05-24,0.8487574226088255,0.25599551870426523,0.2424920201165533
145,145,145,05-25,1.2151248658180838,1.8855736783934145,0.7561966029344038
146,146,146,05-26,1.002577478558721,0.9401769555218972,0.8330404526328103
147,147,147,05-27,1.3690412276237682,2.570183477288935,1.2223690838953578
148,148,148,05-28,0.8039301554110088,0.05660679861434125,1.3723301145686928
149,149,149,05-29,1.1566942301313918,1.6256780748492936,1.144886008727289
150,150,150,05-30,1.0510459930421518,1.1557617027442746,1.4885986191019696
151,151,151,05-31,0.9083162048108951,0.5209090433449914,0.8105900559108777
152,152,152,06-01,1.4662254828463068,3.002452617769982,0.7105063822293295
153,153,153,06-02,0.4544477337430445,-1.497867901857615,1.1529277283176782
154,154,154,06-03,0.6689231927230954,-0.5438952434749483,1.2302746011140928
155,155,155,06-04,1.7534944870218232,4.280206151379386,1.619613730945769
156,156,156,06-05,1.1553823546637132,1.6198429395227627,1.291024333036126
157,157,157,06-06,1.4335116881559529,2.8569438223350487,1.4795929326178745
158,158,158,06-07,1.0229777986697242,1.0309162303121244,1.7074662085192085
159,159,159,06-08,0.7088156336349797,-0.3664563043671251,1.265515067318414
160,160,160,06-09,0.9763107787850548,0.8233444119330554,0.9817097923867966
161,161,161,06-10,1.1573285087442229,1.6284993041746203,0.5753239813300091
162,162,162,06-11,0.772545806464645,-0.08298871006694199,0.5372183434147394
163,163,163,06-12,0.8853212389842595,0.4186289559943232,0.5790319605163331
164,164,164,06-13,0.9715755444659556,0.8022824028205068,0.3946746966214472
165,165,165,06-14,0.7652197326875739,-0.11557460175756235,0.2468974429935997
166,166,166,06-15,0.7276237219220395,-0.2827991714362603,0.3468919977451257
167,167,167,06-16,0.9579857245241092,0.7418357824075358,0.4008268105672128
168,168,168,06-17,0.9074325529812516,0.5169786184422137,0.4835435151678647
169,169,169,06-18,0.958076114923566,0.7422378329268453,0.6014182370506589
170,170,170,06-19,1.083155491932914,1.2985826304244183,0.4532420944367605
171,171,171,06-20,0.9242257682745,0.5916737295392028,0.2501125408286909
172,172,172,06-21,0.5277428600267625,-1.1718560271196512,0.5496810437299618
173,173,173,06-22,0.6839759579358441,-0.4769415392408819,0.7139813105227019
174,174,174,06-23,1.311532764393878,2.3143896358498397,0.7352325142596262
175,175,175,06-24,1.1797074676962525,1.7280394336832847,0.8131561721238749
176,176,176,06-25,1.1118221102178614,1.4260898528459638,0.9430749778365644
177,177,177,06-26,1.0293401788751562,1.0592156767246952,1.1128956517237814
178,178,178,06-27,0.7029956531158821,-0.3923431928435144,0.7301055507444237
179,179,179,06-28,0.9130540137242248,0.54198250408242,0.4463889910743097
180,180,180,06-29,0.7951715340431729,0.01764902997369313,0.03454967459832888
181,181,181,06-30,0.7969905911435083,0.02574007566260017,-0.2479277174101673
182,182,182,07-01,0.5562752044377703,-1.044946046009921,-0.35770226081936457
183,183,183,07-02,0.6482948662858656,-0.6356486753262818,-0.2807212378505442
184,184,184,07-03,0.5549162797179353,-1.0509904532986984,-0.1273921024909333
185,185,185,07-04,1.0168968655433723,1.0038686418953422,-0.15062803678831085
186,186,186,07-05,1.0020034787051064,0.9376238421313586,0.1774983583444533
187,187,187,07-06,0.7656466885936641,-0.1136755301216651,0.2219622135038984
188,188,188,07-07,0.9988983252233112,0.9238123247866641,0.418216084806573
189,189,189,07-08,0.7082739798980662,-0.3688655443696111,0.3180748949793777
190,190,190,07-09,0.8196511571028725,0.12653277451734946,0.17556852315852986
191,191,191,07-10,0.8818123169731299,0.4030215029321706,0.10394533091878527
192,192,192,07-11,0.8097708026302458,0.0825856112062712,0.0308535139166299
193,193,193,07-12,0.6690312338785644,-0.5434146835601326,0.4158080561428576
194,194,194,07-13,0.9003017824724924,0.4852614227737317,0.756760252676532
195,195,195,07-14,1.2275549136120405,1.940861708987755,0.6622492797178555
196,196,196,07-15,1.2795755262087427,2.172245953719396,0.6071767614925415
197,197,197,07-16,0.7543225983160214,-0.164044334819889,0.8900910264077342
198,198,198,07-17,0.7354812293194976,-0.2478494981456124,0.7210859755635247
199,199,199,07-18,1.0506658622078169,1.154070905931024,0.4585087364043414
200,200,200,07-19,0.6723239539807745,-0.5287688822915243,0.1628184067261127
201,201,201,07-20,0.8733537314826237,0.36539827403265457,0.22556154237474504
202,202,202,07-21,0.8807067413451308,0.39810397565002376,-0.01641663833273978
203,203,203,07-22,0.8389593813380988,0.21241447907190505,-0.2269755147974281
204,204,204,07-23,0.40906696001507786,-1.6997185823905214,-0.2538899434272191
205,205,205,07-24,0.7666343780226195,-0.10928235285710627,-0.3336863047223843
206,206,206,07-25,0.6360179799080162,-0.6902554540702699,-0.17536769553374054
207,207,207,07-26,0.7657131545960684,-0.11337989373833635,-0.439227776582618
208,208,208,07-27,1.0942691914160874,1.3480156307818862,-0.220770714088534
209,209,209,07-28,0.4830277212918994,-1.3707460072213598,-0.20823709205820395
210,210,210,07-29,0.7037526305160741,-0.3889762074260172,-0.20155732653907413
211,211,211,07-30,0.7835414936344752,-0.034080620675125795,-0.11981570630012794
212,212,212,07-31,0.6450285889417594,-0.6501768609554913,-0.0877550763078254
213,213,213,08-01,0.8759777708686779,0.3770698276953407,0.2824576723835465
214,214,214,08-02,1.1375170870808105,1.5403794107357016,0.12498747410917095
215,215,215,08-03,0.9824228464968268,0.8505304849268719,0.06256353341132087
216,216,216,08-04,0.4913346366429493,-1.3337973970722707,0.11160752081289893
217,217,217,08-05,0.6993352857424391,-0.4086242648622263,0.04059232903115298
218,218,218,08-06,0.7111860303468309,-0.35591293654602296,-0.3974828221146161
219,219,219,08-07,0.7801824728497486,-0.04902132299513495,-0.5169644133468706
220,220,220,08-08,0.5465795903875544,-1.0880714961389126,-0.3284334548411341
221,221,221,08-09,0.82124923909397,0.13364093753334516,-0.17740975859657945
222,222,222,08-10,0.7456517609472413,-0.2026116460378516,-0.1918378076608324
223,223,223,08-11,0.9030573292473066,0.4975179126051015,-0.09200700298951188
224,224,224,08-12,0.6917234445920868,-0.4424812309315404,-0.10670423810534596
225,225,225,08-13,0.9148483301827828,0.5499635050327877,0.073521163797261
226,226,226,08-14,0.5267538885531831,-1.176254906833917,0.10209543598854842
227,227,227,08-15,1.0643626582466217,1.2149933489489868,0.005561887864044453
228,228,228,08-16,0.7841967659181633,-0.03116601289012708,-0.2643394401279054
229,229,229,08-17,0.7728392761885734,-0.08168337614192238,-0.44942075753722377
230,230,230,08-18,0.3276424993465151,-2.0618891988832395,-0.14505759295419465
231,231,231,08-19,0.6651845679070738,-0.5605243994231227,-0.3334120625943387
232,232,232,08-20,0.9373218152979818,0.6499240806642579,-0.10506140862973022
233,233,233,08-21,0.8102836069947604,0.08486653110812227,0.018340500666809947
234,234,234,08-22,1.0922283067831968,1.338937910897524,0.33510365439608697
235,235,235,08-23,0.9393011610412952,0.6587280796373186,0.2848784443647919
236,236,236,08-24,0.7549372788377939,-0.16131027650757696,0.16442123636022124
237,237,237,08-25,0.5974337269630948,-0.8618756596108935,0.3279307941833927
238,238,238,08-26,0.7748321585103183,-0.07281916736316592,0.155672617284495
239,239,239,08-27,1.0308483400838888,1.0659238780471507,-0.03435596459173975
240,240,240,08-28,0.8598622034437565,0.30538884950413736,-0.2327001260012263
241,241,241,08-29,0.6829638312922596,-0.4814434116200898,-0.2001295199535945
242,242,242,08-30,0.4873827235965543,-1.3513752449644958,0.10383251237294136
243,243,243,08-31,0.6413695501962307,-0.6664520233251026,-0.17689730609096652
244,244,244,09-01,1.1848589815406627,1.7509530265960491,-0.3044341251130483
245,245,245,09-02,0.6521604009567208,-0.6184550327362964,-0.3694957572855879
246,246,246,09-03,0.6878225696685648,-0.4598320646283536,-0.21752750638528207
247,247,247,09-04,0.5951995334400296,-0.8718132046553272,-0.16697026757643432
248,248,248,09-05,0.6923789155261832,-0.4395657395626621,-0.16284661673022316
249,249,249,09-06,0.7095682783443205,-0.36310859047201577,-0.15933321283524424
250,250,250,09-07,1.190421542900109,1.7756949316733162,-0.3016378512499323
251,251,251,09-08,0.6568997752333511,-0.5973746093664228,-0.3693791424764051
252,252,252,09-09,0.4958620200398715,-1.313659895116482,-0.2588129702076345
253,253,253,09-10,0.50382053384272,-1.2782609520141637,-0.2269676933765342
254,254,254,09-11,0.8415261494849555,0.22383129404996105,-0.5454686934948071
255,255,255,09-12,0.7525256753180016,-0.1720369294854137,-0.3539665900725501
256,256,256,09-13,0.7607825113049055,-0.1353110690363215,-0.09831554730868496
257,257,257,09-14,0.9152247984898876,0.5516380111671194,-0.008122213915165025
258,258,258,09-15,0.8407201724431091,0.2202463614667088,-0.09664150238474167
259,259,259,09-16,0.6254860118196981,-0.7371009516530437,-0.1164577204278343
260,260,260,09-17,0.7221188592050419,-0.3072844367674988,-0.34704030020441506
261,261,261,09-18,0.7257947679527118,-0.2909342377439695,0.0015273863329920796
262,262,262,09-19,0.4497402343853793,-1.518806547695806,-0.12479603493546515
263,263,263,09-20,1.3854220136750848,2.643044130391562,-0.15274134012770316
264,264,264,09-21,0.6703173405480166,-0.5376941661440348,-0.27403365246702033
265,265,265,09-22,0.5877894461700861,-0.9047727828064716,-0.3055059714438702
266,266,266,09-23,0.5585026960091468,-1.0350383108034018,-0.19243663447238546
267,267,267,09-24,0.6833404690894493,-0.4797681516050691,-0.8648557290313023
268,268,268,09-25,0.6022640896370143,-0.8403905258668973,-0.8126873758220458
269,269,269,09-26,0.4783683827441404,-1.3914704369619386,-0.6778489708651496
270,270,270,09-27,0.7406893668349621,-0.22468404688849564,-0.08201198883570811
271,271,271,09-28,0.7696784879816039,-0.09574235306509456,-0.005195630089624638
272,272,272,09-29,1.3622515817353336,2.539983581373247,0.2775351766501914
273,273,273,09-30,0.7869611986007586,-0.0188699991285682,0.4315054581570408
274,274,274,10-01,0.9836512437266952,0.8559943145719988,0.5810429792417864
275,275,275,10-02,0.686065195678727,-0.4676487479208417,0.5594345143728539
276,276,276,10-03,0.9424066478549264,0.6725410796199774,0.24049616404757546
277,277,277,10-04,0.7405299455371542,-0.2253931422786896,0.2961775493589943
278,278,278,10-05,0.932022590550251,0.6263534794215764,0.03343887325157502
279,279,279,10-06,0.8620720976377909,0.3152183127399452,0.534803706855562
280,280,280,10-07,0.6292322926920695,-0.7204377420725169,0.4730883094215113
281,281,281,10-08,1.3623767347493043,2.5405402537030803,0.6520675088079234
282,282,282,10-09,0.8591562229638512,0.3022486950156735,0.7271700904652092
283,283,283,10-10,0.9819623111231588,0.8484820540397832,0.5378986571002853
284,284,284,10-11,1.0333315360215491,1.0769689693652909,0.6790684315625909
285,285,285,10-12,0.6067561164969311,-0.8204102874495983,0.14780545440099602
286,286,286,10-13,0.8196619778986327,0.12658090470131672,0.0726574333904469
287,287,287,10-14,0.6457343664511422,-0.6470376092664891,-0.26895168935603403
288,288,288,10-15,0.7577859824896329,-0.148639431047621,-0.5050806447036926
289,289,289,10-16,0.5211517873684965,-1.2011726824391025,-0.8069489561473012
290,290,290,10-17,0.7148075261456542,-0.3398047627206607,-0.8332164243078258
291,291,291,10-18,0.19955359923717264,-2.63162015611125,-0.61153467765509
292,292,292,10-19,0.7842287152754229,-0.03102390426183181,-0.5012934008673741
293,293,293,10-20,0.944769945362502,0.6830528706499284,-0.23996259896414465
294,294,294,10-21,0.9064949516398234,0.5128082296786741,-0.21189073520140747
295,295,295,10-22,0.8736715992812,0.36681212898027454,0.25020022361396776
296,296,296,10-23,0.7526748118295805,-0.17137358014423773,0.028104107407711174
297,297,297,10-24,0.8228870015832044,0.14092559678100153,-0.2695401037247918
298,298,298,10-25,0.4846341763180008,-1.3636006014993711,-0.5215723489754218
299,299,299,10-26,0.5432654898556127,-1.1028123961450895,-0.7027343209565942
300,300,300,10-27,0.5665183432774149,-0.9993852418251056,-0.9179019512000686
301,301,301,10-28,0.6292948024266685,-0.7201597029067597,-0.8314422979839836
302,302,302,10-29,0.4624263910895747,-1.4623793616050835,-0.6841609952922116
303,303,303,10-30,0.9395159655928051,0.6596835160775117,-0.6057496236454794
304,304,304,10-31,0.6833079520269474,-0.4799127853487398,-0.5887134487174515
305,305,305,11-01,0.6490377975339047,-0.6323441662646959,-0.5807138471801617
306,306,306,11-02,0.5894991367300143,-0.8971681922569387,-0.4433861090668852
307,307,307,11-03,0.6400857922708207,-0.6721620936830218,-0.5816146892851676
308,308,308,11-04,0.6476733962551413,-0.6384129329254246,-0.5640569131645021
309,309,309,11-05,0.7530537776508227,-0.16968796523218285,-0.40442348171147335
310,310,310,11-06,0.7069923546713562,-0.3745661286247472,-0.1450366696707042
311,311,311,11-07,0.8643738651576489,0.3254564224534768,-0.09653470066001192
312,312,312,11-08,0.9393966211723858,0.6591526799876763,-0.05962850984297473
313,313,313,11-09,0.7055120828899278,-0.3811502796188684,-0.17657486909785378
314,314,314,11-10,0.6974576671887067,-0.4169757880232014,-0.4267567759940487
315,315,315,11-11,0.5953000483997591,-0.871366120761457,-0.23968938868289136
316,316,316,11-12,0.3695117434280392,-1.8756575700019165,-0.16483672522026893
317,317,317,11-13,1.1167167183906537,1.4478607463204207,-0.2235320326483048
318,318,318,11-14,1.040368441764662,1.1082686607634111,-0.11207506148637984
319,319,319,11-15,0.6263355809850684,-0.7333221241870835,-0.18505442392982271
320,320,320,11-16,0.8478065362244767,0.25176603894834826,0.03721969135753981
321,321,321,11-17,0.4968552002046426,-1.3092422954221143,-0.3091247650413529
322,322,322,11-18,0.6693463926293941,-0.5420128782777414,-0.7084845852590357
323,323,323,11-19,0.6495185093102093,-0.6302059920729354,-0.7797305074443509
324,324,324,11-20,0.5016556391277953,-1.2878902605426852,-0.7457718750159509
325,325,325,11-21,0.5302290412836568,-1.160797657298975,-0.5246630995499876
326,326,326,11-22,0.8936147250383812,0.4555178335187489,-0.5099051485839383
327,327,327,11-23,0.7951178748371286,0.01741035737366609,-0.4375940385499126
328,328,328,11-24,0.6892539965585132,-0.4534651724814461,-0.3598170656133384
329,329,329,11-25,0.7470619244864765,-0.1963393318687809,-0.23444816139143265
