,unnamed: 0,unnamed: 0,mth_day,inspiring,inspiring_norm,inspiring_ravg
0,0,0,01-01,,,
1,1,1,01-02,5.247703939575066,0.28349179622380216,
2,2,2,01-03,4.85266712515137,-0.2991693151065427,
3,3,3,01-04,3.4452863017213033,-2.37499122512544,
4,4,4,01-05,4.305287209789559,-1.1065294854995416,-1.2119626947650757
5,5,5,01-06,3.805457195449238,-1.843755741378148,-1.3275703517147217
6,6,6,01-07,3.746427246682234,-1.9308221977045856,-1.6037440635275717
7,7,7,01-08,4.777420823338573,-0.41015414547407375,-1.2954842755673204
8,8,8,01-09,3.7292135647136098,-1.9562115859836429,-1.1986842234952393
9,9,9,01-10,4.699263568603298,-0.5254324973639319,-1.0103151751196948
10,10,10,01-11,4.69906242625417,-0.5257291730670542,-0.6467423469020731
11,11,11,01-12,4.571728093155771,-0.7135414511248809,-0.6998990831393549
12,12,12,01-13,5.225413735505998,0.2506147716011449,-0.6128156054980742
13,13,13,01-14,4.561183281412445,-0.7290945628977649,-0.5188091562119183
14,14,14,01-15,4.083462498724016,-1.4337107201359582,-0.5767239879841936
15,15,15,01-16,5.081674622361419,0.03860619835300368,-0.3201348281210202
16,16,16,01-17,4.463469315202357,-0.8732181637007062,-0.22509863462627325
17,17,17,01-18,5.615513192489773,0.8259935080541597,-0.2877861611134017
18,18,18,01-19,5.6120137100339065,0.8208319325696263,-0.1350096451274897
19,19,19,01-20,4.306175212886627,-1.1052197218205353,-0.1760510167042165
20,20,20,01-21,4.704945693880402,-0.5170516242204862,-0.4353057136697801
21,21,21,01-22,4.914721458280517,-0.20764203110735696,-0.8080372876914654
22,22,22,01-23,3.4088410145784773,-2.4287463454940874,-1.1681757274533868
23,23,23,01-24,4.099269625448181,-1.4103959360759524,-1.4072915044450571
24,24,24,01-25,4.146998051066305,-1.3399987060019032,-1.670460256471762
25,25,25,01-26,3.3334705001362157,-2.5399143837705576,-1.929637320079893
26,26,26,01-27,3.634395316295163,-2.0960641363807158,-1.6474669472439718
27,27,27,01-28,3.860408964223612,-1.7627044127561435,-1.5521827322966877
28,28,28,01-29,4.55668853392306,-0.7357241084785613,-1.5528272021421785
29,29,29,01-30,4.486878532296579,-0.838690646392245,-1.2852668026372491
30,30,30,01-31,4.144376396971284,-1.343865525074848,-1.1711660705978721
31,31,31,02-01,4.421885764148231,-0.9345519867409828,-0.8420837484171296
32,32,32,02-02,4.098548377123267,-1.4114597441444536,-0.8960336462539457
33,33,33,02-03,5.199090709507232,0.2117895203283112,-1.0764254805682472
34,34,34,02-04,4.337224471206268,-1.0594234954994586,-0.7737556615059143
35,35,35,02-05,3.753058331945162,-1.921041652278054,-0.6084272479014247
36,36,36,02-06,5.375614097440966,0.4721533892991485,-0.4284584391660977
37,37,37,02-07,5.094429119872679,0.057418494885954414,-0.6874488756122611
38,38,38,02-08,4.830647741737875,-0.33164689173249184,-0.5472459888005871
39,39,39,02-09,4.1455374004872025,-1.342153098348669,-0.08658410628112383
40,40,40,02-10,4.907559103486423,-0.2182061746294146,-0.21106095677620795
41,41,41,02-11,5.626995676224906,0.8429296428387252,-0.3025600266754053
42,42,42,02-12,4.869251779453414,-0.27470771367135594,-0.2448790348660615
43,43,43,02-13,4.722217893901048,-0.4915759245092299,-0.1640846434826111
44,44,44,02-14,5.065289609685472,0.01443905912357084,-0.2940053052849851
45,45,45,02-15,4.47420281207659,-0.8573867500479664,-0.5375528094635348
46,46,46,02-16,4.379051776999037,-0.9977301454436588,-0.4160607942334429
47,47,47,02-17,4.636263035854928,-0.6183553822325727,-0.5713992705279077
48,48,48,02-18,5.363472015619478,0.4542443777091951,-0.6107340322746616
49,49,49,02-19,4.090312839939018,-1.4236067822760194,-0.485361344799734
50,50,50,02-20,4.905278804010718,-0.2215695113569518,-0.3551040872655667
51,51,51,02-21,4.984209326457675,-0.10515062519840088,-0.404587996139434
52,52,52,02-22,4.908928349207998,-0.2161866002386553,-0.4907020814225659
53,53,53,02-23,4.43496627504521,-0.9152588354757766,-0.1239924736328138
54,54,54,02-24,5.013166495662042,-0.06244013398959656,-0.05643269544114645
55,55,55,02-25,5.582059508417413,0.7766508644624933,0.15226099511304025
56,56,56,02-26,5.180106820238591,0.1837891577930524,0.040748550427969314
57,57,57,02-27,5.833159315777722,1.1470115181267193,-0.07015921330191073
58,58,58,02-28,4.455304243596318,-0.8852612683490809,-0.2696917211667573
59,59,59,02-29,3.983801965362618,-1.5807054178550568,-0.5607377368349306
60,60,60,03-01,4.201483497622954,-1.2596351811786761,-0.5507049149729176
61,61,61,03-02,4.3981065521157285,-0.9696252295465464,-0.7898278428127505
62,62,62,03-03,5.2209195730821865,0.2439860889651297,-0.8527153304409271
63,63,63,03-04,4.860425513923299,-0.2877260489122781,-0.8143845990948962
64,64,64,03-05,4.199482748425419,-1.2625861941181402,-0.6739246038468106
65,65,65,03-06,4.139728452073501,-1.3507210297788714,-0.7900276788294508
66,66,66,03-07,4.772864027379772,-0.4168752096901622,-0.9585526706784848
67,67,67,03-08,3.925808113170135,-1.6662436794423872,-1.1729120554785977
68,68,68,03-09,4.535372781272249,-0.7671638621290732,-0.9362795621024196
69,69,69,03-10,3.988427913260536,-1.5738823577129553,-0.7515900436436959
70,70,70,03-11,5.162085653146789,0.15720876613892915,-0.768183788862668
71,71,71,03-12,4.891031303188435,-0.24258391902653004,-0.4241229667535715
72,72,72,03-13,4.705361939563809,-0.5164376810039941,-0.33586387270761736
73,73,73,03-14,5.325421251829561,0.3981212532121915,-0.07545938140195038
74,74,74,03-15,4.894404033001708,-0.23760929785334825,0.1846899360673234
75,75,75,03-16,5.047733489417562,-0.011455409878953231,-0.11758334326011133
76,76,76,03-17,6.220353201632228,1.7181046709545718,0.3149483218284372
77,77,77,03-18,3.661406696065335,-2.0562235949911383,0.26842069119164025
78,78,78,03-19,6.464867708436892,2.078752309527297,0.4745480039022821
79,79,79,03-20,5.136150405033455,0.11895546939140975,0.5556202014042131
80,80,80,03-21,5.732914193321258,0.9991545784105028,0.33359877247428943
81,81,81,03-22,5.377528995072996,0.4749777751326329,0.8219389912146285
82,82,82,03-23,5.317186990816952,0.3859760973750297,0.5212416236893781
83,83,83,03-24,5.647937397512284,0.8738177174508973,0.6378358619120177
84,84,84,03-25,5.241653790128011,0.2745681043757933,0.5006622026726688
85,85,85,03-26,5.610446858515302,0.8185208987272474,0.6409150262213757
86,86,86,03-27,5.1749022273773235,0.17611262297440972,0.4568245254762653
87,87,87,03-28,5.948066766184317,1.3164947164248741,0.3690725610205015
88,88,88,03-29,4.568320897997029,-0.7185669070956329,0.4926129388599848
89,89,89,03-30,5.2909691102118535,0.34730593071631466,0.6349813766841904
90,90,90,03-31,5.7442066088975485,1.015810371412693,0.7858452361309288
91,91,91,04-01,6.1895907868699025,1.672731525672482,0.3677135884378507
92,92,92,04-02,5.788604881856163,1.08129577965484,0.4349422052067406
93,93,93,04-03,4.247139167938384,-1.1922951697335948,0.2820835815285657
94,94,94,04-04,4.841801774857231,-0.3151952064822934,0.3145754149655942
95,95,95,04-05,4.669151907236235,-0.5698458113527346,0.055338005625605084
96,96,96,04-06,5.876380904996798,1.210761372034864,0.03920658955030661
97,97,97,04-07,5.135032810986116,0.11730706963254744,-0.04988129319799677
98,98,98,04-08,5.722983513675477,0.984507283203049,0.25930347208547105
99,99,99,04-09,3.8847364670858617,-1.726822466223415,0.4896314769936185
100,100,100,04-10,6.099541778823325,1.5399133852185134,0.3958989657807695
