,unnamed: 0,unnamed: 0,mth_day,not funny,not funny_norm,not funny_ravg
42,42,42,02-12,1.565532704678981,-1.1392339360009358,-0.500905473732624
43,43,43,02-13,1.5518564052277417,-1.1802639421314092,-0.5870325424661821
44,44,44,02-14,2.3586100820693083,1.2400624352345386,-0.7580781246321728
45,45,45,02-15,1.6882519373492058,-0.7710662977638397,-0.6534299826893092
46,46,46,02-16,1.5038237950036344,-1.324365663432859,-0.4231368845049914
47,47,47,02-17,1.6967029777459997,-0.7457124920413498,-0.546346639229864
48,48,48,02-18,2.0261064655953835,0.2425246531049707,-0.7947342774315214
49,49,49,02-19,1.305443548904085,-1.9195224704806442,-0.7978326552122397
50,50,50,02-20,1.8618482181939184,-0.2502633939754056,-0.6254638978103512
51,51,51,02-21,1.682055349095123,-0.7896565644481495,-0.3632852307271669
52,52,52,02-22,1.8485520021752413,-0.2901531190215279,-0.5235567692698717
53,53,53,02-23,2.221046154691345,0.8273595104577554,-0.17857102009165435
54,54,54,02-24,1.7055720429120276,-0.7191045781512586,-0.17454923906698694
55,55,55,02-25,1.995396418591928,0.15039202458866024,-0.13414976655495633
56,56,56,02-26,1.869891563073628,-0.22613270782740144,-0.1302821340757667
57,57,57,02-27,1.7628521126134655,-0.5472597293759655,-0.1706653209317549
58,58,58,02-28,1.856287058287766,-0.26694732414639005,-0.12479605718760448
59,59,59,02-29,2.1402819616056883,0.585060389321826,-0.1796905898010144
60,60,60,03-01,1.7973080935347916,-0.44388899568635604,-0.06132670489824892
61,61,61,03-02,1.8856103175804648,-0.17897517109179928,-0.19717349550806545
62,62,62,03-03,2.106612941422148,0.4840506015891914,-0.3429298704258162
63,63,63,03-04,1.4911658668992778,-1.3623404730348645,-0.355849182983394
64,64,64,03-05,1.5647821790591228,-1.1414855736528946,-0.4879531919611845
65,65,65,03-06,2.1144440341123696,0.507544513976359,-0.5963672901384204
66,66,66,03-07,1.533107208980543,-1.2365130495530992,-0.5747844073172845
67,67,67,03-08,1.668787975410725,-0.8294597601552147,-0.5898958988138765
68,68,68,03-09,2.1497775416238984,0.6135478985160066,-0.2288039423913824
69,69,69,03-10,1.460943699902023,-1.4530094220144163,-0.4240582547534185
70,70,70,03-11,2.2869465935265594,1.02506616488207,-0.3095299729460962
71,71,71,03-12,1.7239459528031624,-0.6639813601958577,-0.25708688201589114
72,72,72,03-13,1.7621575882544975,-0.5493433587091653,-0.5318912458880897
73,73,73,03-14,1.7736713254296368,-0.5148012145739845,-0.12381094408776998
74,74,74,03-15,1.6001836528675881,-1.0352782847171849,0.050016706229945584
75,75,75,03-16,2.2770822678309885,0.995472388787502,-0.07648843862522943
76,76,76,03-17,2.6345925077519787,2.0680320667883643,-0.29090783569847883
77,77,77,03-18,1.470942494164601,-1.4230122293269083,-0.2355666966059303
78,78,78,03-19,1.3333303724062249,-1.8358597411486617,-0.148814094078653
79,79,79,03-20,1.8843506152833551,-0.1827543800186932,-0.3407329301575379
80,80,80,03-21,1.7736841734228963,-0.5147626695535211,-0.3305197765193801
81,81,81,03-22,1.8932549589777967,-0.15604062768580726,-0.1892954318883087
82,82,82,03-23,2.655018263534632,2.12931098861731,0.19233567192176887
83,83,83,03-24,1.75338355754214,-0.5756661615404791,0.14478230957313878
84,84,84,03-25,2.096571972568321,0.4539268817118043,0.29904038835471786
85,85,85,03-26,1.7892464583902132,-0.4680745541104742,0.482038245112117
86,86,86,03-27,2.082192001301034,0.4107858031359529,0.2661972434738946
87,87,87,03-28,2.259240790906371,0.9419465128585875,0.2985852261689337
88,88,88,03-29,2.2233479153207445,0.8342649787879757,0.5025724415818094
89,89,89,03-30,1.8181577740339017,-0.3813382653702442,0.7343331100069932
90,90,90,03-31,2.504535388416665,1.6778501741890584,0.8829448196521786
91,91,91,04-01,2.2527552805419444,0.9224894564406284,0.8064867592165598
92,92,92,04-02,2.3794073958011217,1.3024560610070657,0.8228003214402108
93,93,93,04-03,2.106328798645873,0.4831981502448744,0.8255547292371768
94,94,94,04-04,2.2559741588622555,0.9321463521298812,0.8505774137126604
95,95,95,04-05,1.8236664408942984,-0.3648118185884481,0.7316560174361134
96,96,96,04-06,2.554579406183424,1.8279862810419598,0.6442340939420155
97,97,97,04-07,2.014918909550567,0.20896107878134632,0.6621828556572241
98,98,98,04-08,2.204568269454414,0.7779245200424777,0.395356665854642
99,99,99,04-09,2.14222535287239,0.5908907205361256,0.6776789330125794
100,100,100,04-10,1.722336187436772,-0.6688107866856116,0.0940491848311534
101,101,101,04-11,2.3882957302675534,1.3291217843591765,-0.004462250233717144
102,102,102,04-12,1.3873514248764407,-1.6737922080465966,-0.1400187798209214
103,103,103,04-13,1.8179013588778783,-0.3821075316078769,-0.3943409775868695
104,104,104,04-14,1.933462530111828,-0.03541465748074772,-0.6553107371246534
105,105,105,04-15,1.6335946903249692,-0.9350424660595628,-1.1804203799100474
106,106,106,04-16,1.2004107603031888,-2.2346293439123146,-1.1477919461140391
107,107,107,04-17,1.338104799762252,-1.8215360723531868,-1.044024172366534
108,108,108,04-18,1.4526065305861733,-1.4780216052705464,-0.9828434068539708
109,109,109,04-19,2.025431303082108,0.2404991108771522,-0.8972330840286085
110,110,110,04-20,2.0558207574752587,0.3316699355946299,-0.5579023882812694
111,111,111,04-21,1.804810713157692,-0.4213805291073877,-0.5204959800527594
112,112,112,04-22,1.8790538284929503,-0.19864516942828,-0.4371646257861044
113,113,113,04-23,1.4129155963341498,-1.5970976229821268,-0.6641718322347591
114,114,114,04-24,1.6192647393620712,-0.9780334796706164,-0.8728271224546682
115,115,115,04-25,1.5714291482042295,-1.1215441278147755,-0.8579050718387812
116,116,116,04-26,1.638521444081284,-0.9202618057248254,-0.9445153806469492
117,117,117,04-27,1.834654008623036,-0.3318482254120652,-0.7901104415544816
118,118,118,04-28,1.7058378876922309,-0.7183070222772883,-0.8603328920233398
119,119,119,04-29,1.7217171369038469,-0.6706679884273209,-0.8386880473947418
120,120,120,04-30,1.4788236303223112,-1.3993681824837665,-0.7232174783324746
121,121,121,05-01,1.6147176686750675,-0.9916750600431872,-0.473618214839194
122,122,122,05-02,1.8694563469831509,-0.2274383913512225,-0.5092195746284577
123,123,123,05-03,2.33383905765588,1.1657473555476183,-0.07635412329157132
124,124,124,05-04,1.6346370905291498,-0.9319151810128704,0.3027860487963453
125,125,125,05-05,2.5874246655482374,1.9265247195939967,0.6727425130898642
126,126,126,05-06,2.237083501546341,0.8754728500437339,0.6996956012941915
127,127,127,05-07,2.3546106202155657,1.228063725717926,0.5134325759249799
128,128,128,05-08,1.92336106796894,-0.065719862125259,0.6378390771676569
129,129,129,05-09,1.961323064817468,0.04816920333234876,0.22511702397244945
130,130,130,05-10,1.8834433752660529,-0.1854761735568084,0.16628553345492816
131,131,131,05-11,1.762002845476512,-0.5498075995772473,-0.03004928831259775
132,132,132,05-12,2.1194236973159706,0.5224839069386064,0.08210330870124354
133,133,133,05-13,1.961951578441128,0.05005479511277037,0.07681798134318085
134,134,134,05-14,2.147660205939042,0.6071957199577888,0.5156540126571255
135,135,135,05-15,1.950752695500412,0.016457239183972672,0.9722013430462184
136,136,136,05-16,2.7610917414629648,2.44754001432686,1.081294627231461
137,137,137,05-17,2.675072853442416,2.1894763827573094,1.1909610059561109
138,138,138,05-18,2.337604374826785,1.1770436120500607,1.230557664473053
139,139,139,05-19,2.181278414084585,0.7080530674606698,1.3306908826429171
140,140,140,05-20,2.226851384817856,0.8447756710594415,0.8220357897951444
141,141,141,05-21,2.1510137248094425,0.6172565482031602,0.2791621305563441
142,142,142,05-22,1.7438090223140077,-0.6043905427597783,0.2507203028397549
143,143,143,05-23,1.589354849258259,-1.0677655726754918,0.3926307619643841
144,144,144,05-24,2.2807222552059807,1.0063926457505252,0.4918669374198784
145,145,145,05-25,2.4650916694001745,1.5595158222084455,0.5254511114312325
146,146,146,05-26,2.425318377136992,1.4401927237924066,0.8099010914860236
147,147,147,05-27,2.2181802593414512,0.8187615922712849,0.9285778705869824
148,148,148,05-28,2.312693622587939,1.1023093375689696,0.8975133679590243
149,149,149,05-29,1.8267019991073887,-0.35570489806973915,0.6377074896313139
150,150,150,05-30,2.2185949273826133,0.8200056299827763,0.3272941542695906
151,151,151,05-31,1.9454939418390484,0.0006805522421827506,0.3164545478778326
152,152,152,06-01,1.8045084682280967,-0.4222872883779328,0.025698459718032533
153,153,153,06-02,2.1965016318790265,0.7537239539207371,0.4537543584078239
154,154,154,06-03,1.7311971466235572,-0.6422271913898308,0.5067679221308495
155,155,155,06-04,2.6827906821656,2.2126304940690087,0.5743760074521392
156,156,156,06-05,2.3246191921825647,1.1380870123209308,0.41921983325057655
157,157,157,06-06,2.0807064617551307,0.4063290641699204,0.522402852823225
158,158,158,06-07,1.4942044980056823,-1.353224333587309,0.5703627091345561
159,159,159,06-08,2.402862099309316,1.3728220713566277,-0.010625539786590123
160,160,160,06-09,1.8271142694920888,-0.3544680535218441,-0.15442149371817168
161,161,161,06-10,1.5208455567425172,-1.2732989994578685,-0.1991554543110428
162,162,162,06-11,2.0370350490667195,0.2753112887314414,0.07248922947218596
163,163,163,06-12,1.9912409561304043,0.13792530061269395,0.019426304101729668
164,164,164,06-13,2.037479197201632,0.27664376911206323,0.3834279812187768
165,165,165,06-14,2.2967391138799518,1.0544445191338896,0.7581805135175506
166,166,166,06-15,2.555097968228453,1.8295420091804384,1.0584822867370518
167,167,167,06-16,2.2703303853136645,0.9752161943347748,1.3595635532748382
168,168,168,06-17,2.637622379699057,2.0771219280484488,1.4273749136622391
169,169,169,06-18,2.593387231307944,1.944412899839415,1.1852509869798382
170,170,170,06-19,2.173098256273414,0.6835119314364684,1.3299027032592259
171,171,171,06-20,1.812504334812854,-0.3982990409605165,1.2741024023280243
172,172,172,06-21,2.844393589830137,2.697452306856764,1.0293065986050147
173,173,173,06-22,2.158732796576631,0.6404143887475622,0.7090366120248941
174,174,174,06-23,2.148043990827752,0.6083471057103945,0.4153511417095144
175,175,175,06-24,1.9528645522053671,0.0227929803586912,0.31327215134906866
176,176,176,06-25,1.5857431741797388,-1.078600890455809,-0.07695192101930927
177,177,177,06-26,1.6083518661911902,-1.0107729831231909,-0.08703228868302605
178,178,178,06-27,2.0639665165577474,0.35610787264649585,-0.06428797443750334
179,179,179,06-28,2.1385726055726337,0.5799321827652614,0.2573009419302496
180,180,180,06-29,2.19353139116287,0.7448129911835308,0.5223581134402681
181,181,181,06-30,2.596025019663148,1.952326478565209,0.7775159119888734
182,182,182,07-01,2.115843204544201,0.5117421386043014,0.7842217976238817
183,183,183,07-02,2.118653685182844,0.5201738081684407,0.9030433575309365
184,184,184,07-03,2.0773779257208616,0.3963431864565463,1.0011059085467195
185,185,185,07-04,2.3762093092160286,1.292861542207589,0.9436765235758507
186,186,186,07-05,2.3896511979763924,1.3331882972782294,1.1150394148122518
187,187,187,07-06,2.4811693508146657,1.6077501687399969,1.0999452355710748
188,188,188,07-07,2.458559733699968,1.5399194860227068,1.0557467764842383
189,189,189,07-08,2.088466141761586,0.4296087327213796,1.0556826475810988
190,190,190,07-09,1.9889833941919952,0.1311524319355271,0.979864262050794
191,191,191,07-10,2.3760810548726043,1.2924767687887502,0.8191178911507498
192,192,192,07-11,2.23801852098512,0.8782779840964025,0.5136200789292055
193,193,193,07-12,2.159685289056805,0.6432719433397307,0.22221189311016126
194,194,194,07-13,1.8475806056411883,-0.2930673873065587,0.19428146213526867
195,195,195,07-14,1.5056655056909274,-1.318840382192886,-0.12699749173561425
196,196,196,07-15,1.9331240404399928,-0.03643015391382822,-0.4367073843814256
197,197,197,07-16,1.733540495671094,-0.6351969544365473,-0.6194605819404596
198,198,198,07-17,1.618615459523288,-0.9799813717784658,-0.6253128141714412
199,199,199,07-18,1.7941887623137631,-0.4532472420144729,-0.2062630092151508
200,200,200,07-19,1.835876457190234,-0.32818078069244866,-0.028836936160194795
201,201,201,07-20,2.3437424875965296,1.1954584475448569,-0.010276709796952093
202,202,202,07-21,2.2879666058309267,1.0281262844159074,0.1374664299035386
203,203,203,07-22,1.770659946175584,-0.5238355962570911,0.1646225546351711
204,204,204,07-23,1.9140937610353488,-0.09352253357552168,0.05146402570390193
205,205,205,07-24,1.8484995453905202,-0.290310493624678,-0.33650807777727026
206,206,206,07-25,1.6095655097039614,-1.0071319542800636,-0.6393781886133407
207,207,207,07-26,1.567819230495899,-1.1323741733421762,-0.5973577499548756
208,208,208,07-27,1.682242738651499,-0.7890943806005155,-0.748053128976769
209,209,209,07-28,1.8546985544572643,-0.2717129643063,-0.8478431210156554
210,210,210,07-29,1.6127111402965977,-0.9976948077068828,-0.7501501961200114
211,211,211,07-30,1.6489249498097938,-0.8890504458579956,-0.7257600214759389
212,212,212,07-31,1.804946084236413,-0.4209744049062004,-0.3234530368795279
213,213,213,08-01,1.6165982627543372,-0.98603312547774,-0.1256645838852279
214,214,214,08-02,2.4868349839223733,1.6247475269779506,0.2253213488001897
215,215,215,08-03,2.250264780191532,0.9150177536595,0.02655789499165001
216,216,216,08-04,2.314664052998704,1.1082207884056228,-0.1279551584879211
217,217,217,08-05,1.2514087750955023,-2.081631168709234,0.08153709714503607
218,218,218,08-06,1.49592832073051,-1.3480527257836272,-0.2350030176321264
219,219,219,08-07,2.0355714617796385,0.270920408320003,-0.19021179722948847
220,220,220,08-08,1.8537718470187108,-0.2744931616850244,-0.30454720898119503
221,221,221,08-09,2.339844802343856,1.1837650760753278,0.07105589481398111
222,222,222,08-10,2.085999403421312,0.422208317895384,0.5798064071036378
223,223,223,08-11,2.0025947007299787,0.17198745406182245,0.5615500723695124
224,224,224,08-12,2.51340187361074,1.7044503479543132,0.6479925646351116
225,225,225,08-13,1.99905977812373,0.16138239991525052,0.2489791266249735
226,226,226,08-14,2.026652163796112,0.24416179190857096,0.07878268139470411
227,227,227,08-15,1.5418394723993756,-1.2103155519855011,0.09996231879772692
228,228,228,08-16,1.745615703291624,-0.5989703534862323,0.003438455792986739
229,229,229,08-17,2.044952831870099,0.29906527847995923,-0.06958541245335174
230,230,230,08-18,2.3203593597326577,1.125307169925872,-0.3529286007502981
231,231,231,08-19,1.853015984801008,-0.2767608095627803,0.06693871119626016
232,232,232,08-20,1.4599810872729182,-1.4558973378731077,0.382759012017873
233,233,233,08-21,2.381551424141468,1.308888319693849,0.7336865276868879
234,234,234,08-22,2.3772392511529685,1.2959514514434451,0.5867136984701492
235,235,235,08-23,2.7467889136938246,2.404630372494049,0.7548422435601513
236,236,236,08-24,2.0264216375925894,0.2434701946254394,1.1699404949199874
237,237,237,08-25,2.1892639963134006,0.732010460977232,0.8996956046130595
238,238,238,08-26,2.2901551753630702,1.0346921702859098,0.6257800958130959
239,239,239,08-27,1.841076236311552,-0.31258102214771905,0.10460199559610736
240,240,240,08-28,1.8294230245444016,-0.3475416013563368,0.1773502417458962
241,241,241,08-29,1.7044608560284376,-0.7224382288078818,0.010840407945571914
242,242,242,08-30,2.171914201605357,0.6799596715241724,-0.249623927032815
243,243,243,08-31,1.8562533199725897,-0.26704854182471377,0.01344469294770642
244,244,244,09-01,1.7692405700561782,-0.5280938395844117,0.18511670013271084
245,245,245,09-02,2.367199270995564,1.2658306977354097,0.1674017967122571
246,246,246,09-03,2.1727577689056177,0.6824904417536897,-0.2449035889583754
247,247,247,09-04,1.6690320057634631,-0.8287276493306039,0.14090432049345905
248,248,248,09-05,1.3473256940834135,-1.7938726424996227,0.19505652974004967
249,249,249,09-06,2.6278483058774973,2.047798914886293,-0.13534662567105565
250,250,250,09-07,1.877542064418256,-0.2031805841048676,-0.1176967070552229
251,251,251,09-08,1.7064108014056318,-0.7165882347312226,0.0957158023258074
252,252,252,09-09,2.2080566530704235,0.7883899534486859,0.3753604053133501
253,253,253,09-10,2.0958455005975933,0.4517474069555779,-0.12521730876268075
254,254,254,09-11,1.9065997997053832,-0.11600502457436665,0.04130506049343278
255,255,255,09-12,1.6267199081067258,-0.9556673695698922,-0.1606426265532165
256,256,256,09-13,2.2105778109937506,0.7959536314318135,-0.4519570841697488
257,257,257,09-14,1.30252633215853,-1.9282743570111185,-0.4840740515172933
258,258,258,09-15,1.6254434683436183,-0.9594967922505079,-0.4235483989036588
259,259,259,09-16,2.0316133001664336,0.25904560287031103,-0.24064784675694426
260,260,260,09-17,2.0276478366459867,0.2471488911074405,-0.08857522831025333
261,261,261,09-18,1.9925111360682213,0.14173594331039527,0.4858233343031446
262,262,262,09-19,2.51471483621341,1.7083893421119591,0.5383074319234366
263,263,263,09-20,2.451292440798444,1.5181170186692692,0.5452040124969046
264,264,264,09-21,1.7304088295284097,-0.6445922065287559,0.6057235873306897
265,265,265,09-22,2.045406088909251,0.30042508631111936,0.7006489443871774
266,266,266,09-23,2.1486837183550813,0.6102663401101505,0.2881114225556896
267,267,267,09-24,2.1823567243665165,0.7112880856493207,-0.06826258832501315
268,268,268,09-25,1.6896620689047317,-0.7668357888769676,0.26178851224349026
269,269,269,09-26,1.7385636626532144,-0.620127046614947,0.03467926395029658
270,270,270,09-27,2.3904932084435258,1.335714396882265,-0.3320084052149536
271,271,271,09-28,1.591199855852388,-1.0622304034480428,-0.4769913979632347
272,272,272,09-29,1.4153281805615068,-1.5898596748813507,-0.5212569304750448
273,273,273,09-30,1.8923985677154351,-0.15860987084036562,-0.4574350553012863
274,274,274,10-01,1.6011333941477732,-1.0324289839478291,-0.4311718911149896
275,275,275,10-02,1.866203966723416,-0.2371957955723959,-0.3619413801867839
276,276,276,10-03,2.443018118648028,1.493293382000045,-0.28007661878238843
277,277,277,10-04,1.7296571393739624,-0.646847337878808,-0.474508147765568
278,278,278,10-05,1.5790532828065116,-1.0986711064549788,-0.4573085954706722
279,279,279,10-06,1.5035460087349786,-1.3251990447394433,-0.5847804342600893
280,280,280,10-07,1.635531569989753,-0.9292316701784544,-0.8543788113534854
281,281,281,10-08,1.6112671724162684,-1.0020268283088989,-0.5445985455663503
282,282,282,10-09,1.9038359223345145,-0.12429688056033204,-0.19693188543065435
283,283,283,10-10,2.3492009433184062,1.2118342568440028,0.10906685395805772
284,284,284,10-11,2.2743678296444862,0.987328854359197,0.4087817680652319
285,285,285,10-12,2.115526964078843,0.5107933915928292,0.7536794072886579
286,286,286,10-13,2.2349452140868724,0.86905781446459,0.8230829069144473
287,287,287,10-14,2.3010438269523226,1.0673590070316572,0.4406320339941433
288,288,288,10-15,2.042639173910148,0.292124117194404,0.4186405263110646
289,289,289,10-16,1.5843198492020545,-1.0828709806778212,0.22516603240760244
290,290,290,10-17,2.230386001783927,0.8553798082607246,-0.041768672982313335
291,291,291,10-18,1.7285884235794855,-0.6500535718279437,-0.3468048446850147
292,292,292,10-19,1.7010902173463869,-0.7325504178749046,-0.7413508489703703
293,293,293,10-20,1.6909879550033922,-0.7628580231845511,-0.5614893795474122
294,294,294,10-21,1.2535684701810876,-2.07515190851773,-0.8487618650002879
295,295,295,10-22,1.9440330758215545,-0.003702164140073132,-0.7778626885916268
296,296,296,10-23,1.6558565431245211,-0.8682551044565313,-0.505836174008857
297,297,297,10-24,1.8703829479567529,-0.22465851337597625,-0.3313161329181096
298,298,298,10-25,2.2451285575231767,0.8996086696217137,-0.05017769764288427
299,299,299,10-26,2.0400186133869016,0.2842622233599336,0.170932530376627
300,300,300,10-27,1.815830159713912,-0.38832129686637795,0.3057818031264513
301,301,301,10-28,2.3862415922683766,1.3229592039769944,0.36821884398930455
302,302,302,10-29,1.9255478069830645,-0.05915946795758571,0.2258571087489367
303,303,303,10-30,1.9952536581839408,0.1499637318011431,0.05706386443963288
304,304,304,10-31,1.9604127743442856,0.0454382581795071,0.02885158051474948
305,305,305,11-01,1.7024412393285802,-0.7284972424958894,0.16800029337207945
306,306,306,11-02,1.7594071152815287,-0.5575950004156783,0.3863010578719466
307,307,307,11-03,2.664531504179168,2.157851481120974,0.7064891100813712
308,308,308,11-04,2.362137548097053,1.250645119041617,0.5765457270864794
309,309,309,11-05,2.635612472969448,2.0710920450576897,0.7220721386091316
310,310,310,11-06,1.7005330250855506,-0.7342220397898432,0.7938369802880652
311,311,311,11-07,1.9934862041846748,0.14466122664002296,0.3155948250746494
312,312,312,11-08,1.9029329234548256,-0.12700595034207685,0.3239043208991214
313,313,313,11-09,1.7080730180498251,-0.7116014501595201,-0.19940932435796765
314,314,314,11-10,2.378756091046756,1.3005020939884488,0.01912303290501079
315,315,315,11-11,1.5890134405398146,-1.0687898264848437,-0.049798356175167126
316,316,316,11-12,2.1375859392201297,0.5769721037880274,0.16793321947067474
317,317,317,11-13,1.85564714766708,-0.26886710784104456,0.3133468049411777
318,318,318,11-14,2.3383843175960357,1.1793835035329747,0.03967802038394616
319,319,319,11-15,1.9988923368940448,0.16088006266349736,0.09448373118056023
320,320,320,11-16,1.8314332996009457,-0.34151061335494043,0.05942874581462796
321,321,321,11-17,1.6986219027139196,-0.7399555617051591,-0.11105367477906423
322,322,322,11-18,2.0674778614003824,0.3666421915924338,-0.16751940989342265
323,323,323,11-19,1.51469151225275,-1.2917616314031979,-0.2743809169424155
324,324,324,11-20,2.225455896425051,0.8405890928468244,-0.6090067530023888
325,325,325,11-21,1.7851750931433987,-0.4802889796304596,-0.7080468258665671
326,326,326,11-22,1.1621996967311552,-2.3492656297147807,-0.6765066985132141
327,327,327,11-23,1.5005471049881958,-1.3341959988902272,-0.4783860229857072
328,328,328,11-24,2.130556412991579,0.5558829557125509,-0.8447353941431469
329,329,329,11-25,1.910922165113956,-0.10303757823815668,-0.8988410759376965
330,330,330,11-26,1.4927769363795558,-1.3575071340978142,-0.3769086663305618
331,331,331,11-27,1.6769666511729968,-0.8049230703977565,-0.05801678781698112
332,332,332,11-28,2.206036332445355,0.7823288279280268,-0.033245713473999
333,333,333,11-29,2.138313642373283,0.5791552721912567,0.02802349669907584
334,334,334,11-30,2.1800972240798724,0.7045094017704436,0.2818767060242059
335,335,335,12-01,2.0334572770225434,0.2645776828002923,0.7099078368451194
336,336,336,12-02,2.0004696473699526,0.16561212185296612,0.4880728699791886
337,337,337,12-03,2.533005799830876,1.7632637145277243,0.4327914242847231
338,338,338,12-04,1.7623783774404107,-0.5486809732675583,0.3941424531524551
339,339,339,12-05,2.027753736092385,0.2474665980244634,0.5293242019498049
340,340,340,12-06,2.1028013687968317,0.4726155749768359,0.36692962887766695
341,341,341,12-07,2.3038134750229724,1.075668175584391,0.2178462819017418
342,342,342,12-08,1.6756892702681374,-0.8087553165798615,0.323927774608721
343,343,343,12-09,2.2348471561369565,0.8687636326721734,0.0674005837647839
344,344,344,12-10,1.9745356346265333,0.08780798297431723,0.2555640042855553
345,345,345,12-11,1.5147132064550213,-1.2916965470391593,0.2482198712855317
346,346,346,12-12,2.47911804932012,1.6015960981014643,0.5526887669077568
347,347,347,12-13,2.2891256055941462,1.03160337758425,0.4963039779735668
348,348,348,12-14,2.2846106206881003,1.0180580571534896,0.46469349376450503
349,349,349,12-15,2.122080622955348,0.5304548990670329,0.6505216338773149
350,350,350,12-16,1.9113163731230745,-0.10185492228005373,0.3600417444760107
351,351,351,12-17,1.8863594522637253,-0.17672770636230045,0.28355439132557025
352,352,352,12-18,1.8981739559584472,-0.14128323830636064,-0.118698876575512
353,353,353,12-19,2.136155029485764,0.5726792586816071,-0.10441230252125007
354,354,354,12-20,1.480125805907269,-1.395461550253004,-0.05146598082052973
355,355,355,12-21,2.15065299961214,0.6161743433926046,0.05094224757155246
356,356,356,12-22,2.0172061575093747,0.21582300792426826,-0.07950775775285976
357,357,357,12-23,2.0911703791703444,0.4377216639901927,-0.3751611657670115
358,358,358,12-24,1.6372809893974518,-0.923983270252834,-0.18963101665465232
359,359,359,12-25,1.5448641782599748,-1.201241189403303,-0.5762109685482113
360,360,360,12-26,1.8511760858061004,-0.2822806555788491,-0.8584015477165456
361,361,361,12-27,1.3775139705128179,-1.7033053679687495,-1.0201531808522268
362,362,362,12-28,1.4528402370043894,-1.4773204670857374,-0.8467701344611819
363,363,363,12-29,1.7676758472237333,-0.5327881348238945,
364,364,364,12-30,1.9840377197774184,0.1163150080934354,
365,365,365,12-31,,,
