,unnamed: 0,unnamed: 0,mth_day,suspenseful,suspenseful_norm,suspenseful_ravg
107,107,107,04-17,3.401901185120697,-0.5244199475144418,-0.15381846082772407
108,108,108,04-18,4.294600263172681,1.038805085808833,0.1840397381235622
109,109,109,04-19,3.1596727917041636,-0.948591426661365,-0.024234434813652655
110,110,110,04-20,4.53484346885206,1.4595002589497736,-0.04307450471761287
111,111,111,04-21,3.5199823500624463,-0.3176454167243836,-0.11485075846449995
112,112,112,04-22,3.1496768262185406,-0.9660955821640902,-0.4363006061353867
113,113,113,04-23,3.155968856070204,-0.9550774699957644,-0.3916644620743844
114,114,114,04-24,3.1931926863798332,-0.8898940002164875,-0.857806232897421
115,115,115,04-25,3.312612939673808,-0.6807745622953513,-0.6777222240264718
116,116,116,04-26,2.9376671691458003,-1.3373503659884456,-0.6571087865862023
117,117,117,04-27,4.137017614713646,0.7628586365013115,-0.3039369242005629
118,118,118,04-28,3.2203061836282947,-0.8424149575224739,0.01619093312758202
119,119,119,04-29,4.366067936720085,1.163953704318072,0.1537182287912581
120,120,120,04-30,4.290070629108478,1.030873143752382,0.21331406286432364
121,121,121,05-01,3.7838329653086857,0.14438921168670532,0.14954178397332016
122,122,122,05-02,3.1418648182315385,-0.9797753615500524,0.515451954074451
123,123,123,05-03,3.918509901399029,0.3802249631552905,0.4249024799543601
124,124,124,05-04,4.474051477630018,1.3530460630843109,0.18799721400360914
125,125,125,05-05,4.0558115231828,0.6206568595975269,0.12627567414542004
126,126,126,05-06,3.4783444553650966,-0.3905584519521238,0.14485616907783289
127,127,127,05-07,3.572351852022446,-0.22594002746242936,0.05987967711079417
128,128,128,05-08,3.2055285531730875,-0.8682923919555753,-0.1579664660345116
129,129,129,05-09,3.6273486120721854,-0.12963398864694176,-0.12390435389027915
130,130,130,05-10,3.727628997190717,0.045969204212476265,0.1429095616515101
131,131,131,05-11,4.172521077314043,0.8250295324629214,0.2765830861257088
132,132,132,05-12,4.392548864857835,1.2103250412986115,0.2289501599893434
133,133,133,05-13,4.030367414136588,0.5761011193827629,0.3137500189619938
134,134,134,05-14,3.0423203073719542,-1.1540899487737677,0.3630957242896431
135,135,135,05-15,3.917904690602569,0.3791651651889608,0.422387327018906
136,136,136,05-16,3.8967058660206737,0.3420434361783721,0.4614953708558706
137,137,137,05-17,4.375676315866412,1.1807791488384984,0.3439022395691841
138,138,138,05-18,4.526547670916316,1.4449733043204005,0.4513775800380168
139,139,139,05-19,3.62744930197572,-0.12945766833735636,0.5226988710653194
140,140,140,05-20,3.41057107858389,-0.5092379059607713,0.5429602682221016
141,141,141,05-21,4.1622781469699985,0.8070929113527767,0.6463466604180598
142,142,142,05-22,3.9661290015629143,0.4636118191190653,0.4282554813402181
143,143,143,05-23,4.729916818784585,1.8010975020142472,0.6661101744822711
144,144,144,05-24,3.779285605594219,0.13642622985335012,0.8148145231345171
145,145,145,05-25,4.442428568883369,1.297670490514961,0.8678720190930195
146,146,146,05-26,3.920087874110009,0.38298818595270495,0.8870099496605385
147,147,147,05-27,4.3440730007481925,1.1254378871037911,0.959639456772874
148,148,148,05-28,4.031702719777217,0.5784394025241791,0.8741594205905124
149,149,149,05-29,4.978772713450176,2.2368745446882596,0.4756846703948985
150,150,150,05-30,3.48639898518377,-0.3764539872408185,0.5011402343281716
151,151,151,05-31,3.077104826451757,-1.0931780106587232,0.4399871710787804
152,152,152,06-01,4.007308170497727,0.5357215695523436,0.6091330715328399
153,153,153,06-02,4.134539701245956,0.7585195076074438,0.19941052651669766
154,154,154,06-03,4.61125992813617,1.5933148052485364,0.3879180490889118
155,155,155,06-04,3.5749098131147625,-0.22146072540859407,0.6634251604355482
156,156,156,06-05,4.132296362792917,0.7545911481924664,0.5234841831637909
157,157,157,06-06,4.021095380798437,0.5598646574210949,0.5883515119630535
158,158,158,06-07,3.52781796763188,-0.3039242940782004,0.3737653351285701
159,159,159,06-08,4.356799465695959,1.147723480403019,0.5280016919181182
160,160,160,06-09,3.8760073132943953,0.3057977442416364,0.7089114208183184
161,161,161,06-10,4.1033813405265915,0.7039574153286946,0.8174179699261845
162,162,162,06-11,4.752160853536823,1.840049521593668,0.9977325294183976
163,163,163,06-12,4.392879459045717,1.2109039520682925,1.0298793955926906
164,164,164,06-13,4.145643185064002,0.7779630628750782,1.21770971838121
165,165,165,06-14,4.466946669781004,1.3406046774487763,1.210944439224361
166,166,166,06-15,4.5195843508002005,1.4327796809727524,1.2027205526112892
167,167,167,06-16,4.080200960207664,0.6633657403875993,1.2105831510591
168,168,168,06-17,4.723982737753126,1.7907062019152389,1.091835329150593
169,169,169,06-18,4.4198196662551625,1.2580795427551583,0.9079527013004468
170,170,170,06-19,3.738768670344725,0.06547613142403473,0.6121444604925136
171,171,171,06-20,3.8368959137386853,0.2373089103479,0.7275871266041779
172,172,172,06-21,3.5060345231543217,-0.3420697638748463,0.4983715220165245
173,173,173,06-22,4.475750773224638,1.3560217370575849,0.29894241106371394
174,174,174,06-23,3.938604223993575,0.4154125743893177,0.30916269921084194
175,175,175,06-24,3.7365008361856704,0.06150487703829511,0.4426449419014455
176,176,176,06-25,3.773787205534009,0.1267978603068028,0.6655697925321535
177,177,177,06-26,4.2942560728178565,1.0382023664915208,0.5628001001880469
178,178,178,06-27,4.269858557662686,0.995479339909402,0.6479682667376171
179,179,179,06-28,4.123623314983131,0.7394035829929462,0.8788677769022191
180,180,180,06-29,4.2304222622316665,0.9264215736867376,0.9796128545686421
181,181,181,06-30,4.527649041156753,1.4469019380259078,0.7955451842114698
182,182,182,07-01,4.1189775755726625,0.7312683263053409,0.7752848362960787
183,183,183,07-02,3.6635712918390073,-0.06620365565151341,0.7016928214491097
184,184,184,07-03,4.200439017214442,0.8739172524170545,0.6924697236423102
185,185,185,07-04,3.871469508312517,0.2978514939111328,0.5967688806685967
186,186,186,07-05,4.198820474644848,0.8710829868459408,0.6423178854931019
187,187,187,07-06,4.1997421084876505,0.8726968801836265,0.8066963873479623
188,188,188,07-07,4.275045526429022,1.0045623552523726,0.6874025673698579
189,189,189,07-08,4.226793606973418,0.9200673554776492,0.9135776482957144
190,190,190,07-09,3.7916937086057727,0.1581543325484286,0.7998517999253733
191,191,191,07-10,4.646430049182095,1.6549019794662727,0.482743818948552
192,192,192,07-11,3.8091531222417663,0.1887278966238929,0.2401386575359037
193,193,193,07-12,3.1132113932298697,-1.0299510056773014,0.12862605153197826
194,194,194,07-13,3.4437893759438616,-0.4510686132235167,0.02970775866354435
195,195,195,07-14,3.844709651885071,0.25099171945409626,-0.20910648775933685
196,196,196,07-15,3.452762587505185,-0.4353554246621745,-0.1819646246037332
197,197,197,07-16,3.8281629933347454,0.22201650092898548,-0.10270853871159352
198,198,198,07-17,3.902151311366632,0.3515790755575149,-0.007400939828335247
199,199,199,07-18,3.384772428772564,-0.5544144903244635,0.1526332281967507
200,200,200,07-19,3.77034890706994,0.12077698007603288,0.3027237948401748
201,201,201,07-20,4.393046652153412,1.2111967276046118,0.2498403274085922
202,202,202,07-21,3.9670290850754406,0.46518797519837,0.4785362029897455
203,203,203,07-22,3.6469644264719685,-0.09528430366051033,0.4495772240089904
204,204,204,07-23,4.6857490388860095,1.7237543290444353,0.6150453282966436
205,205,205,07-24,3.2855481202320767,-0.7281683642089947,0.2384569637245905
206,206,206,07-25,4.337304608248441,1.1135856058019524,0.29562931742528603
207,207,207,07-26,3.102713864388796,-1.0483334598277072,0.355796830018216
208,208,208,07-27,4.16292298269364,0.8082220974025426,0.2942062364470903
209,209,209,07-28,3.8531208602882967,0.26572077189706994,0.3809100504599107
210,210,210,07-29,4.474716596625031,1.354210767617681,0.009059742178704124
211,211,211,07-30,3.5826278618542635,-0.20794548013207265,-0.04733886986300584
212,212,212,07-31,3.063206175969825,-1.117516243885287,-0.3169013740944375
213,213,213,08-01,2.9094710954983327,-1.386725132077967,-0.34030218883402913
214,214,214,08-02,3.2393008788694413,-0.809152927986047,-0.5475394260179197
215,215,215,08-03,3.772940904242089,0.12531588345951988,-0.6839271378416886
216,216,216,08-04,3.7646442015631183,0.11078734451433768,-0.43708357338245785
217,217,217,08-05,3.1153124772847303,-1.0262717510746855,-0.27495165983290043
218,218,218,08-06,3.9089846827815857,0.36354514287009787,-0.21464335770913714
219,219,219,08-07,3.4649957576416983,-0.4139336507806222,-0.3030122188398893
220,220,220,08-08,3.4459397103509617,-0.4473031152434673,-0.3011566599734776
221,221,221,08-09,3.4701560875523763,-0.4048972833249928,-0.20558893853571086
222,222,222,08-10,3.7710020412368936,0.12192069771280792,-0.4754775929037223
223,223,223,08-11,3.4427632857111594,-0.4528654224480854,-0.41118505714637976
224,224,224,08-12,2.9842450664303035,-1.2557867833379708,-0.27390802589032764
225,225,225,08-13,3.685286065842007,-0.02817843623656752,-0.3713673923694543
226,226,226,08-14,3.9163022363890736,0.3763590722928456,-0.5156369406724864
227,227,227,08-15,3.136223794700763,-0.9896534821997528,-0.5127779590326272
228,228,228,08-16,3.2766805327565747,-0.7436965921053857,-0.37480684920771895
229,229,229,08-17,3.452559227637617,-0.4357115326089296,-0.5221269199414517
230,230,230,08-18,3.456985765611649,-0.4279601243885214,-0.6847384187922573
231,231,231,08-19,3.1805123249444245,-0.9120988606389642,-0.28015967654230883
232,232,232,08-20,3.359134335375507,-0.5993099208119878,-0.2064153366454179
233,233,233,08-21,4.52246210015376,1.4378189712999383,0.05976622892918471
234,234,234,08-22,3.529356262101395,-0.3012305527240401,0.4006588721948729
235,235,235,08-23,4.3645969692968185,1.161377860838686,0.9181933488742948
236,236,236,08-24,4.625011642389115,1.6173957352056076,1.1402655757097788
237,237,237,08-25,4.953779283993795,2.193107999437567,1.1009081984830127
238,238,238,08-26,4.120036961412168,0.7331234402009171,1.1652361808698573
239,239,239,08-27,4.387608984514283,1.2016747079393422,1.1529066693789598
240,240,240,08-28,3.749768023730873,0.08473734159702757,1.2247112495129533
241,241,241,08-29,4.322351444924591,1.0874007918933006,0.8351518687621874
242,242,242,08-30,4.871041028251451,2.048223216009569,0.6190995584013936
243,243,243,08-31,3.61900293652165,-0.14424828506702886,0.3901178505745393
244,244,244,09-01,3.379760823970619,-0.5631904219638457,0.07377954877368935
245,245,245,09-02,3.603031888662994,-0.17221553902178366,-0.2970171841693769
246,246,246,09-03,2.665874517612425,-1.813292469208072,-0.6288700634580714
247,247,247,09-04,3.0518629563698787,-1.137379605765097,-0.5297667105472293
248,248,248,09-05,3.733988768692413,0.057105940277401776,-0.5880428751257446
249,249,249,09-06,3.958568142641557,0.4503718323980238,-0.3381029968633367
250,250,250,09-07,3.180084856853908,-0.912847409434938,0.11088797775521086
251,251,251,09-08,4.459419526285228,1.3274237305526635,0.4052882477775637
252,252,252,09-09,4.204285765711024,0.8806533785032136,0.8529496834681966
253,253,253,09-10,4.060588548750514,0.6290220143690205,0.7319444076436219
254,254,254,09-11,5.267844518446694,2.743074554421199,0.7019534941394702
255,255,255,09-12,3.543958745279052,-0.2756598225494245,0.3679745971771137
256,256,256,09-13,3.0773247541263697,-1.092792890459848,0.2616035788833534
257,257,257,09-14,3.3150827338787403,-0.6764496512214737,0.08382987523866757
258,258,258,09-15,3.839818815893492,0.24242726874065096,-0.43337240675872496
259,259,259,09-16,3.4514692551266672,-0.4376202074990944,-0.32530533213983753
260,260,260,09-17,3.4957157828010934,-0.3601391375631561,0.02567236301685956
261,261,261,09-18,3.914237019322424,0.3727426251639005,0.5905780635017516
262,262,262,09-19,4.279905796027071,1.0130732804803346,0.5523368658040873
263,263,263,09-20,5.250661248523288,2.7129845516878777,0.8325527030473631
264,264,264,09-21,3.7087901493844817,0.012980082554665241,0.8837418018552662
265,265,265,09-22,4.411593668043127,1.2436748159605602,0.7844476133800966
266,266,266,09-23,3.671108808135317,-0.053004544715736776,0.3854874492249607
267,267,267,09-24,3.5740179390818905,-0.22302250568711632,-0.14537280188667706
268,268,268,09-25,2.9129188435588937,-1.3806877044504808,-0.09821852735113099
269,269,269,09-26,3.4317351951155906,-0.4721769549819483,-0.471394958937094
270,270,270,09-27,3.870358355522799,0.2959057297679414,-0.5553859497790296
271,271,271,09-28,3.1329514406244483,-0.9953837735552176,-0.5959174605081387
272,272,272,09-29,3.3833242147813944,-0.5569504897673503,-0.8435285841848379
273,273,273,09-30,3.435141802293027,-0.4662115700617712,-1.0330795182711152
274,274,274,10-01,2.0645103913796614,-2.8663544465106763,-1.253411973549804
275,275,275,10-02,2.782262698850676,-1.6094825594996116,-1.1698750574239674
276,276,276,10-03,3.115416838469165,-1.02608900190419,-1.0927565312031768
277,277,277,10-04,3.4191802039278514,-0.4941622768001972,-0.9171544910829807
278,278,278,10-05,3.647561170269519,-0.0942393324426075,-0.36836685655672996
279,279,279,10-06,4.036820163287883,0.5874006706594039,-0.21117228369379887
280,280,280,10-07,3.944862375046755,0.4263713606468296,-0.20485523156348065
281,281,281,10-08,3.320870182526358,-0.6663151223220255,-0.21098859402909964
282,282,282,10-09,3.1370614251122784,-0.98818668912228,-0.1634612187443316
283,283,283,10-10,3.3981650068767517,-0.5309624515939113,-0.16130508467933255
284,284,284,10-11,3.810407759319129,0.19092491926600064,-0.09941575936067476
285,285,285,10-12,4.044207886172115,0.6003374750493984,-0.3365452283008704
286,286,286,10-13,4.156918384164412,0.7977073125587762,-0.1432357532267103
287,287,287,10-14,2.508375805366166,-2.0890919359631988,-0.1925785050873481
288,288,288,10-15,3.7994120905589033,0.17167016132268026,-0.3644995435832818
289,289,289,10-16,3.229098257730993,-0.8270189627577382,-0.33910488402767697
290,290,290,10-17,3.2213418886039387,-0.8406013117096013,-0.3224925020627493
291,291,291,10-18,4.1312195013502775,0.7527054323830273,-0.03764033774360439
292,292,292,10-19,4.2138386269249,0.8973816043483424,0.015873407216471982
293,293,293,10-20,3.4843860113755505,-0.37997895004832977,0.3970335957802666
294,294,294,10-21,3.982770224304027,0.4927526310831384,0.7257141581055743
295,295,295,10-22,4.535095826862758,1.4599421686250291,0.4685643795367815
296,296,296,10-23,4.347524602058727,1.1314820622422446,0.45124674102939294
297,297,297,10-24,3.250128044818464,-0.7901932390297292,0.6446191977385117
298,298,298,10-25,4.154501911096912,0.7934757733040121,0.5741845768216165
299,299,299,10-26,4.146952475493244,0.7802557902063821,0.4499290766611539
300,300,300,10-27,3.741434831836127,0.07014490558176739,0.38739480043717817
301,301,301,10-28,4.109349943557699,0.7144091676622535,0.9098582730062316
302,302,302,10-29,4.1332587495738276,0.7562764048983902,1.5483672351222868
303,303,303,10-30,5.040283589935479,2.344587596384591,1.4072922361548421
304,304,304,10-31,6.342272768107192,4.6245295460003435,1.3253493356217148
305,305,305,11-01,3.663576689551443,-0.06619420359828564,1.4360963450460116
306,306,306,11-02,3.4606677629900604,-0.421512497616997,1.499284359995258
307,307,307,11-03,4.488810678010916,1.378891224208035,1.210112905481153
308,308,308,11-04,4.349764555788595,1.1354044945938675,0.42117196331537626
309,309,309,11-05,4.0494738779329635,0.6095588692999621,0.3359272121188144
310,310,310,11-06,3.63906560332068,-0.1091161069943176,0.43336531950115376
311,311,311,11-07,3.3714962436280653,-0.5776627107776569,0.3011195985822009
312,312,312,11-08,3.7945272142135096,0.1631161466770394,0.16705590523016495
313,313,313,11-09,4.035687305659232,0.5854168986943173,0.03728523065462541
314,314,314,11-10,3.890412128961677,0.33102233448165225,0.2009951216659395
315,315,315,11-11,3.604830941379588,-0.1690651781532753,0.23267193641840364
316,316,316,11-12,4.199997007277675,0.8731432390735671,0.18145884882595345
317,317,317,11-13,3.4800328754847034,-0.3876018222628722,-0.10391558463325253
318,318,318,11-14,3.6190519943184563,-0.14416237887766156,-0.1081726617052865
319,319,319,11-15,3.05788760996069,-1.1268297020609186,-0.19317592707467546
320,320,320,11-16,3.8758257884295446,0.3054798720494485,-0.4594907532832006
321,321,321,11-17,3.313577916348345,-0.6790847703696088,-0.5549852515608659
322,322,322,11-18,3.2875026647740384,-0.7247457181775842,-0.5693917107359029
323,323,323,11-19,3.1528329570304314,-0.9605688119288642,-0.4043782886279117
324,324,324,11-20,3.5696900692619904,-0.2306011339278841,-0.7186904198027529
325,325,325,11-21,3.623285399690981,-0.1367491694129708,-0.4644956923035864
326,326,326,11-22,2.7988747017756896,-1.5803929149995992,-0.10420134316831002
327,327,327,11-23,4.184544261104627,0.8460835946253911,-0.1051918598516692
328,328,328,11-24,4.5220060527474315,1.437020376634074,-0.08451704202004373
329,329,329,11-25,3.1494390758763537,-0.9665119120290192,0.03604569521906036
330,330,330,11-26,3.6405297388824858,-0.10655222693813116,0.20007672690038447
331,331,331,11-27,4.036378494107342,0.5866272540216536,-0.01633605453518694
332,332,332,11-28,3.3609064539510087,-0.5962067249116544,-0.2608733292246731
333,333,333,11-29,3.4430330147468613,-0.4523930939880373,-0.12033965046312245
334,334,334,11-30,3.684129758505009,-0.030203271502843094,-0.030642249295022482
335,335,335,12-01,3.6309600960418975,-0.12330983945971515,0.12871223278860586
336,336,336,12-02,3.9478666313433015,0.43163218007046855,0.30918795251895304
337,337,337,12-03,4.582386635764658,1.5427541465234236,0.3080825843846225
338,338,338,12-04,3.9792838667213615,0.4866475934704285,0.0303105737245328
339,339,339,12-05,3.4392456095042765,-0.4590253027940202,0.15481134669706642
340,340,340,12-06,2.732378810794993,-1.6968353354633816,0.02045322766326212
341,341,341,12-07,4.057546375867763,0.6236947983754866,-0.3474151499455172
342,342,342,12-08,3.487505391853841,-0.3745165341323573,-0.4728209470922675
343,343,343,12-09,3.3219317893973512,-0.6644561191292524,-0.5320497939321727
344,344,344,12-10,3.5495966350988613,-0.2657871894100736,-0.3758524726025911
345,345,345,12-11,3.2363053961339934,-0.8143983838334509,-0.5025473313936308
346,346,346,12-12,3.267569337198,-0.759651407485892,-0.3349978574617129
347,347,347,12-13,3.6234423362353634,-0.13647435437075214,-0.15256087526342713
348,348,348,12-14,4.061592645008211,0.6307803094591503,-0.11494990679186055
349,349,349,12-15,3.947029221971472,0.430165774060462,0.4585774706623517
350,350,350,12-16,3.6784659002276254,-0.040121378580674064,0.5498370681350034
351,351,351,12-17,5.201425005314669,2.6267658808918224,0.5555378783539003
352,352,352,12-18,3.580258899317048,-0.2120938226499812,0.4011423043364781
353,353,353,12-19,3.642975447277245,-0.10226949305737054,0.0965194850033707
354,354,354,12-20,3.5325755797390563,-0.2955931346453835,0.0608264369230449
355,355,355,12-21,2.903277346808054,-1.3975711419381822,-0.4084831096141974
356,356,356,12-22,3.5561681487141388,-0.25427966706262883,-0.4917687769594082
357,357,357,12-23,3.593394719524774,-0.18909139833163133,-0.4706846978005115
358,358,358,12-24,3.294891008441012,-0.7118078267212461,-0.4768985406489293
359,359,359,12-25,3.7152173994933335,0.024234981896009842,-0.4784190534316397
360,360,360,12-26,3.5112846267526523,-0.3328761917358905,-0.7532950621993444
361,361,361,12-27,2.8980675005081658,-1.4066942186344449,-0.96670672613702
362,362,362,12-28,2.6143399881816274,-1.9035357196688567,-0.8301060964571029
363,363,363,12-29,2.862166425779923,-1.4695613819576845,
364,364,364,12-30,3.762935929333848,0.10779595135825668,
365,365,365,12-31,,,
