,unnamed: 0,unnamed: 0,mth_day,disability,disability_norm,disability_ravg
113,113,113,04-23,1.448495610556787,-1.422773859587383,-0.5912286700640036
114,114,114,04-24,1.5506306254833984,-1.1806834362964451,-0.9004754482008045
115,115,115,04-25,1.8745570394682,-0.4128812997515575,-0.8533364177780339
116,116,116,04-26,1.38135515081386,-1.5819167581397813,-1.0792078977933857
117,117,117,04-27,1.8988882468560415,-0.35520908714224914,-0.7766855002568739
118,118,118,04-28,1.406724877269974,-1.5217829458429004,-0.490754481474516
119,119,119,04-29,2.214278804323852,0.392360525631688,-0.4633081231917329
120,120,120,04-30,2.2744156098126926,0.5349026763977027,-0.2460518552094144
121,121,121,05-01,1.944032754569684,-0.24820315005485946,0.03421455910559768
122,122,122,05-02,1.9313018658875225,-0.2783791502458701,0.31856080278960563
123,123,123,05-03,2.608334263440286,1.3263893987478237,0.05818686983080103
124,124,124,05-04,2.126498277180728,0.1842945162611472,-0.08568436797573142
125,125,125,05-05,1.5551871682051728,-1.1698830721211395,-0.2913809197643721
126,126,126,05-06,1.9102304226137503,-0.3283247504414919,-0.3444678878056122
127,127,127,05-07,1.4233474642960384,-1.4823824607867038,-0.7169249787992694
128,128,128,05-08,1.7969213761615526,-0.5969009584933106,-0.7544740136521025
129,129,129,05-09,1.6655234732147808,-0.9083531472141196,-0.6480286642647993
130,130,130,05-10,2.0314493814076373,-0.04099969285585157,-0.6563985619983642
131,131,131,05-11,1.824635183556241,-0.5312109757973211,-0.4680886780450324
132,132,132,05-12,1.8890434722586469,-0.37854413684288096,-0.2948885387938664
133,133,133,05-13,1.9000214081956257,-0.3525231570667126,-0.27995838865749234
134,134,134,05-14,2.235347611298905,0.44229987701368506,0.04626340270520568
135,135,135,05-15,1.7033165693556191,-0.8187722463958751,0.13586042396053832
136,136,136,05-16,2.8572234969786656,1.9163310553203363,0.4116563495289041
137,137,137,05-17,2.051434566503229,0.006371151734674707,0.6273545933758353
138,138,138,05-18,2.5871732187816194,1.2762314165673136,0.5314817467626276
139,139,139,05-19,2.446024254292714,0.9416663060148748,0.8118924885664583
140,140,140,05-20,1.9926620605005003,-0.13293720266556144,0.3676251499301784
141,141,141,05-21,2.41312792604769,0.8636922044271095,0.5527705083429112
142,142,142,05-22,1.7326374688442558,-0.7492729764973436,0.29626788238637797
143,143,143,05-23,2.5200980606147314,1.117243302211072,0.10963351713262748
144,144,144,05-24,1.937881127636777,-0.2627843391718861,0.2258639147956276
145,145,145,05-25,1.973591596563772,-0.1781398855076279,-0.0708145365256254
146,146,146,05-26,2.2868792353609035,0.5644451833124392,-0.02010713879023511
147,147,147,05-27,1.6621376726822812,-0.9163785035004086,-0.1804691443299921
148,148,148,05-28,1.860994487371248,-0.4450285900850019,-0.08482518937776956
149,149,149,05-29,2.11416934339866,0.1550712689725302,-0.06444347378912213
150,150,150,05-30,2.1799872787325367,0.31107939054144884,0.01311328720361978
151,151,151,05-31,2.0251843889818693,-0.05584959197574333,0.2970771981345538
152,152,152,06-01,2.4832007792032327,1.0297857492688909,0.6078531019679513
153,153,153,06-02,2.380943263270106,0.7874049620851955,0.7893239750212443
154,154,154,06-03,2.6476700066761034,1.4196268329153832,0.9811763601074592
155,155,155,06-04,2.573531512527562,1.243896507292288,1.2383123736526305
156,156,156,06-05,2.665628452343224,1.4621937010587374,1.3082684158222937
157,157,157,06-06,2.67607979140042,1.4869664892952856,1.122211180295874
158,158,158,06-07,2.6602824162397853,1.4495220022868696,1.292658656889032
159,159,159,06-08,1.9099715097565613,-0.32893845107332176,1.0870322088162483
160,160,160,06-09,3.0791283517703447,2.442311692474331,1.0555019336387004
161,161,161,06-10,2.0530236777013844,0.010137818855585108,0.8187583893212255
162,162,162,06-11,2.585815007049796,1.2730120499934496,0.6882554157829484
163,163,163,06-12,2.0768044023797114,0.06650522339043713,1.0047995456373051
164,164,164,06-13,2.329936680895746,0.6665041610572068,0.6651785124773257
165,165,165,06-14,2.711248296870579,1.5703263280528184,0.8814887656501388
166,166,166,06-15,2.219436370080525,0.4045854935144548,0.585891912409635
167,167,167,06-16,2.600575719692745,1.3079993378924637,0.6398683711065553
168,168,168,06-17,1.8375626323981398,-0.5005690694495724,0.7411437830878933
169,169,169,06-18,2.21343648405616,0.39036397557195857,0.5630720360671372
170,170,170,06-19,2.586297892722332,1.2741566329452354,0.5460272175856185
171,171,171,06-20,2.2604904281518587,0.5018958459282813,0.2696269825907505
172,172,172,06-21,2.1762903562969282,0.3023165826253425,0.3398117006540856
173,173,173,06-22,1.9009162682407528,-0.35040207207674445,0.2842577020214235
174,174,174,06-23,2.0152231229596533,-0.07946076106956178,0.2535032898356713
175,175,175,06-24,2.0728111325255623,0.05703998377598605,0.1933697360794259
176,176,176,06-25,2.5084484105755047,1.089630159830722,0.2345635063555284
177,177,177,06-26,2.1082727238661345,0.14109452339080916,0.5913009854333956
178,178,178,06-27,2.2805652702279966,0.5494792042819568,0.8701441725472788
179,179,179,06-28,2.8039355761969182,1.7900228023904594,0.9594479170320728
180,180,180,06-29,2.7210664857225213,1.5935983616137372,0.8521304635396455
181,181,181,06-30,2.298868135986503,0.5928624506847492,0.8505980535776002
182,182,182,07-01,2.2367928143234588,0.4457254388761582,0.6525500676247453
183,183,183,07-02,2.104393692744963,0.13190006361853746,0.2446796383019773
184,184,184,07-03,1.7792410032080388,-0.6388087114351725,0.03686014378774438
185,185,185,07-04,1.7714820370428903,-0.6571997735461489,0.07775182484212438
186,186,186,07-05,2.195007332641272,0.3466813945283397,-0.05135561869423435
187,187,187,07-06,2.402378363233556,0.8382125370110292,-0.2304732070971129
188,188,188,07-07,1.9099796221252143,-0.32891922234199417,-0.1289678212587391
189,189,189,07-08,1.650988457218703,-0.9428054667987344,0.15976556637046488
190,190,190,07-09,2.0361843541296403,-0.029776396404929174,0.12337908261098668
191,191,191,07-10,2.502360734046441,1.0752005522290748,-0.08205019734786696
192,192,192,07-11,2.1029012341500897,0.12836249197147073,0.02179418398731407
193,193,193,07-12,1.8823696254303544,-0.39436314274209294,0.20387991400242808
194,194,194,07-13,2.1728437361253103,0.29414706566909204,0.1968731849115566
195,195,195,07-14,2.1119070305403778,0.14970891329194966,0.01011742910564343
196,196,196,07-15,2.018448029729327,-0.07181677095015808,-0.20181501067820487
197,197,197,07-16,2.029620797102851,-0.045333982606403984,0.04767319720347638
198,198,198,07-17,1.5664308705601209,-1.143232146731619,-0.061334368099405276
199,199,199,07-18,2.5139059288400776,1.1025661045479946,-0.2535981966160012
200,200,200,07-19,1.8969099137631569,-0.3598983261481979,-0.21912577472416864
201,201,201,07-20,1.6252243589555326,-1.0038740578076255,-0.2873379639441061
202,202,202,07-21,2.1057090112241834,0.13501776040083716,-0.10168611639482104
203,203,203,07-22,1.8569534225876043,-0.4546071179260289,-0.10232262359205624
204,204,204,07-23,2.036376454433425,-0.029321061435908582,0.10962589862169443
205,205,205,07-24,2.5122947208160644,1.098747061364583,0.022914927117849298
206,206,206,07-25,2.4334209872464574,0.9117928071343059,-0.0400638358417856
207,207,207,07-26,1.4057305124384485,-1.5241398868306966,0.005226986468808796
208,208,208,07-27,1.9462891513015559,-0.2428548173569722,0.06769959010610134
209,209,209,07-28,1.9715993160479648,-0.1828621840624626,0.06636095427434062
210,210,210,07-29,2.194515059461953,0.3455145603878467,-0.17309551100842202
211,211,211,07-30,2.5089061954345246,1.090715246374019,-0.18064728641139785
212,212,212,07-31,1.8272783074130576,-0.5249459845622699,-0.00590642083979243
213,213,213,08-01,1.3866144974465189,-1.5694505392485514,-0.02047838116398968
214,214,214,08-02,2.3886154689848453,0.8055903760726602,0.13461678199642627
215,215,215,08-03,1.9347129155454563,-0.2702939460076461,0.2670072179075979
216,216,216,08-04,2.5871116749521272,1.2760855393503423,0.2370082034061008
217,217,217,08-05,2.8440297157485372,1.8850578618410487,0.4914885361806494
218,218,218,08-06,1.7513409840218257,-0.7049400715712528,0.4731312584304663
219,219,219,08-07,2.0307875027179043,-0.04256854260125922,0.600912967980481
220,220,220,08-08,2.34214719126763,0.6954467095715612,0.2872355020756239
221,221,221,08-09,2.2581702411552595,0.4963963112924423,-0.3681541480257016
222,222,222,08-10,1.7930913524588474,-0.6059792560788003,-0.2039923078458064
223,223,223,08-11,1.1850240239273258,-2.047280038766904,0.10528013905215733
224,224,224,08-12,2.166888326272629,0.28003096950811834,0.2293065820631973
225,225,225,08-13,2.8136572804873135,1.8130661387865237,0.18851058098587856
226,226,226,08-14,2.6560987082924155,1.4396053676378011,0.4632104987847821
227,227,227,08-15,2.15490221124305,0.2516203048285294,0.5956520735472772
228,228,228,08-16,2.488446744630119,1.04222025071462,0.38262620384361146
229,229,229,08-17,1.5202769934100977,-1.2526305901919321,-0.1252961790317172
230,230,230,08-18,1.627650133712056,-0.9981242487138764,-0.5292618395794456
231,231,231,08-19,1.5279395031875231,-1.2344681584654489,-0.4735083873979354
232,232,232,08-20,1.6335294168100365,-0.9841885956485688,-0.6675108920095315
233,233,233,08-21,2.2960324449803498,0.5861410179175905,-0.29150257832180243
234,234,234,08-22,1.997362914837492,-0.12179477695495625,0.04975972523697583
235,235,235,08-23,2.472077090472351,1.0034192919344418,0.32505809952364106
236,236,236,08-24,2.4914967079149006,1.0494495726387931,0.6357045627388622
237,237,237,08-25,2.2248097845843886,0.4173220872545425,0.5671629541663478
238,238,238,08-26,2.419877279548643,0.8796901836427582,2.1119192913334586
239,239,239,08-27,2.122531202275643,0.17489136648250386,2.0785130463534345
240,240,240,08-28,5.907646752003537,9.146743246047713,1.9756781703418345
241,241,241,08-29,2.3875149516658176,0.8029818220542977,2.368857658552575
242,242,242,08-30,2.231187982266581,0.4324403165691884,2.0052413211531706
243,243,243,08-31,3.220075743923424,2.776399016518988,1.8913828680816158
244,244,244,09-01,1.4994453299572348,-1.3020078407536675,0.3739447657497461
245,245,245,09-02,1.8343181954354149,-0.5082593519468258,0.3284581381317183
246,246,246,09-03,2.0665143075626697,0.042114632056491616,0.6065797229668997
247,247,247,09-04,2.272373410891725,0.5300620563461309,0.2505701803862122
248,248,248,09-05,2.935204733505431,2.1011698255802767,0.3310705720569589
249,249,249,09-06,2.3188990814712254,0.6403417610348633,0.7031452516491553
250,250,250,09-07,1.7032181663988208,-0.8190054907291873,0.5568596922155148
251,251,251,09-08,2.776160977253185,1.7241887256063515,0.4608361810371426
252,252,252,09-09,1.6962176821976844,-0.835598724545351,-0.003651132867024047
253,253,253,09-10,2.029306478771346,-0.04607901072410212,-0.0019053162092634488
254,254,254,09-11,1.7594353306370416,-0.6857540578447235,0.03553911491512655
255,255,255,09-12,2.3233183147802245,0.6508166609814269,-0.06047304759537549
256,256,256,09-13,1.798002275901872,-0.5943389039828473,-0.17062108363422515
257,257,257,09-14,2.5331227723252305,1.1481157505433393,-0.10659381606457437
258,258,258,09-15,1.417396955164342,-1.496486940778449,-0.00251630425472558
259,259,259,09-16,2.1913804470028992,0.3380845946938026,-0.0408608845301734
260,260,260,09-17,2.022889574164436,-0.061288986985630775,0.4227868235673033
261,261,261,09-18,2.2262556331867205,0.42074917932874,0.3827695875823267
262,262,262,09-19,2.9716463616982427,2.187547344602013,0.8578012971866524
263,263,263,09-20,2.4318260517258667,0.90801233463348,0.9194842997589462
264,264,264,09-21,2.619857674382745,1.3537033168475054,1.0284010507243746
265,265,265,09-22,2.3475203133255316,0.708182610127565,0.6539090623330277
266,266,266,09-23,2.2985935157179584,0.5922115188069399,-0.04003223006258594
267,267,267,09-24,1.278293851692864,-1.8262027510193408,-0.08658411480323852
268,268,268,09-25,1.2150538465492728,-1.9761004097716688,-0.4748218919909672
269,269,269,09-26,2.313987996550892,0.6287010261895642,-0.6561566359731746
270,270,270,09-27,1.6371008029019718,-0.9757233462788664,-0.7983000846701104
271,271,271,09-28,1.8885027314261007,-0.3798258537656798,-0.6152913252761244
272,272,272,09-29,1.9387819282037904,-0.26064917337467497,-0.15794513490168707
273,273,273,09-30,1.7415489144495342,-0.7281501946554241,-0.2962395610916475
274,274,274,10-01,2.372746728709733,0.7679767324749551,-0.3291141300603795
275,275,275,10-02,1.9639195446599869,-0.2010655309501982,-0.19332726676315795
276,276,276,10-03,1.55388451008004,-1.1729707600912582,-0.038473235882473776
277,277,277,10-04,2.2322237209928595,0.4348953260176493,-0.09754013646465333
278,278,278,10-05,2.3307681589793217,0.6684750119094302,-0.08753891772696983
279,279,279,10-06,1.5920312584277714,-1.0825515981485012,0.05787727774449827
280,280,280,10-07,2.398063086403817,0.8279840449010558,0.1180737737803074
281,281,281,10-08,2.3320155253225647,0.6714316418786105,-0.009746604478987434
282,282,282,10-09,1.706261541874272,-0.8117917838764035,-0.046661623775252285
283,283,283,10-10,1.908668512224876,-0.3320269435381198,-0.012020069631201427
284,284,284,10-11,2.2373241640722843,0.446984896131841,-0.12749592228181306
285,285,285,10-12,1.6797203690043998,-0.8747022732841959,-0.28766695830303113
286,286,286,10-13,2.105755911907464,0.13512892899738646,-0.02541811061967625
287,287,287,10-14,1.9265702144559391,-0.2895945742486984,-0.004066310563436685
288,288,288,10-15,2.3700992007585344,0.7617013022237258,0.1942671649472557
289,289,289,10-16,1.9627169059070968,-0.2039161432006824,0.2254334196123361
290,290,290,10-17,2.7393710985944444,1.6369857491959954,0.06102819629498912
291,291,291,10-18,1.7586123592488658,-0.6877047452937135,0.3811447066135529
292,292,292,10-19,1.6895924872844958,-0.8513024109066956,0.29720180107335537
293,293,293,10-20,2.7368898656471576,1.631104487662684,0.3196138444179253
294,294,294,10-21,2.1576122350921287,0.2580438689825408,-0.02096468387458324
295,295,295,10-22,2.0194491223347395,-0.06944388313326262,0.0621443656062633
296,296,296,10-23,1.8772553833676189,-0.4064854205590561,0.5355348399981309
297,297,297,10-24,1.9689885623354704,-0.18905044840863425,0.4453469138172294
298,298,298,10-25,2.887898703058018,1.9890404354445104,0.43153854036635625
299,299,299,10-26,2.508594708949864,1.0899769305772753,0.3859596937607744
300,300,300,10-27,2.122658722862801,0.17519362827730195,0.4348289159328636
301,301,301,10-28,1.9040741451229148,-0.3429169627667536,0.2983831703982581
302,302,302,10-29,2.000959377969665,-0.113270087526521,0.08612337115571751
303,303,303,10-30,1.62359972619547,-1.0077249216162667,-0.13779067307775295
304,304,304,10-31,2.3505996855441462,0.7154816399892665,-0.17833914726838515
305,305,305,11-01,1.9417949833139725,-0.2535073348235474,-0.04402218186654114
306,306,306,11-02,2.020017264508181,-0.0680972168664913,-0.13914670104575352
307,307,307,11-03,2.244074342067376,0.4629848296443104,-0.008751783943167779
308,308,308,11-04,1.7601680888095887,-0.6840172026017953,0.02574553120384036
309,309,309,11-05,1.9536719353374667,-0.22535541900075226,0.02475494680018205
310,310,310,11-06,2.437923680014593,0.9224655308713152,0.015606017226356541
311,311,311,11-07,1.939287490002712,-0.2594508412454973,0.1397110189631993
312,312,312,11-08,1.996858329613952,-0.12299079430944435,0.5204969664342726
313,313,313,11-09,2.558224716936848,1.207614840065367,0.1941761441896579
314,314,314,11-10,2.724061940539436,1.6006984822246444,-0.028119345142559482
315,315,315,11-11,1.127647140194766,-2.1832803524684405,0.04425531030587649
316,316,316,11-12,1.8752210465334047,-0.41130740512198893,-0.07178504114239596
317,317,317,11-13,2.1224914287801875,0.17479709144511854,-0.3278824181320401
318,318,318,11-14,1.7031222239188823,-0.819232902999079,-0.5517247315980206
319,319,319,11-15,1.9099584435518215,-0.3289694218724979,-0.4017722009943874
320,320,320,11-16,2.157443788951176,0.2576446014287617,-0.11997833252111165
321,321,321,11-17,1.5072260696697142,-1.2835651688466412,-0.024337586228331785
322,322,322,11-18,2.5885335494775785,1.2794558057176657,0.06900924888174773
323,323,323,11-19,2.3645894577088096,0.7486415692017977,0.061950496360615885
324,324,324,11-20,1.939413612922624,-0.259151892338602,-0.010487502083431138
325,325,325,11-21,1.8920904308239668,-0.37132193699928895,0.1931506495115005
326,326,326,11-22,1.974079508321736,-0.1769833892355204,0.0954188123975465
327,327,327,11-23,2.022700875406594,-0.06173625927705158,-0.0888908380815448
328,328,328,11-24,2.3411422853355126,0.6930647830339417,-0.034978152355769405
329,329,329,11-25,1.898041413876996,-0.3572163336727501,-0.11740304621053806
330,330,330,11-26,2.0758842643383137,0.06432422201605037,-0.006958965565456281
331,331,331,11-27,1.6834460495285353,-0.8658713001279008,0.06829976946796526
332,332,332,11-28,2.2536496211390857,0.4856810946349702,0.07907501579838062
333,333,333,11-29,2.2132053634777864,0.3898161509234777,0.44326359949615696
334,334,334,11-30,2.3684179601805013,0.7577162610164339,0.34950144186307197
335,335,335,12-01,2.8199219061269214,1.8279151685139081,0.7090356545820212
336,336,336,12-02,1.838541558107484,-0.4982487237824595,0.5388525006659436
337,337,337,12-03,2.5935448056089507,1.2913339761857947,0.3370420664608706
338,338,338,12-04,1.8228603632446287,-0.5354178288614962,0.3252633150826764
339,339,339,12-05,1.702357108606254,-0.8210464543069601,-0.06742453897004126
340,340,340,12-06,2.3386020856454826,0.6870437527472691,0.0260277107641267
341,341,341,12-07,1.825900433737487,-0.528211955802398,-0.2570327546707936
342,342,342,12-08,2.075099786023522,0.062464774622548284,-0.015787632308926436
343,343,343,12-09,1.8770261312394483,-0.4070288164237271,-0.04408524900568276
344,344,344,12-10,2.433530719513706,0.9120529053097068,-0.17376527000057762
345,345,345,12-11,1.6307265798702024,-0.990832154487498,-0.32817341320527543
346,346,346,12-12,2.010339512513967,-0.09103637322210008,-0.21569474882518405
347,347,347,12-13,1.4350428905942063,-1.4546608150305849,0.06272207420240294
348,348,348,12-14,2.3598200961263287,0.7373367609030964,-0.12531896067186896
349,349,349,12-15,2.5817902269649986,1.263472121741795,0.06805651871124113
350,350,350,12-16,1.957537320618656,-0.2161933039359248,-0.023172799410488245
351,351,351,12-17,2.1202232036048563,0.1694207218111624,0.11364680556564816
352,352,352,12-18,1.7794082520012051,-0.6384122819524762,-0.0768085245412623
353,353,353,12-19,1.7813780873325855,-0.6337431851737664,-0.3915053988576097
354,354,354,12-20,1.8777153258782744,-0.4053952197383665,-0.3670021889392445
355,355,355,12-21,1.7851894481634891,-0.6247091241562891,-0.4606177596796489
356,356,356,12-22,2.019562964014417,-0.06917404442573381,-0.237573332465165
357,357,357,12-23,1.883251556772456,-0.3922727026312635,-0.07526754285003047
358,358,358,12-24,2.344006692365075,0.699854281334427,-0.2376922913337561
359,359,359,12-25,2.192227158179852,0.3400915525170408,-0.32204055614227683
360,360,360,12-26,1.4665651312032906,-1.3799437106407202,-0.5616698790715987
361,361,361,12-27,1.5716763855282394,-1.1307987130074135,-0.7217087378819987
362,362,362,12-28,1.4129827249069695,-1.5069499820016647,-1.094112878227491
363,363,363,12-29,1.4781408296836511,-1.3525058554936642,
364,364,364,12-30,1.401329937559076,-1.5345705607385254,
365,365,365,12-31,,,
