,unnamed: 0,unnamed: 0,mth_day,complex characters,complex characters_norm,complex characters_ravg
53,53,53,02-23,0.807892492262647,-0.06876755798732116,0.037342076898679376
54,54,54,02-24,0.9112992601387964,0.4417053359308081,0.398767765315668
55,55,55,02-25,0.8369389216928459,0.07462165331634513,0.297167185375076
56,56,56,02-26,1.1923794939303058,1.8292725456378909,0.3721241268097466
57,57,57,02-27,0.6039880257511795,-1.0753525740435956,0.2386383619583084
58,58,58,02-28,1.0307267499780388,1.0312653580043498,0.13165126810988348
59,59,59,02-29,0.645650794434397,-0.8696821470959505,0.04728240966924735
60,60,60,03-01,0.7812646622848831,-0.20021722715974136,-0.3064556712000018
61,61,61,03-02,0.7343950522961789,-0.4315914973274717,0.1675178744920309
62,62,62,03-03,0.7624380174694515,-0.2931559395776041,0.13648805130456398
63,63,63,03-04,1.180066477744426,1.7684887001086005,0.3414573807631262
64,64,64,03-05,0.993012382435942,0.8450864188795484,0.1114236401253788
65,65,65,03-06,0.8947752763676238,0.3601338296554228,0.3106390768263214
66,66,66,03-07,0.5016763130673647,-1.5804196709862257,0.3807780074521249
67,67,67,03-08,0.9765261193798384,0.7637011228781839,0.011897733217749784
68,68,68,03-09,0.8476865022142698,0.1276776441772179,-0.2579770361777686
69,69,69,03-10,0.7317208279012194,-0.4447929452976511,-0.503819765442972
70,70,70,03-11,0.6650003218505576,-0.7741621974935619,-0.4546328458512733
71,71,71,03-12,0.5959723153244886,-1.1149225459357972,-0.7018152365784117
72,72,72,03-13,0.5614592371445519,-1.2852981534360342,-0.5484414136080714
73,73,73,03-14,0.6760949026920561,-0.7193932214846458,-0.3812299997694038
74,74,74,03-15,1.0341006076345105,1.04792058199926,-0.4513941548424578
75,75,75,03-16,0.9349534625393784,0.5584755377343541,-0.5014597455272618
76,76,76,03-17,0.5797211787268984,-1.1951471279318862,0.21368291585751487
77,77,77,03-18,0.5351214340000497,-1.4153160900446211,0.3030184791771031
78,78,78,03-19,1.4306602317345711,3.0055578148726267,0.1639116994617369
79,79,79,03-20,0.7846754205138929,-0.1833798415671165,0.13597747505162747
80,80,80,03-21,0.8650269978338005,0.21327990370706248,0.3662044513472028
81,81,81,03-22,0.9010015576238584,0.3908701912736977,0.9041659051043188
82,82,82,03-23,0.8595443910494217,0.18621472984156576,0.7418759285621735
83,83,83,03-24,1.188972275105432,1.8124526324980759,0.9671717084999992
84,84,84,03-25,1.2334092262508884,2.0318179556197533,1.0491449562015027
85,85,85,03-26,1.0585051422923408,1.1683948380598377,0.8480220659010663
86,86,86,03-27,0.9646591863176373,0.7051193899160825,0.7967912267747602
87,87,87,03-28,0.656552127148755,-0.8158671505289199,0.5377742922648521
88,88,88,03-29,0.7972772397148329,-0.12117030491627075,0.3961301445647293
89,89,89,03-30,0.8741570791335941,0.2583510254386255,0.08277894992695804
90,90,90,03-31,1.061251640489745,1.1819530694190172,-0.1045857437535785
91,91,91,04-01,0.6776508250464319,-0.71171232976679,-0.008313352208057087
92,92,92,04-02,0.7369317874475643,-0.4190687721671368,-0.0606412242062197
93,93,93,04-03,0.7735638270533473,-0.2382328012557914,-0.036232615722289085
94,94,94,04-04,0.7336767291572476,-0.4351375369052465,0.1052890536996804
95,95,95,04-05,0.9038238685958658,0.4048026763422092,0.2366348158418936
96,96,96,04-06,1.2332603633079615,2.0310830859508338,0.2430759764414297
97,97,97,04-07,0.8372915138960232,0.07636224308648913,0.2526380748682853
98,98,98,04-08,0.7447605235889515,-0.38042180856992,0.6318383627164633
99,99,99,04-09,0.7851858234909485,-0.180860210694658,0.9509106337936633
100,100,100,04-10,1.1945655631532919,1.840064190183821,0.6294964207090257
101,101,101,04-11,1.2916317149762944,2.3192363028054093,0.4794846010383258
102,102,102,04-12,0.8426060662372675,0.10259780744300843,0.3316068140382755
103,103,103,04-13,0.6549636653440329,-0.8237086749377096,0.5788040948002274
104,104,104,04-14,0.5650264278921249,-1.267688530570222,0.16892340375577128
105,105,105,04-15,1.0856351378727551,1.3023234738770533,0.19641618261936844
106,106,106,04-16,0.6963870547851579,-0.6192199560829157,0.2154187332690227
107,107,107,04-17,1.3250470767252485,2.484192975986992,0.4625093526707496
108,108,108,04-18,0.8657022074917183,0.216613111340934,0.35981159395269513
109,109,109,04-19,0.9552833410321944,0.6588350414726515,0.17909227266085134
110,110,110,04-20,0.4402051875440113,-1.8838750828785489,0.39517080555312384
111,111,111,04-21,0.8659846788939314,0.21800754612599088,0.106198013921378
112,112,112,04-22,0.9590139205014836,0.6772512412707192,0.13716040766924245
113,113,113,04-23,0.9738228365024646,0.7503562261965167,-0.02494810217768956
114,114,114,04-24,0.903334619727368,0.4023874738281208,0.2785373560361842
115,115,115,04-25,0.7582528943831076,-0.31381601760894057,0.5813320950176327
116,116,116,04-26,0.8090684596809492,-0.06296233359530642,0.4433385928388081
117,117,117,04-27,1.2340084348388909,2.0347759800146816,0.19871308666665768
118,118,118,04-28,0.7912934140663914,-0.15070977180222864,0.3262426177916773
119,119,119,04-29,0.6764993166677044,-0.7173968108363856,0.3223268608205663
120,120,120,04-30,1.058336972794688,1.167564660578239,0.095420582475413
121,121,121,05-01,0.7534935924456844,-0.3373105594356073,-0.2705591115538329
122,122,122,05-02,0.5332813007462223,-1.424400003666226,-0.20706281679704008
123,123,123,05-03,0.7891882175216995,-0.1611021841607932,-0.06457537452314904
124,124,124,05-04,0.8684682849495176,0.2302679967385285,-0.29177304790099706
125,125,125,05-05,0.8496818622331371,0.13752784280696045,-0.1869963833168657
126,126,126,05-06,0.7821956455717116,-0.19562137968884896,-0.0569962377550188
127,127,127,05-07,0.8808415832507682,0.2913494280691806,-0.29060752130789264
128,128,128,05-08,0.691286495961961,-0.6443991302951443,-0.16403418317229326
129,129,129,05-09,0.5052516395829424,-1.5627698854780363,-0.2134188992316748
130,130,130,05-10,1.0223084588569271,0.9897080255521248,-0.2152180386729592
131,131,131,05-11,0.7896585317367559,-0.1587804535493286,-0.1505000003937528
132,132,132,05-12,0.7800089297229571,-0.20641621633655569,0.0019200938111553028
133,133,133,05-13,0.959501389577068,0.679657657744419,0.31898346475814066
134,134,134,05-14,0.8765414172973401,0.27012143493430435,0.2198025526353828
135,135,135,05-15,0.8906178221031372,0.3396103402038758,0.6849950675321206
136,136,136,05-16,0.9017616755137045,0.3946225528155776,0.902088939415134
137,137,137,05-17,1.3550643150263668,2.6323746358310984,1.1506516712069077
138,138,138,05-18,1.0438698620224298,1.0961470149615244,1.1833891510689338
139,139,139,05-19,1.2616103048431049,2.17103404849506,1.0913576623911303
140,140,140,05-20,0.9163313104094972,0.4665463141064616,1.343201339866508
141,141,141,05-21,0.778760614007833,-0.21257859186294364,0.6211341511436649
142,142,142,05-22,1.2078583283394926,1.905684617667844,0.5030595587130707
143,143,143,05-23,0.4774470891383039,-1.7000284965059609,0.08969167649581444
144,144,144,05-24,0.9003592609659169,0.3876994603779591,0.10194678126322776
145,145,145,05-25,0.7591933833591122,-0.3091732448084775,0.3636232931722438
146,146,146,05-26,0.9312264492787324,0.5400769427109415,-0.02843585101818765
147,147,147,05-27,1.0968083220997242,1.3574804795911526,0.1675566963075876
148,148,148,05-28,0.7313405417924506,-0.4466702474747446,0.0990218864210487
149,149,149,05-29,0.7156609816474182,-0.5240732125513095,0.3105831614342345
150,150,150,05-30,0.8170604618115395,-0.023509398941274358,0.06655634697911211
151,151,151,05-31,1.016329868969014,0.9601944052706372,-0.3685358343241225
152,152,152,06-01,0.6346305932570718,-0.9240839440197928,-0.4022005425250652
153,153,153,06-02,0.5679871831191282,-1.2530726082282548,-0.5722356116196178
154,154,154,06-03,0.6904236738290972,-0.6486584966804,-0.6884988285702826
155,155,155,06-04,0.5089964108525736,-1.5442836271186255,-0.6279369247990404
156,156,156,06-05,0.6757514485692425,-0.7210887006452625,-0.4241693761430645
157,157,157,06-06,1.0899382129185942,1.3235658278980902,-0.29581028589455544
158,158,158,06-07,0.8822944029002908,0.2985213479160631,-0.046988350444626736
159,159,159,06-08,0.7239978016055629,-0.4829180667372013,0.23820929630677776
160,160,160,06-09,0.9928476312393596,0.8442731160191723,0.32558024450639983
161,161,161,06-10,0.8556322523377402,0.1669022533898014,0.2740120265489853
162,162,162,06-11,0.7819441275604964,-0.19686301144753,0.3772617305807094
163,163,163,06-12,1.027261003519527,1.0141565201536027,0.27293319186038795
164,164,164,06-13,1.00778649039752,0.9180195721064082,0.22561145600690424
165,165,165,06-14,0.5971944733797899,-1.10888929905913,0.2667440731309569
166,166,166,06-15,0.9353316947828106,0.56034270089827,0.6454122020073395
167,167,167,06-16,0.9056257901936516,0.4136979561341173,0.6395191887859145
168,168,168,06-17,1.2421861631867317,2.0751457618107656,0.6127077399899689
169,169,169,06-18,1.0200984984281989,0.9787984408250536,0.7405044006683963
170,170,170,06-19,0.9751992330316828,0.7571508793307336,0.678890097030337
171,171,171,06-20,0.7525215019084461,-0.3421093349885649,0.8052636714805753
172,172,172,06-21,0.8604442396008329,0.19065687906991308,0.529603946253835
173,173,173,06-22,1.059223166679827,1.1719394028355483,0.2747328082081643
174,174,174,06-23,0.9071429329709116,0.4211874104503235,0.07053981375770772
175,175,175,06-24,0.7103221997347103,-0.5504283874489705,0.0700376922700799
176,176,176,06-25,0.7270183266919941,-0.468007087372006,0.1388780108128527
177,177,177,06-26,0.7519112117942947,-0.34512206391433176,-0.04935146056976469
178,178,178,06-27,0.9441143610691948,0.6036987903265498,-0.2903485229771633
179,179,179,06-28,0.8304446969125258,0.04256257453984389,-0.2654544370908561
180,180,180,06-29,0.6142295079318236,-1.024794963994068,-0.3912899717793891
181,181,181,06-30,0.7405790497034824,-0.4010638721311273,-0.5098236240659969
182,182,182,07-01,0.5740748962242225,-1.2230202955032041,-0.2841036253442937
183,183,183,07-02,0.6078426587304848,-1.056323977633978,0.026422143642527082
184,184,184,07-03,1.218459688206937,1.9580187826567688,0.3657496706523065
185,185,185,07-04,1.2078649262224823,1.9057171884607689,0.42262780833456376
186,186,186,07-05,1.0266560626524623,1.0111701980646088,0.774776414566138
187,187,187,07-06,0.8097100588200621,-0.05979504603758374,0.6986711582920749
188,188,188,07-07,1.0020844883065567,0.889871341886241,0.4905651294152727
189,189,189,07-08,0.5153425632686202,-1.5129555152783558,0.3280435078081984
190,190,190,07-09,0.965522788973944,0.7093826093959551,0.07932802453132315
191,191,191,07-10,1.0103323739486278,0.9305874588183228,0.29988425899551885
192,192,192,07-11,0.7243614896848999,-0.4811227015966428,0.16291139412606373
193,193,193,07-12,1.0777792269886797,1.2635423607475904,0.6040844524249159
194,194,194,07-13,0.8356044881540878,0.06803415266951024,0.6350760829318427
195,195,195,07-14,1.0515545413334566,1.134082834514757,0.7652871832501457
196,196,196,07-15,1.0031907362453674,0.8953323924375162,1.0308224716803431
197,197,197,07-16,1.1685939684732405,1.7118540607281412,1.1387923874349342
198,198,198,07-17,1.0470992443524163,1.1120890289845409,1.4082056916533956
199,199,199,07-18,1.2090083694061766,1.911361855275135,1.151842134566179
200,200,200,07-19,1.1630556732491335,1.6845139779802796,0.8521766633721334
201,201,201,07-20,0.7399643218863869,-0.4040985080085444,0.446126797004456
202,202,202,07-21,0.6389703650235096,-0.9026604347267552,0.14710602311738194
203,203,203,07-22,0.6750715333600686,-0.7244451374779236,-0.15672342716954324
204,204,204,07-23,0.6836624532058179,-0.6820356143379029,-0.29096531942075826
205,205,205,07-24,0.8397270013169595,0.0883851535535838,-0.21323403989511736
206,206,206,07-25,0.999894960623682,0.8790626244729896,0.011573806078740905
207,207,207,07-26,0.8344407237606829,0.06228916914530073,0.3290834716400646
208,208,208,07-27,0.9122070405334641,0.4461866411163947,0.5031556868990431
209,209,209,07-28,1.0609801527164493,1.1806128558900186,0.5004761190535618
210,210,210,07-29,0.8952338651820142,0.3623976772159688,0.33466908591501715
211,211,211,07-30,0.8364701923442521,0.07230774648069585,0.1869462033431984
212,212,212,07-31,0.7983692428948932,-0.11577957435827835,0.03425506475046078
213,213,213,08-01,0.6548949025024482,-0.8240481262856122,-0.10410139944992836
214,214,214,08-02,0.7266226855560991,-0.4699601904400306,-0.3995217022716984
215,215,215,08-03,0.892818493813217,0.35047407068768377,-0.4826031969671745
216,216,216,08-04,0.5361731701627181,-1.4101241397146511,-0.4659124239821357
217,217,217,08-05,0.735491014733033,-0.4261812216921614,-0.3809365002096903
218,218,218,08-06,0.8186555959016905,-0.015634936448044718,-0.2366031221279211
219,219,219,08-07,0.7581766131980359,-0.31419258365094005,-0.1147063320005906
220,220,220,08-08,0.9020488243607468,0.3960400780505849,0.28033707172507744
221,221,221,08-09,1.04097468269285,1.0818548114516668,0.2455468669797028
222,222,222,08-10,1.016318095036426,0.9601362826393572,0.1416543393924933
223,223,223,08-11,0.6932061921381748,-0.6349224501644094,0.15752462974652304
224,224,224,08-12,0.6923822057302623,-0.6389901019713015,0.05586037669448832
225,225,225,08-13,0.7774657325654134,-0.21897084152676166,0.07400637263014209
226,226,226,08-14,0.7784837307947023,-0.21394544026162346,-0.08847735810017439
227,227,227,08-15,1.0630297474607042,1.1907307870655894,-0.14104469599737307
228,228,228,08-16,0.8188315962139208,-0.014766101742541641,-0.18308958529414032
229,229,229,08-17,0.6293146291670619,-0.9503264775476016,-0.4969338151534621
230,230,230,08-18,0.6412798710948037,-0.8912594377519051,-0.4490108331001046
231,231,231,08-19,0.3960121688641054,-2.102036220682692,-0.6097943359199857
232,232,232,08-20,0.8367304358421109,0.073592452058521,-0.5546301838944376
233,233,233,08-21,0.8676097451158646,0.2260297701463029,-0.41465574564051305
234,234,234,08-22,0.8858793873685907,0.3162188104107467,-0.13813921505228624
235,235,235,08-23,0.7994428113005413,-0.11047984802405396,0.5597131863611923
236,236,236,08-24,0.9773644824399944,0.7678397457774558,0.3650011304999899
237,237,237,08-25,1.2441981800455393,2.0850781877981794,0.3751001142018979
238,238,238,08-26,0.6000728823890606,-1.0946798831086937,0.06212679018225575
239,239,239,08-27,0.8798842843819872,0.2866236723577508,-0.17237877202895566
240,240,240,08-28,0.5054843428452295,-1.5616211337071064,-0.40569174337308295
241,241,241,08-29,0.5144193063173781,-1.5175132212913225,-0.8260315272634712
242,242,242,08-30,0.693790480085861,-0.632038082287308,-0.7735718972167316
243,243,243,08-31,0.7333074473967425,-0.4369605155441495,-0.5916401763331025
244,244,244,09-01,0.6638335347380007,-0.7799221028282559,-0.6969207552973717
245,245,245,09-02,1.1010083219737548,1.3782139976595251,-0.6465656400078919
246,246,246,09-03,0.3775238828028107,-2.1933046074927214,-0.6158584185724072
247,247,247,09-04,0.5756220825684255,-1.2153825295544427,-0.7775620181367432
248,248,248,09-05,0.7311127499685389,-0.4477947536744,-0.6620905249308966
249,249,249,09-06,0.5367691381061943,-1.4071821129301656,-0.907486455446256
250,250,250,09-07,0.8041802685588686,-0.0870931435931772,-0.6303997030347822
251,251,251,09-08,0.8027484105048038,-0.0941615854326306,-0.33595664338631365
252,252,252,09-09,0.7143015549911953,-0.5307840930238787,-0.17607371577538375
253,253,253,09-10,0.9334950135455862,0.5512758283363692,-0.2192070782065348
254,254,254,09-11,0.9254381722951652,0.5115028119911793,-0.19969098625337747
255,255,255,09-12,0.4843438479514007,-1.6659822875170716,0.03426169774938667
256,256,256,09-13,0.8279005798368271,0.030003408125766438,0.4021169733112348
257,257,257,09-14,1.087099934476879,1.3095545185839543,0.33358520438152883
258,258,258,09-15,1.1614013976497362,1.6763475603472098,0.4724649575349726
259,259,259,09-16,0.8501999104407474,0.14008521475813332,0.7432130185636933
260,260,260,09-17,1.0942358487414878,1.3447813309118417,0.38418421014918974
261,261,261,09-18,0.8134173274635722,-0.0414939213447478,-0.018027490169309046
262,262,262,09-19,0.3915286302791289,-2.124169442361255,0.4193570384231114
263,263,263,09-20,0.5982424954931337,-1.1037156833270385,0.7075442724909163
264,264,264,09-21,1.6930087087485608,4.300654731901733,0.4203665767026467
265,265,265,09-22,1.2004693657615046,1.8692086191649624,0.4534388032002223
266,266,266,09-23,0.7451934096847995,-0.3782848438177761,0.6633712742728457
267,267,267,09-24,0.8536140794086114,0.15693943764070564,0.8045721411138155
268,268,268,09-25,0.6466854297626465,-0.8645746159255144,0.25188212256495585
269,269,269,09-26,0.7698613074061161,-0.2565104822812201,-0.09643109428697982
270,270,270,09-27,1.0212564280324057,0.9845146206085748,-0.16024730856434424
271,271,271,09-28,0.77712139497997,-0.22067068194665174,-0.3597842953817292
272,272,272,09-29,0.6676297011885863,-0.7611821294819626,-0.1006817243423978
273,273,273,09-30,0.6110921928477848,-1.040282483263604,-0.07440632657587187
274,274,274,10-01,0.9616047103606252,0.6900408103104738,-0.27473854692291083
275,275,275,10-02,0.801797035904943,-0.09885809568206444,0.002797031167995609
276,276,276,10-03,0.7777679961761716,-0.2174787014736589,-0.031947906577143165
277,277,277,10-04,1.1144445803198215,1.4445427865987868,-0.12698802327032568
278,278,278,10-05,0.6253998971568089,-0.9696517559527952,-0.5312410590223918
279,279,279,10-06,0.4955782284092704,-1.6105231834226992,-0.4141258289445771
280,280,280,10-07,0.4702661848958794,-1.7354774042019223,-0.4673822860444116
281,281,281,10-08,0.9441416056837336,0.6038332847848235,-0.7792009902530114
282,282,282,10-09,0.7130388617264363,-0.5370174440726658,-0.4904042480800895
283,283,283,10-10,0.7354528875223776,-0.4263694386528116,-0.3326662031665512
284,284,284,10-11,0.9764101627798806,0.7631286970847359,-0.234059550866422
285,285,285,10-12,0.6872967105063184,-0.6640949139414691,-0.4253733118192173
286,286,286,10-13,0.590114999517707,-1.1438374904011477,-0.5507358234584011
287,287,287,10-14,0.7116144187628352,-0.5440492809319483,-0.42754142088738817
288,288,288,10-15,0.5606703544553345,-1.2891925139077691,-0.7037503750402924
289,289,289,10-16,0.8851862246935936,0.3127969767732657,-0.5847789322189614
290,290,290,10-17,0.6406993869753876,-0.8941250278326891,-0.5496557214703405
291,291,291,10-18,0.831897364350505,0.04973374298651697,-0.6341238110898278
292,292,292,10-19,0.6328045653405325,-0.9330982259094224,-0.3573302930422062
293,293,293,10-20,0.6089499414874762,-1.0508578186488715,-0.33731658382560065
294,294,294,10-21,0.8970916227896759,0.3715685943779608,-0.4637710101449033
295,295,295,10-22,0.9095113515470584,0.43287923207289936,-0.4168227064219561
296,296,296,10-23,0.4870037412503599,-1.6528515857485049,-0.3547134824005016
297,297,297,10-24,0.8889594227253776,0.3314235653241997,-0.07479460522312265
298,298,298,10-25,0.7082935582473845,-0.5604428817806946,-0.059894661799507073
299,299,299,10-26,0.9491698438716668,0.628655444415402,0.15192028643861166
300,300,300,10-27,0.9152013599686378,0.4609682549196542,0.2765233178180013
301,301,301,10-28,1.1669561574842438,1.7037689215016119,0.1762520926051062
302,302,302,10-29,0.6384491585803492,-0.9052333974721674,0.4076968354358797
303,303,303,10-30,0.7670874475378777,-0.27020378595317074,0.22124509344793405
304,304,304,10-31,0.9895968722904837,0.8282255752039467,0.06313186485814556
305,305,305,11-01,0.7225520676853757,-0.4900550075122721,-0.3256932150836485
306,306,306,11-02,0.7230268709205864,-0.4877111166190767,-0.36546622015863495
307,307,307,11-03,0.6943691277124169,-0.6291815581491526,0.019354786294080342
308,308,308,11-04,0.5901081247758906,-1.1438714279220856,0.046345439965793184
309,309,309,11-05,1.23480783342584,2.038722252763121,0.402613176258148
310,310,310,11-06,1.0224019394230468,0.9901694972342238,0.6094983615758823
311,311,311,11-07,1.155568146080166,1.647551410241857,0.9333096163325142
312,312,312,11-08,0.974479928546751,0.7535999952873291,1.3926771138532636
313,313,313,11-09,1.0879368448849638,1.3136859703906378,1.035920487646271
314,314,314,11-10,1.1484340467034213,1.612333557202411,0.9430833980750412
315,315,315,11-11,0.8011975468779168,-0.10181750447883453,0.5616760981778975
316,316,316,11-12,0.9095655852976996,0.4331469598068433,0.3798638158757481
317,317,317,11-13,0.6919968583981416,-0.6408923891410047,0.1645034403517651
318,318,318,11-14,0.7535010593799988,-0.3372736985255676,-0.26527125671908736
319,319,319,11-15,0.8261828443079947,0.02152371724673944,-0.3147636583288799
320,320,320,11-16,0.6260759015184318,-0.9663146252227036,-0.26376659902991506
321,321,321,11-17,0.741043332863359,-0.3987719141375895,-0.1796448521164491
322,322,322,11-18,0.9715485952023162,0.7391293156006323,-0.2357285889416399
323,323,323,11-19,0.7942403827073333,-0.1361619076602089,-0.3151370926746365
324,324,324,11-20,0.685335583509231,-0.6737761194767122,-0.36822684148220425
325,325,325,11-21,0.7296679051908481,-0.4549273051512404,-0.33283615910553394
326,326,326,11-22,0.5615493881976948,-1.2848531180681098,-0.6131298298320679
327,327,327,11-23,0.7840579899129826,-0.1864278198775678,-0.6366441583909453
328,328,328,11-24,0.6308731600366513,-0.9426327087585714,-0.5993588320435285
329,329,329,11-25,0.7656605218290632,-0.2772478790134736,-0.5290725000891585
330,330,330,11-26,0.7306530348301096,-0.4500641613922109,-0.4483650880363053
331,331,331,11-27,0.8150955449327206,-0.03320931342502044,-0.5489169100206469
332,332,332,11-28,0.6596430506444139,-0.8006086457509899,-0.271677701882383
333,333,333,11-29,0.6618449708946645,-0.7897387517836179,-0.30499595605080576
334,334,334,11-30,0.9678361304550428,0.7208025400710125,-0.4038086999811669
335,335,335,12-01,0.7251647421406882,-0.4771574040240102,-0.5329020516730435
336,336,336,12-02,0.6105537316559316,-1.0429406249743778,-0.510346621426358
337,337,337,12-03,0.6581924880401804,-0.8077694235762803,-0.19050883186320292
338,338,338,12-04,0.6870574442506658,-0.6652760642708768,-0.3560328826470876
339,339,339,12-05,1.0505832462164748,1.1292879855953122,-0.31826960046014896
340,340,340,12-06,0.7666543560502975,-0.2723417646322951,-0.10954128372902346
341,341,341,12-07,0.7710631120859401,-0.25057771090237874,-0.015901030536833245
342,342,342,12-08,0.8642469739951403,0.20942927541237533,0.058670869691726725
343,343,343,12-09,0.7720050258780266,-0.24592790442313905,-0.14100891770047275
344,344,344,12-10,0.7776938631738787,-0.21784466289951704,-0.2235137245190526
345,345,345,12-11,0.8078877965215226,-0.0687907387578847,-0.20622658843069167
346,346,346,12-12,0.6663760982740043,-0.7673706055437743,-0.3572031809938849
347,347,347,12-13,0.7920742986546738,-0.14685489437221344,-0.31268396016596195
348,348,348,12-14,0.6807465180698394,-0.6964302799667837,-0.4841256787988286
349,349,349,12-15,0.8261147205046531,0.02118742054439815,-0.370913070879002
350,350,350,12-16,0.5693196178710491,-1.2464949746967169,-0.5155336868609196
351,351,351,12-17,0.9454890287197196,0.6104849087610755,-0.5771239293967817
352,352,352,12-18,0.4906008438565229,-1.63509430143528,-0.6505305912974865
353,353,353,12-19,0.7172160878949495,-0.5163963495873858,-0.5856246759950114
354,354,354,12-20,0.5915263568644152,-1.1368702513710127,-0.2819482338595682
355,355,355,12-21,0.9050028769270994,0.41062291235924825,-0.35338683818423683
356,356,356,12-22,0.9384150163004632,0.5755636781159427,-0.5806535126547124
357,357,357,12-23,0.8586608903859119,0.18185328281306348,-0.5418401691448503
358,358,358,12-24,0.21437565110352266,-2.9986943482581334,-0.22158878391042625
359,359,359,12-25,0.764390726752055,-0.28351628852821364,-0.13408655927675514
360,360,360,12-26,0.9807673259678119,0.7846380600355323,-0.2404948783984321
361,361,361,12-27,1.0113551123442286,0.9356362601612744,-0.4808433822856622
362,362,362,12-28,0.8090838746872372,-0.06288623661411914,-0.024185553317307058
363,363,363,12-29,0.5665357384302513,-1.2602377405103171,
364,364,364,12-30,0.7694081789602959,-0.25874737444800283,
365,365,365,12-31,,,
