,unnamed: 0,unnamed: 0,mth_day,woody allen,woody allen_norm,woody allen_ravg
0,0,0,01-01,,,
1,1,1,01-02,0.21143142160479514,-0.4528222208580594,
2,2,2,01-03,0.20896739005873344,-0.4743507003095516,
3,3,3,01-04,0.3048198170437798,0.36312112833705945,
4,4,4,01-05,0.2005771901056261,-0.5476566803296057,-0.3964290048546253
5,5,5,01-06,0.20768406469232012,-0.4855632368635438,-0.6415750246628313
6,6,6,01-07,0.1738353932296714,-0.7813023191040508,-0.7054657467099319
7,7,7,01-08,0.04308301755891142,-1.9236983397072955,-0.9931038383263696
8,8,8,01-09,0.16509190271293178,-0.8576950325921566,-1.0531797782086552
9,9,9,01-10,0.10729095769572336,-1.3627074213615666,-1.077018246117308
10,10,10,01-11,0.1593214168785029,-0.908112319623318,-0.8946684416448969
11,11,11,01-12,0.1913135438473948,-0.6285940443154611,-0.5853415616177813
12,12,12,01-13,0.29905993729947383,0.3127965077304155,-0.06408100634305837
13,13,13,01-14,0.2555061546826508,-0.06773705954460105,0.28814252758572145
14,14,14,01-15,0.5230556283374639,2.269868299056181,0.5097839561552152
15,15,15,01-16,0.3491723875908637,0.7506337822111122,0.7521953310944921
16,16,16,01-17,0.311528582221495,0.4217362517936449,0.6846610217122656
17,17,17,01-18,0.3577839932779979,0.8258742053202001,0.5707401558997272
18,18,18,01-19,0.2526822999560908,-0.09240934856294288,0.11397134242161687
19,19,19,01-20,0.177273614084722,-0.7512622544198321,-0.18950697399532893
20,20,20,01-21,0.2093801265808664,-0.4707445818124806,0.008468762818228134
21,21,21,01-22,0.14076561732677495,-1.0702361162905627,0.016438301192054174
22,22,22,01-23,0.4474838767779624,1.6095906726749871,-0.12404554193796045
23,23,23,01-24,0.363256890889249,0.8736914355631563,-0.07630246660649144
24,24,24,01-25,0.1562082441926181,-0.9353124073430308,0.16267778179785086
25,25,25,01-26,0.21006007556830414,-0.4648038024310181,0.6246438558016592
26,26,26,01-27,0.3734943285933486,0.9631369086135732,0.3646247235970372
27,27,27,01-28,0.4580102184943948,1.7015603277322875,0.1862889574174824
28,28,28,01-29,0.26892170406844457,0.04947587944725542,0.2988121653114999
29,29,29,01-30,0.2407888955119773,-0.19632316151417206,0.6902360123838042
30,30,30,01-31,0.23348097528530104,-0.2601731599789259,0.7991187269128912
31,31,31,02-01,0.4788614210344755,1.883739280002808,0.5486337548890181
32,32,32,02-02,0.4482670344014881,1.6164331957880955,0.5912176650094927
33,33,33,02-03,0.2859954115206235,0.1986504955890489,0.9786647970321996
34,34,34,02-04,0.2981652272242518,0.30497934017010303,0.9618239230640888
35,35,35,02-05,0.5068593231665166,2.1283596306220702,0.7542221662609322
36,36,36,02-06,0.22191589151405536,-0.3612184037875919,0.3751307772837503
37,37,37,02-07,0.33629567812632505,0.638128739183869,0.43938817774260497
38,38,38,02-08,0.18793472155473645,-0.6581151380749958,0.3250680425023305
39,39,39,02-09,0.3301227068519888,0.5841948983421772,-0.1783734988128455
40,40,40,02-10,0.2196584975083587,-0.3809414712715442,-0.2732171010617927
41,41,41,02-11,0.16113239650820066,-0.8922896172689859,-0.6883697381014289
42,42,42,02-12,0.15678422392644895,-0.9302800172812752,-0.6252308820298976
43,43,43,02-13,0.05119913062478853,-1.8527870830539488,-0.8900265211435064
44,44,44,02-14,0.2312938821939387,-0.2792820016458078,-0.8492861898480979
45,45,45,02-15,0.14828037762322102,-1.0045789363394757,-0.7670902413240396
46,46,46,02-16,0.2476359852083365,-0.1364994834990926,-0.6182948748704709
47,47,47,02-17,0.21757857811004291,-0.399113926124636,-0.2074740522568049
48,48,48,02-18,0.2589660276183,-0.037507818559862176,-0.2034518369519312
49,49,49,02-19,0.3333209039659875,0.612137852628047,-0.2607813517674863
50,50,50,02-20,0.2340560462618448,-0.25514870981656546,-0.1940847026590697
51,51,51,02-21,0.10891064879191296,-1.348556025232806,-0.01744262637821885
52,52,52,02-22,0.2934383785794174,0.2636804111514064,0.2258379121337109
53,53,53,02-23,0.3388834708123518,0.6607385315604696,0.1935038054974054
54,54,54,02-24,0.4260333551888192,1.4221754125117163,0.2602500470178111
55,55,55,02-25,0.31111619816358377,0.4181332128102137,0.5617216172367457
56,56,56,02-26,0.2798924960839245,0.14532873930586898,0.4437625511903819
57,57,57,02-27,0.3159393321507987,0.4602733960808014,0.4568227445495057
58,58,58,02-28,0.21243269663041106,-0.4440739851267767,0.25357204617820034
59,59,59,02-29,0.3478522589258985,0.7390996917152121,0.17715695595149514
60,60,60,03-01,0.2864556018204768,0.2026712222838845,0.2089562371562204
61,61,61,03-02,0.2586398883513638,-0.0403573285500175,-0.0017137438943633696
62,62,62,03-03,0.30172992279315697,0.3361244265342203,0.0028811147684843865
63,63,63,03-04,0.17126655664341042,-0.803746490222701,-0.2544985598873228
64,64,64,03-05,0.21558811038467887,-0.4165048331496901,-0.14005190332621587
65,65,65,03-06,0.1711026731237165,-0.8051783562196311,-0.3279317384142684
66,66,66,03-07,0.365049217150326,0.8893511616505262,-0.5523267499592904
67,67,67,03-08,0.12961772264692709,-1.167636339078333,-0.3037329997279185
68,68,68,03-09,0.1476317975247264,-1.0102456427359114,-0.1826198718689247
69,69,69,03-10,0.34198261044666944,0.6878160111655304,-0.054118700177136304
70,70,70,03-11,0.2987597719112192,0.3101739340042726,-0.2606150535956389
71,71,71,03-12,0.2593479042282785,-0.03417132606890082,0.012910012356605013
72,72,72,03-13,0.2232425846522852,-0.34962695886048945,0.1778621497771383
73,73,73,03-14,0.31745478545394873,0.4735140566351307,-0.036805850496815284
74,74,74,03-15,0.26090889294903696,-0.020532818212711686,0.010557836395243436
75,75,75,03-16,0.19456428697515085,-0.600191990478191,0.12120530535942453
76,76,76,03-17,0.3312856970893857,0.5943560553566251,-0.09036519911647754
77,77,77,03-18,0.3353325146511184,0.6297134877161856,-0.03294712222978065
78,78,78,03-19,0.07795139534573807,-1.6190499857159018,-0.030995472058072862
79,79,79,03-20,0.35688533225549096,0.818022517955312,0.07288271144154268
80,80,80,03-21,0.2622491439223953,-0.008822917182464958,0.03797974485160178
81,81,81,03-22,0.2659002459314804,0.02307711051950209,-0.0026208170953758345
82,82,82,03-23,0.30731688565822146,0.38493825581697977,0.6938979321626375
83,83,83,03-24,0.3074510103440641,0.3861101160343199,0.5252968205720724
84,84,84,03-25,0.5562696642589359,2.5600625098321776,0.4693803107922681
85,85,85,03-26,0.24110238754833205,-0.1935841515880791,0.6074339693892331
86,86,86,03-27,0.22384976387693967,-0.3443219758612909,0.7756535129240206
87,87,87,03-28,0.3607054282292694,0.8513990621012925,0.8660150035892507
88,88,88,03-29,0.4228377972584374,1.3942555170257054,0.16144989705002258
89,89,89,03-30,0.3695046906469303,0.9282790600257008,0.03814302334045931
90,90,90,03-31,0.07242574411250456,-1.667328129403191,0.04930325529222901
91,91,91,04-01,0.15642422139604012,-0.9334253938454588,-0.1777966014087983
92,92,92,04-02,0.2315137970900109,-0.2773605841506728,-0.4388419495581428
93,93,93,04-03,0.20474981261463204,-0.5112000781048716,-0.5732235243231493
94,94,94,04-04,0.24357089429616802,-0.17201657187036154,-0.25047499796927936
95,95,95,04-05,0.2772212276620495,0.12198961143566242,-0.17561214793455812
96,96,96,04-06,0.29406588888150426,0.2691630287200283,-0.08333470899663199
97,97,97,04-07,0.2078345658737185,-0.4842482936371314,0.4510702535966387
98,98,98,04-08,0.2948832109062957,0.2763040494768839,0.6918497558425601
99,99,99,04-09,0.5717401583569935,2.695229697454753,0.35551625708123674
100,100,100,04-10,0.4089206925991396,1.2726604416051666,0.5641630689133788
101,101,101,04-11,0.04625191480950736,-1.8960113811322783,0.9233447238380732
102,102,102,04-12,0.4373492993512472,1.5210438997128803,0.9361657459046232
103,103,103,04-13,0.4544943257035517,1.670841635911034,0.3672175055226945
104,104,104,04-14,0.30368775362263023,0.35323018187618394,0.3493255576058287
105,105,105,04-15,0.1810280092144223,-0.7184597448368191,0.5487985119868868
106,106,106,04-16,0.3966338079112585,1.1653087541039715,0.14635342905597795
107,107,107,04-17,0.18323538917568769,-0.6991736548459294,-0.11833423716346687
108,108,108,04-18,0.16097937304961718,-0.8936265978725727,-0.27324748208846844
109,109,109,04-19,0.2727261443823328,0.08271563859436501,-0.3483539746397811
110,110,110,04-20,0.1973046372697857,-0.5762492876738253,-0.4480612678408503
111,111,111,04-21,0.12945034882903314,-1.1690987001446949,-0.3924270260893461
112,112,112,04-22,0.3281621121632817,0.5670649948975566,-0.3627564711723478
113,113,113,04-23,0.2214409281295577,-0.3653682043369039,-0.23766634842757506
114,114,114,04-24,0.18135494582595804,-0.7156032683705833,-0.2616138300928379
115,115,115,04-25,0.358628915891582,0.8332563750630015,-0.15614913727180346
116,116,116,04-26,0.18085925372891,-0.7199341776654025,0.09128480068253868
117,117,117,04-27,0.20187580665821306,-0.5363105432184883,0.22263231430806826
118,118,118,04-28,0.4980816914980442,2.0516686226236094,0.10314371262140448
119,119,119,04-29,0.3116408192456879,0.4227168774162735,0.1351823976211927
120,120,120,04-30,0.0992988903723064,-1.432534878490566,0.2847397520393465
121,121,121,05-01,0.3806307476637762,1.025488485061731,0.3930562457580001
122,122,122,05-02,0.2835643351710603,0.17740994884352015,-0.09481928176239256
123,123,123,05-03,0.2762596733171443,0.11358841909343335,-0.12896272226344604
124,124,124,05-04,0.1630443676395541,-0.8755845424987466,0.18058015578691675
125,125,125,05-05,0.28819359492817714,0.2178562344099529,0.08907768999411785
126,126,126,05-06,0.3118703591822757,0.4247223898116107,0.23756355694711986
127,127,127,05-07,0.31779352887257345,0.4764736903049376,0.3091612132512312
128,128,128,05-08,0.3855335971825929,1.0683251505615323,0.2984181776780249
129,129,129,05-09,0.32542772092262034,0.5431743569181012,0.2462581157544449
130,130,130,05-10,0.15566683446658064,-0.9400427559379848,0.08352627756621837
131,131,131,05-11,0.25237386925349903,-0.09510413713152656,-0.012198158618999116
132,132,132,05-12,0.20011800330933774,-0.5516686393177487,-0.3432451364782619
133,133,133,05-13,0.25205696879062195,-0.09787292680636732,-0.43767263087228603
134,134,134,05-14,0.15819468125639452,-0.9179567165940444,-0.421661062353488
135,135,135,05-15,0.2605818058564787,-0.02339060944604362,-0.4052861136669508
136,136,136,05-16,0.1666624117495398,-0.8439733448251965,-0.3747098146027581
137,137,137,05-17,0.2636189895286253,0.0031455549876964546,-0.3553254145245797
138,138,138,05-18,0.22111557509579252,-0.3682108449325929,-0.29631076893394603
139,139,139,05-19,0.2653687607548617,0.018433473662703075,-0.463891611510209
140,140,140,05-20,0.19872163498091128,-0.5638688430502423,-0.4634118329513774
141,141,141,05-21,0.14549950748406187,-1.0288756649036221,-0.2393971887416013
142,142,142,05-22,0.16699188866594222,-0.8410946734722069,-0.1346326223597374
143,143,143,05-23,0.4174559062573867,1.3472334202463532,0.0036345864395910467
144,144,144,05-24,0.29306023715779306,0.2603765533585909,0.03320786593521505
145,145,145,05-25,0.36032059375405584,0.8480367264586737,0.053343223280881945
146,146,146,05-26,0.21903040609368016,-0.38642916607649824,0.6090491014205498
147,147,147,05-27,0.1593270021204774,-0.9080635208296208,0.5380977863670927
148,148,148,05-28,0.5486101493944726,2.4931405953658,0.7058551295654377
149,149,149,05-29,0.36873171867501775,0.9215255299256112,0.3959795489000247
150,150,150,05-30,0.4082637432824868,1.2669206125486612,0.2332887780317925
