,unnamed: 0,unnamed: 0,mth_day,woody allen,woody allen_norm,woody allen_ravg
151,151,151,05-31,0.14752064905730916,-1.0112167575338051,0.20122615062568305
152,152,152,06-01,0.1073062522604282,-1.3625737912858908,-0.03840194741038635
153,153,153,06-02,0.1373087284501183,-1.100439285266278,0.8714780343120042
154,154,154,06-03,0.38405105151279256,1.055372007149384,0.5832216359334059
155,155,155,06-04,0.993570918251265,6.3808054202599545,0.6758311287296768
156,156,156,06-05,0.21031027595302426,-0.4626177777229286,1.0735971319374862
157,157,157,06-06,0.21111809324158995,-0.4555598007561796,1.1066686849738028
158,158,158,06-07,0.3804629279271773,1.0240222279609654,1.030644385501385
159,159,159,06-08,0.1600198586464745,-0.902009967048379,0.4545592596357637
160,160,160,06-09,0.3318431082840955,0.5992262103148771,0.6591296623632922
161,161,161,06-10,0.5979576767639033,2.924294665066228,0.5892057949565692
162,162,162,06-11,0.3507943060064068,0.7648046386422421,0.3325253731351264
163,163,163,06-12,0.16309948175506664,-0.8751030051965171,0.15504939115374947
164,164,164,06-13,0.2041935379641197,-0.5160603029676911,-0.07578904180274798
165,165,165,06-14,0.03814230033891471,-1.9668658589366408,-0.5549945544117753
166,166,166,06-15,0.1733201112104215,-0.7858043874241074,-0.550218625327345
167,167,167,06-16,0.2688742867058654,0.049061589412064316,-0.5032545583081437
168,168,168,06-17,0.3540740657179011,0.7934602131488235,-0.4044237131477696
169,169,169,06-18,0.1953509771551229,-0.5933186030813096,-0.1440104369908549
170,170,170,06-19,0.2720633531309001,0.0769247679945531,0.1975286330027216
171,171,171,06-20,0.216975142363744,-0.4043862019951529,0.23792055307438764
172,172,172,06-21,0.4078642306610173,1.2634300325373513,-0.17006815173291714
173,173,173,06-22,0.2966125109924922,0.2914131098420606,0.15704287015579935
174,174,174,06-23,0.07389718429517529,-1.6544720156950052,0.2954740942215651
175,175,175,06-24,0.4199869656319801,1.3693475282509897,0.7307789848998758
176,176,176,06-25,0.367127819850868,0.9075121123891476,0.7704932833669652
177,177,177,06-26,0.5159107876432211,2.207443142074712,0.7244811247917616
178,178,178,06-27,0.43513711385923176,1.5017158233398875,0.9225051609420906
179,179,179,06-28,0.2650147168741054,0.015340158390838332,0.6921911687936856
180,180,180,06-29,0.2098856473129067,-0.466327798793031,0.61410890335956
181,181,181,06-30,0.2618241162495799,-0.012536424639440331,0.18839848571597195
182,182,182,07-01,0.3135066157195248,0.4390185197843937,-0.03328077459623069
183,183,183,07-02,0.22356392656803376,-0.3468193637868171,-0.2232850638113433
184,184,184,07-03,0.2829039684350118,0.17164026146667175,-0.3567506582989657
185,185,185,07-04,0.13453363104508714,-1.1246855768998374,-0.4832247589769634
186,186,186,07-05,0.11823121276567194,-1.2671213657187654,-0.6882397449383736
187,187,187,07-06,0.17497092965108954,-0.7713810287074264,-0.8429023569764791
188,188,188,07-07,0.1727172783315663,-0.7910713959840674,-1.2172493947928829
189,189,189,07-08,0.11735292659930754,-1.2747950360154492,-1.2523165513223722
190,190,190,07-09,0.025829729885265256,-2.0744419654317503,-1.2543770441512774
191,191,191,07-10,0.11045206594039796,-1.3350885160767745,-1.3541999095319188
192,192,192,07-11,0.11681621659495875,-1.2794843226921973,-1.2198600746009658
193,193,193,07-12,0.106419867360681,-1.370318220991274,-0.9701301161537432
194,194,194,07-13,0.2649720774431624,0.014967613601650873,-0.4069353078825633
195,195,195,07-14,0.2888492453236611,0.22358471466788588,-0.11115310611029712
196,196,196,07-15,0.4125908415425504,1.3047268841953288,-0.1921385090626264
197,197,197,07-16,0.3135737060653165,0.4396046945568232,0.009454988355852793
198,198,198,07-17,0.0612013493876346,-1.7653967404061728,0.1510324616187366
199,199,199,07-18,0.2448595760003761,-0.16075723648039894,0.13177126063629524
200,200,200,07-19,0.3621971586062278,0.8644324531789537,-0.11579787807939558
201,201,201,07-20,0.275622057511524,0.10801750877323772,-0.2654472170688194
202,202,202,07-21,0.2425784161872136,-0.18068794809881614,-0.032827551672756784
203,203,203,07-22,0.2108054563295008,-0.45829133937971994,0.15432212829387204
204,204,204,07-23,0.22094756696747947,-0.3696787480297969,-0.13221645099128215
205,205,205,07-24,0.3733803244291263,0.962140843319374,-0.3213206981190239
206,206,206,07-25,0.1654233641225537,-0.8547990225319715,-0.16403266908008285
207,207,207,07-26,0.1457590549338739,-1.026607973993213,-0.02375599608100638
208,208,208,07-27,0.3505923610391217,0.7630402261348304,-0.018420318382812717
209,209,209,07-28,0.30713724275922416,0.3833686986147389,-0.12721725332658426
210,210,210,07-29,0.2246117211956284,-0.3376646818406349,0.11650241588122512
211,211,211,07-30,0.2986665257829258,0.3093592336567447,0.14463274912105525
212,212,212,07-31,0.3327922546222884,0.6075189927148849,-0.03781739437557515
213,213,213,08-01,0.16507691581494927,-0.8578259745542325,-0.22000955820083604
214,214,214,08-02,0.2252989114467901,-0.3316606348449519,-0.29190486665487
215,215,215,08-03,0.1820209547866704,-0.7097842843368266,-0.08142103865322155
216,216,216,08-04,0.17523926780604254,-0.7690365325648383,0.0343046140850247
217,217,217,08-05,0.4432114649553776,1.5722622016666352,0.03705542127163378
218,218,218,08-06,0.4122641912292713,1.3018729091443624,0.00615152154268615
219,219,219,08-07,0.16696596953104018,-0.841321131434578,0.1064294767270636
220,220,220,08-08,0.2040763674208552,-0.5170840332186377,0.2013487284887797
221,221,221,08-09,0.2508845395574214,-0.10811655323056192,0.021573785471463824
222,222,222,08-10,0.2404228859607088,-0.19952102199454172,-0.0626075091843847
223,223,223,08-11,0.31975514790775433,0.49361254356274004,-0.0552027248370893
224,224,224,08-12,0.3544546187266628,0.7967851412092712,0.056761584471402185
225,225,225,08-13,0.1720510352732717,-0.7968924253508056,0.03176747199861217
226,226,226,08-14,0.2809652877342711,0.15470182263231122,0.16747479446662686
227,227,227,08-15,0.2337204063251972,-0.25808122806730205,-0.02052991736025557
228,228,228,08-16,0.3336167757603653,0.6147229128135462,-0.13870139031604262
229,229,229,08-17,0.1906472259683157,-0.6344157273985543,-0.10881590898658447
230,230,230,08-18,0.27330307120644426,0.08775630347454898,-0.21107732387631487
231,231,231,08-19,0.19257420383172333,-0.6175795373740568,-0.2626585412341465
232,232,232,08-20,0.21073960752282425,-0.4588666667060714,-0.20657184577997914
233,233,233,08-21,0.19829818887402847,-0.5675685322142919,-0.06718322051105602
234,234,234,08-22,0.3721330269126532,0.9512430855385504,0.015199737383222375
235,235,235,08-23,0.28636916599627066,0.2019160242149844,-0.03974117556101085
236,236,236,08-24,0.3298776772022164,0.5820540508402193,-0.24769404647802795
237,237,237,08-25,0.15484479252730252,-0.9472250150394559,-0.3126143659046079
238,238,238,08-26,0.0679327450535539,-1.7065838922081742,-0.4757926898029325
239,239,239,08-27,0.15371564915274574,-0.9570904487737714,-0.3938230740386629
240,240,240,08-28,0.2600740572232514,-0.027826857851397515,-0.16712872449417762
241,241,241,08-29,0.3426599187687013,0.6937337188006026,-0.025083907213526085
242,242,242,08-30,0.4855548200817612,1.9422201481071304,0.10653917286599564
243,243,243,08-31,0.2523908114710145,-0.09495611135554677,0.2518203158597032
244,244,244,09-01,0.15832187510888635,-0.9168454117310436,0.3609910613661089
245,245,245,09-02,0.2534841405200031,-0.0854035908115259,0.20336623467883075
246,246,246,09-03,0.33504456169597996,0.6271976151870361,-0.14797125665504948
247,247,247,09-04,0.2344146858598697,-0.2520152413230661,-0.1724477739798814
248,248,248,09-05,0.24428185960776305,-0.1658047998961507,-0.25535455380308075
249,249,249,09-06,0.23558212483004565,-0.2418152153045383,-0.3080583068430185
250,250,250,09-07,0.10138754642291074,-1.4142860906702397,-0.44712696674919705
251,251,251,09-08,0.21729104744656247,-0.4016261090511523,-0.5530298607441168
252,252,252,09-09,0.2395423505390471,-0.20721434425003515,-0.577505444698916
253,253,253,09-10,0.1616883034293754,-0.8874326052925844,-0.4493419897002604
254,254,254,09-11,0.2274738139372473,-0.3126583036249459,-0.21776671540025933
255,255,255,09-12,0.323595436744759,0.527165514687396,0.003213968397140804
256,256,256,09-13,0.26041655238186423,-0.02483444487023371,-0.06667581847517562
257,257,257,09-14,0.36904446147859854,0.9242579937332488,0.009010415222860632
258,258,258,09-15,0.19154714307752427,-0.6265530654839339,-0.23794359763578635
259,259,259,09-16,0.21366408774468607,-0.4333152031043667,-0.51227175441614
260,260,260,09-17,0.0578838121497159,-1.7943823807768278,-0.6220003972087119
261,261,261,09-18,0.13520686973904816,-1.1188034259947264,-0.6007377665148134
262,262,262,09-19,0.1850629247492284,-0.683206301625665,-0.6411297252244335
263,263,263,09-20,0.3836460852207884,1.05183377789664,-0.6515032123590397
264,264,264,09-21,0.1638088922571691,-0.8689048177416544,-0.08649020909797367
265,265,265,09-22,0.20654033348235795,-0.4955561259120046,-0.024574552637182005
266,266,266,09-23,0.44589352749647176,1.595695638789569,0.2178163528704906
267,267,267,09-24,0.177726026112798,-0.7473094872299764,0.25997525616413714
268,268,268,09-25,0.3515193172673636,0.7711391314203707,0.4053182837330032
269,269,269,09-26,0.4125977446903686,1.3047871976585192,0.8925981285459317
270,270,270,09-27,0.26361988143642906,0.003153347671542482,0.7973524167265856
271,271,271,09-28,0.5411685859098788,2.4281229429655657,0.7356526366761532
272,272,272,09-29,0.3804857203880965,1.0242213678734928,0.4672516950078128
273,273,273,09-30,0.13535511791041796,-1.1175081675325702,0.08496010335152789
274,274,274,10-01,0.16720112923547722,-0.8392665185896719,-0.0499106001501159
275,275,275,10-02,0.15006776608476888,-0.98896235227919,-0.439232503860748
276,276,276,10-03,0.1710005205150845,-0.8060708733383203,-0.7562426111781582
277,277,277,10-04,0.273810701816685,0.09219152070177287,-0.39313812869830267
278,278,278,10-05,0.162786303220101,-0.8778392760309681,-0.078500373635274
279,279,279,10-06,0.3847087895515679,1.0611187273465632,0.09940191430966587
280,280,280,10-07,0.3832713879281598,1.0485600117885,0.006445979401234278
281,281,281,10-08,0.2722380802308987,0.0784513753904491,-0.2425574969368107
282,282,282,10-09,0.1071651651596488,-1.3638064827889098,-0.2400060156496467
283,283,283,10-10,0.1028132780111379,-1.4018293373264972,-0.5041946379904765
284,284,284,10-11,0.16453847444842873,-0.8625303883079842,-0.5880237182344294
285,285,285,10-12,0.20328331516305567,-0.5240130066984152,-0.7965092341659917
286,286,286,10-13,0.32570369059109944,0.5455855303247824,-0.5724658419948025
287,287,287,10-14,0.12906543601982465,-1.172461720198925,-0.47876977761612
288,288,288,10-15,0.2610218238912673,-0.019546129761774503,-0.2823672015014033
289,289,289,10-16,0.1671569002974484,-0.8396529510544011,-0.11928764165216975
290,290,290,10-17,0.2994134369923076,0.31588506838031644,-0.031525123098532816
291,291,291,10-18,0.3152744609079585,0.4544643523969858,0.6301733070909772
292,292,292,10-19,0.38597258643167337,1.072160641646604,0.6923637674265194
293,293,293,10-20,0.5834716497907968,2.7977288609381348,0.7192491127775699
294,294,294,10-21,0.3037296955204231,0.35359663225147797,0.4769029959129046
295,295,295,10-22,0.1856197943130758,-0.678340878948097,0.2141916375262164
296,296,296,10-23,0.1329878020470489,-1.138191632807676,-0.1976455815045073
297,297,297,10-24,0.13486346364303498,-1.1218037979231432,-0.6972241012516823
298,298,298,10-25,0.10315282617303022,-1.3988626725377384,-0.9092149645382794
299,299,299,10-26,0.240397564554408,-0.1997422575449148,-1.0150767449668463
300,300,300,10-27,0.15814983444607608,-0.9183485474681048,-0.7305032572921318
301,301,301,10-28,0.11292164568089295,-1.313511561519498,-0.6185186169842738
302,302,302,10-29,0.32841211495773925,0.5692492932406107,-0.35540879840460304
303,303,303,10-30,0.21176634580375608,-0.4498959560759945,-0.44417714987808415
304,304,304,10-31,0.2838374568325197,0.17979623894028646,-0.361010623270746
305,305,305,11-01,0.1794379360357141,-0.7323523663858013,-0.3902461445034796
306,306,306,11-02,0.21526253827597616,-0.4193493878240765,-0.6299507404143148
307,307,307,11-03,0.0928448223050501,-1.4889246889158991,-0.2034934080665145
308,308,308,11-04,0.16380048391586427,-0.8689782822244008,-0.2077548878697364
309,309,309,11-05,0.5046261334135486,2.1088480380108066,-0.04800695466748515
310,310,310,11-06,0.2809109833604745,0.15422736012095506,0.13009450986914134
311,311,311,11-07,0.2891411636274485,0.2261352328277065,0.4025219786620498
312,312,312,11-08,0.33756963237619203,0.6492593993956827,0.6583960823209055
313,313,313,11-09,0.27992813544807965,0.14564012384155167,0.3855804050827036
314,314,314,11-10,0.3395161533823341,0.666266339728734,0.3808441826832543
315,315,315,11-11,0.3172762270284446,0.4719539745815951,0.0814043869285823
316,316,316,11-12,0.2776584913037915,0.1258100257242593,0.08055351990969638
317,317,317,11-13,0.08350775476132179,-1.5705035417003252,0.19921840734628585
318,318,318,11-14,0.3369853189747475,0.644154197282367,-0.0488335432597319
319,319,319,11-15,0.3614185240412277,0.8576294484610886,-0.1623196459920272
320,320,320,11-16,0.16917216803979246,-0.8220453639073726,-0.16184441366461186
321,321,321,11-17,0.2393422499999112,-0.2089626418121766,0.06202911223753579
322,322,322,11-18,0.27798484620008546,0.12866141968875136,0.10724347725647954
323,323,323,11-19,0.23724776173038364,-0.22726238628743944,-0.022672821171502783
324,324,324,11-20,0.3680352466743381,0.9154403873960296,0.17072171960268245
325,325,325,11-21,0.272201487121718,0.07813165789319468,0.3072304571713517
326,326,326,11-22,0.3019814313351651,0.3383218807377387,0.45016883242190503
327,327,327,11-23,0.33308649323087786,0.6100897835998386,0.34263069525923484
328,328,328,11-24,0.3761444955762766,0.9862916711920716,0.5179877534352474
329,329,329,11-25,0.163398413576305,-0.8724912092634605,0.6117164801605864
330,330,330,11-26,0.4884576826788435,1.9675827364521044,0.3970329582245773
331,331,331,11-27,0.3365675395251329,0.6405040182452283,0.2628226234290046
332,332,332,11-28,0.15455244871838594,-0.9497792508783156,-0.024320323215052533
333,333,333,11-29,0.24092062536577746,-0.1951722251735976,0.18923280535658826
334,334,334,11-30,0.1789556656765336,-0.7365660086722711,-0.1548422417105528
335,335,335,12-01,0.3100511244878191,0.4088275621663841,-0.06948361475058279
336,336,336,12-02,0.2521720391628537,-0.09686754595074183,0.1533092637330202
337,337,337,12-03,0.3951856179728331,1.1526557800050483,-0.016445449059915986
338,338,338,12-04,0.3075503458690195,0.3869780200233022,0.0834310598274769
339,339,339,12-05,0.1243454715031262,-1.2137005019312146,0.2519472826435461
340,340,340,12-06,0.2475435664143137,-0.1373069553479138,0.20301714754834724
341,341,341,12-07,0.4257757737769288,1.4199248990627993,-0.04426152288060792
342,342,342,12-08,0.2185703916244976,-0.3904483565219347,0.13707946767090887
343,343,343,12-09,0.2253726650484016,-0.3310162425686826,0.34337818385744284
344,344,344,12-10,0.4320821101266321,1.475023963332403,0.7684160785429367
345,345,345,12-11,0.26601638116704546,0.0240917951879891,0.5925036218828156
346,346,346,12-12,0.5394285877795681,2.4129204127650485,0.6350881118554556
347,347,347,12-13,0.30497193060749234,0.3644501591020724,0.5416675620018984
348,348,348,12-14,0.24781431298047435,-0.13494141668609452,0.7709680109748837
349,349,349,12-15,0.16121824604033566,-0.8915395416900256,0.9906417977643022
350,350,350,12-16,0.5895489319898133,2.8508266571703147,0.4915608008225871
351,351,351,12-17,0.4168723136665721,1.3421345159245004,0.3773873629199638
352,352,352,12-18,0.19669616491379896,-0.5815655688852404,0.5007317252403899
353,353,353,12-19,0.2265659419221519,-0.32059046831366755,0.7749814426088696
354,354,354,12-20,0.3325182235760724,0.6051247572364624,0.24279600723739736
355,355,355,12-21,0.3495529465797926,0.7539587625208531,-0.03233267477597016
356,356,356,12-22,0.22408279563832206,-0.34228595505851905,-0.07249429978602458
357,357,357,12-23,0.2279340043257348,-0.3086375761557047,-0.22968679443019185
358,358,358,12-24,0.1691160904764428,-0.8225353189455669,-0.4201997023603956
359,359,359,12-25,0.118617603123747,-1.263745436178671,-0.7014173803598879
360,360,360,12-26,0.20168785551509927,-0.5379526903447597,-0.7358249595898617
361,361,361,12-27,0.15643315896201695,-0.9333473054761008,-0.7451824850681278
362,362,362,12-28,0.20045418010958452,-0.5487314304383618,-0.4455672395924475
363,363,363,12-29,0.2215079384189039,-0.3647827290253017,
364,364,364,12-30,0.3748699854126479,0.9751561539085152,
365,365,365,12-31,,,
