,unnamed: 0,unnamed: 0,mth_day,oscar (best actress),oscar (best actress)_norm,oscar (best actress)_ravg
26,26,26,01-27,0.4091045570880923,-1.5397976455169793,-0.17501903244291864
27,27,27,01-28,0.609805137601418,-0.5052835199734651,0.09746672394003617
28,28,28,01-29,1.0373618755727976,1.698564041261324,-0.1109430632370834
29,29,29,01-30,0.6445752674397196,-0.3260603688858837,-0.4799129850723857
30,30,30,01-31,0.4932400447635424,-1.1061200236728994,-0.3347098421351939
31,31,31,02-01,0.4942759579710877,-1.100780393646411,-0.20732667780014394
32,32,32,02-02,0.5781250916189841,-0.6685787878938283,-0.3447934677491638
33,33,33,02-03,0.7580827167958271,0.2590154660368344,-0.22138258358608
34,34,34,02-04,0.8773466730955384,0.8737633015672045,-0.2547207523966471
35,35,35,02-05,0.7882290010038548,0.4144049360926195,0.16821746155044925
36,36,36,02-06,0.4544334803968156,-1.3061490365363024,0.5585481744419213
37,37,37,02-07,0.9865879117543476,1.4368488900361671,0.4680949568491149
38,38,38,02-08,1.0324809988136232,1.6734054894550041,0.34611456568570304
39,39,39,02-09,0.6527926323092379,-0.2837038395200044,0.7185899991265331
40,40,40,02-10,0.7353580735399131,0.14188095458673305,0.8948259943721003
41,41,41,02-11,1.2218008616833895,2.6492575367376,0.6727877525011001
42,42,42,02-12,0.6595771261708893,-0.2487330650628992,0.6116519796182023
43,43,43,02-13,0.7281291651446463,0.10461943881016526,0.4188856700554458
44,44,44,02-14,0.9613172429705678,1.3065908521576168,0.4641662346116183
45,45,45,02-15,0.4284072366299056,-1.4403016968965432,0.14149624668143898
46,46,46,02-16,0.7880659218022287,0.4135643419237679,0.197659066162283
47,47,47,02-17,0.8462039377199334,0.7132376091565245,0.05732266375500417
48,48,48,02-18,0.7249522246528851,0.08824385182216496,-0.2826959842950761
49,49,49,02-19,0.5647736532100276,-0.7373989756335075,-0.226366974585002
50,50,50,02-20,0.5655259916148402,-0.733521036142865,-0.4905229111316883
51,51,51,02-21,0.4939757852040282,-1.1023276386360976,-0.3750892775827115
52,52,52,02-22,0.4805809962593854,-1.1713712773563505,-0.4928275507654768
53,53,53,02-23,0.980571927631354,1.4058394104503855,-0.41693357586192986
54,54,54,02-24,0.5879015695117423,-0.6181857872744265,-0.2534146621699025
55,55,55,02-25,0.6531163704983182,-0.2820351262122261,0.3646523629564832
56,56,56,02-26,0.7558665974658593,0.2475924460092989,0.4296030141588421
57,57,57,02-27,1.2134231528685628,2.6060745121222166,-0.11515197257748053
58,58,58,02-28,0.5561853775578038,-0.7816673701421971,-0.11640953904472068
59,59,59,02-29,0.34646183067312625,-1.8626905099675504,0.15866515550301674
60,60,60,03-01,0.5864377268413877,-0.6257311860778676,0.0050504853151632405
61,61,61,03-02,0.9733110368664644,1.3684130410741988,-0.6880982542020887
62,62,62,03-03,0.5770548090862614,-0.6740955751178223,-0.4858746676472121
63,63,63,03-04,0.4065785619543276,-1.5528179249812946,-0.2348561465334687
64,64,64,03-05,0.7915793091412542,0.4316741491870624,0.00683673907630659
65,65,65,03-06,0.6386544358576499,-0.35657938328509003,-0.15052092764901198
66,66,66,03-07,0.8677750305094507,0.8244261275807842,-0.14837582830003296
67,67,67,03-08,0.7901422954436167,0.4242670407222874,0.09769395839912544
68,68,68,03-09,0.5795517649458404,-0.6612249790239481,0.021634048575501
69,69,69,03-10,0.6930107013590824,-0.07639920478634417,0.16573216556371104
70,70,70,03-11,0.7030434389478576,-0.024685309754684262,-0.11242431293630813
71,71,71,03-12,0.8063886891635671,0.5080093186441702,-0.1841497574404378
72,72,72,03-13,0.5439930811088107,-0.8445127434193309,0.02637832803665404
73,73,73,03-14,0.7066518645595022,-0.006085626302490503,-0.15007451629937127
74,74,74,03-15,0.8246123663991791,0.6019435338386029,-0.41879127223102414
75,75,75,03-16,0.4876146371563138,-1.1351162708024958,-0.7015311543351782
76,76,76,03-17,0.39024959160929706,-1.6369858453446018,-0.7075195191141187
77,77,77,03-18,0.4772715293021122,-1.1884299739807545,-0.7224880885587189
78,78,78,03-19,0.5370224564003616,-0.8804429320929729,-0.5999707900689041
79,79,79,03-20,0.68922802952734,-0.09589704297009204,-0.3154318226966728
80,80,80,03-21,0.9672259411548344,1.3370473247774919,0.009069409889972879
81,81,81,03-22,0.8188259827738483,0.5721175334308919,0.4107845399223556
82,82,82,03-23,0.7679781357596983,0.31002155017527205,0.5949656775151728
83,83,83,03-24,0.9448792176328642,1.221860806213542,0.8377477502473885
84,84,84,03-25,0.7514144709031829,0.22464389346393024,0.7414779087430441
85,85,85,03-26,0.9718331775816548,1.3607953934232009,0.3422544034309085
86,86,86,03-27,0.8551651431505733,0.7594282757514262,0.2273920276892649
87,87,87,03-28,0.354118615562514,-1.8232234984419216,-0.11863662453538287
88,88,88,03-29,0.6342751059723998,-0.3791527042745892,-0.337047508122126
89,89,89,03-30,0.5420921527047151,-0.8543111071343444,-0.8670744502776445
90,90,90,03-31,0.4971780711637929,-1.0858214080565287,-1.0934557172128618
91,91,91,04-01,0.35486693796210106,-1.8193662595099096,-0.5878859447310165
92,92,92,04-02,0.5916509934484434,-0.5988593258598782,-0.5112640220730233
93,93,93,04-03,0.9426160231186664,1.2101951364491499,0.05762463806370035
94,94,94,04-04,0.7234651748818621,0.0805788316733698,0.7099232815988991
95,95,95,04-05,1.2042945229830468,2.5590208536859977,1.2187553077657045
96,96,96,04-06,1.2564720036083872,2.8279704531546628,1.3155749582185186
97,97,97,04-07,0.9471617003857428,1.2336258974909229,0.9635958941359491
98,98,98,04-08,0.7043517845029955,-0.017941423142994142,0.8345049493952202
99,99,99,04-09,0.5329025117475505,-0.9016792480462668,0.4954554505275115
100,100,100,04-10,0.5731996913543213,-0.6939668367710019,-0.18396707478437724
101,101,101,04-11,0.8096313884816182,0.5247238604797453,-0.387800383497334
102,102,102,04-12,0.4656051113523658,-1.2485646987166692,-0.2521548531493221
103,103,103,04-13,0.709894007022063,0.010626045213182068,-0.031048492269955038
104,104,104,04-14,0.8622469896781644,0.7959317589450774,-0.06316859807012842
105,105,105,04-15,0.7902765227231674,0.4249589172299354,-0.05227312882321502
106,106,106,04-16,0.5358109865252363,-0.8866874715720421,0.3357682523628692
107,107,107,04-17,0.8223140205433414,0.5900966759612257,0.2646526914293603
108,108,108,04-18,0.917296172175666,1.079683588399836,0.2893724149668098
109,109,109,04-19,0.627113497734842,-0.4160673203878712,0.10753939361170244
110,110,110,04-20,0.8910214418094303,0.9442501001697748,0.09639822938200372
111,111,111,04-21,0.5786177814375107,-0.666039210900709,-0.0547522909613262
112,112,112,04-22,0.5228423586063856,-0.9535344569502344,-0.3568201244078038
113,113,113,04-23,0.6463705717565424,-0.3168064460987537,-0.13474995840497864
114,114,114,04-24,0.565680734376249,-0.7327234122790298,-0.4133750633791896
115,115,115,04-25,0.8856094049301638,0.91635367562908,0.003295711520016213
116,116,116,04-26,0.5666939980375185,-0.7275005296754906,0.06722802506180454
117,117,117,04-27,1.0636342602290727,1.8339854384945256,0.22335795834530794
118,118,118,04-28,0.5972613662810594,-0.5699405756995045,0.5167151177674679
119,119,119,04-29,0.8281101969881047,0.6199731536022667,0.4414901962701235
120,120,120,04-30,0.9071567030847568,1.027419544253931,0.4417320550305939
121,121,121,05-01,0.7980454845884033,0.4650041466450132,0.11693164829860292
122,122,122,05-02,0.5669755284241809,-0.7260493771126678,0.3300508310991459
123,123,123,05-03,0.6855574689750535,-0.11481700189742056,0.21930306780208567
124,124,124,05-04,0.8453380777563465,0.7087745211037534,0.01092391858645266
125,125,125,05-05,0.6991966915919674,-0.04451342618009412,-0.06400018560018375
126,126,126,05-06,0.6645975237648337,-0.2228553510398678,0.05958761247939767
127,127,127,05-07,0.7108317240408699,0.015459521525194753,-0.2470483781254648
128,128,128,05-08,0.7108351947534581,0.015477411364820663,-0.43447910799061823
129,129,129,05-09,0.328624568005674,-1.9546329455265952,-0.6158347855777606
130,130,130,05-10,0.6271634466257616,-0.41580985808716747,-0.5524728345181102
131,131,131,05-11,0.48809359185224704,-1.1326474917029483,-0.4632793091403207
132,132,132,05-12,0.7383526134990465,0.15731635531803415,-0.7956312198989156
133,133,133,05-13,0.8146554914270182,0.5506206737919319,-0.5826651570666193
134,134,134,05-14,0.3239682408261638,-1.978634053186748,-0.2863979096408162
135,135,135,05-15,0.5765230435395283,-0.6768365685328174,-0.047682504651912185
136,136,136,05-16,0.9720268394626884,1.3617936264676511,0.2684963397407175
137,137,137,05-17,0.7659650244935877,0.29964493823047544,0.09296933583206624
138,138,138,05-18,1.1063936641649943,2.0543894216738123,0.20655755698868425
139,139,139,05-19,0.6103371314719652,-0.5025413496599759,0.4926732198228048
140,140,140,05-20,0.4561881189083429,-1.29710472624704,0.3812500022514949
141,141,141,05-21,0.9095697069357987,1.0398574084719063,0.6252452647878242
142,142,142,05-22,0.8423270863299281,0.693254321039791,0.40602238340699376
143,143,143,05-23,1.0499823595366329,1.7636165134484514,0.5773976588323373
144,144,144,05-24,0.8512120761988323,0.7390521333888296,0.6630591608034831
145,145,145,05-25,0.8098227629248579,0.5257103028920852,0.5026021598420064
146,146,146,05-26,0.5559005118979689,-0.7831357144201649,0.583959089438567
147,147,147,05-27,0.7227932534573525,0.07711540270304641,0.6783100785517967
148,148,148,05-28,0.9370288362373032,1.1813958986191542,0.5501451470740397
149,149,149,05-29,1.1598095594914888,2.3297224481278294,0.35165290434859275
150,150,150,05-30,0.7020244981044946,-0.029937455477711775,0.5531389728161298
151,151,151,05-31,0.5787722203053886,-0.6652431534605965,0.5617729288675609
152,152,152,06-01,0.7904359517241006,0.4257806963850573,0.5806234363253459
153,153,153,06-02,0.7328434206741898,0.1289191390116332,0.5245643172719161
154,154,154,06-03,0.958971356090827,1.2944989433658636,0.5895998516287432
155,155,155,06-04,1.0945551712180883,1.9933677338072515,0.6946334078668959
156,156,156,06-05,0.7777276857775594,0.36027575066325024,0.7276646159010355
157,157,157,06-06,0.7010342282753683,-0.03504181603167994,0.8491351306607166
158,158,158,06-07,0.8288852051300432,0.6239679445898957,0.6803983848157769
159,159,159,06-08,0.8742385097825891,0.8577422275697192,0.32001007836124845
160,160,160,06-09,0.7625570471384969,0.28207846829622546,0.7051314689823602
161,161,161,06-10,0.6750530656612177,-0.1689621049199191,0.9833674336380468
162,162,162,06-11,1.2260197956130678,2.6710040943899207,0.9550240159325268
163,163,163,06-12,1.0249087017925456,1.634373971902439,0.8392716866409509
164,164,164,06-13,0.7958926712625666,0.4539074383567752,0.785489750762106
165,165,165,06-14,0.7394995490803359,0.1632282518202647,0.7128971934939363
166,166,166,06-15,0.6999533640055462,-0.04061314697684392,0.3281577699341676
167,167,167,06-16,0.5905532911781151,-0.6045174485289383,0.16786587090696814
168,168,168,06-17,0.7781723061595666,0.362567553031308,0.06129251092700295
169,169,169,06-18,0.8383244316003502,0.6726225777392428,-0.226684945908984
170,170,170,06-19,0.6718382885116471,-0.18553272152301611,-0.37603831962934003
171,171,171,06-20,0.4042857052014917,-1.5646364891956568,-0.3223697048928931
172,172,172,06-21,0.5261018443375048,-0.9367333892989804,-0.5275388158876723
173,173,173,06-22,0.653025065320156,-0.2825057601102567,-0.7084227578630453
174,174,174,06-23,0.5393497014411175,-0.8684471129373665,-0.6052531598110603
175,175,175,06-24,0.6277704453553219,-0.4126810741129957,-0.002912989283868147
176,176,176,06-25,0.7919305968277731,0.4334848667888941,0.2776334760561024
177,177,177,06-26,1.1054265726272876,2.049404533967496,0.3907749716637152
178,178,178,06-27,0.8526658055117131,0.7465454027408431,0.5552843686661183
179,179,179,06-28,0.7847249423227847,0.3963432135354205,0.8687307901716815
180,180,180,06-29,0.7308432576703253,0.11860926907705167,1.1329234439793778
181,181,181,06-30,0.9926308790759728,1.4679974549203836,0.6729904359990404
182,182,182,07-01,1.0994582622931617,2.0186407896350733,0.6331319980644857
183,183,183,07-02,0.5700516400690888,-0.7101935139145299,0.5431510650086889
184,184,184,07-03,0.8062694648472493,0.5073947751335156,0.36177884091513657
185,185,185,07-04,0.6799846102952768,-0.1435423847993601,0.0806533339486956
186,186,186,07-05,0.519720897332649,-0.9696240754842632,-0.4606181931209063
187,187,187,07-06,0.6653928971936592,-0.2187555868782622,-0.4718076732741974
188,188,188,07-07,0.4694030101749013,-1.2289883727825384,-0.5198470577980671
189,189,189,07-08,0.5570267710588488,-0.777330394834277,-0.2927736907013602
190,190,190,07-09,0.7503502726967621,0.2191584679902984,-0.04109722170069618
191,191,191,07-10,0.9443043840140608,1.218897817780881,-0.12998127628814835
192,192,192,07-11,0.8126793723275039,0.5404347385197209,0.2190589926452111
193,193,193,07-12,0.5619293624949476,-0.7520599144029753,0.5713603617409274
194,194,194,07-13,0.8756956814942896,0.8652532408176183,0.5272592954703033
195,195,195,07-14,0.9671154545130348,1.3364778197400211,0.3891740593483766
196,196,196,07-15,0.6990153935497768,-0.045447929633446536,0.3104045769102681
197,197,197,07-16,0.7835692928304773,0.3903864010493209,0.4561787249663425
198,198,198,07-17,0.7209894835475504,0.06781784389106955,0.22254460668953216
199,199,199,07-18,0.7316145630135112,0.12258497393347112,0.013165995650355478
200,200,200,07-19,0.6037390092280345,-0.5365514688432436,-0.12862737539100846
201,201,201,07-20,0.7233928735735499,0.08020615350496088,-0.2564065099672275
202,202,202,07-21,0.5339639292249655,-0.89620815588163,-0.010558739967719992
203,203,203,07-22,0.6348307931596451,-0.3762884064079936,-0.09134332922713584
204,204,204,07-23,1.0071631892814443,1.5429044638881149,0.06535749635520012
205,205,205,07-24,0.6375790333253474,-0.362122561623024,-0.16951689167245845
206,206,206,07-25,0.7861431691215633,0.4036534846507723,-0.14682763278259062
207,207,207,07-26,0.449992492500375,-1.3290401746609903,-0.07151223574789578
208,208,208,07-27,0.5603748635071116,-0.7600726025424231,-0.459588669980169
209,209,209,07-28,0.7225000295667166,0.07560397580017539,-0.4875071173972114
210,210,210,07-29,0.555431325728369,-0.7855541415055242,-0.6477043104905585
211,211,211,07-30,0.6050811768034522,-0.5296332461252783,-0.4189771843473123
212,212,212,07-31,0.5996691392949629,-0.5575296739093113,-0.3593642175460176
213,213,213,08-01,0.7162372881737615,0.04332258219848693,-0.33762766216154816
214,214,214,08-02,0.6297660303228704,-0.4023948017346548,-0.2847976892980617
215,215,215,08-03,0.7478019902242247,0.2060233081069919,-0.25378865627770564
216,216,216,08-04,0.6169268971878753,-0.4685743043246052,-0.16707469034528533
217,217,217,08-05,0.641176561726723,-0.3435790480031421,-0.17332169847196413
218,218,218,08-06,0.7006066298803486,-0.037245878314789566,-0.14435807127748645
219,219,219,08-07,0.708965595347892,0.005840533438414021,-0.14131026642340075
220,220,220,08-08,0.6634805054460544,-0.2286130385677887,-0.33240760960743265
221,221,221,08-09,0.751349720632555,0.2243101372315061,-0.17894450433414044
222,222,222,08-10,0.39448422522471016,-1.6151583634287967,-0.44020780460421854
223,223,223,08-11,0.8198119242910314,0.5771995836366113,-0.4976385272138401
224,224,224,08-12,0.3964888141657496,-1.6048256799352585,-0.3435589664167977
225,225,225,08-13,0.6421146220313407,-0.33874380221931505,-0.4652859968794733
226,226,226,08-14,0.8428334395451872,0.6958643262144649,-0.22102507822380105
227,227,227,08-15,0.6096560400449448,-0.5060520455445473,-0.4506933396473001
228,228,228,08-16,0.6788107914481867,-0.1495928514947631,-0.3440954167416455
229,229,229,08-17,0.5524716207318202,-0.8008099849043833,-0.4980006581983821
230,230,230,08-18,0.5205717888517036,-0.9652381425013304,-0.5569086835041517
231,231,231,08-19,0.4629646005378276,-1.2621752509597346,-0.211507891512469
232,232,232,08-20,0.7742628444193829,0.3424161743798475,0.06579311747610746
233,233,233,08-21,1.0117122580365896,1.5663527064055487,0.29087033044952576
234,234,234,08-22,1.001596950322712,1.5142132024366957,0.8370944445126162
235,235,235,08-23,0.814467815014929,0.5496532929361267,1.2672263125759429
236,236,236,08-24,1.1563919912597262,2.3121065418772124,1.5065438302780658
237,237,237,08-25,0.9636501696531024,1.318615957420226,1.1739778072195255
238,238,238,08-26,1.0528351531614573,1.7783212805925848,0.9521507547593115
239,239,239,08-27,0.6245960713815845,-0.4290434319456928,0.813918647880061
240,240,240,08-28,0.7433840341156889,0.1832508876754124,0.4714733419631716
241,241,241,08-29,0.653561762146855,-0.2797393483393769,0.24293296016758656
242,242,242,08-30,0.7577760420257367,0.2574347063758764,0.03216069595087175
243,243,243,08-31,0.6976227496426929,-0.05262633335328423,-0.01628397811350921
244,244,244,09-01,0.8074903208005961,0.5136876952922961,-0.36819472966358796
245,245,245,09-02,0.5682051108286279,-0.7197114763319785,-0.31788032652676074
246,246,246,09-03,0.3337500404500661,-1.9282136216250605,-0.5186747337171979
247,247,247,09-04,0.7121291398272943,0.022147070481586862,-0.4729079138555737
248,248,248,09-05,0.5240457153425092,-0.9473317367667464,-0.8312646602659503
249,249,249,09-06,0.7508966127307445,0.2219745858164605,-0.7709971113094607
250,250,250,09-07,0.3903530081652029,-1.6364527831699636,-0.08371053872638923
251,251,251,09-08,0.638358229648506,-0.358106182593041,0.17048559268414612
252,252,252,09-09,1.1337709044897868,2.1955058138733685,0.7439944266316679
253,253,253,09-10,1.0080205725993652,1.547323858944799,0.7785784598532253
254,254,254,09-11,1.1916260976344275,2.4937212669183846,0.9634400119026156
255,255,255,09-12,0.7911533982458501,0.42947878514580495,0.8135460017727255
256,256,256,09-13,0.6055370441961139,-0.5272834708736223,0.4410070803978461
257,257,257,09-14,0.4638773940229868,-1.2574702433723814,0.32845275915560096
258,258,258,09-15,0.7001251420727813,-0.03972771437590784,-0.1843372613158715
259,259,259,09-16,0.8770041830412213,0.8719979314913284,0.0061295991360300435
260,260,260,09-17,0.5947241187310816,-0.5830188559104503,0.2356047850838437
261,261,261,09-18,1.0128621706098635,1.5722799478572145,0.8321201155050698
262,262,262,09-19,0.8726526024816,0.8495676448132595,0.6933601019089833
263,263,263,09-20,1.1582379840501509,2.3216217391549754,0.4695573769417435
264,264,264,09-21,0.5386045909668788,-0.8722877959524269,0.528657642606195
265,265,265,09-22,0.6164915285748138,-0.4708184183121105,0.2773664466007192
266,266,266,09-23,0.6635184870309753,-0.2284172619237419,0.22467204651889905
267,267,267,09-24,0.7203521641968161,0.06453277182435932,-0.24639585873461545
268,268,268,09-25,0.8113148415457612,0.5334012443223385,0.06453460589259499
269,269,269,09-26,0.6099017184864194,-0.5047856923661114,0.11088990376986647
270,270,270,09-27,0.9005363802530234,0.9932949918108356,0.1719089335115228
271,271,271,09-28,0.6704503965928718,-0.1926866310484817,0.1042982366450463
272,272,272,09-29,0.7345463505804045,0.13769691652619606,-0.2026189734008997
273,273,273,09-30,0.6416514150723912,-0.3411314093744997,-0.29925773086294977
274,274,274,10-01,0.4540545932525501,-1.3081020159533376,-0.4565473539795562
275,275,275,10-02,0.4974114919511562,-1.084618237138412,-0.4492622919795445
276,276,276,10-03,0.7174468435008413,0.049557253111196915,-0.3234146791311387
277,277,277,10-04,0.678930413267616,-0.14897625904841147,-0.20446610487622333
278,278,278,10-05,0.8810365047382595,0.892782593616631,0.3977370490089707
279,279,279,10-06,0.7801108946371665,0.3725600361549925,0.3328209056450818
280,280,280,10-07,1.1550359694607202,2.3051169073578266,0.050265498623157885
281,281,281,10-08,0.4218472787454231,-1.4741150973217454,-0.03933962929016449
282,282,282,10-09,0.3885444178136988,-1.6457751890203467,-0.05004911693047822
283,283,283,10-10,0.5746275289755746,-0.6866070265283458,0.09965390017182978
284,284,284,10-11,0.8685703604875059,0.8285256677747488,-0.4717707409442205
285,285,285,10-12,0.9543694090170116,1.2707781387688404,-0.4846762125132663
286,286,286,10-13,0.4898816461322305,-1.1234309393384747,-0.24726841349159945
287,287,287,10-14,0.4068249475558228,-1.5515479267360206,-0.15790718785365085
288,288,288,10-15,0.6648937604019763,-0.22132839489034534,-0.2361792507487525
289,289,289,10-16,0.6786465041722405,-0.15043967270065453,-0.5955158596399415
290,290,290,10-17,0.7774594820192061,0.3588932904041387,-0.4959309809781242
291,291,291,10-18,0.5360915089471899,-0.8852415145782931,-0.4385716155152872
292,292,292,10-19,0.6058012404477272,-0.5259216673675706,-0.4710424249498573
293,293,293,10-20,0.4735928591503746,-1.2073917339589983,-0.637347991116103
294,294,294,10-21,0.6270968266974786,-0.4161532514977657,-0.4104819694709692
295,295,295,10-22,0.4850621566141431,-1.1482730696981287,-0.4804742626239121
296,296,296,10-23,1.0415378998117442,1.720089420274941,-0.4607915425919121
297,297,297,10-24,0.4546185148889936,-1.30519527349595,-0.3342717010975169
298,298,298,10-25,0.6287124790995625,-0.4078253471755698,-0.2635428744470046
299,299,299,10-26,0.6208655063230069,-0.4482726849926283,0.043353408390112716
300,300,300,10-27,0.7094271664228617,0.00821970840530828,0.1271847379671234
301,301,301,10-28,0.8422980450488077,0.6931046273245752,0.4709969642352254
302,302,302,10-29,1.1391199207578793,2.2230773977370046,1.2329656899888153
303,303,303,10-30,0.854825597784071,0.7576780841126619,1.3427096125383229
304,304,304,10-31,1.5156654659119906,4.163987007345969,1.227882862100043
305,305,305,11-01,0.7486105129091107,0.21019085030441706,1.3850818946612753
306,306,306,11-02,0.5757656054887546,-0.6807407942243698,1.1479872391067418
307,307,307,11-03,1.02528213185147,1.6362988226919672,0.9620984423450576
308,308,308,11-04,0.8631350859559288,0.8005094644098053,0.19630816278700405
309,309,309,11-05,0.6384458200711699,-0.35765469645744336,-0.07542883760472588
310,310,310,11-06,0.6242640831922613,-0.4307546700023539,-0.1571810527701249
311,311,311,11-07,0.4323010162345233,-1.4202311520459625,-0.4882794116709378
312,312,312,11-08,0.4806037320827694,-1.171254085216764,-0.5244559513985652
313,313,313,11-09,0.6398743474764224,-0.3502913307129105,-0.5326449584514661
314,314,314,11-10,0.8210245781628124,0.5834502260440413,-0.3110787834096555
315,315,315,11-11,0.6289135859792588,-0.4067887387748481,-0.049929861491127686
316,316,316,11-12,0.8821733307608952,0.8986423802485091,0.1456785369302339
317,317,317,11-13,0.7362856923370812,0.14666237946520438,0.17162314466716275
318,318,318,11-14,0.70829739897682,0.0023963053114053052,0.04563336545635527
319,319,319,11-15,0.6700745992009105,-0.19462368429133728,0.1591204402248853
320,320,320,11-16,0.6743689383682187,-0.1724884492208035,0.19414952961108167
321,321,321,11-17,0.7610157268263156,0.2741337098363321,0.3570081055501615
322,322,322,11-18,0.922948174145286,1.1088169165656874,0.363974715783052
323,323,323,11-19,0.9258576465066252,1.123813835099683,0.3665123698719798
324,324,324,11-20,0.7164067288550366,0.04419596670874838,0.1953817391045168
325,325,325,11-21,0.6730284997976118,-0.1793977597577706,0.2573228333847776
326,326,326,11-22,0.4751680801647794,-1.199272233825582,0.2045327231073418
327,327,327,11-23,0.8331168993829358,0.6457802755178973,-0.18416939151494985
328,328,328,11-24,0.8614990038549677,0.7920762549010725,-0.3399696740869056
329,329,329,11-25,0.4733974734154279,-1.2083988526340668,-0.3167593959567723
330,330,330,11-26,0.5350508263056919,-0.8906057287229859,-0.14785214275653658
331,331,331,11-27,0.7000459151015127,-0.04013609097697085,-0.4243045760832935
332,332,332,11-28,0.6717808644651675,-0.18582871462416736,-0.7536911711339859
333,333,333,11-29,0.5113185064000392,-1.0129343244426439,-0.7285703894250961
334,334,334,11-30,0.4780837606542057,-1.184243315403082,-0.5671055791544979
335,335,335,12-01,0.5026387685167811,-1.057674162380728,-0.516082945396476
336,336,336,12-02,0.7230003981112435,0.07818313290060247,-0.4214838076541139
337,337,337,12-03,0.7594376931065184,0.26599971157116153,-0.3189837573995845
338,338,338,12-04,0.7818969163903774,0.381766111830005,-0.4410259397120069
339,339,339,12-05,0.630631442284338,-0.3979340229154669,-0.2982557167975233
340,340,340,12-06,0.3360232344665269,-1.9164964092776169,-0.4252037051210309
341,341,341,12-07,0.6688273158441527,-0.2010528248938261,-0.6284246740249767
342,342,342,12-08,0.5752293760105588,-0.683504797040443,-0.6792462609282924
343,343,343,12-09,0.5228827804701698,-0.9533261018525137,-0.7501277712704821
344,344,344,12-10,0.7227391625680502,0.07683659041011072,-0.3638739407056398
345,345,345,12-11,0.5481233744556959,-0.8232230849686051,-0.2770793190952456
346,346,346,12-12,0.7856335361864654,0.4010265741114376,0.03022159775052552
347,347,347,12-13,0.7698586919028714,0.3197149047685389,0.1511334514114406
348,348,348,12-14,0.9329362697902084,1.1603007040341835,-0.011090215688080442
349,349,349,12-15,0.663627572376835,-0.2278549798870229,0.2993447274283095
350,350,350,12-16,0.5339062601109543,-0.8965054121870156,0.2678620599268685
351,351,351,12-17,0.9094783627929336,1.0393865737297348,0.3013631006211883
352,352,352,12-18,0.7489868274313142,0.2121305691027916,-0.08124983576114238
353,353,353,12-19,0.8088548437144363,0.5207211489344578,-0.17117379023311174
354,354,354,12-20,0.4875640711061301,-1.1353769142598005,0.043852073123666915
355,355,355,12-21,0.5589535650204087,-0.7673987067188391,-0.14336329647820947
356,356,356,12-22,0.7842024012781594,0.3936497679536566,-0.3961258046687128
357,357,357,12-23,0.6915544170544105,-0.08390564388152355,-0.5068690233780598
358,358,358,12-24,0.45476417233212396,-1.3044444800402282,-0.27582364038791624
359,359,359,12-25,0.6799466283459729,-0.14373816332162495,-0.17501876746677966
360,360,360,12-26,0.7565073828275611,0.2508953836810616,-0.4859253311876098
361,361,361,12-27,0.6762932669015106,-0.16256946919201995,-0.6034709752420104
362,362,362,12-28,0.4222984333179893,-1.4717896143713245,-0.4587809657416491
363,363,363,12-29,0.5547279876261814,-0.7891795082079275,
364,364,364,12-30,0.6231874051378299,-0.4363044230380606,
365,365,365,12-31,,,
