,unnamed: 0,unnamed: 0,mth_day,love story,love story_norm,love story_ravg
0,0,0,01-01,,,
1,1,1,01-02,3.916453692942682,-0.7604281450898921,
2,2,2,01-03,3.8218765811617135,-0.92845920227884,
3,3,3,01-04,3.3269781061288093,-1.8077238826548336,
4,4,4,01-05,3.3964909743624503,-1.684223381131957,-1.2725760434365303
5,5,5,01-06,3.649031170173083,-1.2355461558954812,-1.4573359096368992
6,6,6,01-07,3.65830176394364,-1.2190754935681782,-1.5868704258791575
7,7,7,01-08,3.292495664804362,-1.8689873422921024,-1.2716360196088383
8,8,8,01-09,3.3844217215510297,-1.7056662997323933,-1.2157982507540148
9,9,9,01-10,4.3915655762478485,0.08368255496708217,-1.0781702977455236
10,10,10,01-11,3.5850623609238323,-1.3491967680030164,-0.8433537113905571
11,11,11,01-12,4.1138186153142415,-0.4097784378445328,-0.4947049374028474
12,12,12,01-13,4.451307827486266,0.18982402456162112,-0.21577318521255887
13,13,13,01-14,4.469927787938149,0.22290530163415545,-0.1685212255693902
14,14,14,01-15,4.3264104210507055,-0.032075786590662035,-0.2790916522793833
15,15,15,01-16,4.551141571678854,0.36719431282609416,-0.07609374197487727
16,16,16,01-17,3.2116516909596085,-2.0126193282629754,0.021992234380430086
17,17,17,01-18,4.799368883533405,0.8082090239825033,-0.15469014100446768
18,18,18,01-19,4.782556889597557,0.7783398826934653,-0.4785458736295391
19,19,19,01-20,3.873248493786682,-0.8371889506752309,-0.5501570163190425
20,20,20,01-21,3.2327076138031225,-1.9752101823410904,-0.4800394112209741
21,21,21,01-22,4.309301456159299,-0.062472543310925985,-1.0709552362308097
22,22,22,01-23,3.448447936348344,-1.5919136976745645,-1.4259382924357693
23,23,23,01-24,2.803769511486823,-2.7372859260765106,-1.7470209256515907
24,24,24,01-25,3.58373307397542,-1.3515584545362924,-1.8456362960432315
25,25,25,01-26,2.788910802864476,-2.7636847499701584,-2.148002278582369
26,26,26,01-27,2.8996707193783995,-2.5669024046909334,-1.8350338651990632
27,27,27,01-28,3.2881723217799523,-1.8766684385457544,-1.5772785749222349
28,28,28,01-29,4.505382854630055,0.28589678262527296,-1.6655316224566288
29,29,29,01-30,3.674242552904459,-1.1907541844155405,-1.2937240856616772
30,30,30,01-31,3.2856910876436065,-1.8810767397426564,-0.9923291393298254
31,31,31,02-01,4.044553071266819,-0.5328395292004493,-0.5363593179865619
32,32,32,02-02,3.917520538560083,-0.7585327266998231,-0.6650889388856444
33,33,33,02-03,4.828041539412875,0.8591504895138266,-0.789712637695866
34,34,34,02-04,4.0706462309735,-0.4864809427692221,-0.7368948862907354
35,35,35,02-05,3.2533721606050805,-1.9384963772768693,-0.8767652646659775
36,36,36,02-06,3.4640634836362785,-1.5641702313118735,-0.8279414771735323
37,37,37,02-07,3.5721926648605336,-1.3720617994519022,-1.2344642598005189
38,38,38,02-08,4.082404800475453,-0.4655900017451514,-1.154613135993632
39,39,39,02-09,3.455161383902502,-1.579986206248093,-0.7924948943414067
40,40,40,02-10,4.340313831301491,-0.0073741999279004124,-0.478592882662936
41,41,41,02-11,4.476292422785848,0.2342130726364811,-0.10650331921424257
42,42,42,02-12,4.524151284431405,0.3192418387589509,0.4026410019590085
43,43,43,02-13,4.828787373846267,0.8604755812402582,0.6279839224020526
44,44,44,02-14,5.8018511997955455,2.5892759252943547,0.4328250250126229
45,45,45,02-15,4.216173649099152,-0.2279286835898288,0.26780782055331964
46,46,46,02-16,3.681236926273321,-1.1783275842644791,0.06329198605350875
47,47,47,02-17,3.9190079236096977,-0.7558901541193384,-0.07677806574891774
48,48,48,02-18,3.8334747893576577,-0.9078531682399144,-0.5301986132111075
49,49,49,02-19,4.355752644382385,0.020055270425699327,-0.4870945213288821
50,50,50,02-20,4.270591210653264,-0.1312473594787833,-0.4139016001632285
51,51,51,02-21,4.36174175719877,0.03069586770352388,-0.33820434382848125
52,52,52,02-22,3.9284189128346094,-0.7391700572705581,-0.29597479706411256
53,53,53,02-23,4.17464737480354,-0.3017066161108552,-0.19324711659312946
54,54,54,02-24,3.976089445181748,-0.6544758876537021,0.1270388174816387
55,55,55,02-25,4.702677343236546,0.6364213532515978,0.4571840003590357
56,56,56,02-26,5.352238345258809,1.7904682449698257,0.5051953817154026
57,57,57,02-27,5.476684853575264,2.0115669649679058,0.4207425870851325
58,58,58,02-28,4.090559573874208,-0.4511017691323565,0.5726210876047806
59,59,59,02-29,3.889439335352336,-0.8084233838924758,0.2314935521165667
60,60,60,03-01,4.489002837303784,0.2567951154641865,-0.2940454877242979
61,61,61,03-02,3.550645417882801,-1.4103438596776858,-0.5073221256996141
62,62,62,03-03,3.5774248549026546,-1.362765994075362,-0.5570466714368411
63,63,63,03-04,4.756421989048556,0.7319071371160093,-0.5408604670147932
64,64,64,03-05,3.9226333345543187,-0.7494490435557185,-0.5110213509596283
65,65,65,03-06,3.944102246740635,-0.7113061573601879,-0.4226680587956535
66,66,66,03-07,4.589773401810364,0.4358298117951756,-0.002782606270201585
67,67,67,03-08,3.849025943328608,-0.8802241066938368,-0.1968277680738028
68,68,68,03-09,4.995432479554338,1.1565467210773497,-0.1306812596155644
