,unnamed: 0,unnamed: 0,mth_day,christianity,christianity_norm,christianity_ravg
96,96,96,04-06,0.9913527774156892,1.7770401006042882,1.0251937878206754
97,97,97,04-07,0.7141294632593074,0.3092803369338993,1.3004485698192942
98,98,98,04-08,0.9832646985417988,1.7342177399647636,1.47376311455001
99,99,99,04-09,1.0370011697949189,2.01872566667712,1.5124924359080203
100,100,100,04-10,0.9060464044903648,1.3253852239375252,1.2485832298415749
101,101,101,04-11,1.0165233058076055,1.9103055473305264,1.3546447225279843
102,102,102,04-12,0.6922774659662221,0.1935848642056128,1.0198100210235492
103,103,103,04-13,0.8343237317002383,0.9456492930523578,0.6151552493539465
104,104,104,04-14,0.6038130146497431,-0.2747904690618499,0.5694786111667253
105,105,105,04-15,0.5784258375038246,-0.4092029633404951,0.11489721539180645
106,106,106,04-16,0.8542833190132771,1.0513253948141978,0.016326141281070725
107,107,107,04-17,0.5013685882177717,-0.8171828273189864,-0.01238653409011379
108,108,108,04-18,0.580571720156982,-0.39784158045880136,0.0956012493295197
109,109,109,04-19,0.8017850701765384,0.7733732408252507,0.3422593380344277
110,110,110,04-20,0.7261902535507347,0.3731362314559512,0.15438683932218958
111,111,111,04-21,0.8579513068896,1.0707455688889531,0.20608591943213286
112,112,112,04-22,0.6413766648550837,-0.07590959745923091,0.19949782559759602
113,113,113,04-23,0.5599566106516664,-0.5069883466593263,0.2355770172073005
114,114,114,04-24,0.5731057577345632,-0.4373701434660234,0.3045764211176957
115,115,115,04-25,0.8426718419127265,0.9898483904834782,0.11047199683637356
116,116,116,04-26,0.8043838812831957,0.7871326549183221,0.04062025495329772
117,117,117,04-27,0.637982318270689,-0.09388097679897947,0.5001505776746906
118,118,118,04-28,0.5622171244572817,-0.4950200487576861,0.4645683119816174
119,119,119,04-29,1.080719703522978,2.250193589669032,0.33281614853973274
120,120,120,04-30,0.5327821276769052,-0.6508637376244631,-0.07423431946335074
121,121,121,05-01,0.693363601011112,0.19933540983217052,0.024088042819008903
122,122,122,05-02,0.3430936242732806,-1.6551701531001788,0.1174225981240719
123,123,123,05-03,0.749406211208476,0.4960531968951784,-0.26258254902919953
124,124,124,05-04,0.6679885812886555,0.06498728307269187,-0.1925262832356942
125,125,125,05-05,0.6500785772386192,-0.029837293250597238,-0.05865952147438349
126,126,126,05-06,0.6121734449540449,-0.2305261428634313,0.13567926609347056
127,127,127,05-07,0.8450682120901793,1.0025359804000349,-0.00046358834878549676
128,128,128,05-08,0.5633282052675262,-0.4891374276930546,-0.21546865294191572
129,129,129,05-09,0.5951222163421293,-0.3208039297583579,-0.3466111108331372
130,130,130,05-10,0.42433392590610186,-1.22504310448609,-0.5282786303933346
131,131,131,05-11,0.5014612856228404,-0.8166920405979254,-0.5597928265775403
132,132,132,05-12,0.4062985882086587,-1.3205312602246155,-0.6367266996745578
133,133,133,05-13,0.8093547249430204,0.8134508032948006,-0.7517405611618521
134,134,134,05-14,0.4761428342058166,-0.9507406662751596,-0.5605163350620773
135,135,135,05-15,0.4647826690485123,-1.0108870986821241,-0.3157803021540841
136,136,136,05-16,0.6410389277129516,-0.07769774788744112,-0.26982377917605443
137,137,137,05-17,0.7788085837933957,0.6517241568500342,-0.5516957351013697
138,138,138,05-18,0.4583788533409341,-1.0447921223564376,-0.4494523650005447
139,139,139,05-19,0.4899231133530512,-0.8777809322570911,-0.4523286056975242
140,140,140,05-20,0.5920102122799579,-0.3372804456702099,-0.4815635682644496
141,141,141,05-21,0.4615231670588917,-1.0281445428640017,-0.7866018555172052
142,142,142,05-22,0.6079083838215978,-0.2531075232889931,-0.7608092899800575
143,143,143,05-23,0.4331237093477482,-1.1785055666664996,-0.46283038571489504
144,144,144,05-24,0.4876082981415867,-0.8900367291335513,-0.5029259597524548
145,145,145,05-25,0.8276079365798567,0.9100924933338836,-0.4508171834485801
146,146,146,05-26,0.5465718720577182,-0.5778538898955682,-0.3948196009622256
147,147,147,05-27,0.5205754780207462,-0.7154918850407536,-0.1402905975008237
148,148,148,05-28,0.6713676873909743,0.08287797162913449,-0.1345819471972161
149,149,149,05-29,0.7215688989557804,0.34866845410191155,-0.2041969278183139
150,150,150,05-30,0.4940776305038601,-0.8557848273119057,-0.3250407209928776
151,151,151,05-31,0.7487167060649143,0.4924026096072969,-0.3232558397450702
152,152,152,06-01,0.4096255501801931,-1.30291664894295,-0.3545410544218593
153,153,153,06-02,0.5225981960723245,-0.7047825975539096,-0.5230997745073896
154,154,154,06-03,0.6359136937138141,-0.10483331643160013,-0.14326479035848574
155,155,155,06-04,0.5305495993319125,-0.6626838664112706,-0.13808734544995038
156,156,156,06-05,0.9245259194321944,1.4232250775815178,-0.01965784775065941
157,157,157,06-06,0.7545840495032587,0.5234672790585091,-0.01429801153578423
158,158,158,06-07,0.5438358698471079,-0.5923396627472042,-0.04053226870588123
159,159,159,06-08,0.528672234599341,-0.6726235802646585,0.08949340419009444
160,160,160,06-09,0.6061837015292416,-0.2622388594521821,-0.08772232090839294
161,161,161,06-10,0.6779012934899387,0.11747017096458345,-0.16761681791529254
162,162,162,06-11,0.7236960621962595,0.35993072699059353,0.12462386099233605
163,163,163,06-12,0.664043549110783,0.04410029701711138,0.2403087363086568
164,164,164,06-13,0.8750178447589532,1.1611044106985675,0.4396633830603733
165,165,165,06-14,0.6597722088325639,0.021485671633266062,0.5665497635012549
166,166,166,06-15,0.8321025088146407,0.9338890210581164,0.4699329973669937
167,167,167,06-16,0.8216953820504479,0.8787884536098728,0.5543995916790264
168,168,168,06-17,0.6142050374096166,-0.21976986981497332,0.3643809759372749
169,169,169,06-18,0.7597653823028644,0.5508998628893078,0.1654901108922212
170,170,170,06-19,0.6596791018207755,0.020992716248057847,-0.01129473758602728
171,171,171,06-20,0.4343789825241688,-1.1718595186370555,-0.13797812007801927
172,172,172,06-21,0.6317609428411249,-0.1268200698113746,-0.02089799333640189
173,173,173,06-22,0.6781313410721835,0.11868815865792084,-0.2704576055583168
174,174,174,06-23,0.7468861813973567,0.4827108906347309,-0.2945738598985456
175,175,175,06-24,0.47695175915216,-0.946457810442182,-0.2365434035062731
176,176,176,06-25,0.6323493379777418,-0.1237048097933146,-0.17461049114073354
177,177,177,06-26,0.5001420420163183,-0.8236767802834207,0.028894935135506387
178,178,178,06-27,0.7019464635767403,0.24477740438186285,0.2934858200243161
179,179,179,06-28,0.908754022457156,1.3397207163153604,0.7106359658564565
180,180,180,06-29,1.04673400589836,2.0702561999675893,0.5479948325842877
181,181,181,06-30,0.9496874838563848,1.55644306455066,0.42212956634903337
182,182,182,07-01,0.44803614817707504,-1.0995516094263271,0.3211160707829666
183,183,183,07-02,0.3575051319173915,-1.5788683776949473,0.10395151822432468
184,184,184,07-03,0.5874728417682822,-0.3613035690145377,-0.4569993424452208
185,185,185,07-04,0.6626521256710791,0.03673340096350902,-0.9744714701307632
186,186,186,07-05,0.41103601012495256,-1.2954489640496842,-0.9284417705698472
187,187,187,07-06,0.36326179579226203,-1.5483897015625945,-0.5478898081337396
188,188,188,07-07,0.500199340728381,-0.8233734120608319,-0.5789968835745202
189,189,189,07-08,0.7887659370430347,0.7044433969216984,-0.5960617035996084
190,190,190,07-09,0.5522207245178093,-0.5479460216592218,-0.19153775991244346
191,191,191,07-10,0.6433134052076961,-0.0656555191870206,-0.1568770220250687
192,192,192,07-11,0.8694630815039818,1.131694698073306,0.2688318694472294
193,193,193,07-12,0.4025411037529135,-1.3404252742383458,-0.024803922671226386
194,194,194,07-13,0.9826342705346156,1.7308799367729568,-0.02969103865029417
195,195,195,07-14,0.4560029490083263,-1.0573713557890363,-0.11244233270804996
196,196,196,07-15,0.5466823965628483,-0.5772687175336285,-0.15728025898249584
197,197,197,07-16,0.5495354373525747,-0.5621632835335554,-0.03694155696565885
198,198,198,07-17,0.8186504669493313,0.8626671404266308,-0.3127551483829838
199,199,199,07-18,0.5389150306861354,-0.6183930621373239,0.10003303996678203
200,200,200,07-19,0.670068305198932,0.0759983882690075,0.11432468703676095
201,201,201,07-20,0.9237954820292644,1.4193577743095585,0.0858748493594953
202,202,202,07-21,0.5628784166346288,-0.4915188351137551,-0.17245774936860736
203,203,203,07-22,0.5172946368483561,-0.7328623095971493,-0.1961944411978921
204,204,204,07-23,0.5258948500698464,-0.6873284519419851,-0.2999276880345847
205,205,205,07-24,0.5120154063515604,-0.7608132131130323,-0.3424851051780394
206,206,206,07-25,0.5525125231640409,-0.5464010927511483,-0.19655637146646407
207,207,207,07-26,0.8755672562073162,1.16401327144883,0.012618341830053356
208,208,208,07-27,0.7282522667352853,0.3840535671556965,-0.06729485245589012
209,209,209,07-28,0.7543420421243892,0.5221859701819557,0.11847535122376775
210,210,210,07-29,0.4353331609714644,-1.1668076176576458,0.017041011163809128
211,211,211,07-30,0.7225396330416143,0.3538080089649151,-0.2227270129191853
212,212,212,07-31,0.4375619790080887,-1.1550071331109002,-0.3146728022410552
213,213,213,08-01,0.6038499578718032,-0.2745948730491369,-0.5804793626437895
214,214,214,08-02,0.6240546300261597,-0.16762116877552274,-0.4294615858848633
215,215,215,08-03,0.4531165524090205,-1.07265339223445,-0.3068392108333236
216,216,216,08-04,0.606474173033053,-0.2607009571040895,0.00037642119066831164
217,217,217,08-05,0.8615015342038617,1.0895422592741544,-0.19548639244056773
218,218,218,08-06,0.7857143310961281,0.6882866590330513,-0.28321503523421543
219,219,219,08-07,0.3818882731650469,-1.4497717548365532,-0.08220443074021917
220,220,220,08-08,0.5246360778747684,-0.6939930255374089,-0.0674726650173855
221,221,221,08-09,0.6809119750838607,0.13341023472952734,-0.3397115832273732
222,222,222,08-10,0.6231689579078472,-0.1723103627670875,-0.09864100196097077
223,223,223,08-11,0.5529865700391843,-0.5438912499857715,0.4972005199636793
224,224,224,08-12,1.0589077533650002,2.1347101466314657,0.4469486882044402
225,225,225,08-13,1.0571261377330314,2.125277376711346,0.35464475421833824
226,226,226,08-14,0.4676881507512384,-0.9955040160928428,0.27369353337273955
227,227,227,08-15,0.5763084706575922,-0.42041336918708455,0.5229154421912877
228,228,228,08-16,0.5314309244096281,-0.6580176878406797,0.05789249200484802
229,229,229,08-17,0.8354174905473971,0.9514402029255172,-0.4380441475198675
230,230,230,08-18,0.5319201361799322,-0.6554275544871726,-0.17256025201910838
231,231,231,08-19,0.4951055582474021,-0.8503424604369457,-0.013195749234157405
232,232,232,08-20,0.7685479802174237,0.5973993569117113,0.44608229683653294
233,233,233,08-21,0.7569084164298459,0.5357736475226212,0.4041769037838865
234,234,234,08-22,1.0519081245718338,2.0976505885834618,1.009041281604323
235,235,235,08-23,0.7879281715295637,0.7000078446096384,1.0825512531660124
236,236,236,08-24,1.2173831591552997,2.9737587124354468,1.1884821835527155
237,237,237,08-25,0.5784107902517694,-0.40928263106681,1.2284263023164232
238,238,238,08-26,0.8885942888314495,1.2329849392319316,0.9305911930723584
239,239,239,08-27,0.8021751198461051,0.775438360104865,0.7941943161078484
240,240,240,08-28,0.7143862571636626,0.31063993311907345,0.5455879652110303
241,241,241,08-29,0.6333563054438283,-0.1183734171774214,0.6982160676142438
242,242,242,08-30,0.9356498201369504,1.482120607054538,0.8051313474586812
243,243,243,08-31,0.7513767050925324,0.5064859833524716,0.6303952857966687
244,244,244,09-01,1.0097561122281344,1.874476618298556,0.6451905643561551
245,245,245,09-02,0.6041553431132614,-0.27297800986721044,0.8886625801785019
246,246,246,09-03,0.7311530180096102,0.3994116044759917,0.5379411493165686
247,247,247,09-04,0.9092711552765564,1.3424586777566592,0.4133077407173877
248,248,248,09-05,0.5381944879397623,-0.6222079781170616,0.06771918830764234
249,249,249,09-06,0.6101357986103848,-0.2413144682426139,-0.053073576487064365
250,250,250,09-07,0.6181176184982407,-0.19905469615991572,-0.3247832108775819
251,251,251,09-08,0.4672668491865909,-0.9977345986354508,-0.6309708937890376
252,252,252,09-09,0.4232378651418276,-1.2308462018671134,-0.3398233585545998
253,253,253,09-10,0.562283727313629,-0.4946674197120751,-0.17969879801189473
254,254,254,09-11,0.8681376569403193,1.1246772332895658,-0.3875857137122964
255,255,255,09-12,0.7915970804231958,0.7194328950136164,-0.08046843005038858
256,256,256,09-13,0.38252961084187703,-1.4463761903623256,0.4017762012248831
257,257,257,09-14,0.815307747917397,0.844969103335996,0.4929558401370304
258,258,258,09-15,0.9697419657118254,1.6626215857845164,0.15373108815221045
259,259,259,09-16,0.6656131234796521,0.05241041376080925,-0.3143160692150128
260,260,260,09-17,0.4837109449533011,-0.910671278619354,-0.3616072208639093
261,261,261,09-18,0.2611822781165417,-2.0888500491897237,-0.304721897108402
262,262,262,09-19,0.3289368767383281,-1.7301231002557054,-0.6009127141385262
263,263,263,09-20,0.8797730849651644,1.18628104586904,-0.6334063971835552
264,264,264,09-21,0.6340834937241018,-0.11452331639622935,-0.5266004385050573
265,265,265,09-22,0.628789632091536,-0.14255168450936467,-0.0594917043030682
266,266,266,09-23,0.6047488800543154,-0.2698355265483664,0.11247867805332007
267,267,267,09-24,0.7905336116469565,0.7138023560222121,-0.2350390107426177
268,268,268,09-25,0.5238224452636314,-0.6983008061173759,-0.4762244393613258
269,269,269,09-26,0.4859483959367871,-0.8988250869065864,-0.21113303657841573
270,270,270,09-27,0.3607599206045947,-1.5616358881084775,-0.2579507795062352
271,271,271,09-28,0.9292046688823086,1.4479967321880955,-0.26929805658348666
272,272,272,09-29,0.5516926367492853,-0.5507419841152831,-0.17279476413517145
273,273,273,09-30,0.7776743011417824,0.6457186935587028,0.3093055625515316
274,274,274,10-01,0.6331848759081016,-0.11928105142748448,0.5738603425407073
275,275,275,10-02,1.0322889632204209,1.9937768732136318,0.28801048877213503
276,276,276,10-03,0.6605668292002236,0.025692791826576668,0.11833791824117824
277,277,277,10-04,0.6052651014914845,-0.2671023904233379,-0.2246596235520736
278,278,278,10-05,0.35941106524851235,-1.5687774073010234,-0.25104182846793005
279,279,279,10-06,0.3889720721926692,-1.4122665572008082,-0.6605594928846755
280,280,280,10-07,0.6032872218264669,-0.2775742809226236,-0.72384326809953
281,281,281,10-08,0.5682027539706389,-0.4633291132868409,-0.7267893660984376
282,282,282,10-09,0.5888504420980798,-0.3540098594625503,-0.4099727176330265
283,283,283,10-10,0.6019264336605408,-0.28477897841678346,-0.3096995483985609
284,284,284,10-11,0.7184437766284741,0.33212248349144297,-0.12462931367804507
285,285,285,10-12,0.5026067186144857,-0.8106275417940147,-0.0521568781649458
286,286,286,10-13,0.8130182081533648,0.8328471274004717,0.28927696902462324
287,287,287,10-14,0.6503321974472125,-0.028494500208245194,0.6230210613806394
288,288,288,10-15,0.975780612930772,1.6945932236748642,0.7652878601867349
289,289,289,10-16,0.9801421838934612,1.7176855757193137,0.93963265377757
290,290,290,10-17,0.8796677361713594,1.185723276328016,0.7947614641207801
291,291,291,10-18,0.7001830905037025,0.2354412197509965,0.9576426393090752
292,292,292,10-19,0.6488428206689641,-0.036380010540268716,0.4548711371710045
293,293,293,10-20,0.8349174149345845,0.9487925509215264,0.1816517112983844
294,294,294,10-21,0.4060144201136816,-1.3220357891535603,-0.2340747885330213
295,295,295,10-22,0.6705160586633885,0.07836902048359283,-0.4618549930048721
296,296,296,10-23,0.4085453593961805,-1.3086357226604184,-0.5151276063415828
297,297,297,10-24,0.4420509979942423,-1.1312400070801079,-0.7921909196433111
298,298,298,10-25,0.5884715904914448,-0.35601569056053306,-0.5412727838592651
299,299,299,10-26,0.5209352013089151,-0.7135873288888431,-0.6476655639855116
300,300,300,10-27,0.6903675911396256,0.1834730255507156,-0.20570917688442444
301,301,301,10-28,0.5499463584755881,-0.5599876602738856,0.20584620407303125
302,302,302,10-29,0.9093927761629134,1.343102599946104,0.292459738623966
303,303,303,10-30,0.908446451086413,1.3380922786646263,0.3866360439453272
304,304,304,10-31,0.6866264453661852,0.16366551674507504,0.25911008470937874
305,305,305,11-01,0.6276605719958882,-0.14852949696067574,0.26235641680258914
306,306,306,11-02,0.5458486994160052,-0.5816827298649754,0.010159108576290841
307,307,307,11-03,0.5536252668256093,-0.5405096677146229,-0.26456981646862515
308,308,308,11-04,0.6235899819795723,-0.17008124941168576,-0.03398198115932851
309,309,309,11-05,0.5971096847543644,-0.3102812716048697,0.047854281072286654
310,310,310,11-06,0.9479402876889992,1.5471925286008548,0.1784557923749858
311,311,311,11-07,0.7204015793278503,0.3424880764290153,0.16606346512183975
312,312,312,11-08,0.69385296289286,0.2019263379512195,0.3605302555809879
313,313,313,11-09,0.5395816524020745,-0.6148636312334994,0.19579283416467907
314,314,314,11-10,0.8439696223491645,0.9967194933432032,0.18752372621465133
315,315,315,11-11,0.4104208747965188,-1.2987058001027223,0.15825697621662882
316,316,316,11-12,0.9385693147228604,1.4975778809006886,0.09438715452919666
317,317,317,11-13,0.6872350123056734,0.16688757644088015,-0.03517625958109705
318,318,318,11-14,0.6214724381733802,-0.18129259217337348,-0.2980952801565213
319,319,319,11-15,0.3927538133696754,-1.3922441158952616,-0.1240523295769866
320,320,320,11-16,0.5460164393715838,-0.5807946301093421,-0.2311842788714394
321,321,321,11-17,0.6076551828602288,-0.2544480966255145,-0.2991436738997356
322,322,322,11-18,0.8171619505047288,0.8547861851339719,-0.12592521230234952
323,323,323,11-19,0.6102199754414888,-0.2408687937288969,0.13348486041258065
324,324,324,11-20,0.8177723934617623,0.8580181774109429,0.1789616240465343
325,325,325,11-21,0.6867304784762843,0.1642163203943194,0.3867773431913813
326,326,326,11-22,0.5975530168569259,-0.3079340483056201,0.3604431898850984
327,327,327,11-23,0.8431625069650633,0.9924462182435668,0.39391460755802016
328,328,328,11-24,0.7873187509467279,0.6967812652962749,0.10623142809221704
329,329,329,11-25,0.6481514853512411,-0.040040287691366284,0.3235470865841174
330,330,330,11-26,0.4917552083096632,-0.8680808993838759,0.4744710860934534
331,331,331,11-27,0.933003616177844,1.4681102713457217,0.23797569809375804
332,332,332,11-28,0.7685877557780428,0.5976099487503954,0.22280852343110324
333,333,333,11-29,0.5751539259966398,-0.4265261097546054,0.43080560234779225
334,334,334,11-30,0.7701305385548499,0.6057782173203461,0.6005753819725406
335,335,335,12-01,0.8838643355574821,1.2079421858087678,0.42929052259985817
336,336,336,12-02,0.6841469420909976,0.15053777836461388,0.20750318585806485
337,337,337,12-03,0.7388949171028848,0.4404011151096274,0.03791601462841607
338,338,338,12-04,0.517247085248728,-0.7331140717003645,0.13037350647531015
339,339,339,12-05,0.38296913331998206,-1.4440491371324982,0.10971204841572496
340,340,340,12-06,0.8749080625453709,1.1605231684017103,0.09518228265842993
341,341,341,12-07,0.8604497222657626,1.0839734374512566,-0.026755519387174086
342,342,342,12-08,0.6676810738330455,0.0633591838208436,0.08117169035883272
343,343,343,12-09,0.6007088088279405,-0.29122569716399666,0.21502180975942384
344,344,344,12-10,0.6395556789873338,-0.08555081322432359,-0.3128880093956618
345,345,345,12-11,0.5346548844309198,-0.6409484207289515,-0.5969502500070485
346,346,346,12-12,0.2766538525679916,-2.006935746528803,-0.7999732109962018
347,347,347,12-13,0.5385359688649279,-0.6204000062170631,-0.7647745022213791
348,348,348,12-14,0.4376051466070116,-1.154778582114076,-0.61294501079621
349,349,349,12-15,0.6405977727119769,-0.08003344451506055,-0.6674922853393784
350,350,350,12-16,0.8116165673208915,0.825426135326691,-0.5411131354480567
351,351,351,12-17,0.4728391434574493,-0.9682320679879618,-0.7700682657980469
352,352,352,12-18,0.4198731217167517,-1.2486608471808731,-0.7193811728350726
353,353,353,12-19,0.27907239069730505,-1.994130788317004,0.1881882301042193
354,354,354,12-20,0.4950463338255919,-0.8506560243362304,0.2723177971936916
355,355,355,12-21,1.66910149901903,5.365382973120691,0.949993913263544
356,356,356,12-22,0.906956464152902,1.3302035378635246,1.1903294308118
357,357,357,12-23,1.2408161249971812,3.0978246284311526,1.4190220304331091
358,358,358,12-24,0.6922335324597414,0.19335225810866336,1.625156501886442
359,359,359,12-25,0.5382384557140394,-0.6219751905891496,0.7969860075597149
360,360,360,12-26,0.7286483826864979,0.38615080438376703,0.2509575841364452
361,361,361,12-27,0.7305766471740973,0.3963600071603285,-0.428634863718612
362,362,362,12-28,0.2881693319053822,-1.9459670026760936,-0.5992681643124809
363,363,363,12-29,0.470667458982917,-0.9797300586991908,
364,364,364,12-30,0.4988632128737199,-0.8304475454545499,
365,365,365,12-31,,,
