,unnamed: 0,unnamed: 0,mth_day,sweet,sweet_norm,sweet_ravg
28,28,28,01-29,4.814348527319116,0.0011062258060971343,-1.3366713079979742
29,29,29,01-30,4.302824793292397,-0.7133421147092693,-0.9851829657353036
30,30,30,01-31,4.081784036568268,-1.022071097008194,-0.8150132983886759
31,31,31,02-01,4.598351642190979,-0.3005779500609516,-0.5324421766733839
32,32,32,02-02,3.9796156745432536,-1.16477027565106,-0.7239422011129549
33,33,33,02-03,4.817137894146522,0.005002151583071016,-0.7595425414159185
34,34,34,02-04,3.99169864198065,-1.147893920831329,-0.5259827115853669
35,35,35,02-05,4.149892092871333,-0.9269441565270508,-0.6726801854405292
36,36,36,02-06,5.085115330086746,0.37928788197511537,-0.6315516550227684
37,37,37,02-07,3.968165508274984,-1.180762793191925,-0.7320122168320514
38,38,38,02-08,4.156296491850342,-0.9179990931444952,-0.4864706552159803
39,39,39,02-09,4.385577272181571,-0.5977612192726268,-0.3326243678963827
40,40,40,02-10,5.046501314201873,0.3253554488650973,-0.6128532865730498
41,41,41,02-11,4.810788251989856,-0.003866432609464849,-0.6152798088338892
42,42,42,02-12,3.8813019703102425,-1.302085630084887,-0.5584911222451724
43,43,43,02-13,3.9577416022442002,-1.1953219267569613,-0.5653161935672848
44,44,44,02-14,4.400250541712468,-0.5772669736121939,-0.7435994338865916
45,45,45,02-15,4.3562579853721095,-0.6387116472053017,-0.9155639493783818
46,46,46,02-16,4.280628371701392,-0.7443439930507434,-0.8218474661727403
47,47,47,02-17,4.0720594222384685,-1.035653525560207,-0.6755019540529889
48,48,48,02-18,4.283891235711477,-0.7397867308510383,-0.4617222013028473
49,49,49,02-19,4.586415771437858,-0.3172488540384538,-0.4159162671297039
50,50,50,02-20,5.31861015864863,0.7054115428886556,-0.3797971745008817
51,51,51,02-21,4.5530320933944735,-0.3638760421664409,-0.257981491426114
52,52,52,02-22,4.435789539417097,-0.5276294372778101,-0.16295633851023753
53,53,53,02-23,4.595357829155942,-0.3047594271116009,-0.05586290132363062
54,54,54,02-24,4.6921023123381715,-0.16963581335577946,-0.04056928997171255
55,55,55,02-25,5.046470040777469,0.3253117690811876,0.13504065691254374
56,56,56,02-26,5.384308780159963,0.7971732110001639,0.050914156821817616
57,57,57,02-27,5.307421044995965,0.6897836391390971,-0.030231744005728117
58,58,58,02-28,4.074397127817689,-1.032388437822167,-0.10560323812895656
59,59,59,02-29,4.246769539379867,-0.7916348320768753,-0.24012813720065115
60,60,60,03-01,4.368319841919593,-0.6218647780951502,-0.4150405117268817
61,61,61,03-02,4.468575112981156,-0.4818376253489798,-0.5612105318161896
62,62,62,03-03,4.632916474757473,-0.25230103615721944,-0.5091122205704509
63,63,63,03-04,4.679500758205949,-0.18723648139675086,-0.5815979669675637
64,64,64,03-05,4.298202163342157,-0.7197985703477344,-0.2591591623632554
65,65,65,03-06,3.935383725530664,-1.2265493104595515,-0.4524081124897268
66,66,66,03-07,5.7534593290433085,1.3127680495306997,-0.537115320201747
67,67,67,03-08,3.638412155411995,-1.6413313261078075,-0.6043869445884437
68,68,68,03-09,4.26902944698519,-0.7605442824293408,-0.4573948132330653
69,69,69,03-10,4.3905138807880215,-0.5908662277169308,-0.4609762634640522
70,70,70,03-11,4.929654093225942,0.16215421778453604,-0.8463213303929593
71,71,71,03-12,3.9199984553173084,-1.248038011845474,-0.5916704440821556
72,72,72,03-13,4.098085779862162,-0.9993023520427428,-0.5947422664773684
73,73,73,03-14,4.732346858752082,-0.11342600824298572,-0.6288204689572853
74,74,74,03-15,4.255833446887554,-0.7789752168006177,-0.5962643122362957
75,75,75,03-16,4.244120012459868,-0.7953354425964321,-0.7168997405000407
76,76,76,03-17,5.069509524952188,0.3574911581104729,-0.5050737000949056
77,77,77,03-18,3.401770212165085,-1.971850581427944,-0.3746451938265894
78,78,78,03-19,5.008052597678282,0.2716538903880677,-0.11252553182440077
79,79,79,03-20,5.292644415060519,0.6691450293669114,0.09312767576703466
80,80,80,03-21,5.381852675982233,0.7937427552125144,-0.0016352999559963073
81,81,81,03-22,5.127569443548417,0.4385838029521804,0.3818954219405139
82,82,82,03-23,4.662424714696808,-0.2110866962277128,0.5212678502762399
83,83,83,03-24,5.049349659297244,0.3293337499511175,0.5070023194097557
84,84,84,03-25,5.606771644974847,1.1078884604024242,0.3802837697736429
85,85,85,03-26,5.2313622436041465,0.5835518441680063,0.34502272066719514
86,86,86,03-27,4.837492430423622,0.033431457395838075,0.2768915510621766
87,87,87,03-28,4.976094277478729,0.22701750831349315,0.09455928274354344
88,88,88,03-29,4.369745384615416,-0.6198737138578235,-0.1859402382534364
89,89,89,03-30,4.266082816043351,-0.7646598599606819,-0.4741930893758798
90,90,90,03-31,4.401795825984935,-0.5751086655794546,-0.5993423919979549
91,91,91,04-01,3.993079503858636,-1.145965262566654,-0.8767505831777282
92,92,92,04-02,4.299873389624351,-0.7174643583366126,-0.8144116229248972
93,93,93,04-03,3.784398258985505,-1.4374316387651465,-0.6890180759605483
94,94,94,04-04,4.637542418345265,-0.24583995234083705,-0.4802070980725142
95,95,95,04-05,4.804751086892352,-0.0122985781745884,-0.22129418977506515
96,96,96,04-06,5.298810473997212,0.6777572017487499,-0.1055207985660938
97,97,97,04-07,5.105323092061191,0.4075121872180401,0.2086286887558815
98,98,98,04-08,4.797215190399731,-0.022824011082784614,0.30649305225459217
99,99,99,04-09,5.1339283203046975,0.4474652851667055,0.253620151185076
100,100,100,04-10,5.057950236289648,0.3413462286514268,-0.02119115276544999
101,101,101,04-11,4.577618551898474,-0.3295359845916849,0.0404148050905156
102,102,102,04-12,4.118270218996076,-0.9711106219544064,-0.045462795054947436
103,103,103,04-13,5.369971278476274,0.7771479343538337,-0.10252938144764348
104,104,104,04-14,4.428300365873947,-0.5380896119555628,-0.1528550573615917
105,105,105,04-15,4.888780462543336,0.10506576681052923,0.023945858983199758
106,106,106,04-16,4.841760125393583,0.03939217316773738,0.3473041515640225
107,107,107,04-17,5.3371236954848875,0.7312695134770638,0.06924475604137455
108,108,108,04-18,5.5073596621611225,0.9690391335305304,0.023065731355472567
109,109,109,04-19,4.175477802491513,-0.8912084387820541,-0.1925896109063321
110,110,110,04-20,4.229923527677316,-0.8151637600709747,-0.0867487670937269
111,111,111,04-21,3.962363648219201,-1.1888662867602984,-0.2907527113549567
112,112,112,04-22,5.2964334774277555,0.6744372360433682,-0.47805447097821707
113,113,113,04-23,4.460759204951608,-0.4927541520903149,-0.19163373311175605
114,114,114,04-24,4.702744772274305,-0.15477142420903192,-0.2418601581393489
115,115,115,04-25,5.405890111074563,0.8273159884167121,0.048003425152252775
116,116,116,04-26,4.0141597808536265,-1.116522310236532,-0.030305063600950106
117,117,117,04-27,5.207565805537357,0.5503152129893117,0.045773259187224746
118,118,118,04-28,4.960034202898269,0.2045863035241509,0.22212962443335926
119,119,119,04-29,4.7875780850096845,-0.0362842153612658,0.139812702062133
120,120,120,04-30,5.46034020377892,0.9033667672677748,0.2636467769783032
121,121,121,05-01,5.052271321999821,0.3334144541893547,0.3238594679048769
122,122,122,05-02,4.546128838449903,-0.3735178607395108,0.2899578441203768
123,123,123,05-03,5.466228766190382,0.9115913585487542,0.1447688326024764
124,124,124,05-04,4.814398885092305,0.0011765608171503312,-0.04623250215124125
125,125,125,05-05,4.163872035743378,-0.9074182844686683,0.001341790407961202
126,126,126,05-06,4.63983260021868,-0.2426412412545309,0.14307588972966806
127,127,127,05-07,5.256641981655983,0.6188602095445694,0.015341582847969363
128,128,128,05-08,5.154993202288906,0.4768867351907303,0.005299902674699851
129,129,129,05-09,4.917505009013126,0.14518551725856205,0.2761567649953231
130,130,130,05-10,4.7712616214427515,-0.05907352022246674,0.3880257275730395
131,131,131,05-11,5.32742471613225,0.7177228894550709,0.30720817022135755
132,132,132,05-12,5.120401673287033,0.42857253421176783,0.12384495101473696
133,133,133,05-13,4.9094641967796395,0.13395486543447735,0.1177619449817454
134,134,134,05-14,4.367297578243603,-0.6232925800489929,0.155951075091208
135,135,135,05-15,4.891373502084087,0.10868748106061256,0.14361868799578406
136,136,136,05-16,4.935315300274729,0.17006126043430891,0.3639699007354428
137,137,137,05-17,5.274446984877696,0.6437285668825269,0.39921079752608185
138,138,138,05-18,6.066991108066317,1.7506798106497203,0.8143256043509717
139,139,139,05-19,5.060852792101684,0.3454002461783115,1.9012447377360282
140,140,140,05-20,6.150556610383076,1.8673962609003465,2.2417494041462254
141,141,141,05-21,9.560583874605774,6.6302022813709485,2.3892459326396
142,142,142,05-22,6.398062501479156,2.213089258895496,2.202116105910458
143,143,143,05-23,5.908065714734229,1.5287077378427711,2.1832809487299096
144,144,144,05-24,5.263114811169482,0.6279008502748695,1.9401493910306613
145,145,145,05-25,4.979940322558897,0.2323893030950233,1.0012316580604599
146,146,146,05-26,5.106106884338452,0.4086069147048574,0.644809042497262
147,147,147,05-27,5.527161071498378,0.9966958835497388,0.3754233372395984
148,148,148,05-28,4.866934635134546,0.07455356551630847,0.4796072291043101
149,149,149,05-29,4.750832862202822,-0.08760649370321086,0.7261882671373074
150,150,150,05-30,5.710670193720702,1.2530042014631395,0.8997255675107353
151,151,151,05-31,6.0392083997204,1.7118755312930074,1.0194858423968929
152,152,152,06-01,5.851592116896198,1.4498307169454248,1.0970079451731432
153,153,153,06-02,6.041629812123992,1.7152575328666837,1.1943659130391675
154,154,154,06-03,5.1999557360284685,0.5396861821738115,1.3898038264660153
155,155,155,06-04,5.169065294998382,0.496541313492935,1.365717619804822
156,156,156,06-05,6.550236546476546,2.4256316820242274,1.322066414220345
157,157,157,06-06,5.935738359932902,1.5673582913258484,1.3181554847380703
158,158,158,06-07,5.664074337856502,1.1879234834385644,1.5053493534613196
159,159,159,06-08,6.02482915792264,1.6917919559730348,1.667394219507698
160,160,160,06-09,6.0041071458881525,1.6628493945133074,1.6163370330188347
161,161,161,06-10,5.865181083301092,1.468810509771206,1.6693323906669686
162,162,162,06-11,6.330903996866232,2.1192885630910463,1.656446524594901
163,163,163,06-12,6.163396946506428,1.885330437214652,1.4001307482121093
164,164,164,06-13,5.6087189598209335,1.1106082870061598,1.2156069866632373
165,165,165,06-14,4.923742384336972,0.15389729767628174,1.0315686020784476
166,166,166,06-15,5.211426039320972,0.5557068252200771,0.9375257871060536
167,167,167,06-16,5.074585069438292,0.3645802022624681,0.6789320682429216
168,168,168,06-17,5.926912868508133,1.555031673256684,0.5188894495869599
169,169,169,06-18,5.052524539076882,0.3337681240358588,0.6404636328689782
170,170,170,06-19,4.9212044685204885,0.15035257507038965,0.8439598676872024
171,171,171,06-20,5.446003351299039,0.8833423973683913,0.8761497231925904
172,172,172,06-21,6.085609500811063,1.776684234129422,0.7652488014141494
173,173,173,06-22,5.212866936597664,0.5577193352947962,0.8344349969382182
174,174,174,06-23,5.450502325731653,0.8896261425860378,0.8595451829248769
175,175,175,06-24,5.3497360719810985,0.7488852971802724,0.8358393647462031
176,176,176,06-25,5.029073340512567,0.3010136909903416,0.8181096975396186
177,177,177,06-26,5.344167392459805,0.7411074882963488,0.8582682202570343
178,178,178,06-27,6.00944601865345,1.6703062308899141,0.9382076921334483
179,179,179,06-28,5.385380774157351,0.7986704715992905,1.0368296183034194
180,180,180,06-29,5.793908012313701,1.3692629738445228,1.1795198236581217
181,181,181,06-30,5.773398243790307,1.3406168542000991,1.1472576504425402
182,182,182,07-01,5.642044965020162,1.1571549231185547,0.8707236528677028
183,183,183,07-02,5.2055748613400885,0.5475344490028612,0.4598808537088408
184,184,184,07-03,4.821505379675028,0.011102245440888902,0.09722646038092246
185,185,185,07-04,3.6204735235746033,-1.6663863233538818,-0.09195105969877487
186,186,186,07-05,4.236009542264966,-0.8066633861229868,-0.16644428094379346
187,187,187,07-06,4.960725422167315,0.2055517337219148,-0.13503153043442015
188,188,188,07-07,5.322035397945432,0.7101955956484435,0.068538588231149
189,189,189,07-08,5.340518424299561,0.7360109520591009,0.6488946857778414
190,190,190,07-09,5.69600623297081,1.2325229574343035,0.8262371486024359
191,191,191,07-10,6.1135796132446965,1.8157502619262729,0.8449675463074966
192,192,192,07-11,4.997841072758222,0.2573913908245813,0.8047481433606354
193,193,193,07-12,5.041187863723161,0.3179341199522789,0.6329363530868771
194,194,194,07-13,5.1492600297988975,0.4688791779672757,0.27808837459826313
195,195,195,07-14,4.602445674793961,-0.2948597895834488,-0.1326887190132464
196,196,196,07-15,4.171642726122483,-0.8965649134973797,-0.3061364944331348
197,197,197,07-16,4.348954621952274,-0.6489122997427846,-0.1713474587630387
198,198,198,07-17,4.252740423403427,-0.7832952616947491,-0.28482417928698034
199,199,199,07-18,5.62021747514693,1.1266683339728556,-0.2760161082753703
200,200,200,07-19,4.6617843158881485,-0.21198114517637406,-0.08277699922432795
201,201,201,07-20,4.640283573921961,-0.2420113635137886,0.11234108398813997
202,202,202,07-21,5.001763408190128,0.26286974080887443,0.2368574710139092
203,203,203,07-22,5.187147041258461,0.5217961995320227,-0.05005189693660689
204,204,204,07-23,4.787640571898357,-0.036196939540133435,-0.04786760488316381
205,205,205,07-24,4.387706099037402,-0.5947878737302411,-0.3420818287844605
206,206,206,07-25,4.671167644232724,-0.19887539285571565,-0.21452549208516394
207,207,207,07-26,3.3763918419722168,-2.007296706921569,-0.37676973134477376
208,208,208,07-27,5.549722637265756,1.028207761004654,-0.456437167834775
209,209,209,07-28,4.4901747812582435,-0.4516692360256361,-0.3990080162579137
210,210,210,07-29,4.445403500725607,-0.5142015584801407,-0.4567633626926874
211,211,211,07-30,4.6344114720421885,-0.2502129642690738,-0.3526072388391939
212,212,212,07-31,4.4230609964069805,-0.5454074714643582,-0.5265748791518797
213,213,213,08-01,3.823827938109185,-1.3823599638006077,-0.4003849913742181
214,214,214,08-02,4.802388741227559,-0.015598080871460675,-0.2298313863086155
215,215,215,08-03,5.032263989940956,0.30547009064033315,-0.14169622697017015
216,216,216,08-04,5.178071311405465,0.509120071913475,0.01473632608747229
217,217,217,08-05,5.013024367451708,0.2785979917615984,0.1211521217656616
218,218,218,08-06,5.095067290989369,0.3931878468814965,0.10963693060713277
219,219,219,08-07,4.2809711806182165,-0.7438651897314719,0.11607231232732708
220,220,220,08-08,4.752921537690969,-0.08468922782263358,-0.1825880904828836
221,221,221,08-09,5.059909239855259,0.344082380961499,-0.3876806273335959
222,222,222,08-10,3.8950795893626835,-1.282842344947789,-0.6776990902809864
223,223,223,08-11,4.131983477677545,-0.9519572293426756,-0.4683242551449524
224,224,224,08-12,3.849199798345808,-1.3469229308028463,-0.13292172022854126
225,225,225,08-13,5.180408058610733,0.5123838210847326,-0.05545431135122839
226,226,226,08-14,6.193750893711674,1.9277259816758328,0.3534451688573856
227,227,227,08-15,5.392695385532748,0.808886834225376,0.4554828254766801
228,228,228,08-16,5.651638688992051,1.1705545363038947,0.5983534908217522
229,229,229,08-17,4.570319017130996,-0.33973128962690835,0.5512275708497543
230,230,230,08-18,4.46294664672515,-0.4896989387324149,0.2325180439944125
231,231,231,08-19,4.977963527468298,0.2296283012527456,0.1378011778438574
232,232,232,08-20,4.824631717402858,0.015468820543782796,-0.17605171224669913
233,233,233,08-21,4.98580865376128,0.2405856373220452,-0.06479932522505473
234,234,234,08-22,4.303382756379278,-0.7125628042394444,0.107794819857653
235,235,235,08-23,5.048239391788006,0.327783032502958,0.13097381179558495
236,236,236,08-24,5.204380252688916,0.5458659317638315,0.5144220067668966
237,237,237,08-25,5.077536334917303,0.3687022528803372,0.6386193448738483
238,238,238,08-26,6.471856643611322,2.3161579903716536,1.009601342305212
239,239,239,08-27,5.519338225112678,0.9857696659637554,0.9049803417616706
240,240,240,08-28,5.897055125574463,1.5133291803487388,0.8104905923959884
241,241,241,08-29,4.598806268460657,-0.2999429707582915,0.8525477509451354
242,242,242,08-30,4.798469174041153,-0.02107256443026148,0.402054779113914
243,243,243,08-31,5.258206372737768,0.621045204175219,0.31211434313271924
244,244,244,09-01,4.536619336424013,-0.3867998406156749,0.05152111144644348
245,245,245,09-02,5.132970183835642,0.4461270500765865,0.03644105653126837
246,246,246,09-03,4.7775931683550095,-0.050230209768915735,0.053354607788350265
247,247,247,09-04,4.534025047240598,-0.3904233002493422,-0.04444848616483415
248,248,248,09-05,4.8711267679136565,0.08040874311222987,-0.09294408643193032
249,249,249,09-06,4.838061757812546,0.034226640456112546,0.12770283791652418
250,250,250,09-07,4.328290903485689,-0.6777734422182521,-0.007615894493395717
251,251,251,09-08,6.080829942844808,1.7700085961673135,-0.19343109634447306
252,252,252,09-09,4.1962880743898925,-0.862142604228435,-0.4942389743881737
253,253,253,09-10,3.735796143906077,-1.505314511355806,-0.4972639697745733
254,254,254,09-11,3.5789098760059215,-1.7244385251499743,-0.5959171735277672
255,255,255,09-12,4.825066918177127,0.01607666813771488,-0.8704662343982176
256,256,256,09-13,3.9044943687680287,-1.2696926647374156,-0.9638747765569864
257,257,257,09-14,4.901416237254759,0.12271423094461167,-0.5648722215667304
258,258,258,09-15,3.7950216686992087,-1.422593857181049,-0.4819501069018664
259,259,259,09-16,5.44983982130554,0.8887008185857309,-0.16440859147376494
260,260,260,09-17,3.9351284630306953,-1.2269058371607895,0.2402768647843379
261,261,261,09-18,6.189168526109619,1.9213257607063232,0.6346760294562939
262,262,262,09-19,5.642950774521264,1.1584200728112015,0.9222448712759848
263,263,263,09-20,6.59568457243899,2.489109218976348,1.0331783840005928
264,264,264,09-21,5.030366026707554,0.30281919373709704,1.2049688933303433
265,265,265,09-22,5.926390368962988,1.5543018949333776,1.1408321546803353
266,266,266,09-23,4.673109793403588,-0.19616278118228533,0.9215037253186612
267,267,267,09-24,5.913648557635352,1.5365053288062749,0.5391465157126706
268,268,268,09-25,4.700755034369894,-0.15755050335884313,0.4202695936943108
269,269,269,09-26,4.953146324408839,0.19496596134040392,0.19140017484361568
270,270,270,09-27,4.519692012153301,-0.4104423383730612,0.2948991948407161
271,271,271,09-28,4.94320824287183,0.18108538182920628,0.003943700743455662
272,272,272,09-29,5.117723088793145,0.4248313388003174,-0.07584435825525693
273,273,273,09-30,4.663755746612561,-0.20922763577728776,-0.1400322122172718
274,274,274,10-01,4.357999790454079,-0.6362788573511187,-0.1017535762806358
275,275,275,10-02,4.677406773688121,-0.19016116243168532,-0.17722804784569945
276,276,276,10-03,4.684130192024778,-0.1807705227532453,-0.23143710017021765
277,277,277,10-04,4.618983399764441,-0.2717614475611757,-0.2885116156808422
278,278,278,10-05,4.884850686768235,0.09957702485320813,-0.08167658071369288
279,279,279,10-06,4.418573826777456,-0.5516747288410352,-0.27884568609655985
280,280,280,10-07,5.246526140764786,0.6047313524517776,-0.4106180334381135
281,281,281,10-08,3.830403529640562,-1.3731757947288872,-0.5856662735705772
282,282,282,10-09,4.1180597346002825,-0.9714046068025672,-0.5124606483753577
283,283,283,10-10,3.867007439995764,-1.322050888355958,-0.4770556728503646
284,284,284,10-11,5.199328971297027,0.5388107760245248,-0.5017700021871626
285,285,285,10-12,4.5706672750226165,-0.3392448756910768,-0.530771180655606
286,286,286,10-13,5.1403577982038176,0.4564453764309893,-0.4912391436424299
287,287,287,10-14,3.7058196492386366,-1.5471828655395472,-0.4889214293972177
288,288,288,10-15,4.287882301522972,-0.7342123847235108,-0.6929133844923728
289,289,289,10-16,3.8769639262346094,-1.3081446028846846,-0.725975260980423
290,290,290,10-17,4.323015984078825,-0.6851409545464074,-0.8250577876037116
291,291,291,10-18,4.428639361545501,-0.5376161346193762,-0.5796242468738327
292,292,292,10-19,4.714716969153088,-0.13804978330874326,-0.4777732045869532
293,293,293,10-20,4.760158283035318,-0.07458162116027403,-0.5803846082265943
294,294,294,10-21,4.725416179150986,-0.12310613100223325,-0.482031086285063
295,295,295,10-22,3.436163672106145,-1.923813024722532,-0.5566964120690575
296,296,296,10-23,4.74552513928453,-0.09501982289721997,-0.4072348293634318
297,297,297,10-24,4.107890464125152,-0.9856080893233428,-0.4007062624102944
298,298,298,10-25,5.356777220764637,0.7587197129250105,-0.28527031422455995
299,299,299,10-26,4.788203840058826,-0.035410219441449724,0.21052901426806966
300,300,300,10-27,5.2213083849971405,0.5695095581121735,0.1674866713031312
301,301,301,10-28,5.566028991596253,1.050982946233246,0.39704289603674864
302,302,302,10-29,4.560622925259074,-0.3532738806868513,0.3253435252653406
303,303,303,10-30,5.0940229855621535,0.3917292590783619,0.22094182838524912
304,304,304,10-31,5.048769536083888,0.3285234882965622,0.21980342589798146
305,305,305,11-01,4.339712806081699,-0.6618204007219985,0.1618833421988154
306,306,306,11-02,5.216418011336038,0.5626791431885675,0.18192100586655272
307,307,307,11-03,5.3172146619200245,0.7034624440382498,0.16705095112810364
308,308,308,11-04,4.6467011477917115,-0.23304789868042725,0.2015639701409021
309,309,309,11-05,5.0301438875758135,0.30250893064766743,0.4250552141477241
310,310,310,11-06,5.1970312985387634,0.5356016023733529,0.39500769983374623
311,311,311,11-07,5.299791254084089,0.6791270633189331,0.4077254177682015
312,312,312,11-08,5.08733925911426,0.3823940573047003,0.3976949478246372
313,313,313,11-09,5.371847705603254,0.7797687516449814,0.15919003770903006
314,314,314,11-10,4.6036120412857855,-0.2932307183418131,0.2417552409149193
315,315,315,11-11,4.005569412802419,-1.1285205300459755,0.16724324590390038
316,316,316,11-12,5.551716657713251,1.0309928216086888,-0.028896297482868663
317,317,317,11-13,4.979701038265355,0.23205509325281945,0.037719515893650885
318,318,318,11-14,4.244758829426738,-0.7944432030159141,0.1376381381813668
319,319,319,11-15,5.658017336110093,1.1794636319040988,0.10363323640552842
320,320,320,11-16,5.0328445879067125,0.3062810153844823,0.056633981662996186
321,321,321,11-17,3.859490431200689,-1.332549940701006,0.15406806368902834
322,322,322,11-18,5.34981625776245,0.7489972931534955,0.32459774889104426
323,323,323,11-19,5.398260443891264,0.8166595854090123,0.4223952164544825
324,324,324,11-20,4.977323884646934,0.2287349081961816,0.30708447773473563
325,325,325,11-21,6.078137781070361,1.7662484372847296,0.5612487694744964
326,326,326,11-22,4.537490259552424,-0.3855834169339997,0.3680621552579216
327,327,327,11-23,4.951334811214466,0.1924358097375589,0.28820338762002395
328,328,328,11-24,4.5199210841232365,-0.4101223921459534,0.5997932859435593
329,329,329,11-25,5.055201448296628,0.3375069795816267,0.5041836081073064
330,330,330,11-26,6.315858409008663,2.0982742981373934,0.7602577545832868
331,331,331,11-27,5.667415689836056,1.1925903702672118,0.7798974673324351
332,332,332,11-28,5.6375390342359255,1.1508614619218824,0.9065698827509396
333,333,333,11-29,5.035703507711763,0.31027408623244723,0.8198229824242893
334,334,334,11-30,5.064083145326848,0.3499121003650754,0.33925973606364274
335,335,335,12-01,4.682552265530047,-0.18297442237827588,0.289836404399903
336,336,336,12-02,4.251444575781099,-0.7851051800264859,0.043612792685125
337,337,337,12-03,5.455101888596567,0.8960503802847732,-0.02260699426442072
338,338,338,12-04,4.579806396668023,-0.3264802083667856,-0.1846547784151404
339,339,339,12-05,4.7512351359681775,-0.08704463546482707,-0.1622924969523765
340,340,340,12-06,4.3679548213693336,-0.6223746045392424,-0.06319708302898193
341,341,341,12-07,4.778616630717917,-0.04880073360169263,-0.3943577323533695
342,342,342,12-08,4.677140766370217,-0.1905326964861185,-0.20342642570259808
343,343,343,12-09,4.032494915085259,-1.090913515661552,-0.3549165158610648
344,344,344,12-10,5.4000131720115165,0.819107631537843,-0.148474509387754
345,345,345,12-11,4.100460778818672,-0.9959851764156278,-0.4229679293075875
346,346,346,12-12,5.254792791501826,0.6162774343006221,-0.3357415006172746
347,347,347,12-13,3.5994419487090874,-1.6957612531206936,0.07202864667963449
348,348,348,12-14,5.051849917298879,0.3328258756557588,-0.06498077641450127
349,349,349,12-15,5.784202602329475,1.3557073681199023,0.14308351036006575
350,350,350,12-16,4.8114451729810686,-0.002948907026971497,-0.1593968411148476
351,351,351,12-17,4.994267775235738,0.2524005442317743,-0.07971595180255397
352,352,352,12-18,3.955391252592373,-1.1986046745488579,-0.16576422312524575
353,353,353,12-19,3.9417368108024857,-1.2176759172469318,-0.5034739337509616
354,354,354,12-20,4.682201919893411,-0.1834637522803918,-0.4844558011226002
355,355,355,12-21,4.333462031737023,-0.6705508956343929,-0.5389616853707166
356,356,356,12-22,4.893143672351289,0.11115988874319696,-0.2700646550529269
357,357,357,12-23,4.760120236308742,-0.07463476125692442,-0.2703103149933771
358,358,358,12-24,5.110524844904719,0.4147775073578804,-0.30143343536679024
359,359,359,12-25,3.9406814995959465,-1.2191498768896332,-0.4006676470390975
360,360,360,12-26,4.548502556243236,-0.3702024745208705,-0.7290884713664814
361,361,361,12-27,3.907169590820719,-1.2659561656682359,-0.9681682933446454
362,362,362,12-28,3.4823064974404185,-1.8593650572211065,-1.1913476083640702
363,363,363,12-29,3.73307604290635,-1.5091136931259084,
364,364,364,12-30,4.151786388092758,-0.9242983827586676,
365,365,365,12-31,,,
