,unnamed: 0,unnamed: 0,mth_day,music,music_norm,music_ravg
0,0,0,01-01,,,
1,1,1,01-02,13.234431870696227,-0.8321870485842631,
2,2,2,01-03,13.46250919943135,-0.6679413591714426,
3,3,3,01-04,13.44041974376141,-0.683848674007968,
4,4,4,01-05,11.262142224434823,-2.252495127727811,-1.6457749643883188
5,5,5,01-06,10.961485745402026,-2.4690073560542043,-1.8299881965612008
6,6,6,01-07,10.266942037570482,-2.9691702207842243,-2.121375009171045
7,7,7,01-08,11.699602114304188,-1.937466441621554,-2.1010201668471837
8,8,8,01-09,11.034729471892009,-2.4162622348305067,-1.8150759378749868
9,9,9,01-10,13.610012434345178,-0.5617196200647955,-1.551316627027214
10,10,10,01-11,13.64457537605135,-0.5368297538946344,-1.076805167256133
11,11,11,01-12,13.15907836152146,-0.8864514909675677,-0.7532852212872178
12,12,12,01-13,14.220481637386985,-0.1221014621577387,-0.3230129938136889
13,13,13,01-14,14.395109022263071,0.003653234191938071,-0.11745128875534815
14,14,14,01-15,14.619676168097223,0.1653711300106653,-0.1956322485875852
15,15,15,01-16,15.322713622944546,0.6716506102852492,0.07871787827750952
16,16,16,01-17,12.99318642793716,-1.0059155128880566,0.2190438431923756
17,17,17,01-18,15.44491165056174,0.7596492702230007,0.031024840506753342
18,18,18,01-19,15.38965099620717,0.7198543273314578,-0.22822678469295354
19,19,19,01-20,12.828570306856232,-1.1244607819217955,-0.4231402183731215
20,20,20,01-21,12.459640734941829,-1.390138621187576,-0.4648428387051644
21,21,21,01-22,13.698731814449316,-0.4978299917957586,-0.7482537713157053
22,22,22,01-23,12.645728094731922,-1.2561312348803142,-1.2519182784405996
23,23,23,01-24,13.083585444368,-0.9408163254402444,-1.3943525416681573
24,24,24,01-25,11.193213728072536,-2.3021327154179083,-1.5968538549309097
25,25,25,01-26,11.641835005853169,-1.9790663612871424,-1.7604118794669503
26,26,26,01-27,10.772438151077207,-2.605146500764092,-1.5327847082835016
27,27,27,01-28,12.335997335532936,-1.479178139012001,-1.4492729617790512
28,28,28,01-29,14.542274567396946,0.10963179222037887,-1.3540012669223591
29,29,29,01-30,13.779389497265827,-0.4397458464135416,-1.269595631865318
30,30,30,01-31,11.98699944304616,-1.730502546277758,-1.0693887055632432
31,31,31,02-01,12.345086768848862,-1.4726325509448936,-0.7425626799921744
32,32,32,02-02,12.440524337393244,-1.4039049429516428,-0.9289928454841186
33,33,33,02-03,15.059049872492151,0.4817780144144127,-0.7988323514937407
34,34,34,02-04,12.988973742526824,-1.008949200731287,-0.5013885568813027
35,35,35,02-05,14.863862077908859,0.3412171175287263,-0.2466211740834913
36,36,36,02-06,14.465244797304365,0.05416022139686978,0.044328091405815034
37,37,37,02-07,14.467760343726649,0.0559717458419739,-0.12131111291994015
38,38,38,02-08,14.864658505205394,0.3417906499841956,-0.02441590334950879
39,39,39,02-09,13.678975397789486,-0.5120572115401185,-0.026678798298444727
40,40,40,02-10,13.796286274565626,-0.4275779433086988,-0.05536728863432932
41,41,41,02-11,14.845008065836826,0.3276397478351107,-0.1470340549919855
42,42,42,02-12,14.226217730062215,-0.11797072061843775,0.25658812743681536
43,43,43,02-13,13.704010210153566,-0.4940288523039632,0.2720620553848348
44,44,44,02-14,18.227562074207626,2.7635237445570007,0.15830423936473045
45,45,45,02-15,13.807901234347186,-0.4192136438520021,-0.2159869885345378
46,46,46,02-16,12.848477699739854,-1.1101248394293248,-0.2439363522405565
47,47,47,02-17,11.726484454041257,-1.918107619560499,-0.2345104387059649
48,48,48,02-18,13.993348925893129,-0.2856669028545503,-0.5069867397042033
49,49,49,02-19,13.782545136246672,-0.4374733710964134,-0.5426894015777086
50,50,50,02-20,15.957341147345804,1.1286659385675704,-0.05363111990085682
51,51,51,02-21,13.510433418493257,-0.6334296150930341,0.3003464049730992
52,52,52,02-22,16.923218664184493,1.824224850631786,0.4512976529997848
