,unnamed: 0,unnamed: 0,mth_day,tumey's dvds,tumey's dvds_norm,tumey's dvds_ravg
84,84,84,03-25,0.07965723375135801,0.2791416387941587,-0.25180694730960623
85,85,85,03-26,0.030961462220165843,-0.6443051376892842,-0.2706154253632296
86,86,86,03-27,0.016044153510460752,-0.9271909039197612,-0.5023380472813312
87,87,87,03-28,0.0064176614041843005,-1.1097437791461058,-0.39908530087815547
88,88,88,03-29,0.06905059202737954,0.07800160545371321,-0.42643486351071
89,89,89,03-30,0.061224182932254075,-0.07041522876165332,-0.11298339843147907
90,90,90,03-31,0.0710039485549689,0.11504426299883187,0.0540766770263205
91,91,91,04-01,0.13013617148326778,1.2364036527861009,0.14257633391882402
92,92,92,04-02,0.06890125025049745,0.07516954882703605,0.03267106560226057
93,93,93,04-03,0.0344185761230859,-0.5787458377910849,0.06582021965713017
94,94,94,04-04,0.034277032972476904,-0.5814300044456673,0.2010904760318671
95,95,95,04-05,0.0717124341671892,0.12847969556756428,0.047474109389057904
96,96,96,04-06,0.11380288185878612,0.9266658012472536,0.014791351073724668
97,97,97,04-07,0.08153260698563887,0.31470545292924584,0.1167361819779028
98,98,98,04-08,0.058560564642216435,-0.12092700106496335,0.013390718181767087
99,99,99,04-09,0.06667348666638921,0.0329231476339838,0.2138027441335061
100,100,100,04-10,0.0015789681443176564,-1.2015027872224815,-0.016190583989513157
101,101,101,04-11,0.13512194607222675,1.3309518512779983,-0.18824863833185668
102,102,102,04-12,0.0410339718672884,-0.4532941674908623,-0.15354512595279246
103,103,103,04-13,0.027094171001733967,-0.7176428731248153,-0.13164384388479206
104,104,104,04-14,0.06954060823439487,0.08729407320942198,-0.009409489983510952
105,105,105,04-15,0.07360295908418155,0.1643308400419862,0.2039378742597973
106,106,106,04-16,0.040253397396254484,-0.46809666381479503,0.20311702685017205
107,107,107,04-17,0.20262414395007355,2.6110360367378482,0.4603741116958965
108,108,108,04-18,0.04077425924103418,-0.4582192519486141,0.4795817024023957
109,109,109,04-19,0.10848921756499974,0.8258996359495316,0.33761776395028026
110,110,110,04-20,0.07561780817180852,0.20253961744841706,0.3337304503906187
111,111,111,04-21,0.02868617326448648,-0.6874527906707062,-0.2244974831881393
112,112,112,04-22,0.03902346793334226,-0.4914205451727644,-0.14142984010513113
113,113,113,04-23,0.026003202008641927,-0.7383315647347001,-0.17546108349149678
114,114,114,04-24,0.06705650791339593,0.040186606549434935,-0.16832827059184152
115,115,115,04-25,0.09772187702042273,0.6217121756313378,-0.10309546439436328
116,116,116,04-26,0.07787459981057979,0.2453364948463485,0.04405633511268139
117,117,117,04-27,0.04932555546490434,-0.29605595348583663,0.08336168225086832
118,118,118,04-28,0.08558167090733243,0.3914902518695035,0.2488473050765369
119,119,119,04-29,0.03843924652969614,-0.5024994819055784,0.09642714789907264
120,120,120,04-30,0.11941545454269492,1.0331003435034465,-0.01921874646803212
121,121,121,05-01,0.049496788105651175,-0.29280876743344764,0.5793058473521983
122,122,122,05-02,0.04128473110975887,-0.44853887135628,0.3749046537720539
123,123,123,05-03,0.2386961891734867,3.2950916094355454,0.3673516052853088
124,124,124,05-04,0.02091000334560053,-0.8349169096113624,-0.0100727346258771
125,125,125,05-05,0.03604949414001209,-0.547817772826049,0.1982946408300512
126,126,126,05-06,0.0,-1.2314456959636686,0.28412168275852
127,127,127,05-07,0.11542333872979285,0.9573954853021222,-0.3624399496305504
128,128,128,05-08,0.06844004183072297,0.06642338021453224,0.1147283221497255
129,129,129,05-09,0.03412684094391492,-0.5842781848988764,0.055737843515745567
130,130,130,05-10,0.17188401334559802,2.0280927210702933,0.263249128690258
131,131,131,05-11,0.017385157808588673,-0.9017606446299288,0.5528831630598713
132,132,132,05-12,0.06565568730327341,0.013622015083406104,0.4908336031508162
133,133,133,05-13,0.2070623143014816,2.695199691519801,0.6198879253266295
134,134,134,05-14,0.04880782520564359,-0.3058739792397983,0.24973585939950915
135,135,135,05-15,0.07495907912693886,0.19004774815600312,0.5211985849021127
136,136,136,05-16,0.05476947533512929,-0.19281967449242904,0.4640109928694203
137,137,137,05-17,0.10327480860567408,0.7270157083856927,-0.008625223325725573
138,138,138,05-18,0.04756177661804003,-0.3295035371127483,-0.014886029526615857
139,139,139,05-19,0.05752222739674179,-0.14061760565107342,-0.17088509612843206
140,140,140,05-20,0.04682693277443747,-0.34343881644514,-0.22579202168083945
141,141,141,05-21,0.025601638504864355,-0.7459466514548941,-0.022181782054922643
142,142,142,05-22,0.037397157816006006,-0.5222612278068732,-0.007972152429244872
143,143,143,05-23,0.16769622170319032,1.9486771461411927,-0.07877242141020781
144,144,144,05-24,0.0520576429446075,-0.2442457593586817,-0.2267735679966292
145,145,145,05-25,0.035121323670987734,-0.565419219536851,-0.2851369229975176
146,146,146,05-26,0.0,-1.2314456959636686,-0.06812351471282309
147,147,147,05-27,0.007135721421435706,-1.0961267814602242,0.5318109030951473
148,148,148,05-28,0.1060592764230741,0.7798192219012937,0.49816526818666895
149,149,149,05-29,0.3575129177202099,5.548283652989017,0.6131029070883377
150,150,150,05-30,0.0414123072809909,-0.4461195688095515,0.7367916252781996
151,151,151,05-31,0.0714871033574189,0.12420661387316086,1.003143728851989
152,152,152,06-01,0.03913458392196266,-0.4893133868244968,0.9115909956348456
153,153,153,06-02,0.0914083931949404,0.5019858399825131,0.6664349061858741
154,154,154,06-03,0.07709238135127247,0.2305028225984309,0.8320107264838036
155,155,155,06-04,0.2799465745894317,4.077347116295188,0.8341336609022149
156,156,156,06-05,0.09379979200656416,0.5473353529780253,0.7104449427123529
157,157,157,06-06,0.07215879077057986,0.1369442203836293,0.6620225337940754
158,158,158,06-07,0.0,-1.2314456959636686,0.4809877637877466
159,159,159,06-08,0.07608774913581841,0.2114513864728481,-0.23171222084024096
160,160,160,06-09,0.01981375074301564,-0.8557057974395417,-0.45630718758960404
161,161,161,06-10,0.05445133324662384,-0.19885279147273768,-0.5610518147485485
162,162,162,06-11,0.022738900574157214,-0.8002344475181528,-0.4505343420658046
163,163,163,06-12,0.039018036610331916,-0.4915235425700378,-0.5017536133199069
164,164,164,06-13,0.03496725791035448,-0.5683408598672052,-0.35307735932117
165,165,165,06-14,0.05988218973921595,-0.0958642410517649,-0.20312207896744586
166,166,166,06-15,0.0668542846289388,0.03635172655287925,-0.25520472592309673
167,167,167,06-16,0.10189654562675553,0.7008788906496073,-0.08367477695258023
168,168,168,06-17,0.006260172780768743,-1.1127303292520578,-0.16114445555507048
169,169,169,06-18,0.0932893823026091,0.5376561512530612,-0.061557683952343824
170,170,170,06-19,0.010456181370431831,-1.0331589314821468,-0.08079169830236367
171,171,171,06-20,0.09139102035723486,0.5016563885645952,0.4592541760290718
172,172,172,06-21,0.06076872436319436,-0.07905235954723988,0.7346470008665469
173,173,173,06-22,0.2727647614190146,3.94115413663822,0.9924620910913164
174,174,174,06-23,0.09339329027791404,0.5396266197727932,1.440904105767478
175,175,175,06-24,0.17486097939250908,2.0845466926016765,1.3030878970934279
176,176,176,06-25,0.15234132590349808,1.6574931565748243,1.1640729686595548
177,177,177,06-26,0.04778655858342535,-0.32524086347970554,0.5222433014620078
178,178,178,06-27,0.01678499276004048,-0.9131419301504764,0.4334066085039328
179,179,179,06-28,0.06969258683319596,0.09017613345293668,0.0006849154013410058
180,180,180,06-29,0.06528573878254758,0.0066064620243431035,-0.34724120537786624
181,181,181,06-30,0.03794967768766891,-0.5117834660138738,-0.3342713600811515
182,182,182,07-01,0.042258982327292915,-0.4300635681004191,-0.12984780352111838
183,183,183,07-02,0.05189016242577448,-0.247421791699417,-0.13821161017739242
184,184,184,07-03,0.08146373587341532,0.3133994092097224,-0.11213746580895234
185,185,185,07-04,0.06704631400987669,0.03999329351529232,0.21607660848260105
186,186,186,07-05,0.0735354870693216,0.16305132823498364,0.149149556213011
187,187,187,07-06,0.14179521366465078,1.4575009797354466,0.13430077649894134
188,188,188,07-07,0.021083547881659462,-0.8316258817179594,0.2121686379004176
189,189,189,07-08,0.04719207173194898,-0.3365144699838349,0.11150867972167236
190,190,190,07-09,0.10610079575596816,0.78060657761858,0.3618949267045742
191,191,191,07-10,0.03519793172750425,-0.5639664555571792,-0.08626285257861166
192,192,192,07-11,0.15275662978030485,1.6653688101323951,-0.15289948828622987
193,193,193,07-12,0.0,-1.2314456959636686,-0.1813717896389524
194,194,194,07-13,0.0,-1.2314456959636686,-0.19033457149729527
195,195,195,07-14,0.03818355678372906,-0.5073482781001704,-0.1246130071123121
196,196,196,07-15,0.1032650097284086,0.726829886468523,-0.334698310354742
197,197,197,07-16,0.05599195493792189,-0.1696370692472802,0.06894627653775047
198,198,198,07-17,0.08628653411732203,0.4048569906778153,0.320258563538593
199,199,199,07-18,0.127711429074256,1.1904218253912862,0.7875917687311395
200,200,200,07-19,0.07951413783072864,0.2764280260413865,0.9497079128292132
201,201,201,07-20,0.18604579358089665,2.296650953055108,1.1443342006819102
202,202,202,07-21,0.15455786763136214,1.6995267510569658,0.8818323376306484
203,203,203,07-22,0.11757088393692675,0.998120657868902,0.7077239924987824
204,204,204,07-23,0.003232062055591456,-1.1701541876297559,0.5828832847951284
205,205,205,07-24,0.07262428981214405,0.14577175460009067,0.3748393508128207
206,206,206,07-25,0.040015069330346216,-0.4726162201805371,-0.03996386352893474
207,207,207,07-26,0.12022157846219544,1.048387349161261,-0.2446344440695232
208,208,208,07-27,0.02331589633176932,-0.7892925349935669,0.32026924263005385
209,209,209,07-28,0.05281398348762626,-0.2299028253746288,0.18855686230803695
210,210,210,07-29,0.1819651838673648,2.2192679325677065,0.1761518090530094
211,211,211,07-30,0.0309510533463795,-0.6445025273320104,0.10900522549914686
212,212,212,07-31,0.036090163285802175,-0.5470465397107027,0.0757043549977252
213,213,213,08-01,0.0989766852527104,0.6455078478380858,0.4640022262989159
214,214,214,08-02,0.01277964265896576,-0.9890977580020968,-0.010466652185715816
215,215,215,08-03,0.17566977707609455,2.099884402432516,0.045879566751041406
216,216,216,08-04,0.031845250415437,-0.6275453383400841,0.0213738107823309
217,217,217,08-05,0.04877875716558317,-0.3064252137114671,0.07067059252895543
218,218,218,08-06,0.02833664641244805,-0.6940810755229657,0.2778988448233877
219,219,219,08-07,0.11457397715272526,0.9412885383178328,-0.13078731335636373
220,220,220,08-08,0.07834577956378512,0.25427175576449684,-0.13600877159083052
221,221,221,08-09,0.046363216307313736,-0.3522325466459933,-0.2420610521275783
222,222,222,08-10,0.0301932032565514,-0.6588740877468849,0.19892156739993952
223,223,223,08-11,0.015224267042966137,-0.9427388969319538,0.06461409831126247
224,224,224,08-12,0.16786167007334554,1.9518146416421407,-0.028762669588658
225,225,225,08-13,0.072079665647862,0.1354437237857704,0.003010988684132835
226,226,226,08-14,0.04880176768283265,-0.3059888516350259,0.05396401896291417
227,227,227,08-15,0.05641626653195592,-0.16159059700924835,0.15056228046825612
228,228,228,08-16,0.04631452514188653,-0.3531559060741969,-0.13684185717874786
229,229,229,08-17,0.045787545787545694,-0.3631493278999022,-0.2440050732899233
230,230,230,08-18,0.0769282243325531,0.2273898157601177,-0.2388133046438209
231,231,231,08-19,0.038173680238483255,-0.5075355728812827,-0.4171224878028909
232,232,232,08-20,0.05044442118234126,-0.274838239758411,-0.024311712845921624
233,233,233,08-21,0.0,-1.2314456959636686,0.33535721282158004
234,234,234,08-22,0.17059818223669093,2.003708743667618,0.3620782244930297
235,235,235,08-23,0.1595852628440935,1.794864226105107,0.30929865664196865
236,236,236,08-24,0.08538263868043992,0.38771588578881694,0.2967963896320766
237,237,237,08-25,0.02147444964041265,-0.8242129799876498,0.39788003552085377
238,238,238,08-26,0.046488757119573836,-0.3498518418177632,0.4151687728917562
239,239,239,08-27,0.03198243527028922,-0.6249438206310057,-0.012601828702315595
240,240,240,08-28,0.17606826514682178,2.1074411678930334,-0.11244602025930024
241,241,241,08-29,0.02424046541693586,-0.7717593834593235,-0.019309541537077632
242,242,242,08-30,0.05379236148466901,-0.21134926355309092,0.2748463233111089
243,243,243,08-31,0.050942435048395136,-0.265394107654314,0.2846913492608579
244,244,244,09-01,0.13955842060633156,1.415083347271356,-0.1788746426245219
245,245,245,09-02,0.035097359572867456,-0.5658736649325118,0.03391666248868593
246,246,246,09-03,0.02939795860391507,-0.6739547834192454,-0.06374137890776323
247,247,247,09-04,0.09156672855302962,0.5049884472199235,-0.2247499769593223
248,248,248,09-05,0.02289377289377282,-0.7972975119317859,-0.17122338906408927
249,249,249,09-06,0.0,-1.2314456959636686,-0.16811172805480426
250,250,250,09-07,0.15649400516649234,1.7362428746427545,-0.026612146964803445
251,251,251,09-08,0.036081875870608064,-0.5472036988768015,-0.21006174397036576
252,252,252,09-09,0.07416782373089538,0.1750427031207593,-0.1071291479957057
253,253,253,09-10,0.033524056961556636,-0.5957091348134504,0.558166516990343
254,254,254,09-11,0.05546120810069681,-0.17970193608382548,0.07701371441739298
255,255,255,09-12,0.21049671639695675,2.7603282939526244,0.14762374844896484
256,256,256,09-13,0.004259306584887954,-1.1506739407949464,0.1140613331978787
257,257,257,09-14,0.05842259006815952,-0.12354349468737018,0.16447353113630256
258,258,258,09-15,0.06354881841263146,-0.02633178838575769,0.2607216005086769
259,259,259,09-16,0.04947426179659668,-0.2932359471829073,-0.1953558480043544
260,260,260,09-17,0.08591368754508963,0.3977864801504206,-0.20881780719914134
261,261,261,09-18,0.06619575310012185,0.02386360287443632,-0.3934681740785244
262,262,262,09-19,0.0,-1.2314456959636686,-0.3479289220475528
263,263,263,09-20,0.0,-1.2314456959636686,-0.27788750575939963
264,264,264,09-21,0.0779572439055196,0.2469037238000715,-0.2964661737586376
265,265,265,09-22,0.07163506776060027,0.1270125505460117,-0.49422173190738106
266,266,266,09-23,0.08003547607507981,0.28631447215499306,-0.24247241652023474
267,267,267,09-24,0.0036267363000036025,-1.1626697460180242,0.07705775032541863
268,268,268,09-25,0.07965241175182974,0.27905019635920864,0.4609494963425549
269,269,269,09-26,0.1010979846264175,0.6857353051102516,0.5799682545343977
270,270,270,09-27,0.1994189582099353,2.5502541999028896,0.3351804276258091
271,271,271,09-28,0.10929209621809316,0.8411250996970682,0.4326334841109936
272,272,272,09-29,0.002585649644473153,-1.1824124892965386,0.20483717198077875
273,273,273,09-30,0.03446046853754741,-0.5779514071069174,-0.03227842433678865
274,274,274,10-01,0.0075786282682833985,-1.0877276764220802,-0.5179809908559022
275,275,275,10-02,0.026075619295958127,-0.7369582727951527,-0.6771929919507221
276,276,276,10-03,0.045744733683022426,-0.3639611992117914,-0.557435719965723
277,277,277,10-04,0.058918096799126476,-0.1141469068718515,-0.3647554930946376
278,278,278,10-05,0.040476340722443986,-0.4638688573865445,-0.07539583548807571
279,279,279,10-06,0.09542367212588684,0.5781299541195953,-0.0986563955397984
280,280,280,10-07,0.09913079220009892,0.6484302692172909,-0.06608310533042229
281,281,281,10-08,0.01871607711023756,-0.8765216331054887,-0.10671378126977442
282,282,282,10-09,0.056050784048558164,-0.16852145795553472,-0.21885604767389336
283,283,283,10-10,0.04606272388699152,-0.35793096250796425,-0.5204519893544374
284,284,284,10-11,0.004995004995004974,-1.136722455811258,-0.5938520183092292
285,285,285,10-12,0.0,-1.2314456959636686,-0.5036357809083446
286,286,286,10-13,0.07590733548518219,0.20803009548853948,-0.4885853712701322
287,287,287,10-14,0.047260110594918005,-0.3352242087001813,-0.4961343016667152
288,288,288,10-15,0.060812669592092035,-0.07821900012626036,-0.1774093665618082
289,289,289,10-16,0.043674274443505065,-0.4032245448874617,0.03179554970466044
290,290,290,10-17,0.10583821772632936,0.7756271548181836,-0.07297781903725398
291,291,291,10-18,0.0661915449713856,0.02378380163514334,0.04199396464257852
292,292,292,10-19,0.04275748761042862,-0.42061011696294703,0.04873002909552608
293,293,293,10-20,0.08363669354381405,0.3546064933788137,0.032737488161365125
294,294,294,10-21,0.0629439317111883,-0.03780261340857502,-0.08607425376745832
295,295,295,10-22,0.03861430256836081,-0.4991797904924274,-0.044969454151873256
296,296,296,10-23,0.06824668833323702,0.06275670324524288,-0.18010871731866018
297,297,297,10-24,0.07919692859644949,0.2704125993286537,-0.4444507488757406
298,298,298,10-25,0.0,-1.2314456959636686,-0.08536286880022469
299,299,299,10-26,0.0,-1.2314456959636686,-0.2074071863787649
300,300,300,10-27,0.17655780841580404,2.116724667044521,-0.2774074676137845
301,301,301,10-28,0.0,-1.2314456959636686,-0.15537421168116286
302,302,302,10-29,0.0460988973249428,-0.3572449841648749,0.07170826853229967
303,303,303,10-30,0.11780773130712847,1.0026121349243842,0.2197487252295105
304,304,304,10-31,0.07184793010369778,0.13104918531710658,-0.3177888988573703
305,305,305,11-01,0.046839370326157474,-0.34320295578040383,-0.059358184406014286
306,306,306,11-02,0.0064831923239002465,-1.1085010774767643,-0.16751035198774056
307,307,307,11-03,0.08176637797462688,0.3191385907444676,0.1572162423350839
308,308,308,11-04,0.01188001188001184,-1.0061579896552324,0.14904380026720562
309,309,309,11-05,0.2205498434673732,2.9509717008613308,0.001003343569994819
310,310,310,11-06,0.06926220422155363,0.08201453290983679,0.3792779023504749
311,311,311,11-07,0.0,-1.2314456959636686,0.4917668720420769
312,312,312,11-08,0.12616765249766135,1.1611462752061164,0.556677942524406
313,313,313,11-09,0.1173574091463925,0.9940724088940792,0.09274834952428712
314,314,314,11-10,0.03241759826970855,-0.6166915667612576,0.2335468182865925
315,315,315,11-11,0.07376449507952604,0.16739414286061727,0.2335468182865925
316,316,316,11-12,0.11381024039251868,0.9268053454836688,0.17216830392604945
317,317,317,11-13,0.0,-1.2314456959636686,-0.14337029068209012
318,318,318,11-14,0.10674775182765066,0.7928751890428578,-0.2342133072918953
319,319,319,11-15,0.017522340984755417,-0.8991591587547579,-0.3976572508856968
320,320,320,11-16,0.0036752545113748923,-1.1617496664200893,-0.6938871721387944
321,321,321,11-17,0.02205152706824935,-0.8132695187021907,-0.4737670722248269
322,322,322,11-18,0.020084354288009497,-0.8505741820349166,-0.7146765121632742
323,323,323,11-19,0.06964506261412633,0.08927490352013577,-0.7289895302356175
324,324,324,11-20,0.030525030525030392,-0.6525814505878258,-0.6217474332256695
325,325,325,11-21,0.012993762993762849,-0.9850372671888182,0.027199092472861286
326,326,326,11-22,0.037606197501348124,-0.5182970843604009,0.10279828005772004
327,327,327,11-23,0.2273754453890136,3.0804096354889934,-0.04570974826335957
328,328,328,11-24,0.04400361543218672,-0.3969790565257642,0.03235645170111978
329,329,329,11-25,0.0226577546165174,-0.8017732664063418,0.1976941708663794
330,330,330,11-26,0.055224843884637526,-0.18418425080094966,0.7373918073941192
331,331,331,11-27,0.06530591353449898,0.0069890478027392535,0.16424252112939622
332,332,332,11-28,0.20836423233488308,2.7198887348060383,0.0345765206397417
333,333,333,11-29,0.04603345097437467,-0.35848608209934396,0.13562486639903262
334,334,334,11-30,0.002977844834431773,-1.1749750594636914,0.2784074490674325
335,335,335,12-01,0.0546290210761014,-0.19548319185059634,0.6541820899059179
336,336,336,12-02,0.10040064524959226,0.6725112452094498,0.11959677641547195
337,337,337,12-03,0.1841994103129661,2.261636892833652,0.0932853144776475
338,338,338,12-04,0.03922371474841068,-0.4876231461366373,0.2381263868956487
339,339,339,12-05,0.03770861641885161,-0.5163548537262906,0.12365392591604435
340,340,340,12-06,0.04880494359366151,-0.3059286249556841,-0.05857227451689882
341,341,341,12-07,0.018410421704060136,-0.8823179577282225,-0.1720908679821239
342,342,342,12-08,0.042745051125989184,-0.42084595738820935,0.03737226187535093
343,343,343,12-09,0.14828261056208844,1.5805253320423014,0.08158350215219871
344,344,344,12-10,0.10549695740083707,0.7691556330082115,0.10563905071156354
345,345,345,12-11,0.05169686464576361,-0.2510874120652039,0.2630139895614721
346,346,346,12-12,0.056416016759124,-0.1615953335994951,0.337603591513192
347,347,347,12-13,0.06820318244867178,0.06193167537122904,0.14023836701921644
348,348,348,12-14,0.06634488367340599,0.02669165432210983,-0.10832411423928766
349,349,349,12-15,0.08583709366878167,0.39633398507844814,-0.10950192395343653
350,350,350,12-16,0.02685284640171853,-0.722219254542813,-0.1218124826097845
351,351,351,12-17,0.05132421066586135,-0.2581542703500971,-0.1409312086047657
352,352,352,12-18,0.05252100840336127,-0.235458685537583,-0.3382640589563594
353,353,353,12-19,0.062154098927706576,-0.052780680598658286,-0.4623598884630266
354,354,354,12-20,0.003909609820939861,-1.1573054477874525,-0.5472309620331692
355,355,355,12-21,0.04657370145915739,-0.34824099196155545,-0.3812424450544311
356,356,356,12-22,0.0,-1.2314456959636686,-0.533885825485009
357,357,357,12-23,0.10384227086449134,0.7377768315223318,-0.724508513131887
358,358,358,12-24,0.004225292601512611,-1.1513189681210505,-0.4971934500357518
359,359,359,12-25,0.0018418919914536128,-1.1965168064799276,-0.4399119283036555
360,360,360,12-26,0.07583112815866554,0.2065849307893592,-0.217226185439768
361,361,361,12-27,0.06469733110144589,-0.0045518615689775005,-0.3450181064107578
362,362,362,12-28,0.07045682112215226,0.10466876121965682,-0.30055909519549906
363,363,363,12-29,0.06340945104893332,-0.0289746943036074,
364,364,364,12-30,0.01829193449863619,-0.8845649008294976,
365,365,365,12-31,,,
