,unnamed: 0,unnamed: 0,mth_day,complicated,complicated_norm,complicated_ravg
0,0,0,01-01,,,
1,1,1,01-02,2.846462198255495,-0.6748928312210581,
2,2,2,01-03,3.5862301849070524,0.6288196429360265,
3,3,3,01-04,2.687727903517132,-0.9546344311024342,
4,4,4,01-05,1.795734692872876,-2.526617399497754,-0.9702653876138192
5,5,5,01-06,2.702483109512828,-0.9286309456009636,-1.0411622968548369
6,6,6,01-07,2.454512316213387,-1.3656363611967326,-1.4909904252980557
7,7,7,01-08,2.605087210217789,-1.100274286667163,-1.3604372845350878
8,8,8,01-09,2.054749330743272,-2.070149127723285,-1.152180671294792
9,9,9,01-10,3.13220796798396,-0.17131558652462706,-1.0480607877252228
10,10,10,01-11,2.5047633101679008,-1.2770777200559795,-0.7592626346378559
11,11,11,01-12,3.056968741117089,-0.3039116441835489,-0.6562452023761286
12,12,12,01-13,3.437751945317623,0.3671525573274687,-0.4858785453898524
13,13,13,01-14,2.955819445882916,-0.482169693096798,-0.28507879364089034
14,14,14,01-15,2.6347781392247422,-1.0479491858056285,-0.031102051845537014
15,15,15,01-16,3.8158490208204174,1.0334829239691457,0.1676036940728153
16,16,16,01-17,3.3694502714048737,0.24678273071614035,0.2924463269629631
17,17,17,01-18,3.733480560285602,0.888322831326565,0.4713699336048774
18,18,18,01-19,3.8627900653577143,1.1162083546683552,0.492966640960448
19,19,19,01-20,3.5649811692245734,0.5913719467546882,0.4017680505276641
20,20,20,01-21,2.708306097430694,-0.9183689416722046,0.2467551307011793
21,21,21,01-22,3.5053551091615285,0.4862913813724432,-0.005556973118450548
22,22,22,01-23,2.841694660203132,-0.6832947882427691,1.3137896447340969
23,23,23,01-24,2.87446101072819,-0.6255497915912144,1.082255886527253
24,24,24,01-25,8.354625852149708,9.03228806178364,1.0463496790771092
25,25,25,01-26,2.7767033907460603,-0.7978306024863746,0.783360662843669
26,26,26,01-27,2.586060142190327,-1.1338061863730664,0.8422558363071498
27,27,27,01-28,2.609985038350757,-1.0916427160281978,0.8149092721782347
28,28,28,01-29,3.042208645120287,-0.3299237474618846,-0.8550687220620244
29,29,29,01-30,2.7813571411779736,-0.7896291763647046,-0.8624474330259596
30,30,30,01-31,2.6690335929350297,-0.987579903657916,-0.6651577278624448
31,31,31,02-01,2.7515818968795385,-0.8421028682699866,-0.4625905533329189
32,32,32,02-02,3.257750921571368,0.04993204460802323,-0.3830945819352151
33,33,33,02-03,3.299643443101188,0.12376033114895747,-0.29516383678333474
34,34,34,02-04,3.3128599238655263,0.1470520809243381,-0.2079244390396857
35,35,35,02-05,3.0807253757935147,-0.2620447054534227,-0.1387349797776985
36,36,36,02-06,2.966048072299768,-0.4641435171960217,-0.32644603672907113
37,37,37,02-07,2.9871437158711536,-0.42696611269806345,-0.4438674612341498
38,38,38,02-08,2.6186715228890725,-1.0763342971002126,-0.4529756426808251
39,39,39,02-09,2.899871503270472,-0.580768215881515,-0.1397982713632531
40,40,40,02-10,3.2818502901414015,0.09240299224428716,-0.19871742990925145
41,41,41,02-11,4.146966274934497,1.617019522452009,-0.1359012303325542
42,42,42,02-12,2.765452427983526,-0.8176584684720114,0.2458205039589734
43,43,43,02-13,3.2010071914967915,-0.05006891523788006,0.4266892443976447
44,44,44,02-14,3.9182779519242494,1.2139961086489528,0.30602499466134425
45,45,45,02-15,3.5156556118747617,0.5044442267505129,-0.26072705660497003
46,46,46,02-16,2.871037856306447,-0.6315825061735156,-0.2593346639550264
47,47,47,02-17,2.2174072707514743,-1.7834927851458768,-0.17890344152669746
48,48,48,02-18,2.77019295564294,-0.8093041125723496,-0.3776022009738769
49,49,49,02-19,3.4748426176011487,0.4325184193320937,-0.4204281806659256
50,50,50,02-20,3.241789918833492,0.02180355196587604,-0.2809957904687224
51,51,51,02-21,3.3698506614681127,0.2474883485982209,-0.1796186610542435
52,52,52,02-22,3.3457481345994706,0.20501183500970352,-0.09744250181682458
53,53,53,02-23,2.5625549458994863,-1.1752300086590035,0.035144287323302034
54,54,54,02-24,3.049969178122338,-0.3162471571478361,0.0718960227060879
55,55,55,02-25,3.926246423285536,1.2280391541728537,-0.02729021455219778
56,56,56,02-26,3.366914550969818,0.2423139642625912,-0.06139368762464295
57,57,57,02-27,3.0321620783123238,-0.34762907495149314,0.02198661034548366
58,58,58,02-28,3.2296397528233127,0.0003909965750325299,0.0608287180894018
59,59,59,02-29,2.846430768422308,-0.6749482208382438,-0.4143020461786027
60,60,60,03-01,3.1822106734486715,-0.08319451068432725,-0.6609348986490551
61,61,61,03-02,2.3086204397372336,-1.6227454314351737,-0.6651346008635742
62,62,62,03-03,2.5272305301561304,-1.2374831505601218,-0.6684211380830067
63,63,63,03-04,3.017863809422415,-0.3728272882386089,-0.7587720109506492
64,64,64,03-05,3.218450437371927,-0.01932822674156293,-0.8620161628180395
65,65,65,03-06,2.538822988462752,-1.2170534580440988,-0.7613545926682352
66,66,66,03-07,2.8307065502260955,-0.7026594218886693,-0.7572714727277651
67,67,67,03-08,2.65133192816286,-1.0187760105363488,-0.9671282542233076
68,68,68,03-09,2.541131884070404,-1.2129844309173003,-0.952540264326764
69,69,69,03-10,2.3033872734860354,-1.6319679772118652,-0.7593749345201513
70,70,70,03-11,3.2681165783147152,0.0681997126376994,-0.7705037144044508
71,71,71,03-12,3.1964719561048502,-0.05806147920442273,-0.6467351952840549
72,72,72,03-13,2.7928176049927402,-0.7694321011944667,-0.5907328219169413
73,73,73,03-14,3.0727131299945207,-0.2761648958139739,-0.3823407675209492
74,74,74,03-15,2.731797067451199,-0.8769701907146188,-0.5373129991118181
75,75,75,03-16,3.0128770125377917,-0.3816156508359125,-0.8001665944469373
76,76,76,03-17,2.7404994939188687,-0.8616336769075141,-0.7724869191789585
77,77,77,03-18,2.301562938082729,-1.6351830512151382,-0.8486365721214676
78,78,78,03-19,2.8870555817708663,-0.6033540495865951,-0.8080102050123363
79,79,79,03-20,2.8134546973654238,-0.7330628134690288,-0.5875942565222725
80,80,80,03-21,2.870113236378188,-0.6332119880598318,-0.2685964184933429
81,81,81,03-22,3.763303194717933,0.9408800401044708,0.21741047613578945
82,82,82,03-23,3.8265567023724576,1.0523533512660632,0.10410794158264446
83,83,83,03-24,3.956217698539897,1.2808583165596557,0.057280327459613124
84,84,84,03-25,2.501306778118017,-1.2831692569054651,0.0764757140692387
85,85,85,03-26,2.6540258178869705,-1.0140284982072167,-0.0568667545489893
86,86,86,03-27,2.9354656792826654,-0.5180396684020784,-0.2275107879822438
87,87,87,03-28,3.3093266093885694,0.1408252283951028,-0.5355384243395952
88,88,88,03-29,3.245583540501141,0.028489150666536105,-0.28835327763605384
89,89,89,03-30,2.907509541343912,-0.5673075015844523,-0.12777314694349048
90,90,90,03-31,3.3428711349764257,0.19994162331578288,-0.14576495665026726
91,91,91,04-01,3.200735505797964,-0.05054771405183644,-0.07663690846131536
92,92,92,04-02,2.87421092362066,-0.6259905266427391,-0.030035348476218787
93,93,93,04-03,3.5446793487859125,0.5555935175288141,0.13140706057422907
94,94,94,04-04,3.4042427980676657,0.3080985105771155,0.0655530379664964
95,95,95,04-05,3.457154934499996,0.4013469527182349,-0.12712005705799456
96,96,96,04-06,3.118665114018041,-0.19518251233061307,0.04553848975003864
97,97,97,04-07,2.544762396326812,-1.2065862841987822,-0.213751750479697
98,98,98,04-08,3.4620426798502435,0.4099607542054601,-0.18148025761983952
99,99,99,04-09,2.6619020979331056,-1.0001479238495996,-0.5093888092243953
100,100,100,04-10,3.5141140362696883,0.5017274677362604,-0.5905197224659947
101,101,101,04-11,2.340760389683655,-1.5661043569091004,-0.4980502199332655
102,102,102,04-12,2.8424475267801266,-0.6819679917802094,-0.5080773299709179
103,103,103,04-13,2.8595832440426525,-0.6517692690024071,-0.32807588232490503
104,104,104,04-14,3.4279044700001746,0.34979809397954564,-0.4215388235162594
105,105,105,04-15,3.274733429192174,0.07986076202647782,-0.23295790285097284
106,106,106,04-16,3.1959109361128184,-0.059050179411866736,-0.06807095316641966
107,107,107,04-17,2.982801318646863,-0.43461883291738107,-0.11013931925694516
108,108,108,04-18,3.403820172411013,0.3073537063271097,-0.35233585656632993
109,109,109,04-19,2.7163576581804176,-0.9041794655455602,-0.4317354597746241
110,110,110,04-20,2.6033242884144263,-1.1033811298767628,-0.3624695833313061
111,111,111,04-21,3.0044102447293937,-0.3965368572232867,-0.039912348496199145
112,112,112,04-22,3.431732924361839,0.3565450792480413,0.08456639441718301
113,113,113,04-23,4.080976817879416,1.5007245760932606,0.28171877675355433
114,114,114,04-24,3.827619395865498,1.0542261638074026,0.4977642650522309
115,115,115,04-25,3.3875809094828164,0.27873482847266795,0.5522286410772091
116,116,116,04-26,3.3388708406119814,0.1928917999152963,0.5196524381465355
117,117,117,04-27,3.1898391760078866,-0.06975060107341784,0.2250448904575463
118,118,118,04-28,3.3208242729568207,0.1610878616639997,0.12205931224733985
119,119,119,04-29,3.0779585754691214,-0.2669207100406746,0.13276943198871774
120,120,120,04-30,3.476995610221496,0.4363126945461637,-0.052386155554974834
121,121,121,05-01,3.4240444881089185,0.3429955469209355,0.026703441386150672
122,122,122,05-02,2.7084917703969342,-0.9180417253468588,0.16047629820641007
123,123,123,05-03,3.4591069158845698,0.4047869805733351,0.3284133367949808
124,124,124,05-04,3.7762661541394036,0.963725002585556,0.33088379677372376
125,125,125,05-05,3.649715526715057,0.74070152149075,0.3241657371888311
126,126,126,05-06,3.485406516341388,0.4511354544186213,0.5434727455877418
127,127,127,05-07,3.401172242064632,0.302687189411579,0.5789241231199637
128,128,128,05-08,3.4551424649838625,0.3978003250466058,0.4927615696661805
129,129,129,05-09,3.5798043612227017,0.6174952457666655,0.353156190711871
130,130,130,05-10,3.4829178892876453,0.4467496818628573,0.3218724610590693
131,131,131,05-11,3.1744162924347523,-0.09693075223510744,0.24163191103854825
132,132,132,05-12,3.378898207988347,0.26343307650181114,0.2480530390141363
133,133,133,05-13,3.1279859775478025,-0.17875611071154732,0.28070556332559465
134,134,134,05-14,3.4770037803061875,0.4363270929001341,0.3126446700370738
135,135,135,05-15,3.6909728557234383,0.8134103916354158,0.7473923625635149
136,136,136,05-16,3.5916574885586114,0.6383843221317322,0.6937897658941905
